model_name,name_dataset,bias_level,threshold,data_type,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,seed,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1400_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9272,0.9264,0.6811,0.5304,0.5963,0.0156,1.2161999940872192,0.3531,0.0875,0.072,1400,Semi-Synthetic (HR),0.1777668106712016,0.0156,0.3531,0.1777668106712016,0.7323012428022783,0.704499799526261,0.784061974796362
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1400_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7052,0.9134,0.917,0.9956,0.9547,0.0007,0.9993000030517578,0.0005,0.9942,0.9949,1400,Semi-Synthetic (HR),0.0006999969482421875,0.0007,0.0005,0.0006999969482421875,0.8921367844176046,0.8626160804039537,0.9993596931598786
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1500_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9369,0.9314,0.7762,0.4375,0.5596,0.0008,1.0134999752044678,0.254,0.0565,0.0557,1500,Semi-Synthetic (HR),0.013320153462997641,0.0008,0.254,0.013320153462997641,0.744484178263487,0.6912329120578317,0.862100521100811
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1500_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7173,0.9142,0.9142,1.0,0.9552,0.0,1.0,0.0,1.0,1.0,1500,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8955069810181827,0.8668784249772066,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1600_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9352,0.9258,0.6523,0.59,0.6196,0.0012,0.9872999787330629,0.281,0.0921,0.0933,1600,Semi-Synthetic (HR),0.012700021266937145,0.0012,0.281,0.012700021266937145,0.7623751949538994,0.718519034917777,0.8486917311121541
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1600_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7176,0.9124,0.9125,0.9999,0.9542,0.0002,0.9998000264167786,0.0002,0.9998,1.0,1600,Semi-Synthetic (HR),0.00019997358322143555,0.0002,0.0002,0.00019997358322143555,0.8951905350162868,0.8664498388383838,0.9998000088052051
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1700_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9341,0.929,0.676,0.5792,0.6239,0.0029,0.9667999744415284,0.2521,0.0857,0.0886,1700,Semi-Synthetic (HR),0.03320002555847157,0.0029,0.2521,0.03320002555847157,0.7672314450250703,0.7219127955610608,0.861172174670358
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1700_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7059,0.9159,0.9172,0.9984,0.9561,0.0013,0.9987000226974488,0.0007,0.9974,0.9986,1700,Semi-Synthetic (HR),0.0012999773025511585,0.0013,0.0007,0.0012999773025511585,0.8926859665429393,0.863404125510111,0.9988642676731597
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1800_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9325,0.9242,0.6383,0.578,0.6067,0.0041,0.95660001039505,0.2238,0.0895,0.0936,1800,Semi-Synthetic (HR),0.04339998960494995,0.0041,0.2238,0.04339998960494995,0.7611874978694765,0.7097360743641977,0.8741764646951249
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1800_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7035,0.9168,0.9174,0.9992,0.9566,0.0008,1.0008000135421753,0.0002,0.9991,0.9983,1800,Semi-Synthetic (HR),0.0007993740321243781,0.0008,0.0002,0.0007993740321243781,0.8921614942603898,0.8627392741649103,0.999336968624218
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1900_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.94,0.9303,0.7332,0.5234,0.6108,0.0033,1.044700026512146,0.2752,0.0762,0.073,1900,Semi-Synthetic (HR),0.042787427374135656,0.0033,0.2752,0.042787427374135656,0.7599213672311352,0.7167263080341169,0.8485428544539785
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1900_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7218,0.9201,0.9204,0.9996,0.9584,0.0005,0.9994999766349792,0.0007,0.9993,0.9998,1900,Semi-Synthetic (HR),0.000500023365020752,0.0005,0.0007,0.000500023365020752,0.8980646892617428,0.8702594906436356,0.9994255414331235
CFFair,HR_N10000_HighBias_Thresh1.0_Seed2000_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9391,0.926,0.6624,0.563,0.6087,0.0051,1.0608999729156494,0.2481,0.0895,0.0843,2000,Semi-Synthetic (HR),0.05740406680215038,0.0051,0.2481,0.05740406680215038,0.7595430340288452,0.7123549490428348,0.8598925100976906
CFFair,HR_N10000_HighBias_Thresh1.0_Seed2000_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7148,0.9134,0.9201,0.9918,0.9546,0.0005,1.000499963760376,0.0001,0.9895,0.989,2000,Semi-Synthetic (HR),0.0004997139215247026,0.0005,0.0001,0.0004997139215247026,0.8950759475842693,0.8662951864418393,0.9995878238732346
CFFair,HR_N10000_HighBias_Thresh1.0_Seed200_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9376,0.9277,0.7554,0.4492,0.5634,0.0061,1.1031999588012695,0.2716,0.0649,0.0588,200,Semi-Synthetic (HR),0.09354601400946927,0.0061,0.2716,0.09354601400946927,0.7389001796315454,0.6915425523772616,0.8418737598182389
CFFair,HR_N10000_HighBias_Thresh1.0_Seed200_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7053,0.9174,0.9191,0.9979,0.9569,0.0017,0.9983000159263612,0.0003,0.9957,0.9974,200,Semi-Synthetic (HR),0.001699984073638805,0.0017,0.0003,0.001699984073638805,0.8928486954955368,0.8636482772844896,0.9986014291674503
CFFair,HR_N10000_HighBias_Thresh1.0_Seed300_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.936,0.9286,0.6711,0.6039,0.6357,0.0057,0.9399999976158142,0.2163,0.09,0.0958,300,Semi-Synthetic (HR),0.06000000238418579,0.0057,0.2163,0.06000000238418579,0.7752781571824233,0.7294201190530774,0.8753510173223498
CFFair,HR_N10000_HighBias_Thresh1.0_Seed300_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7054,0.9173,0.9177,0.9995,0.9569,0.0007,1.0006999969482422,0.0005,0.9993,0.9987,300,Semi-Synthetic (HR),0.0006995072952702408,0.0007,0.0005,0.0006995072952702408,0.8927938744210459,0.8635517736751325,0.9993598715430955
CFFair,HR_N10000_HighBias_Thresh1.0_Seed400_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9272,0.9244,0.6956,0.4625,0.5556,0.0094,1.148300051689148,0.3196,0.0726,0.0632,400,Semi-Synthetic (HR),0.12914747453942788,0.0094,0.3196,0.12914747453942788,0.7249101034920393,0.6822637548011534,0.8114577984950515
CFFair,HR_N10000_HighBias_Thresh1.0_Seed400_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7154,0.9123,0.915,0.9966,0.9541,0.0014,0.9986000061035156,0.001,0.9942,0.9956,400,Semi-Synthetic (HR),0.001399993896484375,0.0014,0.001,0.001399993896484375,0.894697476047567,0.8658637928600098,0.9987193952741291
CFFair,HR_N10000_HighBias_Thresh1.0_Seed500_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9363,0.9261,0.6986,0.4847,0.5723,0.0159,0.7972000241279602,0.1973,0.0626,0.0786,500,Semi-Synthetic (HR),0.2027999758720398,0.0159,0.1973,0.2027999758720398,0.7387978284865058,0.6925530652377744,0.8410461218669375
CFFair,HR_N10000_HighBias_Thresh1.0_Seed500_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7152,0.9153,0.9153,1.0,0.9558,0.0,1.0,0.0,1.0,1.0,500,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8951526773914131,0.8664544292375376,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed600_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9188,0.9243,0.6837,0.4804,0.5643,0.0091,1.1353000402450562,0.3043,0.0763,0.0672,600,Semi-Synthetic (HR),0.11917557953741587,0.0091,0.3043,0.11917557953741587,0.7298587766787182,0.6853727501809668,0.8207783253128976
CFFair,HR_N10000_HighBias_Thresh1.0_Seed600_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7134,0.9174,0.9178,0.9995,0.9569,0.0002,1.0002000331878662,0.0,0.9993,0.9991,600,Semi-Synthetic (HR),0.00019999318259233956,0.0002,0.0,0.00019999318259233956,0.8951143388902743,0.8664551872097692,0.9998367083608227
CFFair,HR_N10000_HighBias_Thresh1.0_Seed700_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9386,0.9286,0.6637,0.5852,0.622,0.0123,0.8704000115394592,0.2279,0.0824,0.0947,700,Semi-Synthetic (HR),0.12959998846054077,0.0123,0.2279,0.12959998846054077,0.7630006681569408,0.7208387635663313,0.8532638897197662
CFFair,HR_N10000_HighBias_Thresh1.0_Seed700_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7004,0.9076,0.9082,0.9991,0.9515,0.0,1.0,0.0002,0.9989,0.9989,700,Semi-Synthetic (HR),0.0,0.0,0.0002,0.0,0.8893196783973276,0.8589139456775873,0.99988453558173
CFFair,HR_N10000_HighBias_Thresh1.0_Seed800_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.9331,0.9269,0.7477,0.502,0.6007,0.0035,1.0479999780654907,0.2618,0.0753,0.0718,800,Semi-Synthetic (HR),0.04580150674630179,0.0035,0.2618,0.04580150674630179,0.7569552502764851,0.7106781402033165,0.8547981587150408
CFFair,HR_N10000_HighBias_Thresh1.0_Seed800_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7226,0.9074,0.9187,0.9859,0.9511,0.0052,1.0053000450134275,0.0039,0.983,0.9779,800,Semi-Synthetic (HR),0.005272102632161602,0.0052,0.0039,0.005272102632161602,0.8960085132166221,0.8675804212743181,0.9951681869847783
CFFair,HR_N10000_HighBias_Thresh1.0_Seed900_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,10000,0.939,0.9293,0.6802,0.5841,0.6285,0.0079,0.91430002450943,0.2332,0.0839,0.0918,900,Semi-Synthetic (HR),0.08569997549056996,0.0079,0.2332,0.08569997549056996,0.7688531196823823,0.7253819879845632,0.8619345400243917
CFFair,HR_N10000_HighBias_Thresh1.0_Seed900_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,10000,0.7196,0.9124,0.9132,0.9991,0.9542,0.0007,0.9993000030517578,0.0007,0.9989,0.9996,900,Semi-Synthetic (HR),0.0006999969482421875,0.0007,0.0007,0.0006999969482421875,0.8957911901263805,0.8672311268257702,0.999300001017251
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1000_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.926,0.9403,0.7131,0.371,0.4881,0.0081,1.226699948310852,0.33,0.0439,0.0358,1000,Semi-Synthetic (HR),0.18480472639052004,0.0081,0.33,0.18480472639052004,0.6970559225593889,0.6518594435040608,0.7928792616132705
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1000_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6417,0.9047,0.9052,0.9993,0.9499,0.0006,0.9994000196456908,0.001,0.9985,0.9991,1000,Semi-Synthetic (HR),0.000599980354309193,0.0006,0.001,0.000599980354309193,0.8722646624351061,0.8373950337639486,0.9992428354858534
CFFair,HR_N10000_HighBias_Thresh2.5_Seed100_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9287,0.9401,0.7219,0.3541,0.4752,0.0011,0.9700000286102296,0.2364,0.037,0.0381,100,Semi-Synthetic (HR),0.029999971389770397,0.0011,0.2364,0.029999971389770397,0.7126906825539642,0.6471289521058063,0.8695192747508281
CFFair,HR_N10000_HighBias_Thresh2.5_Seed100_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6793,0.9077,0.9077,1.0,0.9516,0.0,1.0,0.0,1.0,1.0,100,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8833908614708506,0.851438005876813,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1100_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9247,0.9388,0.6856,0.4096,0.5128,0.0015,1.031599998474121,0.3078,0.0477,0.0463,1100,Semi-Synthetic (HR),0.030632026483968455,0.0015,0.3078,0.030632026483968455,0.7166550579611027,0.6609111063224554,0.8340192216230911
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1100_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6609,0.9119,0.9138,0.9976,0.9539,0.0006,1.000599980354309,0.0005,0.9969,0.9962,1100,Semi-Synthetic (HR),0.0005996205937327526,0.0006,0.0005,0.0005996205937327526,0.8791720976992917,0.8462526032750928,0.9994315104597296
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1200_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9296,0.9389,0.622,0.4567,0.5267,0.0057,0.901099979877472,0.2314,0.0518,0.0575,1200,Semi-Synthetic (HR),0.09890002012252797,0.0057,0.2314,0.09890002012252797,0.7231720335245483,0.6639581862515608,0.8600126406777225
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1200_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6887,0.9093,0.9123,0.9962,0.9524,0.0005,1.000499963760376,0.0017,0.9951,0.9947,1200,Semi-Synthetic (HR),0.0004997139215247026,0.0005,0.0017,0.0004997139215247026,0.8865377800975128,0.8554739549208515,0.9989372037353923
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1300_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9248,0.9397,0.6667,0.3718,0.4774,0.0195,0.6176000237464905,0.1213,0.0315,0.051,1300,Semi-Synthetic (HR),0.3823999762535095,0.0195,0.1213,0.3823999762535095,0.6890875518500695,0.6426500300956461,0.7835848194376637
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1300_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6997,0.9114,0.9114,1.0,0.9537,0.0,1.0,0.0,1.0,1.0,1300,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8899230025915837,0.8597657801227664,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1400_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9239,0.9416,0.7356,0.398,0.5165,0.0028,0.9362000226974488,0.2886,0.041,0.0438,1400,Semi-Synthetic (HR),0.06379997730255116,0.0028,0.2886,0.06379997730255116,0.72080760108384,0.66688623232857,0.8391240074079762
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1400_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6763,0.9073,0.9073,1.0,0.9514,0.0,1.0,0.0,1.0,1.0,1400,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8824667247803357,0.8502635064131385,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1500_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9237,0.9357,0.6327,0.4372,0.5171,0.0063,1.1217999458312988,0.28,0.0576,0.0513,1500,Semi-Synthetic (HR),0.10857546061034984,0.0063,0.28,0.10857546061034984,0.7139030339628322,0.6586828643913767,0.8346936422045468
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1500_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.672,0.9038,0.908,0.9946,0.9493,0.0028,0.9972000122070312,0.0001,0.9913,0.994,1500,Semi-Synthetic (HR),0.00279998779296875,0.0028,0.0001,0.00279998779296875,0.8807055931827162,0.8480387385994294,0.9977139720182157
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1600_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9309,0.9387,0.6694,0.459,0.5446,0.0009,0.9842000007629396,0.28,0.0543,0.0552,1600,Semi-Synthetic (HR),0.015799999237060436,0.0009,0.28,0.015799999237060436,0.7318474476663713,0.6765396611203658,0.8489715805086403
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1600_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6734,0.8926,0.905,0.9845,0.9431,0.0047,0.995199978351593,0.0045,0.9809,0.9856,1600,Semi-Synthetic (HR),0.004800021648406982,0.0047,0.0045,0.004800021648406982,0.8789914577648122,0.8457251454899034,0.9953316673611068
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1700_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9165,0.9394,0.7522,0.3593,0.4863,0.0021,0.9462000131607056,0.2591,0.0371,0.0392,1700,Semi-Synthetic (HR),0.053799986839294434,0.0021,0.2591,0.053799986839294434,0.7141046954527636,0.6534472825883991,0.855129099823334
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1700_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6869,0.906,0.9091,0.9962,0.9507,0.0001,1.000100016593933,0.0006,0.9961,0.9959,1700,Semi-Synthetic (HR),0.00010000659161446546,0.0001,0.0006,0.00010000659161446546,0.8853677998745214,0.8538851011515499,0.9996441285400683
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1800_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9227,0.9359,0.6439,0.4761,0.5475,0.0052,0.9176999926567078,0.2467,0.0576,0.0627,1800,Semi-Synthetic (HR),0.08230000734329224,0.0052,0.2467,0.08230000734329224,0.7313516697115313,0.6754374025122575,0.8562148865465775
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1800_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6906,0.9068,0.9107,0.9951,0.9511,0.0002,1.0002000331878662,0.0007,0.9945,0.9943,1800,Semi-Synthetic (HR),0.00019999318259233956,0.0002,0.0007,0.00019999318259233956,0.8866256888551866,0.8554902008951697,0.9995641413325014
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1900_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9358,0.9379,0.6389,0.5042,0.5636,0.0059,1.0985000133514404,0.2509,0.0658,0.0599,1900,Semi-Synthetic (HR),0.08966773978538634,0.0059,0.2509,0.08966773978538634,0.7378233093515314,0.685713762774054,0.8526456845391335
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1900_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6595,0.9092,0.9152,0.9925,0.9523,0.0034,1.003499984741211,0.0012,0.9912,0.9877,1900,Semi-Synthetic (HR),0.003487777572924955,0.0034,0.0012,0.003487777572924955,0.8783737592782588,0.8452844383821851,0.9971043431599289
CFFair,HR_N10000_HighBias_Thresh2.5_Seed2000_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9227,0.9341,0.5939,0.4756,0.5282,0.0091,0.863099992275238,0.1954,0.0575,0.0666,2000,Semi-Synthetic (HR),0.13690000772476196,0.0091,0.1954,0.13690000772476196,0.7226757932496555,0.6620364942131316,0.8658362209116592
CFFair,HR_N10000_HighBias_Thresh2.5_Seed2000_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6902,0.9077,0.9085,0.9989,0.9516,0.0004,1.0003999471664429,0.0003,0.9987,0.9982,2000,Semi-Synthetic (HR),0.0003997872726559937,0.0004,0.0003,0.0003997872726559937,0.8864879263746057,0.8553574613818244,0.9996303932749538
CFFair,HR_N10000_HighBias_Thresh2.5_Seed200_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9345,0.9403,0.7337,0.3925,0.5114,0.0075,0.8375999927520752,0.1958,0.0387,0.0463,200,Semi-Synthetic (HR),0.1624000072479248,0.0075,0.1958,0.1624000072479248,0.7215434729623095,0.6652453513938889,0.8571883174050724
CFFair,HR_N10000_HighBias_Thresh2.5_Seed200_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6982,0.9101,0.9116,0.998,0.9529,0.0012,0.9987999796867372,0.001,0.9964,0.9976,200,Semi-Synthetic (HR),0.0012000203132628284,0.0012,0.001,0.0012000203132628284,0.8892740969957377,0.8589667352335609,0.9988627491722427
CFFair,HR_N10000_HighBias_Thresh2.5_Seed300_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9268,0.9343,0.6349,0.4402,0.5199,0.0006,1.0111000537872314,0.2621,0.0563,0.0557,300,Semi-Synthetic (HR),0.01097819522969512,0.0006,0.2621,0.01097819522969512,0.7224620262921265,0.6604713608270708,0.8582182277002566
CFFair,HR_N10000_HighBias_Thresh2.5_Seed300_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6725,0.9076,0.9098,0.9971,0.9515,0.0014,1.0013999938964844,0.0005,0.9965,0.9951,300,Semi-Synthetic (HR),0.0013980366537020839,0.0014,0.0005,0.0013980366537020839,0.8815600598365946,0.8491747039227834,0.9988218872455772
CFFair,HR_N10000_HighBias_Thresh2.5_Seed400_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.9273,0.9369,0.6287,0.4519,0.5259,0.0019,0.9660000205039978,0.2878,0.0547,0.0566,400,Semi-Synthetic (HR),0.0339999794960022,0.0019,0.2878,0.0339999794960022,0.7209905668081837,0.6634932415193483,0.8434120048225903
CFFair,HR_N10000_HighBias_Thresh2.5_Seed400_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,10000,0.6903,0.905,0.9054,0.9995,0.9501,0.0,1.0,0.0005,0.9993,0.9993,400,Semi-Synthetic (HR),0.0,0.0,0.0005,0.0,0.8859019114900523,0.8545470249295513,0.9997113600899376
CFFair,HR_N10000_HighBias_Thresh2.5_Seed500_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,10000,0.919,0.9319,0.589,0.4114,0.4844,0.0037,1.0700000524520874,0.2829,0.0562,0.0525,500,Semi-Synthetic (HR),0.06542060656134585,0.0037,0.2829,0.06542060656134585,0.7015424141256271,0.6381148494513071,0.8415948647800088
