model_name,name_dataset,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,sample_size_label,base_nodes,u_frac,seed,total_nodes,nonlinear_pattern,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_4_18_nodes_full_data.csv,3,16,10,20000,0.7637,0.6581,0.6128,0.8587,0.7152,0.1481,0.8088,0.1122,0.6266,0.7747,Large,20,0.5,4,18,Linear_ReLU_50%,Synthetic (SF),0.19120000000000004,0.1481,0.1122,0.19120000000000004,0.7571306405511786,0.7139922649407989,0.846693084580495
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_5_18_nodes_full_data.csv,3,16,10,20000,0.9001,0.8343,0.8799,0.7742,0.8237,0.4874,3.4867,0.4329,0.6834,0.196,Large,20,0.5,5,18,Linear_ReLU_50%,Synthetic (SF),0.7131958585481974,0.4874,0.4329,0.7131958585481974,0.665483129039912,0.8375175780777951,0.4579940698643906
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_6_18_nodes_full_data.csv,3,16,10,20000,0.969,0.8899,0.8379,0.9669,0.8978,0.4327,0.4547,0.0029,0.3608,0.7935,Large,20,0.5,6,18,Linear_ReLU_50%,Synthetic (SF),0.5453,0.4327,0.0029,0.5453,0.7653484318643864,0.9005519865901017,0.6393394425105642
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_7_18_nodes_full_data.csv,3,16,10,20000,0.9961,0.9709,0.9718,0.97,0.9709,0.5256,3.2312,0.0335,0.7612,0.2356,Large,20,0.5,7,18,Linear_ReLU_50%,Synthetic (SF),0.6905174548155484,0.5256,0.0335,0.6905174548155484,0.738108420795944,0.9739618672590861,0.5633095851007854
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_8_18_nodes_full_data.csv,3,16,10,20000,0.9927,0.9512,0.9561,0.9458,0.9509,0.4142,0.4098,0.0188,0.2875,0.7018,Large,20,0.5,8,18,Linear_ReLU_50%,Synthetic (SF),0.5902000000000001,0.4142,0.0188,0.5902000000000001,0.7720156540434072,0.9560872951692598,0.6273023693029192
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_9_18_nodes_full_data.csv,3,16,10,20000,0.987,0.9548,0.9705,0.9381,0.954,0.5558,0.2696,0.0428,0.2051,0.761,Large,20,0.5,9,18,Linear_ReLU_50%,Synthetic (SF),0.7303999999999999,0.5558,0.0428,0.7303999999999999,0.7228463330118471,0.9576522502319321,0.542411671740464
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_0_18_nodes_full_data.csv,3,16,20,20000,0.9869,0.9398,0.9288,0.9526,0.9406,0.0799,0.8555,0.0036,0.4729,0.5528,Large,20,1.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.14449999999999996,0.0799,0.0036,0.14449999999999996,0.9285680191369108,0.9461075789715487,0.9066205793806799
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_1_18_nodes_full_data.csv,3,16,20,20000,0.9838,0.9429,0.9565,0.9281,0.9421,0.2962,1.8793,0.0654,0.6332,0.3369,Large,20,1.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.4678869791943808,0.2962,0.0654,0.4678869791943808,0.8133972206402026,0.947396611570727,0.6974267296891601
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_2_18_nodes_full_data.csv,3,16,20,20000,0.9726,0.9082,0.9068,0.91,0.9084,0.3898,0.4405,0.145,0.3068,0.6966,Large,20,1.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.5595,0.3898,0.145,0.5595,0.7654778292433388,0.9174759973510803,0.6203298447940199
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_3_18_nodes_full_data.csv,3,16,20,20000,0.9524,0.8961,0.8968,0.8951,0.8959,0.2168,0.6431,0.0867,0.3907,0.6075,Large,20,1.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.3569,0.2168,0.0867,0.3569,0.8367937101974793,0.9048360271502806,0.761830418784923
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_4_18_nodes_full_data.csv,3,16,20,20000,0.999,0.9821,0.9874,0.9765,0.982,0.621,4.3719,0.071,0.8052,0.1842,Large,20,1.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.7712664974038748,0.621,0.071,0.7712664974038748,0.7099805444507056,0.9835605368993415,0.5089862407429394
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_5_18_nodes_full_data.csv,3,16,20,20000,0.9707,0.9056,0.8879,0.9285,0.9077,0.3101,1.8422,0.032,0.6783,0.3682,Large,20,1.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.45717077407447615,0.3101,0.032,0.45717077407447615,0.8065062192324531,0.9156350568714141,0.7025210381491954
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_6_18_nodes_full_data.csv,3,16,20,20000,0.9953,0.9589,0.9423,0.9777,0.9597,0.3749,2.1307,0.0174,0.7064,0.3315,Large,20,1.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.5306706716102689,0.3749,0.0174,0.5306706716102689,0.7922973852978579,0.9623337049129543,0.6589090134806126
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_7_18_nodes_full_data.csv,3,16,20,20000,0.9913,0.9484,0.9622,0.9335,0.9476,0.2163,0.6356,0.0426,0.3772,0.5934,Large,20,1.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.36439999999999995,0.2163,0.0426,0.36439999999999995,0.853220137967943,0.9525959908268696,0.7655869029826374
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_8_18_nodes_full_data.csv,3,16,20,20000,0.9928,0.9515,0.9552,0.9475,0.9513,0.0695,0.8691,0.0339,0.4613,0.5308,Large,20,1.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.13090000000000002,0.0695,0.0339,0.13090000000000002,0.9367430892877936,0.9564731462541286,0.9131393668442622
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_9_18_nodes_full_data.csv,3,16,20,20000,0.9826,0.9348,0.958,0.9096,0.9332,0.0566,0.8874,0.0646,0.4464,0.5031,Large,20,1.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.11260000000000003,0.0566,0.0646,0.11260000000000003,0.9305721042293346,0.9387721523268493,0.9185759822389209
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_0_18_nodes_full_data.csv,3,16,40,20000,0.9909,0.9484,0.9538,0.9424,0.9481,0.4269,2.521,0.0772,0.7076,0.2807,Large,20,2.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.6033320111067036,0.4269,0.0772,0.6033320111067036,0.7642149104989342,0.9534935684982518,0.6087963104922487
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_1_18_nodes_full_data.csv,3,16,40,20000,0.7704,0.6962,0.6807,0.7392,0.7087,0.0143,0.974,0.0106,0.5358,0.5501,Large,20,2.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.026000000000000023,0.0143,0.0106,0.026000000000000023,0.7872659211350058,0.7179317643881752,0.9818306310173922
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_2_18_nodes_full_data.csv,3,16,40,20000,0.9981,0.975,0.9825,0.9673,0.9748,0.078,0.8533,0.0057,0.4534,0.5313,Large,20,2.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.14670000000000005,0.078,0.0057,0.14670000000000005,0.9397466254638083,0.9770841793600369,0.9059902728346798
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_3_18_nodes_full_data.csv,3,16,40,20000,0.9823,0.9281,0.9435,0.9107,0.9268,0.172,1.4335,0.0623,0.5687,0.3967,Large,20,2.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.30240669689570976,0.172,0.0623,0.30240669689570976,0.8689210354018301,0.9339817497953546,0.8020801702429742
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_4_18_nodes_full_data.csv,3,16,40,20000,0.9982,0.9761,0.98,0.9719,0.976,0.6895,5.5707,0.0872,0.8403,0.1508,Large,20,2.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.8204893460426876,0.6895,0.0872,0.8204893460426876,0.6905357617947394,0.9784121196780758,0.47700842350993794
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_5_18_nodes_full_data.csv,3,16,40,20000,0.9992,0.9853,0.9903,0.9801,0.9852,0.3941,2.3217,0.035,0.6923,0.2982,Large,20,2.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.5692811302063143,0.3941,0.035,0.5692811302063143,0.78427951119298,0.986414536302703,0.6372992557467991
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_6_18_nodes_full_data.csv,3,16,40,20000,0.9651,0.9109,0.932,0.8865,0.9087,0.5782,0.2438,0.268,0.1864,0.7646,Large,20,2.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.7562,0.5782,0.268,0.7562,0.689916293815005,0.9167256661907096,0.47066149449412115
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_7_18_nodes_full_data.csv,3,16,40,20000,0.9671,0.9232,0.9311,0.914,0.9224,0.6309,4.5978,0.2894,0.8063,0.1754,Large,20,2.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.7825046761494628,0.6309,0.2894,0.7825046761494628,0.6794632817797194,0.9292719273164275,0.44235924403819
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_8_18_nodes_full_data.csv,3,16,40,20000,0.9982,0.9761,0.9764,0.9757,0.976,0.1673,1.4022,0.0114,0.5831,0.4159,Large,20,2.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.286834973612894,0.1673,0.0114,0.286834973612894,0.8873081367407876,0.978604073452602,0.816282171489149
CFFair,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_9_18_nodes_full_data.csv,3,16,40,20000,0.9733,0.9129,0.9247,0.8989,0.9117,0.3748,2.2551,0.1359,0.6733,0.2986,Large,20,2.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.5565606846703028,0.3748,0.1359,0.5565606846703028,0.7699598107654166,0.9203854572171553,0.6278610519701829
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_0_8_nodes_full_data.csv,3,6,5,10000,0.7792,0.7052,0.713,0.6869,0.6997,0.4956,3.1193,0.3149,0.7294,0.2338,Large,10,0.5,0,8,Linear_ReLU_50%,Synthetic (SF),0.6794152534222422,0.4956,0.3149,0.6794152534222422,0.6261207446011423,0.7156900893096266,0.5030880241724959
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_1_8_nodes_full_data.csv,3,6,5,10000,0.8568,0.7783,0.76,0.8136,0.7859,0.4292,2.3323,0.0645,0.7513,0.3222,Large,10,0.5,1,8,Linear_ReLU_50%,Synthetic (SF),0.5712386914204862,0.4292,0.0645,0.5712386914204862,0.7157651697033249,0.7968309293185768,0.6212553093994753
CLAIRE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p5_seed_2_8_nodes_full_data.csv,3,6,5,10000,0.9946,0.9536,0.9703,0.9358,0.9527,0.5377,3.5161,0.1237,0.7514,0.2137,Large,10,0.5,2,8,Linear_ReLU_50%,Synthetic (SF),0.7155939819686584,0.5377,0.1237,0.7155939819686584,0.7240470033344275,0.9568044329699033,0.5328731314101575
