model_name,name_dataset,bias_level,threshold,data_type,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,seed,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1400_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9651,0.945,0.875,0.6087,0.7179,0.0368,0.6150000095367432,0.3039,0.0588,0.0957,1400,Semi-Synthetic (HR),0.38499999046325684,0.0368,0.3039,0.38499999046325684,0.7654487940609838,0.7876772700344287,0.7312160990119327
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1400_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7296,0.925,0.9296,0.9946,0.961,0.0096,1.0096999406814575,0.0101,1.0,0.9904,1400,Semi-Synthetic (HR),0.009606755720824256,0.0096,0.0101,0.009606755720824256,0.9011374573142421,0.8748389155296017,0.990228303926038
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1500_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9364,0.955,0.8421,0.7273,0.7805,0.0629,0.4832000136375427,0.2286,0.0588,0.1217,1500,Semi-Synthetic (HR),0.5167999863624573,0.0629,0.2286,0.5167999863624573,0.7699734877740011,0.8295347798753723,0.6967506961264593
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1500_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.8596,0.91,0.9095,1.0,0.9526,0.0109,0.9890999794006348,0.0,0.9891,1.0,1500,Semi-Synthetic (HR),0.010900020599365234,0.0109,0.0,0.010900020599365234,0.9321245483473809,0.9138294864574039,0.9911148078409752
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1600_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9444,0.92,0.7273,0.381,0.5,0.05,0.375,0.2375,0.03,0.08,1600,Semi-Synthetic (HR),0.625,0.05,0.2375,0.625,0.6571823300975876,0.6583488366918835,0.6552923056739047
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1600_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7917,0.915,0.915,1.0,0.9556,0.0,1.0,0.0,1.0,1.0,1600,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.9165469686288301,0.8935516212786925,1.0
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1700_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9733,0.94,0.7273,0.4706,0.5714,0.0689,0.2266999930143356,0.1667,0.0202,0.0891,1700,Semi-Synthetic (HR),0.7733000069856644,0.0689,0.1667,0.7733000069856644,0.6625021042686531,0.6983302969296105,0.6152800700074781
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1700_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.8319,0.915,0.9196,0.9946,0.9556,0.0096,0.9904000163078308,0.0105,0.9904,1.0,1700,Semi-Synthetic (HR),0.00959998369216919,0.0096,0.0105,0.00959998369216919,0.927395125350468,0.9079659843390275,0.990091009470266
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1800_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9758,0.95,0.8571,0.6,0.7059,0.0959,0.1770000010728836,0.125,0.0206,0.1165,1800,Semi-Synthetic (HR),0.8229999989271164,0.0959,0.125,0.8229999989271164,0.6952961994393078,0.7813420464273332,0.6025903466969118
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1800_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7332,0.91,0.9141,0.9945,0.9526,0.0185,0.9815000295639038,0.0101,0.9815,1.0,1800,Semi-Synthetic (HR),0.01849997043609619,0.0185,0.0101,0.01849997043609619,0.8983267114667146,0.8715938341009969,0.9838164325025354
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1900_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9518,0.93,0.6842,0.619,0.65,0.0588,0.5205000042915344,0.2273,0.0638,0.1226,1900,Semi-Synthetic (HR),0.4794999957084656,0.0588,0.2273,0.4794999957084656,0.7295153258149684,0.7403169896559164,0.7126854078392482
CFFair,HR_N1000_HighBias_Thresh1.0_Seed1900_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7697,0.92,0.9242,0.9946,0.9581,0.0213,0.9786999821662904,0.0119,0.9787,1.0,1900,Semi-Synthetic (HR),0.021300017833709606,0.0213,0.0119,0.021300017833709606,0.9108042184872124,0.8878861628412782,0.981310847372746
CFFair,HR_N1000_HighBias_Thresh1.0_Seed2000_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9688,0.945,0.8095,0.7083,0.7556,0.0342,0.7206000089645386,0.0833,0.0882,0.1224,2000,Semi-Synthetic (HR),0.2793999910354614,0.0342,0.0833,0.2793999910354614,0.8228358717688429,0.8143030696000988,0.8376020900078752
CFFair,HR_N1000_HighBias_Thresh1.0_Seed2000_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.8162,0.925,0.9289,0.9946,0.9606,0.0115,1.0118000507354736,0.0112,0.9905,0.9789,2000,Semi-Synthetic (HR),0.011662433429308727,0.0115,0.0112,0.011662433429308727,0.9257951039247078,0.9061914172870559,0.9885442724981898
CFFair,HR_N1000_HighBias_Thresh1.0_Seed200_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9596,0.935,0.7857,0.5238,0.6286,0.05,2.071000099182129,0.4444,0.0968,0.0467,200,Semi-Synthetic (HR),0.5171415006716242,0.05,0.4444,0.5171415006716242,0.6935233029539014,0.7312005161133689,0.6373969456417772
CFFair,HR_N1000_HighBias_Thresh1.0_Seed200_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.6712,0.915,0.9192,0.9945,0.9554,0.0196,1.0199999809265137,0.0108,1.0,0.9804,200,Semi-Synthetic (HR),0.01960782480441492,0.0196,0.0108,0.01960782480441492,0.881735295324722,0.850896516141183,0.982830734698039
CFFair,HR_N1000_HighBias_Thresh1.0_Seed300_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9845,0.955,0.7692,0.8696,0.8163,0.08,0.5293999910354614,0.1508,0.09,0.17,300,Semi-Synthetic (HR),0.4706000089645386,0.08,0.1508,0.4706000089645386,0.8004615557653119,0.858237825105548,0.7308496954280145
CFFair,HR_N1000_HighBias_Thresh1.0_Seed300_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.6512,0.915,0.9242,0.9892,0.9556,0.0185,1.0189000368118286,0.0196,1.0,0.9815,300,Semi-Synthetic (HR),0.018549451495720293,0.0185,0.0196,0.018549451495720293,0.8761428832720076,0.8440855281890827,0.9811101677803183
CFFair,HR_N1000_HighBias_Thresh1.0_Seed400_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9797,0.945,0.7647,0.65,0.7027,0.1343,0.0763999968767166,0.3725,0.0111,0.1455,400,Semi-Synthetic (HR),0.9236000031232834,0.1343,0.3725,0.9236000031232834,0.6522900078616098,0.7790778665233009,0.5161364115575232
CFFair,HR_N1000_HighBias_Thresh1.0_Seed400_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7131,0.925,0.9385,0.9839,0.9606,0.013,1.0134999752044678,0.0084,0.9811,0.9681,400,Semi-Synthetic (HR),0.013320153462997641,0.013,0.0084,0.013320153462997641,0.8966187686629322,0.8692752896590864,0.9882129439697324
CFFair,HR_N1000_HighBias_Thresh1.0_Seed500_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9872,0.96,0.875,0.7,0.7778,0.0968,0.2401999980211258,0.1333,0.0306,0.1275,500,Semi-Synthetic (HR),0.7598000019788742,0.0968,0.1333,0.7598000019788742,0.7266924495169699,0.8303757989142788,0.6211358374740938
CFFair,HR_N1000_HighBias_Thresh1.0_Seed500_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.8098,0.905,0.9036,1.0,0.9493,0.0135,1.013800024986267,0.0,0.991,0.9775,500,Semi-Synthetic (HR),0.013612176608946203,0.0135,0.0,0.013612176608946203,0.9176876121591536,0.8955220683415201,0.9889540696366323
CFFair,HR_N1000_HighBias_Thresh1.0_Seed600_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9607,0.955,0.8889,0.6957,0.7805,0.0618,0.4900999963283539,0.1692,0.0594,0.1212,600,Semi-Synthetic (HR),0.5099000036716461,0.0618,0.1692,0.5099000036716461,0.7782006242071374,0.8296813355871699,0.7133232923611371
CFFair,HR_N1000_HighBias_Thresh1.0_Seed600_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.6549,0.92,0.9242,0.9946,0.9581,0.0018,0.998199999332428,0.0098,0.989,0.9908,600,Semi-Synthetic (HR),0.0018000006675720215,0.0018,0.0098,0.0018000006675720215,0.8788824636865107,0.8463578002310094,0.994162296368406
CFFair,HR_N1000_HighBias_Thresh1.0_Seed700_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9669,0.925,0.619,0.65,0.6341,0.0677,0.4988999962806701,0.2143,0.0674,0.1351,700,Semi-Synthetic (HR),0.5011000037193298,0.0677,0.2143,0.5011000037193298,0.7208506576159359,0.7304559125995637,0.7057712120924642
CFFair,HR_N1000_HighBias_Thresh1.0_Seed700_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.8223,0.91,0.91,1.0,0.9529,0.0,1.0,0.0,1.0,1.0,700,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.9232783673932375,0.9020521759430407,1.0
CFFair,HR_N1000_HighBias_Thresh1.0_Seed800_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.9635,0.955,0.8824,0.6818,0.7692,0.0934,0.2955999970436096,0.25,0.0392,0.1327,800,Semi-Synthetic (HR),0.7044000029563904,0.0934,0.25,0.7044000029563904,0.7251975233338334,0.8222737199532132,0.6169415890654971
CFFair,HR_N1000_HighBias_Thresh1.0_Seed800_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7779,0.915,0.9239,0.9891,0.9554,0.0082,0.991699993610382,0.0019,0.9811,0.9894,800,Semi-Synthetic (HR),0.008300006389618031,0.0082,0.0019,0.008300006389618031,0.9132051617674368,0.8896244932324734,0.9931797909503048
CFFair,HR_N1000_HighBias_Thresh1.0_Seed900_BIASED_ALL.csv,HighBias,1.0,BIASED_ALL,2,6,4,1000,0.977,0.945,0.9,0.4737,0.6207,0.0071,0.8658999800682068,0.6667,0.046,0.0531,900,Semi-Synthetic (HR),0.1341000199317932,0.0071,0.6667,0.1341000199317932,0.7048226659912317,0.7327944992241735,0.6664642761309694
CFFair,HR_N1000_HighBias_Thresh1.0_Seed900_FAIR_ALL.csv,HighBias,1.0,FAIR_ALL,2,6,4,1000,0.7412,0.915,0.9196,0.9946,0.9556,0.0103,1.0104000568389893,0.0109,1.0,0.9897,900,Semi-Synthetic (HR),0.010293008960753247,0.0103,0.0109,0.010293008960753247,0.9022556135796311,0.8761178691596608,0.9894985166781906
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1000_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9157,0.925,0.5,0.1333,0.2105,0.0364,0.0,0.2,0.0,0.0364,1000,Semi-Synthetic (HR),1.0,0.0364,0.2,1.0,0.5360151424770006,0.525384871508891,0.5510269560357427
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1000_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7763,0.91,0.91,1.0,0.9529,0.0,1.0,0.0,1.0,1.0,1000,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.9109658909354044,0.8863847611463077,1.0
CFFair,HR_N1000_HighBias_Thresh2.5_Seed100_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9384,0.965,1.0,0.5333,0.6957,0.0633,0.1318999975919723,0.6111,0.0096,0.0729,100,Semi-Synthetic (HR),0.8681000024080276,0.0633,0.6111,0.8681000024080276,0.6413690817210219,0.771116653018014,0.49023556559358755
CFFair,HR_N1000_HighBias_Thresh2.5_Seed100_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7345,0.905,0.9184,0.9836,0.9499,0.0049,1.0049999952316284,0.0141,0.9821,0.9773,100,Semi-Synthetic (HR),0.004975119657066318,0.0049,0.0141,0.004975119657066318,0.8987220545965747,0.8712281432200545,0.9909257307926392
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1100_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9515,0.945,0.7059,0.6667,0.6857,0.1034,0.2320999950170517,0.4,0.0312,0.1346,1100,Semi-Synthetic (HR),0.7679000049829483,0.1034,0.4,0.7679000049829483,0.6712781227500976,0.7653845794145661,0.558601365320599
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1100_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6386,0.895,0.9086,0.9835,0.9446,0.0094,1.009600043296814,0.0114,0.9898,0.9804,1100,Semi-Synthetic (HR),0.009508758800628958,0.0094,0.0114,0.009508758800628958,0.8696085358213975,0.8344210264442115,0.9898558634550497
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1200_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9488,0.945,0.75,0.4,0.5217,0.0121,0.733299970626831,0.1364,0.0333,0.0455,1200,Semi-Synthetic (HR),0.26670002937316895,0.0121,0.1364,0.26670002937316895,0.7222032591371432,0.6732114113513241,0.8337174047115052
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1200_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6509,0.895,0.8985,0.9944,0.944,0.03,0.9700000286102296,0.0115,0.97,1.0,1200,Semi-Synthetic (HR),0.029999971389770397,0.03,0.0115,0.029999971389770397,0.8710847112479398,0.8379216052784662,0.974661361325054
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1300_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9813,0.965,0.8,0.75,0.7742,0.0426,0.5526000261306763,0.1333,0.0526,0.0952,1300,Semi-Synthetic (HR),0.44739997386932373,0.0426,0.1333,0.44739997386932373,0.7954656972758971,0.8299967519381668,0.7497814875039579
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1300_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7179,0.91,0.9141,0.9945,0.9526,0.0204,1.020799994468689,0.0112,1.0,0.9796,1300,Semi-Synthetic (HR),0.02037617024039562,0.0204,0.0112,0.02037617024039562,0.8938695620605269,0.8661447635290883,0.9821510918829475
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1400_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.899,0.92,0.6,0.3333,0.4286,0.022,0.640500009059906,0.0779,0.0392,0.0612,1400,Semi-Synthetic (HR),0.359499990940094,0.022,0.0779,0.359499990940094,0.6714869867117818,0.609547143803084,0.8016102352510739
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1400_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6804,0.905,0.9188,0.9837,0.9501,0.0088,0.991100013256073,0.0112,0.9808,0.9896,1400,Semi-Synthetic (HR),0.008899986743927002,0.0088,0.0112,0.008899986743927002,0.8834368627217185,0.8520396352351082,0.9903037197770057
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1500_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.927,0.935,0.6364,0.4375,0.5185,0.1028,0.0,0.5385,0.0,0.1028,1500,Semi-Synthetic (HR),1.0,0.1028,0.5385,1.0,0.5740957338191865,0.6599458171565723,0.4694136841864416
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1500_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7311,0.855,0.9037,0.9389,0.921,0.0084,0.991100013256073,0.0133,0.9302,0.9386,1500,Semi-Synthetic (HR),0.008899986743927002,0.0084,0.0133,0.008899986743927002,0.88548702349697,0.8533498135998738,0.9895676022368418
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1600_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9524,0.93,0.5385,0.4667,0.5,0.058,0.39410001039505,0.0556,0.0377,0.0957,1600,Semi-Synthetic (HR),0.60589998960495,0.058,0.0556,0.60589998960495,0.6654728621877171,0.6467705845563351,0.6947174156537635
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1600_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.826,0.915,0.9146,1.0,0.9554,0.0096,1.0096999406814575,0.0,1.0,0.9904,1600,Semi-Synthetic (HR),0.009606755720824256,0.0096,0.0,0.009606755720824256,0.9254151247448125,0.9052336500966124,0.9921702211399315
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1700_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9443,0.96,0.875,0.5,0.6364,0.0561,0.1579000055789947,0.5385,0.0105,0.0667,1700,Semi-Synthetic (HR),0.8420999944210052,0.0561,0.5385,0.8420999944210052,0.6379807974742042,0.7392047286778077,0.5148644467732885
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1700_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6879,0.91,0.9188,0.9891,0.9526,0.0303,0.9696999788284302,0.0225,0.9697,1.0,1700,Semi-Synthetic (HR),0.030300021171569824,0.0303,0.0225,0.030300021171569824,0.8846280332170268,0.8557933284462601,0.9720639967649924
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1800_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9711,0.94,0.6667,0.5,0.5714,0.0128,0.8054999709129333,0.2667,0.0532,0.066,1800,Semi-Synthetic (HR),0.19450002908706665,0.0128,0.2667,0.19450002908706665,0.7339205315112508,0.6948448738106715,0.8165212105698635
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1800_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7709,0.905,0.905,1.0,0.9501,0.0,1.0,0.0,1.0,1.0,1800,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.9081266004315414,0.8826959126616194,1.0
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1900_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9405,0.955,0.7143,0.6667,0.6897,0.0959,0.1770000010728836,0.3571,0.0206,0.1165,1900,Semi-Synthetic (HR),0.8229999989271164,0.0959,0.3571,0.8229999989271164,0.6680241912204137,0.7679727196912794,0.5545905844710277
CFFair,HR_N1000_HighBias_Thresh2.5_Seed1900_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6618,0.905,0.9184,0.9836,0.9499,0.0225,0.977299988269806,0.0133,0.9681,0.9906,1900,Semi-Synthetic (HR),0.02270001173019398,0.0225,0.0133,0.02270001173019398,0.8773160838248314,0.84536641044865,0.9800230060951289
CFFair,HR_N1000_HighBias_Thresh2.5_Seed2000_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.947,0.935,0.6111,0.6471,0.6286,0.1112,0.2533999979496002,0.375,0.0377,0.1489,2000,Semi-Synthetic (HR),0.7466000020503998,0.1112,0.375,0.7466000020503998,0.6584282757880958,0.7261488705250209,0.569656635662046
CFFair,HR_N1000_HighBias_Thresh2.5_Seed2000_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.7792,0.895,0.9219,0.9672,0.944,0.0416,1.0442999601364136,0.0448,0.9804,0.9388,2000,Semi-Synthetic (HR),0.042420723764680424,0.0416,0.0448,0.042420723764680424,0.9048080737405878,0.8841793316511383,0.9570392825078333
CFFair,HR_N1000_HighBias_Thresh2.5_Seed200_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9592,0.92,0.5294,0.5294,0.5294,0.0032,0.9629999995231628,0.3833,0.0833,0.0865,200,Semi-Synthetic (HR),0.03700000047683716,0.0032,0.3833,0.03700000047683716,0.7097674091197982,0.663193341820079,0.7975419940643335
CFFair,HR_N1000_HighBias_Thresh2.5_Seed200_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6982,0.89,0.9077,0.9779,0.9415,0.0125,1.0128999948501587,0.0012,0.981,0.9684,200,Semi-Synthetic (HR),0.012735704329890019,0.0125,0.0012,0.012735704329890019,0.8852050966476336,0.8538510966750366,0.9896896125209633
CFFair,HR_N1000_HighBias_Thresh2.5_Seed300_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9605,0.955,0.8333,0.5882,0.6897,0.06,0.3332999944686889,0.1364,0.03,0.09,300,Semi-Synthetic (HR),0.666700005531311,0.06,0.1364,0.666700005531311,0.7207907980615039,0.7705084110140243,0.6588391465134942
CFFair,HR_N1000_HighBias_Thresh2.5_Seed300_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6149,0.915,0.915,1.0,0.9556,0.0,1.0,0.0,1.0,1.0,300,Semi-Synthetic (HR),0.0,0.0,0.0,0.0,0.8667177838146888,0.8306988169108037,1.0
CFFair,HR_N1000_HighBias_Thresh2.5_Seed400_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9705,0.945,0.6667,0.5333,0.5926,0.0931,0.1024999991059303,0.0385,0.0106,0.1038,400,Semi-Synthetic (HR),0.8975000008940697,0.0931,0.0385,0.8975000008940697,0.6534275445731739,0.7073890126749989,0.5947928818542442
CFFair,HR_N1000_HighBias_Thresh2.5_Seed400_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.6654,0.92,0.9242,0.9946,0.9581,0.0012,0.9987999796867372,0.0115,0.9894,0.9906,400,Semi-Synthetic (HR),0.0012000203132628284,0.0012,0.0115,0.0012000203132628284,0.8818669046464649,0.850127533272967,0.9933025629774247
CFFair,HR_N1000_HighBias_Thresh2.5_Seed500_BIASED_ALL.csv,HighBias,2.5,BIASED_ALL,2,6,4,1000,0.9701,0.955,0.8,0.5333,0.64,0.0561,0.2707999944686889,0.0455,0.0208,0.0769,500,Semi-Synthetic (HR),0.729200005531311,0.0561,0.0455,0.729200005531311,0.700289953269828,0.7407641733727915,0.6514281501432025
CFFair,HR_N1000_HighBias_Thresh2.5_Seed500_FAIR_ALL.csv,HighBias,2.5,FAIR_ALL,2,6,4,1000,0.8759,0.89,0.8889,1.0,0.9412,0.0204,0.9796000123023988,0.0,0.9796,1.0,500,Semi-Synthetic (HR),0.020399987697601207,0.0204,0.0,0.020399987697601207,0.9271787141741744,0.9081715989890248,0.983395006802401
