model_name,name_dataset,total_samples,n_U_cols_used,cluster_size_0,cluster_size_1,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U,Pos_Rate_U_cluster1,Pos_Rate_U_cluster0
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,651,8349,0.2432,0.1006,0.2412,0.0272,0.2704
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,8372,628,0.0039,1.004,0.0032,1.0,0.9961
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,564,8436,0.1859,0.0963,0.2215,0.0198,0.2057
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,8479,521,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,522,8478,0.326,0.0547,0.4533,0.0189,0.3448
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8488,512,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,614,8386,0.4502,0.0967,0.3338,0.0482,0.4984
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8441,559,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8355,645,0.2517,10.1818,0.2569,0.2791,0.0274
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8407,593,0.0004,1.0004,0.0003,1.0,0.9996
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,579,8421,0.3521,0.0734,0.3932,0.0279,0.38
CLAIRE,HR_N10000_HighBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8457,543,0.0017,1.0017,0.0013,1.0,0.9983
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,7538,1462,0.1154,1.1311,0.0572,0.9959,0.8805
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7512,1488,0.0013,1.0013,0.0006,1.0,0.9987
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1566,7434,0.0896,0.9096,0.037,0.9021,0.9917
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1522,7478,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7534,1466,0.1386,1.1619,0.0754,0.9945,0.856
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,1450,7550,0.0018,0.9982,0.0,0.9934,0.9952
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,1529,7471,0.166,0.834,0.0882,0.834,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,1529,7471,0.0067,0.9933,0.0039,0.9933,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,7547,1453,0.1239,1.1418,0.0637,0.9979,0.874
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,1420,7580,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,7364,1636,0.1279,1.1467,0.0689,1.0,0.8721
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7455,1545,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1539,7461,0.2494,0.7506,0.1518,0.7506,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,7545,1455,0.1282,1.147,0.0672,1.0,0.8718
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1396,7604,0.0013,0.9987,0.0006,0.998,0.9993
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1522,7478,0.1081,0.8915,0.0548,0.8886,0.9967
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7574,1426,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,7498,1502,0.0812,1.0889,0.0403,0.9953,0.9141
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,7536,1464,0.0001,1.0001,0.0001,1.0,0.9999
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,7466,1534,0.1944,1.2437,0.1152,0.9922,0.7977
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,7541,1459,0.0007,1.0007,0.0003,1.0,0.9993
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,7449,1551,0.1941,1.2409,0.1134,1.0,0.8059
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7468,1532,0.0016,1.0016,0.0011,1.0,0.9984
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,7478,1522,0.2239,1.2905,0.1463,0.9947,0.7708
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,7502,1498,0.0001,1.0001,0.0001,0.9993,0.9992
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,1504,7496,0.1454,0.8544,0.0755,0.8533,0.9987
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7538,1462,0.0018,0.9981,0.0028,0.9959,0.9977
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,7510,1490,0.1487,1.1754,0.084,0.9966,0.8479
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,7556,1444,0.0025,1.0025,0.0018,1.0,0.9975
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,7427,1573,0.2006,1.251,0.1162,1.0,0.7994
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,7486,1514,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,7490,1510,0.1461,1.1719,0.0767,0.996,0.8499
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,7492,1508,0.1787,1.218,0.106,0.9987,0.8199
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1395,7605,0.0001,0.9999,0.0001,0.9999,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,1605,7395,0.1771,0.8229,0.1066,0.8229,1.0
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7475,1525,0.0017,1.0017,0.0012,1.0,0.9983
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,1538,7462,0.2396,0.7593,0.1535,0.7558,0.9954
CLAIRE,HR_N10000_LowBias_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,1512,7488,0.0016,0.9984,0.0009,0.9984,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,8738,262,0.0866,1.0949,0.0416,1.0,0.9134
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,8749,251,0.0007,1.0007,0.0003,1.0,0.9993
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,4643,4357,0.1997,1.2515,0.1128,0.9936,0.7939
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8766,234,0.0011,1.0011,0.001,1.0,0.9989
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,8747,253,0.1306,1.1502,0.0707,1.0,0.8694
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,8760,240,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,8704,296,0.0914,1.1018,0.0387,0.9899,0.8984
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8719,281,0.0062,1.0062,0.0043,1.0,0.9938
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,8717,283,0.1202,1.1367,0.0646,1.0,0.8798
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,4867,4133,0.0002,1.0002,0.0,1.0,0.9998
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,8723,277,0.1103,1.124,0.0557,1.0,0.8897
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,8734,266,0.0046,1.0046,0.0037,1.0,0.9954
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,4447,4553,0.168,1.2021,0.0963,0.9993,0.8313
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,276,8724,0.0013,0.9987,0.0005,0.9987,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,4460,4540,0.1655,0.8335,0.0989,0.8289,0.9944
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8753,247,0.0001,1.0001,0.0,1.0,0.9999
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,313,8687,0.0831,0.9169,0.0389,0.9169,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8712,288,0.0002,1.0002,0.0003,1.0,0.9998
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,8713,287,0.1195,1.1357,0.0635,1.0,0.8805
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8735,265,0.0087,1.0088,0.0073,1.0,0.9913
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,8673,327,0.1245,1.1437,0.0622,0.9908,0.8664
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,301,8699,0.0023,0.9977,0.0015,0.9977,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,8700,300,0.0979,1.1086,0.0444,1.0,0.9021
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8708,292,0.002,1.002,0.0012,1.0,0.998
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,305,8695,0.1577,0.8423,0.0917,0.8423,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,8707,293,0.0006,1.0006,0.0003,1.0,0.9994
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,265,8735,0.1231,0.8769,0.0608,0.8769,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8740,260,0.0006,1.0006,0.0004,1.0,0.9994
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,288,8712,0.0972,0.9025,0.0455,0.8993,0.9965
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,4000,5000,0.0089,0.9911,0.0072,0.9904,0.9992
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,4615,4385,0.3433,1.5428,0.2524,0.9758,0.6325
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,220,8780,0.0023,0.9977,0.0022,0.9977,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,4435,4565,0.1779,0.821,0.1048,0.8162,0.9941
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8723,277,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,8731,269,0.1949,1.2421,0.118,1.0,0.8051
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8737,263,0.0017,1.0017,0.0012,1.0,0.9983
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8712,288,0.215,1.2739,0.1338,1.0,0.785
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8706,294,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,8719,281,0.1547,1.183,0.0871,1.0,0.8453
CLAIRE,HR_N10000_LowBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8736,264,0.0011,1.0011,0.0009,1.0,0.9989
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,1637,7363,0.7409,0.1476,0.5713,0.1283,0.8693
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7579,1421,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1813,7187,0.692,0.1757,0.5191,0.1475,0.8395
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1653,7347,0.0002,0.9998,0.0,0.9992,0.9994
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7203,1797,0.689,5.6379,0.5367,0.8375,0.1485
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,7557,1443,0.0038,1.0038,0.0017,0.9986,0.9948
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,7278,1722,0.7002,6.2806,0.5329,0.8328,0.1326
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,7419,1581,0.0007,1.0007,0.0005,1.0,0.9993
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,1731,7269,0.5742,0.1738,0.4459,0.1208,0.695
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,7471,1529,0.005,1.005,0.0042,1.0,0.995
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,1739,7261,0.7127,0.182,0.5361,0.1585,0.8712
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7487,1513,0.0,1.0,0.0,1.0,1.0
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1757,7243,0.684,0.1416,0.5609,0.1128,0.7968
CLAIRE,HR_N10000_MedBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1534,7466,0.0001,0.9999,0.0,0.9999,1.0
