model_name,name_dataset,total_samples,n_U_cols_used,cluster_size_0,cluster_size_1,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U,Pos_Rate_U_cluster1,Pos_Rate_U_cluster0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,8366,634,0.3353,23.6244,0.4721,0.3502,0.0148
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,8386,614,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,573,8427,0.3437,0.0347,0.4831,0.0123,0.356
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8428,572,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,604,8396,0.3859,0.0288,0.5088,0.0114,0.3974
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8439,561,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,5315,3685,0.0955,inf,0.3287,0.0955,0.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8470,530,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,8399,601,0.361,31.943,0.4789,0.3727,0.0117
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,586,8414,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,8417,583,0.2291,21.7337,0.3602,0.2401,0.011
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8483,517,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,8349,651,0.3313,35.1497,0.5062,0.341,0.0097
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,585,8415,0.0001,0.9999,0.0001,0.9999,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,569,8431,0.3797,0.0312,0.4716,0.0122,0.3919
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8487,513,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,651,8349,0.1937,0.0224,0.3192,0.0044,0.1982
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,8372,628,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,564,8436,0.25,0.0209,0.4164,0.0053,0.2553
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,8479,521,0.0001,1.0001,0.0,1.0,0.9999
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,522,8478,0.4019,0.0243,0.515,0.01,0.4119
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8488,512,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,614,8386,0.3622,0.0288,0.4728,0.0107,0.373
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8441,559,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8355,645,0.397,33.2012,0.5337,0.4093,0.0123
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8407,593,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,579,8421,0.4729,0.0326,0.5932,0.0159,0.4888
FairPFN,HR_N10000_HighBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8457,543,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,7538,1462,0.1177,1.1334,0.0594,1.0,0.8823
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7512,1488,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1566,7434,0.0695,0.9305,0.0273,0.9305,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1522,7478,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7534,1466,0.1886,1.2326,0.1134,0.9993,0.8107
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,1450,7550,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,1529,7471,0.146,0.854,0.0748,0.854,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,1529,7471,0.0015,0.9985,0.0006,0.9985,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,7547,1453,0.1782,1.2172,0.1073,0.9986,0.8205
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,1420,7580,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,7364,1636,0.1987,1.2483,0.1257,0.9988,0.8001
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7455,1545,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1539,7461,0.1347,0.8653,0.0698,0.8653,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,7545,1455,0.1502,1.1767,0.0867,1.0,0.8498
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1396,7604,0.0013,0.9987,0.0012,0.9987,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1522,7478,0.1621,0.8379,0.0951,0.8379,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7574,1426,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,7498,1502,0.125,1.1429,0.0706,0.9993,0.8744
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,7536,1464,0.0001,1.0001,0.0001,1.0,0.9999
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,7466,1534,0.1265,1.1449,0.0647,0.9993,0.8729
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,7541,1459,0.0005,1.0005,0.0,1.0,0.9995
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,7449,1551,0.1971,1.2454,0.1164,1.0,0.8029
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7468,1532,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,7478,1522,0.1462,1.1712,0.0871,1.0,0.8538
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,7502,1498,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,1504,7496,0.1401,0.8598,0.0752,0.8593,0.9993
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7538,1462,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,7510,1490,0.1157,1.1309,0.0564,0.9993,0.8836
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,7556,1444,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,7427,1573,0.1692,1.2037,0.0978,1.0,0.8308
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,7486,1514,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,7490,1510,0.1163,1.1316,0.0553,1.0,0.8837
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,7492,1508,0.1504,1.1778,0.0867,0.9967,0.8462
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1395,7605,0.0004,0.9996,0.0004,0.9996,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,1605,7395,0.1548,0.8452,0.0875,0.8452,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7475,1525,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,1538,7462,0.1911,0.8089,0.117,0.8089,1.0
FairPFN,HR_N10000_LowBias_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,1512,7488,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,8738,262,0.0826,1.0901,0.0388,1.0,0.9174
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,8749,251,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,4643,4357,0.1884,1.2344,0.1183,0.992,0.8036
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8766,234,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,8747,253,0.1101,1.1237,0.0546,1.0,0.8899
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,8760,240,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,8704,296,0.101,1.1123,0.0435,1.0,0.899
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8719,281,0.0015,1.0015,0.0004,1.0,0.9985
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,8717,283,0.113,1.1274,0.0591,1.0,0.887
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,4867,4133,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,8723,277,0.0651,1.0697,0.0289,1.0,0.9349
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,8734,266,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,4447,4553,0.2121,1.2704,0.131,0.9967,0.7846
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,276,8724,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,4460,4540,0.2272,0.7708,0.1481,0.7639,0.991
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8753,247,0.0002,1.0002,0.0001,1.0,0.9998
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,313,8687,0.0965,0.9035,0.0473,0.9035,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8712,288,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,8713,287,0.0784,1.0851,0.0381,1.0,0.9216
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8735,265,0.0001,1.0001,0.0001,1.0,0.9999
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,8673,327,0.062,1.0661,0.0257,1.0,0.938
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,301,8699,0.0011,0.9989,0.0005,0.9989,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,8700,300,0.1251,1.1435,0.0675,0.9967,0.8716
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8708,292,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,305,8695,0.1438,0.8562,0.0878,0.8562,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,8707,293,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,265,8735,0.1524,0.8476,0.082,0.8476,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8740,260,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,288,8712,0.0862,0.9138,0.0392,0.9138,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,4000,5000,0.0002,0.9998,0.0002,0.9998,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,4615,4385,0.1881,1.2328,0.1147,0.9959,0.8078
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,220,8780,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,4435,4565,0.2167,0.7818,0.138,0.7761,0.9928
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8723,277,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,8731,269,0.1214,1.1382,0.0652,1.0,0.8786
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8737,263,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8712,288,0.0914,1.1006,0.0445,1.0,0.9086
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8706,294,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,8719,281,0.1437,1.1678,0.0824,1.0,0.8563
FairPFN,HR_N10000_LowBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8736,264,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,1637,7363,0.7945,0.1862,0.584,0.1817,0.9762
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7579,1421,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1813,7187,0.8026,0.168,0.6307,0.1621,0.9647
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1653,7347,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7203,1797,0.7961,5.7471,0.6076,0.9638,0.1677
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,7557,1443,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,7278,1722,0.7661,5.2726,0.5697,0.9454,0.1793
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,7419,1581,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,1731,7269,0.8233,0.1587,0.6743,0.1553,0.9786
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,7471,1529,0.0007,1.0007,0.0006,1.0,0.9993
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,1739,7261,0.7767,0.1965,0.6004,0.1899,0.9666
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7487,1513,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1757,7243,0.7994,0.1772,0.6003,0.1722,0.9715
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1534,7466,0.0007,0.9993,0.0003,0.9993,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,1705,7295,0.7921,0.1849,0.6133,0.1797,0.9718
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1418,7582,0.0001,0.9999,0.0001,0.9999,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1730,7270,0.7909,0.1802,0.6181,0.1739,0.9647
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7539,1461,0.0,1.0,0.0,1.0,1.0
FairPFN,HR_N10000_MedBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,1769,7231,0.812,0.1792,0.6308,0.1773,0.9893
