model_name,name_dataset,total_samples,n_U_cols_used,cluster_size_0,cluster_size_1,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U,Pos_Rate_U_cluster1,Pos_Rate_U_cluster0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,7068,1932,0.3481,19.9241,0.4946,0.3665,0.0184
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7424,1576,0.0054,1.0054,0.0042,1.0,0.9946
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,7136,1864,0.3064,36.8398,0.5434,0.3149,0.0085
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,1715,7285,0.0014,0.9986,0.0011,0.9986,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,1748,7252,0.3541,0.0221,0.5901,0.008,0.3621
CFFair,HR_N10000_HighBias_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,1602,7398,0.0014,0.9986,0.0009,0.9986,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,1859,7141,0.3344,0.0452,0.6094,0.0158,0.3502
CFFair,HR_N10000_HighBias_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7373,1627,0.0028,1.0029,0.002,1.0,0.9972
CFFair,HR_N10000_HighBias_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,7288,1712,0.4003,22.6094,0.6118,0.4188,0.0185
CFFair,HR_N10000_HighBias_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,1613,7387,0.0193,0.9807,0.0139,0.9801,0.9994
CFFair,HR_N10000_HighBias_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,7280,1720,0.2899,35.5951,0.5409,0.2983,0.0084
CFFair,HR_N10000_HighBias_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7382,1618,0.0014,1.0014,0.0006,1.0,0.9986
CFFair,HR_N10000_HighBias_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,7184,1816,0.3331,21.8093,0.4953,0.3491,0.016
CFFair,HR_N10000_HighBias_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,7346,1654,0.0122,1.0123,0.0088,0.9994,0.9872
CFFair,HR_N10000_HighBias_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,7085,1915,0.2374,30.5066,0.4246,0.2454,0.008
CFFair,HR_N10000_HighBias_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,1530,7470,0.0,1.0,0.0,1.0,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,1771,7229,0.2928,0.0253,0.5309,0.0076,0.3004
CFFair,HR_N10000_HighBias_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1685,7315,0.0014,0.9986,0.0011,0.9986,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,7310,1690,0.3565,20.1642,0.5013,0.3751,0.0186
CFFair,HR_N10000_HighBias_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1452,7548,0.0017,0.9983,0.0012,0.9983,1.0
CFFair,HR_N10000_HighBias_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,1813,7187,0.4079,0.0346,0.6752,0.0146,0.4225
CFFair,HR_N10000_HighBias_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7425,1575,0.005,1.005,0.003,1.0,0.995
CFFair,HR_N10000_HighBias_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,1927,7073,0.3572,0.0292,0.6036,0.0107,0.3679
CFFair,HR_N10000_HighBias_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,1601,7399,0.0,1.0,0.0,1.0,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,566,8434,0.3471,0.0646,0.388,0.024,0.371
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,559,8441,0.0015,0.9985,0.0011,0.9985,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,8427,573,0.2582,21.9188,0.4087,0.2705,0.0123
CFFair,HR_N10000_HighBias_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8481,519,0.0,1.0,0.0,1.0,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,585,8415,0.3942,0.0587,0.4895,0.0246,0.4188
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,550,8450,0.0051,0.9949,0.0034,0.9949,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,692,8308,0.312,0.0571,0.4199,0.0189,0.3309
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8379,621,0.0019,1.0019,0.0012,1.0,0.9981
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,605,8395,0.3198,0.0786,0.3544,0.0273,0.3471
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,548,8452,0.0066,0.9934,0.0039,0.9934,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,8349,651,0.2716,22.5962,0.3823,0.2842,0.0126
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,8354,646,0.0011,1.0011,0.001,0.9985,0.9974
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,8366,634,0.3408,11.331,0.4064,0.3738,0.033
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,8386,614,0.0024,1.0024,0.0019,1.0,0.9976
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,573,8427,0.36,0.1405,0.2482,0.0589,0.4188
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8428,572,0.0045,1.0045,0.0038,1.0,0.9955
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,604,8396,0.3995,0.0719,0.4023,0.031,0.4305
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8439,561,0.0014,1.0014,0.001,0.9964,0.995
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,5315,3685,0.1339,712.5129,0.4429,0.1341,0.0002
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8470,530,0.0047,1.0047,0.0038,1.0,0.9953
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,8399,601,0.3559,22.2015,0.5017,0.3727,0.0168
CFFair,HR_N10000_HighBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,586,8414,0.0078,0.9922,0.0054,0.9922,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,8417,583,0.2681,10.3638,0.3075,0.2967,0.0286
CFFair,HR_N10000_HighBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8483,517,0.0028,1.0028,0.0018,1.0,0.9972
CFFair,HR_N10000_HighBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,8349,651,0.3875,8.4709,0.3505,0.4393,0.0519
CFFair,HR_N10000_HighBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,585,8415,0.0012,0.9988,0.0007,0.9988,1.0
CFFair,HR_N10000_HighBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,569,8431,0.3081,0.1011,0.2843,0.0346,0.3427
CFFair,HR_N10000_HighBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8487,513,0.0046,1.0046,0.0035,1.0,0.9954
CFFair,HR_N10000_HighBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,651,8349,0.3289,0.0609,0.4327,0.0213,0.3502
CFFair,HR_N10000_HighBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,8372,628,0.0072,1.0072,0.0059,1.0,0.9928
CFFair,HR_N10000_HighBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,564,8436,0.2572,0.1313,0.2218,0.0389,0.2961
CFFair,HR_N10000_HighBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,8479,521,0.0012,1.0012,0.001,1.0,0.9988
CFFair,HR_N10000_HighBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,522,8478,0.3633,0.0613,0.4807,0.0237,0.387
CFFair,HR_N10000_HighBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8488,512,0.0033,1.0033,0.0023,1.0,0.9967
CFFair,HR_N10000_HighBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,614,8386,0.4329,0.0472,0.5086,0.0215,0.4544
CFFair,HR_N10000_HighBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8441,559,0.0006,1.0006,0.0003,1.0,0.9994
CFFair,HR_N10000_HighBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8355,645,0.3169,17.2448,0.3809,0.3364,0.0195
CFFair,HR_N10000_HighBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8407,593,0.0012,1.0012,0.0009,1.0,0.9988
CFFair,HR_N10000_HighBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,579,8421,0.3985,0.0544,0.469,0.0229,0.4214
CFFair,HR_N10000_HighBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8457,543,0.0002,1.0002,0.0003,1.0,0.9998
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,7538,1462,0.1857,1.2306,0.1168,0.9911,0.8054
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7512,1488,0.0116,1.0117,0.0092,1.0,0.9884
CFFair,HR_N10000_LowBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1566,7434,0.2337,0.7657,0.1501,0.7638,0.9974
CFFair,HR_N10000_LowBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1522,7478,0.0011,0.9989,0.0003,0.9989,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7534,1466,0.2339,1.3074,0.1494,0.9945,0.7607
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,1450,7550,0.0145,0.9855,0.0097,0.9793,0.9938
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,1529,7471,0.1893,0.8106,0.113,0.8101,0.9993
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,1529,7471,0.0162,0.9838,0.0105,0.9838,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,7547,1453,0.212,1.27,0.1316,0.9972,0.7852
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,1420,7580,0.0025,0.9975,0.0025,0.9975,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,7364,1636,0.1634,1.1958,0.1013,0.9982,0.8347
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7455,1545,0.0081,1.0081,0.0074,0.9994,0.9913
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1539,7461,0.1841,0.8154,0.1074,0.8133,0.9974
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1454,7546,0.0016,0.9984,0.001,0.9984,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,7545,1455,0.21,1.2667,0.1372,0.9973,0.7873
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1396,7604,0.0093,0.9907,0.0074,0.9907,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1522,7478,0.1794,0.8199,0.1093,0.8167,0.9961
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7574,1426,0.0007,1.0007,0.0004,1.0,0.9993
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1800_BIASED_ALL.csv,9000,4,7498,1502,0.1847,1.2275,0.114,0.9967,0.8119
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1800_FAIR_ALL.csv,9000,4,7536,1464,0.0007,1.0007,0.0006,1.0,0.9993
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1900_BIASED_ALL.csv,9000,4,7466,1534,0.2134,1.2715,0.1345,0.9993,0.786
CFFair,HR_N10000_LowBias_Thresh1.0_Seed1900_FAIR_ALL.csv,9000,4,7541,1459,0.0023,1.0023,0.0003,1.0,0.9977
CFFair,HR_N10000_LowBias_Thresh1.0_Seed2000_BIASED_ALL.csv,9000,4,7449,1551,0.2616,1.3559,0.1828,0.9968,0.7351
CFFair,HR_N10000_LowBias_Thresh1.0_Seed2000_FAIR_ALL.csv,9000,4,7468,1532,0.0001,1.0001,0.0,1.0,0.9999
CFFair,HR_N10000_LowBias_Thresh1.0_Seed200_BIASED_ALL.csv,9000,4,7478,1522,0.2223,1.286,0.1505,0.9993,0.7771
CFFair,HR_N10000_LowBias_Thresh1.0_Seed200_FAIR_ALL.csv,9000,4,7502,1498,0.0059,0.9941,0.0047,0.9927,0.9985
CFFair,HR_N10000_LowBias_Thresh1.0_Seed300_BIASED_ALL.csv,9000,4,1504,7496,0.1901,0.8093,0.1092,0.8066,0.9967
CFFair,HR_N10000_LowBias_Thresh1.0_Seed300_FAIR_ALL.csv,9000,4,7538,1462,0.0004,0.9996,0.0011,0.9959,0.9963
CFFair,HR_N10000_LowBias_Thresh1.0_Seed400_BIASED_ALL.csv,9000,4,7510,1490,0.2231,1.289,0.1445,0.9953,0.7722
CFFair,HR_N10000_LowBias_Thresh1.0_Seed400_FAIR_ALL.csv,9000,4,7556,1444,0.0005,1.0005,0.0003,1.0,0.9995
CFFair,HR_N10000_LowBias_Thresh1.0_Seed500_BIASED_ALL.csv,9000,4,7427,1573,0.2254,1.291,0.1433,1.0,0.7746
CFFair,HR_N10000_LowBias_Thresh1.0_Seed500_FAIR_ALL.csv,9000,4,7486,1514,0.0001,1.0001,0.0002,1.0,0.9999
CFFair,HR_N10000_LowBias_Thresh1.0_Seed600_BIASED_ALL.csv,9000,4,7490,1510,0.1832,1.2252,0.1101,0.9967,0.8135
CFFair,HR_N10000_LowBias_Thresh1.0_Seed600_FAIR_ALL.csv,9000,4,1454,7546,0.0,1.0,0.0,1.0,1.0
CFFair,HR_N10000_LowBias_Thresh1.0_Seed700_BIASED_ALL.csv,9000,4,7492,1508,0.2288,1.2972,0.1504,0.9987,0.7699
CFFair,HR_N10000_LowBias_Thresh1.0_Seed700_FAIR_ALL.csv,9000,4,1395,7605,0.0159,0.9841,0.0136,0.9834,0.9993
CFFair,HR_N10000_LowBias_Thresh1.0_Seed800_BIASED_ALL.csv,9000,4,1605,7395,0.2393,0.7601,0.1519,0.7582,0.9975
CFFair,HR_N10000_LowBias_Thresh1.0_Seed800_FAIR_ALL.csv,9000,4,7475,1525,0.0033,1.0034,0.0029,1.0,0.9967
CFFair,HR_N10000_LowBias_Thresh1.0_Seed900_BIASED_ALL.csv,9000,4,1538,7462,0.186,0.8131,0.1248,0.8094,0.9954
CFFair,HR_N10000_LowBias_Thresh1.0_Seed900_FAIR_ALL.csv,9000,4,1512,7488,0.0013,0.9987,0.0009,0.9987,1.0
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1000_BIASED_ALL.csv,9000,4,8738,262,0.1202,1.1366,0.0641,1.0,0.8798
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1000_FAIR_ALL.csv,9000,4,8749,251,0.0022,0.9978,0.0027,0.996,0.9982
CFFair,HR_N10000_LowBias_Thresh2.5_Seed100_BIASED_ALL.csv,9000,4,4643,4357,0.1842,1.2316,0.1204,0.9793,0.7952
CFFair,HR_N10000_LowBias_Thresh2.5_Seed100_FAIR_ALL.csv,9000,4,8766,234,0.005,1.005,0.0043,1.0,0.995
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1100_BIASED_ALL.csv,9000,4,8747,253,0.2087,1.2665,0.1339,0.9921,0.7834
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1100_FAIR_ALL.csv,9000,4,8760,240,0.0006,1.0006,0.0004,1.0,0.9994
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1200_BIASED_ALL.csv,9000,4,8704,296,0.1776,1.216,0.1026,1.0,0.8224
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1200_FAIR_ALL.csv,9000,4,8719,281,0.0019,1.002,0.0008,1.0,0.9981
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1300_BIASED_ALL.csv,9000,4,8717,283,0.1861,1.2286,0.1142,1.0,0.8139
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1300_FAIR_ALL.csv,9000,4,4867,4133,0.0029,1.0029,0.003,0.9976,0.9947
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1400_BIASED_ALL.csv,9000,4,8723,277,0.2129,1.2718,0.1342,0.9964,0.7834
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1400_FAIR_ALL.csv,9000,4,8734,266,0.0028,1.0028,0.0021,0.9962,0.9935
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1500_BIASED_ALL.csv,9000,4,4447,4553,0.3556,1.5638,0.2681,0.9864,0.6308
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1500_FAIR_ALL.csv,9000,4,276,8724,0.0009,0.9991,0.0009,0.9991,1.0
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1600_BIASED_ALL.csv,9000,4,4460,4540,0.322,0.6658,0.2419,0.6416,0.9637
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1600_FAIR_ALL.csv,9000,4,8753,247,0.0022,0.9978,0.0024,0.996,0.9982
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1700_BIASED_ALL.csv,9000,4,313,8687,0.2,0.8,0.1239,0.8,1.0
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1700_FAIR_ALL.csv,9000,4,8712,288,0.0007,1.0007,0.0008,1.0,0.9993
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1800_BIASED_ALL.csv,9000,4,8713,287,0.1264,1.1464,0.0692,0.9895,0.8632
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1800_FAIR_ALL.csv,9000,4,8735,265,0.007,1.007,0.0061,1.0,0.993
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1900_BIASED_ALL.csv,9000,4,8673,327,0.2068,1.2608,0.1303,1.0,0.7932
CFFair,HR_N10000_LowBias_Thresh2.5_Seed1900_FAIR_ALL.csv,9000,4,301,8699,0.0043,0.9957,0.0031,0.9957,1.0
CFFair,HR_N10000_LowBias_Thresh2.5_Seed2000_BIASED_ALL.csv,9000,4,8700,300,0.1618,1.1954,0.0933,0.99,0.8282
CFFair,HR_N10000_LowBias_Thresh2.5_Seed2000_FAIR_ALL.csv,9000,4,8708,292,0.0026,1.0026,0.0021,1.0,0.9974
CFFair,HR_N10000_LowBias_Thresh2.5_Seed200_BIASED_ALL.csv,9000,4,305,8695,0.2317,0.7667,0.154,0.7617,0.9934
CFFair,HR_N10000_LowBias_Thresh2.5_Seed200_FAIR_ALL.csv,9000,4,8707,293,0.0006,1.0006,0.0006,1.0,0.9994
CFFair,HR_N10000_LowBias_Thresh2.5_Seed300_BIASED_ALL.csv,9000,4,265,8735,0.21,0.7892,0.1269,0.7863,0.9962
CFFair,HR_N10000_LowBias_Thresh2.5_Seed300_FAIR_ALL.csv,9000,4,8740,260,0.001,1.001,0.0005,1.0,0.999
CFFair,HR_N10000_LowBias_Thresh2.5_Seed400_BIASED_ALL.csv,9000,4,288,8712,0.1593,0.8396,0.0958,0.8338,0.9931
CFFair,HR_N10000_LowBias_Thresh2.5_Seed400_FAIR_ALL.csv,9000,4,4000,5000,0.0144,0.9856,0.011,0.9846,0.999
CFFair,HR_N10000_LowBias_Thresh2.5_Seed500_BIASED_ALL.csv,9000,4,4615,4385,0.2344,1.3229,0.1569,0.9605,0.7261
CFFair,HR_N10000_LowBias_Thresh2.5_Seed500_FAIR_ALL.csv,9000,4,220,8780,0.0041,1.0041,0.0043,0.9995,0.9955
CFFair,HR_N10000_LowBias_Thresh2.5_Seed600_BIASED_ALL.csv,9000,4,4435,4565,0.2903,0.6989,0.2081,0.6738,0.9641
CFFair,HR_N10000_LowBias_Thresh2.5_Seed600_FAIR_ALL.csv,9000,4,8723,277,0.0002,1.0002,0.0003,1.0,0.9998
CFFair,HR_N10000_LowBias_Thresh2.5_Seed700_BIASED_ALL.csv,9000,4,8731,269,0.2242,1.2932,0.1422,0.9888,0.7646
CFFair,HR_N10000_LowBias_Thresh2.5_Seed700_FAIR_ALL.csv,9000,4,8737,263,0.0001,1.0001,0.0001,1.0,0.9999
CFFair,HR_N10000_LowBias_Thresh2.5_Seed800_BIASED_ALL.csv,9000,4,8712,288,0.2012,1.2519,0.1287,1.0,0.7988
CFFair,HR_N10000_LowBias_Thresh2.5_Seed800_FAIR_ALL.csv,9000,4,8706,294,0.0076,1.0076,0.0072,1.0,0.9924
CFFair,HR_N10000_LowBias_Thresh2.5_Seed900_BIASED_ALL.csv,9000,4,8719,281,0.1999,1.2499,0.1258,1.0,0.8001
CFFair,HR_N10000_LowBias_Thresh2.5_Seed900_FAIR_ALL.csv,9000,4,8736,264,0.001,1.001,0.0009,1.0,0.999
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1000_BIASED_ALL.csv,9000,4,1637,7363,0.7525,0.197,0.5134,0.1846,0.9371
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1000_FAIR_ALL.csv,9000,4,7579,1421,0.0007,1.0007,0.0003,1.0,0.9993
CFFair,HR_N10000_MedBias_Thresh1.0_Seed100_BIASED_ALL.csv,9000,4,1813,7187,0.7205,0.201,0.5024,0.1813,0.9018
CFFair,HR_N10000_MedBias_Thresh1.0_Seed100_FAIR_ALL.csv,9000,4,1653,7347,0.0037,0.9963,0.0032,0.9951,0.9988
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1100_BIASED_ALL.csv,9000,4,7203,1797,0.6996,4.5539,0.4744,0.8965,0.1969
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1100_FAIR_ALL.csv,9000,4,7557,1443,0.0002,0.9998,0.0006,0.9979,0.9981
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1200_BIASED_ALL.csv,9000,4,7278,1722,0.6649,4.3862,0.4401,0.8612,0.1963
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1200_FAIR_ALL.csv,9000,4,7419,1581,0.0004,1.0004,0.0002,1.0,0.9996
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1300_BIASED_ALL.csv,9000,4,1731,7269,0.6844,0.1946,0.4826,0.1654,0.8498
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1300_FAIR_ALL.csv,9000,4,7471,1529,0.0095,1.0096,0.0061,0.9993,0.9898
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1400_BIASED_ALL.csv,9000,4,1739,7261,0.7132,0.1967,0.5244,0.1746,0.8879
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1400_FAIR_ALL.csv,9000,4,7487,1513,0.002,0.998,0.0018,0.9967,0.9987
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1500_BIASED_ALL.csv,9000,4,1757,7243,0.731,0.1972,0.5313,0.1796,0.9106
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1500_FAIR_ALL.csv,9000,4,1534,7466,0.0038,0.9962,0.0028,0.9956,0.9993
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1600_BIASED_ALL.csv,9000,4,1705,7295,0.7887,0.1663,0.6004,0.1574,0.946
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1600_FAIR_ALL.csv,9000,4,1418,7582,0.0012,0.9988,0.0009,0.9988,1.0
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1700_BIASED_ALL.csv,9000,4,1730,7270,0.682,0.1767,0.5259,0.1464,0.8283
CFFair,HR_N10000_MedBias_Thresh1.0_Seed1700_FAIR_ALL.csv,9000,4,7539,1461,0.0,1.0,0.0,1.0,1.0
