S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,2,-0.4703944677329889,33.242621380619795,24.009480910016883,1,1,4.052679167310801,-0.5474413088399217,14.599341184651443,0,0.4037768324778449,1,1,1,37.55439169839147,62.65018927085335,0.6419389809055372,9.797899159359034,16.720804641050048,70.01744769697548,20.438292671338672,29.467613287733265,51.93214702462623,0.6802548920260695,-1.046414408239896,29.540285927319452,32.864418463531955,33.20248323074015,1,2,17.03768016006838,0.05278069811310766,4.635232052773426,0,0.00819749747342894,-6.010652706885889,1,0.014394204635423803,55.51179187970174,8.980784504964266,0,0.9023350538698587,0,0,24.85321157989528,1,1,-9.995108289625371,1.8404892364826873,-2.557445500768295,0,1,0.437630015458072,4.214689180415395,22.13480108848286,0,3.083410871699082,0.2144342837252003,40.80302121799878
1,1,1.1185749700876777,42.580893420042266,61.0706120447911,0,0,1.178911868500739,-8.28260700140662,62.76205039460819,3,0.3543752398744504,0,0,1,64.87207343372857,89.72464084357622,0.07085449255303927,2.445787927323997,25.630818040218422,41.03581332552598,6.397142044224835,32.85577973626734,85.34910503056996,0.2311377038269477,-0.28535525667749856,19.592087079141155,1.416950622280635,61.28337680772393,1,0,84.82853810610102,-1.030022181537747,3.9121897981786384,0,0.04959221211670136,6.5757146289110295,0,0.6536165315541862,12.702993376968061,7.672962013059776,1,-7.21971878386084,1,1,10.483006204710925,1,0,1.8289710956475282,-1.5217989821023088,5.283677895049907,0,0,0.24007088539555166,1.0995091480810921,27.66864988086619,1,7.9031181215168615,0.7584099552524213,12.285014023193774
0,1,2.240608961928155,34.67513999212831,69.37724823283348,0,0,0.4593670028924275,-9.738189061147578,79.16803049473542,3,0.6084075081336284,0,0,1,69.93355032047086,60.29347079610409,0.000582386622374198,0.840709987338358,39.38416631753508,81.61560097897484,0.3914669817480032,12.643442135023939,98.96202942258057,0.2105093327999218,0.2562556296727967,19.193947051626566,63.55687062370546,69.99621772420436,1,0,98.75232906780668,-2.3261147820273718,5.2347249567961285,1,-0.35484316757413814,9.690551638513291,0,0.2757614261866826,13.39092382524103,9.230138328007316,1,-9.822674574176453,0,1,37.09616103843692,1,0,-3.8030638761853455,-2.4354441221254897,-9.641535086106124,0,0,0.2163882387969931,0.49045223935486626,32.717519308764935,1,2.439564459156633,0.32698738398953586,0.792125536824404
1,0,-0.5450862939479686,49.91353792654177,49.4695139013018,0,1,2.225594986197998,-4.49382800086566,45.90909296782264,1,0.21241811196088656,0,0,1,34.26201244572469,95.3472558650219,0.5417143502138596,3.350206499654999,6.967383561636826,81.08652552658893,15.198912846902445,6.86297973053917,61.82786611331109,0.23265552320017846,-1.1589090464870164,18.308984389652203,41.701235432245994,34.490981120829325,1,0,34.5225035993155,-0.3115143352691354,2.7142861609116684,1,0.008748546346676963,-2.628684256153675,1,-2.275807012603427,16.156787586184066,10.179090769963706,1,-2.6635784410927466,1,0,27.189657521371288,2,0,-0.08147635219437,0.7338452352118269,-3.492318695000347,3,0,0.9611244238494043,3.104132410998773,29.437747228748208,0,2.4320437193151307,0.7029078558172214,30.62205342531117
1,2,0.3949504970342482,66.09036034941491,35.526127452414045,1,0,3.5727749453768816,0.44100544053048374,26.002416286569364,0,0.26082697548227385,1,0,0,34.99497989811107,45.071801371449325,0.6310184578892916,5.071747563145133,4.101463618513812,2.1112034740714325,23.947026340393577,34.12524395149539,44.14460753972041,0.2766814443538508,0.19187833211904073,37.37744190362599,64.15051633183181,35.435107217242106,2,1,59.523956662466695,0.19923541081304308,0.8944119638188477,0,0.6437067514851686,8.974559063838864,1,-0.26271013530051085,45.46798852014775,30.188150086789364,0,0.7106578637714058,1,0,2.2008936220179276,0,1,9.99992613839196,-1.003593680809907,8.849798947220432,0,1,0.368728675049765,2.136335971413395,67.79895207681709,1,2.814623038788699,0.9065304463194038,47.641498391223216
0,2,0.8567681229600723,27.351318799143286,57.07350500281285,0,0,1.7814758679342406,-2.4972417875940405,62.68024942918208,1,0.19232795277613735,0,0,1,55.6859910835563,28.518296073283572,0.3919836337641196,1.2981110921998373,8.629875762467563,80.72166920933111,12.406998477594051,22.7682957869894,66.10714154879645,0.2702653968452807,-0.6232365508818063,18.106488019683912,24.70331852536028,41.74963851060124,1,0,77.41771012674785,-0.48064984417927964,3.8326348509238843,1,-0.2811544117313227,3.593746578947151,0,-0.07306269095407894,18.700390956721336,16.891729480314062,1,-3.4338087296117,0,0,4.675347981237166,0,0,-0.8276946377770837,0.18876348596527354,-2.7691532164562034,3,0,0.1145698771429372,1.4663516019079492,27.307674166578,1,2.5786858893222804,0.37671910829483296,25.418832262292046
0,1,-1.3179173015033474,29.375485212153336,31.161413496256166,1,1,4.025607388705239,4.563081898659069,29.106040021999423,0,0.6880460321883868,1,1,0,32.712383912255184,13.599830547225327,0.6916435127507987,2.8817853818807824,26.82251463578634,85.67636301449322,23.640363931417454,24.796590664179192,38.78272603967201,0.9065404413243093,-0.975279935166484,41.86302989371445,39.18643415413435,33.43764017013668,1,1,21.777265831990572,0.28467608619056556,4.474826610292375,0,0.1407578988653081,-3.7671309133751567,0,1.2936528135759504,29.078003248249225,16.873949151249693,0,2.877059718574195,1,0,15.869183288664367,0,1,0.7473467868542638,1.4036504535520529,-3.120402789895995,2,1,0.3579600922694325,4.1199521823868634,59.60718913067688,0,2.5308434388395007,0.23276433315440104,48.3064974631798
1,1,0.0347025194192386,38.82413733439637,24.91567607656816,1,2,6.833360319365633,8.255664392513115,9.4952955705884,0,0.9138185757233586,1,2,0,34.11167235902276,9.577697123047413,0.8030954050844831,3.78925263780673,34.35793594229121,53.02696023877191,33.904961197712396,30.767494320618844,15.666929898350912,0.8790495697986305,-1.4908984267509622,68.71045592425196,59.958405963492154,33.39070081494288,1,2,37.636177127144755,1.0296152720255896,3.080744410318383,0,0.28014845839791486,6.073742185542017,1,0.48599125419829514,79.85358418070814,22.4526295793747,0,7.248476116908801,1,1,29.361593901298093,0,2,-2.487006737162033,-0.2144523827172284,-2.619822943426012,2,0,0.5372516517723622,6.9571227296721165,39.47854759070148,0,2.4751711944532757,0.3397210525505551,67.59617609775415
1,0,0.355055589474922,69.99926561897112,30.714685479166718,1,2,11.848770619430287,9.461328488033498,7.943810194671239,0,0.9812376324545442,1,2,0,30.174348987785226,95.29224360832976,0.9280652277966468,2.6953509307310717,30.31880744140865,0.22782575054159926,39.81792636092965,12.035612662630587,0.49164262455176355,0.9484780266248877,3.8978156756738227,79.95110249605145,18.17107721945531,33.55686223258044,0,1,1.8563516099196153,2.545812561278629,0.19623717479288388,0,-0.40926927657663686,8.284446111684609,1,-4.014345414117206,70.54545449469006,39.99706519066479,0,9.822031326347641,1,0,33.278586604416645,0,2,0.24473268073522725,-0.4140808715315067,9.98242447215787,0,0,0.73449845075484,9.446221333969085,27.85049420493241,1,2.596431733733831,0.9999659630626597,79.6294542329715
1,2,-0.11194859985595898,61.36534917121838,18.88697436293683,1,2,12.332593127828165,9.337562440223287,1.4980767876710699,0,0.990998507046994,1,2,0,32.81145404901044,31.074963383218,0.8619044736716381,10.263555790456824,38.67543477901468,38.76278386062972,38.71092502625033,32.940575170047865,3.8522094690761897,0.9955704583323016,0.5041707786341997,78.90850797167741,41.27804003614648,33.392906831660014,1,2,29.841800254300615,1.8351157321692286,1.3870901806432985,0,0.15562674773395227,-3.915116519179006,1,1.7527076076040309,31.707340322107154,38.490650288603035,0,9.321808726783892,1,1,9.558139515089469,1,2,-0.37778721660403924,0.00873806898064587,4.693829836691082,1,0,0.236329309687489,9.098503079003438,36.27452382978933,1,54.598150033144236,0.9918734037351382,77.28148494083962
0,0,-0.22091001165789656,30.376291796072003,67.07334492351156,0,0,1.006345935950448,-7.334645003576835,75.83615599549007,3,0.46723400859245895,0,0,1,64.67048298912012,90.58700480907666,0.1054072935371842,0.7684895216280889,32.717129064635174,60.16323281432597,6.757545933301157,2.3436982836979414,80.43058864902547,0.18400594080902588,0.27219394804241304,17.58113101450909,23.836789590771215,59.24676280860509,1,0,35.56059855909914,-0.953299515613435,3.399163329376098,1,-1.620788455003412,6.081995839214525,0,-0.16578446455025828,52.61006117570305,8.685903445817505,1,-6.53646198546965,0,0,35.58053340663442,1,0,-1.8615109942885546,-0.18567821846382723,-4.375351435885895,1,0,0.9561064580063268,1.457166106248904,34.85286324068284,0,2.380789184064967,0.030770996791541827,13.321997900759573
1,2,0.04952181402991313,69.99989858692075,18.139570446875677,1,2,32.298634702029254,9.988723816245898,0.030975434267230817,0,0.9999896626824862,1,2,0,34.122149127367024,89.57678690427969,0.9707429693084977,15.773912414622037,39.915178966945874,0.0013937815431463996,39.99764603301657,39.466928878108064,0.008576630733431179,0.9990316946250304,0.7466480110101111,79.99998644981504,47.150865862893056,33.15913018608506,0,2,32.55270674388908,3.7847397256128326,0.1353352832366127,1,0.16653489169613642,-2.694394293159341,1,-0.03969601157970693,38.413953038228705,39.999981963110486,0,9.996961855982335,1,0,15.239971480127128,2,2,9.99992613839196,-0.43089984773310297,9.999927591912769,1,0,0.20636697607668397,21.0272836334028,24.704929849066705,1,3.1176380519335276,0.9999872873132523,79.99480891567848
1,1,0.6343148787865134,56.770605526551236,40.832899804170005,1,0,3.590534335877318,4.15651550836542,31.81309440819437,0,0.4315726729858388,1,1,0,33.72378809188481,7.1959281363007666,0.6569266151791671,2.529438464409512,8.783524326257,34.21641467761044,26.17276668926462,24.421081318569563,37.194344444946395,0.34050619384277747,-0.0661583893429959,44.09174193548378,36.60708708526178,32.26476852803498,2,1,68.6853093800764,0.374259284853257,1.9237208722015495,0,1.4941338439359906,8.241031418161132,1,0.5995817827243483,26.296219026953544,35.07596203331504,0,2.700373727642706,1,0,4.000998873028713,0,1,5.56016356330189,-0.20824096257309155,8.243336448903406,3,1,0.4794262278517994,2.333964038615712,36.85557694559397,1,2.510443967812384,0.7942663117188562,51.735447986186855
0,1,-0.4225115533400905,21.502770412180833,53.87255790342452,0,1,1.7367427504010973,-4.803727214427994,65.78373897937371,2,0.21812440131060684,0,0,1,32.83356232124003,84.73306282625069,0.4321765160055909,1.620793575762654,13.262512931445603,82.48430910448855,13.099221104439355,7.923057092008081,66.11641561343149,0.2443385149297087,-1.461439771868102,18.112656666179422,33.71701414399546,38.56380692302825,1,0,35.23146621105517,-0.4662733689447998,5.2727574456175175,1,0.09366394333689669,-4.922047280271409,0,-1.4756740175724272,64.8997869335196,8.83337376390351,1,-2.9520054331151124,1,0,30.60156540070554,2,0,-2.464100138056815,0.2517175021615921,6.384144429669874,0,0,0.21225374005415248,3.052076247741289,57.572954114437714,0,2.2074330420991393,0.4629676227560301,25.89847198158612
0,1,0.23181901446634964,30.779105504396917,24.211314282627214,1,1,5.558363870871217,5.47724962325859,8.36902783980186,0,0.7526934691088998,1,1,0,33.35421482070071,4.063695036283827,0.6715049960771245,7.28879585928264,28.639775401056934,62.32615227460796,25.79873706436208,37.6174432674869,37.01986044736297,0.7327727370701229,-0.3810962529875641,45.79094439529494,75.68734276197942,33.298452650504274,0,2,45.582302033677976,0.42167806634244503,3.2258841910263825,0,1.614309264410657,-1.1104302285207641,0,1.4548393765885794,61.1510885252283,21.923667437837114,0,3.4592863201653614,0,0,3.557668284096227,1,1,0.10939106098587104,-0.30855923972274885,1.1118261855362288,0,1,0.8084540392341741,4.304294790241813,33.19110248875155,1,2.5871043514428043,0.13121659870005498,52.06134456567326
1,0,-0.7571290163760376,63.69101628861338,26.271566648615494,1,2,6.134586622092838,7.318490885523911,9.439539818765024,1,0.8836005903224913,1,2,0,32.490613830873144,41.151847464589345,0.8026987449534458,5.17326446582108,30.09755263700221,23.652341149953234,35.15198522357313,9.356818594412298,14.964638689050124,0.8410973117298097,1.564445853335375,71.83513839458243,79.97718873960942,32.927456939777066,2,2,32.4797145392873,1.1889946139639158,1.7973828514517298,0,-0.2973715567060423,1.3708321155291259,1,2.1107572522875557,29.94517948525153,33.77574887568287,0,7.438542925627203,0,0,23.17232548147907,1,2,0.013474918206902942,0.02530432533971299,7.401758523916108,0,1,0.20516429548037807,5.830329170722799,26.193132925320626,0,2.547098175275612,0.824882553396251,70.21089575755796
0,1,-0.8057356060063158,39.39534141519306,53.283752551724966,0,0,1.8987287081749376,-2.8331455966457773,61.57722508702627,1,0.2622794329596148,0,0,1,43.46671901752143,23.80485119216889,0.4480276921489425,1.5471050885576088,12.56676325476654,90.31636653046912,10.677081314859347,22.271962734022487,72.86867456782879,0.21388039120787433,-1.0666413120593123,18.065552686857803,22.778356056307736,48.497174295153755,0,0,28.427483927074327,-0.5997504300941862,4.497303339718362,0,-0.4160442478326971,-1.8643205326668237,1,0.5248044016057478,21.73282183503908,7.5300823310711955,1,-4.488836011305905,0,0,6.589872707274671,0,0,-6.283649702503488,0.02998570636076874,-0.0972433814751259,0,1,0.013863546407310468,2.145013829442818,65.80129450301749,0,2.1843240249489644,0.15830947408413443,21.557184469082877
1,1,-0.6615083225992732,69.86484533708202,20.285257102014587,1,2,14.340324155160928,9.846939424607363,1.6343676735022017,1,0.9990765693194066,1,2,0,33.131024647975124,23.409443066614273,0.908064304626836,5.389954487004441,39.375600353871086,2.163179221447087,39.69211232416444,17.28047953610727,0.7364472597218896,0.9970253080784447,0.013413471887039785,79.92440035077789,66.95727975393139,34.0799346087404,1,2,41.07352456950636,2.413978149818397,0.599321143841136,1,1.3601226471288426,-2.406174546052422,1,1.5968857680907793,71.82978944132032,39.9404194372568,0,9.81673895179442,1,0,20.801103601424607,1,2,8.203075184740062,0.19068738361462031,9.94346448254461,0,1,0.02558048952739278,11.177591142260438,35.22270504029541,0,3.1621531678486074,0.9937682994369066,79.38701339000566
0,0,1.2887331948890206,36.33104462615983,65.08318915977452,0,0,1.157025675959227,-5.466203369402254,68.95976536786674,2,0.3397344144527754,0,0,1,68.33623066560227,9.313185239189037,0.11318142665236541,1.0214978069876954,22.285807686557423,62.001836891767404,5.1921030882003745,23.007116948096723,86.85712136986373,0.16197798509791717,-1.0714685004349884,18.170284084679068,21.600217692428654,65.38632084579652,1,0,85.7145412236389,-1.1179366007977944,3.2701236354100587,1,1.533038129001903,8.16550567437006,0,0.5223002559894551,6.209496847137346,10.598625857652145,1,-7.5077904658599115,1,0,23.36833310319949,1,0,-0.12996402873725188,-0.6836579938834425,-6.728867592947995,2,1,0.7265020550388938,0.8334163963201836,44.159717735497146,1,1.42598847748644,0.36265747876546683,10.428576681028812
