S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-0.024610309218116178,0,1,56.94947177308888,-0.015050936896680415,0,42.67528423638618,1,0.4774125573962967,36.71674174867198,64.47394235036779,1,0,1.9137477750271703,0.4235241742847726,-1.692352585179492,26.00372367149424,0.35961418356351577,74.54975435295933,1.232022424201471,1.7875494900377635,53.387535195272875,0,27.370459010188526,2.7300756061801175,0.0035101054972994064,17.18640695130692,0.3226702915255799,0,23.56650336685209,23.033653821245217,0,2.317520128850557,16.934963342289578,19.0949390686568,0,1,0
0,1,-0.04927050290564902,1,1,79.36177636415471,-0.6438750877626925,1,26.425419581135863,0,0.1537813454343236,58.83399018233797,70.28426781559696,0,1,1.6336164688742312,0.8204367664914929,4.058991647279171,57.32158840716464,-0.8055933631076874,90.98917157654576,8.916739961111663,4.5132408766164325,29.082607765495982,0,18.807023369899557,2.5765310703775945,-0.44712488380119664,37.775610379584066,0.21018005609934065,0,35.13778374206154,18.24429192744961,1,0.7366936068422834,5.566566293502624,39.37157860993257,1,0,0
1,1,-0.10268511737387515,0,0,59.330289380232756,1.4306325079551536,0,64.05561988550647,1,0.8633006446708296,50.17498964511194,9.87091230300831,1,2,2.404847336521622,0.254053716795534,1.6800596389794986,30.259854137798374,-0.08505975134387495,38.62435046731696,-4.789288121651203,-7.113462496728362,38.81422148443415,1,63.75477998468336,1.976286291910356,0.15618345678062845,11.623103798169787,0.4616683077063535,1,13.286347867647436,19.92868409234076,0,4.176688628237745,22.411710909237506,38.23884319533286,1,1,1
1,0,0.2345955429601704,0,0,12.085363233322205,-0.592396956344568,1,40.92762393117531,0,0.5825665007113314,26.52003377129261,65.09032287635715,3,0,3.587979406032505,0.24680226366212638,-6.919690142157374,16.025284506623763,1.0995061664794274,47.961574402081766,-5.85169838434088,-3.89136157109499,36.11449874601449,1,32.01551009085849,2.5229127661898687,0.11796863320097715,5.007404111333395,0.873947605170848,1,12.964532880939883,24.64802414648979,0,3.621631048282074,11.456589611600311,41.04823450431183,0,1,2
1,0,1.060594068265711,0,0,34.42168956085936,-0.3420711552531454,1,41.89557306570677,0,0.6431168760707693,24.073283393542674,64.98910110730588,3,0,2.5181302381822794,0.2548604576905961,-6.916348443065987,16.078947490413547,1.1943265465635124,1.2083262701864994,-1.3789452673524778,-6.027314756336661,1.168367714294325,1,53.36646397635587,2.8348602973611716,0.41260220276124937,13.553803483342096,0.9579094567895421,1,6.48778009181955,32.298207266910396,0,3.6532489630141947,23.567080011145993,56.90306363165689,1,1,3
0,0,0.13255621971560383,1,1,65.37288677708557,-0.4802779306885657,0,33.8468314843995,2,0.25204666096356293,49.13897162707723,64.76615122161057,0,1,1.6524591347354136,0.6983700105971277,2.107372403981797,54.14528383298829,-0.4557010342113163,86.11332251257453,4.16411835771903,6.567637438463748,16.072231881832913,0,63.75394165869538,2.766145813373212,0.3298786609229828,26.661381962870337,0.5733706312586425,0,20.637314692740823,33.865440103878754,1,2.033917067749354,12.114358539083245,36.67129525466299,1,0,1
0,0,-0.3233404000089985,1,0,11.227643313830061,-0.5717148637462665,1,42.974822416063965,0,0.5647811518147219,27.012712914151145,61.89934245177121,3,0,3.6466958288913376,0.26703460992706196,-5.803464778971331,20.749781290082893,0.9083709116230085,41.50811086607047,-6.313503344696847,4.109858368959792,59.10335535786562,1,26.59535268423925,2.391656651074374,1.0036247564847043,10.821447095494378,0.4838914217208076,1,10.980537614036841,3.6032148456621127,0,6.383708648229214,10.636455507907876,65.67137943563374,0,0,3
0,0,0.07136872950264632,0,0,32.01674062111483,-0.6865061977387777,0,25.467492093527124,1,0.4857968506046578,25.68814979715057,68.02090484459688,2,0,1.8955371520691018,0.2731547483222728,-7.01627733554842,13.295719137377432,0.8050346129912882,89.47065583662734,-7.52585563797953,3.023419369746673,71.99696620378828,1,67.71158371935371,2.4561957814796584,1.1698363005022705,11.534259070514299,0.7550002990816462,1,9.120653669980431,24.756559005179156,0,5.442870201780345,10.475465978898676,26.665392386120406,1,0,1
0,2,0.13344362168096155,1,1,93.43141377650348,-0.6752406445266288,1,19.616111181862518,1,0.0002578385342871248,69.99999176423243,63.83876727979331,0,2,1.8351045459039783,0.9999995753682349,9.999990170435382,79.99992705913895,-5.1607150315406685,94.3651638318614,9.99998516805687,9.999020747644423,36.67867018260915,0,23.601288053038715,54.598150033144236,-1.1280750135295434,39.999999965315695,0.14113580837303757,0,39.99997660894773,27.006860407008062,1,0.1353352832366127,13.776458952473277,24.671171026457106,1,0,2
1,1,-0.18374688847566653,0,0,42.209026819302764,-0.10877211576835648,0,44.820536680369514,0,0.6415860998551423,29.297153335454745,47.66006929371201,3,1,4.518822596407156,0.23641445250149284,-5.558620560101723,21.355824559945763,0.7025177986554167,20.536443707171387,0.6483979757552341,3.8427734268762137,35.45773888434017,0,56.04413458337271,2.398681210075682,-0.43110224185816276,11.688661037722401,0.1927270081736152,1,19.195272841905986,10.759530128444602,0,3.8221324752881354,20.62519428998272,26.90710329006113,0,1,1
1,1,-0.1178004420173428,0,0,63.77662966103321,0.8902877288848904,0,57.932469588500815,2,0.744849548594894,46.51687664443571,20.028122301835328,1,2,2.6028843466188065,0.32413534826033163,0.4734381160603718,31.54735454143113,-0.151512875180753,23.49058404709022,-1.6261159340168394,-0.44925287925988755,35.49005104534457,0,47.906734664801846,2.6515378001264494,-1.3165787049974012,11.020969863802172,0.40518294724042114,0,12.999193288649291,12.0630749701686,1,3.2952779338490132,33.38912734462789,15.07827068694823,1,1,1
0,0,-0.989734048213997,1,0,0.3539637275782326,-0.4203176430775351,1,57.75560889444233,0,0.547855931377229,35.50056573045431,62.575169253664185,2,0,2.8859627657017426,0.2889402449597093,0.008972474417962673,21.085978141560197,0.6758388053867376,81.2234848476933,-7.072972467928657,7.314142903772932,27.289669261898446,2,32.443560264454995,9.969463027187576,3.2184624692397943,14.869665923057035,0.8989604403120109,1,3.1423145248543904,9.812845236239,1,5.428262873850704,9.027904544514918,79.90239215814498,0,0,2
0,2,0.5558677986673887,1,1,90.5034393081457,-0.25215898842905393,0,31.422653137581072,2,0.2605647836069084,48.610463557460406,70.76472459096523,0,0,1.6327896378184046,0.7181607863729509,2.279259402678729,52.70783413413427,-0.5396565358965564,61.531735775337395,1.9409013953692806,1.9811872452213102,40.68519924705833,0,31.24297439355746,2.6858262408960853,-1.457145429721664,20.295729297662003,0.2677296157472609,0,34.175414407078634,31.059034635663394,1,2.110069265162362,11.591677896504674,14.650052047008444,1,0,2
0,2,-0.0518010627762785,1,1,93.25703906966535,-0.726310200366689,0,21.074122011391026,2,0.0008877389914912492,69.93105556805598,92.70535602751212,0,1,1.5837491926494234,0.9999981048101687,9.99737207263168,79.99955350045508,-3.861795813136546,99.9999941489813,6.314973844782184,9.876145414653564,11.011155555058355,0,59.2067882213723,3.419958366807031,-1.2034576395971504,38.56458387083258,0.48437453091025146,0,37.86091132301163,28.30811965414967,1,1.050965940477112,7.768067431053263,19.521735503058657,1,0,0
0,0,-0.8618077605327683,1,0,3.181848072485094,-0.5581091766896705,1,47.88896739160954,0,0.33078844008008734,42.719988044298745,71.24618672993329,0,0,1.4414244106092573,0.5661860031918988,2.5674740843387482,37.62608169676343,0.08020095375614228,95.2009471055437,-6.632285053074548,5.783869352372726,24.479049738222372,1,31.90505756224001,3.6126797110396147,0.5006557399338762,15.727383721855933,0.7817712862353214,1,7.747920744464414,14.062839243352819,1,5.3718552230582866,13.508501885196576,70.8043335841309,0,0,1
1,2,-0.5707543160508468,0,0,75.37656339269465,0.7466073866488887,0,52.01117501148383,1,0.7557683439018177,36.65232220551444,32.356628954479085,2,1,1.7646175619869278,0.2639543100782853,-3.596956956877511,21.82340474505503,0.3520154594501179,11.558281882119193,-4.302053199129386,-3.8411436655466975,56.159378329886195,0,46.45933414580985,3.518231667191233,-0.8565344440296704,11.457892017869312,0.1634653963315877,1,19.05671688168719,18.8957753128693,0,3.4217845362442456,14.316913589138384,15.468478687400665,1,1,0
1,0,0.050012206215121924,0,0,1.6361468160816128,-0.8923326601057193,1,45.84522597294032,1,0.43688747665985744,31.323177084102838,75.04806166808866,2,0,4.711107991369871,0.3948607412677496,-2.423348741327259,31.929358555692808,0.8048287219858395,42.947295102672584,-3.8513885377322836,0.7105241931756563,50.82650958101879,1,26.481157891108957,1.6115575609410617,2.540788566528929,10.700600346198467,0.9346795994470586,1,8.781971140084107,28.079624064066373,0,4.616406932269815,10.428514754504635,76.12072083708988,1,1,1
0,0,-0.749059859624219,1,0,1.574535216170464,-0.8127214579509284,1,48.13537573330324,1,0.2626324725644399,41.43347911909582,79.3269733660672,0,0,1.6886013954604207,0.6493078881137705,3.631243361964213,47.47950011626359,0.0404489804566031,99.49542366398478,-8.184196578897469,8.512458156792356,9.369139975382254,2,50.50570393624736,5.112634087689527,3.579145576463799,12.570997569699536,0.9955680272606233,1,3.031562357559674,18.64787419628437,0,6.895911797430563,15.612110440458348,79.99222409010468,1,0,0
0,1,1.1783340823592119,1,1,72.39123495842591,-0.48798315869215436,1,26.776214363282808,2,0.26356687219296193,50.44723522076053,65.58270900789175,0,1,1.7387432534243537,0.688714474776486,1.0582657819870995,50.95226111573352,-0.4322494434710561,54.47653979271575,4.689527912216141,0.518048708789248,45.342038656924395,0,26.165234738556723,3.0422855967956925,-0.33671584028990587,27.05079857023074,0.19015398913669807,0,32.44967757412952,30.643997391059827,1,1.2927825606318555,4.764794400576784,20.933961031920248,1,0,0
1,0,-1.0155212784332261,0,0,5.707069479428123,-0.5020395196130997,1,46.867386458525445,0,0.6704660903865127,21.242466554817078,79.45366915284222,4,0,10.321146259408334,0.24521852049647985,-6.9667048866579435,19.680877962383523,1.6509642784397789,44.84541230521973,-2.6442148136450427,-1.6116276651865569,32.01029432142813,1,19.361119961609617,2.59632908755476,0.17358425851510942,12.334908170872792,0.6868008239038897,1,10.279653888336595,2.803515307604858,1,3.5252791722472328,19.367985991368904,36.5783921418726,0,0,0
0,0,-0.7833394338582388,1,1,66.61736467622232,-0.5465528084957778,0,29.537500062761865,1,0.24105850525236688,41.63780419430424,79.49248008220071,0,0,1.6546973469106963,0.683146885295319,-0.6138436262265419,45.30225540478429,-0.1583223828557167,92.75551321843496,-5.5385140355530025,5.920431025054146,13.731651439637847,0,55.23658140790789,2.93442410523849,0.4021263869463501,9.273938439152104,0.2002052759776708,0,9.053880437384635,10.811530050081311,1,4.418725921729026,33.07147921313417,61.16783117688637,0,0,2
1,0,-1.2966823928733746,0,0,15.406103502389657,-0.5272778945808487,1,46.61985685710745,2,0.44746085871216557,32.82024737732483,71.56511476300295,1,0,2.36347331876797,0.44937577239744425,-2.022278574596764,34.02307111398319,0.49661724686024317,33.7986925190619,-5.962696373546336,-2.781841505831064,9.51481871692665,2,54.883875668941975,1.6239120443681456,1.0044222291887699,13.498576910723926,0.7937320584271569,1,9.481847540258578,7.708033504106884,1,4.364929891535473,17.318228172160104,52.42767743788727,0,1,0
0,1,-0.07796902805317421,0,0,57.79350481557468,-0.34846271009320545,1,36.75176706330976,0,0.5451759271088994,27.22248448926903,69.87352802827313,2,0,2.287556429841353,0.2672806120073369,-6.500325335345796,15.218439998480244,0.7614283710084571,45.80794212865793,-5.383684149995032,-0.4582133713586032,15.35445481159902,1,34.168912546044126,2.850215917137604,0.7787850437265222,11.378746073529534,0.36713473220152726,1,13.216972477776757,4.500114440013507,0,4.28100088054024,7.3724261581383255,11.158002191315832,1,0,1
1,1,-0.008318542071722189,0,1,59.493131995569215,0.05467709738929769,0,38.00926353497016,0,0.6703437624089799,28.494885319782483,53.318641281458355,3,0,2.0863521082384366,0.25980411834943506,-6.872977200082383,15.28321416607115,0.8118298671821661,63.060612488356306,-0.7813210698744015,-2.799315084644583,69.81111677106395,0,53.1545071473105,2.567762256568376,0.08121798079515888,13.501132036634678,0.18425870326326543,1,22.235196498395755,8.929039863320888,0,3.480605546671779,17.03153869360512,7.043057682121745,0,0,2
0,2,-0.5212843828073432,1,1,98.04090119926686,0.5023016718255581,0,35.32911672935744,1,0.553486419143238,45.412522490060375,46.43470392252457,0,0,1.7761281169499474,0.37875041687391797,-2.8268403066105385,22.02135843071426,-0.12841081396126044,39.374380198167145,0.7504219940148218,0.4103497261854461,29.176489782027588,0,45.875393315234966,2.9721988137365627,-2.3300336454820054,21.21425780389902,0.006907434386870692,0,35.94487337600667,8.971408156164431,1,2.9489145320140633,8.42831356579822,21.786082857304756,1,1,0
0,0,-0.4660234793709281,1,1,68.1980417696183,-0.7366106000772428,0,27.975993063300578,1,0.19765388664954814,47.82047202773454,74.58329048556593,0,1,1.5498374480732915,0.7293158071604746,1.0171828981626803,50.649007530821635,-0.39168355999339327,65.9550740121078,4.3090979257098265,4.727133115687396,48.025154187388935,0,50.56848300937101,2.0829900449530365,0.12574451089396751,30.532469641191263,0.5619016946851141,0,27.407838246952004,12.097234886760518,1,1.8127408565629282,6.918978739943427,30.242800409035265,0,0,0
0,1,-0.12429490330289228,1,1,78.89455040236459,-0.7314820745547554,1,25.4538633779937,0,0.1908212115630858,56.67537330182543,63.01704082571919,0,2,1.4482283956810742,0.7640461571895283,2.998901475459464,59.13032948747437,-0.7181715013956439,59.15637924640292,9.333810723461728,7.770951442925043,54.3096401556707,0,40.95481107786868,2.5768197746003003,-0.22683107406544897,39.62088693017321,0.23147653392690576,0,38.27261657999804,18.952103444200855,1,0.6386083270464852,5.429984896500515,13.149688076485004,1,0,2
0,0,2.6001659138031386,1,0,57.99762382307493,-0.48340232655498144,0,31.38578278363559,1,0.501466471576579,25.018007092427812,76.52361470043144,2,0,2.1045438350294234,0.25328274553627195,-7.368404061672271,13.900733229934804,0.8999457264676677,50.70350536324988,-5.9972122526237435,6.381907763488051,6.707991363082364,2,69.58472675088808,2.7641433314517596,0.05737122196452473,11.312772167870841,0.5377333204402135,1,10.590281312484727,33.96385723500628,0,4.960635851994276,21.937658093181692,16.587978336044706,1,0,3
0,0,1.4921691406356963,1,0,19.907673657334477,-0.5181955004528881,1,38.634152095268746,0,0.37624988724093766,35.28194095977255,74.17078724517037,1,0,1.6385494710094526,0.4241065580043568,-1.9117509604296252,28.307287875186404,0.31992159473009085,99.09722240141107,-9.054032741383685,9.14343503211316,10.163094333720482,2,52.971048072835714,5.033297235825927,1.1872816751813464,8.722570823943126,0.8557363793181845,1,6.140733166472529,35.94609393806334,0,6.318313421354623,28.902465039456406,78.89191823571056,1,0,3
1,1,1.4715794851305684,0,0,63.235045762463706,0.525863862594179,0,43.77777106589511,0,0.757051068904194,31.57116227185512,42.88256545244201,2,0,2.095768675379585,0.24460285418919941,-5.636907216953903,15.198522807866093,0.6345210319207195,39.32651379399511,-2.0547162433815167,1.9493013398348538,77.26156261948107,1,59.51847757091603,1.8604920800637383,0.05679950849769917,11.428427703338377,0.2988053303886198,1,22.83279232725752,36.58683094354518,0,3.1691688674310172,27.900190538268927,8.741842273391448,1,1,2
1,0,-0.5811265200334804,0,0,37.52640563955032,-0.3140943087656532,0,41.98497790129973,0,0.6464493481504587,29.867611523336087,42.6191683501129,3,1,3.6615227577965412,0.25357869953725365,-6.580508543551554,20.857025676464474,0.757119848038433,21.308553586601665,-4.428085204316332,-1.635522436730966,15.804199282657114,1,56.56033909505566,2.8160339524437252,-0.44392948775889385,11.10391694349313,0.3752158703452876,1,4.8964499346260615,15.323507587555135,1,4.790292152505352,13.33943985036595,55.18975777274391,0,1,0
0,0,0.39676646882635597,1,0,31.57634868193072,-0.5751038051759393,0,37.94753314496587,2,0.31088577248906535,38.30461372189022,70.8807054089548,0,0,1.7267120902187185,0.6142109638226567,-0.21551910945777664,46.780654670006285,-0.008347123662549904,76.32480391727535,-5.99535796121046,-0.7987229774863671,21.886765915794648,1,27.89002682778377,2.377931119755229,0.7673604329362492,6.426004401363321,0.5621326673646503,1,5.082417317756658,21.670047360760215,0,4.919097990250653,7.040370039988129,48.44419856439707,1,0,1
1,1,0.6529118313525856,0,0,70.39206428380764,1.6041801305227972,1,66.30523650119194,0,0.9175740002670292,53.86036897661653,3.76310627618735,2,2,6.399975178939935,0.25355565436978345,1.3910457955312943,39.22667816755303,-0.0689132919087275,22.46892307597604,1.0482975917448751,-7.515372692168819,47.98493070444357,1,46.923841876499836,1.1117185925594182,-0.25323925450308055,11.352392776384512,0.42340550288980433,0,12.616281898899498,30.496976747787386,0,2.8276325001186238,36.5244200384177,23.763223284810643,1,1,3
1,1,0.15957818571341667,0,0,58.13425103164612,0.4694820357917465,0,49.96825083804494,1,0.7602038417862313,30.073045372607254,42.3172668451802,3,0,2.585866182706974,0.2452472758979108,-5.879931621532901,19.326081094711437,0.7472953269431646,70.04498230239753,-4.827336595070443,-0.1462271117879581,43.05982681437761,1,29.343506650904864,2.568095551576076,0.065623658717444,10.955768667322818,0.18759559778895585,1,11.62671249952733,23.312933538508638,0,4.437136448383303,34.905299903491425,32.867218608967086,1,1,0
0,1,0.11924152061774643,1,1,67.39888190319601,-0.6744240537211078,1,28.684316862244984,1,0.1664539391032252,54.66456544408557,73.69649250209153,0,0,1.6023181349994629,0.8252223300897196,3.9547948332012517,57.67623215267167,-0.6877451144212412,81.40111680412639,6.594873391820801,4.766203806203627,10.61982370110444,0,18.245432409571197,3.815380191904711,-0.44198613203956566,34.5597855072385,0.05877327032535934,0,33.51635191126161,14.582166547138392,1,1.006441866701226,7.9137245423557,20.417255848092026,1,0,3
0,2,-0.6336052347626319,1,1,59.5492534794415,-0.8309822428585804,1,26.670743053919036,0,0.17456494934699268,44.11284424416921,87.08741121802855,0,0,1.6514009994519792,0.6889836072645005,0.6137632913268547,38.9354564812303,-0.13769083012371616,19.15041711460197,8.461152504462515,5.588176321317711,38.172815272825346,0,19.31980080495349,11.782461272249714,-0.19388715731850234,36.57196367624786,0.383146729361981,0,37.07468575694895,23.886623519571675,1,1.0169802009482407,23.184334659741594,35.12880505467348,0,0,0
0,1,-1.2658913095771964,1,1,72.46473482081277,-0.5082838191725675,0,33.174804180143866,2,0.17423022114251197,54.59824123564887,67.08953310409713,0,1,1.6383604922176416,0.8640158976688763,5.3352246683718505,69.49836181034017,-0.9035028308379552,34.210750737355525,2.96497843315983,-1.671041936485162,31.40659243479655,0,42.656151797955445,2.570929879122899,-0.22627459626302368,31.833135822376377,0.5165283552381875,0,28.22760134596413,21.13229469314049,1,1.7078935989481743,13.330999502190124,17.728584282050363,0,0,0
1,1,-0.04545927603357005,0,0,68.01577265578987,0.43246280556471234,0,50.18972771489481,0,0.7356389547766056,33.58600833555484,31.833200845370555,3,1,1.8167663815103186,0.24827880883263426,-5.220976003586188,21.234737285762062,0.5093456732573076,30.755105711262853,0.47014127820044926,-4.408313339799287,55.84368977135861,0,61.87267538362393,3.16524627135578,-0.19396911774446224,10.765521735621721,0.23752784528628018,1,21.031061464641013,25.003485578341134,0,3.7278672476529353,31.380889230662696,22.982488491534117,1,1,1
0,0,-1.5514483879654182,1,1,57.63504787562561,-0.6252201678793178,1,30.942832691673807,1,0.01331502453440947,69.9229013936773,62.74326875475539,0,2,1.7078251868790442,0.998831235379164,9.981306567814563,79.94840581030348,-3.0510854653690447,62.579656806081644,9.60269893289021,9.764260086148152,24.804276648323807,0,35.62906702445861,23.53782684919662,-0.019672411718498685,39.98377410511827,0.7433509903489787,0,38.50679519390125,5.5639592066731165,1,0.410685866932319,4.055649324630551,55.63324113197729,0,0,0
1,1,-0.15535417746624017,0,1,59.99583994593854,0.3389831661919469,1,49.518416461544945,0,0.6340712421645956,49.15379735357798,28.325264069431498,1,1,3.447676456064855,0.331577987813406,0.23321941013264968,30.745360823681516,-0.07871042612859729,40.90333522550295,2.0412983330848338,-4.197176362593087,54.191571732063224,0,50.449085362517835,4.875509506744698,-1.0032517891869757,23.531493882772537,0.3627731398477295,0,24.98277974672768,26.371975054014744,1,1.8987744539863236,24.18055541014563,1.11597233334364,0,1,0
0,1,2.3286501428121786,1,0,95.58069452971483,0.19701544612516683,0,41.49945939698381,0,0.6768718616809806,29.941579979278515,51.7463550015859,3,0,1.7291690557087591,0.24323321305429318,-6.954264917218527,13.213388805581392,0.7478745865920311,48.65224297079992,-3.961504078965678,-0.039302504675811534,36.89555385415672,1,62.59241953857148,4.011397859429283,-0.7394390485526053,11.987697732656471,0.2599369792770344,1,11.649858839914087,38.018305407629114,0,5.449259317057085,7.615469605782246,21.665796340517854,1,1,1
1,0,-0.29528860997122336,0,1,35.15309851626526,-0.24776578108159977,0,45.88489882060062,1,0.5162905322545956,37.057040049133334,50.82223323226034,1,1,2.4288539740805555,0.3561887030334919,-2.2947980940535295,29.795073480739145,0.3020202256580516,9.454702391612157,-0.13070833465183185,-2.755485946996288,55.247180373027604,0,18.023701321558335,2.96966092986174,0.7587654530321372,15.405334999826124,0.16301318693218392,0,12.70636933394601,19.515044261944837,1,3.0124844392213284,22.09943375899426,31.88918895271433,1,1,1
0,1,-0.47336891630243677,1,1,82.04811362002822,-0.5897931695988335,1,23.017792979985824,0,0.02692488589583486,69.77867476342979,61.905764843514554,0,2,1.679315046343275,0.9937596315464944,9.836786528083692,79.05986711942766,-2.6201966101143,52.03421087135987,9.994785689857856,9.761513720290683,68.52356056267519,0,35.705892072903836,13.464356892211661,-0.632733940005943,39.995405717617935,0.31781240362304186,0,39.909735165888605,19.350686307384677,1,0.1834392145678323,23.34942183025461,17.15279156405204,0,0,1
1,0,-0.9369149475990037,0,1,8.1629367751885,-0.3277001809008488,1,50.9935704360483,1,0.54271996439419,37.12529305322785,60.17983828013808,1,0,3.9929764685664964,0.3533634046738586,-1.2598257798817087,26.839392038982794,0.5618722773928757,46.48016059902908,-0.5195600940160965,-4.733512458162108,21.106725970384275,1,30.790722617806637,2.5851928626328693,0.27252253178040053,16.37167870384989,0.4118604933099239,1,13.519052918671505,4.752208677972442,0,3.851708234179364,15.030458040572178,49.01793684522496,0,1,1
0,2,0.9567282000274533,1,1,90.47740699163269,-0.3717624167775401,0,25.77634073218736,0,0.38806394750381784,31.542939087541924,79.02894454789484,1,0,1.8246773031647645,0.3766687314370152,-6.07765335591182,14.389958411126745,0.4064917022762225,40.895753593067155,-1.8595866757437243,2.294843773263441,41.90465267583406,0,46.66322499725122,3.3924406144001047,-1.5822521960694553,14.623476763212198,0.06971867243491792,1,30.21642727210274,6.273920109782011,0,2.7761149642096012,6.6454154863474235,29.468659845935203,1,0,0
