S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
1,1,-1.2422439662861189,-6.385812336343205,1,2.581829439641183,0,0.10957995151105354,52.28080412108422,42.05428470232269,-4.420512682278056,1,53.647188846138235,-5.4710970463345285,1,0,1,-5.6075211317629945,53.79934008422751,1.7484706926804034,38.790685908437226,-0.19300336916136837,0,3.894268463042779,28.449757960420563,0.7176964596666036,0,38.65321068696586,24.36374740501632,0.1039487308170197,2,-1.0485966562102806,0,0.48695043912843883,0,3,0.21829354921603839,-0.3926329690535762,6.924572453927285,0,9.04301019958897,0,21.653147975468382,1,1,0.6294557151543991,70.39954730942176,45.227549840151056,1,33.33332680309884,24.110889001506642,0.32153240393698157,20.374277027252468,6.991096776630718,0,40.204198481382385,34.43879666890679,2.6966543124552347,3.5524027336115154,0.7769976550075
0,2,-0.9825854520370896,9.828192133448638,2,17.478583195542566,1,-0.31389473736133394,31.334986082083564,89.32664325121438,9.587482934774055,0,26.921467359647366,9.86312023404119,0,1,0,9.640557921050487,0.9486403248160968,10.75266694230018,40.52723143384294,2.985168428512726,1,54.598150033144236,69.62207388547131,0.38576895668100963,2,99.99773410703048,9.32665519116802,0.012800430861040818,1,9.586490083915578,1,0.6055155039166709,0,0,0.9862432357931321,2.0060938958535885,39.59953113831867,1,25.627046036806014,4,17.78894764944693,1,1,0.0022841114254862904,12.36149896854808,53.341827919476316,0,92.62945104044107,60.41564844866506,-1.1494050721699873,12.434540522625197,3.8490324078821745,1,74.66536111901604,38.87210831582651,1.6764557265805646,3.7441528300023994,0.1675202611034839
1,0,0.707347466008393,-9.989608194399258,0,1.3311280895857545,0,4.3142148934637135,69.99998604700176,24.102171261798162,-8.924602655838337,1,99.9862611080813,-5.503580500280862,1,0,1,-9.844489482668182,75.70141929416988,0.6361994506483831,60.99096141352712,-0.33912254827743915,0,0.1353352832366127,30.707784177007632,0.4487667878122351,1,33.56727615859119,33.51771508590785,1.0581004961592129,0,-6.3792118427930244,1,0.2393898449724618,0,0,0.1668645776154023,-1.1654700828770366,0.10489652674286365,0,22.083735778849388,0,20.599821670408094,0,0,0.9998239913659193,65.92694130027711,65.31888613271252,1,0.7254927584423809,53.96318018000721,-0.042044914151203164,14.556413144239432,23.699000128471496,1,19.367985865669674,35.8582388324139,4.439983569750945,2.957376163833784,0.7598699733653952
0,0,1.26826011166229,3.067113689080248,1,3.48063809251427,1,-0.4385617284944372,32.76436274504874,62.877855590657006,6.647888017669221,0,25.05827450800671,5.969608810814883,0,1,0,7.3695611374792165,14.943526957164867,6.57588062275518,24.278518812041323,0.6846784296408746,1,2.7680947364455153,59.12744279468966,0.44685122673129307,2,72.15481810538577,25.49118246178377,-0.3425299691615851,0,4.732598985924232,0,0.7137239353198399,1,2,0.7892818582609467,0.6632161730476392,31.607573553750193,0,18.105815794195063,3,20.29815332409727,0,0,0.5179892173457118,77.56990996662941,34.011522777734655,1,76.2488751913846,27.511311756078165,0.4420323630772883,30.727469718474573,51.20856731479873,1,44.74398275857111,24.90772835354148,4.716620158354064,5.878455700993908,0.49253179761122906
1,0,1.4941567845325527,-0.5577197412306152,0,2.552906372259537,1,-0.5362426100405253,32.01514533538237,71.95154750821288,5.157524475800804,0,28.42006541338512,3.0206452555574757,1,1,0,4.834275828678782,20.258603443724827,4.637030930427316,17.736964056773623,-0.22736817785077745,0,2.5874064885242825,53.807346530355176,0.4409727153816472,2,30.517141063731824,26.556330163390143,-0.22676093811307063,0,-0.5105179403377882,0,0.3424054719680234,0,2,0.6996591767912099,0.8371119558578031,17.072042445051498,0,1.061680367053901,0,4.009319946949372,0,0,0.41201310849277045,51.66728801159698,32.72120961446575,1,66.66747354781859,25.910283093792902,0.9520569733098272,17.895807339076335,6.186523966651664,1,53.46681895826825,37.55743468400402,2.4474830817426607,5.968544054224105,0.3979574325573913
1,0,-0.35000399010599687,0.5827323969100213,0,1.6916667787510573,0,-0.5511393737739391,32.43960556333622,18.145978023415022,-2.7267820937476506,0,26.602543863878147,-4.77713319932494,1,1,1,-1.5092010737425419,53.988370077363484,2.4537977019899815,21.851803648632906,-0.10256264271788368,0,2.2903410277887875,30.730678882823888,0.3773266857165212,1,42.62520174102436,34.520272081845164,-1.4537233900527873,2,-4.709038456761682,0,0.9264443258887642,0,1,0.17184205866318003,-0.07815524576368765,18.28985559081208,0,20.99159600013923,0,19.903721934164146,0,0,0.7726074937563867,13.101514623535797,25.219473888238127,2,67.34712802142137,28.92548043300807,-0.5679542453202515,34.138992136404404,59.75863421471554,0,15.574927500936493,21.866853989864108,5.377572314675952,7.497382110429463,0.1362747252771443
0,0,0.46457039431350555,5.139010870422862,0,4.063702407182823,1,-0.2999125862358247,33.45351243992336,95.0141080185128,4.9669775044499005,0,28.11079016883204,4.597659641884613,1,1,0,4.302137356525355,22.43951945820635,4.559158596055491,21.305578175969035,1.1331848684111863,1,3.1619737228745133,54.850368827129614,0.541668941389184,0,67.91505343261768,27.994524544526183,0.5086295016393673,0,4.7302500577911495,0,0.7066184788926257,1,4,0.6270378339849558,0.8315143974769313,26.163725366186057,0,0.7331970255499431,0,16.55859097702545,0,1,0.441741208933329,43.99659199554066,34.76319385316468,2,72.69612920419249,50.03554558880892,-0.23080765585681415,30.163119733877938,80.69387722269752,1,74.17874358847894,65.23890019036054,4.264071455420379,2.703631630953738,0.8280446282831159
1,0,0.9109972124014216,-7.330858095516454,0,1.4352305093976288,0,0.8894537505774112,64.55209204031343,25.002377786572833,-5.5070819454866795,1,79.53296553177502,-5.4293711409916,1,0,1,-5.9008524934000475,61.969816581322235,1.5492697061233283,49.070334797841184,-0.44942180046950037,0,2.789222360448653,30.289048275819674,0.11225029063274944,0,19.618399141474242,20.17980106204984,-0.20481112062346823,1,-6.3275251368368215,1,0.5894185964557288,1,1,0.19880108100215432,-0.6547302877935736,8.014942782825543,0,10.565755428423058,0,18.054052895542647,1,1,0.7603802025255675,55.1042618602238,45.15929666153079,2,26.961922242408477,61.186058965638644,0.0833491110404119,20.1864871442412,33.33126640408825,0,14.343696114930164,40.84897776410124,2.5858830522966874,0.7489627608264351,0.050939839691430955
1,0,2.0545663004211603,-3.3828342821982798,0,2.282978867558263,1,-0.8551546222188691,35.38628399148626,52.22563500948589,-0.4843120709486666,0,29.50011138311679,-2.572970814712514,1,1,0,-0.6662274645494559,44.37756829496607,3.3253137194158593,20.77068255340159,0.03805062460073267,1,4.088923797290716,32.104491035821205,0.045346399029781714,0,26.279971600542417,26.886813056200964,-0.8656407820739741,0,3.6765460850002363,0,0.32722513352070015,1,1,0.342695744315497,0.20408069686703229,16.033719001362257,0,13.544407464937112,0,11.947616527600825,0,2,0.3102803417806468,47.90023221083753,33.72349154262325,0,62.04436228974858,27.853519670371288,-0.8799317805109611,21.076126784978303,36.24837017677772,0,35.773325353411224,37.238855630521826,3.983061316809506,2.6168970120480535,0.4990038738576102
0,2,-0.07008532153734455,8.66047431855215,2,16.18812458958359,1,-0.5323974803495332,31.363673544842328,91.54557235070956,7.863960134135208,0,23.582345373989156,8.764579805719098,0,1,0,7.015982703971147,5.616787952617743,6.807014627318755,37.80533316117885,0.8712957567508575,1,24.16346952724833,65.25263331534728,0.2657303874042143,0,90.72402714263697,9.521917362768711,0.8530806128013796,2,9.675268769152588,1,0.39115084523822674,1,0,0.9057781943827512,1.0899064128954299,38.33824882572101,1,31.906356667550213,3,30.523469942923573,1,0,0.1565170693303971,10.659295801653204,60.38319154016659,0,83.19344871878032,31.092462412772722,0.7591623538674757,17.739998585512325,39.706335797108416,1,74.02442112802436,35.15949581206221,0.8220060491902873,2.7663832619913005,0.4847230953580034
1,0,1.2811663349783429,-1.9762446196497425,0,1.8212774117273505,1,-0.5560297016322983,39.09595518258503,48.868365520342664,-4.586303951160157,0,28.345011440531493,-5.466672954506107,1,0,1,-4.302640791544814,57.1879705671202,2.343196356414156,15.553607661601095,-0.9006339520647222,0,1.0495668869900248,31.03126533932939,0.5381677381399235,1,33.44992622705176,22.565537895094792,-0.5443744997419946,0,-2.98650750886803,0,0.6388929581759493,1,3,0.17236303490690585,-0.1391724128786969,12.157380961369672,0,6.918887936902007,0,0.061861190434207014,0,2,0.5986311036433096,24.949441441829947,26.004957495159115,2,58.93215897741754,30.607525744629726,-1.4288592196470034,31.705185332170586,42.50279532413678,0,46.45793487861646,38.30191339648506,1.243380032127397,1.6223291196321585,0.8897307636929475
0,0,1.013942621321469,8.547713342517532,1,11.747328898038315,1,-0.42087957594713693,32.35551685132481,93.85541316275163,9.280203225346085,0,24.449512300617197,9.655581221154439,0,1,0,9.140535980266687,3.2120239900891967,10.963270351336604,35.137052543931695,1.9149345278105487,1,4.287316617170376,68.40371254290623,0.601842751486162,2,95.85368078308971,17.363964787413334,0.7749962905890334,1,7.351746232312237,1,0.3920513934029187,0,1,0.9795995953345216,1.6481657739990652,39.25027651909977,1,9.85380237668924,1,18.11672732788957,1,1,0.08775637165004357,5.764082017755041,47.92848609610472,0,84.95007990209236,43.872951643012115,0.1296634938989211,22.92828519557315,91.20290119039393,1,75.39948418531168,49.57784900858237,3.105598170270579,13.504409482114372,0.2786516497311454
1,0,-0.4252892268273984,-4.881770522025071,0,1.303214020736846,0,0.7148663275121709,55.475432695013794,18.45096184240822,-4.4056319961466075,1,66.21851782147013,-5.557175648158816,1,0,1,-4.652237588942107,60.375146356903215,1.5176890083812469,32.55137390323742,-0.29846071362724236,0,1.8456961977167534,28.710237152590494,0.2672143213480206,1,28.08681434943205,29.785366942601662,-0.7891048973088618,0,-5.393280658187858,0,0.19011609266587393,0,3,0.2143728875705479,-0.5704693850197421,9.9809474836558,0,14.475106121186862,0,19.613393330428224,1,0,0.9666475257368065,6.9839411438574395,35.78622734258198,2,36.037587068837915,68.1966878403094,0.4436970941929955,23.73086472854552,25.01448599770067,0,18.169286977961946,55.74667212032629,6.96593755877352,2.1067762906335656,0.05847394384397281
1,0,0.5822535683938945,-6.671840215751448,0,1.5143780411453336,1,-0.29640941696804646,58.85858219444934,19.114742317827567,-1.1388807407549617,0,41.29889660720417,-4.080250069156199,1,0,0,-1.9048668163347369,46.25113662791212,2.4856710265258872,16.94389248227058,-0.4081871164679649,0,2.977007671293139,33.5468308909784,0.660669243832596,0,32.39262915956027,32.09800435097829,-1.15930505846576,0,-4.956627665824427,0,0.8344783523602664,0,0,0.2724879001487036,0.15664695573445325,12.012984847310356,0,19.57793553870882,3,19.291058879929167,0,0,0.6108466884357487,78.38224705936733,26.998486667865734,1,54.362998104088256,37.35808335629328,-0.442509635415303,19.93923460647548,42.48271490135769,0,15.164526095497607,31.870464475148168,4.8534780345818405,1.28103813695566,0.673635484868399
1,0,0.9859446563987477,-1.3867894852977933,1,3.170742560096819,1,-0.22132058133959284,31.667660972665434,46.01386570022737,2.1988400278503146,0,43.825546554630016,0.49590186369556655,1,0,0,-0.04187414958488489,35.302963444737905,3.236298092175019,19.264487442178773,-0.7386123213507392,0,2.820433901425067,42.668192015026406,0.8465033567661941,0,23.018173442933488,22.575710503827473,-0.5824668636096155,0,4.81321844502196,0,0.6225307988683986,0,2,0.4783354087122862,0.3854324002507883,6.737159195672895,0,21.26932702488883,3,20.656103203369817,0,2,0.9576657787489291,67.08439403064732,34.589407521868424,0,58.57827637169007,21.679589157355217,1.3511679997558677,19.221475005401086,13.85728897477062,1,32.35642759108597,43.648932681425244,3.252736495906924,1.6819369939131814,0.6947849089311223
1,0,0.00557608154225311,-6.532022899379866,1,1.480239525338405,0,0.6289599049063814,64.03412872004526,45.33217493747132,-4.951305824604997,1,67.9253119686408,-5.934016340478738,1,0,1,-6.423210609270811,59.739205929859594,1.4315578613075932,22.942214828712082,0.39479248676802575,1,0.35318646555604766,30.07059027011011,0.22544570086077942,0,30.30310664211866,28.131280630297915,-0.13280476457362975,0,-4.115118746461029,0,0.21501466208481002,1,0,0.15883480323200738,-0.4395629518293858,4.757616403872895,0,5.423337477157939,0,23.933483380137332,1,0,0.7899237612919418,67.07316218258555,31.33378654687525,1,29.34637324443072,30.263487837343625,-0.7409760787187307,26.75621001332346,81.42882727648428,0,32.59553664900034,45.04960474460718,4.501104196317581,2.859273589321058,0.604025476038186
1,0,-0.27805417589737724,1.0817704532832906,0,6.040039702798375,1,-0.4386851412433596,31.39192918812137,99.74823346708907,6.645760381793817,0,28.474261408867896,6.589354469348841,1,0,0,4.076599101784613,15.291600700356046,5.500707162810598,14.923570548888204,-0.6932066900298214,0,2.352407427105095,64.1711815934062,0.3630162154709994,2,27.11054550577614,32.220878056416105,1.4856603961087314,0,7.609878691611129,0,0.5997271435715981,0,3,0.8229341459154798,0.8870389596550458,16.002400799986358,0,3.4437773594561127,0,22.292161607487838,1,0,0.6466441424798031,77.59062270725777,39.51943670116368,1,59.236564428418994,55.54368869434944,0.7321418579396832,30.084568876019986,76.88488947924861,1,79.80701312702408,79.99966096272537,9.174353127345935,3.4708083401227237,0.5503539686396148
0,0,-0.8400035517136627,7.888507819451846,1,7.151566581966553,1,-0.5472453820425746,32.156600449659216,77.79981488428108,6.784192690679433,0,26.5931612054204,7.258056687037836,0,1,0,7.150921407455854,12.111085630791942,5.877818115203442,31.930598651043283,1.0693951540489397,1,1.8521622646214164,62.101819496351055,0.44529234599673573,1,96.42608018467072,25.130110324931895,-0.4038817872848137,2,7.261167624237423,1,0.8153895804014664,1,1,0.7856100382324087,0.7857111566179271,33.98657087104327,1,17.857704616524718,3,19.435822865329193,1,1,0.03817560082422816,32.13880469359879,43.48552824581176,0,87.25908781577915,65.54222214635536,0.7680776097474984,22.609865786350724,22.56274588422386,1,64.0501643984718,41.48157361435579,4.025024592072223,6.53702080822577,0.6832280218773058
1,2,-1.2378652964194312,-8.41771225095528,0,1.5819053009736486,0,1.1300441614407248,66.12870738296527,24.80189920396983,-7.715490584557241,1,81.79072684495048,-5.492541875764688,1,0,1,-7.810476627340436,69.06113864302219,1.3256591516614316,53.08650355425083,-0.8176851658332883,0,4.2241381548344,29.985781920715127,0.15003696007839973,0,16.644283743265532,16.26426921198769,-0.21026050604493096,2,-6.205009036560432,1,0.9783503425036928,0,0,0.19328212586850968,-1.0968479527657469,9.672382409744852,0,34.94568696177495,1,17.975263613276574,1,0,0.9879363477838429,26.934849759971705,50.579656159415464,2,17.415861660307336,62.654578864153954,0.017550059627463786,20.60735209348418,56.28277976648235,0,22.74861729728905,38.140475673432064,1.442203608422221,0.8348542065034364,0.16640077061303937
0,0,-0.3184660107936993,-1.405769056545406,0,2.2372769741303253,1,-0.5077616054379653,32.615356967570285,79.25414672138218,4.700111865869861,1,28.81541349729442,2.693370410427427,1,1,1,4.979156122041557,25.126346318142268,4.187064086188543,27.995106169897014,-0.5265177403295239,0,3.2842548094789907,56.2062095835348,0.5318453789254068,0,42.287593672822474,32.82793283288754,0.16604011422762663,1,-1.4445389675869862,1,0.45218970096132716,0,2,0.704114669815394,0.3138528554233527,22.37728501579192,1,0.4422696315062624,0,39.99985548837544,0,0,0.5606494240541359,65.32223662175173,32.21835354731182,1,60.06684239541791,49.38593640206376,1.2914055110360712,32.3120707340998,13.985615127800932,1,70.36927543294054,49.22129153351429,5.599825632645626,4.466929664364298,0.6627636260030451
0,1,1.4091115368769906,7.153322870621086,2,11.893050323606873,1,-0.6222101807237309,31.4430451586963,80.55661731080839,8.521591026031029,0,28.69553602760997,8.827260832240892,0,1,0,7.556659578895392,5.5991204332244005,8.439260407871272,28.77918795433545,0.7010800844748769,1,10.342134131836652,66.02805197356531,0.38352392097133664,0,90.07337433250295,14.25084717679308,-0.07570307236006435,1,9.60979679091498,1,0.27024917387665043,0,0,0.919849410079261,1.6452459252953342,33.87453347010734,1,29.190002168826066,2,27.801249777008948,0,0,0.08567937244825707,77.2802109548008,47.77351687620345,0,81.40304777688497,57.35460432787245,0.048190965030027136,20.045859148754246,10.662558983544029,1,62.280985715226635,33.08240724900455,2.0566299974322937,3.0228602862413605,0.9959914677704839
0,2,0.02425264851105724,1.5612070041155572,2,4.709094830656106,1,-0.6810357774912419,33.174840117906726,27.26417702537699,2.5796510470268057,0,26.374633534476477,0.6465710571840493,0,1,0,2.196005013271707,27.60691061562396,3.5657824003135508,23.666603672520615,0.39536730605814957,1,3.742698872222804,45.870147663788266,0.06585020843069128,0,48.19732183553931,7.037073563596829,-0.8647750340907556,0,6.086959779312913,0,0.5223611043595406,0,0,0.5243941193880128,0.0007149306499305764,29.118440607372516,0,38.487425696135354,2,23.113401509358603,1,0,0.21788299171691788,29.962902949513122,38.965263653008314,0,69.6198117020487,36.46233926134345,3.8791677508382225,15.358735247827006,62.37813873656772,0,19.559854400330394,42.8610847862046,1.2294499334770763,2.373477295574166,0.5279607845446678
0,0,0.3267116211185319,1.981249445385716,0,3.091119532470911,1,-0.46726044929341476,31.66073308750184,52.47501907162364,4.620574163965616,0,24.51201494268688,3.3501165855951953,1,1,0,3.8633607765270064,24.077868284978106,4.639276802769265,20.58984163732033,0.43852408602695614,0,2.7019673794185506,54.709328129029,0.4417158752040977,0,50.06221920458217,31.873418133544526,-0.5573702544235529,2,2.582668447839376,0,0.8106069371020559,0,2,0.6526478731593567,0.943817672871821,25.26981197700397,0,12.648592203870601,3,15.41835893942297,1,1,0.45958052548456574,31.198715752694774,33.16215248327234,2,71.63762635521135,39.492712298585246,-0.09443654966427907,10.256872790339223,4.6449596404266655,1,42.7263592180092,30.888820158383457,5.50181993413895,1.9929808155242033,0.2900457417320391
1,0,1.2138698676554645,-5.457855519989636,0,1.215351746138232,0,1.2476442419748142,59.16683050233026,26.69532853283466,-6.028147329068954,1,75.55040521007919,-5.377355961147452,1,0,1,-5.877808771095561,67.52592328648093,1.6804053381165722,19.951732662157045,-0.38715488255250646,0,2.39457160698225,30.020743414655374,0.44238777341100527,1,26.928089357945993,27.91790813534659,-0.7325221839496334,2,-6.145199290574254,0,0.2244736373002535,0,1,0.19912581545282976,-0.9952518896684047,4.209282701482373,0,5.605604405928979,3,27.20727321090999,0,1,0.8890512894327223,25.944871585544544,30.485170422680017,2,41.52185434977588,24.51986116389459,0.0019260256505795673,9.091838805153074e-05,47.5251847261524,0,15.194746757927028,48.15108947696831,4.105186217642425,5.3311694195186705,0.6336101135835205
1,0,0.18487832082115266,-2.4069262827374995,0,1.2608121482989942,0,-0.24952038717651545,42.52476233876086,38.30245304158686,-4.291797066124765,1,64.26678804319633,-5.238244196644073,1,0,1,-2.506691240397907,59.08507477691833,1.688913810798519,67.14049981534944,0.0843623767705166,0,2.852612910188903,29.679945847166355,0.7075298000674349,0,32.91195346007034,32.86947315068039,0.7021232924103208,2,-6.039907340571228,2,0.6584392978587821,1,1,0.45849608478831,-0.3772037529934619,14.399876338399359,1,12.724405740177263,2,22.566163244887854,0,2,0.496270376809227,76.05252576681809,55.69499764007041,1,27.554793713599356,61.46114729969737,0.3319817238858929,18.73422074374908,10.50390629073506,1,25.06951547316188,45.25563062767763,4.745721904414637,1.4963301273001257,0.7872537894225933
