S0,S1,S2,X3,X4,X5,Y,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,1,0.007515145073757248,1,8.934120875418774,2,1,3.032561640894635,3.849976096923955,-0.8339987053015392,0,0.8594329128116583,0,-1.986469424552899,0.8227071957708685,9.85472602672658,0.09747436232269435,2,8.50170881477833,27.587360854067636
0,0,-0.0233562963126039,0,75.58512323596516,0,0,2.400285332491659,78.00337177564614,7.99914006339527,0,0.18568567095068583,1,-9.482253993008541,0.028252243019961265,4.305687923584629,-0.29772466044006207,0,98.05496859814235,41.80869419081485
0,0,-0.104755254661584,0,20.582621258778254,2,1,4.366108589107272,33.678834650915306,8.926049415651192,1,0.41374133924341244,0,-1.908524660193553,0.22249765613906863,1.1183285174426572,0.5700915405039745,0,64.47961981564472,52.728843838360916
0,0,0.0834045113664846,0,73.67348651252088,0,0,2.361250128054827,77.07050478891574,9.399600329860249,1,0.2071319505226849,1,5.3588427360667055,0.018740870088958417,32.84337737861079,0.12563542321505733,1,82.73463069430132,53.970247321151206
0,0,0.01170858384446585,0,78.47199385250094,0,0,1.728777660059377,78.78380030528335,6.9048267784487685,1,0.25148807801857936,1,-2.530851387551694,0.04557709241229735,16.95758221466501,0.08462017368156301,3,98.03725091021349,54.02929859450542
0,1,-0.05455085769796195,0,74.17541622612872,1,1,1.867111944466556,71.33262249849145,7.264769222084617,1,0.2859165507571286,1,5.996207877534573,0.07828389045085338,34.608672171341546,0.3691360530407404,1,71.21272025935636,55.73035378229281
0,2,0.02292286935472029,0,78.09633870500916,0,0,2.5031822737930076,77.55290220020187,7.939638155547488,0,0.30522215018446486,1,3.256461469127208,0.03586174182014551,10.05284096675959,-0.036410876708548284,3,99.14158347027426,26.39230536742933
1,1,-0.21596562815705508,1,28.45495753886147,0,0,1.90014101666651,45.51966565137741,-7.849054094518176,1,0.27682088547056904,1,7.974487367725523,0.6880884354889889,6.327604205437289,-0.43065798729049604,1,59.96122377734145,57.15323011470228
1,1,-0.10803755603401709,1,27.875449204585372,0,0,2.733495645381247,20.59885133850357,-4.611089599882414,0,0.26308129528110413,0,-0.7357094704154008,0.47794717880865734,27.915342998386123,0.22526221147617784,0,54.90433927811,65.2612328536359
1,0,0.16380057978009227,0,51.74185138860118,0,1,2.043030613895884,40.72715061854875,-0.5089358407253144,1,0.7146354504996904,0,5.100745756332527,0.4684879533087474,16.39403076697946,-1.2043553664827462,1,77.82486759397173,21.38010219920908
1,0,-0.12817638957926528,1,14.172053670511184,1,0,4.392600731737244,33.54344139697828,0.3609230014985432,1,0.22866442605012044,1,4.465008977655174,0.4645212433286856,25.527313964443486,0.5401895608171315,2,23.53068187124213,52.4497128026924
0,0,0.1430349308481918,1,17.14551122298694,0,0,3.571877022974437,50.431928744174414,-2.4735843712263677,1,0.28918095406795125,0,4.549834673003076,0.47221481966217455,7.286481487933063,-0.18706353085052227,0,52.114966678864505,60.498878465282694
0,2,-0.19046153751028574,0,35.139924261127014,1,0,2.672086645636356,45.57521371496673,4.5893402564144665,0,0.30771462213894535,1,-3.5989576426629197,0.43833178310811977,34.05552787977101,0.09609006015715785,2,79.55945333892835,19.623847121401536
0,2,-0.27601237532106443,0,34.463617211523385,0,0,2.739786595271126,72.99588074961119,1.3935006101833647,1,0.2143645230154237,1,-2.4482822950056953,0.20312550278388236,2.189610434977669,0.4699001047045264,0,84.20556009278798,26.238867479917865
1,1,0.046991518652163444,1,32.72768848982337,0,1,1.7720251528095166,33.71635547652136,-3.7451649581063364,0,0.6314529207352992,0,1.645514018471701,0.6454764973023113,30.675938257952346,-0.20487335452043837,0,32.306826807887006,46.54514794408344
1,1,0.10651635382736266,1,9.923889717973612,2,1,5.2232210513933355,7.989080460070723,6.280347101708497,0,0.7730725435407904,0,-5.1405691041178025,0.6085197295810367,6.559867982203738,0.1344163836115878,1,52.44151506138161,43.61971757001634
1,0,0.19031990808421942,1,26.11037945773452,0,1,2.4230675408994236,38.43759388433612,-2.232465340057079,1,0.6462630723343545,1,2.9683977750034245,0.7139382952589817,27.11300429617044,-0.15018815141048233,0,30.92079956617555,24.398592456918248
1,0,-0.2535065665091943,1,24.056900171520716,1,1,9.918334500637043,28.773412658698028,-0.36495786562956667,0,0.6286060808399678,1,-0.3494698138804626,0.7204336659628084,14.720819905064687,0.5498776090609374,0,16.416974305103736,46.796976745442976
1,0,0.0787458968747422,1,19.963578572204568,0,0,2.3161078812653817,37.15761279186849,-6.062843470293956,0,0.26515761809438143,1,-2.1350579902759943,0.6492825935523152,25.21550550187955,-0.510467468860999,1,56.87647832811356,64.20917642152136
1,0,-0.7419720740884805,1,14.836055905382445,2,1,2.430561672051208,23.606453636454003,-2.9832196213969056,0,0.640023442813761,1,2.599895217104006,0.7448473348768326,16.271331899182684,0.31438832070262906,3,36.96976718656367,46.848073741341864
1,2,0.16154682925718855,1,39.857882043339934,0,1,2.7613277876269984,32.14323235183863,-3.3068006743905496,1,0.6669031801331546,0,-4.115472528607746,0.6543157806446208,2.709271825518018,-0.6062458122689437,0,6.103753624967295,21.279717485044852
1,1,0.1336639061907353,1,28.335951647439703,1,1,2.026645406313624,16.6698785825269,-6.551588561766578,0,0.6662991899336488,1,-2.1296260843333013,0.8195049637921845,28.66531707774905,-1.527030434782651,0,47.92711212506257,61.634724736336956
0,1,0.3017489870849532,0,15.49168364707516,1,0,4.3865178754934195,48.08449829932883,3.2162387179280323,1,0.2431664992581445,0,-2.2186714704409605,0.3928219860688643,7.8834994521719315,-0.1239004935709056,0,60.452714849251535,23.993753501673048
1,0,-0.1438804563223673,1,15.924209682408414,1,1,2.2722415127810565,22.45444999049483,-5.0429135293693825,0,0.7320230041331212,0,9.553428912134745,0.5271434772564492,10.701834451242608,-0.6488781527616726,1,46.76373624822464,23.513891287548283
0,1,-0.32032938076437845,0,52.25870215859112,0,0,45.415159539781854,72.78630423576172,6.048575762978942,1,0.1854576475898259,0,-2.477846727626445,0.06637972103436807,15.637390124193365,0.5193500821981643,0,98.10917899179918,34.413979229384196
1,0,0.19747560431064778,1,20.363458932741374,0,1,3.1335372686074163,7.563350098806065,-9.753469862639697,0,0.9555618063588495,0,-4.113882487528797,0.9891917119080578,15.463680101896063,-0.434610579901852,0,0.26289578536448643,24.837841603068064
1,2,0.08887375342874619,0,21.52582044467377,0,0,2.8099479529548366,42.58691354222595,-1.7639406120459782,0,0.22296682543490765,1,-6.426216393965597,0.6362195349833928,23.55880987247864,1.4096017910340826,1,37.07740008033652,67.98597219569211
0,0,0.9501918816529893,0,76.2993834791584,1,1,5.763896539970743,58.59226414161551,3.6821585611330026,1,0.6769932301326629,0,-0.8725225165060042,0.19862264910873817,0.9059167711020111,-1.698329711149233,0,68.92521054917052,18.716494923288536
1,0,0.42827753540731817,1,20.394806779995875,0,1,2.5575712614285737,33.96431116514933,-7.432354843974537,0,0.6093111843252905,0,-3.3523422773157385,0.8954767733927763,38.21708831067328,0.9875446878926423,0,17.699657132409115,50.08759120765245
1,0,0.0561596424636499,1,25.110836170624893,0,1,2.4468613498032954,34.47383818719699,-4.8366722902211645,1,0.6340059218268985,1,-5.840351164798197,0.735876285083543,19.461260067880634,0.3612207986580481,2,45.85592092137,41.440004347841736
0,1,-0.010404304427708481,0,79.99581118834753,1,0,2.5155492271349953,79.9639469341078,9.991905435261586,0,0.20622745853542113,0,-1.563158980965163,6.759717911725138e-05,21.869277227377857,-0.0442230450266395,3,99.99264754021155,38.55962706574093
0,0,-0.8708443388387558,0,68.2409567790249,0,1,2.3980529537616184,58.78624295894787,1.3865227300604221,1,0.42227755341717643,0,3.377488692863828,0.2678293622868605,22.204075904080952,0.7121535717211852,0,76.96951704765193,27.454208195618357
1,1,-0.6576714921503858,1,10.88753612343007,2,1,3.6222565318335342,11.31273631282021,1.3531922503639215,1,0.8885545885273544,1,7.5240184943927915,0.7076914684852307,22.156700361400837,-0.002841967401331101,1,29.010250386078972,39.24405621674185
0,1,0.07989670975132399,0,77.30592295944274,1,1,2.416240653118074,62.93942394678269,3.8651715400081628,1,0.6546203407518774,1,8.710551854812199,0.2420335170734178,12.708136380957747,-0.30381750879488745,3,78.64595276593305,24.805615070709038
0,0,0.4883515547891338,0,74.5796449139252,0,0,2.4541973292768207,73.62077496868966,7.604152924256891,1,0.17828360003764193,1,-3.754520711799783,0.11445449850871409,11.081655724008893,0.30613492060989317,1,93.47487860216472,47.03745460089277
1,1,-0.03586873592325397,1,32.25926257095119,0,1,2.3640530483577358,36.77316160508465,-2.611719163064273,1,0.8871019554882152,0,0.6334789198709228,0.9645263178040623,21.443589231463985,-0.35274169432250785,1,56.61784872460731,54.2909194008255
1,0,0.052778668494450835,1,37.521710789433996,0,1,2.099291294777159,32.41809737177861,-3.704262109005237,1,0.5959034076556422,0,-3.4935902938711028,0.6376743593143356,15.374549012721136,-0.21419108731633232,0,17.468033286615174,41.40675239279962
0,1,0.05672508194249568,0,32.82821397719667,2,1,2.3426028183818692,19.797522789634808,5.532853164890707,1,0.4942493116435995,1,6.129330600254143,0.365946991541635,7.927247765138725,0.44887568303343234,3,68.9182897282089,59.02063167046009
1,1,0.23333644201378897,1,60.28478079512759,0,1,45.415159539781854,30.34894582747628,-6.779831142183666,0,0.6627967811352825,1,8.206279347080297,0.7502653549384133,17.392804482444152,-2.1991322766898658,0,28.227987938519238,60.596089561089514
1,0,0.1879873267101394,1,35.11937788391577,1,1,2.4506151665856395,15.63152455408957,-4.9628258919766495,0,0.8229799054678386,0,6.122077981170584,0.8702324735378176,33.440899157051575,-0.9530423302612073,0,8.390622218225573,61.348789000165816
0,0,-0.021639019060503067,0,36.095522188670316,1,0,1.4046768090767954,45.61283663504344,4.246734779264262,0,0.24670729656997437,1,-1.666700226887583,0.36212081593363976,36.07117251164574,-0.2700952578738405,0,77.58626419630208,52.57392270715244
1,0,-0.038112164145074415,0,34.0263710838008,0,1,2.2870294988870894,29.51077795156739,-2.3967284867304572,1,0.7976013374821616,0,4.4666193632563385,0.6466415912228902,31.48533452627291,0.17364810978294362,4,23.805048917688755,55.98670508863398
1,1,-0.10777913514453,1,11.859417606613572,1,1,4.709928050351111,19.076037758767825,-4.823849604533762,1,0.543685356776468,0,-6.188250682117625,0.8129270526037767,20.11689071483421,0.11862526347919153,2,54.33301543714815,39.810180705531565
1,1,-0.13024681272567987,1,56.91881428227592,0,0,0.7187227280495213,52.37461004769585,-4.717214266028318,0,0.19450338278249624,1,-5.24327621007032,0.606169933785695,13.386129026913341,-1.7095662337140995,0,59.522292176079695,55.89968028377682
0,0,0.021835938124372255,0,16.946174506831497,1,0,5.554720187676976,53.50407192852242,5.059375451326504,1,0.16165366958067195,0,-5.075053223569396,0.2239659774147012,38.456005122109104,0.1629744028072915,0,49.41161368628957,41.027302695007506
1,1,-0.17121868957881758,1,7.6912142801065375,0,0,4.549181026598825,36.31449186427257,-7.894808418545046,0,0.21419187319121158,1,-8.41011050332316,0.7807126827669134,35.50335086902586,0.566009382345107,0,35.746080821524494,19.280334764368895
1,1,-1.0107330472130138,1,16.349254819901212,0,1,2.891546458728828,20.442644029396313,-9.454742949490774,1,0.7240092743181019,0,-0.06455514131882545,0.9209207112465773,30.814258096267135,-0.38409451559859675,1,1.673864152642962,53.279736334526994
1,1,0.17427409850708944,1,17.849118213965298,0,0,2.547356186284302,23.692360415252097,-8.540586824125443,1,0.41769920841203606,1,-3.6449406293248954,0.73716024429239,30.53973886780716,-0.9156876069097002,4,42.131522893592155,39.186112631559226
1,0,0.16668414672060688,1,23.922256751790098,1,0,3.3498174984877807,30.25416121404308,-2.2495599474035632,1,0.3412566405224773,0,-1.0305086334646223,0.7042658380021795,39.07573460119734,0.3179156927766717,0,33.331934623230666,68.11431657205763
0,2,0.4603124927917411,1,42.43723284560451,1,0,2.186898878519906,38.596241239557195,-2.6340401897606753,0,0.25468920921426597,0,-6.896369697721792,0.5469330037548497,37.5245082291305,-1.1913918502244596,0,25.238574469426094,35.81640233482487
0,0,0.07495563076961756,0,78.78156823269268,0,0,2.433602387300984,60.78720263575009,2.2862565746575783,0,0.18026193317673472,0,-5.995355688701079,0.3976132111545506,37.021377041436594,-0.648962196492546,4,70.98476201348485,62.814763719727765
1,0,-0.7926376482875388,1,28.389792002363613,0,1,2.3694707619509714,23.007596850815624,-9.13086245336202,0,0.6384010519548625,1,-1.6966718332091446,0.8886338249746353,24.499385857102645,0.4956938373541182,0,5.879332088564082,37.97913366173468
1,0,0.12132565945013578,1,16.04442510990552,2,1,3.164776809637214,16.68441538285557,-1.5193721566422127,1,0.8758435687209943,0,2.0264874180848693,0.6434624463559051,22.41307610879987,1.12500923314865,0,67.36335538287528,45.379484115352234
0,0,0.6983335871424493,0,78.13526078363596,1,1,2.4743182460109705,63.82574077645362,8.066814775709002,1,0.4282503949071127,0,-4.116945526408548,0.11786079336702748,10.898690667063725,-0.5079710076881213,1,95.82110456042719,26.718449596629615
0,0,0.0007883177575462739,0,28.788547866934955,1,0,2.6865266231463516,40.19884866364929,1.3833807051972613,0,0.1615752696112724,0,4.541508569145689,0.3853392828234596,23.653794631221622,0.46226084866144884,0,57.022218482088846,61.41076354058412
0,0,0.08422350747278044,0,30.63561366058856,1,1,2.90970003990655,37.09094201492624,2.068426546642927,0,0.6767696730537694,0,9.909651980281428,0.45390152493646885,14.030187683435532,0.09563924983106682,0,60.69233735297658,41.37462552993574
0,0,-0.06593905749101697,0,24.68721760783467,0,0,1.7365763541193289,65.7162791648961,-5.894571126238926,1,0.2200294001561502,1,-6.887831389657607,0.5123263223483296,35.509508198619564,0.03628645921788411,0,33.171369586163635,53.007281906436056
1,0,-0.026497417952833238,1,28.790151413177114,0,1,2.5405917422956086,32.43796488634116,-8.019081892585621,1,0.8199024345454532,0,0.7055212445678194,0.7978403367258446,25.269941004746606,1.1353479063109424,1,10.53157281145607,18.15570919183371
1,2,0.11365489317387897,1,27.077720066625083,0,0,2.332318330829487,45.51096645264665,-4.229172132309183,1,0.3009213706165681,1,-0.4875567517514785,0.5856907069445009,6.260526505069482,-1.0338503418251226,0,32.80546186881541,24.717348302980874
1,2,0.038341579652627016,1,17.431968196604505,1,0,2.907999217792993,27.751648819199435,-3.7770993134610524,1,0.34155984872347056,1,-7.305017949830387,0.70839674054548,29.56060089932372,-0.42667846102850315,0,12.30852050267095,22.917352819322577
0,0,0.05275107416129767,0,69.89393457270836,0,0,2.699699137590624,63.964554710326254,3.223670860341393,0,0.2277116355330024,1,-0.9305620903013914,0.5678469210059677,38.238719172516404,-1.0334905641362306,3,59.14469150279816,66.65915385132308
1,1,-0.0940314849407164,1,14.523734961162198,0,0,2.7034520399706947,34.5101559377889,-5.811819429915504,1,0.45893957842683625,0,-5.1900057899371,0.8364278019249554,16.169740484834595,-0.061991854558224244,1,24.91139386449261,51.9599931930999
0,0,-0.12348344601698365,0,61.27759340406861,0,0,1.5355993615932266,67.15699701675568,4.446729963922964,1,0.24185925646806095,1,0.7411961879718927,0.08888965808365984,35.968479327628046,0.04049409441236094,2,78.83799364731041,68.06630424718239
1,0,-0.25914089293993614,1,27.491373402904202,2,1,1.982881562707782,15.620704601599563,-1.5049641083769796,0,0.8411341486547442,0,-0.22088785981822667,0.8084235861473148,10.085376907581317,0.8085433256668318,0,38.37638590092218,23.156067321674673
0,2,0.30177465018056576,0,24.466292045807023,0,0,2.525730423791474,58.09258870071483,2.2233187500568086,0,0.2267764697046309,1,8.920893903921527,0.4507520295583133,29.959341794328544,0.18194459575039038,1,72.88077484076507,68.19107928332812
1,1,0.2706672313455232,1,20.507651178843396,0,1,2.56319963997127,31.56021594231559,-5.989517788293599,0,0.6721185095523474,0,0.3304713847400862,0.7791736842023703,10.983378216347216,-0.3604109428828741,0,28.514297896637075,35.84793025940161
1,2,0.04742467988424857,0,44.97812740923668,0,0,2.489023092373162,47.753651092636915,-1.386400090281084,1,0.37765538309166824,1,-7.435922983620177,0.6669167903189546,19.970365924594926,-0.33723765429847624,3,18.270273050097778,40.40351550973874
0,1,-0.10020962761532853,0,75.38196984883919,1,1,2.864867367848991,65.96913175292539,8.222169357882855,1,0.6935282477371212,1,8.234794132345503,0.10373865790012521,13.232339575302595,-0.7443552626355997,1,82.62504172212037,23.0021224055176
1,0,1.5715045654934956,1,38.085733272874315,0,0,2.3626088163633114,27.252972866670877,-3.9463393328975016,1,0.36885917056438966,1,-3.136285143563593,0.5363396587870314,38.79491669500434,-1.1086824948491139,3,34.55308497338932,50.68778338960376
0,0,-0.14973159659457755,0,75.80377556650765,2,1,2.280208545458109,71.73739985562187,9.157752173715625,1,0.2062149887976658,0,-8.73856318666806,0.05772045236141471,0.9743847830502328,0.0035662552592500307,1,87.67602492639803,48.22154259601788
1,0,0.4308785645155117,1,10.287022009524197,2,1,4.824864947682445,5.703687104343835,3.647296014584658,1,0.9261030022259795,0,-7.883256357066769,0.8065614548233084,1.4216678135252159,-0.515765084483617,3,55.29048266074474,35.60485446201145
1,1,-0.06220947465539585,1,20.450842160267186,0,0,2.168338272727075,44.4693877839185,-8.416909802662003,1,0.6114644020995461,1,-2.5589799991915987,0.7872766998417225,5.459082958794954,-0.8398313921266188,1,26.366697811623474,20.12453012313062
1,2,0.30074345791524604,1,16.877929570573666,0,0,1.972162589122855,15.062459175279654,-8.94385452628749,0,0.4110803380903093,1,2.6316762806535277,0.8701914034274553,18.34714744799888,-0.9717684255808268,1,25.150721464320924,67.62778897470267
0,0,0.09076129135268128,0,76.86895656158656,0,1,2.252901014536948,70.66890091133868,3.3209444072219227,0,0.25256530088995277,0,0.3980674389887007,0.24276711360019565,32.066620860339356,-0.8013813082643263,1,98.58388671016075,34.20763493573392
0,0,-4.569504454198445,0,35.02372870673125,2,1,2.1947360835082454,18.946936963340345,8.841976512878745,1,0.8242784226188591,1,9.374967606666004,0.16691241487690245,20.26054259816977,4.158347900777003,1,72.03692882357402,32.382425733489235
1,0,0.00259987427138124,1,29.554046146261356,0,1,2.4448651103410133,6.870143299828295,-9.681605549448713,0,0.9813400965499879,0,-0.6529533695202012,0.9633900063569918,39.49836609998543,0.6646939528808183,4,17.868180641760027,25.5216605763884
1,2,0.9280520036373427,1,18.409289094315785,0,1,1.811750421945116,19.747774018690848,-8.302579638051,0,0.9125594193160621,1,-0.6703689650765838,0.9452893387361305,9.565587548516834,-1.0961483836470185,3,14.426998123435759,22.369962560407707
1,1,0.005890057026547549,0,43.620254048115285,1,0,2.442097270826467,40.29426161308913,1.8860496958646884,0,0.14671910808911254,1,-0.31882426595979574,0.14203072974311576,6.175746770417964,1.50706008319025,2,63.36563827870333,33.29041611704922
1,2,-0.33347460274092317,1,29.761389801511783,0,1,2.778746206382045,28.13903116595414,-9.773597511948696,0,0.8532293757085851,1,3.496792906669935,0.8990756292452087,18.790712158602915,0.5150582974342703,0,25.239815076642426,38.104179581399876
1,2,-0.31904090204466407,1,0.16637865326939671,2,1,54.598150033144236,0.0028165777079003362,9.972336105136439,1,0.9999054493101376,0,2.0341648589274577,0.6729992471026247,5.050025176258448,0.7628993739229989,4,62.748677810697295,54.52556948090846
1,1,0.23235750361640528,1,27.795811008404165,0,0,1.9439999564206687,56.63179874617275,-4.104227420653164,1,0.2118609170417885,1,-1.4459294663813882,0.43833078066790254,6.6500989970461895,-0.04340967085357939,0,21.30662497836066,49.50567776100766
1,2,0.2602754693413449,1,26.009579769150335,1,1,2.274414138884108,23.816888325920907,-5.235479700820141,0,0.8600070441412708,0,9.675219333131949,0.7545173862526728,25.333831717089616,-0.7667348700765182,1,26.81643884143955,34.49261309317276
0,1,-0.3069337762734051,0,52.27986033189542,0,0,3.615344072585197,72.67950141255493,-0.12606515360866766,1,0.22583375456768506,1,-7.440771880544306,0.127999491435754,8.933533241201095,-0.2923580368092282,1,81.75899403348848,47.817286705798594
0,0,0.5993433363385031,0,48.472665613708884,0,1,1.8211890888883673,45.124645228820356,-0.4123661655611439,0,0.37439726993796796,0,-7.707533185645868,0.5358183832205221,39.52134196734627,-0.03912710442662019,1,68.84063981778141,32.71434027518356
0,1,-0.0226915097779052,0,49.73517064778817,0,0,2.0055654095275224,46.83591543670755,-0.4292042620228127,1,0.29579677816723093,1,2.374336527810968,0.333400756824785,5.541248500280307,0.27826930137868894,1,40.744983626847144,28.061335167045335
1,0,0.40445861292352325,1,40.87922012773645,0,1,2.136661338136831,32.48851529276893,-8.923793383552658,0,0.9011886154526378,1,3.7005927037822506,0.8793698064772819,27.217826917032962,0.3059462549684681,0,23.664356854465847,30.547149986451238
0,0,0.12812995909045952,0,20.368019656873813,2,0,2.744432879056684,32.89485009718764,3.9330660650319675,0,0.17053312142397176,0,2.228851541617054,0.3214464337563375,21.815047190523003,0.2764646392831121,2,84.96336837915031,64.5032700721113
0,1,0.07125882566520451,0,52.43049551665118,0,0,0.1353352832366127,67.67217410432367,6.361048882439771,0,0.1742345362933448,0,-4.833045417537346,0.1192127268720975,12.125552379366626,-0.13062781036948576,0,96.92779996553116,58.36676892746223
0,0,-0.1591908040095136,0,74.39390242570565,0,1,3.1058722623608266,51.450165542023754,2.706401268493572,0,0.5627017106930505,0,-6.825302955156403,0.29220278052744636,34.84471814047992,-1.706458645010083,0,86.62045363029354,25.801125639380693
1,0,-0.3960447024885087,1,23.760283652270864,2,1,2.37707535971937,4.557953768291245,-8.3449118673073,1,0.9785733649148832,0,6.79768268322173,0.8979891150946434,23.3726016256092,0.6320732914012073,2,0.6035731294459112,45.77741049164328
1,1,-0.12924369313012912,1,23.390136126345766,2,1,2.081362422324403,4.2739676912707125,-5.523149586852027,0,0.9918048198069056,1,8.982877690682866,0.8953675412471379,19.178751494660435,0.9909040345870112,1,11.534407031888188,30.887992016293097
1,0,0.10495727254978199,1,16.61458408974361,0,0,0.16167267791286755,41.46130995817248,-3.8911369132578653,1,0.1526295738639703,0,-4.8260248667884795,0.5889752716414671,24.781461363875607,0.017486492836037825,1,56.021729282317835,61.99602086277793
0,1,0.2093768647599784,0,70.27518712622185,0,0,2.295751037707293,78.06490336008409,9.602370950826533,1,0.18268815441545383,0,-4.728193924824151,0.017704949917874635,3.41295488017332,-0.34551919630412675,0,96.43972474923184,32.124029494952595
1,0,0.01743651617179301,1,24.34033884253667,0,1,1.588408437001675,3.8109948129182403,-9.894507596551977,1,0.9609545158324355,1,-3.106110569328399,0.9940986858983777,37.963166090629166,-0.3655703226385915,3,0.002175523183567396,66.03549721809729
1,0,0.03622689477155248,1,32.61424018810671,0,0,21.880353066148732,49.30308106430331,-2.407225616667219,1,0.28743244698949666,1,3.4523801614808125,0.5250489728477005,10.089338924618719,0.11230042709741186,3,49.78760972300179,26.921449006611667
1,0,0.21874783155896022,0,19.148605429721776,1,0,2.090842246473604,34.3404881338494,2.0315717665315685,0,0.3904759410318837,1,8.185834061010961,0.6828961530619747,22.845448768409664,0.5681506471433743,2,51.595791801127035,67.68923092200288
1,0,-0.0036192364024247073,1,31.623629267937723,1,1,2.836950520447191,19.955548455145305,-2.5712257087893873,0,0.6152563120695367,1,-0.596173848273601,0.6804809741145973,7.129529092305895,0.5582246970384194,0,24.963446795786314,26.718311249960735
1,1,0.6336554041341718,1,36.958121690049424,1,0,2.353230532847457,30.93749119365824,-6.116828232135915,0,0.39634612924304735,1,-7.1501678259868475,0.49925774768406017,15.486174797402729,-0.7923598461666117,3,37.77646076812935,50.9490756619236
0,2,-0.25949769785858495,0,24.29440294816816,0,0,6.900617957943569,69.3105219708269,7.430893404392926,1,0.2187037277141436,1,-1.191117824067586,0.10472579158518192,4.809048573641341,0.24747680103986017,2,73.78361860447674,67.21328660100306
0,0,-0.07980206389120661,0,79.99786380485587,0,0,3.6443859415945967,79.97168653459562,9.977054436933173,1,0.2713802167954707,1,-0.8643018734461823,0.00022945265507934298,29.78321553828517,-0.1488510006772243,2,99.99709670096215,64.19115326752652
0,1,0.11484307595084316,0,76.47725567062813,0,0,2.3105058907245897,77.56702316819073,9.720496038821985,1,0.1725935957275458,0,3.727942470205745,0.009839052827368189,7.462268695439855,-0.2321705931125541,2,99.52150855242144,64.01685729886506
0,0,-0.061049966593407404,0,8.578840310129475,2,0,54.598150033144236,21.303051550708606,8.401005647126123,0,0.15967047269608364,1,-4.146074298987898,0.35817922572969396,12.513763278954402,1.7112715362745086,0,64.93558008274903,48.508895051714475
1,2,0.2513282890766491,0,13.33106814187202,2,1,4.174975933218237,21.06332532688142,5.786612107836625,0,0.5669255341926993,0,-8.604934991578247,0.5870430531786437,10.143874139469249,1.4024834385342242,1,66.86290944239347,40.38309348582859
