S0,S1,S2,Y,X4,X5,X6,X7,X8,X9
1,1,1.5162124956077927,0,0,0.5301064712251109,49.334213692389675,53.6854260095193,0,2.265655686657217
0,1,0.5104529920405969,1,1,0.6567768024834674,75.12111485719811,14.3804534990247,2,2.554924194993636
1,1,0.021516117928037405,0,1,0.20938553942162447,35.62007919665754,76.00571702172068,0,9.478576635936657
0,1,0.05641598325784333,1,0,0.4585639228897717,71.64496875563574,20.058417371106874,2,4.050873499349694
0,0,-0.8518642853704904,0,0,0.8756367719756104,87.96117835212843,27.529145616697686,0,1.900541420771656
0,0,1.3001269877497474,1,1,0.9124686827902997,91.16358339823792,0.22220220742746655,2,2.00076330298102
0,0,-0.48784365492865395,0,0,0.12543950664801184,10.368179719447996,77.42320525564905,0,4.936178799065876
1,1,0.24018923999098177,0,1,0.19347581199706637,26.93252549616189,51.761605920799305,0,3.9362191791298957
1,2,-0.08656028083477606,0,1,0.9933284139939216,99.71605644644272,2.4085446426362944,1,31.1650046566606
0,0,1.0675198154002066,0,0,0.6821035381691133,67.683680642815,42.929831327652764,0,1.1566159930434732
0,1,-0.3072939361945264,0,0,0.8482631790068513,81.79060770032827,46.42816780029358,0,1.4788449063425186
0,1,-0.25156112724125734,1,1,0.16945189404714106,29.218382179279146,45.26563713071263,0,4.733536993605969
1,0,1.3383083368991087,0,0,0.7803325235238472,91.13046409676731,27.46606189511013,1,2.183734894468588
1,0,0.45068954843525466,1,1,0.2657000045483488,23.024887505441566,31.555470294289005,1,2.405870066333188
0,1,1.0194325521457648,1,1,0.5910940016737325,70.11352963506982,19.03442635855061,2,1.2479893255998713
0,0,-0.07593681124309382,1,1,0.6055970077672188,60.91044845698945,41.45262524930199,0,1.6162874117548085
0,0,0.2651730028515479,1,0,0.7167956416785841,77.54496751876732,22.14347226371381,1,2.1156940886443247
0,2,0.11324192865968492,1,1,0.14696062499021373,22.657610862897915,38.10555787744739,1,2.4037034531442094
0,1,0.5399175223123647,0,0,0.4709619951528686,69.06607043491151,43.11486073359387,0,2.17424665810476
0,0,0.07884600162081745,0,0,0.9861166127360841,99.45351047574023,31.683152527740415,0,1.815406030333098
0,2,-0.7398761300311611,1,1,0.3212696081552582,26.967810451805995,4.0651096493590755,2,2.254291748533651
0,1,0.351951085638678,0,0,0.3705516482657749,7.922411232351595,74.54315194354557,0,2.667043069726427
0,0,-0.12727537265398034,1,1,0.09151708983382412,29.217440573420483,74.59068434323294,0,13.355424576287355
1,1,-0.31552089625419355,0,0,0.525154532257757,33.82317799493888,30.57403689133377,1,1.9734067277722587
1,1,0.3177285322416159,0,1,0.3719976031795954,39.99561535656868,35.91607417307525,0,1.8563529970410322
1,0,-0.030935596093452592,1,0,0.28129487225615596,19.67393397298577,76.81588938987247,0,4.88408308926104
1,0,0.7651088824234783,0,0,0.7138617132656875,33.40315006634573,74.30248305356386,0,3.6912356813573517
1,2,-0.8193732747248134,0,0,0.7241522203038181,78.3172200257571,56.06691093730263,0,4.6816247363031955
1,1,-0.21940177020705284,1,1,0.7398569274357071,80.38484342616957,5.3250423621954335,2,1.7530536947285367
1,0,0.8363798056969616,0,0,0.9839728773081173,91.8852710725246,47.24374123988079,0,0.8292629696263135
1,0,0.15777216303984135,0,1,0.6018874570558967,48.3564373208339,35.08534626060629,0,2.8001335685619715
1,2,2.7559369629992596,1,1,0.27456320557155045,32.10527122206606,34.92059349459347,0,3.230403057889097
1,0,0.00822564362473154,0,1,0.6278980252739381,72.71319166487399,25.782111250091283,1,2.952755553094605
0,0,0.9760220844366988,0,0,0.13976110564571587,4.701440439986671,70.3407919905595,0,8.396103177534513
1,1,0.91817463810064,1,1,0.25464158566442485,29.292915977359833,41.23553777254088,1,2.7422376232176022
0,0,-1.8027664952046227,1,0,0.36078211182746184,44.409464983605574,58.87453661566386,0,2.2300251477623103
1,0,-0.22707704669335477,0,0,0.714593949963416,51.377099627618406,19.206215043264013,1,1.9601403216765683
1,0,-0.6658370049161164,1,1,0.09031240977907373,10.54103589135985,56.66299980298784,1,1.784318012671445
0,2,-1.0998286017652439,1,1,0.3559593919108709,55.63543318991654,5.410281863146076,2,2.969177796130322
0,2,-0.838730618500255,1,1,0.6327297446435685,63.45574256497909,3.3774159344233157,2,1.4079593674892388
1,0,-1.2330308269470098,1,1,0.22605145684099104,8.019513734704192,45.252539922127454,1,2.268140468742428
1,2,0.1732555487917543,0,0,0.7926666786162866,75.60259054924529,17.22645782177331,2,2.6903951556403936
1,2,1.266238668978259,1,1,0.6054418296651202,80.21417636328412,1.5592045789307374,2,2.3521950274258767
1,0,-1.2684979439699855,0,1,0.5058547213458424,29.97464650849683,29.48668209592171,1,3.378359517809968
0,0,0.04942034596586962,0,0,0.5952282635964268,80.8070023445647,62.602308797210995,0,1.7704178162556286
0,0,-1.0984167730260843,0,0,0.2503404851397161,36.47746152237536,67.46154446101376,0,6.725092896621864
1,1,0.3441504869914292,0,0,0.8320293191981447,58.909118362488336,51.05407738253605,0,1.1933652332012963
1,1,0.5496239602553136,0,0,0.9777133912232481,93.27268186417173,14.919999090729114,1,0.5298958765150892
1,1,0.5355385965538496,1,1,0.6732591601701119,56.15860151411617,34.13054820358118,1,1.644444091509985
1,0,-0.2283935636347509,1,1,0.13788768217585373,15.43534225402547,38.23289928129521,0,1.8148204821081737
1,0,0.0357823975698834,0,0,0.6202907175280584,61.992713040141865,59.62243309643568,0,3.7902971840041
1,1,0.519899881194616,1,1,0.24497133197939402,22.387326728498508,53.324148723831904,1,3.716712288380602
1,1,-1.3908174405068359,0,0,0.9673928608102482,96.89393958592835,11.639318984632506,1,4.177459672651876
0,1,-0.3497680193331321,1,1,0.5814504543552419,66.11827135930743,7.689369864219473,2,2.5776498285116536
0,1,0.6434181085910581,0,1,0.2799691697254496,27.72994405958538,63.55294343420171,0,2.488493509806395
1,1,0.3571174754311323,1,0,0.20307521993067967,14.833220272897247,73.32081956366912,0,13.493895141840717
1,0,0.5257412778828254,0,0,0.11051009783644605,23.686065194759486,75.1202910308851,0,2.8172291935517593
0,2,-0.13445517395369055,1,1,0.17781085830375054,16.12681035454943,46.26886811140368,1,1.7705374937242728
1,0,-0.3783111896126286,0,0,0.548191886000279,28.27424270026686,54.005956051503105,0,2.866021840123229
0,2,-1.6406524400810658,1,1,0.4501944007611169,66.04624911070157,2.9520661980863983,2,2.1726467241328566
0,0,0.6948689439452784,0,0,0.45431854204906014,74.08932459472936,52.51420643193252,0,4.4568109263170985
1,1,-0.6605401383018678,0,0,0.9842861421548099,96.49628851576371,28.10784557029965,0,1.200004944260476
0,1,-0.4447222766332049,0,0,0.3537251386407141,34.269809812971346,44.93067424141032,0,2.3457723529195746
1,2,-0.3088320310745868,1,1,0.7983726846121204,36.42619965906698,6.002313868150595,1,2.381489948496531
1,0,-0.11178466313493411,0,1,0.8513080614136912,55.84400979353388,16.221481594584493,0,4.097395172199474
0,0,-2.6451521985580957,0,0,0.03231425622915812,33.29487553701299,76.5197304737461,0,38.77907849966539
1,1,0.982695841093745,0,0,0.9903878654753642,96.69590510988431,29.66792462802151,0,1.7860904686805752
1,1,-0.8674872049458473,0,0,0.6476317830586669,68.83841781406585,66.00607860571941,0,1.0891166420263498
0,2,-0.8876097370124107,1,1,0.6945509236061574,77.87813376197786,3.6819439608882254,2,3.418184676438654
0,0,0.365229505154539,0,0,0.23439097819147742,41.803370736247004,69.8905964262343,0,3.627082960143434
0,2,-0.20995795964888814,1,1,0.4695847069738736,67.48252765169387,14.540144554314406,2,3.5804362297875705
1,2,0.29949234641062245,0,1,0.30500149888380496,43.17883793667329,55.011718294606304,0,0.5236399297103018
0,2,-0.30964162357930886,0,0,0.4902336947183058,49.924293101962036,52.12628137515981,0,0.5731354967826128
1,0,0.8122804989811769,0,0,0.8129106045868941,62.10665054737363,71.37718635407494,0,1.9976701009899676
0,1,1.7802877948981028,1,1,0.2952003809835838,28.469144915119383,16.76412112987299,2,1.9790960963550388
0,0,0.3743922821590281,0,0,0.8619782601245196,86.12207250492574,8.420823963354568,1,2.196674626609904
1,0,0.30280736292512705,0,1,0.7666523483138068,46.49804248936068,31.498868366336474,0,0.6046623992346924
1,0,0.7407815781360307,1,1,0.3051449029512273,42.07444126498198,46.95297703616487,0,3.972078624427174
1,1,-0.6440544571445046,1,1,0.6232074761747892,18.74853100008696,24.65471479105902,2,1.132811812887693
0,2,1.971744401782295,1,1,0.36361963760662674,42.049375543446445,20.60933484928632,2,2.3252938531541383
0,0,0.20818100369222434,0,0,0.5509991232627861,93.04981945128755,29.789229210774096,1,1.0257436279118666
1,2,0.19499452647385024,1,1,0.7456926120080103,48.35593577792606,4.020191274504001,2,0.6985535332748187
0,1,0.7720737606081303,1,1,0.3111435009385446,86.22556830657552,25.15905303683224,1,1.919575079650408
1,0,0.530952363283201,0,0,0.7810584727886838,82.89561323065895,31.12548966816246,0,2.4337828873370633
0,1,-0.7632609338903746,1,1,0.4774863063783156,29.237016358790335,67.94336269229676,0,2.084056697941865
0,0,0.5863005093533129,0,0,0.4715094637899794,61.37403475420976,70.19643409552769,0,3.3387622090095386
0,1,-0.8175681056134004,1,1,0.704292503077901,81.95568967109746,2.666139677344357,2,0.7582186948346515
0,0,0.41925406915086444,0,0,0.8960797549054829,89.19778164089121,55.90909811571221,0,1.6092888550433222
1,0,-1.0141625835543238,0,0,0.9511699910097405,92.24934748626615,11.453624743309465,2,2.331147642513982
0,2,-2.3352431640011875,1,1,0.21235384133391422,39.95567745576069,32.101216334475936,1,2.1893315948075815
0,0,0.8604678452458638,0,0,0.6346056884753083,50.367858618722316,35.831096603482294,0,2.030025970360639
1,0,-0.34594655961078247,0,1,0.6783013515197107,85.1183531368197,25.06261820541622,1,7.256533951675048
0,0,-0.6877845680025267,0,0,0.4003933299903356,31.97923598074972,33.69674805201937,0,2.641755688010308
1,0,-0.21705013356918476,1,1,0.4059854088968322,72.29283855745507,22.45972408322551,2,1.7385900824425744
0,2,0.8397997788474391,1,1,0.8202419272448929,60.5028579913064,32.563493660842525,1,1.4533912544381586
1,1,-0.2938692805030727,1,1,0.9137338691936685,77.83296294991291,2.5459073422318035,2,2.388640448471933
0,0,2.1252361582046135,0,0,0.7923409663804377,66.23743651345451,23.831936768016718,0,1.9437762182466336
1,2,0.008649929915160033,1,1,0.16604004516969995,9.920828585316615,8.252836930768982,2,4.669220479740444
0,2,-0.3144718663971212,1,1,0.5438244941666118,46.44166150788603,4.7054486207467905,2,1.3845315456248848
1,1,-0.8143430323995055,1,1,0.921657604053808,87.80645383048224,8.940237481566635,2,2.858039695519419
1,1,-0.49891516757198984,0,0,0.9664474855318008,96.21754431240558,11.497210852063082,1,1.1372718166508624
1,0,0.4591572990627381,1,1,0.8814822723022866,77.42770085943602,4.727619140526973,2,1.430689528479906
1,0,-0.06602440526534195,0,0,0.7892185184836675,36.2606492601134,25.851339741652993,0,2.09023242251848
1,1,-1.4033519728864943,0,1,0.8960914580535717,92.13352434445919,6.6752327848527315,2,4.066085451119216
0,0,0.16758105739434032,0,0,0.6657155295180881,47.559374697472464,76.15190647200558,0,2.9117547008171596
0,0,1.1272246536383341,0,0,0.6608631862097972,78.72232418207336,15.218295278008508,1,0.6005892124005843
1,0,-0.6863635802983717,0,0,0.5766981067616754,47.01521084777085,41.66027569827388,0,2.0803056062632765
0,2,-0.03390077663958323,0,0,0.5438926712623864,83.66572967726931,22.404629720051595,1,5.310130554664726
0,1,-0.509318266359725,1,1,0.1344055465075828,43.13466080489968,10.527515219963451,2,1.6986550202439474
0,1,-0.3014126971732682,1,0,0.380935764884793,48.90715989283491,36.13040155541479,1,1.9294756858922109
0,0,-0.021730924809200802,0,0,0.35905867770726063,22.293790040922477,56.8720508394743,0,1.5164670419664061
0,0,0.768109420362933,1,1,0.4470525526337438,12.126329195790836,10.455068447564816,1,2.0991659536311396
0,1,0.33668309207632996,0,0,0.7806211108159163,80.33536215654466,16.498348207735027,1,1.475007385489584
1,0,-0.6947291827512189,0,0,0.5109762547888613,21.207545876208606,36.31846537574133,0,1.424029892021795
1,1,-0.06483416625214979,1,1,0.20761451560178118,26.611255810933894,53.555337437097705,0,5.448462436215104
0,2,0.6381322255387127,1,1,0.4214530449591037,52.756060928062,19.927785754644823,2,2.6992881216745657
1,0,0.6435695683085706,0,1,0.8526122758001808,55.34343730365595,10.89056988186301,1,1.823065770101735
0,0,0.15950773670338295,0,0,0.36486383712906373,42.621812856677096,74.66753738277217,0,2.891499726684277
1,1,0.24916483259625904,1,1,0.7152558416953418,62.22362123967573,42.117719611650564,0,2.4859666490418904
1,1,0.22875752422242432,0,1,0.9581292241454862,96.71911905401825,3.7287397691606428,2,1.5024523879791198
1,0,-0.4701658267593625,0,0,0.8664177468949823,71.86813014486853,20.33724828267946,1,2.429058967781738
0,1,0.09323217998401243,0,0,0.6180903046651584,85.45935966781997,68.09362074339136,0,6.162669391575674
1,0,0.09340064484287273,0,1,0.4496096590230715,42.44924473213142,68.32287594510791,0,3.1783798024807246
1,2,-0.28412646250548174,1,1,0.5171988586005244,36.40910563080577,68.19358056073433,0,3.0226766251612935
1,2,0.7120443806412583,1,0,0.5861248812417404,43.51543085330152,31.11558110316372,1,2.5891071168344837
1,0,-0.5107672125557947,1,1,0.4485513847794557,29.377459056266158,17.772857562394503,1,1.0326037012443416
0,0,-0.03915496823918124,1,0,0.8204834380035405,65.65579857176452,9.598762041907012,2,3.01551214296259
1,2,0.16390940170497825,1,1,0.1246199493774538,15.044455439632575,56.67176351397771,0,2.299172967885548
0,0,-2.822698817243618,0,0,0.2457832402351005,65.96884977134859,59.578742054270236,0,4.962809966281108
1,2,-1.5986048265074266,1,1,0.20460042976281612,13.854874395633555,43.529835046311554,0,2.8976423063313503
1,2,-1.5068304036341158,1,1,0.744798154125842,11.61624073972508,30.008156125265188,1,3.882182254633936
1,1,0.06934285580746509,1,0,0.2652488299153614,22.895956797751825,41.082444828375685,1,1.8728230362881992
1,0,0.6534408032606964,0,1,0.6984731100650293,39.58992026578546,26.753171834999243,1,2.01546714050009
1,0,0.7070251672150611,0,0,0.734692735913824,36.53231125788589,39.999043386423835,0,1.6229351543942097
1,1,2.1828244651937,1,1,0.42693759672096643,64.16947951179488,45.47431715236478,0,2.621365223380613
0,1,0.27981102072788067,1,1,0.5302194891977753,73.80663720723837,43.86540527514916,1,1.7061587598001948
0,0,-0.28477177729202474,1,0,0.4971592568672169,53.92031371514794,27.33795962540097,1,3.131577221088358
0,0,-0.29269581822938057,0,0,0.5254389285813631,63.27089660176297,54.33510231268393,0,1.3089572521331492
0,0,0.1965364451041729,0,0,0.894845407284933,91.92249448389346,30.578542023904355,0,1.8447514393551891
0,1,-0.691413968093956,1,1,0.15340231615535305,5.525005258995947,51.864419371836405,1,2.0524223060276428
1,1,0.3151881555408295,1,1,0.0299095688296816,3.6206373992760996,67.6211798045527,1,4.254133752386181
1,2,0.7770975421490457,1,1,0.4611171925289528,50.18015989943878,15.728846928930507,2,2.1670477614424395
1,2,0.753060578802264,0,0,0.0811497469564822,30.938681214835956,61.64642571126167,0,10.71345352370032
1,1,0.14316099273436883,1,1,0.24997060573368457,9.404406751739547,56.96633896879099,1,1.916267076447579
0,1,0.18772379822812718,1,1,0.6021670954217069,79.23549063359249,26.677963333331522,1,2.6981909035868212
0,1,-0.3330012399596531,1,0,0.361679827180571,57.954080972876,27.61372589830937,1,1.803456668604567
0,0,0.3520531672236662,0,0,0.6900408107749254,79.63646868302357,23.25429803202388,1,0.6805693094322588
0,2,0.37918065851631677,1,0,0.3971802946071147,14.602456752624676,60.98963975838376,0,1.5474121604686208
1,1,-0.09784523497260382,0,0,0.9187389966926678,87.87191207095208,20.522642222159313,1,2.8146052575961447
1,1,-0.8543556569520397,0,1,0.6967851692125475,67.7192012452832,22.486067666202267,1,4.077114966747526
1,2,-0.4429587147555876,1,1,0.6243591045796337,20.080990733756423,4.78313760907227,2,2.1326262238446745
1,2,0.20703163195838717,1,1,0.833843221769075,70.13290359965877,22.052924755777575,2,3.9389897354888204
1,1,0.46842295477360874,0,0,0.8501951299364915,80.39019590739814,18.55074702618177,1,2.516573770539162
1,1,0.9579231120300871,0,0,0.9928818284853821,97.03834181180055,9.663571566471528,0,3.4004299416510633
0,2,0.13731333172118337,1,0,0.25920255272561343,51.26866225061053,27.45657392663326,2,5.44675104606079
0,1,-0.20857171050122503,1,0,0.5549908498064828,56.183363446966105,23.19661337839868,1,1.8000450041806977
1,2,-0.039048029216725004,0,1,0.8170501213499031,38.49765007024898,13.836720857274308,1,2.28726353159946
1,1,0.6473063423616571,1,1,0.4139594557708732,14.005731047737136,17.54599617702215,2,0.8992971904867164
1,0,0.12176904769315226,1,1,0.09267016500444913,6.866618414838877,67.01453576566308,0,2.427930305520527
1,0,0.5144566533728953,0,0,0.9913453421463885,92.98764633126864,10.376018346412742,1,2.8032487519090856
0,0,0.5894400673480085,1,0,0.28398759932680817,29.718761979519936,53.1518420806094,0,4.133413129699646
0,0,-0.3305053701255881,0,0,0.965231680073473,98.6206485380835,29.86468404239751,0,2.048533715476614
0,1,0.2467320093201472,1,1,0.12338373478403558,28.95679412122021,51.523326604621516,1,3.8488744216772726
1,0,-0.3670410720745522,1,1,0.7405572877814665,67.12714689289811,29.17823869418548,1,2.6217903583187385
1,1,-0.30246387748642184,0,1,0.8921338545619057,96.29016672656728,51.609304406318024,0,1.8928426083148024
0,0,2.1391500388590945,0,0,0.2897206900859314,8.449366374207862,78.79638628727257,0,8.603354715138895
1,1,0.31967508555928165,0,0,0.24675608122217363,38.71110009462156,67.92421162231157,0,4.034244575939407
0,0,-0.3215673083777964,1,1,0.7304043449672856,88.54557111990297,15.989542310028586,1,1.6547907646896411
1,2,0.1710954852254867,1,1,0.34108594893369215,6.5449192722739635,54.633031626085746,0,2.062553884082338
1,0,-0.4349888640233719,0,0,0.8169828210974168,86.15439689881737,5.6857485391347895,2,2.596955593549542
1,0,-0.13268243446272052,0,0,0.7544384217652198,64.26318158200311,48.81534804993633,0,5.064786184850892
1,1,0.5218487063301225,0,0,0.9450472376076989,73.80253445008238,36.89093887472716,0,1.8301281726781975
0,0,1.0567348110665105,0,0,0.6465072819423329,48.0586362517152,50.78139386511804,0,2.013136555524369
1,0,1.937173265375485,0,0,0.48599026151228464,16.188450697152867,40.506377028051475,0,2.0903971596923707
0,2,0.6800414239910715,1,1,0.4930094457603183,63.31547125774621,6.715279987882754,2,2.0361040004738546
1,0,1.924496674142785,0,0,0.7591265546627471,68.86331136384058,45.83461893935791,0,2.4111818673813095
1,2,0.1505148568629106,0,0,0.8230997568875309,52.08274176441917,58.69112579911107,0,1.361612625021012
0,0,-0.022087923313315827,0,0,0.571693698435697,59.81207698869269,34.835393296401946,0,2.6558764721250316
0,2,1.1857218821066096,1,1,0.7803488671343685,92.1747112070741,3.2314291090875047,2,2.534761587173681
1,0,5.172063609575153,0,0,0.30534906780983284,33.684134629409634,63.9806022653479,0,5.298991305991415
1,1,0.9532617854961125,0,0,0.6206562416664604,37.430818491894094,35.48957944179311,1,3.230540347664065
0,1,0.14318956946309408,1,1,0.6440098762028827,89.59316618671305,17.111802573376952,2,1.9536885888473536
1,2,0.7950888834549708,1,1,0.1099476960029,5.85639569237641,30.79825572081642,2,1.7938302396435193
1,0,0.31554889576473627,0,0,0.5162831519434236,22.75614294110781,60.34990211175889,0,1.3601399181242002
0,2,1.3644841633665659,1,1,0.6233123451853604,88.03808312379418,6.548538778682889,2,1.6789475197864725
1,1,-0.48008948633250986,1,1,0.2586424807518293,11.787078393828853,37.54974431139146,1,2.7680880186729753
1,1,0.6542934140318515,1,0,0.2657327791118056,32.414179971606885,69.26074805008392,0,7.993703743423104
1,0,-0.7937609424557869,1,1,0.22801469553023668,27.63863679438088,32.542441496293996,1,2.1323819799721884
1,0,0.09836185374861697,1,1,0.6971354885911395,79.35133298480963,4.467992718166336,2,1.9992406552527633
1,0,0.13543732235784137,0,0,0.5645087820327129,27.985419284216306,40.438426031204585,1,1.3023135853727081
0,0,0.48554047739699363,0,1,0.41789180945428717,66.02275665366454,55.90240824727207,0,2.391360580208715
0,0,-0.47989298706329225,0,0,0.28046959282208084,28.517052268162157,35.37159944329501,1,1.4134347047233868
0,1,1.1037542172960553,1,1,0.3782823907472104,46.1517619281925,49.18593225090875,1,2.819041698859747
0,1,-0.4216577476355209,1,1,0.3407651575199854,27.52264256384439,5.02506570200008,2,1.5617996901769184
1,2,0.7849035315889957,0,1,0.3859264572883501,6.064920360571962,47.33149451879771,0,2.3710046207204414
1,0,0.667779134262431,1,1,0.49167254363217366,11.396687199907074,37.67809401944995,1,2.4201216600717945
1,1,0.12351217491241918,0,0,0.7458490201210123,32.68209546883569,31.03334657920965,0,6.504110186185567
0,0,-0.24689175685105588,0,0,0.06414695148391897,7.693548954845209,79.22787344703305,0,12.647185475924402
1,1,0.3621371768702777,0,0,0.061343098780187844,8.85838272488379,76.0008362596193,0,21.076791698016297
0,0,0.03080693932923524,0,1,0.2623796110593647,25.181329408955012,60.27374927650351,0,2.1343569153413213
1,1,-0.13896760143243342,0,0,0.7316031661682285,59.5663092433705,32.24812449530657,0,3.5125112624733235
1,0,-0.3418217542535387,0,0,0.6486333139231936,43.67869579243084,56.889764075628605,0,4.281678728809246
0,0,0.27215090471249886,0,0,0.8723283052227209,97.6186121679554,31.40529066388419,0,2.147410784937178
1,2,-0.8977620873244279,1,1,0.26295190290381737,42.30162347488067,23.590742049511988,2,4.758341233136749
1,0,-0.6691161593592527,0,1,0.9452016023576681,97.2265913043681,12.768238036316543,1,2.5339886629230985
1,2,0.5541918053065781,1,1,0.22231039740619984,5.449938007286459,15.698040442217117,2,2.6022383553496518
0,0,0.29540218515257416,0,0,0.4168964383038253,65.82535026774636,55.871707853730044,0,3.354635291699376
1,0,0.5207235814814941,0,0,0.7922963495316345,67.5343443812661,68.25637551125476,0,2.6403324000784236
1,1,0.6086397195019064,0,0,0.20502749504029943,24.504214469546582,44.79638973730714,0,1.7085449266221207
1,1,0.3803617699578511,1,1,0.7391649883467208,49.82817386353465,4.923760326783544,2,4.390531499604545
1,0,-4.174793920467431,0,1,0.35398427510187946,48.53805730840601,63.1523593723833,0,5.6150299857400805
0,1,0.012207756805259248,1,1,0.4497640445741606,68.51103930653662,22.52661340868118,1,4.460234893226945
0,1,-0.9257713916892207,1,1,0.513637456906714,49.48930202791463,16.539218045462462,1,1.4695683650238436
0,1,-0.23856119427794356,1,1,0.1405190563443563,33.78335349375047,67.96279672327641,0,2.9693788912332564
1,0,-2.266145971462213,0,0,0.47988458289371266,37.0527128182632,57.11856160613189,0,3.2130692583900995
1,1,-0.37636236100066645,0,0,0.5451083557075209,38.075978953597044,45.632234936793374,0,3.7164413093469424
0,2,0.616356616300588,1,1,0.6772653455259476,74.5986420446266,10.074592965111066,2,1.3420824046035702
1,0,0.41728578264634947,0,0,0.9988477039813102,99.19924443303525,9.45137069863434,1,2.5596205736599478
1,0,0.2870256309296827,0,0,0.5254901266206062,54.494432413062,57.89177164062849,0,3.1983037635885614
1,0,-0.09648659022331636,0,0,0.965695839628627,82.41778540750921,14.977716500924213,0,1.718668215553401
0,1,0.16579324649730348,0,0,0.4688817088614231,43.54063301042941,69.69638844144485,0,2.809489058273819
0,0,0.11764820056766893,0,0,0.2177003390297783,25.563591923187733,67.6099091254855,0,15.527065030220836
1,1,0.7174148758994011,1,1,0.2672022280255,14.768476342438314,71.67090208987784,0,6.814818425532682
1,0,-0.5882999147956023,0,0,0.3791262648813729,41.80440724383741,31.070900257805796,0,2.2955922156650703
1,0,-0.7172210780534981,1,1,0.27532071350468024,67.72066755417704,54.96721501286242,1,2.6874744645077784
0,0,1.16090510292996,0,0,0.8517087017052172,82.89346675952743,23.940608124593737,0,3.106999124937743
0,1,0.6276231817186451,0,0,0.24139068393899443,43.35618975769858,66.71614461495616,0,8.61736752391426
1,0,-1.4386126721577441,0,1,0.9928338108352206,96.69734045760569,1.81730141943365,2,2.6129801156992403
1,1,-0.4755878121216219,0,1,0.23944996428694793,13.740644852897221,75.62598979250309,0,1.780335167340688
0,1,0.7531618492508743,1,1,0.012303530370588844,7.263447445785632,45.70014931731273,1,4.732036029382714
1,2,-0.09207000951583605,1,1,0.3568623662434424,24.237574384010557,65.02107245301329,0,2.1868158173393284
0,1,0.15883321794017327,1,0,0.13499353076255483,14.118101074355566,36.368385968004986,1,4.52396768857622
1,0,-0.012391557560889038,0,1,0.6697420565176765,51.20239865661724,72.96007121080552,0,3.5670950325619493
1,0,0.981997589606914,0,0,0.8505188494515408,73.0007115963557,39.186706518136205,0,2.5712952391177524
0,0,-0.8837803171084629,1,1,0.26470640187307454,31.087282709786873,42.22183177575084,1,4.887969058549966
0,1,1.2521329623980046,1,1,0.5903997957715993,53.256360441730045,6.410885649050844,2,1.2217549605022573
