S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,X14,X15,X16,X17,X18,X19
0,1,1.1011935827324848,0,0.2549235231524113,29.815397994353845,0.1045173328461918,38.523351989369004,0,6.758331165460905,43.0975659473246,-0.5237865582512482,1,1,-2.0563435888323545,3.7079398035379456,38.897016249526395,31.683159677544754,0,1
0,1,-0.7287716304817806,1,0.21222191852793493,38.28935761481275,0.2257394975216584,48.00800641009641,1,8.903112477591964,36.876737930362566,-0.43865756742489903,1,1,-3.549283624801072,2.680388378246341,48.95817947999815,36.22810830604194,1,0
1,0,-0.6896443434243263,1,0.9240170171922908,71.99215318523616,0.037252147517230924,41.969388687931406,0,38.05524456140492,49.721773669080505,1.4351443579005765,1,0,8.339896125812636,4.590349560963914,34.31161671583421,68.41756296439166,0,4
0,2,-0.7496182636056756,1,0.40988998916811975,40.46434894560991,-0.5018262894496717,14.579431653059116,2,18.364888542324763,41.95020766624512,0.08331034938055824,0,0,-3.701581804975735,0.8686152305842358,53.140091386624555,35.95057439026624,1,0
0,0,0.9900339592737352,1,0.2531856225422492,11.84831890751413,-0.1828318632572116,99.83512503194652,0,4.561555115505895,58.28493420377864,-2.036717833879805,1,1,9.778032136510966,0.6389372341031356,36.98552354145663,35.42456573528476,0,0
0,0,1.0051551869774715,1,0.7942979339546943,60.08350596044238,0.2400175399847727,26.6436977538419,1,33.80251759049987,24.757723053029082,0.7655465538290497,0,1,-5.048510654058522,2.5981373763337734,42.28944114501813,55.963248410036435,0,1
1,2,1.1684115767381325,0,0.7157661801446477,55.68656473890343,0.020199203694354222,10.13838198246882,0,30.296923526933526,68.98920424186542,0.9999475210809665,1,1,-4.931424688582238,14.11136914546207,39.62438429500682,63.86164454797842,1,0
0,1,-0.054955418094306444,1,0.2346356013752341,20.21165423367127,0.24739616581618662,20.699176320072567,2,15.976345728621371,55.25881342023842,-0.442841824190107,0,0,-4.263352410605639,2.028826522148434,42.901010135501714,29.428825081526966,1,0
0,1,-1.668335453760489,1,0.29953618720012,20.185864567372327,-0.5322709407946308,45.917271293311586,2,8.485012091547667,45.86155391072564,-0.6347857861705382,1,0,-2.618295552929678,1.3385915856943806,32.70342920531548,32.55838399532607,0,1
0,0,0.45919039840246845,1,0.013535449038600988,36.93505264435317,-0.025612504946810253,95.73110449989512,2,4.967566455560657,29.109344241344864,-1.852219831315812,1,1,3.6961546147131443,0.7590831599939152,36.996748783341275,34.553079183714694,0,0
1,0,-0.44800774901029183,0,0.49240418913240186,6.146644717536556,1.0951829568887457,24.097354443019693,1,9.275400970637506,40.50576557461726,-0.3233980503489291,1,1,1.0614604471338716,5.252652817846064,39.35223070203217,32.07862812184086,0,2
1,0,0.7196296952736883,1,0.0704401607558019,13.90075044151251,1.8616516205152425,96.47035674662078,1,11.647800860462478,45.48700105278681,-1.6164166890057665,0,1,9.133647483784316,0.8818023052808969,40.044939751549116,29.533091654912795,1,0
1,1,-1.2803401169121909,1,0.9192719919925162,76.36712044225904,-0.14696734053168012,42.16953724757515,0,39.16860579362839,56.52849607575337,1.4307478528471647,1,0,3.562657822980807,3.5419366627877054,50.80594364259778,67.59471164325328,0,3
1,2,0.16098939396405978,0,0.7228958179192112,39.69941971643167,0.16709937892766685,9.567853487205142,2,29.24437991369142,63.32163064550002,0.8207203535087515,1,0,-4.215267104082264,4.926340581022285,37.80178255568518,59.87992284304673,1,2
1,0,0.31375661505127656,0,0.46675015254527913,37.1163045209517,-0.14017587645529173,73.60391998316764,1,11.081733123826671,30.737985102768757,-0.21457089783776537,1,0,5.841674552013123,2.3839772602589075,33.860364238603275,30.31040923924182,0,1
1,0,0.2099643031938289,0,0.5107997512629929,26.411692374623968,-0.4449286213238344,54.65945873980517,0,9.757280119364495,66.9766280261816,-0.1869505841501479,0,0,2.629431623241146,3.923146229963671,43.885551882607395,30.584742391324653,0,2
1,0,-1.1348719847836204,0,0.7622484283076421,20.394390002867027,0.3896038930244126,52.75547189853077,2,14.32650737591855,49.48399193285893,-0.4362289757989298,0,0,-4.048566080756347,1.1505053076121636,73.55654779188605,28.558766899714517,0,0
1,0,0.15221899707525266,0,0.7954132737010757,64.52121484436424,0.5962734325703112,48.992242233012476,0,32.88995211050655,25.62373379353927,0.9076334445948556,0,0,2.7054705654892253,3.202576711287206,37.034354292817774,66.64069018321666,1,1
0,0,-0.5377711814016288,0,0.6475310137089012,13.71677690823272,0.5333146786677625,16.24448242511123,0,8.959451967068844,45.40105633870692,0.07819017392737579,0,1,-4.42913846411788,5.514772745666211,32.53438231791152,35.311019963640916,1,0
0,0,-0.21887979581060502,1,0.003835700321080271,10.214995242114382,1.3698113438009085,99.93997796655523,1,1.050863168293028,45.859008111261325,-2.799081082844289,0,1,9.915731027523591,0.29355314341148797,37.04984537756616,30.688430265857622,0,0
1,0,-0.6384986270928843,0,0.9481235520308393,52.04907964945278,-0.4814993683301219,85.96989421591292,0,30.607203696391014,34.59780941147183,0.7050289063837459,0,0,5.300037061982437,1.529718573377385,95.15876229425014,44.28432453592439,0,4
1,0,0.06724263705416261,0,0.6872226414221436,26.551247750357906,-0.2873553271993596,55.57295027892876,1,17.256248885025766,33.36580598158957,-0.015864144173579762,1,0,0.31119982071900765,3.558194604941059,15.152310503120686,31.45964419316965,0,1
1,2,-0.6934097149010474,1,0.6639113357919433,79.74527677239377,-0.21556474717034985,7.838526613180269,0,39.25749224474448,59.5257550415288,1.9645214937665156,1,1,-4.799043640994711,8.66513426029295,17.32965407242382,69.86183233050477,1,2
1,1,2.159006283770646,0,0.30503133906807356,22.677454021100512,0.393709146190065,95.0228796945267,1,14.211692790192881,51.870202756382405,-0.9852221008619827,1,0,4.578319729771108,1.0078133556971427,40.01531511145605,30.070939066744035,1,2
1,1,-0.4861471571364743,0,0.6995840521265971,1.2090764415123623,1.6742143111404282,27.223525816006227,2,5.549796623763785,35.29977795001163,-0.5304425409843877,0,0,-5.351849656026591,1.5536916119021191,28.274731926056855,34.23053073546126,1,2
1,1,-0.971852646010989,0,0.6408972055448141,41.26802019095635,-0.23633790214265324,29.692159617793163,0,20.304713936981045,38.46376324621952,0.45288261495474214,0,1,-2.083066973223975,7.083640040027122,48.42057515019775,48.722594896931284,0,3
0,0,-1.24873533266156,0,0.5338291180949278,62.148247868956275,0.2576204652231926,39.910316499150525,0,29.786957075967887,52.705412816140075,0.436111221559381,1,1,5.445356682594603,4.797819273877939,23.20663054095927,48.94470823633818,1,2
1,0,1.1255436874817564,0,0.11215232162866257,11.720983184293612,1.5741071465175118,98.71380000697054,0,7.11978687871345,48.05894682408416,-1.55096314526474,0,1,9.9295502535482,1.1120809987926428,42.59806292892991,30.250131620441785,0,1
0,0,-1.4570800099469552,1,0.15631482103437472,34.66695756022106,-0.7159659868639986,28.297817372277954,0,12.982045491971048,42.33046813244534,-0.42679743927080516,1,1,3.963356464316867,5.38362903176606,30.479325690049574,32.39417401241333,0,2
0,0,1.0054843957156452,1,0.2013936637865692,20.0330953459963,0.31082101513459726,89.21185549706266,1,12.349410312063199,54.38404912011475,-1.1150601859979699,0,1,3.2682988094082326,1.5283359882972423,5.725380912481681,29.240531847246086,0,0
1,1,-0.4947643123713516,1,0.6442917935093886,41.14356987195801,-0.7505502635645364,14.080381544207277,1,27.426777044191397,52.1727077089494,0.6104294081111017,0,0,-4.878325481475243,3.445271020261629,98.597730893048,54.12764043421368,1,1
0,1,-0.566150831437738,0,0.2335815306008729,18.81281713635216,-0.29080471108865624,29.882248646421306,0,4.870436887775447,45.22783924121514,-0.5739482642495456,1,1,-1.1001303684423203,5.201870895304058,31.862221268597636,32.420936027413106,1,0
0,1,1.267048934673282,0,0.14179852955252348,23.638266637184895,0.3284146029038784,68.06558451646099,0,9.338897818176248,51.79612425877145,-0.8798342370334777,1,1,2.513418423143568,3.405228456332814,32.94213846393214,30.75351225025181,0,0
1,0,-1.4423053559993904,0,0.7935619012359667,42.962510655695965,-0.82373155062852,22.967971161682293,1,24.422017328503376,33.9149695947739,0.8313173104233177,0,0,-3.537931134610269,3.181644104633418,98.84090775487392,59.035402450724035,1,0
1,0,1.2949370645040366,0,0.6829068767879722,47.886309735101584,-0.17983874579621428,75.91439095794617,1,26.814953413654422,52.969492090351515,0.20528877635735973,0,0,2.4393471675902916,2.089192644781495,82.13236274192528,34.16241124115599,0,3
0,0,-0.5495524326154383,1,0.4350523436288022,37.10646919480898,0.637709877267417,43.65591251937631,0,28.532251127640507,62.598737985989594,-0.08856113148287334,1,1,5.145498407132678,3.2226397980888,39.54073535485001,32.09339547346582,0,3
0,2,-0.18060509582049183,1,0.42245954117451645,77.79057255457639,0.5576792165865805,20.81068519283126,0,37.12546555609177,27.34710812872948,0.641820741975783,1,1,-3.5252174339735642,4.762341774431138,58.059798481875866,56.19436886172181,0,0
1,2,-1.5979586061222166,0,0.35934385267080027,18.033850688942547,1.0147931239299963,7.8144642757625284,1,6.6270547828853,45.95042962191629,0.38478777683292487,0,0,-5.167354948231572,5.776390618421358,35.42554819979296,54.9613889371879,1,0
0,0,-0.8017808345299907,1,0.3833467935767121,10.339628187989561,-0.37745056674605065,54.40091853194908,1,7.3855356759856665,31.637584454875352,-0.8363853229074018,1,1,2.496052388777457,2.839238879370111,16.499606315044524,31.464970853772005,0,3
1,0,-1.290829882934476,1,0.7163918711342937,71.21923118994935,0.8170656944833689,41.10182566586488,0,38.498060952456356,31.093890370539352,0.8494439349209137,1,1,6.819423829001291,6.763445694676985,44.801039805031046,61.31471761026482,0,4
1,0,-1.5372915995816032,0,0.7684829158053786,15.062905407821102,0.8017114575825809,19.611521650576368,0,19.649687862082608,36.69919934747152,-0.31926240866928085,0,1,-3.7951523748769667,6.557110424051038,78.97194267115219,32.23584696296222,1,2
1,2,1.4348451274552225,1,0.5337226581784036,75.95422828094829,-0.3636247989353831,55.62300941235492,0,28.56884371689646,30.361225631263725,0.23131392104259535,1,1,-4.6727580404544575,4.652453933738226,33.758002002230796,36.83488408631132,1,0
1,1,-0.6764201929635943,0,0.85041666013751,49.36930387376794,-0.7133475662086032,15.75630169905844,0,27.138069897746256,53.79178119491332,1.4231987261773023,0,0,-3.4301771188414527,4.915535886967222,99.0931741355784,66.78108122051427,1,1
1,0,0.33334693410916555,0,0.8320881328531922,21.956634064169922,-0.3076860181446859,32.08428429480925,1,22.407938912941407,45.32354717505378,0.4712649795549775,0,0,-1.3444833348112457,4.070455986664483,98.26235365868062,42.74025339061507,1,1
1,0,-0.18333005513729728,0,0.9959546048403836,60.38891635119051,-0.9771756342184295,10.211854202378563,0,37.0239107201413,62.083487391149006,2.038651686298236,1,0,-5.308790105546573,8.2564473507995,96.02434854055045,69.24470061796924,1,2
0,1,1.5031391707789177,0,0.9994793754712934,49.577129993615614,-1.6971451935473623,26.71085795608682,0,32.89300505587498,66.36551516603882,1.6624048521596582,0,0,-4.783464845709194,8.178050196864618,99.99999997761628,65.01393373720006,1,0
1,0,-0.7421376091755705,0,0.7631619176297524,7.476747072509817,1.6208101755305526,10.619817559953471,0,16.938300325921812,47.56040039709181,0.2632287190405387,1,0,-0.12587023117579577,9.056536902334287,36.10667215223516,42.95066614554689,0,3
1,0,-0.2403643691843421,1,0.45579032295143435,69.60054683097144,-0.7990354345578343,65.49471656321589,0,26.8259303867849,36.284824557748436,0.42815135345297,1,1,-1.3019703547704946,4.240756926499118,38.621159844126545,43.71304322768363,0,4
1,1,-1.8002014014158152,0,0.5402757995128588,24.796616375465067,0.8666408977069014,19.810705455943438,1,16.941910145714377,33.1236916385401,0.31943851111271826,0,1,-2.779731681978835,3.8844303309744173,0.1112930566942616,50.715034130503405,1,1
1,0,-0.5219665551432505,0,0.9021092061864937,56.804102711827085,-0.6535078270453539,11.771747452428173,0,31.53798006434725,36.885373571084926,1.3731584438733497,0,0,-3.761906122178573,10.968329156555276,55.85844616656037,68.49646888972381,0,3
0,2,0.9622488307002665,0,0.8833284843223403,14.925893396132466,-0.22527696366228847,15.635870461240803,2,18.712352196804666,28.189049211059796,0.338369059412498,0,0,-8.62190323202643,3.1485853600437017,95.84890194650201,36.88698217292482,1,0
0,0,-1.2846323377285764,0,0.2953327606788361,25.6362309310175,-1.0027064869456948,43.992268680967356,0,3.2330349026798477,43.253734410269914,-0.37709703468279926,1,1,-2.5382611318188486,4.038408384014599,39.5093738866952,28.052376033747095,1,2
1,2,0.5480118045182126,0,0.7014171757088383,74.61484477639759,-0.7238690156240216,26.927138030190644,0,33.745685062212104,34.56473154887154,1.2129380180505276,1,1,-2.3439772436446944,7.284485263648934,39.68370081058795,63.57413230315757,1,1
1,0,-0.4707610280833158,1,0.2590055507265303,21.736437348563328,0.9273444419415537,64.07484147360931,0,18.85213656684686,27.9607401668319,-0.6281817842430729,1,1,8.650733455839159,3.5264449486711933,45.61564660205975,29.310673475761632,1,3
1,0,-0.7269699399665089,1,0.2557978224219033,41.83945957022685,-0.13295034028797525,57.27678319770121,0,13.612647246266295,58.05382805717923,-0.38296575123281906,0,1,4.665691714647263,2.453899719174536,35.67570234250238,29.980988994642487,0,3
0,2,0.14644319915181434,1,0.3249449371204176,46.58553594171642,-0.14903933914353512,41.8131340666725,2,16.975017570293055,21.21077887709089,-0.05860664123808342,0,1,-3.431838924452598,2.7758615585968527,43.939410183059245,34.57697273059787,1,0
0,2,-1.168962261330797,1,0.05029215093117878,44.06875937602014,0.09314834015726237,24.981172965057464,2,9.675598126701075,40.84409294993789,-0.6404345368622724,0,1,-4.666530691963803,1.1880023240443043,38.31108518091134,33.00486811540995,0,1
0,0,0.7477911732010484,0,0.09069619393266914,22.866264431637155,-0.5122305124892808,84.12887521211726,0,3.862472793026226,48.83686282713175,-1.2379104147500284,1,1,6.8492209717627475,2.1731626278858336,20.91264034536917,24.5698783494442,0,1
1,0,0.2040359012099586,0,0.9290783507561109,34.41671997285516,-0.5372589976843187,47.83582559549791,0,28.011482778295754,63.57626999808564,0.7426319024132364,0,0,1.7839157522944564,4.078216238852099,85.26420990323474,48.950102044071784,0,4
1,0,-0.06004002653751591,1,0.7437083809460607,46.70678100861997,-0.3494217932923915,25.34827000702893,0,26.29906783454064,51.591693279388565,0.7390610902604727,0,0,-3.2864197940656315,5.301442277001357,88.99598740392838,56.00289166860948,1,0
0,1,0.20347487889632332,0,0.6470676944353944,10.543617060767962,-1.884711003151762,30.253814514208276,2,2.976522216614823,30.568020364966202,-0.2932480251140497,1,0,-3.9334443769563245,2.287214513119952,84.91589959805899,29.223616848036674,1,0
1,2,0.1889791887225845,0,0.42634233338658706,18.644463655887176,1.1340158058318421,30.57932006090357,1,11.900794306162034,52.090834585074184,-0.13449374387449117,0,0,-7.941314713006936,3.1730551232312942,35.89243441072804,31.116093891396293,1,0
0,1,-0.3302675677432412,1,0.09966176032077179,29.842749307540167,0.40981576338353204,67.76418597293913,2,10.697161230617123,23.77939348526344,-1.0011829129075231,0,1,-5.657857918407139,1.0238194449748508,45.424568671494384,29.92497327956645,0,1
0,1,1.6738944970234548,0,0.16959382321613675,48.854156147259346,0.13997818832310455,77.13534684640861,0,14.641677337041031,49.6864246292023,-0.7211664580068451,1,1,0.4779636818606132,3.1035486417585765,22.790314220097628,31.65349869497981,1,1
1,0,1.0134866586280569,1,0.6884051409505527,50.857775551113534,-0.2941006072857812,77.20605395967927,0,21.914242081518204,38.391310631768896,0.21229529228237626,1,0,7.755613251035989,1.6288248771438325,39.9623951747689,30.994319772305868,1,3
1,1,1.7154567311782773,1,0.8171265663062295,27.492191232481503,0.01969189415088567,24.228994791034403,1,23.579948705551892,35.12001996204181,0.48939983711947005,1,0,-1.1765971155329105,3.9334984593679443,27.930287284847665,41.80896198135096,0,0
0,2,0.014468031552648534,1,0.3554150140096008,35.43872754825286,0.15960245410746174,20.446252628194483,2,18.51063470021957,32.7961060715626,0.7828879645754145,0,0,-3.4895820829710402,2.2514034526336646,33.18179377430213,60.24819807179891,0,2
0,0,-0.07219073083100393,1,0.6640110067994625,24.678311497936967,0.15467216137215536,26.229273097738105,0,23.08842305300015,21.940010180264487,0.04661095805515281,0,1,0.27717903561749857,4.345603523325191,77.87402141325173,33.176192357799934,0,3
1,0,-0.3520763769709845,0,0.8446481436727485,61.063299416510986,-1.595311127285047,39.89397798148967,0,15.088428376315562,38.51628594554987,1.0195335074835261,1,0,-3.2751058267779953,4.595656685897428,78.52587240673884,58.80787389824937,0,4
0,1,2.6410977399808893,1,0.020343634220788498,12.994624473569708,-0.3067084492417328,98.9588185592359,2,1.0389717132859233,58.11061020100199,-2.3987749357313572,1,0,-3.330052271753299,0.20596296711413273,5.622487867590042,30.768382663315066,1,0
1,2,-0.0728126857767821,0,0.21780892454103962,16.3230431227538,-0.004777795552131735,29.646842843864253,1,5.624966115290617,24.382556041170517,-0.5034602256351739,0,0,-3.3641112702236757,4.064047355753909,31.524383584304505,31.005577453414787,0,1
