S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,2,-0.28650102098613056,0,1,51.98111942053085,8.60162877618701,9.292533202791773,1,14.299762234000228,0,0.3194384786846991,58.11154316556045,2,-6.213208366511587,41.555492880910236,0.21080665704180648,33.303504622528095,-0.5891795498373893,0,0.6883904602164064,0,2.151804775373362,60.827368174111285,67.27265428389447,-0.4465110324680138,1,0,0.20149969994686778,73.74523533429789,0.19020258884490418,18.907114096305534,9.90627983735584,3,2,1,0.27939480782156956,7.717937129753687,0,60.44117910231387,-7.011880568793641,20.85186501537869,4.41421809686751,67.72108267293464,0.9045009605379877,4.0703060520259715,1,0,33.74750517950113,1.5255933960554067,53.410326728828764,9.691675296626391,67.3407167361138,0,0.33279819549227385,1.4461726991130197,-8.694477748513034,18.203910981747477,2,1
0,0,0.26487015591665203,2,1,44.04253512274144,36.55924799149582,-1.3837336683853199,0,3.9943023662603183,1,0.32578402945477036,29.418747236384796,1,4.831202322802488,58.546355031918026,-0.23289265429741726,35.623555220595534,0.7642412524957085,0,0.5485303879382889,0,1.3037614027599855,10.388423297032817,39.26996941424917,-0.5716303819713133,0,0,0.26596649641181325,41.663576714149244,-0.19882875803069947,64.57000447776676,12.712994948616558,1,1,0,-5.176533842160556,15.099920996530399,0,33.36394686220484,-5.980183432163599,26.501427046248963,2.52309943086524,32.24949343008875,0.2077869158743733,5.537473689115247,0,0,13.033265572096981,0.05118654351306716,24.632540032922424,2.2475002819488434,31.732404707803237,1,0.36819981244686234,2.92683267005511,1.7332091267274148,25.833748294577816,1,0
1,0,-0.17227848608156127,0,1,32.40497279619419,10.552152033726422,1.3466377741773794,1,13.967903764072055,0,0.30425972673844826,57.162555078316615,1,-6.220921012681281,24.12260935944814,0.5256276529698791,34.30169402985318,-0.8029425280547361,0,0.15378640242960723,1,2.961526604569208,8.919153550262383,54.67442105742306,0.12543436396495913,0,1,0.2639215949258149,45.57073728949874,1.0048064864694644,87.12943719173174,10.302862747975237,1,1,1,2.810641057054454,8.237225113324698,0,33.29545833451647,-2.7435074477888124,17.333576429880434,2.749338181578468,48.18433342050705,0.9862911804767915,1.9700234244072956,1,0,8.652474691864509,0.495774571368245,49.58099037833596,2.5759229820476333,38.49204219914532,1,0.31066298855872476,4.599438246402033,-3.6598946865882587,27.417066031393055,0,1
1,2,-1.0783021348774853,0,1,98.0632086003156,39.635458430659924,0.7774387918524184,0,11.348357377403335,0,0.2994201631139195,0.09530169573608305,3,9.963026416248525,79.93987802531528,-1.3087546282585427,33.44527014642685,2.2290917392530485,0,0.16654754955689993,0,1.2745841051854283,29.530782026783598,65.45503512249641,2.9012326909232695,1,1,0.2953128787463466,59.58193382621893,1.3519390988549462,14.354698489180196,12.980329020516134,3,2,1,0.7551175112989057,6.837322305794569,1,65.90579703486877,8.394013668602305,17.607797782842987,2.445482829927977,67.29991129756647,0.5644086360064992,2.153726436752017,1,0,38.676577566632524,1.091440137220262,51.87520943740148,5.3601214062251605,68.1315812876851,0,0.23235006205040382,7.259534299344914,-8.402869309612248,18.94639647802385,1,1
0,0,0.2730621471637668,2,1,8.737432211254953,11.696939895555424,6.262937704184843,1,1.7269421136127971,0,0.5738912728967744,63.23006835959349,2,-6.209276096790451,21.22479921189951,-0.18428434018952988,64.05249107575099,0.24270762375741248,1,0.30185751674485084,0,1.3560643668592158,75.85831137995864,47.762352226244815,0.17813100389436207,0,1,0.5275244866328623,57.33528481618252,0.38723094348548787,96.06465362764837,9.957274665493635,0,1,1,9.872626854043226,13.195383791004268,0,38.658010628988826,-6.795234610073543,22.22793235587445,3.2132115126270446,44.01909564445873,0.6858231002007341,5.895168121934876,1,0,1.873389709998572,0.43996439265582493,48.93537220416376,6.9330224002166085,33.364876247494294,1,0.4950581191013365,1.4652431096850194,-1.985160042218988,55.50303145359999,1,0
1,0,-0.5869566076789541,0,0,18.68104484363205,13.928510571787069,-4.810599586177593,1,16.55582922470763,2,0.8635371577202242,42.738092337293416,2,2.096860918020065,26.735505461439118,-0.49425700675450057,57.72043510665078,0.260898443965423,1,0.4823625651163048,0,2.4366358155072065,53.267448977852474,28.659002178143396,0.654238570119643,1,0,0.9828782619964054,6.126856745143865,-1.6350364151587713,94.82042938225786,36.798142913037736,1,0,0,0.1857980460891966,6.752116737622497,1,31.44073818301387,-1.118489201898436,76.274854965033,2.352692616542258,32.92711050786647,0.6574677876108507,2.174267150177699,0,1,0.6897669717021482,-1.1291504420176823,0.0004027070971246438,2.3028062642443183,33.77899952955754,0,0.40391822157394913,3.4679808826190435,6.737352914208117,78.73981063535827,0,3
1,0,0.8653445357484568,1,1,16.851431331174062,12.227407673974593,4.4189977856713085,1,7.89457536258114,0,0.297621641876177,67.45161678216404,1,-6.18770101593992,23.591841204262458,0.5346768779748394,36.23081720699044,-0.5325176830475954,0,0.7766536790227292,1,2.899080402754672,68.43760503933699,47.70150364419942,0.05936631373579993,0,0,0.2931077687990399,62.03004823348776,-0.19039725480499942,66.93427577081584,10.63831386381773,1,2,1,2.101683172724867,33.61054251725045,0,29.06794578792056,-6.165447554191782,17.254228159773266,2.635262232203632,36.85095117109407,0.6954895489235887,2.9150476913318313,1,0,7.813932813296662,0.5148901313658272,55.72119885759681,2.264818147644394,35.14086818246717,1,0.48299742537557044,0.7254798407116192,-2.4039465809929013,30.094568274321762,2,1
1,2,0.4124719997516065,0,1,85.69552982990322,18.94943952197146,9.820899163497213,0,5.290068931056011,0,0.31601228340324766,28.232171472857868,3,-5.1539344443382635,51.980249467922064,-0.496130363033868,35.15532269201097,-0.5232244731513069,1,0.3506923145197352,1,2.5939213627531426,92.2770102506838,68.5219508445081,-0.8939601357550089,1,1,0.14118105223047966,78.23387233726126,-0.924847395458609,8.194864194617836,10.802137473882594,3,2,1,-2.076699559527918,15.55531001305865,1,69.92356288609004,-3.6705342264247154,24.516269887353587,1.488049003094988,69.33412808149369,0.41974728921168514,3.2401094357856457,1,0,38.95427282528006,2.119271310704571,98.48031181111892,12.882671639638392,69.69036685886469,0,0.25721930641543966,3.352314378103276,-9.621063136745194,20.20065424802815,1,1
0,1,0.4159051217061844,1,1,63.26526323726767,27.47186172909956,-2.8045937752144763,0,13.92558773213711,0,0.27746902117229655,38.06068670171163,0,0.5484915435960112,45.34122452730146,0.4674444872420017,35.13333590626899,-0.16061001278048267,1,0.379039675071947,1,1.8403684578474093,53.52946382100849,42.041477250212395,-0.173426210723581,1,1,0.21674003578059559,52.26835815301577,-1.0347521720043644,55.307255880675534,10.801836714420235,1,1,1,-3.964902621557793,19.663719693400907,1,44.21003191520647,0.6827735651099189,24.32808585418539,2.6202476794959426,34.37156114372968,0.6268743399430964,3.7143946037366504,0,1,29.111417670906853,0.17872239751807964,54.26125240914483,1.6478506783187328,38.79963287046451,1,0.40590369278406513,0.20344627344408392,0.2519721013470324,21.486271560872186,1,0
1,1,0.4930611481218269,1,0,62.77215095975771,32.03699392675094,-4.696981615677387,0,0.4612276541472604,0,0.27870050285658854,20.375783044278766,1,6.82597314575505,65.70081723929933,0.09587312690510598,32.567298837983785,0.8128705940275632,0,0.7570366828633732,0,2.5478529857696715,67.94112870328976,39.258871051905544,-1.1098352383261605,1,0,0.2181638494674069,38.465619894854875,0.3731113330159678,50.62995038573298,11.392891493643278,0,0,0,-0.6660934923048085,28.95971126992627,1,41.575726836552406,-6.7223662801389175,14.108757049299934,1.6562855239684438,30.81441539686621,0.37004007116465165,2.449145151342029,0,1,23.34130896424559,-0.024192734004086693,50.216851585467914,1.6821365229773475,34.99917624975799,0,0.5673636098414371,3.7621626492548064,1.2452082145221848,20.91337193354648,1,2
0,0,-1.4257028056154097,2,1,5.66198292993278,14.357011909527609,2.1326508862261804,1,13.745897039467593,0,0.33311060841361684,64.52155933197315,0,-6.168332466531972,22.163248929908015,0.5348111881205864,56.70991782721627,-0.17144292827168622,0,0.002065167078068031,1,1.1620942581235416,15.779126232342321,50.042320127354174,-0.09417291249531995,1,0,0.4464356557861064,25.062060481445396,-0.038324400446810535,81.17097146153863,8.327855062509638,1,0,0,7.5265458315030145,7.001210918630902,1,41.24186098873301,9.112781789609098,20.8279475447545,3.747535169461003,53.78796096284293,0.4103679921169033,7.3879088659469865,1,0,2.9992529476214758,0.03574000463004922,46.596095231874656,6.735010893485031,34.62530558040727,0,0.3638040219404892,1.5950988650185491,-1.3382221785223667,39.452964681857765,0,0
1,0,-0.6787388279535814,1,0,66.01819557298218,25.331376640829234,-2.3786708636440874,0,13.453454311564592,1,0.32573532485359147,56.56406697655057,0,-3.0220920079509783,27.006765925955058,0.559781131324093,34.831186631004734,-0.8334536986369188,1,0.3692013349071195,1,3.8669188114917277,0.4603506720538053,37.049010195211565,-0.19886347983233213,0,0,0.3895289024265698,16.666321870062568,-0.10373624166800761,63.19550828556822,12.211278941212997,0,0,0,0.7421930776634174,7.065689657629823,2,33.382706135865455,3.176755840726349,32.195540673847596,4.223374202996463,31.936815770417336,0.3902203022340244,2.2287963851233257,0,1,17.05320256560103,-0.5042390676283787,45.96304987712363,1.4404183970486033,31.12211683939185,1,0.2907116844288916,7.305698777536391,2.1254009645983487,41.972682478142104,0,2
0,0,-0.10103407152784376,0,1,25.24725483440809,10.847887488455537,-3.5559927819183184,1,22.425789160051842,1,0.35188783459979084,57.87071368055335,0,-5.958182482373282,16.685297507727974,0.6177558350926569,35.05222847530137,-0.6245460538349955,0,0.31382820472788114,1,2.0787812728402515,98.68932397933646,39.10438711974662,-0.21632565080215824,1,1,0.3023652743547398,39.14792460683892,-0.053330234141978614,45.723406889555115,9.751526495585852,0,0,0,0.7819863584357112,11.511911538789818,1,33.21231678072043,-1.3233355319731697,23.83323076215376,3.598405238193094,34.24424210977034,0.436237775190915,3.7117158002019583,0,0,16.736825121389288,0.04621372145242094,50.949133404651946,2.8573048730231636,30.375427190240238,0,0.21148995989857905,4.001538632694529,0.802557186099154,25.16726267676922,0,0
1,0,0.4367698527829417,0,0,38.9702070208102,11.782443528982139,-4.610731117324715,1,25.411471338542153,1,0.30866114606230977,65.91819846554843,0,-6.177972419187871,16.135150030409054,0.9842541987695923,33.93691704751508,-0.8046744679574405,1,0.8147975058934782,1,3.2584330872667597,75.77447430040645,36.327040697553215,0.015113345594017938,0,1,0.5959083336547544,34.701415215009284,0.6794306264156548,49.61482082280973,21.396604889202187,1,0,0,4.901464481058058,33.34201705304249,2,27.21384469254397,-3.972526371839872,57.17205744892274,4.847790482494011,30.718428276300628,0.17727716398279936,2.0729172996702756,0,1,12.130949943197107,-0.35250813340567977,50.09645079491657,1.6905708181751082,36.42675482447667,1,0.6148636016262383,4.484150685426934,4.371734151972515,57.664630466024946,1,2
0,1,-0.14104434952181347,1,1,32.44708079255682,12.984913396580119,9.847940474799387,1,20.001541093565656,0,0.32660033815528033,64.993435484656,2,-6.225055802542037,43.23353015007788,0.13682904997745657,34.27809692062749,-0.43764137353482796,0,0.4170463015601339,0,0.5971635726497834,18.968445963203322,66.72520507519756,0.18510258910181607,0,0,0.2347023387911299,71.25553213112552,2.648814971898312,59.43031871306036,11.378375436802317,3,2,1,-1.187441740298194,8.15502012918061,0,45.01610641855781,-5.6421720014531065,16.85824741073436,0.858146399723364,68.18659904668948,0.34773939527031655,4.743045084388725,1,0,16.224688115222236,1.6077384644651636,52.73411062891758,9.733266199409176,64.73951252452278,0,0.2972616601941921,2.5745232658892,-8.551899411445302,17.11408887579513,0,0
1,0,-0.6089846572820412,0,1,31.68695106167152,12.881444317509736,-4.303950666189862,1,19.068657812089548,0,0.3275515461880191,46.00037142522271,1,-3.026053901539097,29.199432758598974,0.5723805035881324,34.45288158773138,-0.17219643739083382,0,0.6092242410657279,1,6.852973029462669,57.03957697931696,47.13069371733792,1.0088421285840596,1,1,0.3936157523714105,26.095176022891327,-0.41334947586462045,73.06390957879316,13.38862510726761,1,0,1,0.27962093428272894,8.974094394753863,1,33.212616319399885,5.009797778481936,23.042756626578907,3.3986199417350047,39.98863572641645,0.2974666348601832,1.732136706109862,1,0,7.569378457283575,-0.09765366378137628,34.07960734857694,1.6751680128624518,31.965881636319722,0,0.31390321616957384,7.243752381750545,0.016758840938187802,41.72669797450577,0,1
1,0,-0.3140951102929179,0,0,54.98103762693376,16.935497048635167,-4.371952665129175,0,20.650576643341523,2,0.849082340179981,66.505688665465,1,0.3901452642883676,16.169038187331502,-0.2570262755057929,32.2591105193046,-0.8081335047757754,1,0.5270435030749755,0,6.427765812198628,20.222170913851166,18.830403630807748,-1.5443184366671068,1,0,0.9977796251226113,0.9264997906549954,-3.7035201572216088,68.01810378600975,39.99616297126462,0,0,0,-0.03354023682505769,27.09403396518164,2,29.463325738388086,2.8820422725730985,79.98157260911714,1.578206528478688,30.076706162471705,0.04297469665340248,1.1711494084445444,0,1,20.286620710188647,-2.447019591339683,52.92642783845266,1.6005157562611805,33.86544546498648,1,0.9662847499659417,2.585172600338547,9.684619068340805,79.14754720627744,1,1
1,2,-0.7372493008376344,0,1,92.30382657802548,21.071088672141048,4.489960163162991,0,11.105189177097044,0,0.37196512931839376,10.082342885888988,3,3.3951383099514665,67.27769280327911,-0.455560722621592,34.7959933088497,0.2214155637361354,0,0.7690310585328645,0,2.9957500806558945,54.22905572531869,65.94859979372171,0.066581885797042,1,1,0.284934819750293,63.27072413127502,-0.5021510569654601,16.19549205501412,9.337426428534377,3,2,1,-2.866609629913257,7.709144365188179,0,69.21475896196712,6.649265813465078,27.35031991406703,2.1897337344700296,67.54856600655256,0.568270250792201,2.0480567427616476,1,0,36.60461402150451,1.1241551349688241,52.558655897277454,6.3984545488691795,67.52617410465506,0,0.28815767581860474,3.193998982934867,-8.693763031196939,22.823661782854092,0,1
0,0,0.36795849315729795,1,0,45.41753150689575,10.749100739363362,-3.924909239146798,1,15.131391340337405,2,0.948859209814196,40.77682428955501,3,1.7690766015560406,22.120617721949564,-1.0512342698662125,62.59643831606361,0.5900826723971543,1,0.33341514222726565,0,1.9810984281787185,19.186744997685768,25.67733509123132,-0.21453283564148595,0,1,0.6648490068237295,19.834627215534056,-1.3614153278114791,57.882971631191474,34.79242279011402,0,0,0,1.2158942844005836,18.888271113587773,0,33.44522338101235,-3.6441540423799967,66.78075692967144,5.480552550425767,31.056699693608152,0.22157883279417212,3.0893091816586993,0,1,15.581445011694173,-0.7266359879575853,40.25770696472144,1.8879805015913678,31.878012335302753,1,0.739601921377648,6.061425198716462,6.447226195545031,47.99742042173942,0,1
1,1,-1.5759539021746396,0,1,92.68703375067172,33.13083841043326,-4.540794312633539,0,1.017138109545308,0,0.3177608413657074,6.916033577001586,2,8.828281841855773,74.52274532728202,-0.6382268323276522,33.476812410900756,1.0525172393275037,0,0.6246092438624926,1,4.619369827625836,40.22882898584653,47.58815987178242,-0.02697682546886783,0,1,0.3203308729230743,18.833942832355337,-0.21162362653718408,35.47246822757497,8.902140393588914,1,0,1,-0.034376241262744855,10.665791774509707,2,34.73675233171315,9.735329888630844,18.478491992080333,3.1330734265514257,47.429901123634366,0.9484006879776999,1.6195718740284217,1,0,27.87959070409821,-0.31426174669438467,60.988952478447764,1.580121136834717,39.78008652594986,0,0.31033237494753385,3.2136313642782373,-1.9469322977590053,16.795544032853172,0,2
1,1,0.7715530384973888,1,0,61.72919867283086,10.711152246396797,-4.0867110900022645,1,8.369702187335262,2,0.9835804759931445,33.98148301984068,3,5.4572553223873115,29.25864732951794,-1.5816914407409244,60.82568115028026,1.0316872252356373,0,0.6700426090932871,0,2.8745086343348767,51.079930531176196,22.16430165318409,0.1476115970688702,1,0,0.8691645379186772,14.259511970056167,0.19284175680944174,46.908144424853155,39.28394215251273,1,0,0,-1.8100913967530214,29.30519994251002,1,26.268697098198444,-5.0931146732790955,76.26757130786346,2.4202602423074944,31.85181402720329,0.4213364980907058,2.415532315244556,0,1,22.057841773811283,-1.162126061801058,0.41821114452968433,1.4641160562293567,32.55683687690249,1,0.9640623342903479,3.4265302946559357,8.419939593098327,66.90519256058586,1,1
0,1,0.4256475430303916,2,1,36.39842523070899,38.15045487241179,3.0145753838400147,0,17.785278499401173,0,0.32650865562868414,36.39662570140705,1,1.568411494226945,52.36097097556252,-0.2467319239871635,34.33217083623335,0.5322703023029626,0,0.30895493841669147,0,0.7873338700410649,34.64739896904184,42.4895729970244,0.25208446369423526,1,0,0.3031122302444627,53.32154841966738,0.5330750040725503,35.43685749547658,8.918522622054176,1,1,1,0.13249413319464232,24.096781564780017,0,46.32135533548757,-6.036829430917812,18.752590694273565,3.6450329967131316,37.61699964601629,0.40934969184123776,9.091113714793275,0,0,29.81941877596578,0.30496416373185203,52.61469295157802,4.713884996501627,43.89937949932861,1,0.30182843071476817,2.761574859518137,-0.22073006421825347,15.244656678746612,1,0
0,1,0.6046316321187992,1,1,26.685499394185697,9.807416289192382,2.2096481311589127,1,18.005477285423733,1,0.48474537947966406,66.81538275284566,1,-7.10333603529222,15.789308061208374,0.4330846640754272,52.45677892345403,-0.7088944899563216,0,0.125941971925842,0,1.2719099908639113,34.799750647474006,40.96845175865607,-0.08331972567593578,0,0,0.22255362209086255,56.518505941299686,1.3899729319553251,20.29030551974199,14.675853792777072,1,1,0,-0.8414226385463692,31.73883583552218,0,47.34607974301233,-6.243663749158582,15.475101341032978,7.676137924453927,32.72864255593878,0.6963901327284563,5.241266307968033,0,0,15.567127888462363,0.19625652395187448,50.2787719640689,2.097834557708757,37.838300969697684,0,0.42136030396717644,2.9826533524591223,0.15614400781547566,16.975852167247684,0,0
1,1,-0.059942510066818666,0,1,60.29853155807112,8.988346509515493,-3.139689269020465,1,16.290185926724273,0,0.3326114439453799,52.26351769619654,0,-6.629513798226081,17.41893631947879,0.8346400716797634,30.667520567542894,-0.820062383576248,0,0.8784566820971569,0,2.2337037505930506,77.03971460837282,46.742892935669325,0.5550687603762758,1,0,0.21033421204720026,50.88648201808198,0.27502681978909277,10.267448131892031,11.73938656303993,2,1,1,0.5464463706238263,23.21510019076971,1,38.95070166398764,-5.843926330568424,17.700023553045547,2.287693787542502,41.91012597138559,0.3144533364960141,3.033297026959133,1,0,28.157792928352197,0.23730922265603527,56.345523812448164,1.792512471976678,44.42230754289275,0,0.09615542269968014,2.9310930660338372,-1.5331356794679571,19.3872457336428,0,0
0,1,-0.5277669005751412,2,1,71.84613542835407,33.22201628661486,9.97813407610803,0,14.661815565780758,0,0.351096809327784,17.417248666931133,3,-2.8500230156313506,65.42318408129867,-0.964621635100478,36.688831608153734,0.1363326349985338,0,0.541935714501279,1,1.3415506610477297,16.965969482215705,69.61868615124936,-0.15872788012864958,0,1,0.40282889339266525,78.37592536799082,2.9100632676083604,16.698023643424122,9.887708292454423,3,2,1,0.24939115432751358,8.153063772754548,0,60.16395577535981,0.8254605664597463,16.5740939150152,2.923816524899814,69.95368380731196,0.2993399320874861,4.858801452828196,1,0,28.68891555104842,2.449641724103084,99.06515121420357,28.516776786326407,69.66105780935791,0,0.1909803214090285,2.7779706273414813,-9.861336260687565,19.325243692979686,0,0
