S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-0.663218074534979,-2.2250674371441477,0,61.69420531968984,0.4957905536721942,38.28006000245438,0,0,0.18720038939395955,0.4024238744227129,3.3479569818533763,1,2.66623302620532,0.7147652096475725,1,43.33272472360839,1,33.3611273336686,0.10139577361543924,5.356435869888112,1,20.02843399033445,0.41683666026492006,30.085184940498987,0,43.84862831446125,19.22574669083191,0,0.6402226683896508,0,20.278661932168095,44.205141055671106,-0.31030642533471203,55.297986125178674,27.975679395171774,0,56.149881051807704,0
1,1,-0.010025566309848044,0.6177429260413803,4,38.67647743905683,-0.194693401353333,69.33347303089154,1,0,1.6737308575642977,0.09778583220132675,1.9453472166405792,1,1.8514549996156675,0.30016865026166734,1,8.114530459743701,1,22.13623829225968,1.107932145361348,3.2165878750167987,1,23.1367640529656,1.2053767497565424,27.561132184021936,0,40.06173895712873,43.42808397663164,0,0.35047797562589134,0,21.271854935135806,48.03719555888685,0.9052602322002344,30.208928380876248,39.58179055139889,1,42.595337157950155,0
1,0,0.2052361393069128,-0.41245465669390313,0,63.88530440796579,0.9387341541871056,55.86522405737047,0,1,-0.4926658391655572,0.3058314541037769,3.3610533663166082,1,1.7588315584358998,0.40961496801680025,1,25.59205051716944,1,44.55545391525534,0.7301083950678787,1.6440481292664482,1,21.700170529696653,0.9453390392097951,8.734749494111266,0,42.7988586871118,19.266176775684283,0,0.46343952577962044,0,21.048228816563235,45.4792822420674,0.03212084592189689,28.798815473033233,41.70432907465078,1,72.37035674739502,1
0,0,-0.8263857681117572,-5.418380221886706,3,36.54379577807523,-0.5919257195487561,33.594907909545825,1,1,-1.801870034100121,0.5821062799229832,2.181289485165167,1,3.591699900528159,0.6708348876578166,1,58.72841675648668,1,50.36699407577636,0.4989038374915047,1.3501136364816309,0,19.079705577189245,-1.0938005729178162,10.829199691706723,0,44.64702080828745,79.53598457580244,0,0.601772406636562,0,25.39268367761195,43.324631989867974,-0.8649547749723275,59.22755863476047,45.91755022882003,1,42.934149847665196,1
1,2,0.7717399535570864,4.305930601401787,2,33.050849153579875,1.0738086983922925,69.59605044390543,1,1,3.333301225438184,0.183515606459699,1.982509136230183,0,0.9740838685825197,0.2711520858142741,1,5.192302425938094,1,32.76515761055346,-0.24481769363830566,2.1678687295317376,1,27.647839543982727,4.061438122954035,31.36924078911584,1,34.38581595305322,30.170648125187775,1,0.10416546286746481,1,21.70156142031553,53.865787415341956,0.6933042105725145,43.166920850907395,28.162161487827756,1,57.34862973500123,1
1,2,1.0969429682091547,4.745933663199226,0,62.27974892074165,0.7046642429575913,69.97390349955893,0,1,0.8173376005663062,0.026697408477331375,2.7915586927600167,1,1.3420618619071545,0.30446237127660275,0,1.9054806179643724,1,36.42433529747673,1.2876777149441312,3.9560665451057937,1,21.98057144978661,1.310987863589883,7.754456148615252,0,41.09017455563475,5.770395047245107,0,0.20157622665892228,1,25.635283211453892,46.49803993559037,-0.3879534946555385,91.64815640131332,40.490161942847834,0,82.5744202558438,1
0,0,-0.223556719912209,-3.96688841437547,3,29.414041735226803,-1.9197615734965896,28.548294199659534,2,0,3.315987155505928,0.32434903135832194,1.559224921206796,0,4.919143208477798,0.2997369043604933,0,68.24429283264617,0,43.26472579497313,-1.8719173737395045,2.873179838003435,0,29.654886590380478,4.235673874501336,11.50384338107439,1,32.28494202795624,56.133545820693925,1,0.6920453290011778,0,18.69244066877179,56.50791758760764,0.1765892385132862,31.81714804294431,30.140827586144656,0,2.2869262658185727,1
0,2,0.8300844014416414,-5.549260249160426,1,40.13759261341296,0.06752259433247217,47.61486394678585,1,0,3.321335081167426,0.4896298071655424,1.7399743872364035,0,2.0326859881412047,0.30350300891235577,0,41.647507066019685,0,27.429106006077475,-1.6728390626600644,4.614742925923295,0,29.599549503654174,4.722566291620119,34.971473472181394,1,31.38055355948142,25.198266620739034,1,0.19238115941121764,0,21.63179758700483,56.40379431805447,-0.8400228205920603,32.1673974205862,35.584702798006425,1,57.46274783675225,0
0,0,0.42094118134697034,-2.022509928786417,1,19.44262933884727,0.20492846064836323,31.431704611119017,2,0,5.565112549857236,0.7222003811759019,1.6486681281135547,0,1.7024973881543028,0.251384821669031,0,60.50214144241872,0,47.21147992559508,-1.1591107520288277,1.8292544761239005,0,30.319202286736207,5.097379900405411,25.600787571105986,1,30.475056383149393,44.24164132430895,1,0.3122277428006675,1,18.897011021183303,57.56745821141481,-0.7606953685998158,44.16437104474409,37.97408420496385,0,45.30874989832863,1
1,1,0.5919458976808505,8.634626148508417,2,69.94606136867199,0.11422762097549473,69.75063790825271,0,1,-5.543422717789327,0.03249749730432078,4.12605833456482,1,2.86006963338645,0.2589649219507256,2,4.678451877870349,2,65.57680934542807,0.2683470148274165,2.8865159610840285,2,9.979632498329817,-5.191524526766566,32.549757116840176,0,56.44926906413805,34.79279761429861,0,0.21618600130844334,1,19.775529699773216,30.964022055230256,-0.23613889968300417,67.85178132752586,43.795977294410235,1,96.41121705934914,0
1,0,-0.17102966817898224,9.80341446228018,2,91.2048904792175,0.025427453897413306,65.511890487168,0,0,-9.434099881205716,0.07542996308699268,9.424283640556956,1,6.354103930780808,0.8677366406437711,2,8.364500021922527,2,71.90319897814292,-1.6766500135316467,5.849818723372437,2,0.8684176799848919,-9.632600365466152,9.595988881091964,0,68.9357356893505,68.1229634690431,0,0.23662213539664928,1,39.88333930704488,19.139510190348897,-0.5171146971825585,65.87781879810144,7.518866640699513,1,99.43148262836499,1
1,0,0.46683847830252656,3.261098984458499,0,98.05959689873369,1.5671258338560865,32.34445961039132,0,1,-7.711022306149849,0.3795800239134318,10.633985962179935,1,3.418452252932244,0.9864721702178585,2,25.573896465831215,2,26.18581854066204,0.5164378105558975,0.9173646857092176,1,4.462186221684339,-7.2980075013154995,13.503512195630822,0,64.31248637631676,30.74069639445279,0,0.4119505936882216,1,21.82080210621271,23.86655728979715,0.7595917999509806,25.61662624971769,36.40176823532396,0,98.57557415075885,1
0,0,-1.4941050237212599,-6.857095160756926,0,31.5811105751597,0.07215620589197935,32.609555273377545,1,1,4.572462217784324,0.7494946463766758,1.724711492926574,0,1.6511719800345839,0.3646553185100099,0,84.18202103067509,0,40.26691199943066,-0.2352833430092364,1.8280785166860627,0,30.75888106967711,5.748881578867264,19.430310317541387,1,30.66795178340967,29.668264083477574,1,0.7770031563706039,0,15.53899465062928,58.0883733237185,0.572915411117554,78.37882367000569,49.756889599341925,0,26.82129108046798,1
0,1,-0.5030402313589108,-5.395452780827879,0,55.228708512856116,0.734309626865258,33.65566933639407,1,1,3.4443598136775666,0.754204927928059,2.542184180901995,0,1.714760868701916,0.5325251068211365,0,72.9906580424312,0,56.3228043332062,0.5393235898387044,1.1585789870211876,0,28.199259210244332,5.178609205641397,17.969854896481937,0,31.29644863131002,51.50824734616702,1,0.5484464841605761,0,19.706122152116002,56.0034527075628,-0.9828776294708244,37.73058864087865,39.473372668845435,0,30.412619072382196,0
1,0,-0.2828675834983302,9.893723669325901,0,98.21145980333614,0.19848164244980968,45.94092326807325,0,0,-9.820161284578488,0.13026536046391501,13.690535186063144,1,9.245980090717092,0.9511323687148301,2,23.335138685878597,2,16.53521878763962,0.5732912664558494,2.7783675433136956,1,0.5022831696695018,-9.751283226687676,17.013103890231445,0,69.35032984865157,72.50367194138433,0,0.5863371047284004,1,17.85876425343865,18.65956903870655,-1.1539880864804657,85.87149277143143,27.25849849582267,1,86.82836122347683,1
0,0,0.778053626042446,-6.026648117980098,3,22.03528617293593,-0.5163052989233367,30.91273291404446,2,0,4.482279817901869,0.5427313884735118,1.572438693470502,0,2.3086314221531863,0.26212123820695243,1,47.92050649030361,0,24.630787474003277,1.1899458572417025,3.161458184368092,0,30.988822173743287,5.017978151107867,21.046302198037203,1,30.4481562334339,53.06316969377371,1,0.22682612485521275,1,17.934157246909347,58.63165301847937,1.2615918475252235,15.054647605145115,46.77396306490722,0,13.45807079116591,1
0,1,0.9745420358522306,-1.4155088386054313,3,29.298975458105414,-0.5034214664338459,55.61082253225932,2,1,4.491581094344037,0.33548976673699515,1.6193313869475714,0,2.125176784539692,0.22640263878471512,0,32.81350135942225,0,10.359240361042126,0.28244424084910724,3.3237979123785126,0,30.771921735669913,5.210585847331055,10.846741789177777,1,30.15674264591058,57.284054972311054,1,0.3298048720334702,0,21.19938731558301,58.21577298461177,-0.1311173286059999,40.59545472096032,61.895785721830094,1,29.801921572435507,0
1,2,0.37729685332838087,1.7121208263778787,0,57.87970934204788,0.6606847640372898,43.328444988087256,0,1,0.08849707577882171,0.6324096011483313,2.7688954882092216,1,2.3999573211497016,0.2996646263952817,0,55.1505586775325,1,36.67959871037226,0.8389983165922473,2.9236755369564826,0,19.98857479593441,0.42415099193480543,24.313257388118608,0,43.583863934986624,24.474813819640246,0,0.3368787381717532,1,22.701802958869074,43.64789650018353,0.04702738107350225,55.151908946919725,38.70079671730801,0,48.94989588956473,0
0,0,1.3140887914473627,-2.8756883412679084,3,29.595872744419843,-0.043246266915215444,47.20737223441593,1,0,0.4306976405691607,0.3883820043074763,1.6778375893190223,1,2.019895131545339,0.1962054473458968,1,18.2951200490892,1,43.15797095026,-0.7960666840908633,8.251400638280973,0,23.140759347860094,0.8347170246901765,25.623520108957397,1,39.690535082743395,74.73308055581876,0,0.07216963178935343,1,22.99377200777566,48.10673365707225,-0.4508625471943896,7.326243309883306,35.9153256173439,1,9.587766321904162,1
0,0,0.898597231891488,-2.535768180941905,2,35.87493705404255,-1.2927685902208157,31.485480742886985,2,0,3.958314179096952,0.3621672627164423,1.737795459556475,0,3.469107219000625,0.24103021022987747,0,51.43457310262054,0,6.365770402281776,0.3797736173163467,3.9993009398226382,0,30.930690694295436,5.01266572365067,4.172764559230567,1,30.904803061666847,58.56114023292443,1,0.12317058577176304,1,11.21838500590882,58.195993064278944,-0.06262408639823652,34.1474707982139,65.3084915826403,0,9.049827245581849,1
1,0,0.16936877582157006,-4.452343452667396,1,28.539599253112357,1.463837949643528,32.02108726458307,0,1,-0.3183512705610685,0.8937435663759863,2.0514289520270306,1,1.2531364190345733,0.5632284633889669,1,53.708923643925885,2,72.57713607774718,0.8025300991727761,2.648081435670001,1,21.472160010661053,0.853577458369724,15.524313287619778,0,42.12594628977289,74.28040279940625,0,0.4538851415470994,0,11.820544442745469,46.33291067595986,0.9455256973687899,4.501723074148384,47.696951089569374,1,95.6936022677262,1
1,0,0.3822947017232139,4.993481316900329,1,77.86662506281195,0.653209995753271,49.724056299428,0,1,-5.424258405357783,0.32766012071832273,4.549115016737846,1,2.9443083365851765,0.6537446961880296,2,19.306761754155794,2,41.29845599029517,0.9900292834031784,4.384840413858329,1,9.889290351437802,-5.074675836608604,10.658692432219967,0,57.40641417794653,66.16232534014725,0,0.2692993326290989,1,26.186724290552824,30.844232167603,-0.6485057139968923,45.046582416052516,24.33842653618337,1,81.95458927177324,1
0,1,1.059707578372354,-2.6668446401128616,2,31.244642692928526,-0.6028965341273117,34.5290799412022,2,0,6.22274054797947,0.4869562798157625,1.6578036804007918,0,2.4947921077896242,0.19507351896197495,0,56.898094427003485,0,37.07500288829757,-1.2540216978613967,1.2816874697569278,0,31.713024665533098,5.440718810287013,28.954005642952673,1,30.515750753577265,32.47148546467749,1,0.2210384793583342,1,16.873501757976086,58.47462160080132,1.408306796256663,78.05676390331516,56.62998532464578,1,14.710594934909105,0
1,0,1.5887238982558378,-4.949714526658409,0,53.25971407603105,2.1348092533285956,32.67085538344759,0,1,-1.8426052416936436,0.6180289935956272,3.1186938149822883,1,1.0573527686864068,0.6948320814605351,2,10.977009971931956,2,11.053617985562125,-1.7932950611241216,1.727964231359082,0,18.159112311976504,-0.6357209132449064,30.961811753871483,0,46.59091717006959,78.63369010463273,0,0.22568474134347866,1,27.422886048439644,41.591885232329076,-0.6614604712047295,15.76089012218303,35.46999872656023,0,49.285714659711815,1
0,0,0.5281337789358714,-5.088470685891519,4,30.209028135036487,-1.036088270278802,34.03782941435537,2,0,3.308489518734291,0.3285789836383203,1.716918961882926,0,2.993541613509206,0.27346931832891586,1,33.520437875607115,0,43.46800420625531,0.168479745835175,1.9790186904534006,0,30.953943328737942,4.656970201643524,20.011855275247218,1,30.48867937313192,58.1452454089804,1,0.09953504444562394,0,19.41114305977386,58.223739330894745,-0.13433401669383255,55.8117347656204,79.9998292070876,1,39.385172613768574,1
0,0,-0.47544115638429124,-3.8799854254732002,1,30.663457584165833,0.08590074123083824,33.01833951568295,2,1,4.853510701782861,0.7412685823299269,1.8165554586779769,0,1.4835652222353022,0.22399019299717482,0,76.12314060112782,0,42.1377902661098,-1.2485886673720081,0.9697431936874028,0,31.243345448852565,5.789491190390862,1.2521083281652334,1,29.580932431761063,63.43087448789845,1,0.7264506689749605,0,10.554992116607444,58.591818816137184,0.8026903103547965,32.66620410023825,21.87413131986166,0,31.83777977290541,1
0,0,0.3864516469664505,-4.884198824393189,1,23.862964289788753,2.0286505312981524,31.8845886845506,2,1,4.650082789469659,0.8186073605305517,1.6546323304682498,0,0.662068457752587,0.257824349464615,1,30.17162307274029,1,40.735804564470826,-1.4578493011628957,1.9787772605754161,0,30.502885978167733,5.460974416343856,18.75705385178088,1,30.150248176432292,73.87998530564506,1,0.12519843490667731,1,25.443885154703928,57.64579254068986,-1.422784603884163,28.883476991401984,40.21831381285121,0,12.462865390765664,1
0,1,-1.957250462511904,-5.20925225219441,0,20.97958140173781,0.5128359294958285,34.668031248354424,2,0,4.3550581687800065,0.843179813439602,1.6674003073659038,0,1.4663441874330545,0.33311190642210553,0,83.61483082472523,0,48.59602132151935,-0.5969913378282181,1.405151455540368,1,29.76552501093362,5.203888305285854,18.149618090737164,1,31.36270119515558,24.585592633059022,1,0.8201065293334097,0,21.40356891234598,56.69339992871785,-1.377076070595501,32.690107193734164,35.28158190789873,0,46.70685714668485,1
1,2,0.6539920271514426,6.840206350872165,0,77.26347017759969,0.008443996098117416,63.53472813009978,0,0,-3.411712664966675,0.20146714777765695,4.725379174514288,1,3.4703563094322574,0.42629143193975355,1,23.546080041896815,1,32.93704313780319,1.204096402759119,1.1588484987305183,1,13.97971411871019,-2.4770595335610004,28.06234260318062,0,50.98106029497731,6.103798845912434,0,0.5353544853712684,1,14.853525188005738,36.36554524466831,0.08531776689697984,74.76072653762853,45.510858571178204,1,63.10877802150026,0
1,0,1.2692015660024483,2.2827909093510534,0,75.86410830461833,1.1873483782911383,62.59792709312356,0,1,-3.743677651026916,0.3106154860862811,4.333433346745671,1,1.745852347785243,0.4037768794297295,2,10.34843236222457,2,38.821138088786626,0.6341170529193221,1.6515629808162424,1,13.699323629228239,-2.786439804908997,16.692078486223572,0,51.5584917787524,45.60446629656181,0,0.099943131257208,1,25.149302134401598,35.734902992704406,0.31113973170230874,6.538618550610298,70.21212686841378,1,70.08675130047098,1
0,0,-0.012807563954555031,-4.937700250265995,3,24.062337194141996,-1.110807231087002,36.65423514144036,1,0,2.0330485009190475,0.5800999867702209,1.6095350832013176,1,3.313446342037157,0.3128910122320768,0,65.99266242157861,0,73.83822609666575,-0.4254833399149626,3.379344304427873,0,26.14297140999103,2.60817424002731,13.943555323033197,1,35.95497476292597,69.02851028606452,1,0.6819303911659429,0,22.37832355854642,52.35324185369641,0.9176598737575495,92.75639406993757,40.657399566895045,1,21.281715063084622,1
1,1,0.24542463570301615,0.7815971779441,0,53.72199970313002,1.1757170337287828,37.8284446379368,0,1,0.642974573029008,0.7027305748742859,3.0010853792617667,1,1.862721047060278,0.6059269319968732,1,52.462830592631704,1,28.59878624445131,-0.26025310752149045,2.844526230604462,0,23.454342289028677,2.341681491571494,36.854811303667525,0,40.58431715031145,4.034276230361704,0,0.3008081066009545,1,11.994367477674178,48.259231491015825,-0.36210938202443715,16.167446950773044,39.74485020677656,0,61.532813624950776,0
1,1,0.7346005453557313,7.505073831489074,0,82.72044853031242,0.6710143507328834,58.989141537068974,0,1,-5.786016456594383,0.24007764761525147,5.232174629235166,1,2.8725100382543385,0.4338926886003579,2,18.423391426465468,2,39.23942465086306,-0.39058987205332407,1.4272965854189337,2,8.783356312541352,-5.417868187528097,12.017434635495224,0,58.403170454250805,28.310702000912215,0,0.26407040105877305,1,16.841128941155773,29.49422814395225,-0.13326399252690643,37.49385403937537,43.50884922212003,0,69.79675349306586,1
0,0,-0.6790774245476624,-4.68850402173731,2,23.781934855630443,-0.6109437098377123,30.887406780788655,1,0,4.078197183077529,0.8241820655431562,1.5901285361283366,0,3.066580959022959,0.3007590494781393,0,88.59389351240455,0,30.735913107734795,0.13128944625774505,2.6488423537525603,1,29.609126308355105,4.767239846486508,20.518376986466347,1,31.211017573972587,28.1717380840874,1,0.8682709033921149,0,26.534966267921032,56.52815842118766,-0.7461219896126049,18.866141479768128,36.98117810021179,1,54.996632419688574,0
0,1,0.7266135269038078,-7.366661824940025,1,23.313400823827507,1.5275687953921258,32.38622227905611,2,1,6.424047088353337,0.8133416089574781,1.6288002010701554,0,0.9778826252112385,0.32932866552741313,1,38.659988801390845,0,35.50617800781628,-0.7989294911169691,3.9911613805985313,0,31.312493306589246,5.793293990733378,39.860303682010844,1,29.938095479703946,11.935428160287858,1,0.13647784898860776,0,32.26870679073249,58.73739699019788,0.48240355884717295,20.903119570699026,41.7839386842708,0,49.88939929390314,0
