S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,1,-0.13833921929266513,0,1,2,23.257264528961855,10.898059345637904,18.503184793148876,0.2641436748991036,0,14.235658075513765,1,0.656084122841456,69.61916427129552,28.73476284872758,1.4870239933852492,-1.5605325541710435,0.6243116145830367,3
0,0,-1.1456869720207463,1,0,1,27.26809310323529,0.6238490137518315,55.622060172640374,-0.7307309712907283,0,78.75502982663325,0,-1.2968713027107377,55.30259770603774,63.87091786411512,5.345198494354146,7.37700455799045,0.38415779417648666,1
1,1,-0.33709911074278925,0,1,1,58.2182815468888,36.89089110719137,2.166226661514181,-0.5298705910688366,1,16.899897390394717,1,8.642863103662588,89.34437824189104,38.96610395898884,2.9035923313503305,-1.8522363760499196,0.7504275746267997,0
1,0,0.03315435677756965,1,1,0,53.9463161367008,26.748631164164877,30.777479978556123,-0.4706638523146388,1,26.06744435315101,1,-5.082093611029576,55.23618216847927,36.177913648900216,4.038346567751042,-1.4633945629758927,0.34035524201372164,0
0,1,0.07968828434341546,0,1,1,21.982820182673727,14.921983263508949,26.47142430975734,0.18008336643431522,0,16.33396938594611,1,-4.027327023647955,49.23045553599569,27.397056992689873,1.8164898333466302,-4.657192706421114,0.6583837124846522,1
1,0,-0.11704062165428791,1,1,1,47.15609578411667,13.217749618147405,39.379217258474256,0.03274966054653449,1,20.90510293839823,1,-2.844704960641087,16.895121863260055,28.02741446454747,4.134512449801394,-7.008144997216302,0.033800717905905386,2
0,1,-0.04060830342256307,0,1,1,23.37738357794856,1.4095797397956078,40.34601299491919,0.7288434016773468,0,32.566961585834186,1,7.98736226622459,63.29600440823641,27.484896806254852,1.8482892761563379,-0.7507954312213254,0.13853294133147342,3
0,0,0.7890006409426679,0,0,1,37.54244972871372,14.83849389444983,38.18428970399566,1.5383397079191328,1,76.56668849049078,0,8.877731076260666,74.14051424099574,51.390823593843756,2.1280144184534735,0.2636665121471804,0.28199267820757856,1
0,0,0.07492433872269304,0,0,0,32.5512292692364,19.95248504290768,23.314682762460357,0.47255000998023744,0,43.9021183851272,1,-1.3017056969606529,54.395119117341764,38.64007687210844,2.2837080763549937,6.241042635814736,0.7616734727667513,2
1,1,0.02061494804604979,0,1,2,37.391963436285536,39.307281363057925,2.3496252540465745,-0.6998950496231485,1,16.792933316037036,1,9.999915124516448,42.78866046447912,29.27461826922635,3.0953815651534424,-2.084687160662689,0.8998717639430451,1
1,0,-0.4259611155609545,1,0,1,59.981550717465026,11.272038518948913,56.400712515875604,-0.1323027109351869,1,59.90719011873164,0,-4.9547011527606895,44.93987630858502,61.73614663427327,5.994598504733411,-5.499074610027711,0.2336581670016032,0
1,1,-0.0034777899749664134,1,1,0,60.83134282722107,26.68060981981567,65.80769023827607,0.16311894709647887,0,16.09841973068025,0,-5.5728792928929,0.9796270850373545,45.25874169829594,2.6562888380468554,6.3347002022170855,0.638518144608983,1
0,0,-0.3571899178019049,0,0,0,34.012040107074085,10.894275906286843,41.98985181144891,0.19573104781818024,0,73.25937053562474,0,7.910390424453453,85.83346327243149,56.45191411850653,1.2430651848719172,1.3737017971554977,0.9290342047813065,2
1,2,0.147450494396439,1,0,0,55.52473765822286,0.34273868295858767,79.97136328270496,-0.44062406217661526,1,51.30754964175736,0,-3.416314754842995,0.9186921687290406,65.27187537014032,0.1353352832366127,3.7990486196313995,0.3578588232000456,0
1,2,0.21041946931543468,0,1,1,50.816957897582455,30.114583951299785,28.467873380769152,-0.03499828360846122,0,20.939265058809724,1,-9.59047622092641,13.645660415177918,38.5863888822759,3.1698960954425397,-6.242828727998737,0.3825333449078887,0
0,0,0.23555246295339782,0,0,1,34.772138165432104,19.730740764650967,28.159797169527376,-0.09209162556841362,0,40.5285310367423,0,-6.323267756297937,28.317556090049546,45.72978138651554,4.1914902934061,4.13946341847759,0.576917314190732,2
0,2,-0.5368027921848203,0,1,0,20.848348632453835,15.280525197331569,38.0872765366574,0.000579005759069771,0,17.600003865391386,1,-3.689816678406838,79.2615320369876,24.47531088103056,0.1914093564678761,-0.8148671407290138,0.7280893798845897,2
1,0,0.07839185909542112,0,1,2,57.05941034812113,31.89342770988638,10.47232167207303,-0.8374157974945955,1,12.912132497006251,1,5.58664565769547,26.16824264081523,25.32013744183037,3.349206167460702,1.1080558825913673,0.967654700326303,1
0,0,0.27860969674760616,1,0,0,59.703188229455805,0.020517645771644943,79.76227214956212,0.6293753468070162,1,77.95128197016082,0,-3.1771013282277325,6.285186446115548,66.4769753415454,7.387040827905087,7.990634766684558,0.015045502190763949,2
0,0,0.2715782506496433,0,1,0,68.22744767612889,27.627219281702047,9.552201293153955,0.2846915297614593,0,40.14944595332855,1,-0.3830247968060654,27.628899935140343,32.71803865209206,6.111990404331358,-2.410175916125925,0.6813570844920024,0
1,0,-0.1636949759166881,1,0,0,58.76044640811263,1.617612867694862,43.40824593593939,-0.5800708940073854,1,45.23220545300545,0,-7.05444980298291,33.597398137820875,66.22697783910793,7.093861248666918,2.8956375881263234,0.35424310813496707,1
0,0,-0.17687245825912382,0,1,1,30.09659344945713,28.24996874946736,20.822847274245085,0.3581646268290797,0,12.804424988622692,1,-7.012454427646846,64.92954965864458,31.408772977621723,2.6243452646375887,-3.588625069801057,0.6799833892557844,2
1,1,0.33482849393437925,1,1,1,60.24571684376074,27.644223096091412,29.311296659633797,-0.5101630452745683,1,13.825593673839919,0,-3.8836200737674815,54.58323366325211,41.5540864068621,2.2162807148559165,-2.5527247675182636,0.7916691052389762,1
1,0,-1.5432085194616805,1,0,0,55.077483265263844,5.065006910326238,72.25806477342444,-0.381802228947877,1,63.94902890259282,0,-8.454154753054198,50.14314269272175,61.48762013101804,5.7529071142333335,9.826198985485775,0.7515252549866568,1
1,0,0.0891658479620366,1,0,1,62.80315771347414,28.301766823124854,30.03434883064093,1.0811436136797445,1,20.09911310157893,0,-9.990973801346312,72.40158538420076,48.369386704040835,3.160631139022309,3.598025918035832,0.8742415689345906,0
1,0,0.22084194061492432,0,0,0,53.014981807078,26.196233217714507,22.12646274983326,-0.37936928862527847,0,45.596547973024606,1,3.0594052861335648,91.28670760919017,55.26430023646309,4.568680927072225,-3.679844493863075,0.9206358477827985,0
1,2,-0.19341292360763068,0,1,2,53.34312631811301,39.38775744453935,6.820698760117212,0.08766124838528927,1,19.745778225195313,1,-9.147135691942665,0.654692213258351,27.772865401626945,2.2359385413327093,4.761948168226462,0.6779552170207799,0
1,1,0.09147879446378349,1,1,2,39.48692049538664,16.449228530390737,39.41084195287963,-0.8235484704425429,1,16.504328639320505,1,4.716232175201265,14.4626730197424,28.194538989280787,2.820674960652623,-2.4289932963898897,0.31156324534531865,0
0,2,-0.021805407117644095,0,1,1,46.63653329724343,21.11557682068437,9.820916934518266,-0.19231105878956253,1,18.047390314293544,1,6.256418708624018,89.16028190868602,25.329771043032373,2.450130267023544,1.0003341782930093,0.1628330888693728,0
1,1,0.28273455908478184,1,1,2,52.58487704194694,34.34627429058067,42.882171346175404,-0.07045503595199219,1,12.512010486887238,1,-6.205694938779837,14.784327262148622,27.822256483118075,2.0361341582583843,-9.60500281588745,0.13158131745300672,1
1,0,0.0775639766132819,1,0,1,53.51942759309386,9.89526410943827,62.74290468587273,-0.6774140761377904,1,51.76321690926048,0,-0.8460307770276252,50.16280187035185,61.32299047106018,4.601651283528043,7.300867245707387,0.3131824052162975,1
0,1,0.7822402950799883,1,0,1,38.997440666200674,26.135705079857765,38.891998403378714,-0.23278359369923857,1,49.49227000678234,0,-0.09090988273912792,96.3757750586844,42.32516706121469,1.827062488504306,5.033712579569276,0.861854549051142,1
1,0,-0.07219147493194117,0,1,2,62.00375579601735,34.550656274373296,7.9899447618992925,-0.4037490424437636,1,17.932808986744135,1,3.501648177996719,16.78206996325996,29.203531661353654,7.524979340649226,-6.211675265068012,0.9094887533942175,1
1,2,-0.00946316873475569,1,1,2,36.921327494012914,12.130052362358787,64.45519627063895,-0.19214982367219263,0,30.672569134933543,0,5.771579288259456,6.466401481069145,25.569965512576314,0.27549957722323404,-4.50391147693491,0.46614735269479357,3
1,1,-0.34987927292084003,1,0,0,33.37750065369828,9.170576323696835,59.34325814058006,-1.558584647633844,1,50.56437321247296,0,0.3590081572063024,74.62428449053749,52.54297291238159,1.0949037647810502,5.552726063411091,0.5280126897538564,1
1,1,-0.9638817676359351,1,0,1,65.69976363223407,3.4188251100370026,79.62701637926511,-0.42248614597537154,1,48.31576240035118,0,-6.3812150528206075,0.9613823141379707,68.44625858976676,1.8887618802913373,5.553900223628869,0.12362574437220825,1
0,0,-0.48403636418963786,0,0,1,45.729909920177704,21.390654216905492,26.648878808310073,-0.7438911031650436,1,66.55740988933245,0,0.09273951672400571,51.45719910367039,51.07976256014833,4.511471620628575,-6.103144065677899,0.22240903611076046,0
1,1,-0.14407698479295772,1,0,1,37.37573211348799,35.83480905539962,62.27283253855903,-0.3428840416692637,0,72.427880770873,0,-3.110916826590535,57.90388274049122,64.98751698970719,1.0314925504108468,-3.3952709845539157,0.09108960940530114,0
0,2,0.24387283930014617,0,1,1,26.439647761788947,28.240718979353154,14.771924248241767,0.1912755126917605,0,14.557443063779957,1,6.125641811714676,26.98678833626812,33.3093759644119,1.737446647120242,2.7281912296174475,0.6191380386028396,2
0,2,-0.20007758207355653,1,1,1,19.292184530455778,1.555549341517184,66.25457416938414,-0.5039071994076122,0,19.685798047729065,1,-0.9301933574622332,51.905159685739086,25.417476438488194,1.1852098563043,7.403560410362648,0.8855058296053973,3
0,2,0.9050816064946806,0,1,2,23.394045658499966,24.86142309932974,29.79064897215232,1.0743600731170888,0,17.915751988366083,1,-2.6925951009668996,44.141611829697965,29.57927808070827,2.907780687481728,0.681682420167256,0.8099761989739214,2
0,1,3.931839737287537,0,0,1,21.937686481239286,10.779460484247654,39.381619662583674,5.286911482466209,0,66.83255063736136,0,-0.7317283163203125,40.268592120077926,40.46941044986888,3.0980914697153326,-2.7981678654846176,0.23040340745427423,2
0,1,-0.48134732634379357,0,0,1,38.071364555285875,18.43732829988631,37.69145117497379,0.24299878654421317,0,72.47896158177721,0,2.6918766921695223,69.790466682831,51.205032426558965,2.3820040101275137,1.066275131182877,0.3046107623886999,1
1,1,-0.24807198286096444,1,1,2,48.9719040810958,24.98414619221062,36.61503909809881,-0.5233818829244427,0,16.11053006301713,0,-8.738519009695134,7.284923577754155,30.50775012616355,2.3217043880023924,0.3452530349811056,0.40448552078783184,2
1,1,0.008920390755843319,1,0,0,63.54324465719113,18.628616230198507,69.29820184357565,1.2712273489200492,0,56.44205976071619,0,5.036116308733984,27.327093411611546,68.35004820592903,1.7374815379965913,2.3121526923576035,0.45598630104271615,0
1,2,-0.5921365829487156,1,0,1,45.41341877536537,8.592999795132215,74.33612562410836,-0.42889253759254864,1,35.985613472051156,0,5.763702015222481,23.35105959423335,44.62349693848266,1.0744813473368875,3.295702806630686,0.09304812604181573,0
1,0,0.13211348945752616,0,1,0,64.21836601391603,29.21752582041488,12.356966427363663,-0.29883117786029617,1,17.168147425732943,1,-4.467237706869399,29.991840763629035,40.79414502538725,7.624174044882337,-6.108190526497398,0.5722116181892034,0
1,0,0.1800868429064333,1,0,1,58.059829831580345,18.177092876461735,47.097815389795045,-1.0808775369166286,1,21.52425425479762,0,8.343956383726638,59.4265873316428,37.935253665818436,3.7880249106754653,3.7513383941909275,0.6899415303474059,0
1,0,-0.13762366475972915,1,1,1,59.8817842128488,28.314076061995333,46.02137616128413,-0.9803252086700628,1,14.13028016894733,1,-9.28640828344321,33.4380786097846,34.63919788856894,2.4559342536046107,-4.75744137680242,0.19767930254498106,2
1,1,0.21105995452868476,0,1,2,54.75526533381032,31.9846305054886,13.557784069684601,-0.29781957218801947,1,15.081389453156518,1,-0.9489741938915621,62.087483962954224,30.184873941478543,1.8804808244018272,-7.142286443842608,0.6669604882223406,2
0,0,0.04229797479849307,0,0,1,27.601593385595265,26.581667961692496,36.24956980365762,1.9211862730276492,0,76.2209398562565,0,-6.064463205915837,93.45280583757476,55.53898625095138,2.749996699476495,-4.279980668183581,0.2401541321083801,2
0,1,-0.24732382945798242,0,1,0,35.020995002888796,24.073135949599504,26.646271138388123,-0.2091276048246485,1,15.681606979202915,1,-2.590098685702193,95.56914747599427,30.793609590857884,1.6654436516140738,-2.2127131324791627,0.48582981019549654,1
0,0,-0.8172659881327855,0,0,0,45.24568892946841,29.08759922545741,11.69093080420236,-0.22478656685917064,0,48.442281471141115,1,9.500578461969496,76.00045324322534,50.22471153530145,3.7815418366142977,-5.19965452550246,0.37802569921335827,1
1,0,-0.005477759795546102,1,1,2,55.491732635407935,37.00615772221213,39.688564447423076,-0.525703168829644,1,12.304471491022237,1,-1.0181620196705374,34.89745541610964,26.92754487473819,2.8515764621775346,-1.0911169468739637,0.6779859822728198,1
0,0,0.19734109081363446,0,0,1,31.37128967760985,21.33969571359851,14.907033431193746,2.135981229639979,1,31.791708475375753,1,-9.779455460815075,89.59771851157103,30.321119479652396,9.01608505114996,3.4170344260193346,0.17738746810287398,1
0,1,-0.3217681847867847,1,0,0,43.85865355439975,1.0757418358056903,77.09043758819894,-0.3715612719834003,1,72.9377073952454,0,-0.2722966047100712,96.24918265570633,60.172177426221666,0.1375599321417161,7.484867706331052,0.6998704082769296,0
0,0,-0.5214431479881452,1,1,2,42.31341155148206,20.733788333149498,50.03138801108857,-0.5342896484996527,0,19.55374906809873,1,0.6831179869491741,52.13083874410732,32.15451048846368,3.124541330916604,-0.42045656591973213,0.29088671376317343,2
0,2,-0.07149660170443595,0,1,2,49.48049381260597,19.315153886457985,21.182472505774285,-0.7590595574122285,0,12.692179501945482,1,-1.3240147507307736,41.231072987308714,33.889074693112136,0.8567532375620865,-1.0720408978592229,0.7378381393855918,0
1,1,0.19312415873397,0,1,1,51.6826620949398,34.51330962307493,25.134164686904434,-0.27733388218712884,1,19.62975071618638,1,-5.319226191289516,38.37596914860316,25.380358706270705,2.871552276617904,2.093616101651218,0.5213181516762001,0
0,1,-0.011855756367137394,1,0,0,30.94751580971513,7.99934639507655,43.08098001371454,-0.9443007644018673,0,65.92611558742014,0,7.8030054192173495,81.46918472314906,51.27210243384039,2.3143367966866535,2.7554604883469853,0.20157181547762792,0
0,2,-0.05516245476269473,0,1,2,20.23212950839147,19.649371864609027,11.374278772755574,-0.2994671179056926,0,18.235528907907582,1,4.62093657682345,19.356379985263438,27.058077966835214,1.4722067312374616,1.7805638358907334,0.2864194614659581,1
1,0,0.3104945117597796,0,1,0,57.61727697481709,32.94079596299496,11.23137195489413,0.5134761083788634,0,17.25263064767203,1,-0.38161656860745374,29.446105554052306,34.022895728243206,22.81539560985339,-2.7650568869584626,0.35954925000090576,1
1,0,-4.661418016048264,1,0,0,64.043268128286,3.2431223173645662e-06,79.9999602295496,-0.620178831279014,1,79.90422693549502,0,4.989890200248528,0.12672876243839948,69.96716770169121,2.1009043845863897,9.999998800733124,0.20967120001915324,0
1,0,-0.053007079581649255,1,1,1,57.98488599520048,19.679458450754165,55.921359695538335,-0.6840099225644816,1,15.142745812858527,0,-3.831072378052289,3.6039161397297126,36.957879308254284,5.550819168897814,-6.570622537620458,0.012353611004603582,2
1,2,0.8909424406748565,1,1,0,26.85015192630449,20.63424719313818,32.29128297942966,0.24573803515906095,0,12.792618819457422,1,-1.2232483850602218,25.67363329402561,29.673550648855986,1.805014963426785,-5.028390548937081,0.2536167780687741,1
1,1,-2.103891977033857,1,0,0,65.06569367902641,0.13489304988782758,79.9844035943172,-0.49706015050571706,1,69.24945420134694,0,0.1873256145075235,8.476461465417962,68.5397159346652,0.7264918256089806,9.958458697978884,0.5794298361585181,1
0,2,-0.11396026006491441,0,1,2,25.341259544291916,29.57188363288379,18.779408076401584,-0.5630014211041756,1,20.142108769784066,1,-4.0631228613127215,70.24012624033527,28.47647143659843,0.9586048378426663,-4.266142175673922,0.2836229760059571,0
0,1,0.2214103819285188,0,0,1,33.47092675387263,17.000643461784605,30.22565766400721,0.9194614518951187,0,46.890205469593305,0,5.673348357804564,73.99558984241604,47.12028596646853,2.3461245444426524,-0.8847838067494393,0.47855303469221877,3
1,2,-0.005392734156858597,0,1,1,25.357207075199124,28.673715002715767,27.24456551097611,0.1688726032510762,1,14.183116255653418,1,-9.923249537791039,84.31637109871407,31.566736072463623,3.37047523789041,1.506423761445621,0.6250302648404524,2
0,0,0.015410131629928865,0,1,1,53.86525869119123,17.658397845561108,36.480760409196236,-0.2796034188213607,0,15.133239477453401,1,4.691764386890526,36.2414981138563,29.53928047005069,4.801422910529559,-6.434904836679783,0.42613332879885285,2
1,0,-0.12166337857467698,1,0,0,57.18740971021296,22.496494568046195,38.32136512346244,0.5471754258631454,0,57.54692507200458,0,0.3216323866721478,16.516815951080922,54.461550906469206,4.957413718192654,3.7831305523975196,0.4930567631097984,0
1,0,0.12897869519670982,1,0,0,53.151608819711754,5.619620627665816,66.14850104549885,-0.43232986305443194,0,61.14955940528169,0,-0.32042011460032427,74.58306301217996,65.1737656743242,0.9863174089931734,-5.036873855478797,0.2154434320878133,2
0,1,-0.1273320963736899,0,0,0,30.436799056928997,20.756748547526666,21.68387573800592,-0.17050734261003817,0,49.178345715435405,1,-4.066386745558042,98.23635297277676,47.88041274337728,3.1617866629578724,2.302723484173505,0.9954529363640288,1
1,0,0.07700063163751052,0,0,0,67.14471729873111,33.32568484007392,34.882886828664105,2.1155789329574564,0,29.86162980475287,0,0.2233882313697304,12.134062801961443,52.44074621847982,9.78090979918686,3.565019459634989,0.9303135061491421,0
1,0,-0.13198136602932384,0,1,0,64.5240007439572,18.038684178838572,13.937513023145414,-0.3572755972124403,1,15.323560579130602,1,-6.00681146080388,23.53873151516138,27.21942400704468,4.333664412381203,-1.416988108022334,0.7271161154729973,1
1,0,-0.17789475120061246,0,1,2,43.36435308302022,38.56532077623529,11.181003035421435,-0.40111702109097724,1,15.349480309748964,1,3.992670669051396,70.16452925082672,25.037869932008427,3.8023360512517494,2.731012140937615,0.9321585819024352,2
0,0,-0.19483256436830226,0,1,0,54.952473588978926,30.26110318488695,26.09775651680547,-1.4722888995161092,1,11.741643170306135,1,0.01382948833700759,73.76378219872444,27.895081908620377,6.888157116160315,-8.663111644745431,0.31005734873320034,0
0,0,-0.08908561913772718,0,1,1,43.204608227302266,33.35571378628225,20.498347811408813,1.370310164828131,0,29.05923164329736,1,3.243668045907464,59.17498894676279,27.99994467895771,5.577733602718749,-7.946693402016697,0.6777860275736826,0
1,0,-3.5783860032202277,1,0,0,55.448997647310165,0.2315536627271486,79.86224855849672,-0.5680918614447542,0,79.96866442080173,0,-3.293120928803493,29.764345899869905,69.97559150042035,3.5750985610273087,9.999933677514644,0.6778655855424717,0
1,1,-0.20655158464974563,1,1,2,58.61683441223513,27.703446441531476,44.355371179866154,-0.24968864891873724,1,27.264066238345386,1,0.8714964239577743,45.96777554183876,26.752907955941858,2.0475825261874454,-2.8405728475106526,0.9881479476282502,2
0,0,0.046025923273784144,0,0,0,31.117206733592127,11.46329045136294,38.036418622435484,0.9103876503677787,0,72.77458117497594,0,-6.951402962389458,79.63586575533569,54.48368981949085,2.5214902648585573,-4.3717678591323414,0.2724337265014094,1
1,0,-0.13533701678950955,1,1,2,69.84833822295631,34.01437986054192,28.54370913119755,-0.7628034532933731,1,27.611285297473025,1,-9.947288484707975,36.154439698168275,28.319848011698316,2.066942084970145,-3.768310851217695,0.535450873813316,0
0,0,0.20241766608708103,1,0,0,43.13445448591662,7.083770969069219,59.45208818360772,0.6045301711082492,0,79.85757606883713,0,-1.2405170792718874,75.85940678855064,68.13478207683175,4.788001466784806,-3.037750225075486,0.033034295048217865,0
1,0,0.18340010777141308,1,0,1,58.69225253656806,1.4969830489969915,74.43457628169693,0.13669700952310543,0,62.38904241153871,0,-4.973319968069906,26.46375568812195,66.54669208001383,1.5543479560873366,4.938438617512482,0.6661723495790397,2
0,1,0.5589956136499598,0,1,0,32.25878952013638,26.441966665687588,27.662126966951412,0.33416602625965575,1,13.524936487021497,1,-7.7840088876775955,92.67931746543778,25.985684637284663,3.2622900103545356,-1.9141780844739689,0.9518661551906398,0
0,0,0.4306072491767834,1,0,0,42.17547267923578,9.03124430456667,41.63567852267606,-0.03929648595009873,0,55.17350630332988,0,-9.460274334368266,36.52423923785064,44.981238403174785,10.415086377702973,-5.928449731570261,0.7045054088106272,0
0,0,-0.18488493976158263,0,1,2,56.8463516605642,28.024920285244477,25.212481572264444,0.5418544162560729,1,15.556214566435873,1,5.834865011518154,12.603593401658225,24.268469902208345,15.325207327663215,7.301481397807326,0.7979059944176663,3
0,2,0.12705236073052958,1,1,0,24.999574725119984,22.896079741029176,45.267507244060965,-0.10610254539801998,1,18.867007001463968,1,-9.957439276012238,91.03251321458403,24.407958633575838,1.2555348801273278,-6.681935849225172,0.16752514246502925,1
0,0,-0.44100275383607906,0,0,0,41.86916274811611,25.442523054384985,18.95419130626758,-0.5544776826546285,0,35.76773656513771,1,5.555532363024117,92.33036958453732,38.50067809512146,8.630713809999612,-1.37840438210449,0.7202714443034955,2
0,0,-0.15160899236105532,0,0,0,24.098467089732786,25.800559130396717,32.25265775076525,0.5544824073772621,0,32.02930653132345,1,-3.7519037061695437,77.60215215666342,31.254010583162163,1.1769076717505662,-3.012891497283528,0.9864846456486804,0
0,0,0.8982274393049321,1,0,0,43.08923179707384,11.610231232038721,45.25709708027981,-0.35156331137056807,0,64.81464434985709,0,-8.438518640832054,70.22689052224449,52.56707218525937,6.347399698860012,-4.087623427549884,0.40636396442770634,1
1,0,0.16237424491617825,1,0,0,69.94362016218797,35.8974434700788,55.17877178775878,-0.5934599562340964,1,52.94031340646312,0,4.651142958551468,5.044509798548852,66.88277534506838,3.584072578338703,-0.6836451919938717,0.5871390137811868,1
0,1,0.18413281531471098,0,1,1,38.25834272390472,23.11169376135546,30.72539060296442,-0.2522643993879972,1,14.795553122474846,1,-9.001987855581246,54.661674401163495,25.305643306435822,3.9042679971130436,1.5269795087950726,0.6202398659965405,1
1,1,0.1728447861117949,1,0,0,41.907985155467415,7.831002398426554,61.765746420349366,-0.3426744865121266,0,76.23253026280658,0,0.06403036996127476,91.46210867334933,68.86502101988427,1.7046785304500847,-1.666000461470606,0.17683318974205275,2
0,0,-0.5851263658558987,0,0,0,24.93765661904213,11.891628299473012,39.60905153132853,1.3043372436491938,0,47.32463016327743,1,-0.12936219293184692,40.95712878286991,35.80342919560425,4.219196622389918,6.977364229261248,0.532110579417241,1
0,0,0.1821277742741864,0,0,0,47.72828282207362,26.614270054577904,23.573640414362988,-0.7526984853390111,0,79.98747319176138,0,-5.102265380385537,97.40262604512525,69.71598167515955,5.0421029616646855,-7.558109471589497,0.7020815050482507,0
1,0,-0.1307702600645553,0,1,0,49.7856528065828,30.479757539761856,21.576438992677094,-0.8599274952859712,1,17.41256673087819,1,-0.016678159951839078,9.71525536198216,28.849479375258568,3.7831227949701702,1.573261345679633,0.26468551253186656,0
1,0,0.1938357296443779,1,0,1,58.81856209316108,18.24150483865257,38.14192575163116,-0.1673325630948334,1,41.35298538643406,0,-3.182079343036925,71.48016751685803,54.46310160572501,6.327506743729627,-2.145796843519494,0.3022095923414044,0
0,1,-0.02629003203136771,0,0,0,31.00565457624809,23.109978505418546,20.666884819151786,-0.8907683873041079,0,29.599052153504182,1,2.5987457969603707,37.69917532841702,27.85953906079013,2.6031216186351642,-0.7910467424980894,0.9089025726614097,0
0,1,-0.0071101957050419455,1,0,1,31.949741701548618,5.647254583891977,68.7172697139446,0.07935948257160873,0,73.01833452083584,0,2.7266821728257273,96.4606022146325,65.22771887186597,1.247966769764286,2.6719181474333595,0.30161559428017604,0
