S0,S1,S2,X3,X4,X5,X6,X7,Y,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
1,2,-0.027974402555985656,0.37175479515869947,22.164902350747113,31.508911199553935,0.21371799681251336,42.00942280461176,1,0.9657603545535358,1,3.66508619423892,11.053772204951393,3,0,0,22.580284639028577,5.264967187027988,0,-6.049687907117516,0,4.5635054384100044,29.93635014351497,11.921587147962114,43.06001185618392,0,0.7091921579735192,3.0139768834208382,12.45235891417681,0.5907210700204001,54.99954463792843,-1.9781589487023348,2,0,-0.07395102333672285,21.67066887819243,37.790692537806066,0,1,1,60.2800234510648,0.2489061058342475,40.76427237035341,0,18.310844020120268,0,11.419805755862319,0,0.9153924202504768,16.326178148513044,0.32577650555404114,67.92924337924792,1,0,99.48539912603724,79.58924408750497,27.54094766049699,-4.258332841999777,-0.6648297610636874,3.0782229074309018
0,0,-0.498467081547256,-0.7195604460825661,20.139656906770664,27.603052217887925,0.1860260135859877,70.1039403086221,0,0.5463203136950047,1,48.5613043787033,11.97382799645512,2,0,0,21.623525784093772,-7.7851371518934664,0,-2.940249089331414,0,1.7143992163290922,41.00332254012036,3.136294487476457,69.83390265990106,0,0.8966754165769265,2.2541702359002267,4.535673442078445,0.5065822190603557,76.15508570327252,0.4227491849287827,1,3,0.41959188226831334,9.165348108575596,23.176918891260833,1,1,0,26.11196426708307,0.6338927041034493,37.6056933001356,0,54.693897815620495,0,3.0085593666224297,0,-7.754746581793968,32.310622341533275,-0.7228577918019288,55.4905428044035,0,0,31.998618905617626,23.323625476495824,43.66005302686417,-4.680873854492438,0.45099752463350856,3.172802359574074
1,0,-2.247967178468036,0.04434556969746015,22.15113396574545,21.407329420752813,0.20011592951400958,61.87235847462047,1,0.7479204976353258,1,28.364825744577736,10.162679063113359,3,0,0,26.670190127427276,-3.6094770449417464,0,-3.115462484006896,0,2.436043641505742,41.0138210017949,5.362095536540228,46.899614891341926,0,0.7726412589039788,1.0178567469691433,20.71635309435528,0.5700429402381056,71.64194028748192,0.690089820269001,1,2,2.429104167896359,28.180072317069985,29.907215998883512,0,1,0,60.315571839881876,0.030099138423727467,27.789802566343404,2,33.26056604075761,0,4.858239969014833,0,-2.7869274079412687,22.218913650119912,-0.3299266734964352,42.02195817942434,0,2,72.68709492129503,56.19113554271788,68.76580135896161,6.833617870635482,0.1494767717085048,1.6591287047070788
0,1,0.1666095593210681,0.6539232917333089,18.842467071271738,27.428747493038852,0.16225123688499987,65.8328362885232,1,0.8146235125071022,1,24.80813251340254,11.734349271811508,3,0,0,19.787478868595613,-3.6960620579558103,0,-5.005347114465916,1,0.37812396176381824,46.44165056985885,2.3916982929707804,18.759587523207507,1,0.4318595763091784,3.009465474098209,12.625386967310472,0.49811855302174773,98.0785765316972,-0.7600269732021829,1,0,-0.41652927969188536,13.876922753755522,22.37028059037597,0,0,1,75.667557804946,0.9037127750153886,45.19439322642406,0,29.15495443653443,1,6.652173721008577,1,8.863111104467304,8.077613679367104,-1.9262266427922456,32.350487038761315,1,0,73.29237847013432,69.23954022712965,60.96638726662759,-0.02189847728575245,-0.42547165015453187,4.885075576821559
1,1,-0.14373730153202666,-0.6693846959052927,19.700293836724306,27.01644677592642,0.2601710398618257,60.11557282607864,1,0.6615902040324018,1,34.377821755222946,11.052165823262259,1,0,0,22.9622162978852,-5.556919085049884,0,-2.036104919136762,1,2.4681137155493293,22.954273730299313,3.3330716578972757,42.01321472855763,0,0.4997920533794122,1.8451319631507854,0.001971415884369776,0.03539718686187321,41.08831579302852,-1.7150654689536013,1,1,0.4350121106400918,26.147103290970136,18.70866489579914,1,1,1,18.413830136840225,0.3020979306455808,23.7605125352477,2,43.641428805294346,1,3.5921983288416848,0,9.603591382596484,30.341281874342382,-0.3109613615970896,21.673539365230354,1,0,51.5494649245273,37.61172607042488,65.70370562555708,-2.529829993498626,0.33164712578818883,2.6887041785722903
1,0,0.5168937947968824,1.3797116603793176,41.573884235573225,70.29818712399232,0.5447052147341578,29.427048448864717,0,0.1580514845889831,0,89.46599771931729,39.38453593990586,0,1,1,22.089363278464305,-4.5708188601560025,2,-6.393409559957183,1,2.4841074093102753,30.099993345403995,2.7891330202526485,19.008887510446915,0,0.42680581602768897,3.489099415365599,13.607050590752984,0.9999966346532307,17.163629952298763,-0.32604696584715304,0,1,-0.026873531267469792,12.04636453147629,20.016614374779746,0,0,0,90.03423958896384,0.26308683308289554,55.14035822479128,0,54.23265698040371,1,1.9280635481885275,0,-3.8251599679234713,2.5434161904333696,-1.0838164019947476,36.00955323916144,0,2,32.526408881088834,20.85536459187425,42.496158709141476,-4.098989965678545,-1.1618355712173158,2.3484214110265604
0,0,0.26334292121683384,-0.1836105990917796,36.32402579056774,31.213790689253656,0.3211229076868501,60.79259870574951,0,0.41801380602528015,1,60.493588883759095,20.480300402405895,1,0,0,22.754514347788273,-7.2718094092247165,1,-2.971588074862468,1,0.9128050429905392,35.475049282742035,2.0969849119822523,32.97437441026604,1,0.18317026404278597,3.2167764562774313,17.552568993791716,0.5769553938678097,15.246785625195352,-1.3108126747024798,0,1,-0.059358739038530554,37.735253766971475,13.947262815590065,0,1,0,36.90892355455044,0.38693217298121396,67.85809426632719,1,58.70306806168243,0,2.4351486238678914,1,0.31697453709504053,25.7366453591513,-0.024219546033232498,31.1757474545429,0,0,21.81953020962607,20.789460881153474,32.041012171584654,3.927926310096572,0.13777905580608132,2.035610675928517
0,1,-0.32536736747646383,-0.2176786817840806,73.0071297959935,22.344870936402828,0.4675441377640816,59.32249040008148,0,0.43407207355198496,0,51.945380433085816,12.369724002446718,0,1,0,48.79318955108769,-3.6439819346375613,0,4.395616712447033,1,2.361396905038274,30.14613796481664,1.261785797423029,47.7847763114987,0,0.5643450720591199,2.6306302450493986,10.70404530487259,0.5030705148566059,2.5743322322143825,1.5337014065488155,0,0,-0.3198259537408089,19.617028296401948,4.783468805149857,0,0,1,19.700230492051453,0.6742493536117451,66.45396810445854,1,60.14361737991265,1,2.067685548344218,1,-7.119010002727815,26.074638095469,0.4339776206107319,26.51457959556651,0,0,13.450175543819054,21.303333927459377,24.205339080595074,4.3009612304938205,0.10145899190760853,3.0623682164467074
1,0,0.7778899499211904,-0.9765640498221507,20.474255023343865,99.7578958151977,0.9219263986201749,4.700144764591032,0,0.12862036521812137,0,87.10435241216206,32.960034868093956,0,1,2,51.19610176936461,5.1461404405555555,2,0.04458330195263471,1,3.089687027513448,46.04144812001416,4.315220166120123,63.55439392480645,0,0.6414093468122458,7.036040106401657,6.401637572550918,0.49136152930377286,23.92170910923676,-1.1273430014246442,1,1,-3.665702778551,21.414857847763493,25.503861991412684,2,0,0,20.26279944859223,0.537750936408711,43.52210119290552,0,52.55549635555817,1,1.1061428108233213,0,-1.3222325679673936,31.43347174893469,0.2781105194749295,25.95214152592993,1,2,39.21652326315735,20.972014740046696,36.86148435409209,9.26600175896613,0.8806576330640986,2.738930408658703
0,0,0.16759031326465337,0.9395203684727689,0.9125952463274389,98.14588877642129,0.8296366535610532,12.678237789635496,0,0.10850530129245334,0,92.82948575773011,39.55691182122731,1,1,2,21.106115442130886,-2.1869681304603468,2,-6.812148475225892,1,4.8168969649372,36.01710929168729,1.635132530159798,57.35592475620663,0,0.5460261700284209,2.1007492528101266,15.442073758934733,0.5804894057440193,94.33919557062993,-0.3893525538029435,0,2,-0.5538482761890091,22.901385115846892,14.527978873168493,1,1,0,89.90683099556533,0.5755019663152562,39.58089986918279,1,57.30505480672307,0,1.3648197644181932,0,-2.4218000721234567,6.536967461470608,-0.5229591373661479,27.377240058542135,1,2,23.949556543323496,20.53666158446059,40.54992261729831,-5.998812550207276,-0.9194274838033527,0.2942775502027271
1,0,0.0804000535708336,-0.6651567845365411,27.10358847717397,21.114739071864463,0.20140021561365795,59.891968984500615,1,0.8254684026486694,1,15.878482746725119,11.066877974413817,2,0,0,22.81397430027898,-3.4436201863244076,0,-3.394897119270368,1,5.421220223379516,63.57550766140145,3.7791590726375026,23.773430156831715,0,0.14848004436548046,1.4151041561201918,0.23112019673449113,0.3596657560198948,96.69521468037989,-1.48421493148498,1,0,-0.6890581090260157,16.54734163560519,36.51399107195811,0,0,0,24.876286295802576,0.12895061118064738,36.37972103976391,1,28.79439241582035,1,5.229369110087068,1,6.503259791687476,31.291923717016054,0.3914524348960149,60.51967444786833,1,0,80.76609822588235,62.74667955291818,53.03947469713947,-3.1761106288467422,0.13936841317281182,1.6089717229530955
1,0,0.1254203013847699,-0.10996063427022675,26.783420392329795,47.5884462020585,0.4466489139093753,43.64111573091993,1,0.509256620788345,0,50.079059491544534,10.776562306039377,1,1,1,44.97057411689113,-0.011154894360945633,1,1.6473864700299519,0,3.8686422376187735,24.71512600956294,3.169819512128777,54.61804039807572,0,0.5110510411966701,2.7343856700895275,38.810296996061126,0.5030433267746612,91.1119491095937,-1.8565652944362685,1,1,-0.5672668360331142,14.853116156568882,17.94428638065261,0,0,1,50.395015231810504,0.6775241077835087,53.57213554638854,1,44.61250193008203,0,2.914194752116159,0,1.1790512615860393,18.706783418624035,-3.136984391299199,26.153441983466898,0,0,47.63042676048623,27.3498722523206,32.940693384103426,6.790152939451467,0.1466640487812746,3.5734010176328637
1,0,0.18498686921912239,-0.6806064285153057,31.54717649922667,24.664886809078507,0.16108616159042083,65.64241797075286,1,0.732489736723096,1,28.914233936539148,11.10541970725167,2,0,0,20.400307347991564,-6.3123774552706315,0,-3.716165494188525,0,2.0780551670365823,33.25952601993362,3.880008987311542,37.520915959188166,0,0.3268750678935269,1.6295886979681042,30.181622681966495,0.4097134515973736,67.33345310834929,-1.3108397304320576,1,0,-0.7771632655803776,28.98225832791009,34.085299387341045,0,0,0,23.2654249688103,0.12415648370932847,25.26182954669757,0,39.33641590616932,1,4.521518213450516,0,-9.004869094015667,33.09477779873664,0.4601651447837148,47.15020518245367,0,2,59.26526149151986,47.18594719953343,34.074712387372216,9.083157492239256,0.4064892201630203,2.8174316223195572
1,0,-0.1938128724837519,-0.7283320188332044,28.235500196881578,22.761593403139575,0.21922694722997976,57.6838425113602,1,0.8701893620729055,1,11.541180842429178,11.607912942650913,3,0,0,23.30640760931096,-1.7549807212936521,0,-3.4941210434762926,0,2.5702407871513597,25.040304914764935,4.732226765149863,49.371297247251746,0,0.5784365429127327,3.392084120271388,23.9028058858206,0.7019240267254635,47.446334062865816,-0.909755210162437,2,1,0.1987155934183469,38.48839319410043,36.401433416189825,0,1,0,25.632990497900476,0.7321164233540775,25.874022713559896,0,25.75395698831916,1,5.826228849140128,0,7.679830480913527,31.165726111427105,1.8947155194436205,46.274821523570985,0,0,85.87636800514863,67.64317506125496,64.87696380070817,-7.530674513264772,0.511083435925429,54.598150033144236
1,2,0.2523484562534424,0.3202403900979359,15.440162168579095,28.05484993127954,0.7034691891561538,17.239006810041374,0,0.24453216630773944,0,70.44917606573675,16.89613158703626,1,1,2,78.66577193964163,8.946312145807966,2,9.597761754020134,1,3.8328640480073646,57.670148754433995,4.105755380092635,34.17223911765775,1,0.44566150245708774,0.5985029340810867,1.6335020083741214,0.7366177759105702,54.26644395888618,0.5783669290355583,1,1,0.6003091043015861,7.588855948476896,19.142205894418463,0,0,1,55.43109073866703,0.4417821231045009,26.9648233766099,0,54.16422878670907,0,1.513096836087808,1,-1.9847494061169453,14.863714441385502,-0.8301596804538345,44.73196792715301,0,1,34.01744640436698,20.45482505642768,74.98164625966575,-3.6609857155840224,-0.37542594289509557,5.132674598937841
1,0,0.35170399822649673,-0.7216036982385898,14.516780849201023,25.7823595615143,0.182729234985831,63.62097845551507,1,0.6923295809983325,1,32.15526982003586,10.857466014730374,2,0,0,21.21568269130952,-6.273036575289006,0,-3.670622873662351,1,2.3575338301591944,41.242895299412744,3.1788881137720675,37.424796844332796,0,0.47112461035400544,11.960927873175885,17.466119885483486,0.4960064134217434,75.86593125658261,-1.3966442430260062,1,2,-0.7613259873411592,33.929429019002,25.31686302753431,0,1,0,24.269919886605017,0.8776468503616982,55.06381534775472,1,41.28128202213997,0,4.076333806816884,1,-4.0254999656644275,28.353281995280454,0.05436202610276103,69.49932328528047,1,2,59.79876965368683,42.79547579247158,1.8882975171747551,-5.325938036829018,0.47049287678628565,2.632306163263158
0,1,-0.1536246017344723,-0.0075933947587207146,54.57656517397307,59.146366804836894,0.41960617007950834,50.61983895716377,0,0.3501842656525569,0,68.90166926817709,25.834547200472766,0,1,0,23.853345313161498,-5.918688368103715,1,-3.762176695256459,1,2.943236531988733,63.764476264772924,1.8110193157316599,36.98139072566907,0,0.16683038925809662,1.1264690015896521,34.110211039629874,3.0947893416288785e-06,8.476879167057817,0.5597858308934169,0,0,-0.27688095158811493,18.098465650218493,15.967061503885748,2,0,0,45.98162482487025,0.8866955843561255,22.822121206819666,0,55.449258290715136,0,2.164858743387897,1,-6.517545757737829,18.200753685014618,-0.3014120827516717,45.94662623488827,0,1,28.569102329885343,21.858375346163083,53.71131321890209,-0.6117528742184355,-0.18310547541319272,3.264111301798434
0,0,-0.31184567744071406,-0.681030268093441,54.45330189628418,21.27587182279359,0.41297431911162497,58.351502003912884,0,0.5184192305086077,0,43.85238186448541,11.094306001471226,0,1,1,51.27366641410987,-2.719138017383366,0,5.035666581264721,1,5.064999478144771,39.272472018540796,2.379968286660246,63.609273356670315,1,0.8482647547969642,2.1954165319417918,6.564892408373282,0.5409798844049426,10.162709633390815,0.749939189694872,0,0,1.5822099158835217,24.635824342872077,6.711492328694703,0,0,0,10.390475874784173,0.32199484663294653,33.03235331435969,2,56.69835203311406,0,2.28796239198958,1,-4.835726158779659,31.859251415891844,0.8729435568856876,44.49853406088147,1,0,28.755067338418616,21.08831515359352,34.2973685516602,7.092554383401652,0.7665585506064317,2.4813873488059683
0,0,-0.762105423461475,0.09849292414898238,55.49254552135934,19.093331378452522,0.19662657505489312,73.11906552627613,0,0.5089575779264289,1,54.364033383335006,21.15344109653215,2,0,0,20.964169694396134,-7.812814760707977,0,-2.961342999476173,1,2.1096389390542516,51.37499347470365,1.6411150337365825,28.785952256522663,1,0.8754175033128455,2.574962496127078,17.15495503263742,0.5458256988220774,99.98191935377861,0.7173533026440174,0,2,0.43868311766267537,21.755872216027292,5.436688475440037,0,1,0,62.152294577354574,0.6597746707902974,38.94068208503377,2,58.34302127121939,0,3.0029696425411276,1,-3.583952189902342,19.885209374367218,-0.1370268090971337,49.25502393626868,1,2,20.724714840764502,21.187909646623694,9.88394081728746,3.7901309986254628,-0.39962421013489896,2.8681264807095466
1,1,0.013698719640647665,-0.32330000852715196,27.91810475938358,19.595257911713087,0.1833863498940953,63.85908759028672,1,0.9317690582424929,1,6.636904884738771,10.135744454654834,4,0,0,24.234766635550567,-1.1734619963470152,0,-3.17474023158947,0,4.867254599516628,39.19421721998112,3.826416723665821,44.15179126574655,0,0.5497737269344392,1.4801542443261417,24.090721589087842,3.0947893416288785e-06,69.67121165209373,-0.3895362830182189,2,2,0.10061655811702297,1.199662843899545,20.99571297241222,0,0,1,39.92665125950812,0.5107796185958072,43.069052846281366,0,22.77827551563855,1,7.471980525975553,0,5.797035317308117,25.94675002022411,-0.11437587350701625,27.579111132061456,0,1,89.4386146291468,75.25256681249945,64.9188213920772,3.1324334920267596,1.2928154641270175,2.2992478718469553
0,2,0.7791987176183715,0.3901275326281553,44.83620026220058,86.33415976944907,0.9569561149594076,3.564301671234391,0,0.08726926832442855,0,87.97566204767892,34.48646229587019,0,1,2,72.24908779640063,8.550323646744399,2,7.380067603105079,1,0.6913849108179267,39.63633025996495,1.6234350596530416,60.107133950768194,1,6.644071211259206e-06,2.6051690637714895,17.557376006781414,0.21209556810273433,17.9154706617162,1.7771763183432365,0,0,-0.25343186318766786,32.67807767787997,11.61906956842245,0,0,1,50.43893933490566,0.04303301298954276,59.37588480840853,0,58.79544831894262,1,0.9027028958377858,1,1.7694418701777685,19.253936931741002,-1.8666172102500094,27.118905324954422,1,2,23.028247188996513,20.932579802139443,67.537795421656,-3.210059614218297,0.2191091976850784,2.777813759985421
0,1,0.1360347279036954,0.301144175232314,45.99759994765688,40.14628583591198,0.3889822547877557,51.78740956608944,0,0.3698193681150072,0,66.2619629118827,23.419943933718415,0,1,0,22.331161726139808,-6.154022867557167,1,-3.7100615608389687,1,3.71987844042635,21.471794382875494,1.844039560102645,32.055469342680546,0,0.48124275917793347,2.7447588845558184,23.552693990137502,0.5341331610678928,90.14287442127932,0.845762695551416,0,1,-0.5085402526889679,14.87887153646098,15.683765628251685,3,0,0,61.32669210740299,0.138701951266267,53.61726003679337,1,55.356878853803174,0,2.3737772818645544,1,1.7720486434215328,11.444092031828637,0.6513328003872251,37.82618627185193,0,0,26.86263314562258,22.087005931456446,23.499239308398767,-4.648089928119754,-0.2865366010814681,2.613280893590505
1,0,0.04323011946192358,-0.650808328245675,31.92753344468708,25.243540730653102,0.24466287405640563,56.19863462047289,1,0.8540152103758738,1,13.295392111083476,11.343204960756687,2,0,0,21.350723436975755,-2.4029244100145615,0,-3.9250351540303363,0,0.9267703632681388,49.64554554030044,4.973148207236019,51.057617943922494,0,0.5480409943483299,3.966808665349401,22.943970028677327,0.49557816694844814,48.04582068204803,-0.4084374348654935,2,0,-0.4632133366930369,28.154009114373437,23.963356970250334,3,0,0,25.586439056614463,0.9868584187896796,47.08177606551867,1,26.476499188162208,1,5.64352589639044,0,6.768440598007473,31.69390458829392,1.0380131224134357,35.446036187410556,1,0,83.4109890720289,68.2229526203651,79.42476304407634,4.909506616819463,0.532813061010609,3.076777534793367
1,0,0.52734700557831,-0.2792579575500441,24.001228190450096,23.60414326264105,0.1909537850118096,57.12603824042111,1,0.6710882092918316,1,36.98504517381449,11.239130078044115,2,0,0,22.23642341756507,-4.812230326093346,0,-3.8786478543684417,0,6.102036656518131,29.63252807446223,3.910324086234828,56.13683444313189,0,0.29872802189216535,2.8875412166660968,23.500841892266266,0.4597143617582438,53.39499103010027,-0.28738446421315816,1,0,0.5886573509196458,20.54897721450232,28.85506401663438,1,1,0,38.467081367841416,0.15744797125569365,47.42198344349789,1,38.95526807668776,1,4.516589893609645,0,0.2757351096231613,27.06109135065286,0.03206786257297792,64.04692590412674,0,2,63.8187393773859,47.34051079878955,19.980539407547653,0.8422560324056576,0.44557509709995785,3.1942135715120594
0,2,-0.044334072255468523,-0.7659354157764375,25.633126596982105,45.4822697668811,0.6701096845408416,35.981634166212295,0,0.34080394505693223,0,58.65614015540807,11.29708154343707,1,1,1,75.77681929563555,6.167762607186951,1,9.33221548076714,1,8.667933647497753,24.359591430526468,2.0100754632680276,42.349893174563775,1,0.2707701280003706,1.4498757334723156,10.175832184292728,0.3947451297637663,34.80069217791271,-0.34754151134378963,0,2,-0.8815397176663321,19.489638982488778,18.633496936658375,0,0,1,23.7135236761516,0.5322137243010293,19.60766675773121,0,57.70697703118304,0,1.642332632960019,1,-7.168078004933215,32.49318600506491,1.1025573369595274,25.727504138435236,0,0,24.47143257866377,20.638124988805913,25.266378156584,0.2126310819293593,0.3930760057562643,2.3371926138312547
