S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19
0,2,0.9371061050642568,1.0312111548894758,4.780155322676125,2,-1.4802582154845065,70.00933718066291,38.66743901719868,0.9794518013512388,1,1,1,1,21.11277966753748,1.4860685217064904,25.202385713635557,3,26.32747690903816,37.26741830310489
0,1,-2.0768214168088113,-0.6638036701945751,0.9263623426243495,1,-1.2071407457042547,64.85454038240883,19.756997379679405,0.2395287034019416,1,0,0,1,31.97970209007581,1.690541629438124,22.601388805964458,3,66.0110236042491,34.34044760214148
0,0,0.969650838994348,2.1849595509025566,9.150326515301689,0,-0.10510059625194457,66.57789365785406,38.01477851122817,0.2568611772080971,0,0,0,1,28.199334533965366,1.8783990777706507,32.150256403921404,0,53.64951410036356,45.186076101873475
0,0,1.5755694042337336,-0.0907663994709159,2.103610059755418,0,1.6103082117619572,19.689081610277867,14.701663557592276,0.270776010413299,0,1,1,0,3.4175155222234355,32.77439766794249,99.79780743105835,0,32.23219444351882,69.98961179462225
1,2,-2.6538421031532073,-0.9435107398806346,-5.641039984171904,1,-1.2720046000114813,71.04839403290222,9.739004461359514,0.3478871651010967,1,0,0,1,33.48344241410878,1.5820507272496145,27.08154575210401,3,64.12282604028923,29.895661866067147
0,1,-0.8766986852240097,2.52632234337139,9.559758073527249,0,-1.4346392464518405,66.91833442205153,39.54789841699761,0.245158963326019,1,0,0,1,39.53534513533328,1.4460724384972852,20.56176497629551,3,61.53346634761204,47.23371110542328
1,1,-0.7448566330082991,-1.0927057733813126,-5.460915143726223,0,0.7470119242909855,12.254605607925564,3.314883043973116,0.253332815840594,0,1,1,0,18.119441237234827,2.8759604798926413,52.06577347189888,1,27.134986871201313,34.35161023887594
1,1,-1.4621799470491605,0.6344456388546947,-6.436958106168779,1,-0.4082280730066944,61.31993565953088,21.686610394355515,0.39063905587221853,1,0,0,1,21.742571661912898,1.4793450354380946,17.818645595638237,2,54.83723456414339,27.807825180924524
0,0,-0.7754580937373172,0.4664575307198013,5.553921735358642,0,0.3615281491210605,45.214872769440795,19.602581614806567,0.2892228937120234,1,0,0,1,32.481184435518486,1.2936716502806787,33.80892791319088,0,67.90517278809935,24.939490220153658
0,2,0.14062253420825058,0.8641575207332504,5.679272356723413,1,-0.5842138285288768,28.03799401400966,36.11818277192569,0.11845349974867403,1,0,0,1,33.80297339745451,1.3062200425036719,18.02253284687708,2,33.83370798340196,26.916875805311847
1,1,1.0061104521875466,0.6337047994000972,-0.9591764272921939,1,0.5526388685036684,9.111506561381582,26.743551074724508,0.18436193717413635,0,1,1,0,12.586612495663452,5.241931125121591,70.98315842973899,0,21.960739314268213,64.25001059087974
1,0,0.7089975453928181,-0.6301848471655233,-0.9134452355156224,1,-0.07707745276633211,49.40061809823927,20.34879691202679,0.5861110199636002,1,0,0,1,15.7280483492926,1.8403345507260738,33.173801011749504,0,61.12746649530804,32.42538849691759
0,2,-0.9551232433920976,0.4418017274871235,4.9013086625187885,1,-0.6743429107285421,24.269991622843193,33.97100667214991,0.3739254343391262,1,0,0,1,38.304020542036945,1.584726016218824,23.017581042774754,2,35.288973970477244,30.457185056514767
0,0,0.07267623500841358,0.834822849821261,6.4611519364568935,0,0.5346867111332347,20.455384967345584,27.351956443509067,0.3076461367070025,0,1,1,0,27.629478459517678,4.28506456898612,56.582064537484996,1,31.96229476347608,57.98684591908262
1,2,-0.4278253229686095,-0.4365797695242957,-0.43056971428242363,2,-1.3897316347203499,53.59878724364843,28.92832177890353,0.7989163631512861,1,0,0,1,30.281665161223383,1.3342745499227961,21.517308026859215,3,42.336166502903914,30.880142861304762
0,1,-1.9463798023688126,1.2066364464027282,9.018779567995903,0,-0.8012239041263034,65.40662503239709,34.74184523857352,0.304134019170921,1,0,0,1,39.62350649562169,1.5336777341361205,27.83473648878254,2,69.45140399166996,37.21909725298607
1,0,0.5886247873361621,-0.3007324328483357,-2.29835107905454,1,0.514266216284196,30.730638475531656,14.306749483074487,0.3476046045533607,0,1,1,0,5.466018565123035,3.99220956699961,83.69204060157207,0,37.180517568581664,54.57739387598523
1,1,0.19137105451161404,-0.5993619654042853,-7.743617260877384,2,-0.09048804936335678,62.19805095957474,10.724206211485699,0.7604495784290578,1,1,0,0,19.709728283421693,1.4745096295832945,51.66817352335211,2,22.85747459510778,26.4017110858152
0,0,-1.9938303311710872,-0.31511622553141727,2.1597630601737663,0,0.8665351885984048,45.506705747855705,6.107867848215545,0.22899122462685206,1,0,0,1,25.997854293605688,1.4830210347680866,28.32876527510471,1,69.99878920491362,25.467869056705016
0,1,0.13092652720074,0.9784181020592952,7.664267098927631,0,-0.6985517757573072,32.47660500140781,36.51061709313361,0.46927353304706654,1,0,0,1,33.00695994216138,1.519838911145252,23.262643115088107,2,25.977161995923304,33.429392944081364
1,0,0.7446518333658595,-1.6342933206823094,-9.784823535942026,0,2.106129944723344,28.46483117854598,0.2936579470746725,0.29197762918110665,0,1,1,0,0.08515389586498667,23.83206742008735,99.98943617447328,0,40.16082626802047,69.67750724757175
0,0,-1.5605344631201281,-0.45984128945977243,-5.000710161534255,1,-0.6447813442859424,77.94551774922829,16.948106912270898,0.19234089588688186,1,0,0,1,25.505052962665008,1.533631583297052,25.129258212125304,2,47.4563075093935,28.07226167186935
0,1,-0.029034037446042733,-0.06252948750687728,4.655479707913987,0,-0.693277606910581,68.59473208175217,27.596348265270485,0.2767766722343228,1,0,0,1,28.89444771944134,1.5367585439521962,32.76933631743891,2,50.65032543372663,34.32757204647518
0,1,-1.4307164259059133,-0.1042785948196722,4.014031941542594,0,-0.5755412901826829,52.0725097576524,22.555973047546377,0.27903390908355974,1,0,0,1,36.25450393738945,1.4243937398178308,31.044226792582606,2,55.64271736124853,29.983321553395317
1,1,-0.46508469366649186,-0.525466640773829,-6.874188790374979,1,0.2731008629677351,7.0870157719244276,5.932508675493207,0.26274979125367126,0,0,0,0,5.6064191558081,1.4642960109107601,21.372195747737237,0,27.364741653469594,25.861724093601374
0,1,-0.8534577717541051,0.22214691228492117,2.335683202497563,1,-0.5441688065695605,40.502213584502904,28.29815334240663,0.4924269087934082,1,0,0,1,30.58535443756906,1.3175367887137304,16.028930197403064,2,30.419392667800096,24.17337286197391
1,0,0.5546743823010754,-0.43679003329338684,-4.295010796966451,0,1.8399008868255622,1.1990533709732398,6.986849975259801,0.7682862045199232,0,1,1,0,13.43180913686702,22.743719050086582,99.9614738971008,2,26.18219984206307,69.77643779711285
1,1,-1.8802642603497943,0.34329057566673454,-6.344424114140707,2,-0.7400431085531723,21.437828176709267,17.086870791104268,0.43913185622487416,1,0,1,1,29.724388290476696,1.803596848218973,18.805878820693323,3,63.55350554564194,32.856985428101524
0,0,-0.43544266568730006,-0.1704972730418553,1.7377619914403049,0,0.20234955100038554,52.62902623713469,17.962193939292597,0.24920862828525714,0,0,0,0,33.5107831471753,1.3069435029738319,28.61478120935711,1,39.857399278740814,26.593104261384717
1,0,-0.539762482874749,1.2120987951898856,-3.3768573236539314,0,2.274130436878751,7.813786247339758,3.7712308846351728,0.2971484535001195,0,1,1,0,7.760083631592963,14.996626138947628,99.29465312788052,0,45.7548877664813,68.89404473007045
0,1,1.322846415203746,0.5325405724905458,5.981809424240456,1,-0.3932045958139784,38.13681265406557,33.41740392681356,0.6335034092334989,0,1,1,0,24.724588027539127,3.0224897321174793,61.658055597185644,0,42.49143519656057,50.13989114174812
0,1,-0.8439499743032723,-0.289071962674144,9.453830451911934,0,0.97692933560653,0.9658559838470548,7.450717453078317,0.24894382071726057,1,0,0,1,35.03436240096078,1.074152885646987,30.12021830866028,0,69.66434880321515,24.042105646755846
0,0,0.8923688679463059,-0.04413561620214233,2.6591893131296302,0,0.25898028302235426,59.214145922728264,19.331487093870738,0.267088005171305,0,1,1,0,12.028811687473775,2.675747211067871,57.098854290945525,1,25.47044134420922,42.80164865033569
0,1,0.32567738229534404,0.05405847178089445,0.2593454752172626,2,-0.8626908661603857,56.67067430293662,31.45046846782322,0.8736986617705242,1,0,0,1,22.306132458603926,1.8148543566635882,20.96496865338267,2,43.5822866801674,37.310682108731044
0,2,1.4848999393473759,0.2657622923130401,2.7087151306166106,1,-0.10932730448156165,23.36188461631592,28.865841558800795,0.7620818768439177,0,1,1,0,17.571110620279526,3.5662598233047915,46.957193358177925,2,60.881954404311145,51.761407715159145
0,0,-0.35374194029297334,2.2661333954061544,0.6147412293051211,2,-0.8340358735537879,52.24612342120238,38.66232922744227,0.702517254226123,1,1,1,1,25.645607864094757,2.135290672352423,24.169126997917324,3,28.910370310806073,46.235243367472215
1,0,-1.6793963301340264,-1.172820160527228,-8.429282738045261,0,0.5105119280106133,68.85917080203413,0.8491881340928153,0.2525048101294516,0,0,0,0,12.700371374982144,1.447129838791471,25.723131155809554,0,33.861381194070056,23.587083984697724
0,0,1.0017639834435859,0.45370913310482697,5.995664297358779,0,0.8608750564156267,35.08944566094772,21.234437814784886,0.24815366379060722,0,1,1,0,17.405686853671053,3.497255285368223,78.39606619335169,0,42.88243685244478,50.941808845090115
1,2,-1.4136230557515834,-0.7876718990173004,-8.074104517258075,2,-0.6186872102101328,63.92338266856942,13.444240628636013,0.6520855840716863,1,0,0,1,22.11190681175249,1.4399301880798105,23.013062139549884,3,53.76343484578362,24.270760753966933
0,0,-2.650759108371582,-0.48890271833472493,2.325758936502657,0,0.8382220072134559,46.98541437049947,3.7301855887670587,0.27147495977250274,0,0,0,1,32.852616480503045,1.519173552045987,41.1896516449477,0,68.8733292942235,30.070639716987202
0,1,1.4790702344424236,-0.26742657287046956,-0.08140092260555853,2,-1.1722774978852684,68.23497493427269,31.683206246778177,0.9911407876409191,1,1,1,0,8.407002178756217,3.869723267313882,45.2901939511405,3,24.232339699430867,53.325029998189024
1,2,-2.032710165930644,-0.5667479922344028,-4.1804912161092584,1,-1.1722688130144532,46.579904084325634,17.17184211147689,0.47998547194144187,1,0,0,1,34.065804157826875,1.566508809309313,21.228430773256594,3,27.840320731069944,27.940995197162398
0,1,0.21078980198528735,1.1720025345653502,8.386313151260726,0,-0.5661423553983044,37.62207410919633,36.8149062843304,0.2853449620549403,1,0,1,1,38.1994155236971,1.148767977185442,25.275481506804454,2,24.87608777654352,28.213493969167132
0,2,1.2515233534171164,0.7907290795603503,8.850354278734418,1,-1.5170731116356495,32.11808054547517,38.05166838412632,0.9192415712167186,1,0,0,1,37.30712667762819,1.676833243070949,21.176643207269247,3,42.668396392843675,44.259719785619225
0,0,-1.116112252672933,1.7339842402806118,8.46749446013596,0,0.8238930817932885,19.361966892135506,23.32652369089795,0.26342384377748884,0,1,1,0,34.645346238490575,2.692936593766584,51.898326568874076,0,68.6600727318943,42.070057630159354
0,0,0.04370630093275307,0.03425921866477361,1.508716059501701,0,0.6376920645120038,43.087186870866105,16.064199707661565,0.22338016491942447,0,1,1,1,7.61050379703939,3.034045744747175,66.98411505787466,0,50.220525047491094,43.85425033688239
1,1,0.35010138522596823,-0.7893003585354715,-7.410952966260867,2,0.6932680434442245,20.290517986443184,9.963650833381347,0.6813533683627492,0,1,1,0,9.713440311270201,8.092294271546175,93.51900016012486,1,41.56573641727633,60.76192486787612
0,1,-1.3204101238373198,0.4001481196257251,-2.389319337059577,2,-2.253885630960117,79.72994782871857,31.878559892340732,0.9714548036685167,1,0,0,1,29.67168075060595,1.466917563461254,20.201929996493345,4,63.164015372099435,42.89071754524927
1,1,-0.9018452702533658,0.6765442367305918,-6.089246232715144,1,-0.2924611128700104,49.55101346627388,15.789524934004477,0.35252522386315877,1,0,0,1,16.938128191452584,1.399259333404679,21.17263758126952,2,62.68036276287133,28.92215700481992
0,0,1.021356818110164,2.166133179865658,9.711706878272764,0,0.3230284536278007,22.44262648641122,39.240273343523306,0.2873597953755628,0,1,1,0,34.566802331700835,4.765575734058766,23.435149741780876,1,49.20347214844374,61.240596903508376
0,0,-0.0053285505526135405,0.1175011437823755,4.6963556827122055,0,1.1432828345467612,12.995975115086559,18.391397521681323,0.27233946518694885,0,1,1,0,23.567736616746913,6.002304981282513,90.58689930422807,2,24.400133650597983,60.57261131951801
1,0,-0.28315170279553703,0.8961039359894735,9.100900431986997,0,1.1177260213069546,0.18251902159407418,12.006355681891597,0.25340245460816313,0,0,1,1,32.087386621919805,2.4567287686278885,16.857854780259444,2,55.56140459044728,38.73840742147546
1,0,-0.6334422142030923,-0.5447844505359416,-3.1118367732574725,0,0.4423018770032729,43.93770175445684,7.518463994107103,0.2815016504393262,1,0,0,1,13.723417873453872,1.7529009686812504,22.33603851048868,1,53.266524294618804,27.16216550026781
0,0,0.25410247218430737,-1.536072006219752,0.49709552727156314,0,0.9966667740135795,39.386041033062554,2.175316194197112,0.3466095778420781,0,1,1,0,13.818217106679525,4.963003474535919,64.20099978524603,0,52.694076738045354,54.03830695565002
0,2,-1.0623259532296072,-0.7066062185854399,0.2512859434604291,1,-0.8166783356717225,59.058689460612825,21.873958127737335,0.36858466333317674,1,0,0,1,34.92138040166266,1.3523003377252407,20.57312802163022,2,31.46665938244646,24.544463970546726
1,0,2.5575494067782114,-1.0118366886723682,-1.2232488819313954,1,0.43787017094098163,47.09391286475196,23.150666037392796,0.30208181931524625,0,1,1,0,1.111750439174819,12.540899932201548,94.56942152910935,0,38.33983700504787,68.9112434393823
0,0,1.3293839812157422,-1.0732220650247721,-2.259523978729195,0,2.9075807734285615,4.0945366134603045,2.264667972305079,0.2926450814535178,0,1,1,0,1.4901100419852287,54.598150033144236,99.99954722090719,0,31.31896561290668,69.99928448135559
1,0,0.6356566246690735,-0.5129275061708461,-3.7899880273982367,0,2.3472762923325936,2.865607309721523,2.37123248603893,0.02142706174779546,0,1,1,0,5.935899846234389,8.816883826674825,95.75750305280386,1,36.4797781590841,65.24196347431322
0,0,2.2925220246506917,0.16595936413044746,2.459778937554983,1,-0.3398431631848702,47.920802733478034,30.309053807000524,0.900433976667984,0,1,1,0,7.050841473939597,6.8889727326532775,88.66072898962895,0,33.37037674294848,65.53930296007132
0,0,-0.8758532497147048,0.27267155915987984,-6.7795517158619045,1,0.05991399544206365,79.02464444184037,29.145676765440236,0.3725956568882338,0,1,0,1,15.337283107857992,1.8709274711837478,88.88120437579828,0,35.3487086091004,29.471726756399256
1,0,1.6270243033830631,2.431472211221044,-2.9516457380642454,1,0.740394962180318,39.16041626747111,32.64142418935019,0.32205504817323494,0,1,1,0,12.553630781199963,9.242023257152907,87.47873217056461,0,31.553260848804676,69.13893570921834
0,1,-0.445133023908468,2.6567100697361465,8.865026458307103,1,-1.574576984252063,77.05267309448233,39.70570187817821,0.5411270696422934,1,0,0,1,39.14628324762369,1.3773275892913548,18.642104322388015,3,65.19360498771586,48.55011976025476
0,2,-0.4440468568149922,0.5098771038208626,5.100636991542078,1,-1.1897446949032553,42.18804779207338,30.993753018476873,0.6234126103819096,1,0,0,1,36.092808707391846,1.4109336458440076,19.669507845767832,3,34.25347061627615,33.60661140404252
0,0,1.4339862688131644,0.5604254109904356,2.295648624640158,0,0.7911995831628742,20.908647462528222,25.80812282332351,0.27163199986037767,0,1,1,0,11.772210319076121,4.835381175909919,81.00897580614091,0,26.256665413523137,58.526485717372225
0,1,-0.9860286924721836,1.10415567006999,0.3356248123945278,1,-1.048485315626852,72.31759816331854,32.61198715221695,0.5400288404869904,1,0,0,1,33.02175058557096,1.5158134000580776,19.163554993191845,2,29.904457079224784,29.50464351513492
0,2,0.0733748933843651,0.4265195823209878,3.6520187495887733,1,-1.1698335035281286,56.27882183019585,32.471822116009584,0.7006264929928538,1,0,0,1,31.49271045368547,1.5370888996549152,22.504869975846177,3,32.7383058809351,33.02232199630758
1,1,-0.2048779100342002,0.3907240464650345,-2.899678766478705,1,-0.6559876201757143,55.501893668265865,23.301114877055728,0.48753465728677525,1,0,0,1,20.551251303555894,1.6148139108406399,22.92108890367519,2,51.01611636480282,30.649567310795035
1,0,1.1649504599379799,-0.12958030160186296,-8.21436138758568,2,-0.2027127917740475,59.16246598318742,13.65570484080768,0.8344670627718879,0,1,1,1,2.7174522541423274,3.7011995555759083,66.85936549055637,0,30.53755820590323,54.603318148926746
1,0,0.15302849130599208,-0.7672330704484854,-2.9255516327930415,0,1.3577080482400952,57.63386614388558,2.5171497035027524,0.30285293356054155,0,1,1,0,4.695897005271719,4.0334295370488515,67.42282256132137,0,68.76352003411179,48.33785037028629
1,0,-1.2001838640703284,-0.5008466611146036,-6.177771891023825,0,0.5569802415494911,21.672945481071494,6.344516043357595,0.2541650623430257,0,0,0,0,20.324763682602715,1.5049843172895485,43.42486657166761,1,24.13604523210876,25.576219785122177
1,0,-0.9291412950018032,-0.2013196952433181,-1.9087292990908669,0,1.2724366470167636,19.456252330568994,4.328222304467597,0.2752859126389444,0,1,1,0,16.405417511874468,3.276959884003963,52.576955334320985,0,65.21712892621356,36.96478440148378
0,1,0.8013863729079296,1.1173086432149084,6.377088561986284,1,-1.341296414347483,68.85080124813885,38.71234470913733,0.8732855527150181,1,0,0,1,25.004170793401094,1.4026570405442191,26.421635381882652,3,48.59898799662355,38.80372661787221
0,2,1.801342936374863,0.7820403086608727,5.953204440902105,2,-1.92946686831284,73.36761728597179,39.47211944998388,0.9969060543697972,1,1,1,1,29.829519407989263,1.887953471441985,29.344579671507155,4,53.46201609581051,46.81680451610525
0,0,-0.15197901145634285,-1.60227154921068,1.554914546553297,0,1.0781784828319285,38.70744106690119,3.6917844017592705,0.2552736277591201,0,1,1,1,8.27635629494624,4.488718103058528,90.37875708789787,0,46.616859986972194,47.06553720460144
1,1,0.042209873826114824,0.3276997655569191,-0.7043284883252756,0,0.21512251288235315,39.73513238973132,19.106784885626823,0.2858752019226937,0,0,0,0,12.069254360864887,1.7305822676538782,32.77807825279703,0,31.20908322629141,31.376702404989853
0,1,0.5716862427884192,0.7717114241044729,5.40987746321408,0,-0.3051385621887385,42.38347297917309,32.61543566456219,0.4020254863413894,1,0,0,1,26.292757351220033,1.464427119567134,18.15595810003417,0,32.561220785976126,33.14497520877771
0,0,-0.8181706902974034,1.4136848317227158,-1.9157269258963066,2,-1.4871934735800947,79.96904212537359,38.2798646141909,0.8176410521273658,1,0,0,1,25.767383347228247,1.6777897993486373,32.116980487489485,3,28.34147695527597,38.610569788484455
0,2,1.2677256437174267,2.89499763835826,9.519756468716508,0,-0.9469257589129729,56.476860320187754,39.849408815958185,0.7343641055162535,1,1,1,1,37.37231284211269,2.037292075701488,25.606385318690673,2,36.87064913738939,52.46792492457147
0,1,-0.816038761621173,-0.7358692086814366,1.116678287499603,1,-0.5366998068551904,57.12437056353817,16.924750159631557,0.2945774782089783,1,0,0,1,22.038344085704182,1.6517547772195655,24.282300850756638,2,38.58477366388416,26.828951469227757
0,2,-0.4772819840653312,-0.41449768600174103,1.895782272085512,2,-2.0861575958442207,59.009651642152704,35.75656231955047,0.9613880765953502,1,0,0,1,31.197985916689586,1.4742920847830272,23.37634621605224,4,48.54887175120329,39.34986256518686
1,0,0.8681206576830635,-0.6254480240930863,-1.1884007706171147,0,1.141926578700158,17.53357988667661,6.977938719543233,0.2568721060100859,0,1,1,0,11.22335050533476,7.591586758433294,90.99450839284316,0,37.47872174456387,63.191841531843735
1,0,1.3437369077214354,-0.26753622047516457,-6.766358448896984,1,0.9829985699776108,22.3875594207052,9.005109482423519,0.3933061191103224,0,1,1,0,1.5349717619060699,8.918607458311723,92.95859323609068,0,23.735545165950562,66.2909719553055
1,0,-2.015646335318486,-0.005292185938306752,-2.396924731587334,0,0.3951324440152588,49.98271385780263,9.590590691644028,0.24887694547169098,1,0,0,1,26.56574931879465,1.9953284686571033,22.899550783113497,0,37.095460163157504,29.565526480767197
1,2,0.9246552732081673,0.2601618491012802,-1.5131075147878033,1,-0.34887150977433057,13.38937293821802,26.776110071022117,0.8250107383680199,0,1,1,0,13.749029147485734,6.542518560556023,88.89588406248778,0,30.422551565586758,64.9089612271021
1,0,-0.5484580059969023,-0.41667444449042945,-5.619231772146813,0,1.2157163088024403,12.073377588038682,3.6670097615520025,0.18815055914103634,0,1,1,0,6.909167729590957,3.0828235929588326,75.1694874754725,0,51.276909087706656,40.52864839195369
1,0,0.8657184099009624,-0.6635331512177798,0.20210786927723667,0,0.9981847495274069,29.62578577355137,10.937169151585529,0.02142706174779546,0,0,0,0,5.121794903807226,2.0737260261886594,59.54349739460785,0,37.181018916362405,32.92337994611464
0,1,-0.013172545606197426,-2.4592172647346326,3.059470238784506,1,-0.38370466887689253,26.756911719613047,10.435813219633731,0.48080546974872257,1,0,0,1,26.574485013840714,1.2342842580340978,24.856266999185223,2,24.466944009301002,27.1482674641764
1,0,-0.8557508939974355,-0.9364082954423735,6.3321186053868,0,0.1427367084025821,12.518936366603493,9.49741267706645,0.26115706573681036,1,0,0,1,28.724709057916257,1.4811184355721976,20.7871504501138,0,66.50026837694404,25.342148602516755
1,0,-0.29719752371881364,-1.0491168696620135,-7.6035976322708105,0,0.6325473752303147,47.56498791769865,2.51254907497779,0.22978158144131078,0,0,0,0,3.270867754555238,2.4909173621822474,41.447728577153455,2,62.01693079094251,32.54414663817662
1,1,-0.7704460103443012,-1.0510021063173287,-4.374701491533872,1,-0.18109713438708747,29.225724774913928,7.1848109610020146,0.2737663806221081,1,0,0,1,24.09968141114838,1.469999036883267,25.670778097703923,1,26.510803797537772,24.250780653334765
1,0,0.9850070449567919,-1.0169383659923459,-1.4392248606393032,0,0.8682640593151316,25.054649404716578,8.673400107986328,0.24329825102639246,0,1,1,0,7.849765472472288,4.0664866640545725,54.49386041374649,0,34.48832624666696,51.7588504039601
1,1,-1.0243391814918696,-0.5621793616289094,-2.1835114766940986,0,-0.14247679176533642,27.20132015848284,12.317822493229782,0.3770730215046351,1,0,0,1,27.68518867964955,1.4577133175505188,15.737959433145082,2,59.76379455521042,28.032958403365736
