S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,0,0.6562953597841497,68.48794797346042,63.47585906899983,0.16683561734787777,1.8519006947438141,4.401553132458962,1,29.578820904773252,60.667723236698436,0,1,0,-6.035601843927275,1,75.86464437381105,1,1.2504905802827002,21.45282709412585,-2.0255580981629877,-7.73028877888291,1,1.1838531325710933,0.516429795426902,0,57.95925180925272,2,9.432658513687011,2.0253780426277235
0,0,0.5871308195921263,76.6749352975766,8.096267729799745,0.7975490265999313,2.0775049919464115,21.53736767572926,1,33.29488877253746,64.4814676806993,0,0,1,9.937180111119442,0,44.51682410215297,0,-0.08646406239735237,26.528067145879607,-0.7353988503789034,6.266539625218364,1,24.85563280298255,0.3586918507106347,1,6.651650847365085,1,11.14895071993277,2.184943209206485
1,0,-1.0266885934419445,20.33944525350523,68.41276499730753,0.07865648058798452,1.8562093649344658,37.764565974739526,1,47.29155431213048,56.31042684669942,2,1,0,7.82768588996959,1,92.36872254002495,0,-0.9605464127395223,62.63872980005818,1.4749038340841274,2.135926931196515,0,14.133848656380717,0.9668706151898399,0,30.507640031815114,1,14.972350044731812,2.1632238446811574
1,1,-0.8206941251449283,43.93107245165324,73.28734381375372,0.16073454640973406,1.9852656165329103,5.780586527897878,0,31.831084805412665,38.52741284368485,1,1,0,-7.793074582350245,4,85.29075809278373,1,0.32684449482091,41.68006218488242,0.17471689040045318,-8.004981837650453,0,16.794095237023583,0.5609439768355514,0,78.66204500898773,2,16.63273887751394,1.550120885833012
1,0,0.3768515406027995,64.33645702056631,30.60696513983374,0.5719056896110316,3.786667060838045,19.423815622862946,0,45.28701325102794,36.59816163923399,1,1,0,-3.9841871661144754,1,21.213964943292595,0,-0.04767511892369982,50.8136047419891,-0.19297973116527475,-3.279120476766301,1,14.388610126160671,0.18733217241168776,1,32.55136117171383,0,17.865707646208797,5.10773503192199
1,1,-0.09797111476405747,28.82279187690855,10.656690896285138,0.9047823580567005,4.693506633193385,30.57203160719527,1,54.841257653933155,57.6414513301331,2,0,0,9.995369072143319,0,24.022055249487796,0,-2.1433207036367157,58.006505669446895,0.34503852478278574,5.571274113765071,1,16.738914055100107,0.4878854639144042,2,34.84013786602333,0,6.820989305936105,1.9861387020328702
1,0,-0.46579258259641143,31.807763830832553,79.99986433941167,5.110221400483894e-05,1.497256000509145,2.601160280974546,1,51.57108654127983,68.01044981677188,0,1,1,-3.1143045810241796,3,99.99587575283707,1,0.4637936520275648,37.33822841926083,2.0136290859107153,-6.832840705056626,1,19.995336709075325,0.7249617272729175,2,18.99186890207089,2,29.075090786673925,0.8624809790105812
1,0,0.2853341820234132,49.97350666253993,26.755041566775372,0.6988451053930934,2.4015053326758244,24.07157980128983,0,28.934615159405197,36.975032805600854,1,0,1,-1.0195935295154754,2,23.200745582663014,0,-0.3562634769226757,54.50668813599421,0.06349883449315187,-7.942512029061821,1,7.05173091827951,0.2835337057988721,0,17.50061291680386,0,35.36786243388555,5.526406710322623
0,2,0.3504706788134644,51.93247214560629,10.772327835586841,0.911080679042819,9.169004644321905,11.179874314675718,1,64.9253746654212,28.882873776486292,1,0,0,-6.495777682551676,0,20.699688999426996,0,-0.06970353367074845,32.9700877771369,-0.5132918633195667,8.107629827445134,0,16.505301803261922,0.8609369228166781,2,65.9730647337918,1,33.4985499788949,2.0243125524213976
0,0,0.5612312608550519,63.385028882976904,9.375166485656115,0.75935771938034,3.07457053878107,17.736329108055536,1,40.641339261995086,50.450224109049685,1,0,1,5.391846916036709,0,28.13786137978279,0,0.19931512578835028,28.42935217955988,-0.4184881967428917,-4.576091881435069,1,34.88671170219468,0.20028493908815154,0,27.680757939812246,0,24.261062751038068,3.2007655968360567
0,0,0.989188965074682,40.11338540003489,16.05105583729673,0.7554157139050803,5.287591689901864,21.33110400920563,1,59.74772591494161,38.763789759559856,0,0,0,0.012584697620299679,0,19.6806661259316,0,-0.06395298676915331,35.33148115055294,-3.559631611470666,6.005849645705016,0,15.297377030726144,0.24697385319628995,2,28.62489159970048,0,20.922231555417852,1.7995345219017629
1,0,1.0650898728802871,55.98920383454483,79.68476354304846,0.009945970560168993,2.6261554431728213,16.799830343161297,1,66.34300416880964,67.63086508509328,1,1,1,-1.1449111410380581,0,94.1004792109228,1,0.3991377225325755,36.1062771969932,1.7719728863283748,-6.666076823186899,1,21.222760907022057,0.9853321696228805,0,15.996809357188248,1,21.020665143190126,1.863083246096121
1,0,-0.8450667578327647,7.5745192966513555,78.17315588607424,0.029241986395579567,1.660537800686149,37.187676169608665,1,39.534943800882985,62.75019329559925,2,1,0,8.950269205348356,1,99.45094004776121,0,-1.4288013791086673,67.48129962716823,2.2349450530123183,-2.0009851444575606,0,11.848262791769786,0.9218164970200606,1,9.985556279961028,0,16.65647915731149,0.5876411570718241
1,0,-0.4796261563036237,84.9443584569866,35.691739544957514,0.5814940698705925,2.2585754046629347,34.946626308298285,0,31.000704085540182,46.55774127700539,2,0,0,1.1013766461324526,1,40.67852271953933,0,-0.3565858082066562,55.31452100307435,0.029080954525587677,6.412312974318741,0,14.775326950544898,0.7279516267213373,2,1.7164814700285902,0,12.671905144609209,2.1563047895928054
0,2,-0.40535657098098954,73.87595360337741,6.473853310067783,0.987835696286536,33.98769877632078,25.052619992638427,1,69.72973587377163,19.850322153218077,2,0,0,5.867768975891316,0,18.498267293003618,0,-1.6480370856122306,48.70720714591546,-0.41864352946573397,9.520512314132556,0,22.60975678271013,0.5344333848504589,2,73.29769364861315,0,24.551362229157313,1.5289202797425816
1,1,0.716016682938322,83.73837507363177,22.93299061388593,0.918845579990353,4.137499247802914,20.717243889204603,1,28.91407455138114,32.34469608305792,2,0,0,5.457139181263173,0,30.23755949781669,0,-0.910770371527285,52.8644513617716,-0.48635349714580245,8.312250579587108,1,15.591775865997725,0.1679292047478056,2,60.35644479440174,0,22.86943353110211,1.7693397517840959
1,0,0.903120804407405,61.87195690369528,28.369309103254146,0.5448397063099686,1.9485709727194962,27.32539752443342,1,29.817137938089957,62.03341953392976,1,0,1,8.463128817485565,0,29.818402414811157,0,-0.2089981092999259,45.353294186007105,-0.15264764412667925,-1.5540670689001939,0,28.750390534386057,0.20712938228937022,1,6.455782310489293,0,31.23853562179044,1.8936298901664388
1,1,-0.2790093031918816,9.195708882525617,78.85924943529395,0.061377496817226096,1.7107091475592964,13.122989464148693,0,30.043206018155416,56.26514145782115,0,1,0,-4.261795476696275,3,80.96291400603553,1,0.4295847300756981,47.65758057866573,0.571971003850662,-5.148096314349204,0,19.276476877732556,0.7392837428850034,2,24.219249641363582,2,23.710953910530527,2.232014456136771
1,0,-0.2850274547648252,78.0338417774947,37.215619135875436,0.397674839880624,2.05751729196246,33.844154222989445,1,34.68036449221409,55.22650969400694,2,1,0,6.651029766762676,0,63.92306571116978,0,-0.20126851495758982,43.16966983763922,0.1394778102643445,1.2074099968344676,1,28.52663302077633,0.684185438772229,0,28.019117435285892,1,23.44773216506255,1.00400318494969
0,0,0.1988112984838229,65.9590900935425,33.525600639336744,0.4617256156073938,2.209322131409339,15.258240080105397,0,33.088850270332244,40.90644347275423,0,0,1,-4.458768689203229,2,24.168544048136305,1,0.9101331206097516,32.38425605789341,-1.3687504469883869,-6.62782777905095,1,32.42135899762581,0.052272110806671324,2,19.604792829150853,0,24.929774212471365,4.404981960566133
1,0,0.04808807805378374,23.890790298261365,66.11267426677992,0.10154191793801665,1.4963280217900556,16.13313805113084,0,48.685356364292105,55.91085889510864,0,1,1,-1.8255888653142947,2,94.63917921233522,1,0.555320381605756,38.64063430860875,-0.01486164588641183,-9.473887580412546,0,15.88431943696201,0.3763580295217056,2,57.52138239962565,0,15.499067679820108,4.061157078114212
1,1,1.1755332153892317,7.390754238833103,29.7926873410829,0.6202965229746927,1.3390469849555433,30.38563934197571,1,30.34161325791218,52.29949053750776,2,1,1,6.161077661773497,1,87.5526551298299,0,-0.8491437881229124,59.08997328324155,0.04338624796759396,9.514182823297777,1,14.865941834742898,0.6382367605714098,0,33.8518052732604,1,25.496430834375353,18.127730451893566
0,2,-0.1959529173087134,85.83974388697189,27.54774086436175,0.40926505245696976,1.2092946760051986,2.5215494920711112,1,29.156938935608924,59.236211462522924,0,1,1,-2.2416248725571153,1,50.48823853448363,1,0.9432477922078283,23.62955384366279,-0.5772438758513567,7.518255257053404,1,37.03681645346873,0.30306014645735374,0,74.94626823147426,1,0.0012453659192179778,4.375587536119016
1,0,-0.6966680756082938,87.6102752438879,77.42158383720279,0.10454754868932281,1.8001773877207627,27.96448157020506,0,34.86972784739462,58.96063256017923,0,1,0,-1.4774034456602987,0,86.00848126687995,1,-0.20707396568507774,51.96745384580146,1.4041935130345289,-2.4065925761672826,0,20.1706769061693,0.4925435791452327,0,22.376773234983645,1,31.29454061493954,1.262838445577831
0,0,-0.6301879355763663,22.052312767130395,56.91389597487535,0.15632539856909505,1.9320353060375957,15.069855965086026,1,53.91030738074215,57.339109933167464,1,1,0,-5.825619395520112,2,84.6368975666263,1,0.9601268683860844,30.361510148848176,-3.561474942910546,-0.08005978344989373,0,12.397915343222948,0.9370845036347155,1,25.69160898180007,2,32.32325598994182,4.226576512772758
1,2,0.4795331415157,66.32162872106822,27.176981451440195,0.7939272379546084,2.533735091984603,16.426138312663802,1,31.725787214442725,38.72010307452432,0,0,0,-1.572374454762425,0,19.932147498386055,1,-0.08861683316423334,43.78449108156464,0.14209276106250077,6.773424042245825,1,13.472479086743657,0.28193691421872336,1,55.316688094238046,1,17.77952894781262,1.4000177193861854
1,0,-0.40187838812632826,13.833775440450285,39.929541224044776,0.17668985594361686,2.3229038472180363,36.20150081744972,1,55.451455075847335,53.94786592809475,2,1,1,1.6356877609703204,1,37.827970512245756,0,0.5600282073647109,34.14241367042344,-0.14228994012229843,-7.204427784072829,0,17.67014901413772,0.3358692488409151,0,21.246390889475304,1,9.270052130489246,12.555992073954895
1,0,0.10061606100414723,21.586490336782564,30.54234368113977,0.8944905766564903,15.047665011535173,39.50320241843191,0,69.15398146307865,18.84493781928424,3,0,0,-4.7463922468392035,0,11.743059160286418,0,-1.5182711433468914,68.39971294593053,1.8598694516817145,7.080346267450665,0,16.138245075602104,0.739580886796023,1,15.410645572682089,0,22.00425049728919,0.4927435942562236
0,0,-0.2549330664214605,58.43413459491372,34.23934277415143,0.2703551624158248,1.7171070226731053,21.001099425856875,0,35.08439975899052,47.58172549465763,0,1,0,-4.173664177715528,2,70.41626772628126,1,1.128295071753404,28.471549020434765,-1.6387452290660158,5.936529435777826,1,33.8449025790902,0.3163938981594175,0,35.67773266217018,0,32.098167288683925,1.8015937111657212
1,0,1.029742997272042,58.076577434699374,77.930695936892,0.015086246020313554,1.9437301839503527,1.5350850524235415,1,48.92018316070069,66.75705415443505,1,1,1,2.396304736454846,1,85.07332027589041,1,0.8135005975661376,29.520355889440854,0.24196504417406756,-5.371009325353802,1,13.28971428656386,0.33659983663717963,0,17.76296797500335,0,26.29663918944686,2.0352680765209183
1,0,-0.10380689730956956,33.196416236197024,59.870930910652696,0.22357602665880283,1.8408201991716495,20.998307972351633,0,30.804033775219132,52.32528717808448,2,1,0,-5.356115733660058,2,56.88383486923264,0,0.6004991483605425,38.988463866611525,0.225982638187269,-7.762713605210518,1,13.576870305703434,0.5542209666297748,1,13.042381706284164,0,14.648322183476703,2.70434540192177
0,0,-0.06976524308268385,57.12441998098002,53.49444873546902,0.2165320076160711,1.8210439766580784,9.092600923731968,0,32.903547177425,53.15291006643602,1,1,1,-5.9208617380427375,3,47.867988087439514,1,1.1596594203686161,31.26917271771866,-0.5273085278162413,-0.0302347531982452,1,10.289623573835895,0.2988181969851405,2,14.86519954323672,2,30.919539227698472,1.722357474820138
0,0,-0.8983331563762806,84.67668394554596,21.09049497446758,0.5399725594272269,2.224252605264156,29.620133185574815,0,31.58160965678504,39.495031671419724,2,0,0,-1.667502000277075,1,19.036729131588885,0,0.5586011945733443,36.91190196567356,-0.3144719542087486,1.9354928635536304,0,31.28280047086319,0.7728760412031785,1,28.6561753065538,0,21.238218462067838,9.280315316693391
0,1,1.7105867630063527,25.518152714338648,57.1478379213704,0.35318561131578574,1.6158515789281025,1.1152254160146646,0,30.729364660372717,57.507408814567604,0,1,1,-7.047430447496109,2,24.690422179964905,1,1.146716983691399,29.69144592152152,-0.08758380007659085,-3.530270779907088,1,13.873656713982921,0.6559604527831553,0,38.19986854464413,1,13.847513445154803,4.884461093550131
1,1,0.2916798472420158,88.11528272901818,67.96063359921492,0.5600240900076628,1.505506584084062,27.83024826276185,0,30.481114096101543,50.58403047107184,2,1,0,5.3655526286042985,0,36.66476418360891,0,-0.9179292384835923,64.24581869500712,0.7605136719123493,-8.200717523980263,1,16.77563336809536,0.29479373565115263,0,53.83655182455506,0,3.6786319394560185,0.46498581582731646
0,1,0.4190334847132123,26.191482812203393,11.94221973621698,0.7743578726523173,2.678482241654184,16.520469753209994,1,40.088533062392635,48.690607133986006,0,0,0,-3.4547094182806335,2,46.412396693539236,0,0.5709908114349773,31.09079499290136,-0.749607199458238,9.834180638690118,1,14.717284222395444,0.2774401482483374,2,38.536630330969224,0,30.083535347436346,3.8424998863376874
0,0,-0.787142769261914,62.95288217000841,49.428082647957616,0.19597990654146147,2.3171558927623286,26.626567383077226,1,46.038612514384184,60.31558193525641,2,1,1,-6.678070789843243,1,60.93843535054199,0,1.4835515737511544,22.089287623404754,-0.2762686716599158,-2.3216327285326255,0,19.084283594617418,0.23389833349734157,1,0.23597503463954173,2,7.461426920803477,4.528191079204382
0,0,0.5175231586567883,21.918710638028166,35.62366347778165,0.34896949583730497,1.6834091394569501,23.045786575374287,0,37.61794020620901,42.23686903519983,0,1,0,-1.13765971778224,2,39.12278020733545,1,-0.1671070045694501,50.97311798059242,-0.3495227697306248,3.691265017846032,1,3.6074962844818526,0.23258070555410715,1,62.25081757244106,0,14.016643784004156,1.2633040897784262
0,0,0.37391592320843203,95.2074485717885,13.061917697069187,0.8391684354769671,4.789676071806447,31.400507396625194,1,44.27991555542803,42.266537683755615,2,0,0,7.634168170018029,0,23.14300893689532,0,-0.6199670603517232,40.13505655770029,-0.19760805780467575,-6.460323814766461,1,13.648375662465263,0.19943688196401593,1,28.358268028543744,0,25.095200164497097,1.5710576572926598
1,0,1.3518516962223286,15.236644339021026,16.46427707891395,0.5661209831280999,1.5055861736108664,22.211423010916246,1,51.06384316338278,60.81647562444144,1,1,1,3.0915802024490873,1,83.29772486129104,1,0.5321387750870628,32.77923727399481,-0.2816597402625345,-9.932674642197512,1,12.129459959486864,0.41150838909636295,1,26.791416858754733,0,14.415607743547953,7.908213346101781
1,0,0.0014442460265195356,52.31806912559064,78.08093434151561,0.0073002447933120385,1.9372380621474714,18.141661010956305,0,48.73908403623254,64.77619178280243,0,1,1,-4.261205656749045,1,95.6947402953608,1,1.2773921317943886,24.13155387750517,0.2846802267338702,-4.454591764514935,0,16.59127366592184,0.4868836446331618,1,26.01288403906721,2,26.109673364205634,1.4380512772813925
1,0,1.5887799947881454,27.54805992019569,77.155520404214,0.05712311251959057,2.0610296717155694,3.113659846930521,0,39.07710388109819,62.39224272228143,0,1,1,-7.258043155407208,3,75.21248833134871,1,0.9776912409568566,33.972015435832965,0.825517000896054,-3.569499116264425,1,14.275003288837308,0.6648345928457899,0,28.98007252048351,2,22.883097401821896,1.318001209529637
0,0,-0.13703117116048685,93.48532813555349,15.917511956830737,0.7713020315396091,1.8402137386819115,30.504968683718594,1,26.88577179834295,65.58737111606835,2,0,1,9.993520520619722,0,27.29807787518207,0,-1.118222952205656,51.39814610086978,-0.7584927020035989,-5.491856326533611,1,26.429684333674995,0.6832121467492159,1,3.1334139707398645,0,21.426237545267142,2.018991800609671
1,1,-1.0988173617900665,21.663068635042322,48.7762867525558,0.6102662664277111,4.5666619233261825,39.650346772414686,0,64.80192550849208,27.528030686880797,3,1,0,6.410314454027475,0,30.36410069172497,0,-2.287294439603866,69.8270475946424,1.6061334141620252,8.104575401223261,0,12.812624084225451,0.9990038875480711,2,55.66163808407427,0,9.979936115957969,1.88812923994625
1,0,0.6304303159421958,13.03161465672082,8.087151068644962,0.7901936684989586,6.446076096179598,37.362835296602704,1,67.66920861449253,27.889004401591535,3,0,0,0.2500039954594193,0,28.342340253384368,0,-0.7422485595214346,55.05406969116816,0.5143980519577245,-3.8379648378734608,0,14.364275781581195,0.3405379586304436,1,34.54338995112381,0,10.222849856384233,2.4235609797693094
1,2,0.4026909312391646,35.26548323354521,22.55113092683059,0.9404123432279938,26.78626282863088,37.111857318640986,1,69.91134902343535,18.227998795653225,3,0,0,0.8468483479081854,0,13.314122753394647,0,-2.528170450063412,69.68624193399039,1.522331861631976,5.510129789976563,0,15.898663512258654,0.914285663243051,0,72.06660130997703,0,25.07408682535436,0.9390723735252383
1,0,0.2229718815162308,2.454014377425384,21.65196707227092,0.2726066620937462,1.6724386442480301,32.94852175275621,1,58.95568588175683,54.161141837231504,0,1,0,6.9064338739105295,3,76.7634375241808,1,-0.2797030436805347,49.95667168671267,-2.668743211692047,3.9925185183319893,1,15.940329454407767,0.5045487324507036,0,29.342877586072262,0,35.30384294342553,1.3933349156404975
0,2,-0.0022235409533831537,51.90611979699155,20.48564198203487,0.8215527176278641,4.697665089687629,13.244410491286658,1,55.16749350527209,31.979496130821225,0,0,0,-1.8853972791229054,0,17.24472934242845,0,0.039508633902309784,35.186354257671525,-0.583937768561675,2.917761068792423,1,20.420634070460665,0.2154150246042043,0,76.07041421650749,0,24.79728863225622,5.918525560673388
0,0,-0.025815840483027704,95.13499444617418,41.25426719702641,0.43294897271296506,1.410015016472363,21.784977451981497,0,30.490405214137596,49.08693283485508,0,1,1,-5.481839016708385,1,43.92885884128373,1,0.7643101787548046,35.17181767322562,-0.7506180537138352,-9.379330508556794,1,18.83569476457376,0.18403576212636846,0,12.351232103589588,1,33.519690213723365,2.2279783086991913
1,1,0.40757642817947115,61.395923351329685,32.067768650113166,0.7699499071923651,1.4615322594725146,6.4802740581063105,1,32.41864158002788,55.21433436091475,0,0,1,-5.343447190569242,1,65.51247458675294,1,1.126643642376484,23.84695113149088,-0.3016755603056967,0.3389524845632881,1,13.253262129340172,0.20359983460964254,0,40.423992646202805,0,4.964565656343087,3.0426502853872575
0,0,-0.06239022793615237,83.28279100301776,17.1773899233473,0.6353631634666661,1.6539337581523785,36.47230886965098,1,30.3896217484763,55.50595587391282,3,0,1,9.849909834911777,0,56.6218524918225,0,-1.1559390591616323,60.72024643087217,-1.1467059810270794,2.4435039621163526,1,11.591301962655454,0.8481448399583971,2,9.025044607970036,0,9.063091750598621,6.057108269246815
0,1,-0.592490705837253,68.32514060949288,15.39649032581237,0.8106234147867717,5.337249449960766,11.779242105039064,0,54.14427819958239,23.812707874389545,0,0,0,-2.7757142509197035,1,23.211370988875764,0,-0.02055595100178501,43.00182798666972,-0.6930244805730442,7.537322337646298,0,35.49287768979432,0.32544449382237234,2,24.003923249346943,0,30.483718242673756,3.124249805831282
