S0,S1,S2,X3,X4,X5,X6,X7,Y,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,0,-0.5175329786245692,0,0.7630980479550119,21.728248924404806,38.229542024672796,3,1,-1.7098708371732174,0,9.246588370686283,97.8897383125763,0.32572509463986127,1.9127199133856272,0,71.26912565470664,2,0.9568606369467282,2.2248164252707765,1,1,9.09330951199221,1,1.1227954278061607,96.52921422291637,0.573499353453251,3.814220279877283,78.31105001443072,51.02424069819544
1,1,-0.017238427227132296,1,0.12074823127167605,53.05051806481747,27.064303384721505,3,1,-0.32643042094813646,1,3.1369032064820423,60.059094490500186,0.6504289405706889,-0.5300240470970868,0,14.727854232510413,2,0.7461564682602401,5.631073883919028,1,1,0.08520237062652569,1,0.5374368640351143,45.301862490592214,0.5576795863147643,27.433045905737625,37.080266664635886,69.36707079889274
1,0,2.9062693481315454,0,0.22234881894540443,22.93271965642382,37.71164327310507,4,1,-1.6401052827843172,0,9.029305021974253,77.24613983099984,1.3790452939814142,1.8226862926131158,0,76.24996901454041,2,0.9723881310368051,0.9361348920482664,1,1,-1.5721944629147604,0,3.8958220742011305,98.18723932813978,0.7994062467404264,20.101332026995294,78.99032794942826,23.35114309778121
0,0,0.2724754769053314,1,0.9370623227383301,53.88118685566016,11.819720875776834,1,0,0.6574174134584535,3,-5.99702292231237,21.86674458736454,-0.1433494168760967,-0.6891169396024192,1,20.81553383603329,0,0.2857121004583151,5.207565406033889,0,0,1.001188751786497,0,3.3613475309680463,18.412960313922273,0.050998548962435775,38.134866658165706,17.377457530145417,41.79967905552262
0,1,-0.14893175540247197,1,0.26008200070072873,54.74547437528218,10.78958187165453,0,0,0.6930387034019179,2,-5.5429324770945705,25.583470460597567,-1.1431750925714623,-0.7408779865440123,1,25.832896077834747,0,0.171897065209362,4.0050783701180706,0,0,-3.805572237811706,0,3.0355585531108282,23.166942304555967,0.2949599040392007,33.782687851387706,16.26213709269656,38.63583774370535
1,0,-1.169313647820083,0,0.19805105351974733,30.015742136174367,25.33189453835977,0,1,-0.2988428177797834,0,2.129265748384011,62.259195410234206,-1.052758159449011,0.49934363665803155,0,66.23600480260583,0,0.3886258941249142,1.219345924502805,1,1,5.167287760545996,1,4.111501206010149,64.51410130967241,0.8161571655762649,9.7494586960903,53.38588609546272,32.72595422664166
0,0,-0.022085658538208666,1,0.2753784290986254,40.690529738748126,25.24137744297689,2,1,-0.1753019569127479,1,0.5794694947420709,23.41204698903455,0.827525451571832,-0.2522528619004701,0,38.43795270762979,1,0.6242976873993511,3.4590945406863747,1,1,-3.503978232284517,0,10.957491677176971,39.3761104240158,0.31458228670868377,22.54421606818719,53.50152264243778,40.418196739313686
0,0,-0.8891838999822319,1,0.5357975030171043,47.42858289254927,13.762344641441214,0,0,0.3594869508798576,1,-3.4350183842404656,35.81902768370069,-0.8888288375485213,-0.7198588975337218,1,14.179998361610636,0,0.25145932110770897,7.220324196015568,0,0,-6.166176979258452,1,2.0046692204016963,19.441680381665755,0.46095056213643937,27.175436502827868,25.78078817975491,29.30319786080107
1,2,-0.42119432778977894,1,0.4909453754742931,62.97476332953244,24.50000942350139,2,0,0.5629066278369538,2,-4.465368509018219,20.369306420196427,0.5480338863581068,-0.8319368839543819,0,23.701368601018345,1,0.32965582910804286,2.4489317851882704,0,1,1.1601239663734315,1,2.6019955886757096,23.60145187223493,0.12361885945042961,25.18324278922062,21.03340760598187,69.9182490018183
1,0,-0.364917739024472,0,0.6862945355646776,18.195350452104122,39.69190496337568,3,1,-2.462889014497382,0,9.876712966295493,99.78578219890221,0.9413984537468084,3.661632075935304,1,79.99766517874006,2,0.9864118043932107,0.26406700158085344,1,1,9.886459774327001,1,3.2027436100200264,99.94084349416894,0.9198839864172326,0.04992284659622426,79.87917766899417,31.92939633298439
0,0,1.1348469205882483,1,0.6397897019348422,52.25769537298878,20.772208171682284,3,0,-0.02259752641788945,2,-0.2603349467577214,20.11686108226516,1.3222739011514923,-0.7747753891977971,0,11.182722299252701,1,0.7134256058316399,10.539982294673377,0,0,-6.941780290812693,0,1.4672374464530502,23.37613397084609,0.09435913227836568,39.07793861966363,17.76923410144113,48.38976265466317
1,0,0.3369355417708602,1,0.39776361399500904,38.07940397850794,23.297899947173008,2,0,-0.1107580778123917,1,0.0673482965676584,49.28727198107283,0.818045253749532,-0.38126583268815856,0,16.476602461147642,1,0.6403958274215233,7.269478044483168,0,0,6.665733370301812,0,3.6007991221996365,25.688252919771102,0.05307902622694838,17.4783854287898,17.050220394021828,25.010451530957695
1,2,1.313161359086694,0,0.5730146664088024,51.09134267173367,17.006135189180192,1,0,0.5249339186983039,2,-4.22173765996808,24.930513495554457,0.38775507711054613,-0.7391134350434544,1,14.935027061970882,0,0.2879393148717151,4.111891961037193,0,0,5.023134537979221,0,1.8134532046362466,22.884862523774512,0.19909720165263184,35.469647388385596,16.359627520090157,48.78328646507266
0,1,-0.4381655875042344,1,0.1722947492702338,64.34542762950232,3.1793296391112635,0,0,1.4721206073857651,3,-8.758502980260417,21.101160283337084,1.1487568663143395,-0.7295458963731344,2,26.871858300003506,0,0.16845162287764404,3.254013759629902,1,0,-1.5889033460061128,0,2.191135266120675,22.93801842611945,0.11592813131129864,23.905593514575774,18.687824424074783,30.251146505439404
1,0,-0.13443017909476226,0,0.8142094074737851,19.447661089137537,39.2508195498381,3,1,-2.0327773371588274,0,9.60669482407225,98.14498624213637,0.7160427430656955,2.7767476804478437,1,79.98528405842676,2,0.967244720235839,0.29276126798210694,1,1,9.823380258000135,1,0.8070012400484766,99.59209591557705,0.941920432362813,0.35816089154527164,79.20464984745846,39.26593898607416
0,0,-0.1561581989709976,1,0.8622184085744921,54.39287292050463,4.90935999500266,0,0,0.8111165530540396,3,-5.911618043553189,21.725530889582327,-0.1716647920943744,-0.7476608753224516,2,15.643458841911979,0,0.2602563401690842,4.215692371656617,0,0,-9.066405845801938,0,6.109202503435592,21.618422652001563,0.4309253881994366,34.3212879071638,15.577066163026663,23.290507065104904
1,0,-0.7784104053613264,0,0.15802564192132496,34.30497979870401,24.389574730568746,1,1,-0.4141203971052441,0,3.0514188702499325,71.53864136528273,-1.2222748460106807,0.2871585833821386,0,30.960788590915065,1,0.47985427201758085,5.587199211651867,1,1,0.5736811105027488,1,1.318308193545399,68.6606180557787,0.8389165550988874,19.308869899974983,51.02881481175652,61.96791148473124
1,0,0.45094933700475326,0,0.022576735019612937,21.53564758919913,36.84688748113065,3,1,-1.82906405224634,0,9.405517159284923,98.80393561841856,-0.09923196925552842,1.8197641399367657,0,43.58516666708705,2,0.9664741723254456,4.5619903348788124,1,1,-1.923576989117569,1,1.7175976970400368,98.34363056632039,0.9439682960701054,14.067835576745885,79.04014046676087,46.47865867845431
0,1,-0.16998798959988712,1,0.7548325600184617,59.92388468903405,5.755854319195217,0,0,0.625211485499201,2,-3.399915366494386,23.02328355554244,-0.59384548747573,-0.8711003837985093,1,10.138623985924706,0,0.2714136562162265,3.8020804176622156,0,0,-8.107584793113388,0,2.1811198001530956,23.952931466211364,0.9530736826628041,16.15847682086045,17.88384985555667,46.27740233731177
0,0,0.5562521184872832,1,0.06105709603341214,28.969308951785465,32.36636835900147,3,1,-1.2101011816881464,0,7.867907129666275,92.65654442080748,-0.330183595311217,0.7917281244475514,0,22.02263985494551,2,0.8817056827544858,9.208111358654001,1,1,-6.031708604695249,0,2.9167408305220937,87.24598948142253,0.6012317055774101,28.689500029555703,73.73084774565831,40.09773605280727
1,0,0.014095643275925246,0,0.36769062951397335,30.69970190482518,33.527607302837204,2,1,-0.6612892292694004,0,4.889684918182159,62.2717582806257,0.1864115219265361,0.9107820389271886,0,73.74597171875676,1,0.6728189458719428,1.1129149252204045,1,1,1.575287946827137,0,6.943011214299368,72.08301828059622,0.31183595603460623,10.755740836591832,58.07157599396609,61.43944066606492
0,1,0.27643067507004704,0,0.20815017125329827,49.16055803356335,17.21011154625894,0,0,0.6203318753269471,1,-5.487363838999066,22.8658364624993,-0.5088271317420481,-0.7862373940744717,1,20.664074432349654,0,0.18770204003043245,3.662756603188972,0,0,0.01598691697146748,0,5.408614580348749,22.94082475116358,0.09037553860913117,15.636590915449737,19.965032420714262,52.84582235825248
1,0,1.0960945068025363,1,0.14158682557786273,32.88475657531425,30.413102188454722,3,1,-0.6506666396080609,1,4.511120569835727,53.3708402990146,1.1242844588359668,0.37077818231531146,0,50.4745871699518,1,0.8315229226826528,3.299712468617665,1,1,4.086840859985488,0,1.6980701766012158,41.49169859727223,0.21622783530153528,29.91223560342464,42.45026982534427,42.76512414976099
1,2,2.3903612193938697,0,0.45243345027163134,44.20294670049222,33.87461454291835,3,1,-0.5031152638787798,1,4.172206298653759,24.845950885440978,3.2022481217648004,0.18380995038434148,0,65.45468745976761,1,0.9240249530329231,1.334807541996802,1,1,6.086787716360973,0,1.7727654782473181,45.989061673343805,0.09535223857903974,33.752764625186266,29.332933812489692,69.7089877194683
0,2,-1.2606334344132413,1,0.8007237733867666,63.280478414595464,4.161217102800581,1,0,0.9548599621660797,3,-5.240215691159012,21.211102096087764,0.5717686526124401,-0.761356034331014,1,42.01848185766722,0,0.30104458043664456,1.0884235028094333,0,0,-7.754291421105424,1,2.7538310328472293,15.47464135874262,0.8111412007485431,21.410481524274342,16.08586805512278,59.44823404661077
0,1,-0.12942766306839815,1,0.9830106245194306,63.3368636211537,7.806463503521113,0,0,0.8285168691257297,3,-5.386537558058765,22.57490236779222,-0.802959097407359,-0.8103355553098939,1,22.697353566917606,0,0.20218241092713074,2.548373860685892,0,0,-5.706899949633871,0,2.211616597217316,22.69814070150364,0.5712373074602595,34.31394985810738,24.56254024471839,59.66772183716517
1,2,-1.0458419649148771,0,0.6989076863000765,57.46078252227338,26.04221557721436,2,1,0.17953480328125174,1,-0.6952898687895761,11.017294716968722,-0.23860479368646298,-0.3601997612417032,0,76.00228714081354,0,0.3758009774951886,0.3675200539312099,1,1,1.7239062442404993,1,4.60396949339756,49.56385235852011,0.5466529090658565,6.391879936653391,37.02453292895539,69.99595954333759
1,0,-0.41569755354783683,1,0.272415478189854,29.52459318554289,33.66460249634767,3,1,-0.8582084083130842,0,6.826655169823958,96.57339454714311,-0.0912270180700809,0.7547240780234097,1,16.149824393605712,2,0.7970081126094954,10.119154295835662,1,1,8.738180484743836,0,1.8053656791346215,68.60834590848843,0.15469390653189602,26.440014157045624,59.41017633568316,41.122622882085494
1,2,-1.1754855148191172,0,0.3580372889324994,59.868114475733606,9.730752788853884,0,0,0.9726908698843726,2,-6.692599874983865,21.314865888468464,0.16322243073729673,-0.756213725504999,2,38.02972520797391,0,0.15705194308197384,1.6294080263279969,0,0,1.4453804903130596,1,3.6739402444644753,23.71497679099303,0.5979495191140345,19.183971938916685,11.592207778665507,55.14776441797458
1,0,0.2359661844276808,0,0.2596575032175379,23.690884315253843,38.076612406538494,3,1,-1.6140315503175955,0,9.160589202234807,90.92723651259136,-0.10868839192695737,2.0473654894090862,0,79.54200465769847,2,0.922169368429915,0.4097326749675316,1,1,7.157447889742514,1,3.477981364802785,98.45852199447158,0.8951674623375379,2.9210770370577355,78.8239346829883,57.58294780807929
0,1,0.11813220840993166,1,0.7701760993250466,57.13547643503992,4.794773582452569,0,0,0.8914953656551287,3,-5.940244491400099,19.173132977464036,-0.0022830477070645257,-0.7327760572425555,2,23.178663648351893,0,0.21847267824304728,2.3698100099575123,0,0,-5.987136207060761,0,2.442046332321478,22.87010113815481,0.6355024650231934,23.91275913953674,17.34373016296894,34.94755987724258
1,1,0.020287450875063333,0,0.32925381638796075,19.542710803495776,38.34020234025576,3,1,-1.861923001936462,0,9.514420097372238,99.28702695597154,0.008884819846858993,2.5658607861717897,0,78.64715415626144,2,0.9480371362795093,0.91520634343409,1,1,8.275056673918236,1,0.9484791106732611,99.24193869062093,0.9380695655283442,9.571534980237285,78.59459476191469,31.63359604734891
1,2,0.5231991243557238,1,0.10210214573996973,56.40147163738523,11.834490686637402,0,0,0.9014612456617779,2,-6.9915483406239805,20.581454565111063,-0.016899699977577554,-0.8497086119468945,2,24.28552031309431,0,0.19791093761269568,3.601136500124447,0,0,0.5567934858669954,0,5.37412674035325,21.82493544441573,0.016963888700908425,27.835482047234088,19.34411766275993,43.67005364956346
0,2,-0.1456645832108787,1,0.7965862708515816,62.46816040902224,10.662439074092172,0,0,0.9276669309397747,2,-6.279143801465588,32.54535717879951,0.002365908028056978,-0.7622435878558058,1,17.28020568155326,0,0.1885620845154352,2.554410478386983,0,0,-6.672210208298339,0,4.2774393079085815,22.724514207042795,0.3567429766927462,24.270365238470035,11.752010045778247,68.63478400415704
1,0,0.05641159768873234,0,0.6336186419375562,20.80810374054291,38.01826357546312,3,1,-1.6756832555359864,0,8.895839754746376,97.00547866399195,1.0462914773350713,1.8397601795470073,0,69.49902655512709,2,0.9640132572790396,2.6778313009226515,1,1,8.225757506683912,1,2.7332496929079393,91.45686832395387,0.48974499611240674,8.727199435334773,76.35454053711526,40.98238517241439
0,2,-1.867387445283453,1,0.8726207113710709,66.94480509209659,2.7504066071829136,0,0,1.4547110158203775,3,-8.873175792518444,25.209183042748585,0.9245677545066441,-0.7246868803133482,2,45.79219754407898,0,0.14983420407545983,0.9233643080717954,0,0,-7.520529509128282,1,3.867445631994411,21.719233035287445,0.22516236982682908,13.170358695419523,17.64019035522631,61.812783759475195
0,1,0.05923745435850788,0,0.8664659087303654,51.270530055717614,18.42862022864647,0,1,0.37515186322244937,1,-2.6811955667734253,23.082366751443594,-0.9124796401536395,-0.4734361709001893,0,39.7016054422114,0,0.23313912963860461,1.7592971377577302,1,0,-0.34489408151327616,1,3.038681496605515,38.837844765655646,0.6256749083209137,16.940544181046498,22.867403694852257,60.82430494107617
1,2,-0.28454575135750654,1,0.05474555431027811,53.31573315245907,23.828746062638274,2,0,0.2906307894299522,1,-3.235540505698344,14.835117729210978,0.2105342246726314,-0.6620372097689133,1,46.273913767987914,0,0.39091190220830624,2.0204038162652322,0,1,4.701522347801529,1,0.9548017751890349,20.492328209149193,0.22230903439213484,33.98316835557557,19.478772392038014,68.86089873315758
0,1,0.31220000864351416,1,0.7492159615755707,61.78716927096539,4.05242917096174,0,0,1.0782182996439609,3,-7.106127753287304,18.11634352718345,-0.1366484229240369,-0.7049108388922799,2,22.17674579639606,0,0.1787847573701139,3.350909195728846,0,0,-7.242260096388185,0,1.096818871571291,22.656071953090645,0.5116698018321316,34.58292773143293,18.472757990386036,47.43077280624958
1,0,0.14018549717638387,0,0.19495876988211025,18.494997190429228,39.443169791618196,4,1,-2.56401103628585,0,9.923185580891776,99.95955738137445,0.25646188577178414,3.1361093569549596,0,77.93494990858652,2,0.9931230800856474,1.2373742683488378,1,1,9.940441075667785,1,0.2745694031973343,99.95870602104968,0.980710973773103,0.42384715392384864,79.91272093017487,31.824371392154227
0,1,0.5722641627399904,1,0.22345135228249818,58.439855933053515,7.111200787619265,0,0,0.8363134623296472,2,-6.192728144625485,23.706469069836444,-1.1282657677266006,-0.7860792082340611,2,15.936430747999717,0,0.1440379063813877,4.592914061696546,0,0,-8.358643125415702,0,3.564485376064857,22.30017810221702,0.23185530966869422,38.23538172011722,19.76319413772893,34.187516052696814
0,1,0.045706370317253595,1,0.02339669939649991,60.07003733555218,12.332644272586384,1,0,0.825640722774372,2,-6.429801751042758,20.553010817207955,-0.28503775387561964,-0.7416329243505885,1,25.246592506242074,0,0.17436230295894256,4.915857298576471,0,0,-0.09657522337674074,0,3.9675858295353352,24.84051139488294,0.12481532089417052,32.65260985133837,18.214277850284994,50.902769831679954
0,0,1.9525715373246517,1,0.4129664918624635,48.82608436838784,22.40140167568251,3,0,-0.08889696387958566,2,0.43974493692055816,35.84229019642577,1.5078446319838619,-0.7930980146832765,0,17.622941658859745,1,0.7739502962270866,6.049828331677341,0,0,-1.2563163818470304,0,3.7327147536158356,6.412705975993438,0.09021161842784425,39.13750301342859,21.399140182553452,51.03719524950339
1,0,-0.748889355770674,1,0.047460497186287476,51.281526618966204,15.105556736106312,0,0,0.3692121418256265,2,-2.948417954528483,31.824508073779285,-1.112853911758007,-0.7042238533653631,1,18.704858825850962,0,0.2594556885658211,4.2991416864494445,0,0,-0.4669446495354972,1,2.8199961438690573,22.48570750508702,0.5016617938978074,11.42564320206321,20.919007580060153,49.46981541526306
0,2,0.23660051928229642,0,0.15288923653644992,52.05035759131641,13.317964763690524,0,1,0.09101415572318494,1,1.412995410995448,49.63056787117326,-0.39252943511706007,-0.574221518810354,0,15.221591491861858,1,0.4010708615101699,2.6413110717794295,1,1,-8.068273954484543,1,0.6847398626120732,72.5368149396052,0.9984303093815239,4.8542376604573985,68.83968257511172,50.523260240327446
0,0,-0.23831785149530843,1,0.02528072646396551,59.11163219139569,6.6496014499740985,0,0,1.0741131484563846,3,-7.614813663279115,25.879043144936205,0.06386000374584389,-0.7842661278822906,2,21.952107990124475,0,0.16966646064807894,3.5550841805605193,0,0,4.045575038566028,0,3.0757561348397093,21.622102419724364,0.07872526878902919,17.451079131063164,22.831724760775487,33.05146998384059
1,0,-0.1782330756504505,0,0.2130509134818268,33.98932929752669,32.156076486882476,2,1,-0.7822359521111962,0,5.841628696321202,79.20832759598096,-0.24403896458313953,0.5153604876611914,0,37.99563589559342,2,0.7513832471158539,3.347455262739521,1,1,7.045675523910919,0,1.1348206160639303,78.95537859602825,0.6244949596138278,2.587394192433774,63.39132883361343,66.36577985917867
0,2,0.038396192646942266,1,0.9788296351572208,66.17443594248823,5.001075446175407,1,0,1.1292260681485335,3,-6.782719348871186,18.68065758884675,0.4305376853039329,-0.7305590856324485,2,28.399604891539703,0,0.23016489645573918,1.8209984511917485,0,0,-5.9937439762484725,0,1.6753761194007488,22.78325763031237,0.43764492512629444,31.1429725366601,17.569178576954954,59.66891192581123
0,1,-1.156185510191207,0,0.4737599063706371,40.36992333660416,27.471771823349798,1,1,-0.46546926676158296,0,4.602070907480339,69.70391948882579,-1.0270585218171169,0.5711395663625977,1,65.87869907751201,1,0.4612942065181496,1.0648337892851913,1,1,-5.198402513775359,1,3.090753195631149,90.44419954731455,0.9678515430287481,12.32569120136574,74.09700731357177,67.31978412901327
1,0,-0.8895546790291712,0,0.39393667665589144,29.271358006021018,34.83362549600831,3,1,-1.053529516906431,0,7.2108579161358435,88.11873301163477,0.6297715905833493,0.9573831561808067,0,55.3867939826036,2,0.8611604847173859,2.649815146153761,1,1,4.463108630742937,1,6.170703088673178,85.10173750657484,0.6297942206197344,2.193929807292463,62.63174787257087,62.478710236207085
1,0,1.02465643067434,0,0.2530720500221357,20.994652848403373,38.03620954472387,4,1,-1.7720079779224096,0,9.358479973581378,98.76873731829151,1.4362396049486414,1.8928028336451523,0,53.321871964219184,2,0.984243486660645,4.933377314570166,1,1,8.135974165610904,0,1.551162910354124,96.86575358436033,0.738359489258432,8.593272796370844,73.34146489652423,38.696680033430816
1,0,1.9021990439490657,0,0.3279555345384472,22.036255905353585,35.42291610587809,3,1,-1.6911468548226745,0,9.30164356342975,98.9034644103883,0.382984758657138,1.6343572409176872,0,15.353897046690834,2,0.9687946977640478,11.222332368934193,1,1,3.6572882156385234,0,3.923526440525309,97.60004500000319,0.9576887301114414,16.716510638662836,78.96081780969598,22.460071618588085
