S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,0,-1.1238355700351046,1,1,-3.266245487939874,-0.4217947282975748,-3.6113324824541317,0,37.48219851370585,1.904653530995837,53.50911094014833,49.594198195724694,9.985660927586771,0,1,25.1582228123327,12.343265396123456,1,23.869201882809733,24.98196490513054,-0.14654750595295596,1.0649408228819266,21.356346567319367,0,1,1.6941314243670442,44.955239254556815,1,0.6175903918345996,38.25127552265022,1.4908122784692344,0.356604401905199,0,0.9313486107997186,8.70379403186671,-0.5243244610784694,0,2,38.6223165666826
1,0,-0.14866864689673384,1,0,-0.7460824832795296,-0.5393973351509378,-3.491673566155007,0,28.927347309590186,1.7875999538277276,54.997144713868025,35.80772367881923,-6.151578753864819,0,0,22.31074018661547,21.419686397157403,1,26.122578118906283,20.294151797092354,0.2767051568572203,0.30037028487147593,48.06970003306938,1,0,1.5345115117612298,35.63452047859721,1,0.5375745106432478,45.10886477348027,2.328224840966815,0.5550555396380811,1,0.8809544890064716,22.0329164961821,-0.5690682287506432,0,0,74.29216498211011
1,0,1.380158640186458,1,0,-5.33657365948361,-0.3990617401726804,-4.06551005635402,0,57.29162845600165,2.7675390895493908,46.085130683050494,60.1236804311831,8.538235507280913,1,0,32.38613452769657,9.121116330545389,0,15.748830624778947,24.311926366493612,-0.25876421140791983,0.656075751042587,37.76119547242012,0,0,1.7087125394481566,64.93567973942854,0,0.5916593523605258,34.530582084388215,1.8285315018839223,0.7811250291153274,0,0.950614301210541,25.600843730700408,0.23849369554312178,1,2,68.07075887457357
1,0,0.6237455292986465,0,1,8.561014752753543,2.653811283005617,9.924919148615977,1,67.38149401529884,14.896310541615472,18.30584105570324,42.60679359297734,1.4030901111115632,2,2,1.863088751857147,12.923868989092917,0,14.436868072615237,94.6760741459998,-4.30093184444766,-1.6680754349123996,96.3969877499373,0,0,1.3528669086932694,56.762333889171344,0,0.6409327906268051,95.57823715280722,10.733448272096073,0.5702372303048882,0,0.1710312287855167,34.073404043105555,0.5652009200475733,0,0,0.29383352093974135
0,0,-0.4979447484015527,0,0,9.655382684162728,4.653427175977087,9.999899458074669,0,77.79799001379887,54.598150033144236,18.000388859530126,69.76100089584573,-7.110380026096283,2,2,0.1670518439915325,3.1744716893400793,0,3.976307346207406,99.61454331439779,-0.8389599638904759,-1.4736418736953925,97.16523459563571,1,1,1.4651953146599448,38.042652855882594,1,0.972371978652049,96.12930139172295,11.11776107705035,0.2406133046755513,1,0.4812767008152816,49.169772685647395,0.7447387723658713,0,0,0.0032377795800675457
1,1,0.3314017165252825,0,0,3.716614294966048,-0.4271693527800426,-2.1201838175796013,1,19.24391346192474,1.7156723178749316,55.72280026435115,40.00121731894538,1.033223698296224,0,1,18.317043087399504,34.051042922597624,1,29.834966883041986,83.78782597406762,2.300087487713988,-1.0472999069891722,73.23676939428807,1,1,2.545962897722232,37.48752501301469,0,0.2237730093041992,85.95092428415519,4.676277156343732,0.46081964659179947,0,0.11389303495639319,35.996585369872236,0.9406444311821233,1,2,25.78860526906923
1,2,-1.157261897019489,1,1,-9.135341406815913,-0.4265864514114119,-2.650045440615294,0,76.52331597215216,5.004911110616159,32.9052195906887,52.002562262208095,-8.143433378960305,1,0,37.36230728396219,0.9557435554060811,0,1.5722457883604601,24.851338262754595,1.3557875620324147,1.5621017586006694,1.8898170835724204,1,1,11.769764537989811,24.308465258654465,1,0.1584319463250548,2.4672622516318965,0.6354719740559347,0.7786953492571949,1,0.9697628675846597,47.08959167687623,-0.2962527060748634,0,3,32.41203055173759
0,1,-0.7370136162644166,1,1,-0.7374522271301824,-0.3836046162173558,-3.4958512395867247,3,23.94321770339853,1.750707873753152,54.86293448824917,32.393362738240604,-0.676681370300118,0,0,20.022313512389175,27.0998685001814,1,26.639502147999323,28.92015090615882,-1.5992770637641147,0.02105891292530375,42.44585649240334,0,1,3.459917823435866,28.373264428231067,1,0.34712140864568486,39.23567213150542,2.775708473362701,0.7653371528412094,0,0.3210373492138847,30.103470223601335,1.137889757188195,0,1,71.93740978529304
0,1,-1.0319721084639906,1,1,0.19631705708595604,-0.3824598067434299,-3.6443600037364723,0,18.945846036444223,1.4129623299257583,58.94980392266676,69.8675431229918,6.053857324587646,0,1,18.751396398637496,28.663135295145228,1,31.597739283056335,18.411388189578048,0.059074176212405405,0.05262103272244748,36.11146406620228,1,0,2.9416231129265356,28.52420604005175,1,0.37846701845087044,36.24827693746595,2.565711793439359,0.5747123161282048,1,0.5971822601489937,27.599123778778374,0.11971446889657927,1,1,67.76679960293409
0,0,0.1709302320954686,0,1,4.937646650821463,0.024217094277731627,-0.4344472835727071,2,12.494482954603164,1.764499039328363,52.977973802822724,47.8199700444314,-4.482766240396641,0,1,10.231165813805486,33.20410596873226,0,28.891895112770722,43.14604253917774,-4.193014394261613,-0.7819448483027349,82.35749843432099,1,0,1.6765057642728136,47.552504923303964,1,0.5682840934105395,69.76955549801569,4.922017031263671,0.21233743617294243,0,0.9884474719964966,19.633709622456152,1.0538675561096793,0,1,32.48962677062359
0,0,-0.7380961967501934,0,2,7.0493666166232245,1.9717103489210264,7.839098558438071,1,21.980578304789322,3.311560619473357,32.198608376057635,69.50655308223529,-3.526832143501675,2,2,2.1121160734399402,26.582406245523302,0,36.28868808693931,17.78427666064408,-0.19144214249548597,-1.9548220356137753,80.90796136765775,1,1,1.4069165429053205,29.396692846543196,0,0.38734504418255966,73.30175096277188,6.025687146206383,0.42221574945449575,0,0.8658449474970888,45.74394859639539,-0.882122924887445,0,1,11.050670657326386
1,0,2.72798015363035,0,0,0.38468899005730073,-0.3931347890247332,-3.4395538550164506,1,27.697529822537277,1.8168947446446224,54.87116020520157,62.793834220252926,-9.882332594062325,0,0,22.60482003821736,25.06427025631112,1,29.140611338570093,35.362904518212545,-0.3662602850516876,0.8331930157627628,77.54662688435438,0,1,1.994762417989026,69.53408667064807,0,0.9389800170327711,66.1845759394174,3.7717270186074923,0.5396853577555379,0,0.6899487609004833,31.782762863783745,0.11840327312225894,1,0,52.94710064721941
1,0,1.1297935699618977,0,0,6.688549268618232,-0.3905067146597305,6.728080361725411,0,57.66741354893853,6.836649774612756,25.63317857170261,43.4297133680481,1.6469343637930152,2,2,16.92041904943537,27.213732442137836,0,1.7937274481237764,99.99394355095717,9.959252124852629,-0.7225975743400714,88.53630331196418,0,0,1.5396662268427135,65.50693903748171,0,0.6323708880567498,96.04786478458726,5.442224537113223,0.5239716326018983,0,0.11706012711518043,52.99317085627045,0.7205495835985363,1,2,40.71536764522741
0,1,-0.8678569880883287,0,1,7.379850468721159,1.1570169671267663,6.947172287770364,1,25.08581044515847,3.4264667789349716,33.636240748679974,18.115935828311855,2.217943283175263,2,2,3.5680481501542993,31.527061583485896,0,29.360051210001856,49.683093065995415,0.6037860874139582,-1.879003006725587,79.38591439448217,1,0,2.163142815121982,42.56919006026283,0,0.841555489924687,79.25269443053007,5.701305489011309,0.9042266109712614,1,0.6752271371777143,15.984751369774465,-0.011446427249799239,1,2,40.358683952144645
1,0,-0.37231504916173896,1,0,-0.8301874655054782,-0.5051457171438622,-3.105191544127499,1,29.505255631451092,1.9196783766111416,53.52202281918046,26.395715052615333,3.8841872590067226,0,0,21.83054472126768,22.868149693737713,1,21.948394141948576,20.791194140600844,0.5270711140540527,0.800561092667028,34.39755938015784,0,1,1.470674779085422,39.807909584387346,0,0.37941031475446024,46.0612224090552,1.9841772895071852,0.6600888478458352,1,0.044520855437087226,51.654196670171515,-0.008172445402278922,0,1,35.38174775363865
0,0,-0.6905508962177117,0,1,7.821030857029669,1.7315655833987347,9.017028057909421,1,42.968082317912604,6.308457959546008,22.773665768502994,28.62500798435616,-8.153820495011203,2,2,2.7375012673713828,21.085315694491747,0,19.372884567330104,85.98957081006742,0.8834161415755766,-0.6789980735981922,88.95524159789494,1,1,1.6616383072930627,27.30361717252108,0,0.8355468928675531,85.60926178686057,6.469720905421927,0.6920981637270047,1,0.8842970935158523,44.277567131668214,1.1538481046060522,1,0,38.16327134337078
0,1,-0.4198352778930199,0,1,2.9154965997678914,-0.40685924488095837,-3.5324854101277587,0,11.938817407273948,1.2443948919042118,60.90975826123873,31.123074211738498,6.777665766900768,0,1,14.668761520793709,32.71890201274048,1,35.235219726911296,40.09170785291777,3.674604614932182,-0.5905651732087389,57.08161818594048,0,1,2.396356310036545,36.87669465931104,0,0.5245656409146555,55.27844776243407,3.7284870218827892,0.5220731013543005,1,0.7163842305471463,70.72260111942467,-0.3985064308959672,1,0,25.00859089557753
0,0,0.7205611578904731,0,1,2.5597863859838483,-0.43560693360192704,-3.61255528809375,1,11.39901743071578,1.2369455293308622,60.84671907919865,25.017894852412063,-0.9102903554062269,0,0,12.955823764516634,32.24353292784582,1,33.935693884011734,49.849240569565936,0.24731690407739038,-0.6889296428209288,67.9463694297504,1,1,1.6010345926942309,62.225954632847774,1,0.6996094026654709,60.66716634459346,3.6960165344214397,0.14137965041746609,0,0.7224115988928672,4.515815571952211,1.564936872659573,1,2,58.9786979712479
0,0,-0.42776577629052465,0,1,7.969631107885949,1.5158740799932022,8.552556716306114,2,33.37172052154508,4.828289929336587,26.24038731706094,53.682120536234066,2.351726021279635,2,2,2.6709279957107834,22.60651385938782,0,25.404281494434898,69.09534707887292,8.014761622797582,0.13157682425823872,90.5806458173721,0,1,1.8685121009677674,22.053133353471733,1,0.9371146586938767,87.37378788165987,5.577814105843029,0.27438721921703174,1,0.4083715605465302,30.746425199020475,-1.3132243583711654,0,0,10.066236716850332
0,0,-1.3304369462357484,0,1,1.5014985159260803,-0.44984163792199416,-3.1563486049102307,0,16.7242765475981,1.427294827067113,58.81296541814331,64.4959724972133,-7.249455572622119,0,1,16.730623971224976,21.025487987615744,1,30.957467170851743,33.138144600506095,-4.12184352459509,2.0400350873691604,42.060773666813866,1,1,1.282265650812789,31.39807853702461,1,0.9155707573825553,51.180112768247064,2.4852721111970952,0.82934203581619,1,0.6829711051836593,9.699739711173141,-0.91572066343826,0,0,41.821269557924325
0,0,-0.3782716864978976,0,1,6.5827754581832,0.6558595705497687,4.004703588354058,3,16.00853770532271,2.5399573741030093,42.04205057824065,36.149733673048566,7.543201430537501,1,2,5.043333179074539,31.921295136195926,0,27.818750746651517,41.61524634640291,-0.37066847264465785,-0.4737013444538294,77.52066630770187,1,0,1.7310375164798504,33.02163418262356,1,0.7941052621264606,75.39918157515363,4.412885254077911,0.4761978331450158,0,0.8228656354499447,39.358766618052165,-0.8660994166461711,0,0,48.55709237935795
1,2,-0.4782399479818086,1,0,-9.887464784777391,-0.5798026865245263,-3.512563744606412,2,79.92915871804554,10.638720344643271,23.2724147118913,58.768296643563176,2.623129671869645,2,1,39.8671206299483,0.13255283759190384,0,0.02356794035108578,27.829132364146258,0.805320480217981,1.4148216757026506,0.4047568284604952,0,0,46.77977427427517,42.750386725220544,0,0.007099488457386893,2.613688580271406,0.449606331900912,0.44068740565721715,0,0.006572304099842885,79.74454789111826,-0.9243564181347008,1,2,44.53467903960221
0,0,0.627881786996464,0,2,8.590353032608235,4.094652355646127,9.97672501266149,1,68.85135957291752,18.21917982827244,18.103203950536535,65.94896929430249,3.09148205540753,2,2,0.7936123936586648,8.023319974048608,0,23.32767907266044,73.0647842688589,-4.67247517912647,-0.9185317383197348,97.02750703537245,1,1,1.6532057665721551,50.41490906193188,1,0.8286782779782249,89.71647647409809,11.551326888861933,0.45720691720932566,0,0.7931516974978728,26.713662429104907,0.9087421659367204,1,1,22.628179725485282
0,0,0.5932864671598874,0,2,2.750086263474742,-0.17632696996483202,-3.7470975409051945,1,9.01174418578147,1.1352447469313522,61.66793261251428,25.065807978138757,-4.969816779365905,0,0,12.697382261087942,31.394268387022592,1,37.101965690371834,27.82644030149003,-3.5731631743159316,0.10968732360291437,65.78890738257768,1,0,1.981671681244734,49.352848824017016,1,0.6475304732330212,55.497809769048786,3.7509070512710365,0.9688954271629215,1,0.2971978942785824,51.46274615996579,1.0178755252863936,1,0,79.76655550043616
0,0,-0.2610743162309488,0,1,4.805076024528368,-0.3407004320721071,-2.8961679624536796,0,11.826039095465068,1.3192365704159195,59.64016744483445,51.181493945391885,-2.984578615596753,0,1,13.387524532768062,35.24076989896442,1,35.8596951297709,31.021887711691875,3.012047424388143,-1.3635797154070728,70.63363146634029,1,0,1.5245203965143121,41.05240913714409,1,0.5247207573254417,73.71301731506107,3.9006015709394326,0.5937694512531779,0,0.5485731054525173,27.055612437099434,-0.8828920895200925,0,0,24.154595357912335
1,0,-0.024704326576522054,0,0,5.595842627885412,-0.44099580661331733,0.36375206125532067,0,18.45453174763434,2.0333892421050503,51.5860002435919,58.83535808103213,-1.8303729414444394,1,1,12.878712845137128,34.1389794391833,0,24.303432665804454,85.8936221263105,4.840254328449484,-0.5746262188598784,77.58641507873823,0,1,1.450688705919899,60.11253369330558,0,0.5700888207516949,85.24852052768965,5.230013440106182,0.4762163214769168,0,0.24035619343569087,38.596003957047486,0.671831803573943,1,0,20.70150239420041
0,0,-0.32651353968915137,0,2,6.810671824534037,1.3482632420473502,6.091208757766665,1,22.130815125316936,2.8962774575462413,36.967955121375766,32.04923639699673,-1.4467056920315517,2,2,3.9706188847743396,29.77019238177845,0,34.02423028189596,35.69561280674897,0.44768401554164505,-0.8249985058045869,82.65889856954068,1,1,1.5334502392257652,40.63452144779601,1,0.8037061025025013,72.99425938217492,5.780432174973868,0.4378334453788084,1,0.34874635715667945,35.358492599059716,1.1806903728001623,0,0,66.90363900477236
0,0,0.9116581964649084,1,1,-3.9061020159920554,-0.3710324448816588,-3.6686826403137998,3,44.842263281912544,2.380253818079767,49.533031730023126,34.06157891941186,8.651522761286458,0,0,28.074038754862315,14.303029984171474,0,17.373198399707807,30.986578417049955,-0.6435194562111697,0.779687803507645,43.688425638294724,0,1,1.92051979691889,52.81089518639255,1,0.8029877280929323,40.88686336194049,2.09784791569781,0.3822784861560745,0,0.33738816428678686,11.75031320364,-0.5417501491789942,0,3,3.500010597307477
1,2,-1.9207242399784152,1,0,1.5607041726532227,-0.39488168528484274,-3.4473737330742775,0,16.185067405477138,1.485938942810338,58.5943377326325,19.048209119752162,2.74093335360115,0,1,16.80884122350489,32.451619852080164,1,29.519949281944715,29.729626226376883,-2.248010825513428,-1.0939304491506137,40.73528732517868,1,0,4.55016370014752,20.89984994277985,0,0.32745931997718447,45.21746571015332,2.4173124237174433,0.9399034499332312,1,0.7538758011615231,71.331191555651,-0.8569829663457936,1,0,25.960071254099503
0,1,0.4913408434244048,1,1,-8.007547395298342,-0.3801014443897431,-3.570521255791455,0,69.27578326068291,3.3891150314053844,39.931200581678915,53.292786466559,8.733837019726536,1,0,35.3744858948381,2.2445319965058697,0,8.646531525785228,28.37165956664386,-8.253323838027125,1.5617965228788613,9.675076006363392,0,1,2.737464948766359,41.53051667360651,1,0.36395310709651774,15.256481560047487,1.0736323703650297,0.010074999129446038,1,0.6078799321684764,48.39013244514614,-0.20828882360148432,0,3,30.183964401778177
1,0,1.6765614403555356,0,0,1.3746721745737194,-0.5849057370957996,-3.5920734214924703,2,22.755964606771116,1.8131790868915005,55.23298438003024,25.400510597940684,3.442706607484576,0,1,20.77936445796313,30.989587979546492,1,25.771533245432536,46.4853320265459,-3.312499293396405,-0.9516475874178246,79.09604743723222,0,1,1.917023562812827,63.748848517503525,1,0.6678964591945811,68.84032977509943,3.928794288393166,0.32768706199337694,0,0.6563071551102458,56.50863881357296,2.2805460587659727,1,0,38.043918642443764
0,0,-0.015429698042159235,0,1,4.683322490143166,-0.2020907357052325,-2.0306856916951954,0,10.345843018026887,1.373209781184867,59.07775070927893,45.64361632413917,-7.288956152638156,0,1,11.76807483048015,32.23065674732954,1,34.92170286799098,34.40326662288458,-1.677324396587725,-0.6961068333775181,72.89529508652976,1,1,1.0777917697780326,44.563792017700194,1,0.8150068449324999,75.06090416067377,4.479351777899515,0.2518277061327811,1,0.49117946856298805,10.776895390154113,-0.2320633486465206,0,1,41.03169093275069
0,1,1.1171807050545857,0,2,6.85372254809926,2.1157062551520087,8.606238404273732,1,44.93440216822788,5.63052734274941,24.07503711684668,46.72671482496205,9.528438533142758,2,2,3.7119770452111056,27.468868955752697,0,28.93915645289194,73.88697607176125,1.0862167172461739,-1.0303177520964193,93.90276300523612,1,0,2.134818772338041,18.00000878009186,1,0.3378736590037674,83.90149940980467,7.603129530674557,0.35110609095108036,0,0.7145494825755125,69.01312922187876,0.0026574417351536324,0,0,79.9566239630738
0,2,1.2012366997910335,1,2,-5.4987442901733985,-0.4259161323353527,-3.5309310812176564,0,47.694011166963115,2.2186915788914034,50.01130902461134,37.90055373769779,-9.950664655887154,0,0,26.315841904530796,12.799040720749751,1,18.378326634860702,29.436578270273237,-1.0782152529745517,-0.1721471335908134,39.06957962273305,1,1,6.7187188856975935,51.263554160775804,1,0.08193502637258948,20.76229249981009,2.0231397385998986,0.4075438102262524,0,0.3795745725993229,29.777950126972872,1.0279866432812972,0,3,70.22107129859806
1,2,-1.6216160399068702,1,0,-5.564275225162327,-0.43194330912415296,-3.607638943457385,0,59.193321969136825,3.2057282521312844,43.54372355390842,36.74410355258074,-0.45114330277115045,1,1,33.511664822405926,14.543978585395894,0,7.642603096757929,47.59274454428706,0.5930478307925249,-0.3399709862265664,8.038540319159686,0,1,13.054627019557003,24.705812831021124,0,0.13212173407204086,24.00162637807567,1.530911428744709,0.8161288921928485,1,0.06647913120602017,79.86315110178045,0.0542571697687958,1,2,17.90560465648771
1,0,1.104463406792799,1,0,-0.9112589062026206,-0.3541969787010787,-3.7562952757548356,1,38.236146128490425,2.2864237507012923,50.943854268084515,45.50288201595332,-6.286713981686809,1,1,27.918977849539374,24.441282201863892,0,22.57079035169225,52.89645751836862,6.262512531982157,0.6222993988535879,52.18876100152649,0,0,1.9412337633525834,48.57687564674397,0,0.6798001451293949,65.17861521257015,2.472667801521828,0.7493314797736595,1,0.2792375539112297,65.6559183099361,1.6637312025523083,1,0,63.086745104332465
0,1,-0.8874352507364001,0,1,9.156010675480857,3.3335768818206097,9.971846780515445,1,60.971117982820545,15.993812329499583,18.18782333422065,21.043131626581783,3.6458520412893503,2,2,0.36799970165337426,17.124291601838017,0,15.878534185252931,69.70147906622104,-2.024689135567881,-1.1490805908573836,88.18578070991684,1,0,2.1596197522041183,24.32083321003452,0,0.5579494832873458,84.0514398073081,8.756865003615461,0.4187390937898313,0,0.7856788851665166,49.661921818564345,-0.8515278870259977,1,0,56.17304612441509
0,2,-1.1076648990060793,1,1,-1.2834011850756646,-0.8069705476022417,-3.6217870777228356,0,21.8013844643933,1.4693885394030808,58.00583195800729,39.879919312372195,-0.31230469513980275,0,0,19.31803141348215,26.93611473089147,1,25.674171617613446,30.856640700002693,1.3457557428419342,-0.22616237065688766,34.50758074198904,1,0,4.874500000006647,28.1570789169187,1,0.13622509889381074,30.236381401916457,2.2550430917809683,0.7669432036348975,1,0.33435133531593597,50.853921187236146,0.826370511209741,0,2,61.78900472659346
0,0,-0.6708561683455022,0,2,4.924931499832471,0.006344750128242834,-1.62322439804303,1,9.775903492866753,1.3618475810000354,58.386551783599664,23.997909341912827,-4.7092424313958015,0,1,9.83262029604306,33.01273200832802,1,36.44653809982181,28.30339818183971,4.992922852385217,-0.22210735270945942,66.15481073603951,1,1,1.9548292581896671,27.181730146069796,1,0.7284427661251566,71.861557003351,3.483642258443705,0.4335924539964747,1,0.49810777489149183,60.295742852101846,0.6412578090225118,0,0,54.503949136767716
0,0,-1.0937585243157844,0,2,8.781321532944041,3.771055939395312,9.94263329929241,2,57.70512160709397,12.747998379619544,18.369106885508632,61.60322648780099,4.318148126100951,2,2,0.5217086370960011,15.208862293154937,0,26.666011128629403,63.294238068447896,-1.249711460257389,-0.8414827067932434,92.05796636863757,1,0,1.848321848588753,25.322951707348032,1,0.689997068924045,89.07209685451416,8.826411564965507,0.755887931168439,0,0.451951621816218,35.32295595809623,-1.7590529395368384,0,0,55.29979565660845
1,2,-0.6386431923389893,1,0,-7.585670621942835,-0.37379952384419923,-5.342124910928806,0,61.67949399916022,2.614970269446094,48.0402746196973,58.67364199447237,-9.551630326862139,1,1,35.54227507442434,9.19649636769016,1,14.337071641572274,28.033553236505384,2.417059469251768,-0.21243320944609134,8.67448945946082,0,0,11.024848388934553,23.508567085030037,0,0.09699471911558305,13.53420626438746,1.0810901594109867,0.469783486334387,0,0.5010199970788408,72.07492136642009,-2.0015789630271175,1,2,38.9355586664166
1,1,0.33871244280212737,1,0,-4.619353547859788,-0.21427223900499331,-5.344711713169459,0,48.67381214964675,2.1516370073381177,52.0728775498545,44.38013357679138,-4.368338240887596,1,0,31.683303622388436,19.151547912128873,1,23.333154478346625,35.316201650101846,-0.3983418956974383,-0.006353537048931273,28.4963645963079,1,1,3.8510519254691298,44.39888737244109,0,0.42738215368073385,34.13805873880124,1.9444052728402699,0.4399796698819547,1,0.1446774835720107,54.59885988163383,-0.5751952155816762,0,2,32.93687262588966
1,0,-0.2140680852956796,1,0,-1.2223941480732936,-0.36061634194157466,-3.7193669225565866,2,28.988699017274968,1.9064401539082108,53.728640119736944,64.52699594724031,-6.906046402531438,0,0,23.008491147916153,23.50308341633475,1,25.298467548479113,27.566700289774438,-4.586691253321408,0.7368889091212781,39.85132689343512,1,1,1.4770561335052428,58.778663887776084,1,0.5600779992833738,38.54932564717003,2.07508185705345,0.28504479242530734,0,0.04889139607503423,43.32375322982871,-0.45146412845247663,0,0,36.67424461882339
