S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0,0.9823820652572613,-4.647624215503745,1,38.58343808863104,0.39785788307194403,1,74.42096967768151,2,1,0.8194850046392796,1,37.01872485278775,16.918680151745292,3.6680126588462834,1,-0.4054372521313993,46.18234773875112,1,1.7871402199404656,44.4415840925002,3,48.51390423255431,54.052303216083146,2,0.9442660535437528,1.1317567865807032,18.844403531485675,33.14776099899131
1,0,0.15013009091200272,-1.5170466271797238,0,23.807978084233618,-0.6851629285594734,1,43.145406219353724,2,0,0.7156481902704104,0,44.82072331858106,14.282627782671018,-9.802273583581387,0,0.19876917752928397,22.598562174996392,1,2.6494118490160417,35.52646702143894,3,62.182678752688986,26.114583369639934,0,0.604415778735149,8.58364384049452,36.47160683363641,10.66149478537369
0,0,-0.8469346759895752,-6.349991224793797,1,7.5013318993199025,-0.8131962263844544,1,16.684818818047628,2,1,0.9249697016027378,2,79.42625740810422,31.28733824727885,-1.8148479360671033,1,1.347678505635314,33.60098477335544,1,2.0892446521272316,12.48323520312844,0,19.77614750952406,29.613867853353256,0,0.38626141664427216,1.6905806379632522,37.35188711690326,20.279960061569945
0,0,-0.39407848923669914,-4.253561092158151,1,6.788230853790593,-0.731430543710177,1,24.079425992430174,3,0,0.8177448393082671,0,83.12737840673262,39.84760821353672,-3.8062518943533323,0,0.8121684128409539,21.591987924507215,0,2.997003162751826,65.4992032441791,0,24.20485359192699,76.35440313794624,0,0.05650876375547681,1.6788149312098928,55.09144234176922,27.938330873300323
1,1,0.0538496059765418,3.943138875060672,1,21.122051648090718,-0.9495933986905692,0,50.17096835738904,0,1,0.7262834993734376,1,33.7104184026365,17.9676443005183,3.4946479537497925,1,-0.22499041358736271,45.663214007059274,1,1.86377211929846,63.43489182852973,0,53.97648626628632,29.57407726764007,1,0.27586440671681156,3.5823488947757105,46.575302719754575,20.13596843359577
1,2,-1.359840585500173,-6.560685360186797,0,23.626494722458876,-1.0641704592766763,0,53.92965137069262,0,1,0.14420912167092076,0,32.494657154291986,18.205603996294194,2.202752518947598,0,-0.10405947203568994,63.91108297860923,0,0.9314694648054,99.49042971202356,1,49.5285799110793,18.007365658517006,1,0.1511161026492427,5.354411672541538,52.812006787003035,34.828417392889996
0,0,1.6953425676949951,-3.3558593395011282,1,17.65523730461208,1.2664776776734485,0,18.339251522624526,0,1,0.1209296525489929,2,61.32293819581264,13.380073218236262,4.618093462310425,1,0.16135902956567902,42.65130151711914,0,1.5838248157099322,23.340320983939407,3,51.7534287408421,69.98942133327284,1,0.5994471223153341,1.2624620544089493,52.137429251212886,33.806733978505186
1,0,0.036601178001351264,5.1813547064824625,0,30.639360979447705,0.7486377322412857,0,36.38650404724865,1,1,0.10283977832506197,0,26.894964366349804,11.64805759429806,-6.948515850099671,1,-0.39848129961830964,42.191896997624596,1,1.737905765281971,32.31389979507725,0,63.620211049424626,57.32627090784048,0,0.7478368100640835,6.551777375782081,35.54817834362142,38.20646030386272
0,0,1.0815413733661579,1.9667651011793552,1,24.816246376407065,2.6260883790333924,0,37.806248341960526,1,1,0.25897089654232364,0,69.00216984652197,11.504279633605938,-2.749360206751076,1,0.6854543304529198,63.027076405530565,0,2.1384874940377,40.027245532771225,1,34.09750851559731,59.54603899557915,0,0.9487874634151794,1.8473780873954215,66.85658051685286,10.210560217758891
1,1,3.292735672233185,1.080321185626886,1,27.398266299902847,0.3917892148551138,0,69.78745185591647,0,1,0.19971093966434905,1,15.274116985174151,10.857104753260508,-2.226819058084918,1,-0.4441106897927095,37.406993625728255,0,1.6892565677712004,67.4667781855245,0,60.10942426152346,79.82035246486392,1,0.36398821990048197,1.0147653092013984,39.15800108094956,36.978248957124045
1,0,2.158852669709339,-2.1816599908415624,0,35.22936217575976,1.879935179655035,0,69.89118331609299,2,0,0.056792316634927675,1,21.46454700769426,17.343268757818482,-1.3236054393582073,1,-0.09541052303329367,59.24298008021715,1,3.707580961557249,45.22323041707066,0,62.99375575624195,77.9011331764084,1,0.9592309635628777,0.9100181471385153,32.220761033580246,30.822603390853082
0,0,-0.10560328327154919,-4.517796210182005,1,29.59904790052758,1.0288569030782326,1,48.95248298645168,3,0,0.3921322492756314,0,59.96935497732792,12.85690711148061,-4.959022476347197,1,0.5007213175007463,25.440917849142544,1,1.2341410585835237,48.823430741049094,0,49.901839802930006,26.03364433481108,0,0.987650324568951,1.1903648372653042,53.20429775635029,37.44547800795064
0,2,-1.538057710850917,-9.043179459203639,1,14.310610690773956,-0.7386840893551113,1,30.24770482659134,0,0,0.6985443898442057,1,80.82125988225101,13.105382520401754,4.847564939058087,1,0.24746759390499415,45.920025740804036,1,2.7370017583651007,78.85510975219712,4,39.63655336691636,31.89363783081062,0,0.2204761085055993,5.179911394078535,20.005881067287703,4.8528986626592925
0,2,0.5442562763720621,-3.412507280439004,0,19.542386222394057,-0.8785702065985966,0,29.222173456642757,0,1,0.18893472077202433,0,56.26043907810803,13.599219771455498,0.41752461866017043,0,0.9304478913077223,42.836285755830275,1,2.2486173708905817,83.00583811307398,0,55.91530460194695,40.29513772240069,1,0.11171164197907746,2.9161856014281446,29.854361704574863,20.261036141994868
1,0,-1.4580585689449832,-4.359931855364671,0,32.531415153999546,-0.3767750500477306,1,62.60682114726713,2,0,0.3297102897362419,1,40.46557853724802,16.059522193848032,-2.584285179738938,0,-0.07953570589940427,30.34967637713079,1,0.90230453231976,89.8566767087264,2,63.24751517718157,55.64190283633246,1,0.699198202280209,1.4364172675343814,58.35381649268942,38.82990110842245
0,1,-0.6272608249706451,-3.7435448339184436,0,15.452703941553224,-0.7652234671800248,1,32.16799593691839,2,0,0.852730470958045,0,45.75763618415424,34.89353967923673,3.386979312780568,0,-0.3923098764365413,60.91902786467554,0,1.2605756216234802,52.15475922930811,0,51.51392686759338,31.844845385812732,0,0.5099313640243689,5.901832047426192,28.336489109215698,0.13996286911104328
1,0,0.04803807907198877,-4.258173506078055,0,34.54575886912299,-0.6157339018026102,1,62.562914326761145,1,0,0.5498180290090402,2,37.64688140642739,19.443929190345784,-6.360111296475861,0,0.23053532659623563,58.30733955157096,1,2.401140085683174,61.87181361198242,0,47.36594377493745,22.368461868419693,1,0.8409813593748321,14.370229846473002,36.141394653374206,12.75522278413549
1,0,1.4558342502611328,-5.484777735104878,1,31.556541044031114,-0.7990667383899989,1,63.972752054729725,3,0,0.9325522884678996,0,60.489157499357724,37.10280529468521,-8.481797080185162,0,0.08509769998188722,18.215967808914538,0,2.10126676482697,9.225975049529984,0,60.925375422403995,69.45784488624787,1,0.7961894119927377,1.4680322415676108,39.816787075827236,38.10361091181125
0,0,-0.5464755180044635,-1.5654124404806016,1,0.6593183201132669,0.8876978991533389,1,1.6288430221734584,3,1,0.027126917830374964,1,91.95131577923132,16.89448223664649,3.721882208093348,0,-0.316439315055387,22.94073045731491,0,12.223329937396022,42.541456921204954,3,23.811984641772376,28.698777149673845,0,0.7145331358048733,2.3955987148406406,47.920099296414165,9.87550810541653
1,1,2.7060294150121305,-5.833233047634988,0,17.714801921449133,2.0256815646046364,0,40.93158267473319,0,1,0.8813372470705423,0,42.31426692523401,18.97192996135366,-2.794456863347852,1,-0.48845472716776017,23.91639977655114,0,2.5715987722638403,18.87814252616074,1,36.44952878263523,79.55709915831758,0,0.46235477665829616,9.29651288679706,67.4174609048016,36.26506905859816
1,0,0.554862091441598,-8.333579234474094,1,28.43226657563143,0.05701438125813168,1,39.18071289965776,1,1,0.07617737336482344,2,92.10489843155881,22.622665036035645,-0.8353491431387248,1,0.06967368769715436,46.21192330209095,0,1.7990244131838513,74.20172536595888,4,62.792497049815324,45.61596945983602,0,0.7356875137099852,1.3960262698995143,26.354139895063412,14.905121124734304
0,2,2.853902121044324,-4.008685767778926,0,7.0866610209492675,0.748578492259743,1,14.731183643543982,0,1,0.4117531242182261,1,56.17413590948753,9.109581814419109,9.171759570703163,1,-0.341200227877729,27.504943497733063,0,3.2014985668713423,96.0909758717591,0,32.38794690326516,79.67093935155218,0,0.0622106939763406,2.1176902551771843,66.34773854987992,34.80601211430606
0,2,0.13892515632103958,-5.5723319999091885,1,4.638767923943659,-0.5637553642381983,1,0.6748440118496157,2,0,0.7903047354779404,0,93.24020306930765,34.546861070469504,7.209836403103285,0,-0.7307661955036262,56.59274159135067,0,0.5610161521674826,96.0091659658033,1,20.40105864051152,39.48298529091118,0,0.16011002250318046,1.6938702924473084,32.36520583011243,5.374755559148996
0,0,-0.30450880679978903,-2.0475518870444542,1,9.62179516075068,0.08881831700413584,1,22.944549292482975,1,0,0.3297201949585808,0,56.71246878778526,20.675669501720073,-2.6434064333594565,1,0.07189747681557426,29.16025888608107,0,4.211110916275252,22.156086203743165,2,35.39064364358084,28.31722588736217,1,0.6985026011112623,1.9045042258788654,38.05053334988821,11.186355242992537
0,0,-1.6203123291526638,-4.396394480301837,1,10.75478190046178,-0.5643600881169434,1,23.02058619781779,1,1,0.2195791752958321,1,78.25255328870098,13.336693759513736,-9.589631402305148,0,1.0480847391483223,57.46628893442353,1,6.944140279572674,55.188162175023294,2,26.505871304794915,27.579200926966728,0,0.6619866240238244,1.4663870865549422,49.48423302486326,4.709428447132096
0,0,0.12385797312921251,-4.000621015783534,1,7.955206172590756,-0.24418437455327216,0,22.54947601690673,0,1,0.3401954217816142,1,85.81549696206675,13.936831330864683,-3.81992411194825,1,-2.0998642749416483,42.705962579388924,0,8.552364416043721,43.6784688762132,2,29.748351901311338,27.704423931393283,0,0.7295647323570764,1.8227023973449687,66.3538510772598,11.182493369728768
0,1,0.9117808700471238,-4.312165248279101,1,1.6564611451203426,-0.1395743038599295,1,6.76481257276405,2,1,0.324823087615839,0,92.25251232912647,20.001689591975595,-3.83547796895645,1,-0.5695424644568086,50.41751317848908,1,4.976510288565162,2.8401809803842273,0,34.73115261171601,70.79940418689759,0,0.4924204193787217,2.0966834951785205,22.302031658149936,18.668939834008526
1,2,-1.1572749736490133,9.843555609579383,0,30.48276136396445,-0.6376382645165681,0,35.522963580987806,0,0,0.2219108513001768,1,32.77427767874069,7.556055158611987,5.51046044319898,0,0.2811269589329365,69.87023107472936,0,1.5032052345507618,48.13573926555531,0,28.32101986053553,5.136428502194232,2,0.20650601300242694,2.4471469767539484,26.87407937321136,39.77362742885689
0,0,0.2828770406747678,-0.601476723937612,1,21.870751666803336,2.912230346763282,0,26.918633185275347,1,1,0.5356892184235108,0,65.01537634089154,13.235737324340967,-1.0240343035526038,1,2.253863088678122,42.49356464810592,0,1.8770036601048203,22.655765038087942,2,34.84866165340959,74.80600470976523,0,0.8058513370792262,0.8554028977379694,67.62442266215984,30.013132687646408
0,1,-1.5912030337401966,-6.551745586327488,1,8.491852604243881,-0.6780692385360979,0,4.229520694375721,0,1,0.6637616886911762,2,85.63135735071259,14.30993099198682,-0.8665493634064365,0,-0.0993217827025275,36.70146347509278,0,5.006373333174967,40.435253677516826,2,49.415163405671905,30.027208297118747,0,0.3223605388688926,7.644515462138831,65.51472063243807,10.301314468731553
1,1,-0.7106287928215259,3.4578191895821035,0,13.210501808679556,-0.6556598754692815,1,43.68790827929544,0,0,0.4269890781547291,2,44.82522591536463,17.550708376618584,-3.226299334171957,1,-0.10932087388287277,56.40263529744151,1,0.2004533984532794,62.90556516033501,1,45.492338543772114,31.787927245487715,1,0.23444949335700715,2.0619848500086295,58.867619067876504,32.88759760612632
0,2,0.2145746769799179,-5.5168848926014356,1,0.6177314693087377,-0.21081339134399374,1,0.45833798502905587,2,1,0.6028731578247933,0,99.41870369592316,22.75716930396851,6.058968834539794,0,-0.05856593413436045,21.12402035051327,1,25.86438800066463,62.05105903774471,0,18.70577692478628,10.376970072094934,0,0.18852482884583377,5.318750544150289,69.69697523776212,0.7053408118167837
0,0,-0.031601917793981284,7.873822185499382,1,14.023056415499514,0.7798723181912944,0,34.4778472836973,1,1,0.9189097828228676,1,56.023082017356586,13.624055585934297,-3.9734085459015835,1,-0.20169608120670485,35.51220872927511,0,2.877804885818356,30.570348644343497,2,26.76192807446786,9.89775372183853,1,0.5031742381922688,0.9238606973511703,65.50763047462738,21.136927860416076
1,1,0.8089071038208208,9.715280252076472,0,38.97852136077943,-0.0352340938452987,1,77.12519851773524,1,0,0.9458705844715878,0,4.7233149766784,9.648374949356036,-4.87230165156165,1,-0.21714053582897874,37.71245165841833,0,2.639177844202258,62.18288921623844,1,51.629554971163806,61.643338804474084,2,0.47005740489499487,1.3325173857195642,53.2718457173838,39.98624230190411
0,0,-0.6532448907899567,0.6436261981970901,1,12.629948779986805,-0.502454897975089,0,20.979775216675293,0,1,0.173251013756752,1,60.529734621178356,11.755479385860745,-3.6136100192708884,0,-1.0840992404818852,49.117356834243225,1,3.0542309074690506,87.82679593678981,1,49.180350647477056,39.17298401941054,0,0.7422896340300982,1.259214772800491,24.84948641614141,3.531346863861211
0,2,3.1424406973213403,-3.661945545938395,0,4.886916104334189,1.5418750669902783,1,14.63521393408945,0,1,0.7014475997486729,1,54.95959247162339,11.87458360829568,7.740430347669324,1,-0.22582959763196792,27.335124497744086,1,2.7286366957649797,59.7718676518028,1,52.26354717302582,79.84460889712341,0,0.09582542600704974,6.717526181469025,61.82405904721771,3.4026828197751624
0,0,-0.1643976972512982,-3.1487504085542835,1,25.049799798544193,0.411361399203483,0,37.842827576614766,1,1,0.76314016669188,0,53.97355022645222,14.231519285169401,-3.345078029855328,1,-0.2333757235446556,52.50135067235006,1,2.589670515377195,17.746549792586073,0,32.437555625340856,32.97771617303753,0,0.8971456764106391,5.282841951593837,29.081710898586472,14.542660386267183
0,1,-0.43267777649075123,-6.405765827961488,1,7.187761678977147,-0.9108722959735278,1,17.251736356822015,2,0,0.6292057094502779,1,84.42442777447121,38.274303976157434,0.4518799671053291,0,-1.3920128367282703,23.777294299648034,0,5.249095461944795,64.54817679844318,0,42.79902185625071,25.690551065955496,0,0.3440208533164272,1.4254732904724237,58.361735272471215,0.6626471742383822
1,2,0.5998015282202664,9.994276781358643,0,31.197427667152823,0.3977028333044025,0,66.71714405735949,0,0,0.91871553106208,0,9.892360802959715,12.530919946194818,8.730172087375347,1,-0.1611300037626114,42.66293496024373,0,2.5657388080177537,86.62343808369049,0,49.746244031022286,47.98844067071247,2,0.13236064064439917,3.9098525830134556,58.45061179235574,22.4929198505748
1,1,0.13696056659088918,2.3706573590855697,1,25.34130385076601,-0.8516420020965325,1,62.19362948259878,0,0,0.9097655446291206,2,40.72303639395036,10.927435170675018,-0.9704506530500652,1,-0.43622247965521654,50.99023246414293,1,1.6074033710050708,64.22644609613002,0,24.083342029312654,27.667159043748253,2,0.2932884002590639,0.9735598569192374,60.86836353096776,37.08742395823141
1,0,-1.268906728276871,-3.737296379974918,0,27.105248280020916,0.06341951522626883,0,56.0931349892968,1,1,0.4409983432863288,0,31.24807900758153,8.934178959189023,-3.5024120006242736,0,-0.07047653694635134,26.60143437104078,1,3.8747682330575417,37.79708082397759,0,52.22927510354818,79.66153027580188,1,0.8191849803556794,0.7584051215175012,43.85995217293071,39.599038150705994
0,1,0.21958590041999038,0.8459138967034701,1,3.4974453611456835,-0.8884730236479013,1,9.198227508006616,2,1,0.06949473000108741,0,79.39523403230976,34.10826934258126,-7.877468103403453,0,-2.2540822833295504,33.488356662643426,0,4.4620579969670935,75.96534637526624,3,59.32368888762872,22.057487788151615,0,0.30484318687286444,1.4793418883892873,49.467437789218906,11.16644689642615
0,1,-1.1350499246685146,-0.42427195415590724,1,1.092606363806019,1.964478341567625,1,1.4325021963540152,0,1,0.29507492082862263,1,96.40917122376776,13.620681921008899,1.291272761363068,0,1.1313937789000355,33.06568493202401,0,19.815035135212078,58.23069559821763,2,24.17309857069893,79.66153027580188,0,0.2611735943175751,3.7463462705922415,36.979335452859175,11.380128958362445
1,1,-0.4294352557050569,-1.754472254030496,1,24.615596346139675,-0.17023540295985515,0,13.738784948765481,0,1,0.759903675092644,2,34.190244808457706,17.174543265381853,-4.564868916379856,1,-0.09323415558598926,38.58013576896134,1,1.575045220592099,72.38700986098013,2,54.22928384940984,27.12361368067963,2,0.5690653621987056,1.6891998791509613,64.47783514308004,15.3812192831196
1,1,2.006680388183121,7.7710869811206855,0,34.345787864231866,0.7274776306049161,0,71.43576893854564,0,0,0.345614743692918,2,57.8711000619088,9.015761237644,8.658885152169795,1,0.5073517000814667,43.90322100392417,0,2.085663427643787,56.18422617546489,0,68.02943038138017,76.17334646107857,1,0.3686963685043689,4.3006397976849895,40.835432844729965,21.837326862352896
0,1,-0.7831058320540202,-1.9496008809974654,1,5.767217021047479,0.47901940845578994,1,6.16704855170612,2,1,0.16541321714688562,0,88.99959803954296,8.618255187326845,6.0297447257118435,0,1.3195404300882738,36.24028517538066,0,3.3730263732075922,48.740711037856315,0,49.70896488248414,15.262524727205204,0,0.4878639798211535,3.949634907523936,68.39377190134721,18.562244668014976
0,2,-0.8753953332352463,-5.187854892541392,1,6.032058042222033,-0.9736110679573741,1,21.773728606714915,0,1,0.41148628543341875,2,20.25030210634763,24.081930817077968,9.288354728807757,0,0.10581017968854593,57.95247922655091,0,2.7855229116064684,96.34215510665605,0,49.8273228553641,40.68239713434934,1,0.17885011196776074,2.425704339515676,28.95832918133131,3.307281271748528
1,0,-1.3170608007462055,9.988280148936198,1,34.682225268852065,1.499625420635651,1,77.28567457061607,2,0,0.8243810685671252,0,41.78184276875626,17.047194510519216,-3.5094728712055474,0,0.8577019905373908,56.1646960301225,0,0.6256114106625493,55.73636790632619,0,46.060402693206186,0.021233054228124715,0,0.9983373916808879,1.9698865905159852,60.428926069416065,2.714706401156466
0,0,-0.5252037108399147,-6.1764193641119824,1,3.422224864252943,-0.06819360064261183,1,9.238454445793716,3,0,0.48991472600779284,0,97.72936545064368,39.090712502483065,-2.1408235341225046,0,-0.02795145816658244,42.691739302063894,0,3.983928752512288,33.4727412006273,2,19.010894838920887,36.91443708850639,0,0.5425350907091703,6.456166149883955,27.23868980684311,8.675816227931595
0,0,0.688538972096696,-5.513381858539329,1,22.26400428986198,-0.4295585136551014,0,40.192489015346446,1,1,0.4762045807779796,0,48.50719110082354,17.478205482486977,1.4405489064193624,0,-1.0883571490616069,38.316103096864204,1,1.4516331266810258,98.55439450544151,1,37.15064126447291,49.88555885412503,0,0.6977742154251042,6.042980778330744,50.86161856329447,24.257066333968183
0,1,2.004306641979154,-5.713285159162177,0,14.69899210025374,-0.6228748334425902,1,24.985764580842947,1,1,0.0904735062412404,1,54.03530035228435,18.679991133061232,1.259295251429883,1,-1.2768885927896523,42.431977645444334,0,1.9277901862382143,52.65223003465383,0,45.115477014688224,77.47221647302887,0,0.31544129948632094,1.9328932553762201,24.91610611693598,31.0137293944271
1,0,-1.1114835760672492,-1.9853201109644623,0,25.634588240916976,-1.176564427856897,0,57.01700217580896,1,1,0.31747823115046125,1,36.61643432809005,24.024370177102767,-8.531186110690397,0,0.9152826403655218,60.707387604596,1,0.7405214520273522,58.04118647379796,0,42.377681676878694,63.77193091186303,1,0.597447515632398,1.9940063300380515,24.435817613778752,31.1476202316563
0,1,0.7545216858599669,3.8190816213146697,0,20.38185791733625,-0.8125426780355776,1,38.05176786825705,3,0,0.8458480246898263,0,53.739325235416594,39.8154384703345,-4.808381378676579,1,-0.09554203780940544,25.285990876708574,0,1.7886863430822828,1.4131392553862199,0,47.995601437431574,52.70890056189642,0,0.47237467847221143,1.544556247421691,29.045891542779472,28.909473954195764
1,0,0.5025248438401511,8.031997316414177,0,37.40432062254756,0.39811174307352226,0,75.14876862799828,1,0,0.951983481710917,0,18.834362097931667,21.015605081076203,9.967368169583366,1,0.2561353086628175,68.90323812860916,1,0.31211146431473086,5.787710417257241,0,41.66734815630029,45.855964759605534,2,0.6770393788350402,0.856099893579981,26.631751889910632,10.472414049181925
0,0,-0.8984066225131482,4.141797754688131,1,5.553371979122089,0.6654302310567514,1,15.145496862763142,3,0,0.1750143280895412,0,93.17487805601242,15.664123215712635,-1.5843318810616118,0,-0.49827638003982344,27.293201348032454,1,8.616483826292425,26.218303787155005,3,24.77220812817245,23.708576989112295,0,0.7399928996681213,1.4756571355648804,38.89860568902085,39.95048939764241
1,1,0.47601931806586667,9.241570415009082,0,16.850548703014802,0.14124454471116976,1,42.77907495135655,0,0,0.8101552931600537,1,42.31316332730364,16.204102472166404,-3.4614406563750073,1,-0.0644700851020639,43.82265590175476,0,3.526362903356232,3.416714435562962,1,49.526259759589365,44.2317262757581,0,0.3311352056234238,1.3005890733004295,35.40733293797393,33.87352524097885
1,0,-0.82171139090523,-5.91376840515983,0,31.8791444675026,-0.9751224088945606,0,59.56050056361499,2,0,0.6905350177731602,1,28.42917569979344,30.071466495749416,-7.389074893139805,1,-1.3738043242667866,58.33905597602738,0,3.4560288379741584,33.039251254441346,4,41.18661322886193,20.930537762370122,0,0.7765096256029791,3.975042079356223,29.479605083167666,29.65690609234505
1,0,0.7933819080831274,-5.036726840226388,0,31.422301737977214,1.184991033821489,0,63.60569527110855,2,0,0.9105558413091479,0,39.925019247742256,5.773552152183079,-8.160977140301394,1,-0.13107564153694964,68.81741087331031,0,1.7179765278675287,59.785494760281324,4,40.07531809703025,60.54413687079966,2,0.7598959912307237,2.4732308134785486,46.384201610899325,1.9158159652968632
