S0,S1,S2,X3,X4,X5,X6,X7,X8,Y,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,1,0.031987280943882875,44.99978439395083,38.36356219785239,23.617210885116116,1,0,37.63535914286917,0,0,1,-2.3692507785896675,68.61142324847346,42.9644372696594,2.278248950429188,5.563524201867111,2,-0.15417286985748624,0.6124433078615836,2.942848408448169,14.91386806703806,31.774218957155135,1,1.6705944913640869,0.3427609281746756,39.401246776585765,1,0,-0.6235670838868614
1,2,0.1737178651173434,33.32537174362409,27.976247208303864,14.341134784318502,0,1,81.83687396607891,1,0,0,1.8379242965510851,40.27324375270528,69.41401201636863,2.8651523247690784,6.02474276572622,1,1.7548954627195255,0.5866432732860055,3.2685312412186325,13.615508624820428,24.783933990341474,0,1.018308254240903,0.9008680283327652,24.88247897185814,1,0,-1.717406299297382
0,0,0.0008807548402692595,64.97859124761553,69.08005559454818,35.79393645587852,2,0,48.40354216301203,0,0,0,-0.24765449987551058,61.85050983836564,26.697978841100788,1.6812774743401095,-0.5044889950971925,1,1.2577229165643644,0.12217491610104292,2.949422810512924,29.87174806333842,3.8505997577450413,1,1.2541314504793406,0.766197190468456,23.026369029035763,1,0,7.518281664273662
1,0,0.4581048332007203,44.697909452078065,54.86357108651987,8.84933160344066,0,1,11.57851936390028,0,1,0,2.013482024941105,50.76486901412133,19.2254010191389,3.589420454163288,3.6703383365228515,0,1.6848121984298328,0.24001669885475369,3.0217766871844423,38.997502033597485,31.75214724257132,0,1.958809908966589,0.7591693724058475,42.20398394739168,0,2,1.809892604591294
0,2,-0.3324165310846075,54.11574243839049,48.96590351981284,33.217337758623955,2,0,39.997804428072605,1,0,1,-3.96227361078261,88.30963202253656,42.47407622120093,3.7787996047514767,-9.702744081573249,1,1.0481942997208165,0.7409580291892107,2.049623457825263,7.435917142752519,25.696287775897872,2,-0.7587078412593466,0.6265085131258101,20.252035000629412,0,0,2.246034329423976
0,1,-0.13477295534536146,28.223469261041867,17.46542684723044,9.331102261179902,0,1,7.893999890944242,1,0,1,6.804662053872082,49.52954183066044,7.075849529813145,1.9272028007563768,-0.6104779584451414,2,-0.4752520264149395,0.7980311071101798,2.4782717084219974,11.710173143906577,34.112219379441214,1,-1.8917596837330326,0.3112181943572591,23.930303194612883,1,1,-6.834352858053087
0,0,-0.46013119350538695,64.91046373425121,67.81240419763401,36.40770266388735,2,0,26.90954997486929,0,0,1,-0.31809743750626573,70.83509814548908,25.693294916114866,1.600446474842297,-7.88134666212073,2,-0.7052610420091907,0.07042863552830564,1.833728974155745,18.5616764815888,30.43527006981748,0,-0.2335268147619419,0.5140040314501929,30.11459489249635,0,2,8.828901945700295
0,0,-1.3666666346832146,35.668925059838536,10.936346595424915,24.425352650854336,2,0,22.369385984744422,1,0,0,-3.65797177130168,96.47717499378436,59.88015934300334,1.2517376993518061,-9.256975412698123,2,-1.3627289506443707,0.6579500233168614,1.1514342199551746,3.9658018883037216,10.650669452253714,2,-0.7712650422959582,0.31619561777869754,62.36747276460291,0,0,-4.5909535653157825
1,2,-4.443382017778642,43.10086933097169,41.60445468778199,20.359659510590305,1,0,66.79958610605932,1,1,1,-3.0400719497797413,35.87653245017716,56.63025145323796,0.1770501377841505,1.0252470411239187,0,1.741562879420634,0.9549358741538763,0.15573699838885458,23.30494241511618,12.643990095451409,1,-0.4003769691083809,0.6764015750131299,47.168106362610445,1,1,-1.6921762004225176
1,0,-1.3823183567312836,43.50412957771653,44.72454859482635,17.23900166172823,0,1,29.635043855780317,0,0,1,-2.273467109726578,36.06116768638916,77.4646655207758,1.5052010761172328,0.8155912077563414,1,0.3102962352298621,0.0030371514258060173,1.109807813284707,7.577208677213687,5.333496761972314,0,1.2857221885881758,0.6936215829676181,57.63706430891355,0,0,-1.37625587680294
1,2,-0.8229141239653509,28.511243539440642,17.194047739611488,7.689836720444083,0,1,99.23323127864438,1,0,1,1.5353405831440003,43.181012910673154,59.23098226913213,1.7028309095018161,4.03725660521793,0,-0.7078665668191295,0.7301328712566986,1.5625942687419934,13.872985665254214,4.610394482805782,0,0.9169615102407636,0.5662263046664673,29.37343738988013,0,0,-4.528554056941233
1,0,-0.8205963220513383,38.57520719028819,57.041927442466296,5.089948239836013,0,1,98.03100740953191,0,1,0,-5.148355726215006,31.62612639843395,60.4996224729262,2.0134033171144847,9.992855057526203,0,-2.7014327488647494,0.5199260952318037,1.609924711814917,33.753828975643614,19.604250067759338,0,-0.3943698694662154,0.48418546682558183,27.83133461424224,1,2,-0.5231158588625888
1,0,-0.05003961275235387,43.91521346312497,49.5541133012143,19.028919335643902,0,1,4.175882066575015,1,1,1,-4.015761663427828,45.408532292619505,40.478877734389314,1.7092869548601022,-3.8703018273120726,0,-0.22285889107479734,0.5802326795700206,2.2846136566290034,25.44255569712159,7.327779967781853,1,-0.24524083280093475,0.5292560730761472,63.35499910149033,1,0,0.8262996350422362
1,0,0.12414452608152501,27.815186841210405,23.98509410005485,7.141431810957015,0,1,74.83786153857292,1,1,1,1.0162621439199508,34.6877643585646,27.923274513099177,2.287618013748559,0.8483543659567712,0,1.0167163443806937,0.2812566084259642,2.436278727177201,28.74531701136561,21.48406721288714,2,-0.10625903193320262,0.8750043799646456,67.05575493293304,1,1,-6.876362786228423
1,1,-0.14853068898876642,27.922908983704314,21.184165190574518,3.409716029473462,0,1,99.20636552020983,1,1,1,-5.587886527972454,38.72225585001925,19.00665450959424,3.326892776385161,-3.3055201643998426,0,1.8174924624537034,0.7102281455018795,2.466628375995733,36.77760415385626,29.3561687512549,0,1.2600944712665825,0.9824446676313147,38.250569203905656,1,1,-3.8923827780817977
0,1,-0.2722425725016971,29.946013095109347,12.724125340781134,11.553239652403597,1,0,37.49228316072636,1,1,1,-2.8648655494154207,40.1820991561744,46.069014397896495,3.2025815015116486,7.181754057617283,1,1.2027216233780698,0.8551731917633554,2.2508827611678592,14.582782024930117,28.55498803053013,2,-0.8506406648583689,0.2324305735897566,58.74383980132473,1,0,-5.646380161298809
1,1,0.2357561320314573,28.757574948732525,17.6802612000331,9.68830015643733,0,1,71.2555445047023,0,1,1,2.223940227603922,34.53261297795306,40.49523333697379,2.306707921114501,7.937879511627646,1,-0.19535411575152714,0.9749213811453415,2.9712730334806117,25.56086220709262,1.5197997520797535,1,-0.008092304311324856,0.5896691461384259,41.237772702593475,0,1,-5.903346253685174
0,0,0.29435007476042263,69.22214746809539,78.97520726498115,38.76618594363385,2,0,22.568136855752442,0,0,1,1.6742651434370472,57.34131836975109,12.14354515116138,2.6329348849237113,-7.79390024208007,1,-1.0824148444699442,0.19371114675662682,4.764626989838797,11.354042152862888,11.785871064361956,0,0.0866791128629979,0.7134659895555895,60.68938737485429,0,2,9.42690343018544
1,0,-0.694159889925772,31.280995597793318,21.77563903523516,11.842071837255933,0,1,85.55770816252934,1,0,1,-4.216332067218735,29.82416636193609,66.93507260543637,1.4252324716066056,-1.7863895476236245,0,-0.024768472772092154,0.43531639523054005,1.5385321858945376,24.947677533577647,23.781113406238056,1,-0.9854089464438286,0.2033617827311624,37.26349100471971,1,0,-6.115324040956715
0,0,-0.05104030215908514,49.48443187449837,40.18146760400111,29.07597335821858,2,0,11.17137356276161,0,0,0,-4.789264318808311,67.41906964491118,34.464460258068314,3.132510976720072,-6.453768630215251,2,0.24806986856679503,0.8093998820079293,2.5536844341751452,21.247635349406217,0.9930751379882219,1,0.38527650295477184,0.5345470297970923,56.559533656595605,0,0,2.1591870706350704
1,0,0.07602233638343996,51.53495361518027,61.078103217907355,21.774901654325667,0,1,15.801872479645397,0,1,1,3.41493477477435,34.114722192135424,45.04303431458153,2.4134627483578885,3.187806745254525,1,-0.5123998754839771,0.13351539774944482,2.703561081913397,27.347813809466828,5.155500731372404,0,0.8574835146570353,0.7510889060722437,44.842325524249645,1,1,2.139584731882053
1,0,-0.47298037028046264,34.18422411807093,53.8466405528024,10.060746645767086,0,1,73.16709295861071,0,1,0,1.3222326086373588,25.99559727919939,78.97497035049005,2.574845354744047,4.843614904555636,0,-1.1818284536256576,0.06267548294153641,2.158549714241918,30.540411769264487,39.832545401003614,0,1.135742324495535,0.4924307642704583,57.923590643631684,0,3,-5.5197964895204485
1,1,-0.1206008530333906,26.63317129380178,27.783915798494547,4.748614451012907,0,1,92.26829308539607,1,1,0,-6.968085498785213,37.789024781448475,72.38683039388106,4.995482649728103,9.960025316260559,0,1.9297322353245376,0.39012364729250076,1.466831152161969,28.921491959585456,0.6752649328801441,1,2.330748543202415,0.7623354921764578,44.07855587348825,1,1,-6.718365175469692
0,0,0.008022089702750389,44.12749299565708,37.06529686198233,25.287418055865967,1,0,33.21723813540648,0,0,1,-0.44365059653732786,37.57473036393519,53.860846042580455,2.3309899871037407,-7.9270255596737655,2,-0.07702584753426167,0.0829591431598844,2.672814667005224,11.416476333370216,16.922466031221507,1,0.2836356288624196,0.6023431453110053,50.128594774455124,0,2,-0.1700522714856021
1,0,0.14815351646349242,29.508304531274266,17.752870531657308,8.491862614295682,0,1,55.88949149861199,1,1,0,2.3352603754390806,35.38156062908948,27.61524923695651,2.9354057887222753,2.5852132923832034,0,0.7059993900008358,0.6070075863600677,2.8819528007646675,23.626005632843675,6.089385751982814,1,1.4755373020843958,0.8662888872624022,40.464593128057956,0,0,-5.02776792687736
0,2,0.9431943457312771,31.298230429075794,9.25097713417603,13.55944241092233,1,0,58.45082900632761,1,0,1,8.905771241918156,44.919256084772286,36.43861500272071,12.62003294565801,-4.898611382911692,0,-0.5893949621775686,0.903204784729889,0.8825573312679565,9.724608646518945,26.43692213036462,2,-0.13704120527660607,0.44119771651546785,32.32772685821506,1,0,-5.05982428044502
0,0,-0.10730674077272544,65.85624815113569,71.8177545547317,37.5363686430032,2,0,38.39079728175353,1,1,0,-6.751321504872006,85.1943050647152,31.535392460892062,2.712083359214782,-9.328520321256244,2,0.4537663043864338,0.1287900499519794,2.6159650468573084,8.7190997297056,9.356747555001894,1,-0.18069173171305092,0.1690679558465002,53.57894659294476,0,1,8.545116921922311
1,0,0.23465795338218295,27.856179734388313,28.445683327925508,4.182041228278177,0,1,73.71019258189754,1,1,1,-4.278132361481129,27.17776535600181,54.56111255211318,1.923312506317181,5.106272954217896,0,-0.8505092444792693,0.40775999591661394,2.9084867673961563,17.399580393537324,24.332085362262944,0,-0.5499460515223527,0.616254594139532,35.70740247107824,1,0,-6.4682767107596595
1,1,-0.3369935519895119,33.936568136711315,43.716034161918884,5.707577672343131,0,1,97.11795986502246,0,1,0,-2.215619551982563,27.144582170343423,15.009025135239686,4.152844088313018,7.78522384210445,0,-0.347380331944039,0.894744524938085,2.2106510878610908,32.907224378548186,16.615190722868228,0,1.0912505199327975,0.5785069235463429,21.088677085131664,1,2,-5.076343601576431
0,1,-0.166790842683275,45.98965027008442,25.175533327360007,24.845125683314446,1,0,31.995110278066786,1,0,1,-6.558105357724793,86.72073160781379,2.06249071612556,2.0317806751261265,-9.134478549805625,2,0.6446067066970305,0.6787468640685622,1.5813448654350502,3.791174838254132,12.289287875233246,2,0.4590213109658499,0.20695346437000184,61.338278688675494,1,1,2.6979453503685917
0,0,0.011898523053977098,65.49563126426995,68.90148585422028,36.598511672722935,2,0,33.64025101343121,0,1,1,8.988063812729063,78.8001134861459,38.435989732414725,1.918820247896419,2.1423515017313868,2,0.1562104534941398,0.4725004873479356,2.8233006656068653,27.633767982529065,31.727620863444336,0,2.046262018688985,0.33822505102706424,29.410458153989726,0,2,7.818205339441228
1,2,-1.0093074220479363,29.25034717437417,24.726413547384254,5.536694660760457,0,1,98.25270411962066,1,1,1,3.917910947760621,29.46541793919887,62.71247240342728,1.4635460077615459,1.248506263746492,0,1.6828696580668487,0.9327318062508194,1.4588166342254176,34.44121153958973,14.575411284644733,1,0.6728966408896286,0.9742302788244454,41.0239096729231,0,1,-5.838068594602173
0,0,-0.2927080294724819,49.6491167073381,37.49094853043759,33.292584819322926,2,0,6.085743218021916,1,0,1,-1.8735803995142657,99.99971937062045,20.967500911467056,3.51868880260673,-9.533921444739198,2,-0.7663559568707407,0.6051225826107403,1.070800510206059,6.00052206837804,27.849223661267423,2,0.05739443202019824,0.34349384694531915,24.119608009747456,0,0,2.554425621205315
1,0,-0.024090857914944912,40.44857735390951,35.90756592335994,20.24115881418431,1,0,50.922351095500794,0,1,1,-8.356511467383283,30.18711055442571,5.404308338542991,2.7607875711107845,7.479430336249987,1,0.7624116387773362,0.29396806339168924,2.7696703236010287,27.276035347760185,23.903117785058274,0,-1.0977964172079873,0.061015481353677126,49.91742319131508,1,1,-2.331623639234466
1,2,0.00026434633623619643,31.601524924232393,15.994353520019642,11.392091452344173,0,1,73.38359850182643,0,0,1,-5.849347172812397,25.367527947968703,78.39528550619016,1.882984570026141,4.837414037154666,0,0.2410887768814669,0.9355791439852537,2.697102337190976,24.885796855795647,36.867770420779785,0,1.1651446887599932,0.2036928306322907,68.76720669984488,0,3,-5.543285490532892
1,0,-0.08873941753644493,32.74761181331595,34.41286871329522,6.223092276041264,0,1,66.89060152206298,1,1,1,-0.5687160419682833,42.38841210920212,49.06123765673476,2.6131615743605656,5.306825153112806,0,-0.8098969050561735,0.2930338105607297,2.6396210273515703,31.221526295592376,9.46128876174849,0,-1.4426309142156029,0.8963442277210696,36.108929053688314,1,1,-5.236694881937293
0,0,0.10410132413229765,69.99994621444432,79.9858973939499,39.999975692037985,2,0,4.60499419358793,1,0,1,-1.327982600649273,99.85933002517524,52.77677228630811,1.8707918768566223,-9.978392300230835,3,0.6678335485252856,0.2581448907607653,16.34495935338486,0.060475046657129106,37.46834762608914,2,-1.0145497488028246,0.29019844323430594,45.23466341931022,0,0,9.999928254074717
0,2,0.2871642939010431,53.92233338624504,37.56417002493994,31.30447843471815,2,0,59.19276770777464,0,0,0,-1.7579680188715194,0.5677130784405349,18.39620800140729,3.6692015805023703,-1.4462429959953624,2,-1.3788997045078517,0.6309732419984024,3.076558233747141,15.668558277221685,32.86603678424523,0,0.0016855335825421876,0.3512024365552725,42.765981975876784,0,3,4.7618026569769345
1,0,-0.5688517009548753,29.647475243110172,17.238980066577966,8.08301223920801,0,1,89.72345226304263,1,1,0,-3.7297750767854243,28.28811103785632,61.23516315554362,1.4043379301545826,1.4645018896963418,0,1.1433958586590838,0.08477596919688446,2.095446167257511,25.32927853776342,31.358288199629083,1,-0.040401864359281926,0.17614241865549873,63.040685169008434,1,0,-2.251083485113538
0,0,0.3136033448647005,68.24827637173135,75.53918803060382,38.81011152758987,2,0,54.133399743884524,0,0,0,0.6116533780288833,67.21306593506979,30.615370330069425,4.135649620583246,1.164912804820112,1,-0.6438920513047741,0.028128400688470334,3.31227465476865,13.224103481870033,15.930383164629179,1,-0.7077173566685382,0.7396214823370686,35.33178799703929,0,0,8.992442260230536
1,2,-0.09446955650750109,35.76158216955861,42.877529411419964,8.975240426755366,0,1,86.70759618527178,0,1,1,-1.3661476014615204,48.33042041703241,18.323940571083046,3.3247291417752374,4.6529729391613746,0,-0.5021607141549103,0.9672648396551407,2.446888651431626,9.215478867273799,14.619543681113583,0,1.5237094451888524,0.945690754047561,55.43071289797578,0,1,-2.6033078636647886
1,0,-0.27049916564249615,45.26445289084842,37.525081946730296,16.368871831746375,0,1,39.318620110405355,1,1,0,3.017923692354165,46.482795340868435,27.86807256798579,2.814451303558284,-5.026338541158194,1,-0.49000450335026735,0.17344623508733098,2.0063532507492523,25.436369518017173,30.108747481566116,2,-0.8326782827023437,0.9943149055427518,36.3250515555181,1,0,0.04854448801855327
1,0,-0.005918699085201603,36.288251274887244,32.86260776085392,9.13520043708349,0,1,96.6039536224137,0,1,0,3.867323791205319,7.783224915472942,68.26604030100223,3.9695816023494106,9.373456295114345,0,0.8088259628442807,0.4796978553098213,2.738773789417155,39.73083425928931,21.32144182105638,0,1.4536028811911204,0.6834982240683668,65.35814477455003,1,3,-1.0037161255803166
1,1,4.4023836912858565,67.75133548440209,77.533317135897,34.21190026679262,1,0,15.382253732048119,0,1,0,9.99125354834506,28.130944800455193,0.3721627004687367,34.82911907785699,1.5805722704167948,0,1.2891244263697625,0.7585188058093231,35.124096138924216,25.068370405958312,22.467089540336012,0,-0.4984256298809588,0.5818957436694832,31.970198338783185,0,1,9.718668010807146
0,1,-0.09069239502688055,68.34330387468435,73.37358216533639,39.31160096690991,2,0,6.231690994085682,0,1,0,-4.430778016328798,88.47720830569908,11.923330994238363,2.815203939314053,-1.62593783731743,3,-0.21808050836686893,0.6520151328960393,2.13785259988842,2.455861518709046,4.734608153045253,1,0.07665925731676149,0.4830604738099361,42.1994770510959,0,0,8.797410022150792
0,0,0.28151746697629115,59.548143910324775,61.464738431813956,35.76212545607507,2,0,6.121517665573184,0,1,0,1.2336243671429443,60.39992216938299,75.44325689987149,3.1925080348607375,3.973544102780412,1,-0.17286931082897003,0.22770191522454952,3.216632309940603,14.744232544196672,1.0503585858959608,0,0.33844659845420133,0.008689319845766763,20.064717942792118,1,2,5.074124256979392
1,2,-0.19297872234292468,29.10651572184009,27.623064783064248,6.908606463882139,0,1,80.36690921414107,0,1,1,-6.271692602715947,32.85048318513519,27.403132963607586,1.9936198515111594,4.064779759321331,0,-1.2422245512125207,0.764007056012753,2.929239305958482,25.26624568185385,29.439345828964836,0,1.31189102009084,0.3749804080716162,42.13332498189232,1,2,-5.684191243736598
1,2,-0.3589426659867191,25.001504244223796,23.65215611742554,3.1925811804773008,0,1,89.71252425075099,0,1,1,1.7704163426092112,24.10081625173798,68.10909192102572,1.301131293435494,9.972107577490789,0,-0.22774926617203214,0.8667809597930624,2.6569365695154614,37.95376416050917,12.88579286437771,0,-0.6866816092571151,0.11099216094104031,53.793735358478536,1,2,-7.094821425306024
1,0,0.2164544435343593,30.115468844777965,30.911482739500716,4.0321469966756585,0,1,92.6498174900945,1,1,1,-6.8649903636733285,29.40105702430452,45.51592551739141,9.542815658339592,6.041461116948838,0,0.46893897084755376,0.2166577719464265,2.823935811997664,29.555906872404933,34.980447165106774,0,-0.3135324620475606,0.5450424751883759,68.13863270258207,1,1,-5.8487876182619765
0,1,-0.2574564288364377,33.65552222095105,22.03624914201712,16.824171414962123,1,0,7.117733234280038,1,1,0,-0.6056042162262276,57.87665016212144,32.30537541628874,2.0705291416917575,-9.321269081529977,1,0.365038146641763,0.9052925191577097,2.255447029266593,16.06402639202163,10.774574773510363,2,0.9848182143329292,0.3263937294653586,46.043285830775126,1,0,-3.059708335349601
0,1,-1.532783677055176,28.67572959734894,9.924596627902723,20.34705504848311,1,0,44.463112458765416,1,0,1,3.042186095055337,86.08848979778026,49.513664363883414,0.8958369395919961,-1.5220149013914668,3,-0.32858755304222237,0.8651318630721152,0.9053004162531013,5.0427420819197195,17.929255210489625,2,0.8591962294781731,0.012048839613183815,54.19783823144836,1,0,-6.767465272046284
1,0,-0.04443665254678305,26.764630687733643,11.486227155151454,8.56152934816915,0,1,79.88378418718449,1,0,1,-0.29478412469793014,31.97520696987968,32.70834241931669,3.782369821703516,-4.691020497568506,0,0.1891780036164252,0.2959590031207886,0.4695403757989487,25.78312802001046,23.050436783296888,1,0.014345032622388822,0.8422530760799922,29.026638856650024,0,2,-7.049020316812934
0,0,-0.16207319670768483,45.524067392302726,35.144770382916676,25.44153147830746,1,0,33.92555021698024,1,1,1,-2.2043497608009126,80.05553750621776,42.52545104335862,1.2628956991356752,-5.103197017090288,2,-0.17293484647094406,0.20634071490691147,2.5010959600591685,4.319996915657898,18.186933446216678,2,1.8383384382722792,0.730480004391215,64.56382893635288,0,0,0.29459428870358195
0,1,0.13316743729771255,49.292231349804325,43.137778391412205,28.059071376831323,1,0,30.411052026023526,1,0,0,-2.6134938782337214,69.10984655231205,28.329019773554567,1.546468229261202,-8.17197707989575,3,-0.11075546681038718,0.3260193226950645,2.812209856405078,7.7059136180025884,2.1311877582601046,1,0.7415456061964575,0.5644487238836482,47.89892511003724,1,1,2.884375603786321
0,0,-0.08132086643349384,31.083725048595927,15.922467405413666,13.192625721342687,0,1,40.82963809967872,1,1,0,1.3423003900173391,64.69185929307119,24.58450763637732,2.3998719845262997,-8.222083381414379,1,-0.3761796996597545,0.6936321243420791,2.9673725457138036,18.34832949557032,6.84244697425515,2,-1.1228541333669009,0.3162930796587985,53.409614882888505,1,1,-4.964578779022868
1,0,-0.5696229364027168,30.93535929022926,43.27219034770491,2.9363777978104855,0,1,99.36740999386811,1,1,0,-6.267719511672334,60.77595851824531,0.35215756723184555,0.7285213381958991,9.85016930694334,0,1.0783524221029421,0.2902647824236367,2.19838183378813,21.993676974587572,7.752700701397794,1,-0.6747706858542786,0.7885820869417197,69.96506832052873,1,1,-5.744229233690936
1,0,-0.9358764124948267,40.261736229049376,48.78691161675313,15.319415666677493,0,1,5.130873044461354,1,0,0,-3.512155471360275,9.435132648599154,57.673092494663464,2.096918801175148,-6.968839442641087,0,-0.8656482878088013,0.8336720313506942,1.5594173146859998,23.24365318162455,6.066979307233094,0,-0.1381675293633788,0.8402199243694113,40.73595326696054,1,0,-2.7688538683027417
1,0,-0.0766345084607445,51.2947270597561,60.88643077266325,20.987973333910443,0,1,40.996279525772685,0,1,1,-0.5918288745698703,31.98095905620373,24.726026359339546,2.8783673228380517,2.9976745305805785,0,-0.5790036169621428,0.2601963488921748,2.566374123087584,31.689587508248167,20.333762921083455,0,0.6125690317103004,0.325570330258688,29.120486722126245,0,3,1.1949196830325253
1,0,0.23431597526299897,35.18549572266214,34.794211531397636,13.951913097533978,0,1,49.236109738874475,0,1,0,5.893677820091018,30.078168621089073,68.13966180943488,3.368487348725671,4.587115436166018,0,0.5779241629080504,0.5450630729649327,3.4544730782073643,34.34735812998647,23.57880252606719,0,-0.08970945279697014,0.2592682188226637,39.50313562352263,0,2,-3.426335040326574
0,0,-0.5770116849121257,51.153914803345764,45.89589657635341,27.288884217496058,1,0,34.76334793967717,0,0,0,-3.785935540980198,48.35261438614581,21.2158476613458,3.162325842283886,1.9687799629370524,0,-0.9173025778786356,0.303250067139077,1.684259154089127,16.126450553841934,8.643009413923739,0,-0.4374644307284215,0.17293787930752652,50.61266368375801,1,1,1.3948748709914014
