S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,0,-1.050294676685549,2,0,1.7031559721962382,1,31.97604375290165,69.53072586033818,7.926818973094104,0,-0.675823009354646,-0.3899090272919046,1,5.837845541862743,3,66.62795223339906,1,44.92545024070752,76.04329089965168,18.000389284842626,0.8742939957144626,1,59.34776904528844,0.7457177289646866,2.8640434445000715,-0.8364246215308461,29.474142637624308,32.31081728080354,0
0,0,-0.9481340720796458,1,0,1.384067749107201,1,15.48869270798718,37.74835673055682,-2.7126969355450647,3,-0.001982008811682149,0.3124473794522859,1,-7.67198272699193,0,57.56478225500567,0,25.286322948672293,16.124710439349826,69.99960134088722,0.19096644501950782,1,43.52159929213495,0.7063555772301839,1.916147411250991,-0.3084911211114115,11.199418207409895,19.917867626377127,1
1,0,0.9520754657174798,1,0,2.2092762791117915,0,16.233857403228743,41.47927966427957,-1.2521274837711704,0,-0.6348289808594098,-0.22546964673535103,1,2.9531128796990487,1,50.017188368995235,0,27.689883672482807,19.87239672282074,56.114992006531395,0.43988875983956566,1,60.73326363548721,0.39427869745079186,0.1353352832366127,0.25425900643737276,32.07666900693647,0.029204765806676303,0
0,2,0.33707215776250954,0,1,9.404625867655302,1,7.269274829279833,57.47372248024597,-3.8839152958655108,0,1.0855419521789882,-0.5519972013398645,0,-8.904533700773671,1,8.922819020687523,2,59.26640655344228,22.214207729812717,69.97934847535123,0.40129064690822736,0,54.770845654186196,0.20209430723739896,2.446879521554526,1.5410864440083067,57.872844426602384,18.88952400165679,0
1,1,-0.9938266265470508,1,0,1.878505385836579,0,22.736574833835924,69.12493268101531,3.5481367000977393,3,-0.5157002769941773,-1.1384231687361974,1,1.4350332094008493,1,57.40934242181888,0,71.54100576662084,70.63538848505999,43.798433352329,0.6077985897390381,1,58.94754574470532,0.5036571154475422,4.65841406834042,0.12192072663998176,26.86089165557819,32.01429943024651,0
1,0,-0.1736667681974291,0,1,5.15461652488294,1,4.736091034637518,53.15596586107173,2.6381886264194385,3,0.6152205533226266,0.11639111060912327,0,-1.3446293157432976,0,30.75047284810737,2,8.14985620619083,15.30249523957724,45.05397496873306,0.18044515878153145,1,57.97943032195727,0.20073921587253185,2.9506258502159066,1.2282830549186918,55.59698439072199,16.80708280856456,0
1,1,0.38110825281236493,0,1,4.659180161719929,0,15.09310734526726,23.72219275741255,-7.138895371755098,1,0.3388890633347285,-1.1787271476180545,0,-2.5852291789316837,0,29.61393104198695,0,48.46339364811486,52.62830667315266,44.064993761539945,0.5305595137563043,0,28.07098669152183,0.23424137363486858,2.0727218483563714,0.2719209009275903,90.12022638079851,13.652785822877105,0
0,2,1.7547525143444818,0,1,4.9084195365442325,0,5.149275322328128,42.28483676581552,-8.717846539304764,2,0.4914094671596961,-0.8980452246398163,0,-1.3557150211722302,3,38.941982390636696,2,62.1102708292088,47.40202346710088,43.767905505613214,0.410907584277201,0,40.596617762767636,0.19575412892338095,2.8851432299140303,0.11197085286466,37.98915546259017,3.0555670933297785,1
1,1,-0.4932846474751404,0,0,1.4217511967643859,1,11.164190261669278,35.0929765984838,-7.437679674232318,1,-0.09246761541557232,-0.357019338991048,1,9.102230609694747,0,12.0395940584904,0,24.949870096435248,60.19751912157923,40.022603673268776,0.43934708738071365,1,62.56297971065207,0.357028584558274,6.091695436488667,0.5861720904195122,36.76403994701239,24.964056535294105,0
0,0,1.2362773189001683,0,1,4.557790004204339,0,11.458543387505546,40.63005138642173,1.7680786783451978,1,0.19758166581098538,-1.5461766795915421,0,2.7130278941977437,0,11.016455298324551,0,68.5800824744996,34.40701744850669,37.7084022131976,0.30857717911156535,0,59.4910344846088,0.27857850312049914,3.839387080555482,0.2362626406107142,7.004137884268269,5.563174330085976,1
1,1,-0.675435222334445,1,0,0.967264324814105,1,18.934543036145772,34.28615692315975,0.4367724182003876,0,-0.5423064366031426,0.7970586236871573,1,-1.9656077430345285,0,59.20749530076553,1,39.243451061862025,82.54116828524656,34.02042816881947,0.5047788470201914,1,51.826743568417164,0.5631205689344801,2.4391951190620325,0.2937034328796076,29.654035681628244,33.93148669503202,1
0,1,0.4284119029313859,2,0,1.9001202628254406,0,23.15910030188297,34.211877573848234,-7.595600951193145,1,0.2500650393384093,0.02763883250636915,1,2.9436003119529417,0,60.97003749483755,0,14.552494770857312,17.630061108565354,36.84720037976784,0.25750394087077844,0,35.654953381873455,0.8629209129848036,2.9523451408116728,-0.9029110169471146,10.672283349465278,14.202478164189145,1
0,2,0.05052670340160499,0,1,4.438439927462626,0,2.1607014796104407,45.94884429050431,-8.392616606944989,1,0.5943814973233016,-0.23554607307424724,0,-0.43476591609645965,0,39.969833208349634,0,17.776499848712323,53.45516601111342,46.71258238350788,0.3278613826370548,1,64.72167952564736,0.36973790520603433,3.169477437890746,0.8385006381251736,57.56403547197549,18.397048465614077,0
1,0,0.9597614695864961,0,1,4.805497686432352,1,22.949593985077502,50.87753524414354,0.07939953477207062,0,-0.24074973034032018,-0.03227679582585946,1,0.3847413967605018,1,27.813194708085078,0,14.748408029341253,39.656507887992134,28.576882365215354,0.7250163572328343,1,20.053754527214082,0.20656221420375603,1.745033867464169,0.0789277111709038,73.16935727323026,7.419267297936669,0
0,0,0.8060923607297338,0,1,3.2725357423042367,1,1.9875609273946182,41.072155011468425,1.1401539752040168,0,0.6435981022140725,0.29741558400865686,0,-0.5040071996288056,0,33.191276187280096,1,55.19374904082015,24.380764004442984,19.421073507165755,0.24833807436529282,1,63.860896072370146,0.29991403792296906,4.0260010243724915,0.9068012833719802,26.9342437023691,10.539712226449836,1
0,2,-0.0064589647113055424,0,1,18.391509594506925,1,10.702078473498013,47.206414402972136,-2.6139783514360744,0,1.8841754790441279,0.14754474614887686,0,-8.772784890221544,3,15.985719491781762,2,14.370839925318077,43.23642826027238,42.39204051058844,0.3567873395872906,1,40.33686335620112,0.22661295157757588,3.607614426577515,0.9922245632278913,45.78209132712011,19.559757355446642,0
0,1,1.8951888368123215,0,1,26.030975920456566,0,3.7045869121674846,35.26896747385699,-9.95593053058448,0,2.055333044691526,0.6517523981830889,0,-7.032222973588995,0,13.112198164588765,2,38.47786328387177,11.446690338031651,47.51338099532145,0.17545771675303767,0,39.99313789388141,0.36581463385672985,3.111792455661286,0.3674424860644844,39.18611395235585,0.37378384148022636,0
0,0,0.2733561117173709,0,0,2.3948458143512767,0,4.726340351079024,32.915606000325965,7.24331694249944,1,0.3594939148649538,0.5519131428052805,0,-9.658864023337191,1,17.639604510798396,0,21.965112862992772,17.342053152995334,21.53663307651651,0.23694362795064983,0,58.600263640937705,0.3157394259122155,2.303185928544023,0.6190169279725661,4.236809516447071,19.251060382020814,1
0,1,-1.0910432898250377,2,0,1.009701999323876,0,19.401093385374434,67.01933983346704,-5.0672629871465,0,0.1678709499503819,0.17088196207133688,1,1.7356014665811585,1,64.41191666313009,0,12.149727914945352,26.871161579176906,54.71608759134212,0.21022200724582646,0,55.693737145705505,0.8332278176181278,2.800257583159851,-0.44029976014183053,57.452805592064905,31.606230360365224,1
1,0,0.7518002845107149,0,1,3.6890515121134073,1,20.027925841458316,60.270429341093525,6.753022162620049,1,-0.577340805423856,0.2547252507874546,0,3.1542849389538894,0,17.714359875681787,1,60.79769707735561,72.61328363917885,44.135949285674144,0.7985466496487261,0,28.68453097166795,0.17707946710025285,5.415319168303869,0.38776857723543645,91.18533674745211,10.598401094624217,0
1,0,-2.7900364703361977,2,0,0.5811298154502627,1,37.66961303592421,46.227695809889525,9.377842156253053,2,-0.5227474287377446,0.21150026145342576,1,-6.073849531210129,0,79.35867956681389,1,27.04298343228597,52.11936317634286,49.074278902215696,0.6258215676181439,1,52.35559530410958,0.9930654124474376,0.9231621344481984,-1.7094772642601592,52.93800741548309,39.66116308130514,1
0,1,0.7572189170324929,0,0,2.584664532990828,0,5.137151527820254,45.68085193150962,-0.08253319098688472,4,-0.008694776642406558,-0.678288285579502,0,5.310018786119413,2,35.95461182697443,0,79.9888848043271,46.97034797415888,40.75851919358405,0.41325499650642183,1,44.23178655567478,0.26476707860547244,2.2971631218288584,0.698518324855445,6.855186581318962,10.12843662142258,1
0,0,0.1262923380793112,2,0,1.3574214080493943,1,28.3447344356886,35.676184985594595,-6.839379772017299,0,0.29622606254428435,-1.0039231548486782,1,-7.155126922952552,0,79.2352162373553,1,10.756357066766453,18.72714244313452,53.79823842186829,0.24584117536328665,1,52.43826316665599,0.8516805952838504,3.678531068874064,-1.1749822988131566,14.177081383649693,18.505306604349663,1
0,1,0.653540338424119,0,0,2.337507492280183,0,11.786280112427068,32.65062544908276,1.6746803197375808,1,0.07179258483705671,-0.48478919122615666,1,-1.3019580294208506,2,24.31189891272014,1,65.81399805743536,56.37474823034776,41.06234857538086,0.3957479450749875,0,25.303779938875252,0.2595385261348885,3.451277096080233,0.3309331852732243,25.41187475712302,12.778269709669683,0
1,0,-0.5939576877181624,2,0,1.6055516828942449,1,36.41793301826547,42.1676448358361,4.606971344000257,0,-0.8894888899441897,-0.80930969469444,1,-2.7400429586800934,0,79.97955182994731,2,30.857998581862205,76.50566345301041,46.71744511757079,0.8095718845319415,1,42.76452795501848,0.6675925319636365,0.9025132241963117,-0.876494908481264,99.66189879076698,23.327389677816768,0
1,0,0.08084669800291766,0,0,1.9060976332451602,0,11.135453747120959,39.067703625497096,-7.607845914470199,1,-0.601807264706138,-1.12643119720693,1,-5.108112318192731,2,35.49697867325119,0,29.931943492342832,78.25007998323913,44.84027747267446,0.9713248091459907,0,23.68055114647038,0.3009437621543943,3.5593026879607206,0.7330479100166969,45.48293095198994,18.992382609711772,1
0,0,-0.11639478995433643,1,0,1.9084591263494672,1,11.360495540361642,30.80312178515617,-0.8572982651402086,1,-0.1856061316816957,-0.47274867474560534,1,5.492818556259271,0,19.30974122902787,0,72.5373132588906,44.26874810022346,42.552252125299404,0.35932003011026653,1,44.602706462776865,0.4652721158355944,2.48415646838972,0.03067815266972576,84.06884226041889,22.235963006732447,1
1,2,1.0642813851712931,0,0,2.5535307156164437,0,11.645921584309779,34.955819680954406,-4.490588633558702,0,0.05031455901913573,-0.7659368644613804,1,-4.472316259329288,2,43.65490328012249,1,39.04888296294105,23.8012985533206,33.80312210200279,0.42725320142885015,0,62.358991369576934,0.22590635483078475,2.923408863675246,0.18003655190819476,46.56853291480007,10.058404606053202,1
0,1,-0.6152230883351052,1,0,1.5950807180234603,0,16.3563574211005,36.98810853322256,-8.265515243857463,1,0.1950180788804094,0.1309765411734358,1,8.240762769364053,2,43.039252809387456,1,40.299378176888155,23.39872676537706,39.21582434609286,0.2749209242838839,1,55.6401247137156,0.5703621006354089,4.226206128028783,-0.21708953782763757,16.490735512058823,27.885615062143486,1
1,2,1.134121742584255,1,1,3.9733835069932115,1,15.963793178116672,34.60538528198159,-7.546338288338389,1,-0.2772435300438115,-0.10059142760456789,1,9.284510380015302,3,26.811063428294926,0,36.731426779569965,26.072273427259184,46.75357096534985,0.45575302372779625,0,45.573075202250095,0.460221732059635,2.1723954745428697,0.05274684301260401,21.418955271664853,6.495803255811616,0
1,0,-1.9268822498108344,2,1,2.0135004709727533,0,36.10212274182162,32.278192459418285,3.617941933544863,3,0.23178501445309627,-0.4938114194291708,1,-3.887736657138455,0,73.59052822052638,0,36.62476144854638,53.625222872938984,39.92530786997731,0.5439445073380041,0,61.389138201386345,0.8928461593207552,2.0048359501577826,-1.073458542687518,42.70010860714495,37.197232243945635,0
1,0,1.9091652112362505,0,1,4.032508562832285,1,16.50107701296728,50.37206582820407,3.1227691201833316,2,-0.25637111475614216,-0.38047836796551243,0,8.057201110036441,1,16.216041444773506,2,42.08138132800219,47.79789026923885,43.59493357034131,0.6848799760262914,1,48.00601034633742,0.20685888783595974,8.692036609960653,0.06025241474700858,42.42647204485422,3.154255323324513,0
0,0,0.7022036835830233,1,1,3.158537322972683,0,6.174804881974099,44.47603910783036,-7.840669623156207,0,0.48013512908238265,-0.06804885961020953,1,-2.1209081292161827,1,25.800153728962204,2,79.3720952450491,37.60772078895102,42.679659042612286,0.29039450260401256,1,55.345336853287264,0.3686390053344082,1.4358652213416156,0.12095883860360153,65.0909658207683,9.458785439154102,1
1,1,-0.871676340032997,1,1,2.1080817465059583,0,24.045293867868985,33.752021756257854,-0.7219493133138553,1,-0.17006393262105382,-0.6691529321849552,0,-0.3244347769938276,0,66.25751625215459,0,23.064391202673498,51.67217818710472,43.211994818605106,0.5658004133323485,0,30.96468099137611,0.45230252033408314,1.9285077947514708,0.330907252743278,90.41598878468187,26.252603382289664,0
0,0,-0.2917346189010056,2,0,2.1940520319645374,1,24.696615673892254,27.851807056934796,-0.7196573155677477,1,0.5044114606381834,1.167380980024739,1,-1.4520872721652918,0,49.07046452518901,1,36.86687838417468,20.167306186706497,45.84888734714127,0.16057354507087424,1,53.29742278703055,0.8576814516037383,4.25129839755575,-1.0902583168312183,39.55443805739077,29.24115364709528,1
