S0,S1,S2,X3,X4,X5,X6,X7,X8,Y,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,2,0.016882511160397608,35.47496922111301,1,1,0.9405892536430038,-1.5353082367872652,78.40072923799084,1,27.402266740784285,30.135915712742836,0.7773700408181061,3,-4.343839676391451,6.629559015833644,1,36.24435039661097,1,19.5662765617491
0,0,0.1547598819716049,44.588650220717376,0,0,0.4337347532856277,-0.18887919650204765,19.80110809941858,1,60.09067052580306,8.728605643946006,0.5066998603751365,0,6.362137147499691,5.4864223429718475,1,44.1722411179515,0,31.700480037986445
1,0,0.18128683116648142,30.355778176954942,1,1,0.6315645745141116,-0.132847032212551,59.381324780023284,1,48.834065720216266,8.447203329252417,0.26945727107653183,0,2.2918901387112243,5.924788327236418,1,35.264509536581556,1,19.693823936779907
1,1,-0.30987916463200715,41.577764914642984,1,1,0.8774173026680512,-1.4161002037351085,98.75453982565313,0,2.303299667397112,34.21398219316704,0.22575257473990895,2,-6.000865718988942,2.6139270712931886,1,43.71109106924,1,11.13463995457412
0,2,0.007949074918364238,25.435494197567444,1,0,0.43290725693953735,0.8553715938557979,30.112439096810593,0,79.73628955600192,6.576732952900981,0.6454947552202391,1,-0.1421453131852939,5.304496853013718,0,22.978992982340785,0,14.91020465339664
1,2,-0.20672848634393767,33.12757763321626,1,1,0.6026668332764014,0.046502947243504865,68.9927773405352,1,24.51298739059012,34.52067993728314,0.533694749432331,2,2.9490279389354725,2.6856797567851904,0,34.916951701415336,0,26.827197997512226
0,0,-0.42521980771773954,35.34918770707998,1,0,0.10645037645935002,1.8307467554561168,37.085112010373265,1,30.033138140196268,23.399719742195096,0.9736455827873335,0,4.740812101817816,3.112612998760391,0,40.065692183929954,0,28.438677078527025
0,2,-0.0954797147110031,37.69123771514903,1,1,0.6174266821166968,-0.3873580673088888,61.45654754440694,0,75.95008718173519,17.798941800681703,0.39880508759138666,3,-4.971879000275279,4.555251555091932,1,39.64805603666227,1,8.237344244357292
0,0,-4.604190513071666,69.99999992753864,0,0,5.010581305420203e-08,2.5093317975838563,23.10819147886336,1,35.148011890644135,58.874295928689136,0.6062090086601623,1,9.972477561585404,0.1893110176537127,2,69.99999990992352,0,39.968438516321264
1,1,-0.14897733931485782,29.727086628037604,0,1,0.9638020554306735,-1.8114877677228154,39.18716535054499,1,45.83104899483008,5.348041314350067,0.1992179562785113,1,-1.511931951851036,2.520894814226498,1,33.94138830366042,0,17.888563422289355
0,0,0.09983483234118132,41.38863247562273,1,0,0.28384611259047676,0.9711252347705093,29.367445470125116,0,53.71294439608238,8.709921403675128,0.1939127655201453,0,-0.6157670063680438,2.0232910590861213,1,45.215749190631215,0,11.870781826778966
1,0,0.18485958678639314,41.1863199263225,1,1,0.9405516680924451,-1.9994140440360633,77.29900130205746,1,31.27146275298097,8.727949258655073,0.28207733212510255,0,-0.5826564321644341,3.5037300643617098,0,35.03845831080366,1,15.512065555496735
0,1,-4.604190513071666,69.9999261544776,0,0,0.026892019840191794,-0.15475876305971617,23.95920331812459,1,53.89926669178916,20.878577610585396,0.8275236226556555,2,9.961449730165914,0.41648564269230925,2,69.99993390355425,0,39.94201508608073
1,2,-0.29546614948654626,45.54835064809282,0,1,0.7959487328786813,-1.1021488002172266,26.592644849046888,1,14.96480322470855,18.198010205258864,0.8194557003945151,3,5.009413811093319,2.9167212587909397,0,51.212816222598065,1,31.06486148035487
1,1,0.6269505340400063,37.33980686661217,1,1,0.5762019625990414,-0.0701072309184145,78.18884776792443,1,5.8427477156156415,33.15912863863393,0.6779674439850757,0,-4.075394950862821,1.9710095372358998,0,44.3074664001393,1,18.09759829718569
0,0,0.9273564570661391,34.24991127970045,1,0,0.3730592642782573,0.3377026625797141,53.65961788533239,0,42.293442472197924,47.009412601162886,0.9678856800094977,1,-0.6076160307876943,6.073987937261883,0,34.54895163844485,1,18.668516360423407
1,2,0.7324549212532626,49.70069970379875,0,1,0.9748142186052162,-2.698114930724896,31.33322572742753,1,40.010561715056134,78.70546732032899,0.9013019431580768,2,0.9605414853635033,2.3754247744146455,1,48.5677063714914,0,27.606511687178923
1,0,0.13289033309215456,39.419242275030825,0,0,0.5953753516400528,-0.2687426782786072,46.58321698727245,0,61.60001731817189,28.764363967266114,0.2946227972529767,0,-8.020303513111513,3.0125677951667122,2,40.77837819929357,1,4.43756498392988
0,0,-0.4647490970012243,53.00248093839157,0,0,0.37869715369815554,0.007942094462362772,1.8888824787391734,0,32.240910395503064,72.25884781984857,0.8394517219391806,0,-3.255480115927009,1.927257065340392,2,55.05706120924321,1,16.189066590725428
1,0,0.3212632828358547,33.22723461692279,1,1,0.43519969914932854,0.3198882401227592,97.66922402135825,0,18.723481207088753,36.351936051995345,0.4178816848833511,2,-6.2781804930843235,4.0986440076425295,0,32.746707124480835,1,14.25285639436452
1,0,-0.26081370845505913,43.05879168630931,0,1,0.8493101221170605,-1.424343836088647,24.91712088769779,1,33.59591413097938,38.79698819704434,0.1618488889079912,0,-2.513846115877179,1.1185963633825582,1,47.674921324991644,0,18.980422614175964
0,0,0.17837898051812237,41.87628216706514,0,0,0.3793429018264223,0.4771732031200545,21.204377139043494,1,35.635094726850994,37.738141110155006,0.4884629853075462,0,5.816761826742116,1.0783946620970841,0,37.40238838126305,0,29.946384868587156
0,1,-0.7226753624082222,60.16676798096823,0,0,0.37585635787323995,-0.24255638243668562,26.15530161508267,1,34.12202701023201,76.01606200551876,0.9651697446467893,1,7.670858283058955,1.6571151919186566,1,62.37881690522581,0,37.026508041409265
1,1,-0.07058237377574648,37.643131311260596,1,1,0.7500671664262569,-0.7427995511275736,98.90381294828572,1,1.892529437530861,30.127564242308576,0.12092258367595493,2,-5.357361360049456,2.238287325941072,0,39.17705655078818,1,17.33401998805517
1,0,0.5260317118762625,37.46567329997929,1,1,0.41239194519494216,0.5047833509963896,98.6124565881076,0,24.74776583458309,78.81276390251395,0.24358406117634784,1,-9.481125936227052,4.087072189748016,2,35.28987691850128,1,1.5760034414389312
0,1,-0.11668490292762648,55.72513566086654,0,1,0.744371693517344,-1.3000107826927378,34.58940327083653,1,26.984547428824914,4.5321438314120455,0.11892365817823652,2,8.542412944283864,2.0787633920081237,0,57.01843950172555,0,37.635616451137814
1,2,0.2411283750690661,34.76200941615848,0,1,0.9038886996611604,-1.4065976353042466,24.483752588263386,0,29.321258636519232,75.49186648796066,0.07793088154728223,3,-9.811167367480234,4.934624221052894,2,33.19830028297809,1,0.20518997607976042
0,1,-0.17891371337510434,48.13700802901199,0,0,0.7339665996482174,-0.7228798439103483,28.749582497179194,1,36.66892387653529,17.454682147206356,0.6236406655676394,1,3.666213702340716,2.376000965306909,1,45.37351665567504,0,34.17328775723351
0,1,-0.3305746995766975,55.19961212079775,0,0,0.17209357077806253,1.0348699950691056,29.161470110626407,1,56.55498098084972,67.15849337545963,0.15797899006528698,1,1.059597151715776,3.1355451788570337,1,54.12452036668206,0,19.156028948986684
1,0,0.12984206954330157,34.6523789521582,1,1,0.7914065674960364,-0.7030822000642808,98.2235412991747,1,0.054575691400788884,59.43377461745315,0.7293379756734798,0,0.24990509639790304,4.214727664072134,0,36.929372940309364,1,17.302916756376806
1,0,0.8884191491168185,27.92430381803674,1,1,0.4478342030126135,0.7663686846171287,99.9609563591428,0,15.429156484111882,79.2990044239579,0.7691174710727688,0,-9.119144610494454,8.723864588644739,0,28.090527025205244,1,3.5243658364597263
0,2,-0.8193890938281747,62.5321325992013,1,0,0.5954623257158546,-0.684520863416791,37.88328148163211,1,76.67127367192714,37.031771542562495,0.7475485864103666,3,3.939589615452503,1.789346999676555,2,63.40820562273369,0,30.3791935442636
0,0,2.539163412088051,32.43222582295982,1,0,0.18463588175014195,1.480957994381546,61.58651469543053,0,77.85255816194541,19.31437520099057,0.13800840452116736,0,-2.0342943161935008,8.6735039146295,0,34.021272330646894,0,11.663833806817783
1,0,0.16763942577514293,45.73685479362783,0,1,0.9028616425289391,-1.682335540738893,41.573670764396226,0,78.3427319820052,79.72965544537333,0.4639771554417612,0,-7.961011414745424,2.8372997860464517,2,45.495936806865686,1,1.7567404961660449
1,0,-0.12426099759927475,35.99402162532945,1,1,0.736599954100935,-0.5332355471502213,89.21300036356303,1,35.0088357007631,11.20049630305254,0.31003695954196053,0,-1.4752191886051627,2.037958549570432,0,36.58044770725658,1,22.200455403922117
1,0,-0.014264255236758883,32.35954082036552,1,1,0.6390735498087763,0.010492679185580712,85.62640765736424,0,35.047951161815945,26.28392224910214,0.845662796956194,0,-3.146368909461361,7.143581386278387,0,33.25684943920757,1,14.79270228101051
1,2,-0.15952507728189969,61.135329351033356,1,0,0.5366894972470119,-0.35697731823006534,44.26946210134031,1,35.798641130805926,32.90742579179733,0.5067461358855153,2,5.446512560485468,1.5183358558373847,2,62.79011868654872,0,29.865051175869386
0,0,-0.6497840398683209,52.915180187779434,1,0,0.25896157043618595,0.7725262666995605,34.30169064244326,0,57.07660848243093,63.79373679169489,0.20600485709025174,0,1.513542625051283,1.9695923094428471,2,50.741416257494265,0,17.166784244819734
0,0,0.20811412621890285,34.640463770461295,0,0,0.4921332896056608,0.15278022079011885,28.376579011167262,0,38.13190664314195,79.02432177433367,0.3286598201689805,0,-6.583934280007602,3.425909004181279,1,32.06950175286006,0,5.712908098315134
1,0,2.941045869992052,39.146694082348354,1,1,0.6784388837187029,-0.4784359395665377,53.1875975315969,1,26.007279053144497,34.8297768443659,0.3877475005571769,2,-0.22802310188355612,9.200461067400378,1,34.09440532926341,1,23.71789329356725
0,0,-4.604190513071666,69.99958547183843,0,0,1.452858351758124e-05,2.4182409612091993,23.88335182755958,1,52.18327993951626,21.20050358336391,0.6288086622277846,0,9.948624678382735,0.3010096744090013,2,69.9991475391226,0,39.856271695592426
0,0,-0.3598794802888202,49.40062964919703,0,0,0.12666541747669563,1.4675479648391447,19.861771479603252,0,17.13788012454804,4.863407152240264,0.4588150904889666,0,0.6023668947829552,1.4801079637600358,1,50.32090387631758,1,20.80006552127823
1,0,-1.0756942038408759,28.075510431426213,1,1,0.9062947724299579,-1.1303132937278133,73.95974963627538,1,50.52601553555454,14.919604307292138,0.3063674969581329,1,3.0584376472463592,4.045818893261522,0,35.12487190782092,0,26.006879483945028
0,0,-0.879147140567796,34.94505479448621,1,1,0.7708348179489669,-0.47592653873455154,38.50779251969557,1,56.58937441203111,27.290022984778204,0.2086060446614944,0,0.7356028604381848,1.873919198782762,0,37.902278409811885,0,26.253952639095147
0,2,0.41684855417043293,48.30050117926701,0,0,0.22940845491946266,2.7267950052995493,26.83788579809202,0,54.98458256192974,74.51695084924255,0.22885737945537143,2,-3.7899214739133242,3.3320591731796103,2,47.15317589512543,0,7.367906321004833
0,0,3.8095567290679417,38.03428626077353,1,0,0.12908865881536563,0.9418280703172273,24.238745809694866,1,17.264028169320174,55.544570120160245,0.9659697119599662,1,8.171031023339637,28.33683893644135,0,29.907166981108624,0,31.99546358488119
0,0,-0.5414362034361291,43.371973794211726,1,0,0.24455509594508634,0.9201455113808524,29.27938608064231,0,38.978574262507806,47.39644821862413,0.2401321391446119,0,-5.281766029316181,2.282465461550243,2,41.211237215283454,1,6.942885590914553
0,1,-0.7390031557574562,65.34638076462963,1,0,0.23132127835093524,-0.004015562288814952,31.160811553082436,1,37.01901721271784,56.09074905367564,0.5932441232173555,2,7.929687522356616,1.1409875339947488,2,65.54276471819114,0,31.48870415040175
0,0,-4.604190513071666,69.99999667816047,0,0,0.004746741673084087,-0.0711299475798679,36.29171421503264,1,33.09108304804644,28.026380047020957,0.268522552243916,1,9.697306915083349,0.1353352832366127,2,69.99999888501496,1,39.73516580241282
1,1,-0.4230499536771156,41.44963668878396,0,1,0.9640835942775916,-2.3977160244815394,21.856630210009964,0,37.77990210668308,38.840808512528774,0.8637224307502468,2,-2.8626412468229123,1.9127032757929725,1,43.687467635698226,1,15.447461117951454
1,0,-0.24071727234385515,36.927876158533806,1,1,0.5351352175429243,0.12974692767560173,47.7189397466894,1,19.936095424842,16.512229164615135,0.35796777658845613,1,6.440285380947618,1.45775832300801,1,43.79415678054351,0,36.09815688096339
0,0,0.30271406919185506,39.353621874841025,0,0,0.43891226353733315,0.3999350476467385,23.830797844899017,0,43.46785755936084,37.185166021829254,0.27654383646122255,0,-2.214292505057715,5.065325901795669,1,41.082058547259805,0,14.821376453490306
0,0,0.6932684392213406,35.00973657018151,1,0,0.19595659646176838,2.00292993670732,35.52053366110191,0,42.961038375349226,34.05258801220781,0.17908157360171162,0,-4.957998071841495,2.889417984221624,0,33.79264185673905,0,3.143858049703543
1,0,-0.3352040041820297,34.01043705641694,0,0,0.41079003322243657,0.7055084207184137,32.070663788719855,1,2.618879757647119,29.206649572395325,0.18439357550191293,0,4.610954861063236,1.5354855329096668,0,34.98531377503333,0,33.74628190196804
1,2,0.09146994383585372,30.765342145898323,1,1,0.40518084999988924,0.8112950676256632,99.95656537353176,1,12.54237102025928,3.936418501252037,0.33082759908397547,1,-2.5991473476333553,2.5900231546122465,0,34.10340141574217,1,16.853252639327977
1,0,-0.23812060381921613,38.42341449098852,1,1,0.615772710879243,-0.20505925686767812,58.45850760715157,0,7.11537356444893,33.36327182879051,0.04962034821245931,0,-5.275495562698747,2.450171493743316,1,41.2364874690304,1,12.725340907847858
0,1,0.08946305429441485,52.9668410311365,1,0,0.13120751028532335,1.0816582273520412,35.73210542148071,1,25.331494198030022,3.6142426006693773,0.7744436359796341,1,9.647831770696097,0.8317271038965948,0,50.39954395153513,0,39.1335600647848
1,0,0.010039947781322691,31.562156468603845,1,1,0.5972976187479456,0.20283250424410892,47.62397702955876,0,14.696188759505207,25.76674844709194,0.14442169502821484,0,-1.7347193031017287,1.755943974243018,0,36.566467123472364,1,16.514941502903202
1,2,-0.12941087153413955,58.05016902146244,0,1,0.8077146332258569,-1.436425926982596,27.951806156887915,1,14.703998954639612,41.241927364733975,0.8552386745699879,3,6.968140368913723,1.974824983286844,0,62.15256211951114,1,34.343526466972556
1,0,-0.07511334835834017,46.82705720874374,0,0,0.46644823611337266,0.16297654310152787,3.280538527037191,0,57.58405559898307,27.185371714495503,0.2099315599650423,0,-2.3637823925741808,1.4295052745616847,1,46.10545112825685,0,17.157684533813402
1,0,-0.2502054467049586,28.767226944340667,1,1,0.5308903822576184,0.2687673387177162,93.19033170381088,0,61.877464594507586,24.60708281074531,0.2405973072917159,1,-6.44640564946417,3.1703664516936865,0,32.668066167400674,1,8.563303997132605
0,1,-0.16220466252883606,38.85941899875442,1,0,0.49849944980118094,0.15404368534234927,44.7485617430215,0,47.72506789928289,75.51669672648737,0.06451859755264794,1,-2.942413154632555,4.2412246068495945,1,39.10545825793818,0,7.784212377763562
1,0,-0.545932447555324,35.66122244302984,1,1,0.69755555669761,-0.48240561739674487,96.91788158822807,1,28.64863410193327,24.679176415409373,0.3927444183555554,0,-5.48993215404825,2.157930937396819,0,29.474213499099264,1,13.90021339915162
1,0,-0.0998124934597318,39.0956904560096,1,1,0.2853455803142244,0.8878924928838686,84.93012601809484,0,26.000846905251777,70.35421900987109,0.5445549570855484,0,-7.119787507313871,2.637342501584908,2,39.571306845751636,1,6.978778666550893
1,1,-4.604190513071666,69.99999998683623,0,0,0.0001244310249677305,0.8212997858804486,52.92813835284076,1,13.41871770101668,79.78096325858417,0.5940922050851686,1,9.125763467427735,0.1353352832366127,2,69.9999999915717,1,39.478810953149974
1,2,-0.014301453723168715,61.54193597393653,0,0,0.2369747947246662,0.34452339121359266,37.92677451392582,0,37.55140397371105,77.88077639372743,0.17471319291053394,3,-9.7797358520349,2.7040111263562894,2,57.89899255222843,1,0.7967178117344131
0,1,-2.1407905925378183,69.9912180902702,0,0,0.020402334619899487,0.42034056113027224,27.67700669651292,1,71.83607900769476,49.41038285695717,0.23497389341795832,2,7.544797807403253,0.396932198710912,2,69.99050705633586,0,35.44733402301507
1,2,0.11609170208449893,67.21282509131258,0,0,0.4116934233048153,-0.5101993517680529,36.737931502501745,0,17.309095342653453,79.99508951302032,0.11792772827319192,3,-9.157969196083913,2.0348581501350953,2,65.7717713901975,1,1.3568529413495978
1,1,-0.10656792497341408,44.386646036453556,0,0,0.5083472123928403,-0.3772157408772984,29.7301290597033,1,4.459433759745579,8.882525316517796,0.6494839151914426,1,3.5233955708065974,6.313235200894961,0,46.135518387744014,1,34.09476086776522
0,0,-0.07415648764991431,33.63659898089749,0,1,0.8727869926286718,-0.7191453930509878,19.34530161076472,1,4.206359943350537,24.464476805466266,0.29254429434081364,1,6.584770311376619,2.921278033503937,0,37.256723514587804,0,31.384337124370987
1,0,0.05394269726059474,31.006883946126372,1,1,0.5887302308800089,0.4138557954612677,98.79651637612685,0,49.49623545536433,73.04387328647734,0.5038943849150616,0,-4.25134388159381,2.5215169476606962,0,35.96276723587017,0,8.501679942062148
0,2,-0.06531488352458312,69.05007874270223,0,0,0.0008465701181132879,2.7665203377745153,26.833660811913663,1,39.28473670613134,24.511090296973578,0.7109603153417141,2,9.607459745450953,1.0906563590812315,2,68.62709941729943,0,38.07409641326633
1,0,-0.16717637212338518,33.68923666152853,1,1,0.8517916338551129,-0.9342585098753179,74.71815517557928,0,74.19820421822038,78.30864127459773,0.09216158494759974,0,-9.719253203399726,2.6726825461560324,2,34.84461129667581,1,0.43353634801318597
0,2,0.13983804054632687,66.40834074681185,0,0,0.2909432136380107,-0.16870051925681154,27.786171545802013,1,39.349355079799196,61.2509970424489,0.8204386872978857,3,7.851669455091951,1.9784520781250228,2,66.0314045613247,0,32.09386203834696
1,2,0.20191737614380537,27.550978296037812,1,1,0.8552038489042146,-0.674490380254319,93.91694396855324,1,32.080684410790504,27.078940564623792,0.3508524154334645,1,1.2795211878592312,4.6237663762898285,1,27.91601165937403,0,27.117179908499732
1,2,-0.3434539682769819,44.951231929130095,0,0,0.4007420303724036,0.1266823369126201,23.892244364910464,0,63.005677605422115,32.48737728593806,0.16242920373601122,3,-3.0212193339887055,3.3875252767011945,2,42.9313943777132,1,12.84003166837913
0,2,-1.370423132703728,69.05662948935807,0,0,0.12947642912740215,0.3754051207925464,23.360395256970147,1,14.122173211710734,25.37558774347296,0.35569868836351237,3,9.082998064200464,0.9960022017011233,2,69.3688734610529,0,36.69473047271825
1,1,0.034768991184777887,41.291254444831594,0,0,0.5642303582639571,-0.20373296193099308,30.187791682005695,0,45.29512623183324,54.03447767370099,0.22780335690144293,1,-7.65322728009532,1.8616784830820892,2,40.78415098440274,1,3.183116846905829
1,1,1.9668911127778803,37.394918664873344,0,1,0.8589579984219587,-1.2267572011206247,28.070746875145897,0,19.12817151935471,78.81114289306427,0.19125692701326497,1,-8.364189545907173,10.439370911799804,2,34.52681178827691,1,6.124172740219533
0,0,-0.40613099568569216,31.38181386468778,0,1,0.8653596191580655,-0.9948202070634685,27.610959494722486,0,45.89125284714788,79.17663294138174,0.7324715160971104,0,-7.231037912734375,3.504048410365329,1,31.584500263144566,0,9.13670669871997
0,0,-0.0378490444109976,39.1675122841246,0,0,0.5056812627880959,0.05766384449052661,23.82487844742856,1,12.901404867758899,55.511797283197666,0.9276669314887287,1,8.825062812162212,3.3831291605929326,0,39.67692022689231,0,38.60091289736059
1,1,-0.0685531519051734,32.24762239981638,1,1,0.8415652784489466,-1.1225380115658037,77.86636424440555,0,37.37125364774276,29.379402845811832,0.607725588779748,0,-4.702314294365458,7.15580910799387,0,32.061063179644606,1,11.844850053297549
1,2,4.616155171014015,28.422976016839762,1,1,0.6173372092268852,-0.003772276312320507,74.23879850809558,1,34.08164165777422,61.48850380015824,0.9366325755829834,3,5.969074917667321,54.598150033144236,0,23.39666089843515,0,27.43590795468405
0,2,0.20632950733263267,42.612120646876534,0,0,0.37045419868456275,0.33022549078967234,22.592512578193347,1,15.41608206020518,31.577289116616374,0.24822334979919947,3,7.317504014490204,5.960994324428222,0,41.46639812813205,0,33.27432531711786
1,0,-0.6085016281429342,33.722466171170325,0,1,0.6089985825516127,0.0015732964319462616,35.714495246138625,0,17.814784634470602,60.6085816193434,0.4907688307001719,0,-5.3876950584520635,3.1118765883198227,1,34.799975226875105,1,10.900658786778742
1,0,-1.3605408707445663,63.113366668401966,0,0,0.5640021258452007,-0.9893866308652418,32.48515187423608,1,4.344006482235763,48.556632222647636,0.9992179778336695,1,9.30293826753816,1.2041058247622127,1,59.178936022365924,1,39.25524270562966
0,2,-0.13042107314417523,44.78027726502715,1,0,0.25261474855611477,1.020785602518635,30.4800192089457,0,36.965646125531094,62.78498846364929,0.6450245643266665,2,0.3158879818260587,4.51465038026391,1,46.2500431784394,1,16.964121494907168
1,0,-2.1121266910541743,68.85797905031049,1,0,0.1471583207796751,0.05295688659735102,61.44050118168652,1,41.884319468274505,37.367761917317786,0.20735635667153163,1,6.768183457757775,0.5929917410340253,2,69.04356231343661,0,34.71457522704731
0,1,-0.1045598608140988,31.74562723807787,1,0,0.26156361709991405,1.141177081680332,26.801652773070987,0,42.17062317791453,66.08796865101377,0.874771894135818,0,-1.509117454238309,2.7709164215710946,1,25.767126676623437,1,7.269020169144616
1,1,-0.19124574028479097,44.6311205709086,0,0,0.6402994246249654,-0.6925413663446697,28.58519048299336,0,43.209340494297436,12.09261031054253,0.2471395950965251,2,-0.9515626382034394,1.8921822659259466,1,44.00775253804759,1,13.038855314195956
1,0,0.19633124992243942,35.48415165445274,1,1,0.9396366477811368,-1.6018654054551942,92.23351032251408,0,1.2192254286240933,63.63247205705054,0.9659711230774943,0,-8.337189971980616,3.1995582993173937,0,30.14051752331436,1,8.357109251270716
1,0,-0.2088597978722464,34.497898216089155,1,1,0.7143836563225281,-0.3331816320237463,71.66506688634809,0,25.786052583828397,78.23684724643975,0.9829228334541423,0,-5.157519477972356,1.5681972034445713,0,39.286672049776016,1,6.906132097021547
0,1,-0.41866955823604873,55.54064585368451,1,0,0.28072146335964365,0.36222853985252906,27.720595581982604,1,34.99575008951358,43.42162445599941,0.4612891340434133,0,4.275871602174304,1.2746289186410926,1,56.92284370638614,0,29.533869938776284
0,0,-0.5397958331609541,60.053085965108416,1,0,0.2842467713891068,0.3631992663827791,50.534314572089365,0,57.94014027321392,66.79224521027024,0.2191164663904323,0,-6.430700279923842,1.402307973196324,2,57.395974453363564,1,5.655260008878331
0,2,3.386243565723145,35.05362564031496,1,0,0.49488943053285267,0.39149759080098434,44.46507686060789,1,42.29012550821722,3.8627138148762707,0.28748416079130223,3,7.682112080311274,29.71515214118956,1,26.92728291298811,0,36.180656104693384
1,0,0.11363639801721702,35.657815060058674,1,1,0.8400199188817659,-1.0594596865300294,64.40181047766546,0,22.08027628549693,36.16662820232505,0.18501009377885647,0,-6.373591641034501,1.6402924056507064,0,34.57775703049819,1,10.366574487667588
0,0,-0.132070671948575,44.5070550240399,0,0,0.6367070328582682,-0.6401650333384361,18.717689011102756,1,62.46420239360983,30.759009084691556,0.6966919241020745,1,0.6832957479552739,2.12577553333677,1,47.67887852410289,0,20.622921781688962
1,0,0.4096531448737088,36.23927052985454,0,1,0.8198164045592679,-1.0063995627745412,46.59510839115848,1,19.567887383036236,40.06615777378279,0.9196288577225555,0,3.476125018478573,3.2632671259709607,0,35.80974980361392,1,29.607817283686654
1,1,-0.5196104669541126,59.8394899135647,1,0,0.5186909244842413,-0.6739318948539353,39.36673553643679,1,19.798456114564026,7.717772432515897,0.2473380302430941,2,2.934507799725573,1.4364911423056377,1,60.734712166067254,1,27.033816432931772
0,0,-0.1566415378715816,33.45413768478237,0,1,0.7879135622212801,-0.3392292320382415,22.171877770681093,0,13.516681720354416,60.833566676652815,0.17453930939534712,0,-4.8792438540843985,2.9811193596297425,0,33.319130550292726,1,5.107337457831205
0,0,-0.0727498516040354,58.45677982477873,0,0,0.0999946511558445,1.0958109995953516,25.221471268739982,1,59.09271191197764,16.141879348255944,0.3337906658647992,0,5.257369066674439,1.005214356558443,1,50.10490030946841,0,27.44081916211368
1,0,0.07399740485840407,40.58579974054652,1,1,0.7817849130240029,-0.9411389434406928,98.96166785194427,0,34.6755189816445,18.374656208090578,0.21567680153305147,0,-6.26291536511721,2.939559081111744,0,39.192301970378566,1,12.009611811056594
1,0,-2.141516405356795,66.37000130143684,0,0,0.6215169918100879,-1.223115715592358,25.207571410281847,0,61.282512498470034,8.088391232501406,0.32203649221672614,0,-1.4381116712298319,0.8803142833600067,2,67.2555545731058,1,17.302969912537666
1,1,0.22159601638242626,31.21707187963088,1,1,0.7595359488484552,-0.5669260900076671,85.31043387210185,1,15.536900859811569,35.599786194374005,0.28676596144621996,1,-1.43429622550412,2.729930480559434,1,32.20001358267408,1,20.927281912855683
1,0,-0.6919488333726981,36.43006314052691,1,1,0.8838332738600228,-1.2404334290807895,99.99620510191325,0,0.2185266761543847,58.96402626807194,0.15487895221588405,0,-6.835366103266109,1.735312313293239,0,40.71957917598378,1,6.879520022512901
1,2,0.02787186014164534,34.164422046807516,1,1,0.4946997836285214,0.5354529145889627,81.5097363079878,0,17.066925665075082,41.24427428449358,0.167320038697237,2,-4.556535786689848,5.6130511312940286,0,29.13403670548972,1,16.062014801718437
0,2,0.23594533293006537,34.353154775030845,0,1,0.5711370528703729,0.1677960028601543,24.163759769683672,1,25.351543484868984,5.471200642907745,0.64190368092395,3,7.2934184489012495,3.8417988780900476,0,34.15960598264003,0,35.0707093095434
