S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
0,2,0.06272693121813647,0,1,25.526030562152425,1.2840050735492705,0.7213881387212764,-4.205124634694577,-0.5028291079767976,41.143426221543685,3.2970459021371896,0,29.079394531657847,0,6.429994728228547,9.941653736143403,53.09526166010052,0,1
0,0,2.4081465696059907,1,1,34.079227239038445,2.626053516430882,0.824214397357006,-1.7418577410877294,-0.6401044001676676,63.772567444099835,4.991308283239603,0,25.541455632667827,0,5.002375121564791,9.806544170126735,57.83321981068888,0,1
1,0,-1.6773228880932263,1,0,64.86623655985142,4.198496781511176,0.09581173095055778,9.1634930404885,2.0058506682841477,1.258433936742489,0.5560082004975684,1,97.15035349114554,1,-4.589307497116472,38.897107015516724,19.146966824370207,2,0
1,0,0.40117223201006447,1,1,59.21710290725452,4.981070125183241,0.32197598061739263,-4.80807168813802,-0.30067792123380377,63.985650210559044,3.978570026874673,1,45.20793692174208,1,-4.996786220960202,17.41045181370081,48.984519631420426,0,1
0,0,2.22934046967009,1,0,36.72069642999891,3.236133977918919,0.7411496051969702,-0.9863040871092217,-0.7226782417539014,71.26341057750423,5.531144054717969,0,26.010959238548615,0,1.1413203939151764,9.897599578934102,58.70202405071336,1,0
0,0,-0.06322414275297954,0,1,40.88261309211707,2.4532833800608778,0.6924798375707344,-4.293016304224774,-0.5694991063835337,51.31537825142004,3.4035550891477335,1,41.11008229880995,0,1.0854059104896443,15.198225024766014,49.011081402966894,2,0
0,1,1.7845203675569346,0,1,20.724739778503157,1.037021647014324,0.9852761978756134,-3.403385984514113,-0.6611108823655242,28.609715995854607,3.2612996626473305,0,23.935463272596998,0,9.543344114056357,9.755091903206772,55.40358887924768,0,1
0,0,-0.9647437174242348,1,1,56.75583715099535,2.850228473644369,0.2914349669692171,5.925439425808365,0.4707650942717036,22.669885907454265,2.0242552050546747,1,63.48522433350872,1,-4.411037290665716,24.401817415620517,36.486212721966155,2,0
1,2,-0.3491114945006281,3,0,64.92712535334475,9.080862307138975,0.1107266994479651,-0.43217972354593925,1.2434596442263641,34.69493094826632,1.5522120409716347,1,88.79387987029352,1,-5.417789244012992,35.669394756140434,25.339605426681388,1,0
0,1,-1.0635622024453173,0,0,49.028077118601004,2.6166266539850374,0.21008475320334252,-2.66277199911765,1.3868575244351982,2.351544864692272,0.5808914552240902,1,94.67409818598802,1,-4.795911638034167,37.82900310199946,19.85747438667962,2,0
0,1,-0.9928137935003322,0,1,25.995543992711582,0.8980557905672673,0.7837518183539659,7.47805833616362,-0.6098226279396517,27.2275717391162,3.5912692356742366,0,19.31470415302872,0,5.414477876137163,9.924130861305366,57.59389785116501,0,1
1,0,-0.0969252831416453,1,0,37.13522019993417,2.195104902066537,0.5046931500911982,-4.411385165042709,-0.6812278887730642,63.520797264053016,4.659410303043624,0,25.80608652883906,0,-0.8924358621693536,9.978177539106866,56.99215471750022,0,1
0,1,0.49912550482405477,0,0,34.26179447033843,2.1610789614970822,0.5598150405402451,-0.0458608035720065,-0.6687894802364295,66.39114319361384,5.225316331629193,0,22.545854667494392,0,-2.615373261219329,9.982870823962454,59.32118736778772,0,1
1,0,0.17855843718926853,2,0,62.84526618796335,5.334525919214509,0.18798739217054172,5.3420414542442085,0.8091641810059536,24.90074194011166,1.6158910476286643,1,80.77646344042637,1,-4.546925167407688,32.12711168429713,28.660086881849555,2,0
1,1,-0.2127495719106317,1,0,49.76661977763574,3.338448577981359,0.23476518924545864,2.765007648226023,1.1222072389671867,13.446260962216204,1.0751162926092785,1,87.10490044923999,1,-5.1632297637636455,34.85165794955038,24.349405492444053,2,0
1,1,-1.1568665244912593,1,1,51.830593641240945,3.398636767980382,0.3267541033273315,-1.2741320154816353,-0.0895663181235702,46.58372688599872,3.1435097804951035,1,49.70330458505799,1,-4.457765218252375,18.64642773561283,45.30274724973434,1,0
0,0,-0.5527688692105235,0,1,41.65190455999628,2.181043761211033,0.42636440703512396,-3.2159226878622693,-0.01951284238051463,36.65144784569411,2.520054904937716,1,48.75318640283782,1,-5.048968680361012,18.224973286535583,43.422678754173646,1,0
0,0,1.9761251006199456,0,1,24.703014767224474,1.9649139190880798,0.93639064066423,-2.4859155704534324,-0.7272149684581459,53.44397764346916,4.270322111566001,0,25.07624158773576,0,8.550204615360304,9.98263960163429,56.964344275187095,0,1
1,0,1.0565268006253647,1,0,51.34481582628633,4.208951526528625,0.43296423042209664,-4.2517044390892895,-0.5794822333408773,65.71005367104931,4.332998742075388,1,37.11827227489991,1,-3.9126987214956106,14.019364655809103,52.615849866900305,0,1
0,1,1.7764859028623339,1,1,32.28991344254252,3.029889364412967,0.8125312940251013,-2.626109055376382,-0.7033868483831356,67.16754759319738,5.434719030819521,0,24.520389943797667,0,0.2815241616316939,9.785635594983912,59.198835878580546,0,1
0,1,-0.21504240011400352,1,0,52.97414925086459,3.9744968779927903,0.43230731022722385,-4.705914740514809,-0.8428096114887189,73.62457935067732,6.36252115367802,0,23.369384269361444,1,-5.017371892220478,9.9929583921622,59.67090381978649,0,0
1,1,1.4186280286244255,2,0,49.54028108546915,5.187536260427618,0.3851620857056833,-4.205029936339439,-0.7383149900753914,78.26154992395269,7.929408929918477,1,22.215449689599886,1,-3.9742402820000144,9.882577744736235,61.97172021129419,0,0
1,0,-0.23536976114015762,2,0,54.993557046582104,4.086626024468971,0.2017346317828626,6.305661494094352,1.2115405658210237,13.38030782084429,1.1783861983963817,1,87.05409827973807,1,-4.413791990794276,34.77102480929641,24.75703044392405,2,0
1,1,0.21838048347239974,2,0,49.96714490584854,4.069253356160267,0.4526298850688041,-7.865688900777178,-0.6215873284900991,71.88989925048439,6.106680829773204,0,25.890559832826604,0,-5.191255883012006,10.036104737836009,59.1406746842652,1,0
1,0,-0.053542268134480354,1,0,48.34830740310892,3.043761940750627,0.5147004549614205,-4.704975805295137,-0.6429312373838629,67.21478379410543,5.114527945869848,0,26.933789815373142,0,-4.994494496740659,9.912819970648222,57.05903602078493,0,0
0,0,-0.21285316378366648,0,1,20.213935946878877,0.5418147341335882,0.9374352185966789,5.209207664974533,-0.5031816780428833,11.524291433047722,2.359921214228436,0,25.66445902473643,0,9.92746429923421,9.939121356245673,51.78485167449509,0,1
0,0,1.5632675990999112,0,1,23.871954566707394,1.1177002703979217,0.9452599804344867,-3.694692365083312,-0.8126645739736926,45.55655714529992,4.233343487185333,0,18.16339748046464,0,8.123825167263018,9.804166315807999,59.02927186153704,0,1
1,2,-2.110624650986017,2,1,63.08875413464511,4.239115679335979,0.09050903907532992,9.974787245338689,1.750038007166248,3.2252060366110635,0.9631944864896446,1,90.7564071836349,1,-4.520624785818077,35.87722393822257,22.64185606200352,2,0
0,2,1.192526787945892,0,1,24.542376163215767,1.6385028596466014,0.8932176658563127,-4.784310968360073,-0.4955027636405665,37.152481680233535,2.957416414466942,0,36.372522744368105,0,8.500601010682757,12.786187470532276,49.96809920823079,1,1
1,2,-0.4158650709817942,1,0,58.644344907283376,4.414436262301219,0.22657841473375512,-4.045530730452925,0.664971217304739,28.713740812048883,1.5878151177106432,1,79.23100505305463,1,-4.8250926068866775,31.550758682197156,28.898075822475434,1,0
1,0,-0.27884582968027344,1,0,49.379464875853785,3.1016342807342485,0.28840079936126306,-5.072306224739509,0.5071416005005395,27.56012637687028,1.553041022153668,1,75.27005267249302,1,-0.7711258664131915,29.83320744909653,30.03374431028522,1,0
1,2,1.4642060137056245,2,1,43.53155677494742,5.8756315000903125,0.5830948795854612,-6.418558889869094,-0.6613717676436544,75.68379233021874,6.448880305461806,1,29.084420087001273,1,-4.916309730098876,10.749437346210291,58.591252506375056,0,0
1,1,-0.0981991927943073,2,0,59.65249256317,5.912212553408885,0.21549059436174356,-2.8485686014416745,0.07188308595532306,63.07102666760996,3.6375704429097184,1,53.94513843889438,1,-4.066157933787293,21.20780123812681,45.388110883484565,0,0
0,1,0.023773191220891485,0,1,32.930210802728645,1.5046708433831886,0.7962122562849013,-6.25722169645333,-0.9051599983925922,49.07163679055263,3.5861134385446496,0,26.694560318898574,0,3.5922890769304914,9.83967837039846,54.31682929043975,0,1
0,1,-2.125445081101856,1,0,60.35739870764584,3.2339794053962185,0.12578380124512356,9.347156521680272,1.6676795210123532,3.4606920260136764,0.746358975230949,1,93.18666573932614,1,-5.4989274275250235,37.18766878152152,20.93453554512009,2,0
1,0,1.4224692910153864,2,0,44.23136216214318,4.4086973863292425,0.5403334847221115,-4.484953699924798,-0.9147633120029417,76.26343285338615,7.372020491631326,0,20.712902440269488,0,-5.0710546925542115,9.829902997427173,61.857837049417036,1,1
0,0,-0.5908386710892329,0,1,39.19329924962477,1.3558980215666814,0.6449286540675764,1.565934579866262,-0.30416352049804357,18.48026888415786,2.2677508086244424,0,41.442159843917246,0,6.342467437530146,14.715675557160942,44.99540030470477,1,1
1,1,-0.015686346981650785,1,0,40.24418736525922,2.513675220494282,0.5445946678008098,-4.391949125651156,-0.8920003301276971,72.95529674482113,7.166498079034705,0,15.249747170079504,0,-5.554653653592279,9.854480667985147,63.13806235330554,1,1
0,1,1.7373806090035224,2,0,45.55976178389194,5.553099535019395,0.5621651849904751,-4.99536682098682,-0.649907876858221,75.91308151517515,6.372456426061181,1,29.207466447424146,1,-3.6864427787835563,11.159878705411579,58.457946151082034,0,0
1,2,-0.25736452181829594,2,1,56.330943380005834,4.567319037965586,0.3338780846769284,5.065358220385406,-0.15771266620248062,62.01438788078411,4.443422393593358,1,40.378159278994104,1,-4.8172299025979815,15.006661274653052,51.95910327615402,0,0
1,0,-0.8204089591037501,3,0,66.61816375569259,7.2437765828507965,0.06121189419096479,9.04483559800947,1.8946062813376936,12.160527439752777,1.0629532714688514,1,95.04075937193971,1,-4.88453393705282,38.13532229472787,21.394898657600685,2,0
1,0,-0.10103928172413328,0,1,49.92721843004608,2.826788832764149,0.5429581002589259,-6.123264842306664,-0.5676365507695185,52.187224050007224,3.7930799451695614,1,34.11476008689928,1,-3.6843508481778624,11.908320377309522,51.7058499722314,0,0
0,1,-0.4834651924134738,0,1,40.08084363926335,1.6052870178348748,0.6493160261108979,8.54653210106989,-0.7023827040340326,53.58496673547694,5.690162720465408,0,15.011962545420959,0,-5.314092111313907,9.836967291824179,62.05904110589311,1,1
1,0,-0.1876083649802469,2,0,63.67385732033771,5.914007001365639,0.13660395371946366,0.5197570582692297,1.3109466049988245,21.792676571187517,1.2166772190042434,1,89.89389879870738,1,-4.399888965369741,36.005986519673804,23.77366795976595,2,0
1,0,0.756898195364955,3,0,60.20759453812606,10.349621859417155,0.17999311136285273,-8.30047086894455,0.4009103056671721,60.02227258844166,2.4129186315144455,1,77.4527703533726,1,-4.745822738539149,31.202707893552073,32.71123439005949,0,0
0,0,0.17179852743059615,1,1,51.12042747014864,3.4147325208812918,0.45405335224472715,-3.877043342900146,-0.6412098988628757,64.60273427840141,4.677318838460916,1,31.509208215278917,1,-4.53923677880376,11.448054923804223,55.148184173702504,0,0
0,0,-0.0056066294441217395,1,1,50.31659120221146,3.927417551513991,0.48005027919084686,-5.535589451243547,-0.6592984515523158,66.66789940150146,4.757392866604773,1,32.24782421090464,1,-4.052523774506724,12.282874150832086,54.77243033268593,0,0
0,2,0.304374999624185,1,1,45.777735441226,2.7130441862115737,0.46649307698494424,-2.5979505127990388,-0.5012117013760015,56.10834328071415,3.284432531791339,1,41.13062498603706,1,-5.120624344819077,15.153759464547658,48.61675735292273,0,0
1,0,0.7656235979571179,2,0,47.160751792747206,4.569356626808285,0.41886471495572175,-4.846243573681526,-0.4993641883153813,73.52321239597168,5.625221303496641,1,32.11354330003251,1,-4.594434751711454,11.686845251396957,56.66116775352972,0,0
0,1,-0.07740516384442976,0,1,26.787655389663563,1.301647815480227,0.8304761830813785,-1.376882156396789,-0.7556587778561591,48.30905385862298,4.360423124519415,0,19.855016840264994,0,4.521866161027182,9.760573619867031,58.73182377712227,0,1
1,0,0.829547700741637,2,0,54.31192683958466,4.938795182842179,0.2013656262654695,-5.24186188567748,0.8322547227025396,29.26514053056227,1.3402694537053879,1,85.80778508720347,1,-4.051648037339545,34.50667048337688,25.54749270545983,1,0
1,1,0.1627043658539695,0,1,37.65587959992415,2.240834649354994,0.6101659560569552,-4.678495664425153,-0.729925733408879,63.81676169817666,4.789509192773211,0,25.899022094808323,0,-3.7513756829869314,9.73224295601023,57.27882974106622,0,1
1,0,-0.9371042590235865,1,0,63.88979801296791,4.827772729999374,0.10853313059116426,6.491276862963407,1.3323459675067204,12.53030901581556,1.0550797647721686,1,90.28410387112702,1,-4.142454105701418,36.436263035300854,23.050739102955568,2,0
1,0,1.6333388598685956,0,1,26.933530944749343,1.925230898161248,0.8117218178509811,-3.562852649948982,-0.5161444852465432,47.24569009464489,3.37994075612093,0,34.030016582713365,0,7.623014855085756,12.139675962826267,51.95477740877576,1,1
0,0,1.313966540242785,0,1,24.368879394956327,1.3583802821711954,0.9094177362439699,-4.887954655041076,-0.49586974685192653,35.990758044834685,3.0714296191911945,0,31.369710477087764,0,8.755455603799511,10.684699938637234,51.945390592299404,0,1
0,0,0.659037475693549,1,0,50.17955837926256,3.3249089381258132,0.3616023294905797,-5.715653951901238,-0.3701102283019654,57.123856372637235,3.4238881395380236,1,43.69269207666019,1,-4.989951220385334,16.83669297865446,48.04934787003849,0,0
1,0,0.7724012286050677,2,0,51.60245452428576,4.892140824634379,0.2629824130496985,-1.5999255261618206,0.2651931028018518,48.36744730247992,2.445404880594118,1,65.59568687942497,1,-5.091615401077542,26.003067482195323,37.68126066542783,1,0
0,2,-0.5542477434178704,0,1,22.91639756199838,1.0413958449382679,0.9007897370182496,-2.105809118812675,-0.5522199851962376,24.13500024259724,2.690367840811611,0,31.69620704023538,1,7.889638140099855,10.448614002633656,50.50373656856363,0,1
0,2,-0.39795626629365183,1,1,54.3489031197673,3.765607733215182,0.32641136244239344,-5.503221444274541,0.03228713437445934,45.7493632336741,2.545322528595593,1,58.22540789343622,1,-5.392551105968978,22.459924565958932,39.62759498521436,0,1
0,1,-0.8729164287571993,1,1,48.525432167788225,2.6352758104053073,0.359120325857469,3.2452082928338015,-0.27515616127420867,54.87205750127684,4.292614442214038,1,31.579362356679052,0,-5.25264232110403,11.277215716533174,54.21717854018853,1,0
1,0,-0.9040310753993093,2,0,62.59183025854808,4.720131373710671,0.104787457783109,7.055835261893865,1.78202885224666,3.2601676580635486,0.6533426237020773,1,96.26894832209155,1,-5.198538227647793,38.593786979405365,19.732547912023918,2,0
0,0,0.2148830483426522,0,1,26.22215605972808,0.8791752717823934,0.9161071679843737,1.094745409180513,-0.5474146241818059,19.294871650422923,2.629818465988429,0,28.859955851976082,0,9.554961884854325,10.038929504684477,50.973871726283534,0,1
1,1,0.4176628840974887,3,0,65.55732244953995,8.271553879960697,0.12509256338476965,0.7397692714712267,0.6812731906290811,49.440482887940576,1.9299082917345267,1,81.27072827713752,1,-4.354263001442307,32.57683738089652,29.625616412237942,0,0
1,0,0.5129217135659694,1,0,42.30733801487308,2.891880061715024,0.5254775719233867,-4.793216053641426,-0.5937622211781863,64.30397331525883,4.391935517607905,1,31.90229579887425,1,-5.402100495846273,11.874381011425905,54.90315550572459,1,0
1,0,-0.9471117168633163,2,0,66.16917741992387,6.819838078500874,0.08430138432202594,4.287696166998822,1.4567372924746764,14.74684603752014,1.0598184417834322,1,92.36677634079099,1,-5.363437396226045,36.990233824494794,22.104028104872228,1,0
1,0,0.5458927937038286,1,0,42.25141859905881,3.155663768804352,0.5202901983986986,-2.273035406039668,-0.668590360836033,68.4507511755754,6.360727205665553,0,20.486008952159256,0,-4.487945524100518,10.074664600287026,60.970526041631075,1,1
0,0,-0.6408863208306643,0,1,41.40136555269301,1.8772760087157976,0.5381952477279358,-2.1486272493657097,-0.7431805059809967,54.74468676017763,4.420761293487904,0,24.08554828137493,1,-5.3635360223187165,9.895721265398548,57.078440617919426,0,1
1,1,0.4481571866647568,1,1,43.02738281698818,2.778457740973348,0.49699510835083716,8.185215624218053,-0.5146767759625621,62.04664557168611,5.688338309919643,0,22.398494541269663,0,-3.932441703357057,9.99891329207934,60.05275600496692,1,1
0,2,-0.6688043104737309,0,1,26.721510865196336,0.9467518236635307,0.868012107056423,-4.706370201402663,-0.8452049348555885,34.11381479618079,3.533480519273026,0,20.57531337135646,0,6.696772771557612,9.896444721252273,56.326576450730684,0,1
0,2,0.42460138450168866,0,0,30.840140293282428,2.366840170734341,0.6838898637180193,-4.918953424012172,-0.636461215571398,60.50872542864802,4.2381957143737505,0,29.538471893494076,0,1.2680645161771196,10.86060705263549,55.44137790364155,0,1
0,1,1.3679974460473239,2,1,45.767368702241285,4.215490780833823,0.6646883486024668,-4.068918974124342,-0.6840552001005495,72.25848284994882,6.379917129731751,0,24.44267469272157,0,-4.298385556194598,9.755903374797754,59.804557482055465,1,0
0,1,0.26745376254530545,0,0,31.21732118043257,1.818472818690544,0.7033265406208132,-6.529216065129383,-0.5556390528407724,55.77754127537148,3.983304169778738,0,28.25576430055718,0,3.3778396213133206,9.9942986590378,54.813258795158305,0,1
0,1,1.5906415538064511,0,1,19.9493604458826,0.8730767693822856,0.9855434102660147,-4.833418242558416,-0.515186662883285,24.12678995455101,2.9623262226533686,0,26.07974278775973,0,9.809159835192172,10.001332163805223,53.450773362599634,0,1
0,0,1.6080481039092078,0,1,18.106922684905456,0.42773206166219324,0.9989147563939584,-1.8255295298444008,-0.6007087075957996,4.0448251497169885,1.8301027538827004,0,28.507539676744752,0,9.999844364209025,9.808710131955385,48.77784204739419,0,1
0,1,0.41099438706814406,1,1,56.92501773172876,4.7422615505731605,0.3576471401705733,-7.034168272225035,-0.6378299191065946,71.69801774203782,5.376843558167742,1,32.006900742162934,1,-5.3055660999152305,11.879914921434743,55.729630857548955,0,0
0,0,-0.7057160429200416,1,1,45.245764566585684,2.340253275615801,0.5268907863211874,3.26560972447545,-0.6413190491336542,50.33043904878731,3.9046655506673638,0,30.306342674664887,0,1.3665698947485652,10.76712849824768,54.218385459348205,1,1
0,0,-0.6948838053213223,0,1,24.878787403589115,1.2679634683547194,0.8693832276174454,-6.276934614335968,-0.6574772425403309,35.26516445285899,3.0209653659929896,0,29.833930757789627,0,8.625989603322466,10.069187057782457,51.87374057966679,0,1
1,1,0.2353985856486353,1,1,45.97236935961823,3.5031072820796383,0.4833225864924067,-5.781599995992172,-0.3965055584814473,60.76261479882334,4.122761972948595,1,36.32175193651995,1,-5.407310671434983,13.345856617624275,52.22720683769605,0,0
0,2,-1.2123941624069903,1,0,54.237565615756,3.5978662619686994,0.24678167060497952,-0.37775563553119795,0.6483593418910992,19.987524445272165,1.4127795336095128,1,79.25710156133205,1,-5.306111108223344,31.508594993161758,28.54564339470565,2,0
1,0,1.1716619753918496,2,0,59.08192269242099,6.841473263934082,0.2475015428814803,-0.7747044183393754,0.04841919745130806,67.73841662410942,4.156381477534394,1,51.5810444331674,1,-4.09381355928522,20.310400593280047,47.50309360610742,0,0
0,0,1.0353261861446843,0,0,33.842129764202134,2.5389868025512285,0.774597485746999,-5.886138090228348,-0.8132645834223386,62.93697086000671,4.304223198731104,0,29.0668158063578,0,3.941031841777294,10.6936385423227,55.51808250253988,0,1
1,0,0.06662215134478087,2,0,53.68098491437666,4.626615551949658,0.2722675645127608,-6.428090839023769,0.09916809206989942,58.29572086299716,2.8545199575890003,1,59.82092086924631,1,-5.381381090320831,23.45955553874685,40.88256188130914,0,0
1,1,1.5484752212292587,1,0,35.192661971905544,3.0185234477989593,0.6615154157003249,-5.52732488329263,-0.4668055038563678,62.79909465435647,4.039078928034007,1,36.447718814497755,1,-3.934394654602528,13.506426593928405,52.457376622004254,1,0
1,1,-0.448087132163024,2,1,58.14406755952053,4.790382316512038,0.2517980981892428,-0.417039590602144,0.1992790464230073,48.30395974754994,2.7288351421726045,1,60.65830224136059,1,-5.245068847955174,23.302771889154613,40.17216317264955,1,0
1,0,-0.4425189407632241,0,0,29.21123828099683,1.5729803153883979,0.5949744656598548,-3.9604854397410065,-0.47785695644867765,50.84513031214816,3.5045209018938506,0,30.698147153134457,0,3.257491173794504,11.243212979511888,53.33072106591799,0,1
0,0,-0.24994028608898786,1,0,59.81268097790076,5.56501294607364,0.27814112673652425,-6.12686724651774,-0.03823514173276588,57.92937176626965,3.1521710804577747,1,56.66909417565795,1,-4.731074902802654,22.776096652800973,42.687921467447346,0,0
0,0,0.2336710023719734,1,0,43.84501670917297,2.463866589253912,0.48001007677835794,0.6285048606698656,-0.3010672685366778,55.08873361161187,4.443947868241136,0,29.583336468383088,0,-4.010331626427819,10.523496633228376,55.25057959582049,1,1
0,0,1.7546163922188909,1,1,36.15623849391994,2.785949909923861,0.7927408641396128,-8.78664011101747,-0.7094928794191269,60.35731322578778,3.9371350609063933,0,33.32674337562228,0,3.7187837516612063,11.72966970785211,52.60110723255151,1,1
0,1,0.6485894883009977,0,1,20.893814602532338,0.987173052378506,0.952844045263564,-9.37041902290551,-0.6626169784552864,29.772686857986415,2.508646530911591,0,34.41309798493838,0,9.828488264435123,11.671824289048342,48.55171480637326,0,1
0,2,1.0202997612603382,0,1,22.021765218570156,1.072970381997524,0.9550551985668012,-2.535166917169766,-0.8273211524437009,30.191863531891805,3.226898769272426,0,23.89878010953337,0,9.405526666453802,9.85902207354984,54.882444536192786,0,1
1,2,0.7717796024483256,3,0,57.61074847706087,5.986445683640213,0.27168896485170113,-2.374140602926608,-0.0700816544844825,64.34405132736936,3.798759816315168,1,52.47606483655516,1,-5.187060085167903,20.23058349594435,46.26532698552769,0,0
0,0,-0.06957097705279712,0,0,50.14443124953687,2.60436219792098,0.41291735445725275,-4.417908111379051,-0.21670349423743349,43.49423301703994,2.77065030918407,1,47.88091917171909,1,-5.477935906933644,17.736833983942116,44.330144161576726,1,1
1,2,-1.5518391554185322,1,0,39.70191341992151,1.7939026399391496,0.42277007467122235,8.793454905340099,0.06792280581851713,30.141338031383015,2.819798688870887,1,41.39803038757695,0,3.2694857930341374,15.144271807053158,47.68242524152467,2,0
1,0,0.5274340547365098,2,0,58.985566672627186,6.819511905733283,0.19839213387640675,-4.505071646126693,0.3605817096770179,59.93805890458391,2.816567772618835,1,67.37180834446083,1,-5.18392765501869,26.950075404116305,37.99004632533995,0,1
0,1,2.0715415906810892,0,1,26.964429690973844,2.10229597957718,0.9024106242879297,-9.29181739406613,-0.5553717377657744,55.925055426584024,3.5143298215638565,0,35.83204050829121,0,8.896353648420302,12.946452332895241,51.163037567435765,1,1
1,0,0.595412029623423,3,0,67.7130645445803,10.450888034998247,0.10732437587641108,-4.581861445309567,0.6263850102427683,60.39567320800592,2.5519794460956655,1,77.49851031319609,1,-4.9767270283845,31.5665876754186,32.923780294432675,0,1
0,1,1.3913671352302244,1,1,34.11873643763246,2.4035961469166995,0.7405850237379878,-3.212072700141616,-0.7033523782344017,63.74737438101828,4.97890376797823,0,24.435239609808896,0,1.8212485805004732,9.986898245675203,58.1357856209421,0,1
0,2,1.8036852225146223,0,0,23.25993739871025,1.4370526797750895,0.9095688385713886,-2.6044951030280306,-0.6115789197207878,52.476889193658096,4.079297824272463,0,22.940785072535885,0,8.908111815364354,9.821959321731564,57.63839901147942,0,1
0,2,-1.2916362361967326,0,1,20.779471510331845,0.48723733948752784,0.9629072685673545,2.600981506950985,-0.5794763483070491,5.629813817777962,2.160951667350836,0,24.66073861612711,0,9.908495911774619,9.882017508988326,50.86525719474402,0,1
0,0,-0.2277277579437996,0,1,22.43359505759032,0.6653202757501825,0.9524434285439538,-3.5793644253977757,-0.5760888710560689,8.849898333945415,2.013600175078776,0,31.43826817906026,0,9.822194173993584,10.003332848465964,46.95677948101867,0,1
1,0,-1.0742137037455357,1,0,53.71174765055122,3.079364769423865,0.30576605521489586,-0.15403086186625004,0.3241955583034148,34.15423374953988,2.1494267064510915,1,62.46819182158928,1,-5.458638713594017,24.498504681911744,37.09402576190263,1,0
0,1,0.8221566890890573,1,0,28.003876465829947,1.8810029603194236,0.7793707031915897,-4.8509394778084935,-0.7788368424695783,67.4946886856587,5.64825958006542,0,18.521605417878185,0,0.034134901229840864,9.862427869332066,60.945080890485166,1,1
