S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4
1,2,-0.052888672161139565,0.24645997073453046,1,9.027740266736558,1,0,52.61660715876418,-6.221964765787722,0,44.409545908051605,0.8572918163465552,1,3.905958236143678
0,2,-0.26629012508831457,0.026490928053528373,0,2.4555883646353105,2,0,49.97568252388302,-5.478217273025083,1,99.83035119043001,-0.44250797453296403,1,11.030883664952505
0,0,-3.0167888711041946,0.6595523839865753,0,18.29329485901338,0,1,37.70690605582407,0.9817885089288332,0,26.112265227726333,0.5070899818003811,0,2.144347793249763
0,2,-0.09622303909456936,0.008893656924083282,1,0.06652233461155177,2,0,51.108729181589716,-6.278993975796958,0,99.9986049591028,0.6668117007786838,0,19.174547816750874
1,0,-0.44879105426794663,0.681313786646758,1,28.136625631399134,0,1,57.46008963482181,4.930209835683783,3,34.39761016868603,-0.43116663554393564,0,1.6096819637165969
0,0,-0.4943564375208391,0.49971964469528674,0,24.6808564138857,0,1,30.381676222529038,-1.5351543848518983,0,32.23401639968516,-0.21641608090592812,0,2.158922274797573
0,0,1.20926937919879,0.38486901815392827,0,8.05912192653906,1,0,29.4277250455387,-4.416698656883722,1,28.9736620771476,0.42853471657278436,0,3.06380304085229
0,1,0.1657599049100601,0.26425308418393767,0,12.376128451955527,1,0,44.84465020375538,-5.72038342452522,2,42.27829264234826,1.567900011476285,0,4.074297118423303
0,0,-0.44046362288442215,0.18162359265499012,0,16.60818410060711,2,0,31.75404731798768,-5.576584876684074,0,87.67403641196962,1.1256750187991198,1,6.0460995347684525
0,1,-0.014591532044340964,0.32351221907785715,0,5.894250619753882,1,0,32.624595886122364,-6.1538716823992266,0,30.105999875164784,-0.3686036642060066,0,3.9195810189751255
1,1,1.6146458470731384,0.5857270204574393,1,31.044871572172532,0,1,43.18191391021891,1.380904366321218,2,27.18673728574204,-0.8218750336757956,0,2.220030083468659
1,0,0.9881687160336186,0.9612100810585368,1,38.128112881466734,0,1,44.85862351356372,9.32278113882344,3,38.96376752721519,-1.8607101802780892,1,0.844559157329346
1,0,-0.6178959300167202,0.8556778651411199,1,37.610447061925676,0,1,64.87156439223321,9.306463196956656,4,40.80333984277213,-0.7545361114065476,0,0.9659289120883924
0,2,0.38565429558326664,0.2759464484706837,0,8.168736946577003,1,0,49.545418850057786,-5.688738078069172,2,70.24827616178794,-0.8054382840064136,1,5.052393955465598
0,0,0.25007566088752015,0.17637260969832846,0,3.825616176422577,2,0,32.22662541586352,-6.460580474386512,0,81.54410131469977,-0.3344655586013798,0,5.79166576543363
0,0,-1.2061969713809784,0.853648710872926,0,30.14459686857751,0,1,18.89218767371459,6.341426230426599,1,30.447028910713,0.7483317956939594,1,1.2649222560844093
0,2,0.08374822882203775,0.06428824723820659,0,1.3574047244648924,2,0,47.65175761056009,-6.055231410439679,0,96.16027819765107,1.241271380714338,0,9.073774300124672
1,0,0.781859206060456,0.6589965060672281,1,25.983015595499204,0,1,45.17443783762279,2.7433294754949955,2,35.963302644402205,-0.7574549758649813,1,1.7239885312074505
1,1,0.11002996917723087,0.4903607665625485,1,32.78841869828271,0,1,56.29220877713202,-1.2580102409706555,3,25.781915659983483,-1.0258446251916975,0,2.3761056019792335
1,0,-0.8061593014874086,0.9701106896235502,0,38.62349235668135,0,1,33.74603057467112,8.5615537371805,0,27.17266288593867,0.052807115779986404,1,0.9944472145874143
0,2,-0.31852672756514244,0.002403221089750218,1,1.593710006237905,2,0,56.042687329350635,-5.832852517293595,1,99.99972233216987,0.7033178276774732,0,17.045933332055917
0,0,-0.3272070168274474,0.5136496996605988,0,26.991766152659856,1,1,27.667839190445306,-2.804768684239889,2,26.891030329461806,0.750492497559123,1,2.62610765204285
1,0,0.27942722246174073,0.8295462140459018,1,39.31199108674308,0,1,49.48018225947308,6.589918046616976,3,29.353903186344805,-2.135985789896379,0,1.1801917876615353
1,1,-0.32707052299217887,0.7450731437133358,1,29.104482279336242,0,1,30.506626792389376,1.7688418846622014,3,37.252564137940716,-1.6415296747572066,1,2.2651826053303554
0,2,0.5631468507255569,0.1287929372825507,1,4.016598324321723,2,0,35.2109710188949,-6.2631959754704924,0,89.57957663461664,1.7694296529781712,0,6.089964631291203
1,1,0.9005404452200575,0.5841438016118631,1,20.83180860687615,0,1,55.67591755358599,-2.359720565303105,1,34.392967328923596,-0.9263365326257224,0,2.5123680727313866
1,0,0.8225191679580502,0.8795782663429024,1,35.04800766204289,0,1,43.692187094698525,8.127335536816076,3,25.43214662710916,-0.6179860394244439,1,1.2350055133184812
0,2,-0.5963883900800434,0.2645157134435212,1,4.123345023682063,1,0,46.349586296712495,-4.875787150995383,1,64.31601431877623,0.13014489297428916,0,4.742604119012406
0,0,1.1280929152431134,0.6514140484052541,0,23.1242340467168,1,0,34.343002643542434,-4.849833475068202,0,37.571071974628815,1.4198894614332855,1,2.8007046288790094
0,0,-0.3299062742657417,0.7090089634388916,0,5.524142103743923,0,1,31.880407244243003,-1.1549259511579582,0,26.914109042275093,0.675308222842736,1,2.3857157228325088
1,0,-0.6259608906815597,0.6451374708590608,0,28.868282454789487,0,1,44.60097595893977,1.9193902448589881,2,29.452469878571574,0.18382284026997325,0,1.9715805297305382
0,0,-0.436485121524918,0.572240062161039,0,27.828937902107604,0,1,32.62521388294345,0.008467141617341412,2,28.0800055204928,-0.09487664113273851,1,2.0688899939782126
1,0,-1.3980769698701112,0.8702059473698549,0,37.32779618359569,0,1,32.644644059422816,7.552930124707501,2,20.812854296467414,-1.1206182732992755,1,1.0739504553090466
0,0,0.031467663082238743,0.476736350242628,1,18.45115928832342,1,0,37.49185358208985,-5.041752579604724,0,31.275138887834014,0.5840498765427301,1,3.3762653529090096
1,1,0.8015161397296137,0.7016744660956425,1,35.70056668267558,0,1,55.87921505863862,5.776929395654712,3,28.106990514580133,-1.441694685134363,1,1.5261032258039708
0,1,-0.33696514150052503,0.5364123132466357,0,3.6196807310423074,1,0,30.519758285776017,-4.105421752059728,0,30.815813815372735,-0.25394050032107474,0,2.629474280251555
0,0,-0.7464157654100391,0.9695592824420601,0,36.663838055286504,0,1,35.33213006641873,8.194379029209433,1,30.866232909736556,0.07950748547654425,1,0.9898073613955214
0,1,0.3911564538324022,0.29562366730158274,1,13.489899043768045,1,0,41.705199330816285,-4.887649845541478,1,37.115166737346826,0.9220660069890151,0,3.6641908028876524
0,0,-0.8847634996901944,0.1353700405529883,0,1.664355744831405,2,0,33.91346813523204,-5.949645763074681,0,92.50353131303345,0.306574633614368,0,6.357398892889067
1,0,0.11765950281615134,0.9908794220253869,1,34.61828808062613,0,1,34.36697246794526,9.930195518781048,1,34.22040913956902,-0.042675359582013635,1,0.513305208785022
1,2,0.03713028294885816,0.2431789564152121,1,17.25246671255677,1,0,63.47446103248025,-5.383136898541181,2,68.47311561017145,-1.8406458888273516,1,4.910457583633171
1,0,0.2349433660095513,0.9724443326375796,1,39.11804617069767,0,1,54.48688227574247,9.936319866675007,4,25.134323596956175,-1.7834219160288833,0,0.606303738330541
0,0,0.08491686402784956,0.6265657454499168,0,26.404100780051472,0,1,30.052354019331595,0.24736411570300376,2,31.201076536480777,0.08275153257721171,1,2.113796088357112
0,1,0.5760778715584828,0.35432426654571436,0,6.215227172480409,1,0,33.692804371071084,-5.4349114022051905,0,30.39885416243786,-0.44353612985786217,0,2.761679145385368
0,2,0.2813948708194154,0.23965955488059815,0,2.3041949313383325,2,0,29.358736108391923,-6.029763932200739,0,63.579358187564736,2.2344252188248266,1,5.873642791287365
0,0,0.3066243869047414,0.25534190114874455,0,12.101675837591035,2,0,26.535260874052405,-5.849396861656557,0,66.10059143168887,-0.08985444922467319,1,4.941503420160242
1,0,0.00886425286157734,0.845286265616536,1,35.29232588282099,0,1,32.44050958435554,5.1230868546265995,1,23.71063917750541,0.6608510573245551,1,1.5681098190594402
0,2,0.5950345343876566,0.03333475884841458,1,6.200571825013141,2,0,55.64730848145694,-5.150701296749575,3,99.25482902074769,1.5910783220794833,1,8.994627678623226
0,0,0.5966818094871137,0.6570129815959374,0,19.394059006198184,1,0,37.761605523296296,-4.579994399684223,0,39.4578772284276,0.1427164410204595,1,2.7967647970704013
0,0,-0.3955063748456373,0.1998839410233586,0,10.42564941549275,2,0,31.29686014768122,-5.8134721899397555,0,68.27506917493726,-0.062467667371849694,0,5.11177888131334
1,1,-0.7797694684860998,0.6381212195303642,1,34.45247182619318,0,1,49.468162981133226,0.5945324520448008,3,31.545320390766594,-1.0009982701494973,1,1.7840351218003012
1,1,0.9601527048742269,0.362333402837611,1,24.775916468418615,1,0,51.499261561956835,-4.219775618580261,1,29.81333540608687,-0.00020496514380509225,0,3.1855125237181716
1,0,-0.7557776085882755,0.7887387970319806,0,31.417633420166933,0,1,36.11393530688906,6.045949221646545,3,23.583647544035053,-0.8392690530393543,1,1.5047070935656537
1,1,0.33023768400838427,0.3646261790003964,1,13.826993295239525,1,0,56.75094523484688,-6.375799353919619,0,44.263682182958306,-0.6807603505727814,1,3.686499396185752
1,1,0.21875190918184434,0.5627673177669539,1,23.364996730206048,0,1,58.01565991571793,-1.763405827672683,4,24.056738067181165,-0.7579709993473382,1,2.5891528719666628
0,1,0.173939536971658,0.07611737145142611,0,6.190074796676493,2,0,67.90932664999116,-5.5066116503401075,1,97.15379167804028,0.6501307988433846,1,7.3677042335986185
1,2,0.8359655669390608,0.03615982746047025,1,7.376195811729298,2,0,64.16012429483547,-5.525656374691582,0,96.87085844626384,-0.0652266257839742,0,7.473290388472671
0,0,0.5963871725583064,0.5110459867633707,0,9.750790555739302,1,0,34.73064244051103,-5.579939877148038,0,31.767034414183453,0.4962303255164245,1,3.6508283798327867
1,1,-0.06349803258237743,0.7129621327016492,1,25.283180344652813,0,1,64.08804129579465,5.534497922814317,2,36.482127294442286,-1.6670539942991542,0,1.6774653130175585
0,1,0.5798050509294772,0.3255499760636523,1,14.12607594666535,1,0,40.02225465288279,-6.0966508084325435,1,60.03991083081238,-0.8304871104020995,1,4.463024156498933
1,0,0.10738317144706035,0.8141205419213546,1,29.570192245165977,0,1,41.18808021852621,5.714046063938385,1,25.142217441387828,-1.1383057049994478,1,1.5332379927331572
0,1,0.5072613356060882,0.5664375084575564,1,12.227448262535596,0,1,42.16484902643488,1.9232319612474225,2,23.299885060432814,0.18679147831095136,0,2.049333621676832
0,0,1.6758886874687409,0.30968730402754346,0,10.683290124121712,1,0,30.990435740587774,-4.168281469082034,1,31.91219676575233,2.2869735338473625,0,3.0884507175465075
0,2,-0.7939656714769847,0.004781992315077033,1,0.2575331507377987,2,0,47.597380993197916,-5.6955823184173004,0,99.99873533055363,-0.2795965398675108,1,19.04591218163867
1,0,-0.22517624177736986,0.6461401222060902,1,28.797169873600584,0,1,44.96233301971337,-1.5917704070751864,1,26.196941371803682,-0.2910487888684526,1,2.8220338193823857
0,0,0.0030824924624702475,0.6533679745291521,0,21.52160961136877,0,1,32.49524073060567,0.2975384007574622,3,16.35482612768846,0.44060094057872756,0,2.273452024970743
1,0,-0.42541676296904524,0.8633533980645227,1,31.966402315334463,0,1,24.214304334483018,6.449862741793282,2,33.170972562497575,-0.7882878323887795,1,1.1593036106978738
0,0,-0.16927203646963787,0.45706995879099427,0,17.468617984992793,1,0,26.103842897583526,-6.224766268460097,0,37.726145965957656,-0.47154778665861147,1,4.0213159664509375
0,0,-0.6845969734893534,0.7317241197715807,0,23.382193915562507,0,1,33.76244812801365,-3.1482423286918753,2,25.299248734971275,0.6134389277450206,1,2.659919368599693
0,0,0.43091063491602516,0.5388431063189024,0,13.983707866561012,0,1,28.57642307669181,1.9108958784016021,1,29.908717579026227,0.37098637497599923,1,1.9834263020108975
1,0,-0.08678095811114592,0.9455412814839307,0,38.91866204493663,0,1,31.65231424157126,7.968714881189587,2,27.424245856743013,-2.230951893791929,1,1.0408807305783665
0,2,-1.1093904225902296,0.04475491058970271,1,4.40689359014891,2,0,52.591449477346885,-6.369967981141452,0,99.66871380473621,0.22946391274855793,1,11.041432578242683
1,0,0.296281519734025,0.6255548337583413,0,24.624749286541242,0,1,36.150579495546786,4.834659094834857,2,27.511387810885097,0.4047136193276219,0,1.7647656831942353
0,2,-0.7308730355601737,0.32243270205323027,1,7.3684695768883035,1,0,44.8609374247395,-6.360792183012366,0,53.83947863714683,0.11102978622017143,0,4.453651288217262
1,0,-0.4066549661771603,0.49968688636300584,0,24.345392343982724,0,1,43.18308752705228,1.9951226816030694,0,31.395916142701353,-0.6364879540830967,0,1.9255299244513375
1,0,-0.824879878775252,0.7410405429331979,0,28.56924256121409,0,1,31.940747609659283,2.907485439720645,2,28.235386747205204,0.4865223831190144,0,1.8768926260257162
0,0,-0.4235644565193011,0.7920030631477148,0,25.142103948352194,0,1,32.66323595564664,3.212260693551503,1,29.132481238115826,-0.8546254844209241,0,1.7023771987898761
0,0,0.19604434278236937,0.5586532680197612,0,11.790740065148748,1,0,18.071711560365312,-4.032037368780582,1,28.672219624778023,0.8906472991467194,1,2.705860120171283
1,1,-0.2733153167924536,0.6011993060870507,1,32.56847018299474,0,1,60.34901485257115,1.9431757008533417,3,27.878558235861817,-1.3180691034177954,1,2.4757788861388064
0,1,0.6233425136753799,0.11364401300757265,0,5.46283424312162,2,0,24.103983342031576,-6.232470653375773,0,98.35876379974191,-0.042343320815766555,1,7.716587534733287
0,1,0.0437941261655668,0.18018363120992492,0,3.949272025613604,2,0,18.00508153878321,-6.198806388994536,0,76.76101797091025,1.690287565181976,0,6.433557414968407
1,2,-0.344090011509316,0.2257896711814823,1,17.52454956004746,1,0,55.23862311507699,-6.301006027895413,2,66.52305440164706,0.5871103433320618,0,4.648930814327856
1,1,0.32499890768843714,0.8034438524921207,1,38.762903111730836,0,1,68.28115928189334,9.154831996636492,3,35.9492065032472,-1.9993574567035222,0,0.9452179541495705
1,0,-0.17773242951091917,0.9732573511548721,1,39.60453918536589,0,1,41.24230072219065,9.938594665028845,3,25.774345643613373,-1.8643071826323314,1,0.47881108322610083
1,2,-0.22862786295883714,0.17192428004117433,1,15.220229263684843,1,0,69.35886424134532,-4.540381396378147,1,91.05067539388203,-0.9693772952221875,0,6.558895784188139
0,0,-0.12662872999953287,0.6786999699490466,1,17.704706230892167,0,1,33.29138075559207,-0.8649416619332957,0,31.10163576187457,-0.5329448726820383,1,2.58169095067468
1,0,0.6789556225723248,0.8557528657643931,1,36.23698002201988,0,1,41.31678665869593,6.583728213045223,1,32.20820832321782,-0.9610422724786342,1,1.5092278660182075
1,1,0.4181982323094883,0.6230150044087996,1,26.059461352424954,0,1,50.96721219192232,3.575967087095515,2,34.239590869855704,-1.1536371863526411,0,2.155205059023274
1,0,-0.2371159273386971,0.7637450018572183,1,30.643423135083484,0,1,34.46903001245954,4.674316072710587,2,36.91149197712685,-0.08359354167534765,0,1.9074376199254124
1,2,0.1543385871655158,0.31173863648115513,1,8.691867065455474,1,0,56.08894187566976,-5.841956269475089,1,51.883453985407655,0.574332302715788,0,4.038845633789873
0,0,-0.1200408851423099,0.5281606967804253,0,4.169673815559989,1,0,29.36973899304956,-5.997973221754681,0,30.368126173164146,0.6565702908446945,1,3.3806159537102958
0,0,-0.28246904388636007,0.23463177309499061,0,8.738575208619627,1,0,33.26535952744038,-5.378844529123104,0,57.525635592387594,0.4244582314576944,1,4.5383779557844806
0,1,0.08064534897706932,0.3412070234662875,1,12.627754958116451,1,0,37.91441963374213,-5.341621133019845,0,28.733433266800468,-0.5805569346878469,0,3.470125694673254
1,1,1.0756634337703237,0.4862422855893349,1,23.85094693735209,1,0,58.2576974672224,-5.182503743323943,0,56.74180770630566,-0.0952209235294398,1,5.234322574538394
0,0,0.17656471540907248,0.8632199710484737,0,34.955233925292724,0,1,32.41729549898705,4.939889117653086,2,33.216033200716886,0.6632013029493931,1,1.245191625440858
1,0,0.3047054436921221,0.8821439018426894,1,33.43890156350349,0,1,62.355645670406574,8.413950184822387,2,34.21473598439771,0.9990694049327199,1,1.0519652627303737
1,0,4.900499941451461,0.7962169175426109,1,33.8053083323421,0,1,49.54673993778081,6.902465552301312,3,30.348507264578682,-1.0905076928271986,1,1.2719676685796832
0,1,-0.26860635936398897,0.300820620806463,0,11.619293706553497,1,0,40.334211840274506,-5.222383441236253,0,53.09973259867265,-0.2684196121366374,0,4.035545025545441
1,2,1.2919626870689698,0.13141680939373118,1,11.428750277756187,2,0,50.83825781593464,-4.567948422373256,1,78.691459478802,0.878103217517305,0,5.350842408227289
0,1,-0.12618915132048228,0.1563686945980456,0,9.347173524078343,2,0,35.26622944976934,-6.361255464294323,0,79.50233690669806,0.2310014837463568,0,5.077554873280306
0,0,0.012046796133978297,0.31469867639836646,0,8.032336675208217,2,0,69.72444870663962,-5.485334485552754,1,79.7660054805158,-0.20614801953790485,1,5.724940713985116
1,0,-0.22986324561885885,0.982934507469504,1,39.77603533438539,0,1,62.81396050188426,9.813420859725284,2,24.998309864776026,-1.5697491930536416,1,0.7061613273891024
1,1,-0.905456534254069,0.8965341503331015,1,22.66114538506052,0,1,56.44003558624973,7.248974010414372,0,16.642289978817686,-1.8597822294353858,0,1.4776679355298914
0,0,0.5047877737402764,0.48245216934306334,0,12.756737567899155,1,0,32.71490119081727,-4.405611555212559,1,32.28015671364011,1.488446672519143,0,2.72312303208855
1,0,-1.6083030554279838,0.793540885601618,1,33.03722730211099,0,1,59.63650212047917,7.991565347691697,3,35.51412678581899,1.0790104950092614,1,1.0063112510009926
1,0,0.09814309683049517,0.877614748862926,1,34.12142649836122,0,1,22.651711410235713,6.459265237378581,0,32.947738620113384,-1.024754755900218,1,1.468811807821071
0,1,-1.1714424386831714,0.2929434997627076,1,8.756811001960568,1,0,39.01631885095445,-6.147855662620109,0,36.83536114415792,0.10382205037195191,0,3.8100567701623325
