S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
1,0,0.4642699907874498,0,0,39.478397909833916,13.375299857489367,19.57145087499161,14.736739147038922,0.9910036307731331,4,79.9819951018798,10.59891377235564,99.96270003256134,9.990550563155342,0,0,97.76731895619915,0,9.987830165583471,0.14612090063524236,55.03986456480098,0.25713788604817156,1,0.9969010337613842,1,67.94558128764504,2,0.10085999930213208,2.0927762361966407,27.9483104113545,3.3711674944717607,12.107931840457859,78.3698660095621,99.99966473868426,-0.6609666769141354,1,18.140104668308943,0.771447092020411,0.2575679910843094,1,59.07443312479762,57.71396029878094,3.1515529667763995,34.1718779336918,0.5136321520467364,1,1.710719368446876,0,79.73066062303002,0.3917483480709443,98.59211327546424,1,3,2,5.279940925215617,1,0,-9.06722494051736,-8.17364893292985
1,1,1.133622445778354,0,1,24.920453651687907,3.1668197957418216,40.72661375023642,2.982223848442719,0.5752643744094893,1,25.969943242323275,10.16007292807156,29.518052550509466,-2.5102163340026618,0,0,67.15244971281953,0,-3.1614831354506396,-0.7751589943334647,49.95245628497564,0.33966139505761017,1,0.2845819533631173,1,54.77692390748114,1,0.3610097341796872,-0.05964784201725237,33.10946787692526,6.551386400485328,13.40275396152226,50.46661817950266,52.43532222404159,-0.6183732522722647,1,56.42969409500415,1.0519763369662571,0.10867634855198044,1,25.19562733937072,43.15997049599542,-0.4682262810128694,53.16463575477974,2.310463364510345,1,1.752030191930013,0,32.67794244103146,1.288117837207734,60.03153070840147,0,0,1,3.6020582005213475,0,1,-4.533271697483326,2.325476923702521
1,1,1.472013798139592,0,0,23.00475558752865,2.416700171122427,48.00962336475961,2.4644959315429515,0.5941938068455309,1,19.692242733701573,10.789645551603261,24.4908927352759,-4.460908502480071,0,0,65.0001325913499,1,-5.072084633403281,-0.07624874044389822,48.10059011668649,0.21693774831168394,0,0.307919475178949,1,53.78335586599779,1,0.4231188655635646,-0.2213632248353889,15.275771738638554,15.090655321882409,10.812752070486393,49.10241950103021,62.44697252047175,-0.541619234578384,0,60.269754546085174,-0.594896484006937,0.07792011196096804,1,15.468035783713635,48.73732896994457,-0.7105298953836965,74.86099587501114,2.5208545238694375,0,1.7468066817947627,1,23.975787781492627,7.810833243759255,60.75315097471364,0,0,1,0.9902338484012937,1,1,-3.744325274630862,-4.842245660139859
1,1,0.5346617118488051,0,1,26.431655028939666,3.745877925735166,35.2212003226777,3.5471465907414506,0.5806697607448393,2,34.500253833051104,10.044744793065693,43.96955619190192,-0.3241550167934175,0,0,69.76650483374999,0,-0.13058050815814504,0.2288480791068172,48.551302754712054,0.2293086310500584,1,0.3706761603186999,1,52.25909417075824,1,0.07833838413169453,0.4531923588792693,3.4991617458142765,9.812296475586491,9.796575593036046,52.02561926031972,37.82448702659421,-0.8688474168903559,1,45.86947155815078,-0.45111327664721296,0.3143053897257214,1,90.85122113659843,38.153214428302526,-0.6981296202009629,30.76467378309035,2.2728412285911093,1,1.6452672321260238,1,46.69953994656939,0.8339642757889756,63.77259176620782,0,1,1,1.7520141641214604,0,1,-3.008717264158996,-0.7759412780204773
0,0,0.10807767268563026,0,1,26.41296099560244,3.494928049715337,37.190335982200416,3.8566289893972217,0.6787013901936059,2,48.3074460903186,10.141760276154477,59.71381702451877,1.219224553652369,0,0,61.294321052466735,0,1.1420125833675598,-0.8930049855653742,41.279494266461924,0.29503652443628503,0,0.7852920423480902,1,50.73589640817021,1,0.5448754147217629,0.06506626162979857,14.334845360624303,24.584126687954694,10.030947539856916,53.276928205570215,49.04341432179745,-0.6629669199078071,1,31.71889737334911,0.32824989291925116,0.4700779995484658,1,20.059115761502415,29.228612191637225,-0.023659548696656613,50.73965772707986,2.261014502909734,1,1.8259113013662704,1,62.671148750608396,-5.290981424085417,68.58748957044982,0,1,1,3.725040512328951,1,0,-0.8224099505355582,-4.492203540139091
1,2,-0.12192283106545736,1,0,6.702514256610117,1.1523785721412305,64.27532877848971,1.1287042573077266,0.2876968061619176,0,18.526193795240072,32.30777162598886,24.323935175904825,-5.139510560183504,1,1,19.875185654655308,2,-5.103940459275293,-0.48189380606191856,54.1372608430973,0.8836305209243001,1,0.26001998211370647,0,26.132472627520116,0,0.23353285338130314,-0.6869448695466245,35.49302149688523,9.61561737362327,35.75398752196808,11.870986252241082,49.76351678277703,0.23227164985987708,1,61.84589240302579,-1.092819724546568,0.5348139334222944,0,55.23273440926491,70.60589040723183,-0.6706689079157361,33.35426526851943,5.613006876353548,1,5.193913426730016,0,17.71345136697006,0.9624574704480438,15.185886795262194,0,1,0,3.520801767981966,0,1,6.061881149377495,-3.4952449277623447
0,2,0.12959643101751098,1,1,4.414526932477472,1.5084314344622731,51.19224920425452,1.3163348456168578,0.013431408315883964,0,20.26427264054489,38.33269966220469,24.62257403158724,-5.055691583325874,2,1,14.021389415190539,2,-5.095313633349652,-0.2873809219360566,20.797219758337757,0.18583841858674782,1,0.015087110801042025,1,31.645584966642446,0,0.8418066853135205,-0.6746264277588664,6.81351301175857,38.896077519721054,38.41299585338028,14.770433235190312,35.60442380562483,2.345679471079534,0,68.42382368707126,1.8503871972475119,0.38430520175239646,0,33.70229116278834,1.4106658101291902,-0.502400959863561,32.36407955659031,5.4508158352088625,0,6.14392541178922,2,3.7250364327897723,-2.6715084866124297,14.829035936062517,0,0,0,1.310034351232824,3,1,4.669619148254709,-3.3983435374531865
0,0,0.0038752692511843795,0,1,27.739031381364306,4.510863001355256,30.288647960045857,4.467435588386689,0.5597175694836878,2,49.56434608473711,10.683738778286378,66.39222542582172,2.470886781423074,0,0,66.03933527198184,0,3.178411099452452,-0.2656651781569329,32.295159140617315,0.2564011698129697,0,0.6769231143466211,0,52.1324971652263,1,0.26582791628819386,0.29982568340316396,17.252013810202694,27.089182614249644,9.625235299734191,55.10215083722491,46.59405731496975,-0.6296391679876444,1,33.26034622974616,-0.003731657270348301,0.6156228311718466,1,79.67938725036889,26.131082394859632,0.39737698080844164,11.853506017471084,1.8944812881203945,0,1.7241298729692904,2,45.12915016012437,5.00213747123837,69.89438753663472,1,2,1,2.067212273120471,2,0,-2.8603154270509856,-5.213520287953575
0,0,0.33330774002928376,0,1,27.241781512683445,3.9963518886202496,32.33441284548483,4.020250593494645,0.5442239409704591,2,45.118803345777735,10.97982822437797,58.36621885580365,1.139139482809341,0,0,69.18823985240165,0,1.6542416162214835,1.0513324238804462,31.2736431141607,0.20775607536188334,0,0.5793041510430402,1,55.9775078373987,1,0.36085678872366234,0.5277531156012791,5.2146826014787955,26.239764879484184,10.387765318667292,58.3565847411043,48.09667539956594,-0.6834801749595149,1,40.547202069577864,0.23676031958202157,0.3236009465281973,1,61.539684129951986,13.825057978025308,-0.3499897671700467,48.55224055401061,1.737032832947576,0,1.737140990109776,2,42.87145906407823,-3.0278774612042767,71.52044609948567,0,2,1,3.772918796329169,2,0,-4.636173660002659,-5.277376688256098
0,0,-1.8092732299520418,0,1,29.955775742094367,7.530386948882814,20.895467419395573,7.779928011454817,0.42064287411237533,3,70.7060541390071,10.674855829748156,96.72045053133277,6.959709360937758,0,0,62.288255996296286,0,8.57778444646058,1.0623663489661699,21.553503484333465,0.28141147262233746,0,0.9887816161920828,0,49.66905151312727,2,0.9925152813078937,1.2106692212682777,6.632355048473039,29.749738746642237,9.439893219523178,59.81997532593774,99.98603559580637,-0.17353414484272198,0,18.65610342461142,1.2472135623766756,0.9748779881354447,1,15.373279326064454,2.094449852514093,3.2177067916804942,15.180121889908191,1.3948322993308517,0,1.7375467809141363,2,78.52584646481722,9.010710095878647,80.27486453206542,1,3,2,3.0082316639860913,3,0,-3.0660274779054086,9.979662284733084
1,2,-1.6150737414712562,1,0,0.655340746318045,0.5972699921015934,68.7792324523949,0.5823208776418292,0.03680964424597527,0,19.182595659667253,39.90881107581674,24.38587725984646,-5.122275710827758,2,1,1.4896236195134194,2,-5.100028629236374,-0.22831250287420685,56.299046933321705,0.9974243828448928,1,0.11996538355868114,0,18.628900920077072,0,0.43224271173356893,-0.643976990557107,24.506632675921306,12.72772389359126,39.888040941921616,1.054720197327379,31.817096185057704,2.549410891012905,1,63.684988764248956,0.45895990972307593,0.9654637959277508,0,23.126484004217644,60.536021070821384,-0.7298349974297023,29.680635351829014,11.968449949470687,0,28.6775857127128,0,10.933029712145466,-3.7200215068496956,1.6951916313387438,1,0,0,2.6105272130642296,0,1,9.852716727253426,7.079095797000733
1,0,0.4770947372221892,0,0,24.787155611531333,2.3136159037817507,54.290654469311946,2.571319069711675,0.8806532292666962,1,36.020765620556325,10.635805494491105,26.791629890961687,-2.0521428795908374,0,1,62.259730046099115,1,-4.4351123043858385,-1.025607543824057,59.34423352086956,0.7238920676013588,1,0.5795542036730994,1,48.32985048898907,1,0.3032253748116923,-0.6944608116902601,39.42651818467873,15.075208859491598,13.278141870264527,45.622467824312466,84.33715385478952,-0.6393946883770834,1,34.87893235513376,-0.6772803221203527,0.3026981373279094,1,74.73875015548172,72.71828712099725,-0.23378877600715212,37.37918764279059,2.6314767610904553,1,1.850199747782629,0,42.93757011011077,4.717933559619542,57.77468948712126,0,0,0,2.8765932738667117,0,0,-1.128532747976701,-3.167890070031289
0,1,-0.38707813359320653,0,1,30.124063069175975,5.726359400809823,24.5691867317009,5.242411744475712,0.5331175396075762,3,54.688919393954336,10.636957371424005,77.99078745954844,4.397626663673307,0,0,72.76232194335832,0,5.790058027876629,0.4108699860598835,28.127092291112582,0.25790525258237107,0,0.44608180521220847,0,60.048266300212646,2,0.5137912116141261,1.1069685210840747,35.05759728036778,19.95142853792778,9.364225817086,62.55968176430473,41.869782299967554,-0.6309100377400436,1,43.607410985542074,2.0305587810278793,0.5997973850864017,1,50.14664911850224,5.630109630650848,-0.4346099466575449,46.61254152027845,1.3909550205250132,1,1.636617874099545,2,40.70054660462593,9.611748795670149,74.52331016968571,1,2,2,4.1273958255624015,2,1,-5.814366331084968,-5.822770553767484
1,0,0.19055238651149664,0,0,32.18928805942802,4.856452145972889,31.31005317821718,4.790300009685735,0.8331903378496521,2,60.12639933963017,10.347211689703308,73.2678787175998,5.619867027176969,0,0,79.55231952204362,0,5.0546805387460765,-0.8858026935387271,57.37096430503801,0.23490834629079577,1,0.6055370792159871,1,59.49002174097751,1,0.5006211510828746,0.3905860571565473,37.02239555451837,16.18412276262176,11.560388414050653,62.409733584352196,64.83417993428745,-0.7166071896390035,0,38.136512234420266,0.307592271384233,0.40214857038612156,1,29.343154606546417,46.01213984832185,-0.08576543021360915,19.668510546574154,1.4862768691732962,0,1.6513702184408756,0,46.69286988800094,6.040794416987371,76.8360921252776,0,2,1,4.372735052094893,0,1,-5.8902971128705275,-8.247977584864671
1,1,-0.5934928018041795,1,0,14.424785635872905,1.9451661938567562,54.11719251078005,1.9855193378064575,0.46296202277178555,0,20.631715286732227,17.748271761651502,24.32320371205265,-5.088442638591101,1,1,33.91544991300663,1,-5.085094380401943,-0.8471798989680206,53.52187251319608,0.5489633214266072,0,0.3587427858255673,0,35.53332345177671,0,0.2881141746800997,-0.6735036415940264,25.980161658242565,25.713772744524356,18.909863283972804,26.455908455199335,35.92682790623763,-0.45230862785088116,0,47.93013221427307,-0.8420508074679158,0.8169521544083909,0,5.050703813637209,50.278851340016566,-0.7941165355197077,19.46909288400046,3.434087231197247,0,2.6093758874306654,0,30.44909621897464,5.630343635709707,32.197064067907554,0,1,0,2.6345641940227265,1,1,2.0095817356126027,-2.5505017215829353
0,0,-0.21843792491096214,0,1,31.672412731302263,5.078067082048538,28.61628191897877,5.246023265361226,0.7366594200664767,3,63.318167357659206,10.403117100207044,80.51137313668309,5.71183460258592,0,0,78.66170089107159,0,5.863556032911745,0.10694433575257888,51.146351196658074,0.22618467041163748,0,0.7319738625150534,0,58.28290717610095,2,0.31681241016309636,0.7416421506260047,10.254494993892532,23.41032497852214,10.754814113170859,63.28037150975476,56.54797298478279,-0.6490567002059829,1,30.863012784914083,0.8672870308101724,0.45089780659035994,1,29.590353505450253,17.805918886226436,0.6867989730365164,29.509291888498232,1.2298004032241545,1,1.6240611702532857,1,63.66104442332543,2.9340525850226946,78.40463858421833,0,2,2,2.31038848763747,2,1,-6.132864070767639,-7.003194728344633
0,0,-2.508959762743262,1,1,5.566031818676887,1.5040546587356078,57.34788529511026,1.6263291165461335,0.17725579535473446,0,20.480164786710866,34.601419509098164,24.320465185213685,-5.092998747070744,2,1,7.453594487025839,1,-5.117829223343797,0.40326654989767674,35.08106924259614,0.7986689379289743,0,0.6785066439767824,0,22.021764096719842,0,0.8392964272940335,-0.6844341350520836,12.189464899282596,8.20594495126408,24.645406173605085,10.424692531304851,49.407984621385296,1.7585346676615463,1,34.57361205700694,0.14747022584046082,0.996354789532939,0,71.90334402494892,21.33214713551105,-0.030212283185011755,24.126205168644212,5.236205198181103,0,8.40233723732201,1,45.844952794906916,-0.1675457911511451,15.018073047688974,1,0,0,1.862129301120335,1,0,8.257375462517459,9.925688043903726
1,1,0.18801312320847716,1,0,14.257924557992013,1.8538915583010183,56.25911850674045,1.808598742292079,0.49397033284876196,0,18.687966531481983,17.689184044316,24.27523597395712,-5.111025708180069,1,1,39.54577338935156,1,-5.105123476539781,0.2168961354206781,54.21656378318874,0.7071427054147639,1,0.33031999190030276,1,36.08671568398301,0,0.31582961386499736,-0.6250989639424412,9.257567865225212,10.640050287451785,20.671609039982624,26.099491756278677,39.12382904539148,-0.5562768901444957,0,52.9285172485891,-0.9073487518326374,0.3480191694859501,0,21.18180720279117,54.761892166360724,-0.6349643127547699,39.77450377587826,4.140208981314524,0,2.5786562269196778,0,28.310900991259462,-4.690461165463415,32.012026761524055,0,0,0,13.80021652946466,0,1,4.0602594438519155,3.619850009350259
1,0,0.5767276774224829,0,0,27.060056282560787,3.3851582076799267,39.46656132672023,3.4528298425889954,0.7102057132187956,2,40.47729639616048,10.621576711202884,44.870913835992695,0.42131612581252575,0,0,67.62516030452731,0,-0.5105000585542108,-0.9010444853725557,48.94668357567956,0.2807240378910156,0,0.5123664135388958,1,57.00665992022505,1,0.2810131967905203,-0.04127906606209611,18.938103264072108,21.67769041845755,8.242613664836256,54.69292266161993,44.826377064317484,-0.9759839976873018,1,40.32813181925944,-0.06467634060935842,0.1942987441855787,1,20.923767727177058,58.09190533440713,-0.5379527749789959,33.60044745989792,2.2488178842475643,1,1.6027058852159488,1,32.46166767129037,1.7150116524422607,68.37257351369664,1,1,1,2.796041082097352,1,0,-4.942946484700053,-3.3276955872307727
1,1,0.8123199938175574,0,0,25.104303305998464,3.1133091316782573,42.2509922490447,2.9231882526306365,0.6587799823642576,1,26.608471789682472,10.49979973794704,27.87118464426417,-2.2854683790943264,0,0,68.25125553403498,0,-3.1098509359495914,-0.8063966959691767,53.74570972028755,0.2265947896016221,1,0.277272118994965,1,54.991074800501046,1,0.5911923497672723,-0.35156489618385467,23.301539701625167,14.933576192966411,9.492901555057525,48.416710355600145,49.95841456807399,-0.8083237036916014,0,58.75546902010757,-0.4498806913988848,0.2191448808219577,1,32.443165105897855,44.0719916902001,-0.8395276886209733,53.39468398140223,2.3957922863366345,1,1.6549735490899997,0,29.63542161477555,-5.605013953055138,57.81948291748298,1,0,1,2.6211541509324636,0,1,-3.3684335687846527,2.802670386783902
1,1,1.204371689733536,0,1,32.32468171885287,4.743635453676818,30.81711607713183,4.588383526393587,0.7957588847543087,2,58.82575637537971,10.297487668532641,68.46703814510703,5.096955970938703,0,0,83.30534399562683,0,4.644837792209458,-0.3173161528084707,47.2050955512171,0.26074861690209594,1,0.49793679348297365,1,62.07506674024756,1,0.1159817863337625,0.462363652937694,30.17420661538366,13.140571699484816,9.740639659967778,63.61474378599631,53.04326044008072,-0.6526668969263084,0,41.192259309224895,0.2743134956185821,0.13259319465964292,1,90.64801598425684,44.483296127812196,-0.7025715112115906,76.830318490575,1.4330271755360349,1,1.6880368849649854,0,42.74398764679673,3.189375987805107,77.34193015618763,0,2,1,2.2137423282694457,0,1,-6.163663901284739,-3.719417887524145
0,1,0.5424479510309567,1,1,13.466880640800337,2.0851072164863576,48.475422534699604,2.007517776595282,0.21542079852848417,0,19.69593241167919,22.773809232618078,23.462572454886015,-5.117701076096617,1,1,38.09885844083276,1,-5.05400424811742,-0.12526695739124677,30.52401427655242,0.20186683179797016,1,0.2961679853953192,1,41.288461870116706,0,0.1413562984505396,-0.6878790968842804,8.759900826464648,20.858041770929646,22.8023347925288,32.185647273498006,72.26158330204629,0.1091498445718577,0,56.16746970917622,0.20948815935291729,0.21165342480179627,0,29.57368671677231,30.08990385659026,-0.6296375830552466,50.895339216941196,3.3678162121807604,0,2.3415769466823075,1,19.48266333866217,7.195007868384376,38.1138682746491,0,0,0,0.837275140496491,2,1,1.9090562592604794,6.553811353283777
1,1,0.9230222206527372,0,0,30.587959360860133,3.4121003510286267,45.2463524955362,3.368323172259904,0.9131942986882962,2,52.45148534889342,10.569622584732201,46.81047545859227,2.5920607832106413,0,1,79.6612937765633,0,0.20024438897809915,-0.5673100559796392,65.31949123872715,0.3272599006558162,1,0.4633569152623211,1,57.83468228959901,1,0.28199407822799416,-0.34508847938301135,37.823098752954444,3.7366715832630293,10.718277514835483,57.54645787339177,47.896402245692315,-0.6268146105507839,1,46.875452318104415,-0.3557780424807721,0.2357657549861798,1,88.60338221314001,70.31115680428465,-0.7638883423494341,54.5433794261161,1.7076185133114377,1,1.60175490911545,0,49.16763865515625,6.411048161204302,70.5440368147629,0,1,1,4.744612492647641,0,0,-4.674059931996098,-6.811573839394577
1,0,-0.6830885411518077,0,0,26.12468885216213,3.0201660382118365,45.654423320051066,3.4497545109881673,0.8463381130502833,2,50.6574309046774,10.29717863292014,54.88425170525013,0.9896792572066833,0,1,59.79637286729339,0,-0.1923325684993724,-0.9128149468288994,64.37368424083566,0.5071630106829498,1,0.9420766171663413,0,43.22968114051453,1,0.5733833503046154,-0.666219831072262,35.653026373696754,11.792837103443137,8.009506346999913,48.255136635987164,50.90189186157011,-0.6122329705085151,1,21.476861437950404,0.03172706647665589,0.7749002992752428,1,98.14429910704759,69.31235268341854,1.3691829511185762,25.279036984221417,2.4041920483156503,0,1.5064396076356503,0,69.79376831902174,-0.34572345791638703,60.024621857164064,1,1,0,2.4076447977130604,0,0,0.9549857228527365,9.805008971187817
0,2,0.43760655439455504,0,1,18.35605300645122,3.0728022908298245,36.96438233358191,2.6941485551656537,0.2110666359241009,1,19.82810604441309,14.598517467249607,26.165395995991425,-5.105240020585482,2,0,52.07800850204776,0,-5.097503442697214,0.6712903772581038,33.86911256221051,0.20801805277832675,1,0.12974337684902665,1,50.13533807773146,1,0.2313756424420222,0.09781955652880507,24.07863484858354,8.995235147076116,19.642725161988736,42.47101085657781,17.835017589900964,0.13111173415753377,0,62.97081555848315,3.1982193191465944,0.1736562142234676,0,10.36702098611269,9.190502248468299,-0.6654340257063035,40.491200566697515,2.4564531884089873,1,1.7674501085394463,2,11.181827217092696,-8.169366698445316,44.85446560310768,0,0,1,4.300192235174366,2,1,-1.692776269211313,-5.223632684967735
