S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,1,0.3349324458631723,-5.0814561202863615,52.74614193084961,1,1,51.698956345263404,1,0,4.222403796393959,1,24.082700383670517,0,-6.19080521371272,31.04709115466841,29.490611040072352,0.1655472189438012,30.271718803850003,17.8302693357809,0.0581594376345223,0.8647101767774945,0,17.48133853385838,1,-0.04306524750296101,1,20.15877565791613,-0.41490365241115185,1.6255462693252833
0,0,3.0734950234128995,-2.625567757463049,79.91043667161722,1,1,50.398250876498835,1,0,3.6743763704838583,1,21.590397382645826,0,9.467058621761698,38.06506714764234,23.602240622832724,0.5141900703484695,38.33980648490568,22.51786646659777,-0.08092292643372848,0.5967755147247501,0,55.23518006271107,1,-0.41066828072175493,0,21.7870489876163,0.2563491536488153,1.689143395704271
1,1,0.3594914711471062,-2.7781630886685686,16.36999426843434,0,0,53.3109042794322,2,0,2.1553464572193137,0,22.41682788832336,1,-7.669212998226752,29.790257465368427,14.954728818025792,0.8236173641624961,45.28473913483124,47.301466162510415,0.03773350532527236,0.2595148074678827,1,4.2584838554324955,1,-0.13882550558702889,2,19.774227008560878,0.19413912764294006,1.4875921903983622
0,0,1.5154253672187705,-8.112072448378662,62.66621544720665,1,1,46.78762938454315,0,0,2.393007776551801,1,21.206478888162135,1,-4.955722201684203,40.827132550869386,16.861933517936897,0.29404485968407745,42.32332228690882,34.624612180406736,-0.3369136223109995,0.5853057892789276,1,33.97352638056805,0,-0.005195502683751375,1,29.781270696297305,0.22250214977919164,2.1755729928310976
1,1,0.40918481079708297,2.3613809055054595,16.810179622521115,1,0,35.68296415014378,1,1,3.260578309172879,1,29.842496637447503,0,-1.6078804658203563,46.87889338226452,16.905474138353814,0.2920723065211107,46.785945137340676,43.69443731917488,0.9966725174556983,0.47112625156997034,0,27.141195605819817,1,0.23004084467766114,1,24.88183742323851,-0.3678871855275495,1.9585273004905037
0,0,-1.5511780818351186,-2.5147747126134306,24.14322891491882,0,2,66.07202634465929,4,0,4.134352491086959,1,22.08490064026398,1,-6.5425021379859825,31.679547349412545,26.15811466520889,0.8989653126180732,24.647371800917973,60.25049637363982,0.2132719853529917,0.7139623829421757,0,58.37627066770896,1,-0.13547933029601694,0,27.919541564369847,-0.6733517192530183,1.090728164953683
1,1,0.1827496770274453,1.011823808580628,67.46454789983626,3,0,30.12525594048274,0,0,1.9511522497604286,0,63.164714029643854,0,5.074258697470899,60.5520612142033,9.661154797734584,0.4259890567937155,54.634585699996435,66.27060536386298,0.18733585009282921,0.24167512458962248,1,28.022576055456476,0,-0.10471004533778362,2,30.215391893206384,0.7844450048185865,1.6570734862698104
1,0,-0.11582962543425658,-5.114415843911457,25.357666482314634,0,0,40.85462626216675,2,0,1.3771926789854687,0,44.060487357585515,1,-0.8808447822860614,39.309442697549166,9.020453507870965,0.9375473920064441,53.666778522659264,70.35786739249963,0.6396485608994044,0.5116284865662677,1,6.8821557815586365,0,1.4781565860101007,0,18.675997255644727,0.8791963181395103,1.7819232232943802
1,0,0.10670700681959923,9.100759682555129,12.001918502292536,1,0,58.24731464559736,3,0,3.16236163866733,0,29.48254457840209,0,6.629991990635769,48.8649383841113,17.23054382394722,0.650487768327649,53.003182926520104,48.550255410537666,-4.4465285611278915,0.273818679085054,0,30.959146702072253,1,-0.739090779010359,0,16.11416608772991,-0.5224274518080905,1.8656724126155402
1,1,-0.07396641403149865,-3.5261132338438363,87.3494228797593,3,0,20.85574473820221,0,1,0.6174226671664578,0,78.73405216488439,1,0.8548600404616113,64.48999819959226,3.9534601966600125,0.47740997893329723,66.91025345905375,93.97333348234022,-0.2658564126199227,0.4169308745254625,1,30.551888089175037,0,3.689633593579945,0,19.637583571828824,1.919428948247697,2.1810474620605
0,0,-1.0432418477672305,-2.9997464308855513,64.41833348044912,0,1,48.27918318889966,1,1,5.7467826406248665,1,25.09732081315963,0,-3.8370169387194224,33.358679246503826,34.05501984711048,0.31968902106470093,31.00169638151242,19.393450431888304,0.20572647272033426,0.659360219940645,0,16.95602177666195,1,-0.057061801633166764,0,27.800169066780175,-1.1031660800469367,2.7324844470758802
1,1,-0.11304235079421156,0.8725095725032528,89.84595911435522,3,0,24.40780643899201,0,1,2.0310912369271796,0,77.65922121600651,0,6.781644193737026,63.08736092022647,8.16186910857234,0.405327463526457,57.85267764652971,74.68068689235022,0.10007190378640364,0.34370155104080313,1,9.759803069124358,0,-0.003301500022870727,2,2.266961771352043,0.22357911429003047,1.5060147217009308
0,0,-0.053409710040048713,-2.7550471524578777,2.9598005581070286,0,1,62.68996077472286,4,0,2.800211419718113,0,28.710850430636565,1,-1.6630711146206352,37.544825951329955,12.03773475154145,0.9328829346575611,35.333659963952186,69.28031373051788,0.6436677301331798,0.429090814837549,1,41.57179807386187,0,-0.0876640520255352,0,23.42098310160263,-0.033673470229061024,5.815363244476664
0,1,-0.2574397539056756,-2.4092083420894195,77.97588479371882,2,1,34.075276489745164,0,1,4.240385105597659,1,16.503012767288215,0,0.44354295572579083,48.734164742782895,28.69686338714161,0.2103639994733844,46.773853130202916,33.662553312599364,0.39626410838092924,0.5201241844409396,0,37.967623358903765,1,0.19771772072257357,2,28.94612230314599,-0.5365123813381766,2.245539094752146
0,1,0.19608722028343914,-5.902355055063846,72.87695041651348,0,2,54.097253635209356,2,1,2.266969061233659,1,31.830851983125513,1,-4.726410952606845,26.867548358528985,35.46230706793675,0.6770528463662077,29.389964642367012,56.53441350500461,0.008196442105619952,0.955730590098326,0,47.046291337885364,1,1.564874308192464,0,38.76626028835653,0.1875108148836621,36.963604410566255
0,1,0.6580022086245293,9.460052482285963,33.041856755747276,0,2,62.73099037471709,3,0,4.8985161603766025,1,18.10525269740068,1,-4.198880291864995,31.424226727663026,28.978300047384884,0.5063079558165658,24.00713733492549,68.85942002125424,0.027086316942294242,0.7799296439552156,0,5.8992753174941726,1,-0.08693022218862377,1,39.54015556701965,-0.6522387232925859,2.698571189418483
0,0,-0.18943264749555502,-4.777194921242883,33.18139674810384,0,2,65.45328579094293,3,0,4.777752693540747,1,19.866288006770944,0,-5.421561005047665,35.243923894741116,30.386994013721278,0.394667678835223,27.109697920925598,40.325036304168506,0.1270772991029965,0.965120573047841,0,68.2871416694172,1,0.0410250468127202,0,27.744089078427905,-0.739824285616897,2.143846409995631
1,1,0.019751799309517787,-1.1018456808411532,28.68005864716202,1,0,41.630481295120404,2,1,2.0406731344059197,0,29.982072480023277,1,-7.59342316661158,34.55705891877071,10.75996735117343,0.6496731201472719,49.4065518686405,52.93678065981734,-0.43788114516954313,0.6227219229253337,1,56.47567885667782,0,0.33456472721682495,0,8.248350038053118,0.31974638257655263,3.943800948311399
1,0,0.15527789766880573,0.6178732475560835,11.6599320535129,0,1,57.82232449507098,3,0,3.223515398072745,0,28.801109989267832,0,-7.034786214490387,28.612739077178162,15.189408881396073,0.2980461138639755,40.266507506901036,24.208718910945116,0.14627790348989841,0.5173023044478378,1,6.733272308222826,0,-0.05634209335864226,0,26.696856067288202,-0.22800895244614308,2.1809648971401714
0,2,-1.4178110633491734,-2.779100279559337,69.59877981368678,1,1,36.21737404543028,0,1,3.107426124493438,1,27.917110010413957,0,-4.481323755822093,33.548113626184154,26.63460359848365,0.26817514462593217,40.31609776794555,40.79254831497699,-0.20856605144633403,0.49904503109444215,0,77.07442011638065,1,-0.018881600822990726,1,5.976217159484083,-0.5112083298804366,1.7238960684322382
0,0,0.12699154531740325,-5.76672041112269,33.600722969854694,0,1,49.058033466601316,2,0,1.7830229521250571,0,33.38878909357462,1,-6.974876108892058,30.784621066828635,11.138264081139777,0.9143690071199637,45.101575225251494,46.34835131850992,-0.17695509349886784,0.45138613482168743,1,17.018481661362802,0,0.8996148971301885,0,10.37042214171954,0.5630005705164703,0.9134596889386879
0,0,0.4130162322527344,-1.0385824866588518,12.664744267889983,0,2,69.97705061544455,4,0,54.598150033144236,1,26.081165437454807,0,-6.15937895195763,29.10196627338447,39.77755601036207,0.5354126110022494,18.052721403756397,0.4578849911168581,1.2702194039774397,0.7331534279701917,0,25.80056497488597,1,-4.537012423456374,0,19.747240861538796,-3.8661774336053973,1.6849867074210654
0,2,2.61358297887732,-8.302276577781566,99.77827902005278,4,0,18.27363353338423,0,1,1.5867377327192325,1,79.93775559999688,0,9.961583950938213,69.92863146905441,9.276726206591086,0.5134510169920651,62.503306072985566,80.60048296602808,-0.5811465041064984,0.48277463935288223,0,79.45490543946683,0,0.18003936177651048,2,29.73730820568804,1.0415684428106866,1.4491484732690645
0,1,0.005161503059975685,-8.696664543512279,40.30788050649882,1,0,37.49613794344678,1,1,1.6220575175159966,0,50.4497977918335,1,-2.485515656350332,32.872955887676405,9.12496238902943,0.8219516884356162,50.46392330622759,37.193018115150466,-0.29409515718617946,0.5538282910424378,1,59.420752308637894,0,0.9248116405526315,1,14.480423456302855,0.577887461135681,7.552566180216866
1,0,-0.4645213463302414,3.318428244324622,12.293402385528019,0,2,69.40432080708064,4,0,18.69707713090507,1,26.320792743250017,0,-4.434852976137785,29.6197912979869,37.97438388530934,0.6625263321480112,19.78752073872013,5.823765102197337,-0.18260102746421836,0.5241607028302833,0,26.99917669166797,1,-2.4790600587877965,0,26.91468110944414,-2.306455433448408,2.95002977586537
0,1,0.6531740881643336,0.6414358422346069,37.918745725303296,1,1,40.14375270297366,2,0,1.771371693953916,0,37.54430903963707,1,-4.386644360642958,29.980860775039773,12.471704158578547,0.5102382175389377,45.48988735152659,49.88795238695318,-0.07528731901228294,0.7596768237095808,1,6.8189485701873,0,-0.060274525424524696,0,15.67661927015758,0.6339007404084214,0.7948417400648913
0,2,-1.5647007188976108,-2.6696129624119553,96.38925356281105,2,1,30.0741178106575,0,1,4.29930372830709,1,30.66344965272819,0,1.239818742542214,29.596774262594842,37.70664043762523,0.29956815631084244,29.638363209562932,27.84889126445893,-0.10238279611754483,0.7122217886364208,0,24.027077295539954,1,0.05205028712306867,1,36.67780371558504,-0.8522258409297419,1.6796460148997028
0,0,-2.546565428579962,-4.207061934432952,85.13329422900122,0,2,50.96193000774595,1,1,1.616153158145779,1,40.71913106259724,1,-6.410055710143709,29.362069053231103,31.478965383415073,0.5460554876497676,38.68703516037141,84.07947051379038,0.08398689303888113,0.9852164320627839,0,63.57439088101371,1,2.348553993675558,1,13.018444825149345,-0.19613246268262913,1.7249273566872396
1,2,0.42245402663104575,1.9428884808425018,12.07583904037271,1,0,33.923167524289674,2,0,2.8412533187887834,0,47.632560809331316,1,-5.3957312296542135,53.45191403079701,12.589729040133175,0.6735784873839807,49.25360343625455,68.2728308487781,0.4335692245415962,0.18192838058553634,1,18.163525060607668,1,-0.00912270702608967,2,15.842919424521275,0.09928400339499197,4.430134908089948
1,1,-0.5443192759827578,3.938811052989424,48.33057519948838,1,1,50.12876710574103,2,1,4.91745160321044,1,26.343096815372277,0,-6.638284657424942,30.631487197777574,28.056428312397806,0.6621390969608477,34.53854381272667,29.652483705217847,-1.474252453184829,0.22635978943624557,0,37.0869343535434,1,0.09809798296259316,1,25.869078249918815,-1.1014784928540802,10.334655521529337
0,0,-0.6387539874027113,-3.958416275142792,45.79752967324815,0,1,52.12554331208761,2,1,3.014786588917738,1,22.894032855334864,1,-7.775845254321638,32.14442443976988,19.556340567452043,0.4281217149158737,39.76943642184885,49.273652511658156,-0.2518073629486756,0.42956722538069164,0,35.8510379489548,1,0.6923305215859735,0,21.62538917003452,-0.2375120963769938,2.0127374530043514
1,1,-1.5690255040130134,4.839672186419206,30.42681874784362,3,0,31.414938886206762,0,1,1.616448395198554,0,38.61494330892772,0,-7.564592724023677,42.81414149685239,8.701637259321867,0.4206387865885578,59.3225082062023,54.526068903419485,-0.012395092106775377,0.22422138997324015,1,59.11863585888298,0,-0.10906600147302482,0,0.976353847619813,0.4833724775200566,2.972359351771407
1,0,0.07872028098426719,-0.6536421357919338,51.310805873593736,1,0,44.47905649938831,1,1,2.7646873838045667,0,30.22888209529588,0,4.747923835284977,43.78470841002979,13.789866132337398,0.3474258808279921,49.441705813553455,28.231387871895407,0.08439072453499107,0.19294100271558512,1,11.2842124177117,0,0.1498806752465322,0,11.286472819464052,0.10452992227551748,25.001751452706092
0,1,0.904361919553812,-3.3395449044992507,36.08799899057598,1,1,48.89474310914266,1,0,2.56364967901734,1,23.394541569873617,1,-3.914146113456278,37.12835231940266,15.594499591027688,0.23336109046009784,38.723805478191444,38.883053691972904,0.03192247916391133,0.49113258628806894,1,14.376588801250412,1,0.029173014854446302,1,28.823194894454204,0.04388728573256735,1.062783819460352
1,1,-0.5822397102769892,9.546273234699267,68.86744059688823,3,0,23.60821309641892,0,1,0.9639309957076038,0,69.86557641084985,0,9.01443034047377,63.93425635806405,4.462148397636854,0.539160727992455,67.68226326312795,94.48399279324886,0.005458967023347645,0.25174680913113157,1,28.84093845538824,0,0.3126262794668174,1,15.261497299465601,1.2050388128525105,1.7539021694532682
0,0,-1.4352966858730336,-3.7402869318858674,69.75413144115336,0,1,51.01211670188348,2,1,4.11864059527635,1,26.402838011269548,0,-3.034692443389151,34.94501684603418,32.59077085591822,0.41199252491202143,33.230809029024435,29.972625841806575,0.06207979289575698,0.6647341224514435,0,69.78994034313197,1,0.033130610924241424,1,25.580985827102623,-0.7870264654500296,2.5552877824573557
0,1,0.8584423440140618,-1.93942804601045,98.40879145505873,2,1,34.03947287002831,0,1,2.732392370330709,1,19.64824345012792,1,7.644539754135721,28.864226815316485,30.163166290561698,0.29664643810501934,37.57170381607011,21.501385584735093,2.0873395583377596,0.8969147608814144,0,64.4951647103146,1,0.010682704128046108,1,20.112394045603654,0.13477526232950443,3.7874768072592646
0,0,-0.2661528094763007,-6.120339747821582,55.59281505747363,0,1,60.93204073076555,2,0,3.9990569835794627,0,24.377353097203486,0,-0.572219607891455,31.12376435824052,19.17469730370341,0.3003002172410445,32.622031768770604,10.884713781127726,-0.11747905270035192,0.40852862062493744,1,5.472184537568703,0,0.46669674235123204,0,25.954788070696637,-0.59679008290736,2.182323508064925
0,0,0.376739887041491,-6.146463432092518,38.36335917666761,0,1,55.723367999194245,3,0,3.926215906852492,0,17.203309779650183,1,-3.780970142693681,29.833083449513964,17.34399538227685,0.6462001347591407,32.239914065089806,24.156795053465423,0.2261687318580548,0.6192780436523421,1,32.5906641656037,0,0.04846894363043814,0,6.560370513496303,-0.4796561191921763,4.3625707704362275
1,2,-1.1521323241880774,8.738416389287408,33.817606186452785,3,0,21.86782748138138,1,1,1.4611414062746255,0,77.27798998287548,0,-2.8568366111962256,64.58720965493359,5.598510793181002,0.33432111919733276,64.64131254207376,90.01794073437857,0.3986896636818259,0.1459300215350543,1,66.46890946059489,0,0.04876258564399637,1,2.4261420352474383,0.4844264211417932,3.586582196981428
1,0,-0.2777792479981685,-2.3722878597942687,61.08000123365298,2,0,43.20180767952212,0,1,2.5036737205158874,1,22.983928400044007,0,4.500748707884561,31.14628467515381,18.81216371715006,0.31271132200616836,50.83535756910883,27.070369704305303,0.018872406688531004,0.21404804265874905,0,75.83970529261936,1,-0.11553809115478121,0,12.487408182201168,0.30848280650103854,6.631965522642624
1,0,-0.36222574914581057,-2.1841400159018036,88.201372510581,3,1,35.55903847160415,0,1,3.9843407160050455,1,20.967137745371197,0,5.306956484506657,30.210631500163768,21.33403904523833,0.11616597274085677,41.26516701364521,6.694522020957039,0.5635497704788156,0.38817331729073323,0,64.95822497659353,1,-0.21694519393799827,1,8.380018612906694,-0.6225744158123093,0.9955484610561985
1,2,-2.866220408818423,-2.9060938072596976,16.30094333595106,1,0,45.330542674197204,1,1,1.6242039117072056,0,14.018281078546146,1,-5.919679041947509,26.582718137493046,8.877917202379244,0.8972927211549668,52.86676700103052,60.288669293705965,-0.13318634792593667,0.3596056846599859,1,65.01070489925854,0,-0.2032738962593815,0,3.4202690967434246,-0.01724026093941218,4.718997118014871
1,2,0.11708234959968705,8.759192216749007,16.34056949861079,3,0,28.41566793762674,1,0,1.4112786361747798,0,52.72618717838142,0,3.0763441677002756,61.92710334621742,9.02188547332642,0.3336676200427221,63.08916264147331,73.54131038205522,-0.8304379227935836,0.03676467949437734,0,78.27962257170861,0,-0.007675656235182697,2,9.84107144950517,0.9175554558778676,2.550084093742276
0,1,-0.4668591005080644,-4.805968889198031,11.950182798173731,0,1,40.965845409334136,3,1,1.8579981439989366,0,44.43184158617234,1,-5.2450307396549505,40.0235438686101,9.342885267732415,0.9060540108912276,43.85307771414749,71.07034949003636,0.19672450385560503,0.3003130657648042,1,28.59542114697345,0,-0.28381477734673405,0,9.216739185909502,0.501163034248983,1.4842087149356737
0,1,-0.35821745855368387,-4.331700837719835,87.30243129429286,1,1,50.4260017685503,0,1,3.4732911894947587,1,22.03315331874552,0,3.5658662122345497,35.51006178013278,24.710504279698423,0.36605388211487216,36.18754094641001,20.382789480233548,0.9660929074012697,0.5446665978777631,0,38.57326550292667,1,0.051170097692801036,1,16.69064477120034,-0.2527962338451374,1.2727861182555578
0,2,0.5663700203708112,-9.197842523755323,27.908830329889312,1,0,31.516788049015148,1,1,1.3083778035354818,0,71.27804520495162,1,-6.739122905938939,55.555110414643245,5.273836248798887,0.9240116151498108,49.98210022464252,78.71781215188021,0.3855163547767335,0.7271350434168884,1,5.46868691465944,0,0.9903166693216697,1,14.49284872423032,1.295699593273292,1.4208645695721125
1,0,0.2366175339111184,3.4604015880339904,50.8635424015019,2,0,41.726301349522885,1,0,3.763695947240502,0,22.9645611361485,0,7.062617948592308,39.44543525572486,16.382299880412738,0.42475025830546415,43.8898226467128,27.48810681472083,-0.1153847312956584,0.25524483764103234,1,71.56197371407399,0,-0.3221881031952388,0,12.839492048295938,-0.45196411805337394,1.573202408899837
1,0,-0.21801735405354078,3.411843711128821,5.376214581639271,0,1,62.47928242638047,3,0,2.31684880507059,0,15.08527071713933,1,-6.156658494135902,30.236338235222927,11.323508843457656,0.8584392859358643,39.58165612408759,50.16870617972822,0.04652903132212775,0.6312919903189492,1,14.77875938337676,0,0.10923646471482214,0,25.644729239034252,0.16264240177703973,1.0798184763097367
1,2,-0.3587599648477992,-1.1710579628643973,17.788525107032726,1,0,47.912233114974626,2,1,2.8340291249251934,1,21.248288553409907,1,-4.841779755789916,35.27688304492081,19.188928720819437,0.23941903467598247,41.3448247814344,42.50330428110679,0.11443372347388463,0.33463859835582466,0,65.7838749839176,1,-0.18636329321813108,0,26.367481137457002,-0.18802990101319317,19.57540127573079
1,0,-0.9886115666496204,7.655560578357672,36.80077970553868,1,0,53.25595154972998,2,0,2.467820915303877,0,21.295560141690302,0,4.838977264874655,29.753094992620692,15.992521329534693,0.2929163984468858,50.98825062825148,42.73610252004758,-0.8858039124975805,0.5965770967672102,0,53.04530044898962,0,0.1418527900920193,0,26.371311558327555,0.11064133308366703,2.4243200094414687
0,0,-0.17529472206183982,-6.2625963678790715,38.69168683395772,0,1,50.81819533247919,1,0,4.519653856623364,1,18.8974948985475,0,-6.306476481892911,30.164943817662163,24.59446095841446,0.12271013324883318,32.4338325080361,20.479531409853895,0.058812871775666964,0.7695914134487025,0,48.586471022585194,1,-0.3460979441800562,0,23.912500114596824,-0.6556598930055185,4.160657232013067
0,0,-0.6296977973033552,-7.089470426717187,17.30518766522905,0,2,67.83957129407011,3,0,3.949890816562126,1,22.496925272655226,1,-2.9183101577654424,30.68517559906649,23.681858667295444,0.34262525179621184,28.166706959020363,30.379266511848318,1.1702660234500344,0.9874367028936393,0,27.224457315957643,1,0.1293954010870565,0,12.068775167915051,-0.48675118182707033,4.0708267289856455
1,0,-0.16809583753332288,4.928549278250266,3.1444717139357925,0,0,44.36750224784787,3,0,1.433974134639324,0,32.81093658447751,1,-4.780199217112029,39.783720786199304,9.061847541315434,0.9043543476244622,56.2775341371362,77.59792195378607,0.12063477935769362,0.1333372187508604,1,53.2920445650955,0,-0.03112408978365439,0,22.044447269928842,0.8060199677975064,1.6976780188959364
0,0,-0.44496694141937426,-1.5976647578046332,44.21956375663106,0,1,61.2302862331267,2,0,5.073656368058404,1,36.77748264730846,0,-5.619711567312945,29.878398009928024,28.84574813114901,0.5513579210532231,29.915971416055957,25.70105363789751,-0.06884682273155461,0.5966955830599826,0,67.44535012115308,1,-0.04531407361656484,0,38.92352034824775,-0.8567340122362478,1.4170507060010242
1,0,-1.0024179619255158,-0.6871566817111905,51.44161127805405,1,0,28.821031951898778,1,1,2.380335893628475,1,33.00473936717317,0,1.7845791254165881,31.814331562811866,17.17931765136066,0.37999231454931454,48.316411063302425,37.375539738706095,-0.4649320342509994,0.3327765130576791,0,75.87858962332838,1,-0.26021814773203683,0,23.555690536538382,-0.2434126771827243,3.566710010800071
1,1,0.4047080420156665,-2.4693713720128097,5.827449054653922,2,0,39.46803175648036,2,0,3.7997224360237007,0,29.83713723046243,0,-2.7117883245074337,47.32161559216897,14.927945090017873,0.3358561362844025,46.26215176056864,30.24689468643284,-0.1816464317268566,0.08565878605564914,0,26.089319297110777,0,-0.4828364945917158,0,0.016871142378185322,-0.26687049664211776,1.9137543210709032
1,0,0.7892660079346406,1.3156751139788643,60.914480574393735,1,0,47.121234797612246,1,1,4.9674919911108555,1,24.91033020878199,0,7.899915533434719,43.043118010409756,21.60047040674118,0.6657409573794715,41.01342432519351,22.535845477488607,-0.9013970689201458,0.5861378741326965,0,55.33055390320605,1,-0.10995616959516112,0,1.438666258248067,-0.7900487785870964,12.985340331587011
1,0,0.050907029419112855,1.0700706652956171,59.32641200225633,2,0,35.67759588045938,0,1,2.914662522105104,1,29.596140282547317,0,3.325664735526237,39.750228813513736,16.524917548170123,0.41224023321807823,52.932875142727255,27.453365937551656,0.17381325975256276,0.36179241123870864,0,60.16162449563184,0,-0.06448413805987477,0,13.440748419605084,-0.10012935151333455,0.9597604630553868
1,1,-1.4128129566330574,3.0290591779986897,16.127635567104985,1,0,43.38637199360559,2,0,1.966952244485793,0,23.510133552365147,1,-6.5696291900646155,33.01978271567192,11.022654899826644,0.6910528141811663,46.53694411175539,64.1669104637042,0.1802293768710873,0.30117937411933116,1,5.993471744195169,0,0.05092684780815871,1,16.706961549709447,-0.1280969547483391,0.9508586246721406
0,1,1.3393583857212206,-2.4519987849917975,81.9270814612173,4,0,30.23540714161365,0,1,2.3866819020762016,0,68.18580317236291,0,8.890163733180795,64.73026032700487,10.249806402497985,0.6081317468506233,55.402031380193584,40.833382809715474,0.15120733540261921,0.23339028039388454,1,28.582666585776956,0,0.032705459481770616,1,17.764704117716434,0.49400951556637973,6.7450197859016985
1,0,-1.1166080292548735,-2.607899446702973,21.75312286333987,0,1,62.777930888269594,3,0,6.34690099123875,1,21.087751650198598,0,-7.560808388158908,37.746189188657446,29.23443553358283,0.44346186053064346,26.96206441508277,25.116248802934017,-0.006118917912928027,0.6023834496897186,0,5.977716276532088,1,-1.0203898969554277,0,33.803063121353745,-1.2815106947849337,3.155871842216664
0,1,0.02826197860603605,-5.364359711072801,40.948677164858644,0,1,48.89339216928788,2,0,3.7652062123203387,1,22.416501685449006,1,-7.460380623782576,30.39830920542022,19.925296420972973,0.3938999834232099,35.59726883410143,22.200098409998002,-0.9142468308025877,0.4511812138798949,0,10.366868137704731,1,-0.002016936185303352,2,28.426318013654065,-0.5024007196453758,1.728437419377079
0,1,-1.2996649830488742,-4.164683103210063,47.03911690773874,0,2,58.50364612952146,2,1,4.359558720577034,1,23.398682662501706,1,-4.614847905691299,28.458410488508843,30.69254013578478,0.48008316768410364,26.339292383158753,35.36385824156028,-0.010444107010944044,0.5653220573268977,0,24.245172008520992,1,0.12065195849416353,1,17.553875950487193,-0.7962117865514365,2.0938633708709027
