S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,1,-0.046425653209134055,15.731564239414793,3.947411215774885,1,80.4619003982411,0.7898230810588402,53.2067464060661,0,0,-1.067926178324821,0,20.205046820799865,1.900181437821623,1,0,77.75273768192594,-1.9724439673300633,39.99414201853366,0.5946507646582382,1.3150589343833545,32.804078516688925,10.779653255147986,0.8226191222940702,6.09008922153226,53.60960765903519,1,0.06758828233235176,0.151520752688433,0,0,74.6260764490041,0,64.14618668859146,29.124260155286166,1,3.036289949796491,1.0620569485875084,0
0,0,0.09643223206982487,29.47217998774629,-0.9853755850556247,1,47.80081381241285,25.57562393396333,36.27102900369594,0,0,0.6070478274833471,2,60.88257792358287,-0.6008342799507723,0,1,14.765038701698462,6.214983155382427,3.2477011555136337,0.5281503402486678,3.3220947407315946,40.5754657613214,41.1208752154439,0.3058585101521809,-0.20470113258273592,21.563565299557347,1,-0.08960835306911835,0.6378775695200574,2,1,55.993236259205105,1,58.45507153742783,32.883262757516576,2,4.080848065183433,3.9216791761963927,1
0,1,-0.511948832410103,15.06459640314535,6.312631292087364,0,44.194073963066856,22.53837789806097,34.721260621594794,0,0,0.38220139743155596,0,54.733239813514885,0.7433038629340709,0,1,27.026768862668614,0.38650066640071934,8.249381177453042,0.2803119936385013,7.982305371389842,35.42138305070694,93.10662051238938,0.06254981061653941,-1.5376691179864626,36.77890151236499,1,0.008373268200773757,0.9603896378297245,1,0,46.31329874120803,1,51.882155765767045,8.020516786293888,2,0.7332508539871339,9.626348255260483,2
1,0,0.42433389077888967,18.656088472736997,-4.588212921690921,0,70.07589921645979,12.710134732019213,43.22925583264162,0,1,-0.5139732632954928,1,30.941458401239252,0.6194030231888366,1,1,61.68455675779705,-0.1376516942934547,15.898732266409857,0.27576028269564057,2.242052130453295,7.732711897258349,49.466191753465445,0.4803777713065178,3.7708124861219297,36.15000871013162,0,-0.10927672402487977,0.405400462984325,2,0,54.57005791793974,0,36.84439088539442,76.9261888188905,1,1.9205109397060853,2.093528261348469,0
0,2,-1.1285945067424492,8.741552560837798,1.1861330346733645,0,72.89409911379352,39.75591640060889,23.82002548951234,2,1,0.1115829790428335,0,59.615833135684284,-0.7203046711362374,0,1,21.35303250251856,6.027730957264602,22.831783130981698,0.3943082558241002,3.0816997832957065,74.0022770201904,59.30414785187228,0.22135826864142788,5.650725537913743,39.2190851177111,0,0.11627908105323075,0.5244247428750783,0,0,49.07367025587318,1,48.20504056052116,0.5055188999991023,0,2.7669767921917137,2.7767975139068377,1
1,1,-0.17974879748487482,7.200350687471175,-9.169930019974277,0,90.90746039727762,39.32033431160578,28.71407383629064,2,1,-1.17926677845353,3,34.3102874236118,-0.4670837051139387,1,1,26.040219781926645,-3.0818331841421216,13.454778040748586,0.9879750786379613,1.3818564079861253,64.0412367952325,33.65871463038308,0.26906744110411307,8.429252610330277,36.54899278320302,0,0.14078176471322953,0.11677392475240878,0,0,11.510114867213945,1,26.56834523722748,43.431683336024165,0,1.3953318138794781,1.253359529880091,1
0,0,0.09853274312891284,15.21209339887347,-4.456833498783315,0,79.1137239281419,30.81636163230631,16.902339861632576,2,1,-1.0087400311473576,1,23.612982528524334,-0.23070912764580978,1,1,67.75240680766244,3.5338705153721595,35.862555101569285,0.8401609999794752,1.178448799822114,70.05328626717848,36.23575508653324,0.6577097707581229,5.0494343342630685,68.45760054347483,1,0.3852781239080526,0.14688413773861708,1,1,14.870159931717748,1,69.97260753227306,69.50764240797429,0,11.692508848280855,1.123219483284884,0
0,2,0.5594496861715166,27.279200210284095,4.823056761435209,1,56.31977607797184,4.363612480474888,17.41999845768525,0,0,-0.6404171794870316,1,23.81695294035763,1.0130522022569481,1,1,70.00186937029339,4.735177840985267,6.181792925934899,0.5239730962129929,1.1155725365661275,89.37775121393936,16.73680285635235,0.9002568925381377,1.1848503869922133,55.47140048722506,1,-0.24233105011522788,0.15214022693204132,0,1,71.1520726727103,0,30.142928572863827,50.03862815260191,2,1.5884820482030682,1.2118641698329613,0
0,0,0.42527457089033927,22.237663588452357,1.282924559182634,1,66.56033862643675,11.996187791951705,75.78037726976619,0,0,-0.4362862681235574,0,32.70080969908122,0.49828597387878193,1,1,60.75993633072062,-3.9537329590996535,31.573988091366076,0.5156193547294331,1.1730587089022249,10.068138026652523,25.691328024700322,0.7478109266728475,2.212740318777655,46.432989238604144,1,0.14673806677725798,0.15225754905843525,3,0,70.85423636328515,1,58.999096707656136,79.90459840298757,1,5.089813591846007,1.1909508152235713,0
1,0,0.4951183586352461,13.754917890771948,4.416602258145652,1,56.12164174656825,13.176927206774781,5.810782605891234,0,0,-0.1663011081766659,0,40.65318188121316,0.44539622028719017,1,0,53.112855121728145,3.7477663514531994,1.3547123989370835,0.4037456347102433,1.4470324590734478,39.9986429498693,20.01070638311724,0.8450528057556819,0.001601588840385304,44.45763008499671,0,0.07717783724111439,0.2824308650611213,2,0,53.4331147962833,0,36.97530077814024,72.66042863995071,1,2.636938221099465,1.6603487101064118,0
0,0,1.6047894140563843,37.85883013126012,4.862859977577044,1,19.651709260180027,7.421993514561526,79.67532735211917,0,0,0.9837760898836075,1,54.60262699556953,-1.5317394998332166,0,1,18.241108971880912,-7.694692663543625,25.021411312654482,0.7654262936240463,4.627070884330135,63.452569374914724,24.059439068766718,0.8523412023280713,-7.324142067109202,35.5946901897907,1,0.2865394941540758,0.6542129466346132,0,0,94.98526127714659,1,67.91707722175462,38.056180207660084,0,11.665519962039754,12.526303516619096,1
1,0,-1.2278177728373778,10.916961400187297,-8.559344155293049,0,80.07299052298646,32.19724594519974,54.90743813982444,2,1,-0.9795104184614202,2,29.49582579463435,0.10691824186534919,0,1,55.04520199727004,-7.64815741383255,12.751981859023278,5.1520630623969055e-06,5.181948872216893,4.265167281098048,83.33847668586148,0.03960946236119767,7.12568712028844,33.37038069116727,1,0.01299953311378871,0.7994963272312905,0,1,1.0785319910242452,1,41.69190010187675,63.10126314594902,0,1.7512958352518715,5.4763185963488885,2
1,0,-0.4541362109226558,10.500777110363316,-9.359489879322098,0,67.93798809791187,7.009140027036214,25.610749740269235,0,0,-0.8703523177219781,3,32.31554586954863,1.6790301198462667,0,1,36.950300680638726,8.800351653688057,7.18722401597266,0.23210612729240343,6.820811653042697,11.43125275598269,51.84720960811987,0.01755727106648558,3.977211249523979,37.779082078084116,0,-4.534224711246288,0.8486337814567647,1,0,4.056843993909581,1,37.271542888470506,43.83144711935664,2,1.4881255163272562,5.365808279166896,2
1,2,-0.17759040789703162,12.253016232558064,-7.415902290064665,0,58.14022265104223,24.63455642584627,27.768411600245667,0,1,-0.265422092647445,1,42.30066492231454,0.5215297799214171,0,0,51.872512708733964,4.193165833341407,13.009309706466254,0.6931314566261855,9.080566803289475,27.016995855027957,55.06401178180222,0.044084322353462935,1.6929982815306346,35.93582385671009,1,0.07338229783338047,0.9284897338726166,0,0,5.214062515347634,1,68.48475874114273,3.0058363697704227,0,1.1913787509079679,7.726898556132939,2
1,0,1.0067005965093438,5.717701267493231,-5.052244718390854,0,56.46071289884098,11.523145907107345,18.706116931955755,0,1,-0.6052001283756979,1,28.560289642686204,0.7921010955008047,1,0,68.56761700717283,2.1189656904994703,11.497712297451624,0.7818532298406361,1.3496207996026675,20.941707970172768,63.90954793482941,0.5582894716444909,0.7073419938687877,42.85324168164831,0,0.265741936976364,0.23085577517850664,0,0,54.48065943630221,1,34.80216159528508,1.6983181273884451,2,2.4412867857543694,1.390128127353143,0
1,0,-0.9672551333330266,13.236560724734181,-6.764119516459095,0,69.6360149971939,23.632926595773377,10.228633016165517,1,1,-0.6346415051009023,2,33.40973273745052,0.9177663004353876,0,1,54.802767793442555,5.242546513826923,22.01044861486973,0.5768509084384055,2.275803895327309,1.8347595522659244,78.27161767144915,0.17665858428404801,4.809894975665621,38.099819592006966,0,-0.043874193103546726,0.41373872406046786,2,0,17.763742542802945,1,22.687701786193635,79.23824072861366,0,2.3382799776670953,2.4833504807622786,0
1,2,-1.1486635968495642,8.728925617515209,-9.45350014852923,0,74.31287230105245,39.99066192196107,21.81330740253778,2,1,0.3595701442622169,1,67.67080563930548,-1.3206593327070322,0,1,2.406091822743197,-0.45695534699817486,39.18877225600721,0.39793026120093555,6.4772212301420105,80.00941281247212,65.71230480647702,0.010524903608247427,5.933276612445599,37.3296766322168,0,0.644663700081411,0.900118990078933,0,1,1.64389845343747,1,68.60628650597431,23.633092041241444,0,1.5487840954824434,6.431466274708418,2
1,0,0.017929208633265303,8.351211306592434,2.6586134163672206,1,81.10590839375784,25.132830799892258,58.78772977303265,1,0,-0.8441729180902675,2,30.43950247454243,-0.16844078389527936,1,0,65.66172339244703,2.597951362527219,21.59884545425693,0.41968055748483274,2.2870844506521943,36.90611961990174,16.674658906108508,0.5561779351076653,5.930802680374274,37.84359750452495,1,-0.29922208085804736,0.3932740611676343,1,0,35.58080890840473,0,33.441493373944674,26.9398851530398,0,2.456772700033652,2.2257295404796156,0
0,0,0.44410104321987487,35.71984030305075,8.053411541309178,1,42.61984991807138,19.623997668080385,75.91173854672712,0,1,0.39923219893122097,1,48.558101244384176,-0.6836234198265981,1,0,36.628490092818986,-4.436870219899095,22.890144664371984,0.7922619462520999,1.3660908050555682,11.38290376956137,17.468368644519,0.8375173611885429,-2.4254958976883696,58.758138861163125,1,-0.13403868708144095,0.16376740535558404,0,1,90.06926024094481,0,66.27042295289135,59.83098815609062,0,8.045994657190725,1.4806647024671264,0
0,2,0.09924568810425131,8.37660051442817,-5.4250851504435715,0,81.0521181374309,38.34094714562156,27.144324970400888,2,1,-0.7733461176891496,1,37.9539055163081,-0.46243561713175474,1,1,51.4370419077487,-2.553254845343888,2.8871985745926687,0.7819704060833628,1.2768786597140815,90.85113402205585,13.812176191662278,0.48966778467889516,4.859649547431058,37.52071044881122,0,-0.0681347450347042,0.17672813376712626,0,1,17.71703402482437,1,27.84916238799611,67.25456325601867,0,1.8474168322844227,1.339748652169806,0
0,0,-0.6690786549095835,25.592598859027255,-1.3375351512322489,1,28.365283019689226,6.293493243319439,18.237292655517873,0,0,0.4635002186706497,1,49.289054262307715,0.5727249749031725,0,1,37.33341086024054,4.514437555739031,21.534393696969087,0.2512321930090979,3.0871608593618487,33.158157635823635,53.05451418025034,0.45532914630146365,-3.512647696554204,37.264916917972855,0,0.2535804042079101,0.6018644362311464,1,0,31.608056245455117,0,29.260984056404283,18.04024417390387,2,2.0148803353991727,3.4738050034869095,1
0,0,0.23242044321083838,18.75729296466645,-6.093260139186933,1,39.86569738408012,21.429783719767407,61.73849790193812,1,1,0.3892520496416766,2,52.0593954832833,-0.796101336739475,0,0,38.59878980962839,-0.2559488619633328,12.213911823708248,0.34760397947026345,3.312124263609994,77.06378239454284,47.59974479618975,0.478944334577876,-2.3126298891095995,36.59476534854358,0,0.3293943467826553,0.6608740609183039,0,0,41.49692827317414,1,20.544761707392254,53.30491761671201,2,3.1744194130512886,4.056318664080857,1
1,1,0.1371429259144419,15.81794903417369,2.124203649158611,1,42.34244161185866,20.07739834155077,30.231496730618453,0,1,0.0016022522984217235,1,41.84753149741681,-1.5182981896652579,1,0,53.86745695096438,5.184163340400257,6.222608373879794,0.7017354996938867,1.3851254229647436,99.01975807790001,14.05309455317632,0.9307742162795478,-1.1833522236923528,38.28318130882754,0,1.6066065886363994,0.18890447873710264,0,1,76.15444781873933,0,37.231753990126556,33.08770014961692,0,1.5438292326106708,1.3877096793946853,0
0,2,-0.04849182058121292,34.58070687062586,9.024818598254253,1,18.413542737306347,18.124664559007943,21.65314552867839,0,1,0.614111982102412,0,46.562188797914175,-0.772477536746425,0,1,35.58949023515426,0.422549512921524,30.248769848605402,0.17258337484831543,3.5544175314950373,46.41601053245662,26.424395917740952,0.729540164468457,-5.638987343549019,37.84116342349709,1,0.031177866530421185,0.564103312921039,1,0,79.71280979289989,0,69.15189928495408,78.30797420472808,0,7.472733919103674,4.009219941636127,1
0,0,0.41989241960741025,33.56482563845042,3.8929582490213086,1,27.062034155633754,11.324158081048193,70.06739494287247,0,0,0.47500781852169954,0,48.27226397536802,-0.6831264855057947,0,0,41.13192866193154,-5.486411659941521,20.2352659726715,0.5188587756576712,4.892215632107496,10.613917759787162,32.57442071400285,0.6851172779424489,-4.730940597074359,35.68138028930656,1,0.05869215662963099,0.7512172209457925,2,0,66.30891620376205,0,51.62597814549569,67.85207706034187,1,2.3820510946206013,5.312124372582207,1
0,0,-1.1422702093444752,23.622775479375917,8.598889900118166,0,72.27601207908909,19.88092388897097,66.20456082668915,0,0,-0.5847629606980997,0,28.889499214872423,0.6185784045810582,1,0,70.56618728472266,-4.973073554650053,11.786340365794569,0.7453603808543265,1.2436792214423564,23.68344817153592,61.45061418543294,0.9291653216738036,5.202749865254059,69.99959777144389,1,0.017801402659224506,0.1482291656337767,3,1,63.52852737238885,0,54.55593050776904,26.529565534209816,0,10.505620374519692,1.2738900543537721,0
0,2,-0.217993114185579,35.19345024553071,8.538704081795355,1,4.176315349561754,9.69273277460109,27.196924555328632,1,0,1.66382147612684,1,63.59114690850752,-0.7246812627695777,0,0,11.582405099358457,4.205808809937759,17.996111674453026,0.7969530931942852,9.497083155787319,90.5173644714669,80.34835348485012,0.6171525427865862,-8.793321672538758,36.83628841208417,1,-0.0008473765463831166,0.8958076709947906,0,0,74.88939464862922,0,69.98663503220263,53.49560810208604,1,11.757312658904903,7.354471074842356,2
1,1,-0.41962090964196547,12.397969011057516,-3.637486183256926,0,76.2708632176336,9.304428487550432,58.186613867485036,0,0,-1.0253950849255993,0,22.791014842227018,0.9427154188669145,0,1,73.47997623701536,-2.5417572821617966,11.168239376826419,0.34949605471492917,2.4493750555530056,49.92028032217908,12.951456793268996,0.4768570368056201,5.381474655519106,30.65737409631831,0,-0.16670571955761337,0.5001475639115862,0,0,40.5150834567272,1,33.47816041404649,25.4035294782161,0,1.083890687925158,2.6023719269993015,0
0,0,2.863758558392179,38.82180307382927,-9.954074295320561,1,4.213937119852623,12.198523040034868,18.480667315783244,0,0,2.2184960335775448,0,69.31945535997778,-0.6001208017155201,0,0,1.5511115939165698,2.114230104945303,28.64206510169126,0.4905879527830066,20.276568146510414,45.15374844916031,63.451187930577056,0.05373830019994713,-9.7445229166856,37.12615466900826,1,0.10039477329031618,0.9973778523433611,1,1,35.80256671979649,1,40.08763198527721,38.8016699438152,2,1.704329170596814,17.67530950638161,2
1,1,0.02823802095810498,14.20988455306225,-7.517332602373968,1,28.958144383335217,20.071882820241772,25.61227111539404,0,0,0.6664292076557651,2,60.90447550223205,0.15294717898252802,0,0,17.286099852444465,4.77901596340409,20.194042691141053,0.3394027027368298,6.355990388506289,89.17536611517119,61.71762378418252,0.1359151803740552,-4.8608085349575445,35.42805846632723,0,-1.970207460647252,0.8944373489888603,0,1,19.155459192213524,1,57.620658849174674,50.16558340483332,2,2.3645678074205416,5.197324272177813,2
0,1,-1.0430310287672906,15.617994339833912,-4.567413648911492,0,51.89792277523384,28.44416147466061,12.932651201930145,0,1,0.252519458098954,0,51.99294042072006,-0.04487203569590231,0,0,41.28650193020414,1.814339122493621,10.58558808013974,0.47050555290297064,3.0003116324143972,64.81882249723674,68.08466424421755,0.35068476751772704,0.7350986834924811,22.15005027753805,0,0.22253305748497187,0.6600092308005713,1,1,9.642776366141575,1,33.78817730020734,45.39319832185372,1,1.8810962496616683,2.7357357285916226,0
1,0,-0.039943267180872176,4.429453153236363,7.910922719802237,0,96.87230587857488,16.531596758565264,73.49169674988529,2,1,-0.9264549672352155,2,35.527138965920244,1.57556169680728,1,1,37.3901945022694,-9.99410463554925,5.10773823910962,0.4459567344617893,1.0937275804345008,13.56279879600108,7.646482088208984,0.5919538046956978,9.134310064639777,41.419839569806,0,0.0738207152819753,0.1505927614626677,0,1,65.39560350160285,0,27.409360656013888,64.96494305235761,1,2.176507095171121,1.1459351535714097,0
1,0,0.047095211652517815,8.40848189177624,-5.559473615092974,0,81.29268828058777,33.31407684195251,27.92170497380785,2,1,-0.95322297666472,3,30.982421032323664,0.2848153199431172,1,1,36.12810845112041,0.19317390256210842,17.45875068184229,0.4610384437529154,1.0612660370606701,14.2416363103479,59.98736311259062,0.45863530942771036,6.013809919515239,39.050687809645225,0,0.2785071123710603,0.15068202759915567,3,1,25.97646987281914,1,22.324083378152707,32.8748538151293,0,4.130277381193736,1.2257995149631695,0
0,1,1.716273127232852,39.15822278325419,6.868792081401391,1,6.12747804867978,13.38682624482325,62.01168943023433,0,1,1.7226854112086918,2,65.90382128714194,-2.1736175839526815,0,0,6.419979803993456,-2.228877934022387,32.498520882766904,0.8107390022386634,6.326426826232572,49.909321125929665,17.727478717383892,0.8318862675059228,-9.127243433218082,37.02062322330384,1,1.50441948652957,0.6483773102805053,0,0,86.79293931713865,1,67.32120575938242,14.988674392826468,2,12.871559332543358,6.131568210569168,1
0,1,1.8593241928568516,37.15172006571696,-2.476141339009013,1,5.06746166576405,4.653602893082276,12.711518036308744,1,1,1.5265859514406968,1,62.39231905304279,-1.3301089981256409,0,0,13.550376127525684,1.459935967357712,22.004760993471248,0.6426816775063456,9.011799025730884,67.7771262250137,31.497357910906494,0.6317223775697501,-9.466246315467316,38.84824561942861,0,-0.15407374359758197,0.9308698787942877,1,0,78.88097830650563,0,35.93535769532018,38.69483531731678,2,2.363804267425911,8.085974485353603,2
0,1,0.7492468763652498,27.59525261557986,6.728818387102706,1,7.369176839146219,12.969387061010398,17.408590711159402,0,1,1.1910287529115426,0,59.027784884635984,-1.0498059400246917,0,1,18.71219964339423,2.152911811715173,17.062079337387857,0.23391428286242777,7.373775557419267,87.10653728320008,32.324099675536644,0.5045129857138412,-8.726528542337084,39.1245423357667,1,0.579905466811331,0.9758115106066041,0,0,86.86037307999112,1,48.20399700648379,32.18470298049921,1,2.3617093864100385,8.200347315431408,2
0,1,1.3295462608209467,29.279778701940344,-6.144721815544614,0,51.50501851389318,15.46872550904297,19.32271265569655,0,0,0.12151183028445618,0,46.66649873787844,0.4143545684046874,0,0,43.66295176085319,2.91422332549687,20.297682121097054,0.35090094126411975,2.8248760988871244,51.01165333380477,32.20447905656224,0.30435975609179855,-1.9266379260135889,37.56909868739939,0,-0.10099936059222525,0.5326430943157162,1,1,49.35290049043133,1,59.79105399546184,68.28916019017808,1,2.5203329237939083,2.8230450703285013,0
0,0,0.7097096645246943,39.000040793777096,9.603433379074808,1,6.596844023632431,9.645049346410623,30.22345348540449,0,0,1.3873541425159976,1,61.924519570656784,-0.27256271566910034,1,1,12.191894828389543,1.399370049907935,21.51160634964083,0.9140046415230266,1.842677713297446,9.235388427090463,54.61855390020433,0.9484143734652087,-8.953205428128527,34.44595111987243,1,0.04162627980594334,0.2835020521101763,1,1,97.71329344562392,0,59.6326516761096,69.86262242472284,1,18.73149414473489,2.0294742491836084,0
0,0,0.7834238886952907,12.658428423057696,-0.8368591532799012,0,62.02852681052061,21.983304321052948,17.17438150321717,1,0,-0.3243108919656402,0,34.77548755538109,0.35040340244475254,1,0,60.40288600176474,3.1523457356974802,33.100248124324736,0.4500726787128097,1.9041560595349976,17.450549747266443,78.56686979893594,0.40914709012657785,1.2427197495025766,39.70685461002833,0,-0.14636953302892972,0.4000298278042945,3,0,64.88742299604647,0,35.104354203728874,60.01202571454865,0,3.3322576543094207,2.183104202714364,0
0,2,0.45605498740965694,39.85281094668457,8.701284323113146,1,0.5830849711163155,11.4616242029014,44.53132203430477,0,1,2.7576083231183217,0,69.55424392936179,-2.0637098483332057,0,0,1.015295264134921,-3.4365180799690798,0.7210039443897642,0.6538645991903463,8.540585230221081,95.92149497595395,25.90663326934054,0.950456570087475,-9.823480190501925,36.62082727001419,1,0.1120955198315605,0.8679026652961338,1,0,94.9403058997444,1,38.813290720875514,53.18905610394548,2,11.861082464618196,6.932547697394311,2
0,0,1.0279021528872279,38.42281029664001,9.59986378486888,1,19.02290880506054,29.146825339226794,79.99370129291674,1,0,1.322562962512727,1,65.54280463145324,-2.744073613225852,0,0,7.537715486614265,-8.000402081319306,7.826821195324842,0.8655207533130682,3.4181693361361676,60.88223089506839,7.490917245844359,0.9529624128242848,-7.576393019620743,36.223685347459465,1,3.3242697649541673,0.4276870363085407,2,0,95.75335877997352,1,67.12081547793252,29.856310708424942,0,6.954656628170294,3.3278111023352035,0
0,0,-0.015238963234724536,35.097582330646404,8.82689370485513,1,27.508050018212472,12.50696982748256,79.52303955692355,0,1,0.4377037796957578,0,47.283280943964506,-0.7828863718793032,1,1,36.39824311076099,-8.281534696285503,11.609299711101357,0.5588041877727438,1.5189830531673414,24.189973639243494,31.027995439799096,0.9196772187354465,-5.423070103062932,20.37247928956655,1,0.29979832368705644,0.2843570976431468,1,0,93.36439059697383,1,41.449712238977085,76.78439487688792,1,3.299458911871451,1.6755386820993583,0
0,2,0.2076724392994492,23.188195911549943,-4.887508971070472,0,4.289001560862948,34.71072917578664,20.318871961790755,0,0,1.95026884145331,0,69.2153381924954,-0.770490980927075,0,0,2.4760714113429305,4.926272242103309,6.2193062900620415,0.9934046264395289,8.500033885756725,63.17217962751145,99.98701113067654,0.09366492402043175,-9.192534695371519,37.014552174305095,0,0.5339610469475133,0.9528638682033703,0,0,0.8095575153004353,1,47.52204898764559,26.777150501731235,0,4.893453447234695,9.4900406073744,2
0,2,0.20674359303935294,30.086571094975596,5.77338120884772,1,33.93244397555488,10.461219600021714,23.35457967870032,1,0,0.4595713279018435,1,50.368986183189236,0.0446801240406164,0,0,36.03556207434746,3.8591936167667775,17.049073676760187,0.2633194321326471,3.106710148815521,82.00368220330472,21.09858063669141,0.5570029245300812,-4.348945288701076,37.776237949947856,1,-0.026346844530244773,0.5930967863764031,0,0,57.4512856595945,0,28.21357045476431,49.589270767413836,2,2.792969120217092,3.3308894224738252,1
0,2,1.7512414345079947,36.10562623463177,6.865192810523464,1,5.710473855286158,11.021520435933867,24.871870405832645,0,0,1.492737673491827,2,64.16892965578927,-0.48093603387757294,0,1,8.410985385524228,3.9804228303285036,2.3556969864896304,0.21369618776024224,5.493219711382353,90.27781642529281,78.83577157118981,0.6440834904242864,-9.30700862902749,36.755655828686784,1,0.3233540020696574,0.7167494461442772,1,1,89.89074901096829,0,37.78400420971448,22.18193456655638,2,5.248852559917164,6.403720109811489,1
