S0,S1,S2,X3,X4,X5,X6,X7,Y,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-1.1600572335844288,-3.966092531471067,0.5616518624806255,0,17.71310697395753,18.73341639688012,0,-0.40157710517417744,0,0.3348033131448399,59.73988780798805,1,1,1.8747004465825794,9.604489260159735,1,7.856510426996193,59.40991469092274,87.45105612980709,4.569432186327994,75.36693185617436,0,0,-9.118884803899777,17.64206441238745,1,-0.9238487479143079,2.70802915110872,0.4109797481225276,0,0,3.5371199547203145,25.02038337656501,2.0141776207968562,1,47.182299620545834,51.86843281924662,0.6489376498624331
1,1,0.6154529848555041,-4.630080152013676,0.2909679040712537,1,18.707703596041117,43.13128802872706,0,-0.2457607593624567,0,0.35948139139380786,50.75210545518544,0,1,2.0753710542771966,13.047471982891262,1,14.7948442778711,61.383577676993426,77.43092128079712,4.693776492007958,60.73510019227024,0,0,2.784711530991899,24.76824936574738,1,-0.823338721862564,7.345654675760404,0.9487432228353789,1,1,2.5845849841857436,18.13343303684683,3.182226743277356,1,62.16489426432823,49.603151649809746,0.1383779517021944
1,1,-0.04479104300005528,-8.010020087635793,0.7070924318768743,1,25.72767871191096,82.83144629839897,0,0.13575343299541703,0,0.24737753697307663,49.47530618622242,0,0,1.846788078932301,31.02189348493569,1,23.78761269640809,37.9136223352362,99.09401639046189,3.6671781927988185,94.85013350389907,0,0,-7.205346879602788,26.99636888592476,1,-0.820479149209588,-0.9454609151020712,0.8519540902435434,0,0,3.203577547264967,35.30589564263225,3.6928579814975566,1,69.02621923208324,43.014949526725836,-0.330076979919589
1,1,0.07963010213883086,-7.297067648998997,0.021943294893692566,0,46.155332923381096,88.65397055660596,1,0.9159301490964488,0,0.24354772575691042,54.51942993546814,0,1,1.9464180627388599,11.40125190662979,1,36.131976201386024,56.4548277044774,71.68257575066531,-3.462002689945214,37.54445935633232,1,0,-2.7532745489570676,28.808195055152108,0,0.014545068860296113,-2.636041696757717,0.7995337101827056,0,0,2.2283156816435747,31.590355739009457,3.399065102793343,0,55.24397332645866,23.950036544686526,-0.22701571411701535
1,1,0.09057590959411918,-7.574678683448007,0.29868510378715285,1,35.77476702337715,87.85767579520585,0,0.42044167043798586,1,0.2930867897403858,48.11498891474579,0,0,2.6172009344574536,13.052859879586403,1,25.048140523556892,49.469225977163504,60.63286559533052,4.477575419623962,10.681971038995341,1,0,-3.4396285571048644,23.31417707425462,0,-0.7582453577738019,2.3515798627657496,0.7766295200632392,0,0,2.742166002073542,23.246765859945867,3.0047991003317054,2,66.62112601963574,31.282371460949854,0.9353875122055622
0,0,-1.4191080898219586,9.622005375718913,0.5212630986073696,2,48.79899150436425,23.87426709519726,1,-1.6955489993224153,1,0.9827430393815748,4.118559716670815,3,0,2.3716386531400477,11.943850433279742,0,8.176675275696809,19.241007469882437,48.71158324874171,-8.154180434492087,53.85091955728496,1,1,9.942677915820148,9.640462323325881,0,0.8121471030514656,-7.835815919001251,0.6167431477618867,1,1,2.9366652768481347,59.31200909184244,2.1643042789710876,0,31.524457593590455,28.48934917001142,-0.43108303037283824
1,2,-0.40006565274325323,-5.119233615652563,0.5677983580747521,1,52.087200355673495,94.9956480032511,1,1.2978919055377838,0,0.27892533273134784,47.52423373264594,1,0,1.926887044810348,12.350362275296218,0,37.57350751068158,39.256135278550246,77.12754423333747,-6.528706254853242,70.78149734185324,1,0,7.989327423218086,13.199684728199594,0,0.8922012759152192,-1.7982762131043053,0.9899751318295144,1,0,1.3484189457195692,34.79212922896346,6.923582081032321,0,53.107477517916244,23.831322773165617,0.23872867445237156
0,2,1.1763266978763678,1.191293355183884,0.547718882547023,1,52.70959193848148,78.44364092531785,1,1.0992980213045394,0,0.2581795913875399,56.31009487526288,2,1,1.876019355463612,18.887729887224666,0,30.94820605982386,47.72926746467948,25.168607414007237,-6.615721813684338,68.9856075839783,1,0,2.87354429245962,27.193600218378528,2,1.183900291030289,-6.076694565302111,0.4712083509602902,1,1,2.857328773244892,57.93178589594006,1.6837299910103574,0,29.419711937896757,28.094627912424617,0.32092166535170813
1,1,0.03409870929340772,-7.407496491990977,0.34664536608724794,0,33.699932849860026,79.95107877917363,1,1.4591782022441122,0,0.22917560546484828,58.927935224081935,1,1,11.274992092845128,7.4274859464681064,0,38.89722994376898,55.50211106906694,68.66593452033352,-5.51590569245618,68.7331801494527,1,0,-3.095984214936448,21.46618639902977,0,0.5148134646705113,-1.5928527013959517,0.8059782139134781,0,1,3.0091035132162838,32.715066068186076,1.9822493854011494,0,45.66050013895459,30.761495687230035,-0.7153901225768595
1,2,0.9079181946982343,-7.129908639500665,0.46591654431464835,1,33.20597281956191,93.60897821091775,1,1.3436801518561172,0,0.31373502423209454,43.42481400243426,0,1,1.9554737156163962,11.105879675648005,1,38.70840122299804,60.87685048668129,95.25430498476875,-5.160933024109648,88.1781766330542,0,0,1.800626142641221,32.091463046024415,2,0.15418951366558759,-5.745935477151076,0.9997051525790628,0,0,0.9489519149259438,25.616113247709272,3.3444458822280576,0,67.37932814264751,21.048368186264156,1.0492627450715883
0,0,1.4652063863266858,-1.4616894030252165,0.43807518297576614,0,17.766146419894582,38.20951592775766,1,0.6154673304249004,0,0.25174304902102673,61.44182371809255,1,1,12.265202731940846,14.156380989286923,0,28.689920328490604,61.34973500222403,33.17095738089958,3.25286299043106,63.571884906646325,1,1,-2.0607916123876224,29.780822593924583,2,-0.1461912781904906,1.4703902694357307,0.4781250431418215,1,2,2.8846167704329804,60.995245749593444,0.6747841803199005,0,36.189677805930785,29.799895511915302,0.12986289065297127
1,0,0.08461726557747185,-7.3100887486014665,0.15993583068644102,1,61.31324787615705,99.866733140891,1,2.1474809944872306,0,0.24888341068329,37.24272322318334,0,0,1.9646754667513733,17.754291126823365,1,39.9826158814692,49.780066788365815,80.66746338512236,-4.577746076988679,84.7292145606039,0,0,-2.201653189999792,23.235687183323776,0,0.500860220427759,6.255101209564266,0.9464600908877349,0,0,2.855559730073517,30.860799408569903,2.200202111560338,0,62.92194159870861,16.816193515243448,-0.378942157580341
1,1,0.21995219652311643,3.3175469612604367,0.548258883627558,2,62.18014750328693,86.5399144968389,1,0.16213184648508028,1,0.5350346105941424,29.228848454822682,1,0,2.110298683363653,23.54027805739479,1,21.520782677665622,40.68463505074678,83.18160782699833,-1.5869246335407023,67.92298252732495,0,0,2.2152215871455834,25.336104347547852,0,0.12768611531986296,-5.114396810987153,0.8456390410806958,0,0,2.267893235219811,56.027684218500184,9.647871411185019,0,62.5745573377411,25.587446965329605,2.501648024294872
0,0,-0.5298650967692138,0.32965038082283904,0.42979637921270175,1,17.898404609754852,10.729704727824041,0,-1.1170434201036334,1,0.6391291452442186,36.37695659483904,0,1,1.7229435177389603,17.86846160335867,1,7.945985907417525,46.04211673139606,16.209988267094605,8.149828768075132,52.84541995650274,1,1,-7.664173079528784,13.228827238043666,0,-0.7989869438239768,2.1481854994346925,0.0852706968235033,0,1,1.7585389600619024,27.88994826169583,2.6846941830319033,3,20.36452186418555,77.83634180408401,-2.190131104846192
1,2,-0.5830444495165525,-5.13750946184601,0.4506361058557872,0,19.54594916017559,43.84340532774837,0,0.38884662053782426,0,0.2522369757484394,59.491496638790096,0,1,2.124653065774958,14.651716312845458,0,23.044048016634605,65.31449718547202,94.37788999115097,1.9151986049240257,65.51455966665702,0,0,-8.05642867191411,32.806146340758524,0,-0.4028883567785446,-9.782077387737234,0.9764489236709715,0,2,2.491298880534745,54.06239936016839,7.784382573329844,0,69.24522795769803,26.0489224754684,2.428894691197585
0,2,-1.0976622148225688,-5.209700566969085,0.4468099911133951,0,52.24458676863829,84.4808702623356,1,1.191171157251762,0,0.29001529117682845,50.13028988702341,1,0,1.875838826155291,17.37625974938857,0,34.749609569100166,37.5344244368025,44.10358673311384,0.10812708438098007,9.608599496189585,1,0,0.36328184592384183,29.37260069133827,0,-0.14199573276830194,1.7063736851686357,0.31849136837935305,0,0,0.19124998908009205,28.56050366036154,1.4148892012928314,1,41.81882769096805,34.22949065385772,1.6444657016485753
0,0,0.37327811049429643,-2.8347841881597082,0.5172939488270987,0,23.346198100304907,18.657622770720295,1,0.8886374956677792,0,0.21277579060174912,70.82312534503741,3,1,22.001448022013193,39.999948356260965,0,22.427855398274545,31.53267777531579,70.07902236588053,-8.825251315766737,39.994636919748864,0,1,-7.151327407178588,14.044248045843,1,1.3386887071889637,-6.722413503355154,0.8501062425057409,1,0,2.1858058326720813,36.905883863336314,2.33420408082061,0,50.5861390889705,47.28529517165714,0.44604826748787596
0,2,1.8944356144805539,-5.076938364234179,0.16198453697442333,0,28.183964670918282,76.32121211002215,0,0.09230695353170093,1,0.21626260952428555,45.06255721309101,0,1,1.0954199114446181,10.0125591878677,1,30.05539030400673,62.450759560968656,27.33648110421457,9.65123687715375,6.1362979274181555,0,0,3.7067198189760333,12.880660796371828,2,-0.964700210323415,9.507134211218094,0.5184315872596547,1,1,3.1581708618023647,52.66852137234725,3.4686230967160863,3,45.82534411344459,79.75962909641969,-0.22264995158039236
0,0,-0.3862333996634045,2.045839487629962,0.2135228970718684,1,34.16842097213118,23.223726958136826,1,-0.642454371202221,1,0.6071733274999725,39.34576179533318,2,0,2.2834052443916306,9.876410713512008,0,10.756438905107593,38.23867145371989,36.73426577115624,-3.1763980808242076,70.64647126875397,1,1,3.526511938487012,2.6535047495642416,0,0.3482194545091034,3.050885626392162,0.23612249954490622,0,0,2.540380310646759,40.59835738205379,1.3009206790203647,0,38.087203082601974,23.365129640129,-0.08716399731148546
1,0,-0.1621180033908388,0.9209071795521613,0.20601272884441607,0,18.26674070667083,16.400041335841536,0,-0.306597735728452,1,0.33842088948774796,56.918542430122045,0,1,1.8829785661724674,23.302547253476572,1,9.665759926345064,61.57342439794405,64.32580288995608,5.575603794839271,60.608559728550105,1,1,-5.6348936871605995,20.55400046109503,1,-0.7585678101263038,0.22946195842700234,0.5018972444483842,1,0,1.1180968062740644,39.6349721195328,3.702936703279021,1,68.36813804413512,46.204503512471106,-0.5526295099191862
0,1,0.5759038308641039,-6.251252992597114,0.651303584152332,0,45.77669817068311,82.91999814482044,1,1.4702246595089046,0,0.2559385252389538,53.81469989459451,1,1,4.52464436045803,12.401899874695248,0,38.940140385912315,46.180980659099376,50.18590552628438,-3.3882103281904,75.0989239841393,1,0,-2.8759086029988667,23.23009514443356,2,0.28265338436261994,9.705918511269363,0.27382092732394936,1,1,2.1043553158309614,30.72177201074998,1.160068753248584,0,41.28395469129041,21.721556007153843,0.4008078934905134
1,2,0.6174263012005461,0.2595834715948815,0.1161223656883737,0,34.60601713999176,40.20405741354696,0,-0.09656336508494821,1,0.39454257011561916,45.28709850712399,0,1,1.916299188259411,11.65984531685364,1,14.160855290731407,67.2918390821863,75.020408602033,7.360788685025199,32.46200492576382,0,0,-4.292248233853472,6.994869965447165,2,-0.7107573219761791,1.0274197463325088,0.48247161496715507,0,1,2.1373235015556538,55.384633245636955,17.584754574321234,2,21.855875549992327,43.77667808489767,-3.062357733923695
1,0,1.184551483157845,-0.4093549960776812,0.5963788362578796,0,19.271844784192535,18.828324405876355,0,-0.1557260971873567,1,0.3024180212212215,55.95821209421153,0,1,1.6516229270644758,17.614022066761017,1,11.165562826472888,65.1381008490072,63.05958013305383,7.642515182450456,13.472722167336382,0,1,4.6155125810441096,25.97372562332683,2,-0.8746995212932495,-3.1630345967801006,0.31320423059432656,1,1,2.7921085694538346,55.280582129168096,1.6885130456910586,2,35.564074156012865,72.07673896610538,-0.28427253352038534
1,1,-0.649118553095551,-5.39909006915118,0.03379865932781351,1,25.05951221773447,34.32815581242497,0,-0.70548872567114,1,0.4739189125291306,41.05606712763847,0,0,1.904554427073425,19.74430444239817,1,8.100010139529441,39.89121847287065,41.89032577459491,7.0148837775911375,70.73460196715709,0,0,5.945864859773241,6.623815315740604,0,-0.72191227166658,9.48530081893811,0.5745242421258502,1,0,2.4109324662637786,29.076692267097116,1.336418808045465,2,48.92599352645753,62.64198619989985,-0.15474091080291394
0,1,0.19404279260096166,7.581043841194319,0.9492498969790792,2,69.30039931550803,51.2766443403298,1,-0.6442942479485697,1,0.8277105710369459,14.481369447948197,2,0,2.0009926683506816,31.949270380947556,0,7.971113570601862,30.844234615206354,12.678514519190387,-0.8086841710300021,61.419242271995735,0,0,5.671319092992162,12.61111561889501,0,0.24528182144026422,3.724278467107334,0.21086734374214555,0,2,2.8464465181480043,62.444048833142865,3.5108352003263614,1,40.786030778118594,25.558884653236447,-0.17280429175487247
1,1,-1.4431773274721005,7.616097652750177,0.4941753454824742,2,77.75219853747276,90.72444761423476,1,0.19792421149732187,1,0.7989285613285755,15.63893266367141,2,0,2.0806273891026583,13.99750235482999,0,18.030446419446076,25.068212021603735,87.87328762339868,-8.204436973175632,52.416819919161206,0,0,8.750089620110689,22.278767069811334,0,1.8531579710016721,-1.3300173325342843,0.4471912682296992,0,2,5.928252101555546,51.910530201329394,5.802614874090629,0,51.38621731439271,12.073547742525776,3.3385705858780743
0,1,-0.631110341370331,4.924542758336921,0.5179186812472716,1,70.07448115190782,68.79652142713323,1,0.3380134063149161,1,0.49980411344645154,39.121011962979566,2,0,1.3977574580873937,12.712532362765556,0,11.58602484853427,47.2119512257419,61.60436954840123,-3.405395368389284,36.43371493532217,1,0,-3.1832388817892845,34.60273862944501,0,0.7430459644218924,5.087108978136911,0.2031827997950038,0,2,3.985442458315547,36.53249980194292,1.848789601242569,0,38.91066777049118,15.615640490567323,1.2144328877910104
0,0,0.21202229796993136,6.278572540087914,0.6912158100525466,2,57.63746763975245,50.17042851133976,1,-0.45428352193003557,1,0.7704757269320976,20.18215599385951,2,0,1.98242980338234,17.86003922013453,0,8.62742282465102,22.900121642032843,13.168337472325604,-5.684204255918445,36.68941635489551,0,1,8.958914823695032,21.69822001508487,0,0.8546230386686303,7.3160730278665795,0.9715938066172495,1,0,2.1251805989467076,58.16339670645555,4.9308679476679265,0,25.106090905857084,34.78621272167425,-0.27244613691910585
1,1,1.3882960764789845,0.08140608188910647,0.45667328330109896,0,43.006412318267905,74.23770492317277,0,0.37318177885757225,0,0.24655967099106102,51.78202643504291,0,1,1.7984427210283656,18.66001856372562,1,22.602890563236073,57.973042523149296,64.47425020473968,4.942327696877303,58.98610037780069,0,0,-7.460916726354982,39.87127169114348,2,-0.9313143887062045,1.2287176341500032,0.5516798701973986,0,1,3.053373768609248,58.11475922435528,1.948135532258518,2,48.27707544301725,26.19409374137775,0.09846619113277784
1,1,-0.2838651486131916,-0.7151845598777555,0.3629188418237241,1,29.699210485400734,43.216786779771596,0,-1.9322718380135973,1,0.9039477741408835,4.356146209393059,0,0,2.04600502289389,13.934535588514759,1,7.984232574097112,38.1035317108722,69.72918892959319,9.877396682941836,44.679379783495975,0,1,9.302872970592503,39.082795843565194,1,-0.6959923882399028,3.5625185062141753,0.739793561625824,0,1,2.8954916040228604,36.525065055594254,3.6314853639346527,3,66.1304578673429,79.98437600921223,-1.2998406157948779
1,0,0.5312742845042993,-4.517933452980937,0.6728240933876352,0,19.421583582977494,39.2056295732428,1,0.8598020136432791,0,0.2273572408630462,66.58685392928179,2,1,5.650611394947927,25.487770758380364,0,26.256270256815295,57.30994794532544,72.34662229991015,-7.211831618295107,63.239902376239634,0,1,3.5204846803592105,13.469122532781137,2,0.7037852892380383,-1.208727697876073,0.9702914822413713,1,0,2.6877217296559293,28.735139495279427,1.0354957282258503,0,63.55203247548508,28.1391918399665,1.6029092489294139
0,0,-0.0026869044071558775,9.484500234365647,0.9759885737005634,1,18.61837208882136,21.19734618346461,0,-0.9278646837817226,0,0.7145580939769605,28.678631056081876,1,0,1.7056146488336343,19.74419015332862,0,7.391763324264488,53.379468094902066,7.104659126260193,0.442658676953549,35.28978300248228,0,1,-3.4487089101732753,27.068026825040906,0,-0.6217315703376574,-3.925592296190896,0.17822632132846272,1,2,2.9397413825940375,69.46392407090443,0.9684806218541088,2,26.44705730716771,25.98757709299222,-0.17558262856042287
0,1,0.650348770958133,-7.341041712848212,0.24059898441565358,0,60.327434475402924,97.87267566263364,0,1.590318205024371,0,0.21030313589935218,46.42046670797404,0,0,2.2377393173277897,14.193819357128298,1,39.61385445882393,41.10713494382574,52.52062961314976,2.3859701079587996,4.367728902935824,0,0,-2.0150718821955405,21.812095198720808,1,-0.2756511405732871,9.978088568658766,0.35463103892572445,0,2,2.775672220515269,30.125336531584225,0.950458733717683,1,38.45277538214971,29.336282670758322,0.44104842286725704
1,2,0.05945794053051346,-4.663121711961363,0.6508658667933429,0,20.610531494311633,32.606061030080255,0,-1.5793680675244077,1,0.7534104804632702,15.907588448237613,0,0,1.8932369398930404,14.608655091348965,1,8.382147584540222,57.79396463037197,73.11072717235845,9.981812952143354,84.29811004211362,0,0,-3.63520495712838,30.18151410631475,1,-0.6965986923210081,8.831487982732131,0.07168786373559016,1,2,1.9612316777195562,30.18026209187519,4.9217881699656,3,61.14426521135612,79.99999929830459,-0.812373796680673
1,0,-0.5469275124755716,-5.316581905379224,0.5447508759757206,0,18.561959143560166,20.768191007725616,0,-0.45366791867471234,1,0.31661893853067824,56.751990185572424,0,1,1.969215053676684,9.05380463910842,1,8.574318337180284,58.04268551613245,50.280301434075845,7.146261797148835,46.34298644821438,0,1,-8.934965608489732,36.476017901343276,0,-1.044934288992744,2.5272446568603595,0.6360513414025034,0,0,3.6671231804949733,26.08127570021076,3.072845019459732,2,58.780975195776946,74.86622658083328,0.25120369988989183
0,0,-1.4088827564674549,9.720097692755992,0.18965613663293684,2,79.88098831298551,82.3634473476762,1,-0.8449834068069302,1,0.9924473126764646,0.7405571522668941,3,0,1.9621718505607892,8.465378247610156,0,8.957492811580936,18.13909111236505,6.332188431320468,-8.991936831330003,23.955342949202763,1,1,7.012051421524596,11.701853304931639,0,2.755051223297929,8.506093521148216,0.5316059696925597,0,0,3.1353402286502368,61.48113276582747,1.798645262251307,0,52.36088395908243,28.70750553542659,-0.48057987079412096
0,1,1.042870344542402,-1.9770035351378539,0.42083966407744794,0,22.35968512345864,27.200707179591667,0,0.05228133441055759,0,0.32979750543825537,55.83052166747098,1,1,1.454878838883339,18.917259904473585,0,13.683159602245054,54.041438305357154,24.30894270808828,1.4699919557181307,44.31438801199575,0,1,1.3800528679475974,11.973771262146455,1,-0.4927396867841642,-5.8789153628834,0.10716429467488225,0,1,1.3710759050266224,54.90590501805547,0.8824037106065934,1,35.9312356507685,26.68766932523896,0.8189320107496889
0,0,1.6153480555763011,2.8471608695529262,0.18704444748731164,0,21.983966201298593,16.656024722881313,0,-0.37927841885925284,1,0.3779656491224094,50.73826817623724,1,1,2.0918407760907174,16.927529367932596,1,8.898795933316245,67.20521014743946,41.62023498038721,6.9216558907388865,28.38276083712042,0,1,-2.531718390259888,36.88697894589524,2,-0.9650253467816606,4.966528947755467,0.24119128270344703,0,1,2.7178005008043224,67.83951730690438,2.8013147485974588,2,23.91928871103607,59.62046730625843,-0.35595722229583
