S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
0,0,3.9391140935115345,0.7325712986013574,5.286405967249352,0,21.202627538422902,-6.02421523812801,0,0,0.25484052406558716,1,0,1,1.120115043857428,17.012988452964834,43.23451236719972,1.645314710763482,9.998067275290776,31.283756086325226,0.3457446580267446,60.90900940801476,0.0014643717608571194,2.1167897342673925,3.841015195254809,1,0,0,-8.149854103515839,43.696376962570994,0.07873218637030918,1,0,0,-0.4213531629067912,1,0,99.92632857910391,38.83318525082675,0.34442426346283583,44.0289788870123,45.40826420054826,79.74362045548718,18.248264264879516,0.5323890742420712,2,0,48.24302592826548,27.812086994524698,-7.851186744106284,24.99543737551899,0.7727244874126018,46.51645436128466,1,2.414430086224393,-0.3806417326920365,0,1.9602288591462214,28.354959302511382,46.41729025202608
1,0,0.5742205972258824,-0.8413094313472984,1.0322301695610334,1,0.164016840110488,-6.654778768118423,1,0,0.9998957920036968,0,2,1,-3.9092736301884887,21.275571672173733,6.5518632740813265,2.684956270806007,39.996095056134465,0.002573902633735692,0.30701632989969035,99.97666453496585,-3.7933363266930638,35.50080661351767,-2.9984486387099087,1,0,0,9.999934239227994,69.67368465853224,0.786799906458373,1,0,0,1.0377302414712537,2,0,65.62810863655788,69.66694087423295,0.233214966054199,79.99902596006592,47.15682902032796,89.529289879029,19.6733987034466,5.4466906578676255e-05,1,2,79.99930982193221,99.88994643764613,-1.0692530003476328,0.001297083493891904,0.21155902512824942,58.76429763834119,0,0.1353352832366127,-0.42850190942740923,1,2.5986305296016283,22.445755240577885,18.002655201922988
0,0,-3.459996517070888,1.1421344258341524,6.831691998206145,0,35.86257641498754,3.3447551351521234,1,1,0.2452286586150007,2,1,0,5.88793825341787,15.893707114175076,12.297377841093132,1.4318854562687793,9.589360499484265,29.68201456827665,0.6078743953560244,19.695852864432776,7.298495060571572,1.14448415679168,-0.23135059841279246,0,1,0,1.2544497667147212,60.327146172936814,-0.8189175834218769,0,2,1,0.6203988302358321,1,1,44.86150294516927,30.581077511243507,0.9669230347258482,21.063508948431906,41.76621287926798,89.12077119694611,79.86878226707736,0.8258311074398045,3,0,20.39062518991999,17.600831720177528,-0.6800238588140761,30.733070869213304,0.03457217695208914,19.32112885878077,1,4.4718599440921105,-0.8526018699580589,1,8.756762637782607,65.9165288622272,59.543576047134934
1,0,0.04588150578315348,-0.10797092913073594,2.1705349064050643,0,18.705354377877168,-4.165846665519957,0,0,0.34457384384245465,0,0,1,-3.666234306794083,18.22388101348087,84.38839645847062,3.144500182958492,10.572069964899494,27.77629247031208,0.2785563269793021,72.23487843693322,-6.950205123015989,3.304567011327553,-0.24639784654722824,1,1,1,1.2276790707078167,36.1805722359844,-1.0060089489704207,1,0,0,-0.7752886502009936,0,0,21.510846252147253,66.79603108709412,0.35828876728434167,34.73698945683373,25.40013841332001,64.79987789715771,76.35853634147013,0.39634476745489755,0,0,37.51807823436994,96.71328969389008,6.301453028125582,21.400526481064443,0.8566378238711225,44.114094063374225,1,2.5638667297728084,-0.610832541749489,0,2.4484790929159908,36.48638645376543,36.36842880698253
0,1,-1.0216593969208654,-0.7434573940085453,3.5393901070298623,0,27.85644771623388,-4.730197621104242,0,0,0.23930553088312267,1,0,1,3.699276671099499,39.55957510208123,70.38215179982036,1.7112623808013094,9.0890904490311,31.148283696277538,0.3525658628613163,27.62724047602516,-5.147814462834054,2.2221442881681224,-0.3937374579611908,0,1,1,-2.053302777456852,38.311470700895484,-0.7187533173349844,0,0,0,1.0169973545020148,2,1,35.16097245669233,42.85098386388767,0.15905901141838796,30.27095666915987,26.012306726811296,45.39872153145183,64.01042331535683,0.6068437185632954,1,0,32.2079421754176,11.352126250793143,0.4944731690021591,28.217171657239955,0.9263013132735909,53.23662581535095,0,3.3845287322154416,-0.040173037674290236,1,2.730045449313692,38.78043604851825,49.84069499365613
1,0,-0.37281596970727016,-0.1078347560988496,3.616558496459021,0,25.353856320639103,-6.772198660625905,0,0,0.262263751983709,1,0,1,2.446838129074596,36.45510654746117,65.72610095787411,1.7760085664359564,9.481684806466381,30.322024094423856,0.3833491382557071,59.738694662399084,-1.2266467732240205,2.653398100532801,0.07664169252388861,1,1,0,-0.5729382443764557,69.49968394600566,-0.05002701513433833,0,1,0,-1.6574374013247721,2,0,30.86830319922962,47.417079281232375,0.5048374206877106,43.21176113493038,44.14905649749834,60.68330838687176,11.935832428582698,0.47705079930785643,3,0,42.37425289269993,30.800476931243097,1.2072712809688788,23.854335404215156,0.8296574662082301,44.78551127114808,1,2.511801620043557,-0.7991892290730688,0,2.7273826541282236,23.556520151245245,42.04808332283021
0,1,-0.284016590878547,0.08058462820098221,4.977289387916961,0,32.681907803134024,-4.725820951297804,0,1,0.24462468035012758,1,0,0,8.779897405809695,31.315753015957224,66.04531154601301,1.7629929941415523,9.47923066201787,31.286678306175833,0.2848169261914665,12.645670376332967,-1.0210603758104604,1.5651103147941854,0.6569480468147746,0,1,2,0.8867242347256621,63.40733269032468,0.10695199783352904,1,0,1,0.23913560715183796,0,0,92.8136549055603,35.37408938882194,0.5850290041045187,19.4884406770272,46.581132028494935,34.699468181384894,21.48117161682822,0.7541367063502289,0,0,22.949766469156838,28.85452567847178,-3.877560469603802,29.968223470172962,0.9668579001480611,40.06159280595506,1,4.121894171198849,-0.40397952614331023,1,2.6080449842407845,61.5904412964167,56.03208237488532
0,0,0.8105415279851256,-0.028832629312351064,4.83137337471698,0,27.440616677521472,-4.7776257679681775,0,1,0.27099948265377893,2,1,1,1.5530064138709516,15.319476881548661,25.505018135335593,1.4866713038444614,9.26075070629637,30.263778109991158,0.38474472977246604,44.504019245625756,3.6619068243730784,1.896070783725228,0.07106252266737768,1,1,1,-4.583755294762188,22.34099755211227,0.3056625462234786,1,0,0,0.2825454909909276,0,1,61.341336517503876,40.50262240155695,0.2679485557120044,34.54916379216166,27.517855975212704,35.352527146788205,66.5163872780191,0.644720606358846,0,0,33.551026901072206,30.02597745880447,4.987983798038567,27.103691556234985,0.37445154838940187,48.72771062856072,0,3.1326583225220097,-0.6606373244056345,1,2.307850393189503,32.60259684978581,51.819478526066256
0,1,0.45796761809257025,-0.5916138509471685,2.9367240511264296,1,26.199567292395834,-5.797933118205966,0,0,0.31428254158782554,1,0,0,0.8992147025182646,25.031201366135395,85.69416637035962,1.620232507663127,11.629058443906647,28.96885384672664,0.23818075614712675,32.725071020579676,2.9744945663857827,1.9697049437232237,0.8670985006968666,0,1,2,0.5286175760687222,21.592241454243457,0.6745313133013333,0,0,1,-1.347965926595362,1,0,63.31674487588106,41.208116388731064,0.09090156100834379,24.20952094714768,44.28586718404158,0.9447634471800082,58.43748974154774,0.6785367562379394,0,0,24.2039413319025,19.156170158438435,-5.434852853855279,27.52566611644226,0.43794941880722843,57.203613198181074,1,4.115803637478711,0.16904743223979496,0,2.064681574598046,26.940999711865462,52.78823528630716
0,0,0.5588771122230949,0.027362779690600095,7.482330821050662,0,36.11791886129996,-5.49640695749804,0,1,0.2551450354888882,2,1,0,9.829267672966054,14.866722993088004,25.895823468181934,1.678758275281422,9.055187986296879,31.509012160325376,0.6738801473593334,36.20827814589441,-4.1200266363537885,1.1646766159070676,-0.13735559894789853,1,0,1,-0.8904073935619685,25.88101879198778,-0.004694275836630714,0,0,1,-1.0545961551374818,0,1,53.930878245693094,24.548447728875324,0.2667713607992062,22.024189102018514,57.74624301616797,42.868997899235026,23.324458448240293,0.8358069865204512,0,0,23.751845733703835,25.702185285085342,6.331655572988211,29.897129726211602,0.39635920032842653,47.56965056491254,1,4.7581576791615525,-1.8835071944041208,1,2.1930561543423175,74.41376393096762,60.26111436032033
1,1,-0.15826740863720445,-0.7384188377789708,2.421234139313075,1,23.734003710162476,-1.6297153454539721,1,1,0.4005189270658883,0,1,1,-5.528934303870173,18.33535906390211,49.821414416305906,2.1158700782252113,16.169831980883345,21.536117100655648,0.5383729714504637,50.913245885923544,0.618205213947773,2.537142873686416,-0.3645317150306201,1,0,0,3.023108239010064,33.38891609610234,-0.2302452114677127,0,2,1,2.428746108146461,1,0,43.30358253009013,52.10684508381495,0.1879167627075562,24.125292167069343,59.112629130661695,57.57829767291766,51.19806964613156,0.5777898825418707,2,1,25.632748901703103,59.70246260408645,-2.08412940403972,24.63504293005274,0.9813737596959611,58.07658974972772,1,3.6162869856295994,-0.17675754518398848,0,2.662088052463662,20.47827676915132,48.30434169709913
0,2,0.5930269835608677,-0.6778961890428369,0.783865211668857,1,7.658923737093426,9.90982050805475,0,0,0.6253694747912393,0,0,0,-5.2602355545524935,17.33692927066417,95.68496463171113,23.73928052997239,25.746284375669006,15.963100608706405,0.2677473166265083,30.779458847253704,0.05731000157055277,3.4111542542699818,0.2943105245288735,1,0,3,1.1671582342976343,54.45008747997482,-0.42050628600370943,0,3,1,-0.6861243704647499,1,1,60.69543807242245,52.91787876710085,0.17071173326403638,21.890593594197973,42.22726101469581,5.191796570675428,71.05300118894708,0.5454845495415032,1,0,19.5299371004633,46.83677679731378,0.17872673181970988,21.440669753996957,0.7942965290083854,55.15860143475233,1,4.557071660749151,1.3780505418063644,1,0.8781789221893707,29.785891866258616,48.726517718183274
0,1,-0.7028313220649399,1.8819180041792167,4.84818977546885,0,32.9218235649824,-7.885396005874039,0,1,0.2505775762956811,1,1,0,8.27682897258762,16.72991487167497,38.45303468110357,1.6297271229876398,9.855337667110806,29.285305943226874,0.20632741384891023,20.868544108212795,-6.28038038412244,1.4806626108367826,0.839633651373623,0,1,1,-0.37563855722753736,29.262552610224517,0.3722695011669931,0,1,2,-0.2876704583555725,1,1,37.98342763754986,41.304567335060945,0.9861111202485819,16.124768345636138,53.05130678342088,18.711545883048686,1.5519217079525705,0.7876887875351222,3,0,16.710868589744756,36.021771413374346,-0.22332017317269148,30.207104246475147,0.5267848632660151,19.5699961740881,1,4.879108491542306,-1.8790252730622903,1,4.276710445263688,24.207901964796548,59.181486388136584
1,1,0.20298187279117888,-0.592253945149506,0.8893351272425815,1,0.22560022738403518,-5.542983768044011,1,0,0.9979522933276868,0,1,1,-3.5696901263231435,11.343534829804625,49.88553768689384,4.201541116770844,39.89638950932673,0.10809960687863773,0.20247741549303816,98.94325730059052,-5.81972564423025,24.224040690516468,-0.641884386177849,1,1,1,9.997639124344865,45.96348634236671,0.1020040676725167,1,1,0,-0.5834128933850621,2,0,49.32928000171033,69.42807475506318,0.27443513804735253,79.97360465208732,44.2878254755928,53.54828643228628,38.09845060638138,0.0007571931672545884,0,2,79.96950487180985,99.89370545718637,-0.9186767598666705,0.033487530272093835,0.404336338794749,55.870195574029275,0,0.22386901421454972,-0.7366137045218155,0,2.5302007641359117,40.68507617310562,18.032365099103703
0,0,0.6681318981619607,-0.31682695525117555,2.869532279119649,1,22.39834857982075,-5.66748416673067,0,0,0.2753863511517891,1,0,0,-3.2471002615491944,12.095561678576052,78.89788428002302,1.438390190810919,10.905148447425377,28.952329570643926,0.37443537751014777,26.1301259642753,3.1069192216399735,1.8642587316914705,0.21132674626760775,1,1,2,1.3672187042550288,68.06151507866959,-0.27033275429722864,0,0,2,0.44322734388340207,0,1,58.69821064145736,46.01345265606926,0.38740037875942446,17.727668482433856,40.8620468476,76.82885528002679,51.098222043643204,0.7252963936312338,0,0,15.690816629228994,35.00777059773375,-5.3192826156714,29.943774167384767,0.21693538935402445,53.232994192687855,0,4.811814800178243,-0.42323967878386315,0,0.22195882395864683,33.92300920975117,56.900669010031784
0,0,1.593242033420995,0.7110818666557552,6.461866443170251,0,33.60000196743921,-4.1491538270741515,0,1,0.22967118573562667,2,1,0,7.066237580620651,14.983051227320804,10.983020735163173,1.7115757457380238,9.576462240516737,30.874724408133154,0.9898224569176879,10.461785721149564,9.022832271940825,1.2135012972002521,0.22242067362533155,1,0,1,-0.054040459830771326,23.58188568927057,-0.4416369689354631,0,0,1,0.8443056901566677,1,1,86.31817197508163,23.099563197896494,0.45674399506790064,21.83891091170414,58.66222195460963,28.255495149288514,28.722141296500922,0.8324586188090335,0,1,21.387462795088013,22.86782775414248,0.23569569663565204,31.41078584628996,0.46200582118797173,39.53250917632866,1,4.751911901408373,-1.3143482800754644,1,2.2359748849240595,76.31153094638071,61.09402985468981
1,0,-1.3686454883507169,-1.0627924957020183,1.0613481137396028,1,2.4056078779853296,9.048503003218393,1,0,0.9919465894858457,0,2,1,-3.9887974147140444,16.63517349924566,12.24448289763469,4.7065661088720185,39.79174604964288,0.21895385303679182,0.4019557631701174,26.07768603494237,0.06479492509323137,11.671275540849281,-0.4788042109851661,1,0,1,9.00606100621745,67.30865011735497,-0.4888692387202556,1,1,0,0.38656326525113405,0,1,27.60835520433925,53.98804211120822,0.21684489968128906,78.70908271931434,32.602329744717146,67.68143636802047,24.096762555474864,0.02423924155084156,1,2,78.86962536295468,38.1513397825305,9.347298529844458,0.5050999018891966,0.4702184681510352,56.84136853880848,1,0.6060528843275783,1.7236115986444354,1,3.256014628139287,19.127844198556872,19.296854326233404
1,2,1.0153188984131158,-0.75970359602951,0.44433114029910886,1,0.1444490142250343,6.532690290335967,1,1,0.9997428075522116,0,2,1,-4.145330599548154,17.07560670941256,71.7115293502859,19.468593224324803,39.98707333394129,0.013488337349536472,0.22958312888766325,87.47629455200176,-7.175159904127534,26.799610078124566,-0.5241929551073541,0,0,3,5.991570000641364,29.521060206075617,-0.11064474594120845,1,1,0,0.9134661302956082,2,1,80.9570120732994,68.88785217527403,0.3916390087987346,79.86363805075463,50.07038752515067,4.191570335676831,20.847125798055153,0.0012460923629035725,0,2,79.85618626223939,99.61296151535936,-0.5326043314026769,0.021411111087896728,0.1185254979563799,60.842365688688545,1,0.29388983587193224,1.3157077640922905,0,2.3759037109197503,16.36648771560401,18.06521950320605
0,0,0.8639303887945073,0.06836131514151328,5.656335975907164,0,26.284407819081018,-5.0538344307423095,0,0,0.24755859104221128,2,0,1,0.045830331138148495,16.649068015066078,40.696524036753374,1.5881095250670167,9.424663777488016,31.056408405552332,0.35020285040863847,23.94656776939705,-0.564631921638691,2.117552532754292,0.5504698110554471,0,1,0,-2.112751395666498,29.653460730677494,0.9147402990015722,0,3,0,0.08963643360354664,0,0,74.802979064859,43.54781037913514,0.37796565718498604,49.22839653346298,30.986515037300403,64.95362450436335,59.97390686849301,0.578314766761291,2,0,48.95001679923446,51.87107009243399,7.560204499938216,24.5750850115109,0.9978487671905161,47.24979382114905,0,2.2760654719284736,-1.0142513554097778,1,2.9520554337838205,9.919195772245537,45.84163306447434
1,0,-0.5643423401542271,0.12624662136895207,1.0202344744768324,1,1.3982676883045153,-3.174589601021137,1,0,0.9509205840357364,0,1,1,-5.301387719712061,12.845311575356273,60.17947142835596,4.784091840488691,38.2940980945675,1.7186334284674398,0.33461188308398904,99.97273335627008,-8.42928955942278,10.440458213471722,-0.19138818308879854,1,0,0,0.49595950537546507,40.11092009699692,-0.1736694554213148,1,3,0,-0.9024006607276194,1,0,42.18821711486924,65.32622423136998,0.44721998218670705,76.47799946743629,43.959759548743236,84.28145343496227,63.88934615504611,0.03425816611053378,0,2,76.5022656495272,93.8806227197436,-0.9047829663337765,1.5739361581332645,0.32188689144320953,38.16590811555069,1,0.7386789798266121,-0.5690641125216707,0,2.7708582476976686,40.88923283865561,19.945985750184363
0,1,-1.01590844287274,0.5789182196759006,3.4709274798057175,0,28.96726900062813,3.8761930703314995,1,1,0.3090537003405155,1,1,0,-4.008005895772153,15.209864198844814,30.487420463517022,1.6010122277983123,14.409070621691779,25.697972179295036,0.9971269342587292,30.171913313102504,8.12368475335446,1.5292563876009533,-0.2852957586328581,0,0,1,-0.513846745142768,24.49892711201839,-0.37463982140381363,1,3,2,0.3648200267851891,1,1,31.932006067230773,33.39526023205682,0.7378113350225106,15.444823219013823,50.64916759180196,27.622175875427647,46.81724885841459,0.8134325826392369,0,0,15.467084690393719,16.159864993456196,-5.237176042698934,30.796046499873945,0.6033953104507713,27.13221798335649,1,5.268597876482589,0.3128410478735911,1,3.344445439833516,63.49396138988729,60.129237561614225
0,2,0.4810874469756979,2.717016352293625,3.6642455630667885,0,35.28342168689079,7.266304010155956,1,1,0.2544992570576146,1,2,0,-1.556911913801839,10.373627588824137,29.535092481992027,1.6997065473421575,11.319805198995168,28.75808335941914,0.9959173104621711,60.345132175223085,-1.3778768480744041,1.555585428836994,-0.4846791454955389,1,0,2,-0.32264155470971545,29.81235394262677,-0.9532841086442977,0,2,1,-0.5679829166588698,0,0,55.451298811594626,19.212698681669576,0.9881619958382168,24.788663925515664,28.679296591244746,8.681817124875495,7.938190162077712,0.7739659047581773,2,1,31.3512005871406,46.2384962139362,-5.645252090052275,31.160118501630233,0.49909851080090445,18.25472849848764,1,4.387694658171231,0.6294892342825711,0,2.6016574698087713,78.18331958333107,58.45445771529284
1,1,0.3232466288566527,-0.8361869488693432,1.9807026805719474,1,10.544177677238924,-4.3937616739555985,1,0,0.8263804471257913,0,1,1,-3.804145209509482,13.053701301062732,59.24624624611137,2.120756269261952,32.90059309343761,7.813760523634203,0.3094296941106683,69.30721669244782,-8.56632665924542,5.716085483505207,-0.8841250547564777,0,0,2,-0.07185213702626747,25.59827328357914,0.6385097950473654,1,0,0,0.7215638525641298,0,1,62.30472559295494,59.52086020447776,0.3394346206956772,71.6528838427965,32.690700490101094,33.05222163064259,20.781718937866156,0.1174056491153811,0,2,69.7000912508469,43.99964579450236,-1.7416792619442827,5.3474125407723765,0.3996906832889423,60.04090187407604,1,1.0261032426092536,0.3033842387155826,0,2.4200929918445695,24.233654531068787,24.55997122478359
0,0,0.644522691805343,3.454278854114123,10.264661316647336,0,39.75967168096885,-2.2011101507049418,1,1,0.26232991039626985,2,2,0,9.99993833690025,11.450341020834982,3.6337364219065638,1.8473560232302328,9.769090923690225,30.952977439623023,0.9994372523049682,22.419739873226064,8.973283163093143,0.9886761150159992,-0.18988053433410532,0,1,1,-9.9999266397383,57.419084939169565,-0.5642193153729168,1,2,0,0.18432647838271474,1,1,61.958884298362484,18.32863666221124,0.9996693052955834,32.02568976217585,49.72933700133197,67.10839181682533,25.673741951012367,0.8548876687694176,1,1,32.712939257390275,17.37172599077893,4.49710377118787,30.423126529138944,0.24344396982518357,18.056304904382248,1,4.1535135886654535,-0.2054521273708767,1,1.9696897983404162,79.99399745894286,61.858601197104704
1,1,2.4054766990419036,-0.5669331908391791,3.7875701820841616,1,15.016993909398714,-4.443811383751939,0,0,0.3716632479951333,1,0,1,-4.421120363467919,37.90119580232651,68.33663132340935,1.6826617703114553,12.143303224151833,27.345496489614348,0.5990120073960515,97.63888060771755,-7.0624663643264265,3.9343918987883884,3.1729057997907155,1,1,0,2.1754480875544946,48.71280574627099,3.2493660057546268,1,0,0,-0.11159539245878328,1,1,89.8551253779162,68.1826036232828,0.2880733551225054,64.28228306965336,45.885903698927756,7.488456576685337,9.912081233339315,0.22469593294591067,3,0,63.8968311559601,97.522472537954,7.826047276937054,14.914408679569435,0.7920649468592491,63.36096078496331,0,1.3460235289712283,-0.6401706536873178,1,2.386100989079387,16.777360538404427,29.025399212651106
