S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,0,-0.04472988050285599,0,0,69.54074083300027,52.54039365091251,0.6653200862718577,1.7775641486305502,-0.18163538522470335,45.5182020311662,-9.146171617234536,0,18.30842834131516,1,-0.7575109685394807,56.305283507153696,2,0,43.94940192046869,33.46238465898629,2.3964366273501794,0,1.020281758243076,76.64150464349332,-1.125540262135522,3,0.8453677178097413,0,0.9391672198778045
0,0,0.08419663379958106,1,0,43.54030324052331,25.90104740255515,0.9476686676234156,5.167194951570765,-0.6768010749211115,69.99689329997919,-0.5520236007114754,1,18.464651129831598,1,-1.6932735649497672,66.58066123770595,1,0,41.3147595908538,16.939663885191585,7.479166839569401,0,-0.25828818348904825,73.7200025112301,-0.060169047903048965,3,1.7062651806982763,0,0.41545437775742566
1,2,1.7432017576622316,3,1,66.86853660387045,41.65370148754982,0.24799047132173263,0.7289482822093604,0.33683190253872725,27.9777689778442,4.320495031248349,1,16.831384371984765,0,0.895726119513008,26.51754830882615,0,1,34.43732636948839,15.40258407992411,94.90185129282666,1,3.873082421762483,7.934233636128907,1.8091369814155003,0,6.988722743444501,1,0.13561858158539558
0,0,-0.6417907142318843,1,0,37.414228029084946,30.621423522765074,0.3991080237364918,6.507305833739898,0.42776474450502405,41.161636407606665,3.9722417048130474,1,19.67247158131981,0,0.021838914019456816,50.21138201084685,0,1,36.75642110147646,28.536414779966037,47.73568882083018,1,4.922020579452365,38.804101469312705,0.050368308190702024,2,2.182234197422319,1,0.36512678585279856
0,1,0.11298688786638562,0,1,44.93010455256684,38.85495561766522,0.2638771348695128,1.3697149027130264,0.6680360357202483,16.514542345297258,-2.1248850384178866,0,38.15781971299942,0,0.7797152176975345,42.35647466478254,0,0,23.149220420692767,14.203524627446908,66.37394562681807,0,5.96932546813127,28.23728603696539,-1.3132480248278893,0,3.865864218324163,1,0.4264765161173959
1,0,0.39903651972280196,0,1,99.30139646723484,34.77624559048185,0.19012704894248988,2.2099623549200476,0.5173750465700788,24.107267030177635,0.1699029276874775,0,34.00482248779408,0,0.23164324619125987,57.22338491840361,0,0,25.61594894397063,18.08122990206726,50.88162029195043,1,-0.484424500905277,38.41782988393954,-0.34026121087815314,1,2.894599991175547,1,0.516141107757051
0,0,-0.37677959293205265,1,0,38.74578711000378,24.197703841661735,0.7027134215219281,11.279521868869404,0.22033455248751527,59.233269442000605,6.207168825885155,1,21.505212927434577,0,-0.3897095644917532,59.02437958002597,0,1,45.11003818659585,13.637673322516742,25.021628685498676,1,5.671809921216461,57.03669527705873,-0.21555944249513645,1,1.5511155731244057,1,0.7256772974106065
1,0,-0.6458087650763232,3,0,58.9246267608634,54.98057578322636,0.5599078436429668,2.514573345808651,-0.6355443022440428,26.616219998391323,-2.7245347712727463,0,5.864015213547919,1,-1.0108077957029078,43.35189522521526,1,0,39.09799316534647,15.700348317317784,40.50835400155929,0,-8.47495205388652,48.512223656857344,1.5021494663581296,1,1.881322581587269,1,0.6246168712593381
1,0,-0.5582843572502451,3,1,43.77879197326583,51.62535785634919,0.27331766446316696,1.8448386652563227,0.06978823161094527,23.398562920171635,7.410763044041037,1,19.192599264700366,0,0.8353176571218995,20.858173344907275,1,1,41.2416703971746,12.76214498442866,96.78651821528345,2,-3.949946916911353,2.378466004000579,1.801999350323227,0,7.361062326182556,0,0.1935615163159622
1,1,-0.8679375645868865,2,1,42.445629980104535,62.381883861658615,0.15245872369572688,1.5802267904149236,-0.12031523543866066,30.6702046232755,-1.549228204058691,0,24.898714394853204,0,1.1933504075131167,25.20365982574591,0,1,44.37372763205485,21.109770661237157,72.11522471103785,0,-1.714325800928469,15.620382831331355,0.48203216004771615,0,3.9880674199763106,0,0.38081472498330676
0,0,-0.14039592147245306,0,0,86.86456081264151,41.725711349579186,0.2938112955109716,1.9204876757208693,0.3316570289850466,39.25658281877516,-7.318699507288139,1,18.069462768678783,1,-0.2527720520107419,57.64764370642188,1,0,37.40357633833584,19.034690158639314,22.166130764618153,0,0.15547862557165004,65.56817799414914,0.17047860918498076,3,1.5096761839452824,0,0.7673352556597687
1,0,-1.1049059719591805,0,0,76.47432827675289,23.385715843364515,0.3356961467188011,0.8396816100193627,0.7668676657216222,73.44593545903126,1.722784674404874,1,6.352321609545017,1,-0.9232260941319592,64.4535426350979,0,0,62.705521394806894,13.042150918571709,29.741723073747306,2,-1.9099929096539086,58.37629504629069,-0.8805394856965266,1,1.4305287128269006,1,0.2867638861734042
0,2,-0.6538696978297219,0,1,8.101713856920284,37.49384833907707,0.39599560823917646,10.907540255561106,0.6262263669384169,24.03782288232021,5.406190768120675,1,17.317711944494697,0,0.2311880682374104,42.24177791836759,1,1,33.73400234726855,34.65498975439744,64.9640883242961,1,-5.286778434152847,24.915086721459847,-0.7208397629952323,0,2.363546266649082,1,0.9326013034134746
0,0,-0.03870139214194744,1,0,79.44436421187018,30.00985751814537,0.7066824021723318,0.9996158821641189,0.12999902065505362,79.84831179890647,-3.242736982249321,1,15.37167404166417,1,-1.7367041998462844,69.0129889347595,0,0,67.37560668345104,25.987814948724907,2.4535834173367133,0,-9.68516132003712,78.47608906576454,-0.634905931961897,3,0.9549855679101161,0,0.6892543647723085
1,0,2.0805889809338662,3,1,89.33994282799686,22.907823379217547,0.33754469350301364,22.24258694627057,0.5461605282036569,24.911275406183595,9.860043816342419,1,35.197941375856416,0,-0.8655355109539014,36.452913851866754,0,1,54.9729470614844,0.10286394838921797,94.60378794958287,2,4.406595769161381,5.768834379462571,1.2938660732225706,1,13.966497225502872,0,0.18840478594185162
1,0,0.3907957719473085,3,1,90.86877930950608,56.37884621642733,0.2939106820080568,2.28815950535277,-0.36294131414398567,24.2301040865906,-2.6803190192424715,0,22.34319467684067,1,0.5964361478464253,27.530009658393645,0,0,38.51086955829621,13.47225727583886,83.10334994196282,0,-4.571216439684758,27.27666423601354,1.9678633589862877,1,3.6539502157439534,0,0.14921323679859633
1,2,-0.5167353547514012,2,1,20.964098290821205,67.06407107027376,0.30173030820303814,2.641808171651134,-0.8460977691501232,25.836943759743004,2.1461447118886525,0,13.848327499242565,1,0.990291610366563,19.234503477682136,1,1,43.609535672946535,12.319917709521926,92.04044561067745,2,8.17387902693622,7.447350459900495,0.20905527136563265,0,4.769167065832817,1,0.5842404713902765
1,0,1.769413172145976,1,1,81.49603356445066,25.63492295142593,0.30624753651873593,3.3115979821779833,0.25447906527695385,26.32988187775576,5.235049130623077,1,26.946597427138833,0,-0.2429789587560385,43.26988334345176,0,1,29.68622436287265,15.721785232576577,64.46569506921624,0,9.972279154595142,24.828960282422734,0.8579769138719762,1,6.3497609051637465,0,0.4754069151809035
0,1,-0.9656891866374187,0,0,9.961578374367408,27.395264984287202,0.8825952169808453,14.863085625736998,-0.06278306099418232,28.488241001263212,1.14984309523361,0,13.77180071701003,1,-0.7138562829411553,63.93190243472402,2,0,30.94065563524518,38.94087253250653,21.26393662490636,1,-8.2985032264271,60.43939112711841,0.22484498580169757,1,1.2001359626119217,1,0.9748010163747276
1,2,-1.0644357181800124,2,1,13.430147779209628,62.03175143314393,0.6993477245544202,3.844868315451332,-1.0963557271301572,23.079068423431302,1.8782531352043463,0,22.280940626361534,1,0.7520831883997533,27.2003144539434,1,0,34.819384051736975,14.335941378932882,74.39046647104377,2,-9.890206699236405,19.960079886929076,-0.5530872332793446,0,3.3690386109418338,1,0.36490293779648897
0,0,-0.8251658209001286,0,0,39.47982830011093,25.95960588812999,0.8827323640207148,23.507987922322545,0.2791975979683033,79.74155033813014,5.975527120354995,1,13.732999462407577,0,-1.5876839688466462,68.61092229080735,1,1,68.76229514913011,37.249268969371094,2.1495284809051665,0,0.5800011543581878,77.81190791360967,-1.8322141561068106,2,0.48675928125282936,1,0.9364675094430307
0,0,-0.49242351546037844,1,1,40.49739498763286,29.79779333414033,0.21184130340960616,3.5579414947832513,0.922701062756329,35.39025876746138,2.007532387647654,1,29.406446309902382,0,-0.23663703687154822,48.401033551666714,0,1,37.34333572298301,22.8342399375035,50.18689268739862,0,-4.22583668386975,40.34871475672215,0.8194828985640316,1,2.076669687035842,1,0.8608853195829612
1,1,-0.4942838481558586,2,0,46.79654879482935,58.83441688431207,0.5247112474638259,1.2489883003485989,-0.590956854800725,17.84681879610808,-7.656381450743707,0,9.132239912738731,1,1.3702817525779976,37.834349333032996,2,0,36.01562901810499,11.989577575108218,50.07099081650775,0,1.5392090833121088,46.743308779705124,-0.53518925045992,0,2.4944613147125656,1,0.5535995052339766
0,2,-0.37281608852735976,2,1,6.272707960065676,63.564213970207916,0.9588949447429667,5.700021298573773,-1.5312412075617199,25.53896881248371,1.1160958977241258,0,9.799123140235375,1,0.09387541089074894,25.587680833723944,2,0,41.71544015935949,15.055420683620646,58.371444291465416,2,-1.601971544586121,35.68699921662816,-0.40524429810392504,0,2.8595823806021854,1,0.6837735946086021
1,1,0.6700741524635375,3,1,82.65315046176791,43.18058022218446,0.20818246475104074,2.5248204202288127,0.21852344083072714,3.978701669869942,2.437660618244692,0,28.398485198128224,0,1.3023349515513698,22.438054264342856,0,1,22.743011289055037,19.950225713662753,93.53787711658926,2,5.591365955124989,3.833843158109529,0.4475817585427821,0,7.557739241630514,1,0.07195410720378126
1,0,-1.334940425196595,2,0,35.94461882913406,63.683649242764766,0.9896519115686329,2.0743914189608423,-2.982080057084559,13.48794066446632,-9.810822890241424,0,2.6066789712420113,1,-0.28797482619055015,49.442961815008864,2,0,37.66720656308489,11.565143852156714,13.056070700294148,0,-9.68237415283303,73.14699822269864,0.47051673843553266,0,0.8422175855015264,1,0.8541663661438893
0,1,-0.13701535155683936,0,1,10.286434131020606,30.45166077498245,0.4942038794026819,7.773983605062169,0.8896456420664993,17.337033411906756,2.689085238336135,0,14.092668392856478,0,0.22093043958980646,54.69841292974348,1,1,26.229171095440176,37.18592846409318,46.388801643409664,1,2.948731936934097,32.838742365186235,-0.22057000355033662,1,2.860731314274667,1,0.6672254460739357
1,0,0.09953174681393431,1,0,70.39142899508812,30.095215187740816,0.6293013038669064,4.7129586352558785,0.07756343922594747,69.4989880410976,-1.1672464436102405,1,13.873300528149656,1,-1.5404726293157511,62.56462023941758,0,0,47.395030781601484,27.53851930890026,14.219696857101082,0,-4.720249765050289,66.83366571419212,0.8346248305247252,3,1.3174514265496322,0,0.37885232390677226
0,0,-1.0552889656260729,0,0,78.92210686914855,35.512893499665594,0.27526320963691947,2.068017961349156,0.7798112018878186,57.246431758478955,-2.826785166703888,1,29.163558894337832,0,-0.03833549182886016,56.665086355981316,0,0,38.08492343705052,10.388418275971327,26.935539599801018,0,-3.474523685253958,58.64334852050781,0.6476788046425749,3,1.6833359989114782,1,0.3283984447513678
0,0,3.3479947957168217,1,0,96.22134697571917,28.845554420395253,0.281942702974487,1.9435950055090765,0.7357726660773005,69.43946568105991,1.8567277205119694,1,20.034437571445377,0,-0.4558576372600132,58.19130120306975,0,1,58.18053998337469,12.789291895721837,26.567174549588575,0,4.94786570898864,58.932494714164534,0.09167483215083919,2,5.013847044152299,0,0.4121306621557237
1,0,0.5211837907697606,1,1,83.57414747267673,37.54007123278686,0.30053560010238023,2.895273205007162,0.11106925607741128,23.91989540768707,3.325829192560665,1,27.555358193294825,0,0.34137158473316825,43.55724751164216,0,1,28.27151998542814,13.277315235247038,63.38339594592913,2,-0.11995217281084791,20.343090424253134,1.2973230481106108,2,3.724892931398698,0,0.16725895106125072
0,1,-0.37724282554081673,0,0,26.24168552470375,29.54063739287558,0.9019800407354424,1.7693738139530013,-0.708328401179466,27.733726866470864,-5.714184003278483,1,26.578034948793672,1,-0.1266779998961691,60.113658585156685,1,0,26.715226827278155,20.791078937459496,24.05332820452708,1,5.445695493854817,64.47069387090392,-1.2560828903366623,1,1.4220425429312566,1,0.8402900746467339
0,0,-0.07684947483262954,1,0,76.59279315717565,31.18403712507894,0.8656678167423504,2.3601266516296406,-0.25111098909667706,24.657808193496106,-4.855971545245952,0,36.314787433605055,1,0.10795481944005991,51.933770230488264,0,0,24.295133242843473,17.412439946143834,31.54982087965851,0,-6.993657565673139,53.279297555531556,-0.030114179474844075,1,2.188882759373157,1,0.6162789047001123
0,1,-0.10759495396750343,0,0,42.583617728234124,38.81328370092393,0.2696945469497143,1.1825188336372647,0.40372526883495974,24.551937818897596,-3.903690404853826,0,21.108176398987624,1,0.32404119358766503,48.82971239961205,1,0,28.59001109769263,20.614305195085496,44.825170904485276,1,0.3216074105808211,43.79321062638393,-1.9076352142328066,1,2.585053918699587,0,0.46909017523040264
0,0,-0.6073204025798685,0,0,75.35587994231561,25.107119101220768,0.8656678167423504,2.4774428614551622,-0.06208223567600343,26.936085383890163,2.6010005805896963,1,7.423678391782593,1,0.1911953102102068,66.97738971200187,0,0,27.312962481248867,35.11388937974748,43.978334467355914,0,-6.760515442586511,38.17447439515871,-0.45015457527064384,1,2.390925665939212,0,0.41139800640700214
0,1,1.234916608810912,0,0,74.50107149177586,40.80553688095022,0.2786305950433008,2.013238322106514,0.6175564536193862,23.51488925421161,-5.617241188264486,0,39.96646498900479,1,0.20053369359812212,46.21513529688997,0,0,22.489802158123428,21.273165054888242,38.30465612141384,0,6.25850672284826,55.05619594708479,-0.4594797626807831,1,3.028391341181818,0,0.6286845398832852
0,1,0.16905925917671655,1,1,24.641427294581526,32.19911052646633,0.32202737233495526,7.248612199978066,0.8740529774275808,10.376422361209166,8.54258865796664,1,14.936839654214115,0,0.007190915619908474,34.2305473476474,0,1,30.576803733015637,29.046509468611774,89.19710807062503,2,-3.501856249287747,5.963179049393488,0.6207536827487155,0,8.712215184973406,0,0.5732984424997535
1,0,-0.14077977417085824,2,0,64.51766941659396,54.20261199374031,0.41814729238163734,1.7529322396229472,-0.40671907872155605,21.047961629052267,-5.941392537313806,0,26.718667563118544,1,-0.051393643463660384,40.43023339469003,1,0,29.93360795548203,10.140398056273622,52.3900029572938,0,-1.2917380760466006,43.80301617141197,2.6326967040887,2,1.976756483663305,1,0.19729664573142552
0,0,-0.4856988341374615,1,0,40.97531356329727,35.72573168223059,0.7130843128713777,2.056287699816118,0.12026911565600498,28.18915935547924,-4.419930999157713,0,22.150238531108922,1,-0.10710822865582156,52.108243390863855,1,0,27.132587289347907,17.482693632127546,34.12547742522043,1,-9.724574873265068,53.695062387140524,-2.4981508843081586,0,1.7751386246717247,0,0.8711411639317042
1,0,0.12673581756432112,2,0,80.3966545530817,31.975737817662413,0.665339407675269,4.935916765024266,-0.5546527468892487,63.28829330313549,-4.1761957228448665,0,8.343662910014691,1,-2.0688684962716284,65.5626210629814,1,0,46.00282676339367,12.549548635879933,8.654145191608748,0,7.42581963741403,72.64830551647589,0.08708846353661744,2,1.2176820747596508,1,0.696650624662916
0,0,-0.4364414957868437,0,0,62.70264616994846,25.720085143279974,0.6360805557825419,2.8714106527528234,0.6102514349159164,79.91516353649588,1.7787144037997251,1,35.60624278903739,0,-1.429682603989372,67.92929084124674,0,1,68.91354392918339,36.25268195493044,1.5958771661606974,0,-6.671100566763668,77.9281627339982,-1.0438970356587913,3,0.7607602504055985,1,0.7643236359665593
0,1,0.5216425826977679,2,1,27.579399183887542,37.646311350581,0.46023344979416053,2.6269474502368975,0.07903805416242311,19.8624302106765,0.7545505308686487,0,9.516158910192987,1,0.4411082174870247,42.95464272161041,1,0,27.088759616093988,13.19540335615303,59.749581949109476,1,-1.4699874068197314,29.07581317716959,-0.06073439366855002,0,2.69096139866656,1,0.3787579120400934
0,0,0.7854620518692944,0,0,92.44268490231313,28.367175063898696,0.15114588481246938,2.709325970278899,0.6799844388115399,60.30200847611431,3.6463554424705222,1,29.667731627435888,0,-0.8007138828245162,60.50872943021666,0,1,54.128679452679236,16.750442484234807,43.622310737275946,0,-0.4186029763083301,49.915768358831286,-0.3441717154736348,1,3.685889050184846,1,0.5956493725963421
1,1,-1.225537379294499,1,1,35.0987612940654,39.57824049425763,0.5229609154992406,1.8004495866004,-0.2734376676190871,60.30200847611431,5.255351417114234,1,20.698917699558667,0,0.05538926437436306,52.812023095760544,0,1,52.76454520794231,10.2299345922153,51.92232734852333,2,-1.9174827777225083,31.130809809753487,0.836711467443788,0,1.9782605713528825,1,0.6604953788557428
1,1,0.6021204396493453,4,1,65.18360671794173,65.06328217757543,0.29621166126463083,0.9738593133802047,-0.10758276440352751,28.957866823881254,-4.940673284035594,0,36.48651268294252,0,1.3013422679269773,20.056441457328148,0,0,35.3519207660587,26.0460820943484,77.49855271278972,1,6.4586345399723015,20.468609429270135,0.80121748217656,0,4.909890619022197,0,0.3104439743639775
1,0,4.2786856492971035,4,1,98.30611370136207,39.75859023329076,0.245355199229703,2.9014878468605136,0.3229331196852185,3.978701669869942,3.0045631610447074,0,21.10085345914474,0,1.2681172660893467,23.471099995850494,0,1,23.744912655264066,11.856736048787187,89.65042489777561,2,9.770526330227817,7.052140209058413,0.5700615910363186,1,24.781839363383135,0,0.22509928339218327
0,0,-0.584179776822972,0,0,51.06668931263128,23.540016964662534,0.26267976457307857,5.380550871381,1.1088360579796024,58.40655663521475,6.6100529326493955,1,33.45618030238579,0,-1.056000711349619,56.54679755233032,0,1,56.83405338506819,30.781598512920958,39.22737805909785,1,1.3083212435211244,45.01667167763542,-0.09235531769869187,2,2.6679703150966003,1,0.9041966048084595
1,2,-0.03884574846021623,3,1,39.952201361202974,67.41673283293893,0.28861664655825825,1.1544167848188058,-1.0338436152793171,24.90902591412479,-0.757637872502313,0,23.517093512518905,1,0.8256607224516083,19.06155417263764,0,0,44.000238129038806,10.572042972994087,92.42432506811488,1,4.455804501305057,12.51901552194072,0.8341340352456358,0,5.671946907017401,0,0.0560164815212752
0,1,-0.36092288544291007,1,1,36.296248960882416,38.019517678056715,0.30090709619246386,1.9115966734131846,0.21645374500637846,25.37844797489969,-0.4974452660591844,0,23.91262507841636,1,0.4088385021057652,48.136838689178845,1,0,28.873578592346384,17.24166854257488,54.89585680538636,1,4.597422619812379,32.564202687920684,-0.07560179569150602,0,2.231009867830494,1,0.7436002436524096
1,1,0.18097737574722483,3,1,47.02409877618485,64.5034243210329,0.21757863109823772,1.0192707925198072,-0.788707757232262,25.32952965502545,1.0729628338862156,0,23.27772099443171,1,1.0468105598948396,20.6952246290658,0,1,38.42789858223263,13.436852194734808,91.579204487699,2,-0.6878010138986834,7.702580489691351,1.7418039643914471,1,5.8657459469116375,1,0.0889064435254398
0,0,-1.383486742861878,0,0,66.8128969682203,41.80499713663125,0.30066485032087503,2.2220060491196385,0.25154353000988794,33.42928586306026,-7.196028298499132,0,17.560887971717175,1,-0.3369143554449182,64.54667217361026,1,0,32.44542976840735,25.608379236324453,15.645793042823469,0,-6.592340549799896,66.07849475307209,-0.06418195288669626,2,1.0235916985667524,1,0.680598757878873
1,0,-0.8411314386624819,0,0,75.16349309210675,35.6882467413911,0.5369037437425619,2.2080037190732416,-0.4371822442334214,26.718781716303823,-7.850542903830862,0,26.673020964168966,1,-0.9838180126854521,64.8225525686838,1,0,27.18668438994709,15.53005331736583,25.044693723335108,0,-4.528073234648277,72.17483248551505,0.3325717547629614,1,0.9068655307626894,1,0.859648177873654
1,0,-0.27133508514469623,3,1,31.665750113038893,45.631576081919945,0.2243856111840541,2.165063583337694,0.7731519341594322,24.979622241291352,6.148096919942677,1,22.399679515190122,0,0.6659706628061327,26.667219687292423,0,1,35.18823900836449,0.000998748463734156,88.63057689712267,0,-7.351427607425407,7.3537560878284,0.01100323858770157,0,4.324009942940085,0,0.18265117668327263
0,2,-0.9833588679939173,0,0,8.081053357635293,48.944515194576766,0.7843802323535636,1.857310326783533,-0.43166467283663895,25.74304070203119,-6.129369912846842,0,20.7692842051894,1,0.37035362827906987,41.7788084756709,2,0,31.191888444114817,30.090165885541804,32.38475969848425,1,-8.392040485268796,53.72724546617127,-2.8137905366569305,0,1.5149194735134364,1,0.9362908910175238
1,1,-1.1513347769499402,3,1,32.048530118850685,69.28336981179865,0.4156894313823273,1.7673103468370197,-0.941403828362399,21.03754325809392,-3.234078027329213,0,15.596848891620123,1,1.8407504305280122,18.737605175975766,1,1,49.829897552597444,13.413292322807235,88.51363933361846,0,-8.079627425011115,12.624743518229785,0.6858914485078131,0,3.0350178753831845,1,0.0006017216477120502
