S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
0,0,-1.1766678284025278,58.94874615719186,1,0.9041121334830257,0,0.6865302990991354,1.0632508446472249,22.805431739339955,-6.731749086782873,0,1.0218616016456303,2,26.13157836930251,0,68.88455656032575,51.542653294320495,0,29.65525943330952,41.764783562879884,1,0.6203196019542001,32.28813458198343,0.8095259507793772,0,1,-5.412314994994848,6.914852090909033,5.029285430294306,8.303681807882203,0,-0.6741833490085876,-0.8496701646036184,-3.731171299320466,0,0,2.597788835555005,4.30080586818822,34.25397661133657
1,0,1.0450453064762995,30.576875699351838,0,-1.0829388582049635,1,0.3920249132426284,6.747419352416706,60.74509793350401,-1.5674130722103428,1,6.277230986329264,1,80.84518263040717,0,11.201184783475341,10.366645496094522,1,35.85009236320481,65.72841489772485,1,0.26588587177169376,39.73896816108596,0.4210787883925327,0,1,7.834034543950338,-6.434639428207545,19.367943226046776,11.1978037762518,1,0.7665035315954565,-0.7405326988209179,-1.8701512923861525,0,2,1.6304677989882514,30.21937154734072,38.855968631331876
0,0,-0.2623389601423767,66.62333724799515,0,-0.6508965171378417,1,0.42000511103074356,3.473639913684959,60.60770670765978,-5.216005920178873,1,3.291079781642353,1,37.01772441381163,1,42.30526895731203,44.266229486553456,0,22.541362252368497,20.73404358946994,1,0.5547052282500584,29.24275423821598,0.6275014338950702,1,0,2.806037367302725,-8.603481784904039,16.06955052127694,10.357038475654981,2,-0.5180592923742852,-0.6407960410863569,-5.769327970999187,0,1,4.405288591398108,8.665144155206503,64.6541010625885
1,2,-0.8165951853107422,32.437520882131714,1,0.7171723141909746,0,0.12594575908664352,2.006246033087962,33.93879139427031,-5.313671362363229,0,1.8384950239404445,3,28.97808251180878,0,56.24405598913331,50.594929424961165,0,30.371270655532733,57.38303766620333,0,0.8482502180356224,34.43766326677617,0.7027872797060852,1,2,4.220715438813967,2.4024345399150846,9.46484716168002,11.342378336806739,0,0.9479827772175091,-0.7045844592141873,3.7185037265766816,0,0,4.607284207206855,16.624046316346323,62.8091609895014
0,1,-0.6625802693219772,64.96717185400317,0,-0.4778523670490364,0,0.24691422430831095,1.9344603709762136,62.06673352211908,0.8701874110106385,1,2.101021033251764,0,41.74599439713963,0,56.39441764585257,31.2816382137352,0,5.8405100291963,4.756464087448819,1,0.5496715505468938,29.32924950282881,0.748062362656088,1,0,2.055444035796407,-4.047297335824462,17.06678765116471,24.693941250396975,1,-1.0675991215158724,-0.43910506252020237,-8.145055063713807,1,2,3.61977760740747,7.41199454613443,42.310849641020894
1,2,-0.7287400413001188,43.64109905439768,1,-0.8943059665998215,1,0.3194639361503307,3.6161154894698817,60.27273953478545,-2.057719084759868,1,3.3846123736387126,1,35.293473937268324,1,41.87490622693438,38.53383397944857,1,99.69118732997542,34.44417187599017,0,0.46124132117727973,43.252546716928094,0.5269199743743788,0,0,-0.9101012723877293,6.170246886428163,24.11670828602936,7.664352850674334,0,1.18384374234488,0.26682050218698056,-6.902124176484847,1,1,11.664325395839915,12.134607235662633,45.89316740809011
1,2,3.3552030249622145,21.94624743879188,0,-1.3944100893730622,1,0.5037401910876921,19.297572302926547,62.45317243142547,9.884061301415272,1,21.99638683652494,0,99.98841289009066,1,0.03397073144163709,0.06803021590146674,1,36.84910345085449,85.44944549080437,0,0.48843913683356144,59.409232818650445,0.03791461956420167,1,0,-1.809204358004612,-8.160463177595137,33.28453746142604,38.78866626975918,2,0.9293671636730905,0.5827618023594249,4.895031305207729,1,3,2.5499716671231942,39.19754696333865,29.162810458116624
0,1,0.5995337267011132,38.86214870470503,1,-0.764982373089933,1,0.38137939719894726,3.3065111948896564,59.79643638647286,-5.072954524949837,1,3.1002352069157353,0,33.55834259713638,0,45.07286058494454,36.18911071720345,0,41.898069346116614,43.46364047848533,0,0.2642918627557612,38.172996586011905,0.6172203683845191,1,1,-2.906700605364061,-4.8515426118960185,15.007357388608364,8.204692818647079,0,0.2516030732664941,-0.25943020775886394,4.408531576644288,0,1,2.3291961115934128,30.91718751018343,69.9439619641867
1,2,-0.4265491836119305,30.282055382923154,1,1.151217971171904,0,0.25578701368013124,1.2308980350870264,19.818783476758448,-5.127563379912768,0,1.172246821045852,3,20.507864073751897,0,65.60891308863752,67.5225971699737,0,21.78456734753942,49.802915350798195,0,6.824702675767291e-06,36.50847800107993,0.7775589500867619,0,0,4.401267582770771,0.9254988615488262,7.2455070583013175,10.867693288261659,0,0.8688084341429468,-0.8553473879368592,9.9999302435122,1,0,1.4652131897095702,17.901121659712057,59.8223196553989
0,2,0.2730121836671237,65.80870528804338,0,-0.6022778836561206,0,0.7186879138122199,2.140292497648691,57.606803209770305,-5.364911563783253,1,2.159141624885778,0,38.13076617989815,0,54.52066622007991,36.85287932706919,0,40.25846730221839,12.735486554073738,0,0.46982322636977025,28.0005730874927,0.7254422641943239,0,0,4.727287859617597,-7.418813672016354,13.58051210500346,8.353054181214134,2,-0.012889676629858711,-0.24734366754741782,-4.071237983456064,0,1,6.194047305666651,10.865665321380732,24.735542718597358
1,1,-0.09992768028791352,14.278581885443122,1,2.242492344926542,0,0.3826107278422751,1.0505471218806675,18.788504831214038,-3.588778128350512,0,0.9734993835477495,3,27.984915442927438,0,66.13712397697623,66.69610201330889,0,23.2009848620266,80.6422651512386,2,0.4788565785360054,39.8386864880372,0.7117227121896341,1,0,-7.159545963380457,0.7743922850950042,4.671851315355093,13.127193055736303,0,0.25995182238519354,-0.8274077799834799,9.885732490086166,0,0,1.1145604065130172,31.33992739938785,24.6357707336517
0,2,0.7287421138325016,55.59486579548869,1,-0.7204661112208263,0,0.43554239270143835,2.1993955521082484,53.48757464879169,-6.909760157800458,0,2.1959727588381814,1,27.080504269295112,0,56.50607670045309,40.2475466980906,0,45.140647357946875,26.621592797848116,0,0.32591530877634267,27.121902864221497,0.8613608029055833,1,1,6.443707227797617,9.548661330505372,10.441812901001688,4.668491670421037,1,-1.3324126901124944,-0.6738480056868054,9.965398572207402,0,1,2.1626868879787566,19.055910149211858,56.21903453283296
0,0,0.10025292297410635,14.086460115997031,1,1.2264480831272804,0,0.9996754357732053,0.8272459964894812,20.23046799435063,-5.967262477882263,0,0.8934306616488681,1,28.54049321423089,1,69.2901544874652,65.64705548339393,0,42.99475055405446,60.23108553350228,2,0.5247146303174723,27.680615654887003,0.8248516651042488,0,0,7.577194087561928,-7.965415565776261,3.498258348126768,7.528678654694863,0,-0.3082282744087006,-0.7622882251265426,-7.178774250112841,1,0,1.8691852340173365,30.15143726845631,53.08535665998518
0,0,0.4801939985073819,63.12957438677781,1,0.19684646349671314,1,0.9962683578192806,1.7361436841108182,21.353849193919647,-3.552642115052299,0,1.8848827780668103,3,26.638368976139816,1,51.400312103871926,70.93759761382428,0,86.21009670803204,24.395138539845334,0,0.3835195790694465,27.343834784228207,0.7524627386001883,0,0,6.694899842187834,-0.3377894659580818,4.985306278291068,22.36000794102392,0,-0.5844298886022042,-0.7704497942745021,2.413116986820791,0,0,3.3902857570509894,18.26894116310693,45.3971874266221
1,1,-0.2797154817157393,43.968053983578564,0,-0.6292913869829275,1,0.23346062700165127,3.174526018137163,62.53856125258567,1.1510573987903356,1,3.384444841855197,0,71.47405207577049,0,32.60996263221695,9.793667454675692,0,26.579758949612554,52.215787707414144,0,0.5671412274655881,35.0638825372897,0.6961968023508901,1,0,-1.0552260380633296,9.316703082346795,15.354766587394979,22.68698889580895,2,0.5931714737020058,-0.6218899173774088,-2.3979053414784355,1,2,1.6872437681289711,18.03134403485213,45.44798969582838
1,1,-0.40618506461461146,7.885573508322823,0,0.4268500685446142,0,0.3259094541637928,2.1028650957976525,44.96315622830552,7.922515662871238,1,2.3647606039349065,0,71.11415168757651,1,41.794706951059204,25.990418090507976,1,26.612146433257074,91.05263365555302,0,0.49572132964598475,52.900603384958494,0.5236649310898936,1,0,-0.5462454583942762,3.1673598182174914,24.57040552718684,36.63502638270196,1,1.7623508404141202,-0.42813124154050336,0.7877427801449155,1,2,2.6597583405569547,28.587342267522526,20.334690082931463
1,1,2.4839474165543374,15.375268894419879,0,0.21983298280524569,1,0.4106679891019152,2.7711742826354735,45.42521877055239,3.5517878935601424,1,2.6658264015791673,1,39.88907335858789,1,44.82062221882536,50.965438772627664,1,37.79953874329517,59.35197627489461,0,0.8537093126336976,58.61332288931364,0.4481103957954269,1,1,-2.3768638556048094,-3.8947032687430223,29.628531354332253,19.172358251901475,0,0.08349769482683517,0.31154680542535634,-4.48495037913223,1,1,3.3159634508160103,38.7783650238991,58.59708429847028
0,0,0.771321270666166,45.86260355900304,0,-0.7768031185437414,1,0.43618294031556426,3.4721133882585105,60.407185750902165,-6.2213025593757285,1,3.0996524628702686,0,44.63439431570285,0,40.77074800411773,24.942362732198966,0,40.50029684353815,39.78419880472456,2,0.492080360210792,33.604712617608286,0.6086232590418035,1,0,-0.8563077831841159,-6.176247781371127,15.577841015156062,5.654877065492762,1,0.1426524954915954,-0.9498127733340663,3.223887716723489,0,2,2.573130948943033,22.579339768463164,21.057085403286056
1,0,0.8018815408652761,28.374628034762516,0,-0.7596627467762421,1,0.43022356802910455,11.6196364946669,49.173180497671495,9.187596184799126,1,13.223616348399561,1,97.7889265686531,1,0.6910580038420733,10.57879866576505,1,29.141894971913963,58.754469258195044,1,0.3123478667761965,63.71674858852044,0.03196640828175695,0,1,-8.439435443086417,-3.360429982056327,34.39549631766934,37.99169714478215,2,-1.2218858214417139,1.1570743092389382,8.177695993745605,1,3,14.272465725830138,32.797128420345274,21.80980465092539
0,0,-0.3825164412391796,70.74146367749627,1,1.28277312232869,0,0.30722583938687953,1.0262276070068668,25.411789848386164,-0.6684413519046579,0,1.251228858379533,2,26.894279462096726,1,64.2579723747046,59.368173909933404,0,67.20335820704989,13.977687082793455,0,0.44184236483129263,26.398723786733278,0.7996804823975456,0,1,9.47333895833124,5.394885946417833,4.038929294835865,20.302223234070254,0,-0.1570141443475058,-0.8017875371289479,-9.139574372090747,1,0,8.856093723906397,5.011746824269519,59.74647540119299
1,0,0.322149400966525,33.28994470316857,0,-0.6194302987504533,1,0.3364091840865913,4.459422103081952,42.90039246566215,-0.36776657276902647,1,4.256801469072879,2,24.466858431938437,1,31.22513498097305,70.5156920725571,1,67.14752096857536,55.62697209674698,1,0.5219356712774983,64.41133327359834,0.11732242096690287,1,1,-3.341399881320336,3.895865746026006,36.49405241254638,29.672578123595898,1,1.4367420677517606,1.5886681697415546,2.1114945552172912,0,0,2.944007725418979,21.4587943894804,44.11982445234958
0,1,-0.19828075383038404,55.17993744719482,1,-0.38906853222965676,1,0.9661954783310913,2.434213375874735,43.942363757917434,-4.129759589922629,0,2.316308395445202,1,24.148124261400095,1,52.661980952781676,62.306619451486554,1,76.08915324780331,32.50851488834683,0,0.24372960449846165,40.390265678197224,0.5288477523104331,0,1,-9.506347480271307,7.075104324288006,21.424133573728753,11.606916099581383,1,-0.9721206693147537,-0.04631582018120165,-3.8361925768953586,1,0,2.1709613134719046,13.647054596705663,34.95591019414064
1,0,1.701144214090568,6.690751317530328,0,0.009415595456207031,1,0.40129522318368016,6.8001565179173795,49.016385226012346,9.646355542745304,1,7.263810752743146,1,92.75789362595054,1,5.375736115187819,19.52171152381803,1,23.5359754920759,98.35934708521667,0,0.44490916831662347,66.92517615734475,0.06749892796166523,1,0,-6.063904609315292,-3.967081873893364,36.113743754851086,38.54024770185476,1,2.2862800929253857,1.0007932673670128,-3.1973630761603893,0,2,1.7126736557332845,39.05563533316066,69.88289365561549
1,0,1.95509976809246,13.359511802301608,0,-0.6876241414056662,1,0.2525384551815839,8.09826317500985,59.21216391577155,9.64696677962765,1,8.858570649624854,0,98.17092530943316,1,2.8196839050356637,2.2818621079629997,1,64.40337315650153,56.60329006018875,1,0.535886031673582,63.66826173795339,0.11307491048018697,1,1,-8.457654101526252,-3.2090135776591078,35.03374985537885,38.321358564336094,1,1.4325330824312115,0.7263503015873131,-5.028668132432788,1,3,2.2732532695145564,39.35150893261641,34.96662199368296
1,1,-0.9166527244862721,18.571413530804488,0,-0.9845386636427483,1,0.4517827437499502,6.474060286407982,61.68005661693082,8.135712919775003,1,6.761297210754492,0,97.91887252638654,0,6.818676870783844,0.9068570415637822,0,51.68293706237459,57.88626226141276,1,0.5200767069536086,42.71745462366589,0.5038093068144944,0,0,0.5455517411578352,-2.5757084358792426,18.532170887810018,37.529962282000454,1,0.031996165072625066,-0.7623530148579288,1.7049625775539532,1,3,1.2402295929954124,25.457268761097133,36.559322136924365
0,1,-0.6297663978593504,67.62416951453703,1,-0.6968415581491023,0,0.3892345394802787,2.5455927161776217,55.95946416078568,-6.4494150437307844,0,2.2770748649032426,0,28.811737217817612,0,55.207093309645586,37.67155331045986,0,53.00142499666263,32.654995407879305,1,0.4748362700550478,28.666600556140512,0.791720904891885,0,0,3.4256765503990607,1.0444351460104802,12.485296619283641,8.2725000922952,0,0.30511154624978404,-0.7992013996399828,3.131360438764851,0,1,5.973377625503482,5.406425763556893,38.16808714973135
1,0,-0.45976831694857595,47.27269347116283,1,1.9245830195881632,0,0.41633560624813387,0.9832829592157821,21.848207528099486,-5.577730204766142,0,1.0131576620179532,3,23.98494324311257,1,67.43549421750066,64.10570599850381,0,28.80737745232842,49.45364223885166,2,0.4870024459788965,35.549389384142714,0.6814593895560657,0,0,4.9732053096127835,9.967429812872101,5.5424862769284005,9.941541035426287,0,-1.359461779460181,-0.8376306555190133,-8.895080463702678,0,0,1.952520277944139,10.512009488600834,67.75323375358951
0,0,0.13235900990509714,68.69261088783769,1,0.07914567247767718,0,0.6006820208312439,1.464492593048522,37.757454847850326,-7.135229126205892,0,1.4524681336702876,2,23.56390817406444,0,64.25566751943273,46.76414044941144,0,41.34390292087606,6.6226513961211655,0,0.38957191918116085,29.251107144633377,0.742449455505085,1,2,6.943059063037069,6.805900551451739,10.864553732624112,5.531663693921036,0,-0.3525430385270275,-0.3632316781565215,-7.012440396376554,1,0,4.3838754186416,7.793117727584309,39.58426939739941
0,1,-0.9304535000943556,69.73109313772335,1,-1.1219332233074608,0,0.08911065797168677,2.7402551736312155,64.58934202736745,-6.024752312911424,0,2.621073955979985,0,21.35293671523889,0,56.092771213410245,37.31711956237216,0,99.81238033157288,14.480246163157668,0,0.17405621493049245,26.421464461954628,0.7858178956228037,1,0,9.997681212024307,4.762387535251197,15.970570028774752,9.691945975318148,0,-1.0612516580832294,-0.9833400821122912,-1.8532775202512735,1,1,2.64392621865692,6.741946184661147,67.91418400167117
0,1,0.7044741801396267,77.8283176064505,0,-0.9404366483874188,0,0.4041763715338045,2.230758068824479,64.55075491248152,-4.029633099975247,1,2.5944196275258538,0,43.39317703110896,0,49.51196522351025,25.530243711024898,0,73.26949214656298,2.4827585006449215,0,0.45034298808222456,24.092725715476277,0.7511794056033065,1,0,9.977597002808292,-6.192089204250823,13.892747678025504,9.5444302551238,2,-0.3583619067088152,-0.4389474200822408,-7.102811059585838,0,1,5.941461885030298,2.3589370587523195,33.609454654610595
0,2,-0.681907156212973,63.991399484197004,1,-0.1676334130062741,0,0.35217809527418176,2.1522069968072572,52.539014859783975,-6.599184524140636,0,2.047891996657087,1,25.091905387538194,0,57.35246765953253,43.031239761625024,0,57.73564446760866,45.18274660608718,1,0.5979554980366971,30.434420800633177,0.627754464893533,0,2,-7.710290271397994,-5.515636379868606,14.893959923680292,8.244881559029798,0,-0.7474134625304548,-0.2381648702386926,-1.8745420143831737,0,0,2.2304506739049366,7.627420121364805,67.08903018804565
1,1,1.2569963716876276,40.054499178314835,0,0.2566873512751394,1,0.9998551406483022,2.2393454516202644,26.959556365102777,2.226997065056164,0,2.5866858085144884,1,32.96137797097567,1,41.31154224839666,73.49154313138635,1,32.22738810263846,56.49674962894888,1,0.4623764901493598,54.0300172255794,0.3167994163686487,0,0,-3.3174759270692524,-2.9633374964879096,26.176274490332837,20.127233157445833,2,-0.10779954739953898,0.6170562226915461,-1.24515211675266,1,0,6.598667644122893,26.010447111835113,29.475448704341304
1,0,0.9470410471947711,21.82666007701495,0,0.41279865738447963,0,0.4286217878785977,2.2171749768889493,47.32403754053371,6.431820579069097,1,2.3322721620002795,0,64.17847433672743,1,43.286226658722086,30.20914299996489,1,18.92797474304152,74.26503571656369,2,0.4977690346145934,42.513523323489835,0.6432499150087715,1,0,-4.1591364526411585,5.785552630842318,17.839335859414188,30.92812948157033,1,0.1413433148187191,-0.5920035420965828,-0.688721405566552,1,2,2.472470671663877,35.83476928246163,43.3184432660275
1,0,0.24506656999045145,18.356156879292005,0,0.28152394064948644,0,0.9215328287792207,1.733795933003211,38.61188081858228,6.671988270014726,1,2.029824015635142,0,62.47791125538622,1,46.6291696115654,42.288037888219314,1,21.135130286196546,49.37406765429515,2,0.5127463324281494,43.812387262895,0.6770411039398638,0,0,-4.086956855842498,-7.959375495002189,14.6792168461421,33.179056851360926,1,0.03859809132796315,-0.6103045996049752,-5.793505229084284,1,2,2.1032496319427447,29.624019617303013,32.930179283264444
1,0,-1.3357970711557947,42.24318170688386,1,1.2792553341960409,0,0.5394129345441606,1.3138278938304837,20.54579493087259,-5.347642301241617,0,1.3148783267176951,3,25.336497840252893,0,61.665526920058326,61.52663444863387,0,28.277950695064458,98.79679816820676,1,0.3417666018710106,35.4075010334352,0.7203736914809523,0,1,0.9452181982883108,-3.5145112764730317,8.579011032279833,9.102250782321267,0,-0.4606250887939312,-0.6273212783449027,4.277204416621213,0,0,1.5183828585888706,7.861796035010212,46.97734497486441
1,0,-0.41219384214095817,9.673070960494048,0,-0.7023840974965556,1,0.35107332793295226,9.566338691707013,55.749337874164816,8.172713836845972,1,9.118539692181113,1,95.65349040603523,1,2.967953632829685,5.455884810052782,1,30.738021100113777,90.57723540286024,1,0.6271205338855236,56.4348369465361,0.16938234334232188,1,1,9.597903268406672,-6.0752417529497205,28.15290850947882,36.579963751206165,1,0.9373867510291423,0.11167391229789311,8.62552769973323,1,3,1.7390436032128338,29.43971600702391,58.13976936028795
1,1,-2.2692961298369076,64.40113780217095,1,-1.0126873239964411,1,0.4816909540867875,3.8967774018489916,56.90299627253976,-3.5716793884774756,0,3.440155498353091,2,23.844555872957578,1,43.50786949289991,53.43947949216094,1,99.3782319342183,46.02842168856298,1,0.5244559255991768,45.1870737693079,0.5473908084321708,0,0,-1.6940432124080438,-7.895742978022101,25.55111907217484,20.81014874777995,0,-1.0981574763145654,0.009399993917653619,7.540584970514047,1,1,4.487357948754464,2.1619190960424683,51.68953235382735
1,2,0.28699554465122407,21.7108923234601,1,0.202499737033322,0,0.4232141678242355,2.3599063990721483,43.58945929375555,1.1867380464442903,0,2.1811329060558973,1,23.72345046590652,1,54.80892384795709,64.82598409234667,1,27.850997978263504,70.55449298405607,0,0.42044423531339836,48.71723782116358,0.5519560629090432,0,0,-5.761143627569344,9.940853028640003,22.30609239988148,20.29866488657941,0,2.4340715605124594,-0.08616229189294125,-6.7707953816045,1,0,3.747758811633768,29.269696693703665,60.20189823410386
1,0,-0.7191275055586146,45.892364088066124,1,1.585077665897297,0,0.09238461825775768,1.0453206697955584,24.36099123168988,-6.508898581655041,0,1.008081061925601,3,27.33581902814596,0,68.12369280077004,50.68695573211669,0,36.6318945564055,46.45264182598372,1,0.4188233561537166,31.98508909804854,0.7854321231922172,1,0,4.215262884641762,8.431772046199086,5.6920363542880725,8.529824328476101,0,-1.2677759514260976,-0.6554141016040974,-0.28630117996813453,0,0,2.181005399591902,13.479873236288029,59.69465765980568
0,1,-0.6421262112545957,57.92192823594485,1,-0.23946657686509032,0,0.732097805304893,1.9379884592294565,41.04066776516132,-5.3397275940317,0,2.0036206941620667,1,25.649139634347662,0,56.73094597479828,55.11538586949005,0,45.30193588887925,21.985010029676072,0,0.38906300949243383,27.822471859825697,0.8066255517667407,0,0,6.503652689324333,-9.436995870445514,10.479668666611143,10.827766850424156,0,0.21924377570315814,-0.7125112949343817,3.618293163269989,0,1,5.825414717561909,7.826257973726081,18.968522396889117
1,0,-0.6244334056596197,33.976295705763704,0,-0.713775093469188,1,0.4019444294150218,5.474250960152829,50.07742211733145,-0.3418441189922934,1,5.208476212196541,2,48.725927030627886,1,20.024864424309765,49.64566600741536,1,47.340134632158886,50.13055142864262,0,0.5953853381162129,55.11223458096373,0.20454572642391644,1,2,-0.05888470572476123,-5.723990968843658,31.581704377020714,21.646987583596452,1,0.5301386978207143,0.3948168072707244,9.603129911958707,0,1,2.4622485372431684,14.137074966861839,53.584064471762204
1,0,-0.674932645515823,25.70614897116681,0,-0.7019202544393783,1,0.9998551406483022,2.9278939926506715,36.92836516820043,-6.169412583694789,0,2.6650421872417223,1,26.693772569488306,1,44.783134610403685,66.81508162436388,0,60.27194179094542,74.85057354957225,1,0.7279536005369918,31.027593582719554,0.7196094136623044,0,0,-0.10817178405550365,-2.486012695084103,8.642298971762674,10.951205477982997,1,1.896775431596478,-0.7359028810358561,-2.029861927886807,0,1,4.157389253399165,22.322341761789367,42.910455512687534
0,1,-0.6010709038146201,51.40305109147583,1,0.7201791595066416,0,0.4061086749954708,1.6498667210081779,28.574668027327117,-4.557535510792934,0,1.5892461801667188,3,21.359406984110517,1,60.08008189199785,60.42963269139416,0,31.280161132793104,14.981707619791546,0,0.48363579174241256,27.35517394146279,0.8055788806831989,1,0,1.5143799029788223,2.3287052821861547,6.142302654660647,13.542937238970051,0,-0.5973233583186803,-0.6335011492683772,-6.434189622967344,1,0,3.2243453212430095,10.92960133156836,54.86678357897554
1,0,-1.4036348772925256,43.42953613327766,1,0.3053739195352627,1,0.1374832483496013,2.2446573598395703,42.54601205180943,-3.5742648069795298,0,2.1674033922922753,2,24.859109448071237,1,53.20444843874073,59.583317120320615,1,49.782755149779376,56.26230698143257,1,0.5692581448114716,40.969508051252376,0.4922699616829336,0,2,-1.4814690078480055,-1.262012868504188,18.755158140891613,17.53166780855009,0,1.1153688800672108,-0.14195208907207643,-7.57326546217708,0,0,4.8883228856955085,34.66884582625442,59.58291077252285
