S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,Y,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19
1,1,-3.14108430936732,0.6011273554326345,53.64554954055859,-8.949216432858112,89.93018236072295,-0.6167927892529182,-0.5694632793080331,1.8773749811040352,0,0,-0.3218971896632202,8.250283260263522,0.008236407773346055,1,0.32119842768137585,0,0,1,55.79008076531934,0,53.4765265570687,22.324152638520196,0.6783506419387224,61.87930500423082,60.51583827777013,1.817946752676316,2.4643790826889465,3.3056637369925,0,20.22482463933157,1,1,79.64826674799704,1,35.75832104619624,26.614910004155934,1.494311177905896,0
1,0,0.7519394910113579,0.377464964072879,27.089783681453877,7.014480683888749,20.560211941126944,0.7728972883216677,0.902341375703155,6.20484314118098,2,1,-0.39344746264720526,10.498650097100203,0.7194123818489596,0,0.3341743599647544,1,1,1,28.712093439897203,2,38.696350311108844,24.218799299310625,0.7785203316644367,11.644372681945235,71.37624052870201,2.1959883582274435,7.644136570372245,-0.8546254963258839,0,12.673431959335586,1,1,23.765398449853468,0,7.223721346380372,76.92791168534103,1.6801353567370079,2
1,1,0.4236346798215607,0.4994834367732457,32.77502929172677,3.1650932791223507,41.222123070088124,-0.2454335651379484,-0.7038006970136187,3.2107704410540165,1,0,-0.738004135048652,30.23869455155787,0.6257988472322058,0,0.31020046136795587,1,1,0,58.398811275079616,0,25.89441175497079,50.15421462479529,0.8280140191213226,40.10987248303504,43.65536929555368,2.651492068594658,5.1504992428196825,6.561839232514977,0,3.3015611231304343,1,0,20.62167280408799,3,8.987902946112973,29.35815496998695,-4.884260170822707,2
0,2,0.1410327931464538,0.20097694354741802,38.23230566733152,4.743684809253859,23.385551905585416,0.5045614786278187,0.4474980354707964,3.1855063195985203,1,1,0.21673290144736493,21.20892980409115,0.88215418930413,1,0.21351297090700028,1,1,1,32.32077754441977,2,59.95520326324582,14.097619088981173,0.0903167827473797,28.272848839587226,60.960673547452046,1.2952172323926001,4.065035931037241,-5.228934398231603,1,28.225080594173324,1,1,16.778485871411046,2,10.185828121788967,74.74053985724399,-1.8839569465419856,1
1,0,-2.1896194256359958,0.9990856391841119,33.73407609774308,-4.449724386810954,66.56898817500105,-0.662001524012107,-0.5285566826800892,1.6669685992092207,0,0,0.4556962963804545,27.431291638324495,0.015447921981814217,1,0.6566808921704516,0,0,1,62.257191529573745,0,30.017449533539512,52.96501357635927,0.7408688092388008,59.67645681101075,49.10386291256146,1.280855063433972,1.929200869344241,9.570551904419567,1,17.333331174907794,1,1,70.13817110358609,3,8.2878981607882,21.34918841328075,2.6344989086266946,0
0,1,0.9794161430060847,0.4502121647657602,29.758805528811283,8.719403358322186,7.150650799341779,1.8169461267935525,2.361101326565664,8.544569325908649,2,1,-0.2872799465369329,3.1319807084488294,0.9410409003953736,0,0.3167288471748864,1,1,1,18.77650443994951,2,61.370775179267056,29.231294895492827,0.27643896818929714,2.8562727027708057,38.987993554463266,3.1242786601599497,4.760826011764241,-5.231357344229917,0,33.62375563113031,1,0,1.6352969897326775,1,10.52187977317153,98.76037666947187,7.830502315427374,1
1,2,-0.4259244782680058,0.9996593459004199,25.988065210701897,5.471096480455957,17.871704472603028,0.9111436701788677,1.5019310340585463,5.118335611483815,2,1,-0.6251193133163481,16.687114196731706,0.4995337616697224,1,0.3255335690968525,1,1,1,44.6851714407843,1,40.33384192787067,18.267374471297927,0.9410174277678283,19.18743996913136,60.30606238083838,1.5727730533740214,2.660899535105779,2.3195665564902335,1,5.832764141849247,0,0,31.054951855160592,1,7.3261730750705585,40.439772763550366,-0.30638437951628106,2
0,0,-0.05690926536377676,0.0728743430913647,65.32724740378198,-7.248268686242144,86.9772602033536,-0.6198764186289886,-0.6052710911362646,1.7952748373483085,0,1,-0.37462547538070196,14.188241422089906,0.42667147875502953,0,0.3156533850997545,0,0,1,46.403803528379996,1,66.70849506821429,71.14463336950013,0.05046745277225284,56.98812961343897,89.9928140955436,2.544829593805487,1.3309009876280384,-3.986879531082039,0,27.241145709116346,0,1,59.541426906337236,0,33.69028086755316,47.05345283665666,-0.5694312036896765,1
0,1,0.02490772846772712,0.46902924624175335,61.51310712637738,-5.645922345396462,78.43128240843755,-0.6253763995739842,-0.39513439694413116,1.6294297965713571,0,1,0.010315169303079002,20.787524802900865,0.6127199025399296,0,0.32496890894568276,0,0,1,49.39385619414654,1,50.380415047561186,25.71760680797965,0.4759904376913278,55.118068847452406,3.2051100299660407,1.3421457173912983,1.3806922670817028,-9.181760463173381,0,30.344511697463396,1,1,41.65782918235379,0,30.170684638385275,39.39948592358009,-1.3589850739190918,1
0,1,0.08240638006975189,0.25402574709578984,61.392286310592716,-2.9604440857516963,62.149220127827064,-0.6121994868231947,0.6620356069466032,1.5425859586869883,0,0,1.0110863570565911,26.87406445207012,0.7436632094230753,1,0.8315756813528083,0,0,0,48.69254559880862,1,66.36912199046996,16.08457672755943,0.11803845275558628,56.49008244983861,14.417208827169581,9.843510429750758,2.0127190870139753,-4.291294312513605,0,27.543921244615763,0,0,43.112065554029535,1,21.006701959773068,42.28277525150791,0.8499441112865718,1
1,0,0.7880776413988028,0.9580843778158187,21.765213032615037,5.8969314064344545,36.01333179600623,0.02661417509563984,-0.5400061641025538,5.541447122719341,2,0,-1.0421308760969572,18.883810163001108,0.10228305480095473,0,0.9090392717558536,1,1,1,60.324317242728206,0,32.619718870734374,40.24303286361235,0.9929356730672687,18.562858647011474,13.25367524215919,2.930260784854913,11.271536303175868,9.981368797397295,0,0.37491530789070415,2,0,20.00299990897311,4,5.732727169030369,27.17520684158291,-0.48069573605005544,0
1,2,-0.72716299306849,0.9295322438307423,23.54294142464628,1.3127845585067313,32.869027804115504,0.04672787267737895,-0.7451627417159037,3.0944547618582807,1,0,-0.7628757745047539,31.882649917593028,0.7943646913829889,1,0.5006038063152614,1,1,0,56.6126611759673,0,22.67755386513789,0.17394554001340268,0.7131469485171449,42.74205854269934,85.20187688892294,3.4097023481417326,2.1288025424314667,4.9276733954110785,0,4.3158794355397045,2,1,76.95080990966987,3,3.5772391669061188,24.459931117690253,-9.910197583772156,3
0,1,-0.21548467445313138,0.43890993830240405,54.60372211797247,-3.9717860530058307,72.62058007130607,-0.7123648361187608,-0.6694982509573085,1.6326126443922016,0,1,-0.9255973195051135,27.469018292265446,0.6131825226750578,0,0.3256789458658331,0,0,0,48.87430505495871,1,54.42970489615173,23.665331078440758,0.3074220561152533,54.150511501904674,57.67203937097418,1.1147839784619735,3.0714984509197945,-2.5856261331606447,0,29.137932329397525,0,0,47.116196372852684,1,25.136463234227442,41.152247051097426,-0.45672976034333246,1
1,1,0.11493275001401823,0.9372425768597341,29.819729796732005,0.9235175803344671,47.8188244255422,-0.42191545395207725,-0.7144960313132414,2.4573796469222007,1,0,-1.3814343934722317,32.7332422151515,0.5796829671537526,0,0.33149525807438707,1,0,0,60.73654774861811,0,64.61749122834108,21.11420266940791,0.9880359989708491,48.49672232009606,17.116843489488144,3.4734469559200174,1.97044666060499,8.403023739338597,0,7.909775430842425,1,0,52.44824638506643,3,12.445250316241388,23.453070987296442,0.39079346777911894,1
1,0,0.2835193756700238,0.6455664099620853,38.6909646383384,-5.129005870199289,83.62507098669715,-0.623013142923508,-0.7581457202245754,1.616863728756338,0,0,0.23003425496394966,26.581158939346455,0.08761213039448307,1,0.5739559639581239,0,0,0,61.447213526281026,0,22.642980155498805,68.262616979419,0.3540798680733358,57.285844623791576,4.813448445386936,1.7501172118325943,4.81182451753431,9.834251416117617,1,22.274246783149554,2,0,60.62898519573466,3,23.245575837553936,28.12830569723852,-4.529013174153052,2
1,0,0.43806748335015305,0.32024458303397163,42.23322174824871,2.417679554981307,36.90375682081842,-0.0160641702356481,0.6426921252296741,2.5137491518235486,1,1,-0.2818691113325005,26.921815633322566,0.26295388489922317,0,0.30951057100767193,1,1,0,37.57935658889486,1,38.52227126680463,53.558286795064916,0.07859776505474281,46.26919027940808,85.91550558616699,2.636571467913429,1.4906929701236837,-2.738757767409618,1,33.55751248918721,1,1,28.49406700267794,1,8.694868110893932,59.546935583848594,9.993439450718672,0
1,0,0.04946072558931334,0.3482677905076489,68.74324589439523,-9.608924753421395,99.4961643068871,-0.6661560315051931,-0.5275248028014174,1.6346356434006883,0,1,0.20616085415819702,4.021652988562989,0.014990672048587839,0,0.7706913590443034,0,0,1,47.23334080112582,1,29.317718348491614,79.12065912784038,0.7132026611248037,56.719623095534324,11.525074535732488,1.3812129221036389,3.3312783735842366,-4.149001370968772,0,32.07746546713701,1,1,69.8978745368375,1,39.95701780886022,40.097756416411166,-3.9505318144589747,0
1,1,-0.07666967821895686,0.28440034606487336,31.176418262459265,1.5259362325368198,43.831067216811334,-0.4007947286477424,-0.5105100997960877,2.630011295806304,1,0,-0.2968936074185354,30.148230559917195,0.36120447900705643,1,0.013575459856863314,1,1,0,58.0965340629694,0,44.02245879236436,44.418357548332864,0.37336980282944854,47.555571636853244,74.49662256831648,2.929461023367609,2.232195047270767,4.564045837200602,0,7.5074472236006,2,0,62.43495637503397,1,7.633487126377032,24.859278945764835,1.6930024564531116,0
1,0,0.34597414717728553,0.544074794752935,50.08612563527574,-1.820997174410337,77.827966006106,-0.5645375670326677,-0.5722584821641812,1.7309019417848885,1,0,-0.3182711283887747,27.511767200748736,0.18498880377800708,0,0.32042972968399636,0,0,0,57.07308109020481,0,43.01688877346602,79.46148365901632,0.8061706625114846,52.97275107533427,45.94274259378498,1.2833901768884337,8.237321345615293,2.1933464510782574,0,21.40732675138682,1,1,20.222258295259298,1,19.3328501472771,23.02877061998032,-0.3924593539299721,1
0,0,-0.2640525106586894,0.20748567617995306,67.08277182716625,-8.431306702074266,93.08433790208994,-0.6506173308908132,-0.3715976205489519,1.8206512541458402,0,1,-0.7091660178199746,9.360450762057571,0.33006342466771,0,0.31242751728124274,0,0,1,37.13765893527579,2,49.838279384369834,70.34199668266608,0.4120676674785732,56.93057283318352,96.34126636827537,2.6978081033789736,1.6761818495568956,-4.29845865779122,0,35.012026143658005,0,1,68.56939602974286,0,39.682162982080634,70.92494489242321,-2.6364280995596605,1
1,0,0.13206283812230005,0.2452624635659188,43.21932238618638,0.9831569497853678,50.904725486657455,-0.6103114632775851,-0.739677214830995,2.1789329683441765,1,0,-0.43334827742044296,33.25498289196821,0.18897432354521626,0,0.338608701873762,1,0,0,55.881993918011304,0,25.998375576784102,43.18227888012125,0.4676791935865452,58.709880293142895,37.93467480745765,2.297232657812225,3.247650549520495,6.83344559270067,1,13.053969546059543,1,0,25.618448170670863,1,5.011065241661528,27.849466555723545,-0.6484193076039766,0
1,1,-0.22842385759877223,0.640530012383215,28.805779387180955,4.115171721646533,22.491618007878433,0.5996754235221912,-0.042647662095354415,5.220103554393956,1,0,-0.36732927894963907,23.636763685527452,0.5082912685936324,1,0.32137954338990404,1,1,1,56.73907216982234,0,30.123188344970032,18.733326857810763,0.8971461046684925,30.405532573376824,26.374735150282653,3.1319764385292537,2.4415060919608207,-6.500536545110924,1,0.5398931229978876,0,1,41.13597251223973,2,12.748157266266018,31.142120762054216,-4.330245647522226,2
0,0,0.08546756216233468,0.28364494025299236,69.04836929878027,-9.249811437867296,97.04774747865218,-0.7054591217587349,-0.3808840740869312,1.5169755693169904,0,1,-0.9756914617064841,6.192228789857381,0.3174457732670296,0,0.30618233803786754,0,0,1,33.91296818021432,2,43.75313738839867,78.83239253239128,0.3737022707791393,59.42498899202464,9.014534778682654,1.5593802318817156,1.8851812240887842,-3.471519930384761,1,38.69103455134524,0,1,50.59615275936726,2,39.91058381326147,70.76648496907299,9.999939026181586,0
1,2,-0.8517451339765105,0.48856437363160754,38.951677589919456,-2.6361934531471043,56.44653996547048,-0.6544992955232438,-0.4810885807397634,1.666043190251841,0,0,-0.2113117872583022,31.221783614290484,0.3874270332817543,1,0.3393986796780466,0,0,0,55.37866797011198,0,31.49649179480869,11.124743975380792,0.7309977349584529,56.03354319038385,50.06282536708373,3.5307490020964067,1.5811530934890994,2.8591785164468213,0,25.153084561009425,1,0,63.329385161082016,2,13.824113869954623,25.724131433984677,-0.06148295464478437,3
0,0,0.07932829650829315,0.3036405932972569,57.463428638512276,-0.5392582409623756,48.346043178080386,-0.6275095801520493,0.42113226259942055,1.7082838556092679,0,0,2.8580731310879917,31.180256090050396,0.5205148607054217,1,0.9929058033316612,1,1,0,53.09886214028182,0,64.03925254241199,49.537570502432814,0.15424331614369818,56.52937537810431,65.33084408778008,9.797359701076422,2.176102758146711,-4.359173278076018,1,20.372457863635297,0,0,24.359469642709684,1,6.179229557129076,36.35742875779599,0.8384633306333651,1
0,2,-0.31802586403479594,0.19047812816399556,52.28707644953749,-1.4100828943337973,55.885555515868944,-0.5744916767302316,0.29178616427920145,1.7175871013735837,0,0,0.6009834776407327,31.09067104521969,0.6755984289409706,1,0.2859086803870318,0,0,0,51.49954777759949,0,49.477299188654484,23.235055810771968,0.3041660744294147,56.48030615215835,31.94242893196677,8.367471246116843,6.707096037820148,-4.825301884591864,1,19.897692550531787,0,0,42.70836430650619,0,17.72775021157249,39.14317387070116,-1.113466111016912,2
1,0,-0.046125936889351654,0.44499828297167804,47.889350125920274,-3.8339291221041485,71.83350185827763,-0.620073322078678,-1.0268974194903078,1.5320739845177118,0,0,-0.3682245424521189,27.441513603435055,0.1801801176804551,0,0.7677696961640119,0,0,0,54.03010598592212,0,19.11273308313851,68.78749804128452,0.7339396468073698,58.61656338388904,73.72816659285877,2.141422079465953,3.0667652783113946,0.9444381101316086,1,27.73980399077768,0,1,65.25213911847167,1,20.227932844831162,24.753424359718707,-9.994037046125614,0
0,0,-0.02360128257699519,0.2937240238674499,59.322264257965685,-4.6371230540887804,76.82514745080444,-0.6044908396408796,-0.6323237392172789,1.712502738277718,0,0,1.5731420024600162,23.02849701881328,0.44650082831289073,1,0.9948453718461673,0,0,1,53.45349613432304,0,51.301030084738855,58.45824052564821,0.3404801464726721,60.070175893733065,71.10966331675198,8.812889673252728,4.65023264571376,-4.419168508012903,0,22.345416961736653,0,0,54.944740568747214,0,18.51910123478633,31.75187613064129,-0.201879688039039,2
1,0,-0.07189229130039287,0.23164529336330236,20.551401848538067,7.6136871942876105,6.885603023920583,1.8983456523025102,0.2947939720654289,9.954537481143596,2,1,0.13265486301966792,4.890556402611468,0.507816208114474,1,0.6735642830534267,1,1,1,22.04584895915304,2,28.62899338472755,38.9138386414909,0.9909135516167542,5.449439977564818,99.9999977299778,1.5744035299800656,1.4634500243495507,6.956238208271834,1,17.62543281196683,0,0,59.37931239786661,2,10.280738429530496,86.29049673110951,3.8098982724493613,1
0,0,0.2181528614475186,0.7767285733706353,66.24321858401504,-7.062021403776612,89.30217698436019,-0.6967211635709176,-0.5679923257625435,1.70274909715748,1,0,1.9451527690456476,12.677907269402473,0.31276661301903064,1,0.9339728022942786,0,0,1,56.381334890706476,0,39.14405871521318,65.3374845502219,0.3174880430455595,53.76993465284347,0.028312301052102473,5.549345764396114,1.6571017199076727,-3.61881083953066,0,19.341544433271306,0,1,29.09678097839099,3,36.92407936795637,31.634257923713495,-1.6863477390591317,1
1,1,-0.1602936491154227,0.7431353514206016,60.338744044957515,-9.35957261902303,97.57633214380628,-0.6362124854439675,-0.8978264688326403,1.6804582400902763,0,1,-1.1761491211038122,6.038051406930329,0.18968950350469604,0,0.2793169989761545,0,0,1,45.012257045032165,1,27.960012883911645,47.48828436178162,0.46063002381537904,55.51196027011127,87.55066636708537,1.7431887651736218,2.710751463522283,-0.037521628904048754,0,35.14160568437007,1,0,77.90615550023438,2,39.581140922623604,45.838521394292414,0.08563791555199884,1
0,1,0.5504952470430997,0.2855704471806533,51.451560909797394,1.515907925388067,43.02705844463785,-0.36997327035329763,0.7881997875658642,1.6724603441082286,1,0,-0.09749129685613199,31.314804320311293,0.8176964594708023,0,0.34673592842706114,1,1,0,53.92057292035703,0,50.911268500178785,48.47146732263417,0.09257723908379778,50.76980118141992,56.22539444736883,4.382566585345014,3.026088144379295,9.034322905777362,1,20.72990526234915,0,0,23.85110321347569,2,7.503667264427092,36.61458295904014,3.0462084956721434,1
0,0,0.08051087730830596,0.12023519665196347,58.185065663605734,-4.163875965708441,72.1108699083817,-0.6432471368727815,-0.3269889399936082,1.653486784724553,0,1,-0.17715915010562286,24.520371244451145,0.5708626081645533,0,0.2722065922464136,0,0,0,46.865985495447276,1,59.85813338812105,37.61164452050741,0.2847320242378588,56.40806080593697,74.39640217595829,3.0115870872260238,2.5645875917657013,-2.753543685389724,1,28.722223605131298,0,0,56.26637330000982,0,31.383269220816516,49.75519612262459,-0.09430241502686165,1
0,1,-0.0551901186518485,0.21502775046670436,63.388448442786895,-5.450808738357531,74.52365637251226,-0.5445748913590402,-0.6624572922342418,1.7719422863903374,0,0,1.481872456861214,19.5208817583442,0.5009631645457364,1,0.8491282789085517,0,0,1,51.71082702567413,0,60.480775578085755,56.45022464132506,0.7901598474458026,58.19797473170315,25.357623621267127,8.212926064466133,1.9698244054755707,-5.358776678950642,0,15.509262747094004,0,0,40.9239789103836,1,37.21848326304357,35.638339726720446,1.3753021811775046,1
1,0,0.1169936415550929,0.333341207174214,44.11765847964053,1.1515584691598022,48.057233473401254,-0.5211471942257526,-0.502801349504738,2.2259093273668182,1,0,-1.788161387429292,30.71518267388138,0.31678058604530374,0,0.4485783034444227,1,1,0,54.58079650408137,0,38.793422379639,39.56240206390318,0.9776847814148617,50.66198340502854,11.835226609838712,1.791930751987513,3.6188373284748128,-2.2597216140488063,0,17.03673543478246,0,1,34.31960176256698,0,9.058976780786788,28.450104029130557,0.8821784909161678,0
0,0,-0.2845052622769111,0.20944547707894168,57.29573881361698,-4.330708941125203,75.87274145718834,-0.6564145262600192,-0.7550119391122274,1.7807432347930927,0,1,-0.739120785128832,24.132192122451382,0.22522466761464222,0,0.5567212595861116,0,0,0,50.11458015796123,1,35.24473619681374,61.33978779671229,0.08046857593127804,58.5818066361213,44.95813902092417,2.0207348806323338,2.841604849441943,-4.120558164059471,0,24.951328263471417,1,1,40.27293426381198,0,14.900388182569863,34.869775844849485,0.6940593445232182,1
0,1,0.5334982500002419,0.6750008758817581,41.42245321864287,3.554903792742641,23.75491311746549,0.41816180873881054,0.9760231229259685,2.5872252345109072,1,1,-0.1484014996958733,22.30961970244358,0.8457387729676795,0,0.3404067606714596,1,1,0,28.92101534331654,2,34.727199427445264,22.559133270377032,0.49765762577518213,31.624536282415875,78.05046976635468,2.3728852783876286,1.574646028102694,-4.360638356611327,1,35.83888929661587,0,1,27.533623499237372,0,8.459873814878101,79.2971659972006,0.530998066200393,0
1,2,-0.4422838225170484,0.49578498988976666,29.704344765096543,3.211386108608629,25.93104830800923,0.5452057964442474,-0.24919267769245024,3.2967928598002643,1,1,-0.2765428523985774,26.558774247449946,0.7350107099191133,1,0.32173525014377513,1,1,0,46.10840241559151,0,20.142076718271817,3.634410868718736,0.5468610440021959,37.95252062964472,82.87571852981685,1.682208033129345,2.8476217709224203,-0.9961750127206273,1,10.181938381387393,1,1,54.84300268658657,2,16.3603265544929,40.70324834415235,0.41739544369833226,2
1,2,-0.12043828363873517,0.9527261887902886,29.201593727852497,0.33583014582295334,39.12311397416954,-0.25481361605095193,-0.7227243486766657,2.394018819969584,0,0,0.4974868749346704,36.76340019043511,0.2787429564748368,1,0.3314986497129073,0,0,0,59.233040852414625,0,67.29624281194555,16.484192551879893,0.637362322090556,57.13750520791451,0.6083423359043605,1.7456523804550954,0.7635317532272454,8.797264900819695,1,8.806651813517599,2,1,50.79019090633825,3,17.154342081274105,23.289035606527342,-1.4981428644097132,3
0,0,-0.47873787669629714,0.5723178710506621,62.29227317637353,-6.070416934732364,78.37336685726694,-0.6122531520916227,-0.9140668212353168,1.5690155323915997,0,1,-0.5561935135229528,19.243494526496256,0.5041025828680219,0,0.3120590019511591,0,0,1,46.660637913220256,1,53.71214449901805,58.09121746151585,0.7226013614750056,54.756922779076376,59.2085606994348,2.615257616052196,2.878613679376548,-4.267312530313752,1,29.91587827541178,0,1,55.59449183635977,0,27.935731894161467,46.66252272307229,5.626042778443722,0
1,0,-0.057820995722766895,0.3559687352778599,18.008160519363997,9.999998696905912,4.782824636340166e-07,9.260802937979749,7.687452010611635,54.598150033144236,2,1,-0.6630835918329138,0.0,0.9812909984826941,0,0.33962725357661416,1,1,1,18.0,2,34.05884181801652,63.11267556761475,0.22733289189243555,3.197442310920451e-13,80.41773227437429,1.54609265799256,1.488948693296624,-1.487184800623636,0,37.35335744702938,2,1,1.6299850358336698e-10,0,7.759179456819125,100.0,0.21848766234764838,1
1,1,-0.32155123556389203,0.875588195144265,45.92800562124533,-4.532872690459218,70.95077133831616,-0.6177603702943877,-0.5904158810403399,1.5643643743552973,0,0,0.0367656298793239,27.43206563440286,0.4027365950814155,1,0.3593422485363387,0,0,1,56.69792812197005,0,28.380228380394577,19.742330608109665,0.8521020654219115,57.24389500575412,23.15935662084684,3.1130671269279535,3.6591638465837137,-3.884738496249353,1,26.38550636827684,0,0,68.08223856047252,2,26.366595970069255,27.73994573531342,0.39443927241834764,0
0,2,-0.0015023955771482718,0.8289564023982925,46.36658769542921,-3.3942817870152906,68.11567981250437,-0.49848509271749064,-0.39373737117385355,1.6313361085856175,0,1,-0.2559762206205727,26.717489527943044,0.4205107905956966,0,0.9090392717558536,0,0,0,49.91992078652987,0,46.40615166036803,17.227291785748683,0.1493165970631969,54.383093829790056,86.55607239020095,2.4157202843942436,2.5803584031085,-4.029091590827068,0,30.378923994280207,1,0,69.53792195495697,1,25.824259291880548,35.790422608541945,-3.9448850541827385,2
0,1,0.11898226411942615,0.5579725201441187,52.09338513469635,3.8420580164546223,28.959148130471856,0.1748040135292474,1.8965587413901441,2.5068695969394477,1,1,-0.3655276983596627,17.789426312660833,0.8958267041404054,0,0.9090392717558536,1,1,1,30.667607719177624,2,68.87146463657989,19.23804308944809,0.19105009426178382,30.705269817049484,79.9537773664132,3.3822054621028124,3.451667351553285,-4.954977356494078,0,30.713747652438606,0,0,32.397043314686115,2,15.41304047551629,78.43438416547413,-3.9715043691989464,1
