S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,1,-1.1174497749389452,28.093168378470956,32.897097638066974,0,1,15.917410636491933,0.19480097647563982,19.800059858283376,1,-5.003110261126111,0,0.5728319452678884,1,0.29787458457597976,1,11.419538964200191,42.99610321835311,1.5454923588542777,30.243423540025503,-2.8414474259855282,0,0.6488265855802642,54.4119142256179,0,3.9052065237835487,7.133352393724507,1,0.7684333525932665
1,1,0.10739732651563105,20.20755784466495,26.731821523383697,1,0,29.881653099925067,0.18102153782010683,18.132959383050213,0,-4.236922906955602,0,0.5738808729137272,0,1.89142766907193,1,8.493652121829722,26.485418662927273,1.7652218269283269,33.255376734896245,-4.547150823432451,1,0.28736928362472636,65.48957678632875,1,3.1980829779688547,2.7879233410097424,1,0.5210334842959199
0,0,1.2623575952951467,6.587551664598024,68.8319419634297,1,3,76.03713721368138,0.2092958599521284,78.4633099403595,0,9.650653076721273,0,0.924012529654195,0,0.303733149610824,2,9.462778109714625,47.40896102543849,11.163348449349796,31.242577809985377,-1.8157939518873505,1,1.342347198988982,35.14006416401881,1,6.012533599779312,1.7969729225313782,0,5.9167117486249055
1,2,-1.1050025178767404,31.31023354628095,66.47082491381063,1,0,24.627502133570374,0.35636342116401337,60.925060795201134,1,-4.426735390812158,1,0.4634052400667954,2,-1.1462130861364408,0,31.78140142955455,65.13185930561555,1.619344240217678,47.81838621038874,9.965684305858595,0,0.6433438623426699,21.578460723024424,0,7.1097827346297295,1.6762969127496588,1,-2.8232423714565966
0,1,0.717082364032934,13.543215658730237,33.36683342567909,0,0,16.203903303284854,0.503418937252023,23.428683896947334,1,-2.165850732069485,1,0.2851861946269699,1,0.6370626526716147,0,23.278741358792708,39.55980536831113,2.356835902764525,47.61506260452653,0.40838503915827573,0,-0.7400806360108296,39.66586449509972,1,7.0384131521114,3.2238915847395555,1,1.2594043837511464
0,0,1.1355212300624802,8.80500799772403,64.00822438905611,1,2,65.71558980331159,0.0964984675680225,70.32585572795902,0,8.440643800409042,0,0.7815188666874461,0,-0.8018232142793298,2,10.621044669453369,23.901437342934113,6.669033272313514,37.23269351191064,-4.56456692808837,1,0.5328384718695318,72.2783297745496,0,30.20774491182649,2.8108105317397394,0,9.99482781826394
0,0,0.3152469227048401,7.5311302768787485,32.093706619485204,1,2,26.131788423397452,0.5167362189840335,30.334839098224656,0,-3.813586182704598,1,0.6036221438542202,1,-0.5388981979020105,1,13.989394683004907,30.347371891949905,2.1489955308204727,30.160637233338292,-8.160678393789702,1,-0.00375681024612751,34.2827140084913,1,2.450012791499506,3.4514090684696748,0,-1.2806135492753619
1,1,1.198851510761621,30.613058582277972,32.80844690311113,0,0,34.57913883758974,0.8895595591281102,31.454829949006857,1,-4.379326365038796,1,0.20643256943014077,3,-0.8794503689716628,0,32.09549875860092,78.89209559833493,1.6526436036363323,59.37365896780246,-2.910639795481318,0,-0.8150494097755455,7.982160831561147,0,2.267795331391847,3.2400458618593726,1,4.474242024305655
1,1,-0.8662604027996474,22.5297557620745,53.749530304827125,0,0,39.2244097213366,0.35059982784912724,44.124967331926406,0,-6.418285942003067,0,0.6038761768906125,1,-1.367302577986706,0,16.59789785568115,46.44646441890222,1.4454731946505581,32.649142254404396,-6.50641130610653,0,0.5322841905743995,76.51827782928623,0,4.269898440613928,4.191908559013556,1,-2.7368630659004687
1,0,-0.04452006098638776,27.927070203539586,30.073351188942148,0,0,42.18220873302916,0.5610136988915151,37.653619833756366,1,-4.154639182437981,1,0.11319893167091755,2,0.7086977329555211,0,29.484052859810042,64.57376361570604,1.7205272110375391,58.44594881761429,-2.6220486975347317,0,-0.9013311703957366,50.35179226571397,1,1.3934399036708673,5.459764620923941,0,0.3199737901571318
0,1,0.25264214767884585,10.079397471080874,60.04113269961665,1,2,33.396927033983076,0.21115945626397598,50.17553465510731,0,-1.5681560657950335,0,0.7798832119731592,0,-0.5221736171644941,1,12.902970316605114,20.05464335338004,2.614367110661284,33.39019499253652,2.363175450929118,1,0.7522778659988408,21.923249837636146,0,7.733205981572381,2.905943175284532,1,5.529771745927615
0,0,0.023287465339977678,25.647343240415417,67.85501245030963,1,1,43.768488730278946,0.4552972205695527,72.72795504489306,0,-2.90997752086807,0,0.7725099882704357,2,0.03563992804882108,1,22.652892240961368,71.17266074956588,2.213300394676529,29.816428870179525,-8.049061345864164,1,0.9883329042358702,41.096915818002536,0,5.904432048260405,3.420023108417031,0,1.8381097036272838
1,0,0.12457046309327537,36.52324539835049,34.006968638711854,1,0,15.753899399484474,0.18978496225144081,55.28992856756933,1,-4.452180503289556,1,0.29532947249456765,3,-0.10230088841149922,0,27.722584459000522,70.60540024261182,1.3020574680336006,57.631356953792924,9.590142486762264,0,-0.9250597089736886,81.01373261292288,1,2.782644994894808,2.576311231094521,0,3.5464550619435826
1,0,-0.4111750942696862,30.405477457992358,32.90237607751505,1,0,13.925861059566813,0.6709411019836663,36.20133202626644,1,-4.453999521528509,1,0.16244300664975742,2,0.21598263354239386,0,31.90477435547337,77.05584394226854,1.6157024393411632,61.673369733229556,9.577410905808009,0,-1.0709863764211764,59.19058304343528,1,4.093532567455114,2.124757417145971,1,-1.3922907472347674
1,1,-0.9403949315993466,36.75351317064998,33.85521511871848,1,0,22.31622298482923,0.3955845088761077,34.424430681172694,1,-4.4185459298449405,1,0.17336738993809692,2,-1.6340429547045718,0,29.279497804543734,72.32091817573276,1.5827930177685623,56.26466438804488,6.272702257526483,0,-0.610936699741303,29.736166586038276,0,2.840985018124037,5.4612834207919905,0,-3.349322383849276
1,0,0.011125492246970004,22.72601768229539,33.20103967623267,1,2,23.19710168071685,0.17211650543914558,31.700504345534924,0,-3.668810993243521,0,0.6475153161349362,1,-0.6226782055115859,1,12.998458439571277,39.94875807856402,1.8077980379808045,34.75829884880937,0.32596351436810167,0,0.3808561616889668,11.018589872088747,1,3.4603840695061514,3.530086247825972,1,7.121286850320608
1,1,0.3778193249356877,25.620210482766197,48.837870804728134,0,2,16.165749601444315,0.17354777627453205,56.91706366725899,1,-4.440689841176262,0,0.7614863845509336,2,-0.021658654648557353,2,14.349240811025341,57.40979910356471,1.475032731245528,39.15028824249071,-3.697467240977095,0,0.40488906164747523,41.15508792415612,0,0.8964880576482094,2.816703977213054,1,4.231631312308796
0,1,-1.0185481293920493,9.924982867557015,37.85164130815839,1,1,54.11452982114572,0.20405123260874525,18.068025740733184,0,2.7436006233001837,1,0.4748852097705177,0,-1.5871161968879541,0,8.963977707441895,10.161885344812127,3.8548609332101065,33.97208054238941,-1.232577270548381,1,0.1307618681832587,46.033637076224885,0,2.6600614738281525,0.7136138542369829,1,8.016017085808627
0,2,0.38783956052783464,19.14045396323711,32.95866639258119,0,0,31.436175623613916,0.6168734690763358,18.20923095028197,1,-4.5064065074851545,1,0.15001603989708895,1,0.2675141498920099,0,27.22994394949954,40.18348758306518,1.7878894190511585,58.174290523317254,6.993536647267156,1,-1.2189990229372845,35.88721632539277,1,5.283954927364365,2.742425747904981,2,-6.709764594775537
1,0,-0.47646194407176584,36.77268748385739,33.39364788346079,1,1,22.761957621575633,0.3745800753316976,50.253134358566705,1,-4.456867294645336,1,0.46877750309791477,2,-1.2522190833662645,0,21.067371441907028,74.1893051117551,1.6061744383390602,43.98407935101531,7.568568720649257,0,-0.09808685587209767,30.956015491886557,1,2.588447103750806,2.8648409232692984,0,-1.2306114783766624
1,0,1.0356634894377506,23.852006194811246,39.05919400594003,1,2,31.54527549781691,0.6638953849620894,50.39685777588099,1,-4.740676250000457,1,0.6493147219423883,2,-0.3176983647780146,1,21.151115323827486,66.6389599076315,1.7680462981375782,39.605382484775504,-2.609436626618635,0,0.17866082137837697,23.116877589061318,1,2.9881611452117838,4.144766639904465,0,-2.683901938424751
0,2,-0.5808289228090471,10.4651659634857,29.501389012847916,1,1,26.686529482212123,0.3786833930256803,7.085350506672365,0,-4.566220222480881,0,0.46558448602911845,0,0.34872793336148,1,10.918388320426827,15.892814594527366,1.9974360062524004,32.257945762637505,-2.39898432085647,1,0.35420965291841866,35.3158942198774,1,2.5758675012553334,1.583033162122195,1,4.102708820549134
0,1,1.5929137386843675,1.3569168496264705,41.74464487345707,0,4,68.94429740296202,0.32310490977623946,26.950099960297614,0,8.937013146464189,1,0.8367224421134731,0,-0.44920752343653475,2,3.0485539520368454,8.03468659203509,9.076958232315771,30.079948516375413,-8.00221973881455,1,-0.028061520978103542,12.040222864286632,1,2.720442001770717,0.7400364059042193,0,-1.3767684868101
0,0,-0.93149136967512,2.8603686779287463,69.9981696494139,0,3,79.96554374771884,0.2930372950417188,79.94467171422036,0,9.953989885522123,1,0.9466844058951109,0,0.48430347547628955,2,15.48371176082643,67.25318748105907,23.374145050712688,29.11595583474098,-9.61287485994935,1,1.9699849594817835,80.70076974049843,0,5.516409735711925,2.2034311358853174,0,6.075258977512398
1,0,-0.5870727942894638,21.911377126088066,47.16802911129657,1,0,24.35127286786806,0.6419861732201351,41.380401604245364,1,-4.474401743900877,1,0.36764555532253274,2,-0.20620376254964332,0,27.504453535705416,58.905149812468046,1.880289555640275,35.21337919182609,-7.893238956150469,1,-0.1358658041114415,56.815645174057885,1,3.4301902633584422,3.642230648663509,0,-0.6073974512795175
0,1,-1.3028224184914512,16.280057110346586,29.381421418787944,1,0,35.740918394313645,0.4511125816403882,14.698872710323272,1,-5.120054259633516,0,0.4463002728266885,2,-0.7823718648014265,0,20.495257550613474,19.69628909824109,1.8584265135485987,29.900217468085607,-3.443381842265227,1,0.1770310082637486,23.219417170577117,1,4.428479687796237,3.5355112028752633,1,-3.266900972421248
0,1,0.2092452673110968,17.386241828034578,37.94511508173602,0,3,25.638237470562927,0.21761024461302236,30.600809630822553,0,-1.1923457886687743,0,0.6906272690232149,0,-0.23424018144452893,1,7.547685578742924,27.792831235306103,2.4101496319033817,38.07311345281941,6.868782876609416,1,0.21548003661076026,29.548059989454913,0,1.0093109109133316,1.1513275430525323,2,-1.184281052888048
1,1,3.315535351084659,29.952809248446606,32.36140124005241,0,2,21.826641146307473,0.9989392524370243,48.98370011029555,1,-4.472881876911579,1,0.13241668902893927,4,-0.08926942482531769,0,38.83564699974893,99.39347961304422,1.6616301326104612,68.36303250032609,3.1464673908716243,0,-1.868893443154021,44.53417861489402,0,2.4346381925080625,3.389503483555822,1,-5.538827513795384
0,0,-0.2691527930827915,18.947993405364993,32.9485027554856,1,0,20.247143135982625,0.1587009904230131,29.288099432121175,1,-4.416965890622433,0,0.531808953769004,1,-0.14544297160007388,1,13.337040989765667,30.587854900330335,1.6477476956447588,30.374689812673843,-0.19506385754780808,1,-0.07433311974975616,25.585016406548984,1,5.588711020038716,3.847113905118097,1,4.16353643139839
0,2,-0.20488338861019686,9.955105995314064,31.927913673415397,1,1,30.594509435172395,0.5444597835745301,13.089674191761267,1,-4.5388059984866125,0,0.47781824910494014,0,0.3935788322627819,0,13.957011074982159,21.526772106004223,2.1682777291091195,33.29757320413674,0.7747787787173124,1,0.6705082472800609,82.99665428960708,1,2.8498460969237085,1.5989993385926484,2,4.7370994840499385
1,0,-0.8228720730176285,27.618467242079383,36.00891276874998,1,0,25.659557602727556,0.3542267112170707,42.13322836055166,1,-4.653828972682121,0,0.40727721303953973,2,-0.5974020389674382,0,22.5553635493672,65.8257791273918,1.7099056544981956,30.313497709942308,8.446767729645718,0,0.3774231701093866,35.59991187907126,0,1.6297007651707436,3.71914722189521,0,3.481547988462058
1,0,-0.7410631217241953,32.19092103082385,62.24773449734438,1,0,27.024902870868264,0.09752301834772809,75.64170242593218,0,-1.983896503605214,1,0.4560118312025013,2,-0.22360416433414945,0,27.166928715724694,75.4635395441729,1.7648765444328924,40.97687543554165,3.386028626207924,0,0.7804902077791728,0.07077142098271261,0,5.392662589854509,3.3353579217671303,0,5.527023284063134
0,1,-0.30986533424116586,3.605004899702957,51.590355598129435,0,3,79.6404451640855,0.30905839669154545,28.776884725383614,0,9.941373562424193,0,0.8568577485879212,0,-1.5841066738476623,2,2.8544134130508714,13.157847958058284,19.92155847131709,33.41037707884076,-1.5457473119344343,1,0.7691627150409459,99.39167968806136,0,3.5121381958243876,1.0328479940610062,1,2.337928251119095
0,1,-0.19807551873462584,0.3573530160258276,51.3915331602085,1,3,74.49681266804696,0.26178088531359334,21.858138912003025,0,9.343301399603273,0,0.9073598667354619,0,-0.40112667649738654,2,2.2094785492937907,1.0867679509805273,12.260979759197086,31.708287122972777,-5.434605889690586,1,0.6380717446327187,5.517638981613743,0,2.4051037474373724,0.6645180680927352,2,3.0884309347575307
0,1,-0.4130749000552725,6.876054218293359,33.34866174458772,1,0,31.67627952217487,0.2665056631287054,13.90504758029694,0,-4.355888440831296,1,0.42422175527592776,0,1.8970108983656375,0,14.908132970729788,13.180966904584562,2.1530974825098492,35.329576067392836,-7.824074857953516,1,0.12378012022571377,18.85122053364342,1,5.784094556614144,1.7981391568518912,1,3.331654215224024
0,0,0.11821594914882029,4.808029876526742,68.1611726672538,1,4,73.09804796560746,0.2194219880318875,72.41472714703819,0,8.511285267808528,0,0.9549549998581945,0,-0.26501668671319717,2,7.31756634869485,61.94712364158333,7.607316460008227,31.85779927292734,1.2975554666841038,1,1.139369754093779,39.50281785239723,0,0.6594105984439811,0.7628093236328087,0,-3.9506540802428036
0,0,-0.4528731314078135,20.69640647802331,35.060588569178876,1,0,10.425192110441227,0.43301399619596137,24.897907187571295,1,-5.051867769970491,0,0.5275543758888029,1,-0.707114485557173,0,17.302503483927705,34.293001905188255,1.9302009774208049,32.86252085259258,4.329585906714687,1,0.49696871208702037,44.16423256912353,0,5.695660344474456,1.8005953252420155,1,-9.24124261476676
1,2,-0.018323191791672588,39.13455381409462,30.31563469199871,0,0,22.1760803288589,0.9999881057217779,31.24684106733008,1,-4.657913580618626,1,1.698618189172052e-05,4,-0.5132680199532832,0,39.999762887405026,99.81562219017681,1.660155928142945,69.99999847259497,7.60442652356971,0,-4.193144221182648,34.92701144985446,1,2.8110634854784227,8.301257533669634,1,-9.987771199123323
1,0,-0.82361182724146,33.763486810509576,31.13983398261096,1,1,17.453796712790812,0.379602134831062,28.087697671318196,1,-4.496850488506463,0,0.4976258766455414,2,-1.156646627695317,0,21.58406803934277,65.45640688335497,1.6429868153078373,35.21700670429304,-9.296821205214561,0,0.06293708767869054,70.03706786230275,1,2.591555425153434,11.166772094741964,0,0.6685419689036713
1,0,0.9824206023763643,27.363452672192217,31.210971790262015,1,0,10.34516914262879,0.39045897692718584,37.17687521039525,1,-4.477873811139714,1,0.3460778856472343,2,0.06861587369921104,0,26.06844074256192,57.60094518596988,1.5928228177337826,39.99999724798738,-2.2292515356190705,0,-0.2910143145797029,40.71572485404128,1,14.478928437272144,5.676890322598815,1,0.7368777235955797
1,0,0.9558010707628088,17.103457007260957,42.95168813955276,1,1,20.951229729616088,0.30791561835046943,59.30734604652689,1,-4.318287772956031,1,0.5604363656983244,2,-1.084303194614016,1,21.243747077301293,65.12016436625862,1.5607124044163339,39.77942080510159,-1.1063218565676625,0,0.19089196236657274,80.20152262019884,0,2.423119694660218,4.999119562261865,0,5.486018912985088
1,0,1.2507251980266931,23.8427810047473,50.77012215440683,0,2,17.599914233696687,0.6679825896917404,65.03166374379062,1,-4.67299254731425,0,0.7430914438923905,3,-0.23995720463793627,1,25.015284693289765,80.29739910777403,1.6870629952651115,34.41525959810602,-7.7511533624671305,0,0.5794173925893898,47.074789796546554,1,4.7649761577383565,3.9688719762675864,0,5.612715311787092
