S0,S1,S2,Y,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,1,-0.10946824929397238,0,1,1,59.79819679785774,1,0.48198649996981485,2,31.59455972379126,0.6654953010886784,2.3585447595179634,46.78810708440628,-0.6281976350555905,18.443625981617032,40.59846200591704,4.362283728069556,-0.4668790803210832,1,1.626193865309114,1,36.24605736546496,1,-4.164310312453214,22.86599848898005,0.1763045581944851,21.659384177993996,0,82.15734973999133
0,1,-0.35553725708941497,1,1,0,36.65846156686841,0,-0.6907522705697412,2,5.44800195818945,0.17371702378793097,4.608654454110521,84.26393744216405,0.59386330496305,39.285564972509455,72.08396402970907,1.5266973433047926,0.5113084089105904,1,2.743934396681656,0,34.24269276771761,0,2.112897355446437,51.868066376917845,0.2903543848876534,31.500367159543373,1,51.85350803260014
1,0,-0.17423576388599957,0,1,2,66.33126753178468,1,1.9934486212179627,3,8.196589652548854,0.9671032288049797,1.2261129934754176,13.91271087258555,-0.6446989845836634,17.94903904542023,0.9986008944206592,8.951978795756672,-1.2291726877047449,0,-9.62667701042659,3,38.560363503889064,1,-2.268052804942723,79.922009714461,0.9900770806520187,0.9675749195759753,1,74.58992255263254
1,0,0.6836560603222783,1,2,0,48.96823403197891,0,-0.6941622087311958,1,14.423991766289475,0.16804950998773543,2.7757435283850835,83.24580143750953,-0.34583700544747703,24.273602027005843,71.87578617222353,1.4679042534836004,0.5730277694449519,1,3.117252292731564,0,19.9187388901733,1,-4.094474913135024,50.51073148711704,0.4334459303704823,22.293729122248905,1,56.74065940456463
0,1,-0.0451271448300081,1,0,0,29.741032793840873,0,-0.4472566454529646,3,8.337704733720857,0.17846647393527487,7.265408039173764,93.90875947696557,1.228476901825444,57.747651348823965,69.54932815078688,1.8434584018308846,-0.2041836603730293,1,4.855584288204934,0,61.69113473934308,0,7.15450510440958,8.702089568114513,0.42259110859479354,29.125738487288636,1,10.471066056789386
1,0,-0.2893002593391119,0,0,2,60.36682907393858,1,1.7314568323387298,2,37.321832663291765,0.990334904297941,1.0347433742691676,0.6247232224859067,-0.6423974650260198,27.355202646008927,4.7534140630324515,10.027068372981091,-1.0676289794065033,0,-7.6133871718530335,3,36.8491423599814,1,-4.375542854730712,76.4306061543195,0.6980457101428773,3.7799053423173423,1,87.7402029001281
1,1,0.4637278089868938,0,2,2,69.66248346365141,1,3.0271763204924875,3,36.93372589086516,0.9986361077320829,1.1037253636744992,6.64748345022077,-0.6322539182062106,18.936469455583055,0.29579069249678347,28.628956685856718,-2.6017734032807494,0,-8.965684425697487,3,33.870580662266946,1,-2.2883787160826374,33.703789000465704,0.4010106708449569,1.956568824570355,0,99.01553718048937
1,0,-0.8343954722066028,0,1,2,54.78974588094515,1,0.7783570690001523,1,25.92825712072749,0.7989705929421519,1.4625509318842418,31.368720628643644,-0.6474427072053504,21.113528048071977,23.434722733568243,5.152512990634092,-0.16634305878492547,0,-4.676179867581229,2,31.591144483222806,1,-0.39854196621223004,45.56963643547689,0.5027804394274419,11.672270918442692,1,75.86863780022773
0,2,0.18027762506443673,1,1,0,27.831975827483646,0,-0.1417959899666344,3,32.79983908636311,0.3964084741676507,12.532923025131302,88.62226086431252,1.8326022428830238,76.30681554119866,78.63433616928263,2.984459339395385,-1.188924375885222,1,8.887623331869136,0,66.67768125431394,0,7.149559203306843,7.032444262669482,0.01125209241906161,36.71244982403124,0,23.492899491295844
1,0,0.05463071262094015,0,2,2,65.87052208432837,1,1.49491421519811,3,7.009457717090173,0.8679471802954201,1.8237282186233132,41.70682281935528,-0.6485755453509654,23.136071825854543,4.69223771255805,6.865667266902956,-1.2140974714568065,0,-8.62575725071833,3,35.75899188854482,1,-4.268438015842638,77.8542818055119,0.988630197891122,2.6455852017425596,0,57.373362235850465
1,2,0.1909325384560526,1,1,0,32.47212397033503,0,-0.21197630353738472,2,34.65268237971034,0.45014211150532585,7.3428360548992275,79.8616596702189,0.9006971733843122,49.94517824376047,81.08653522806706,2.97274329405084,-0.7310618642842316,1,9.199387485498676,0,61.04609972865443,1,-2.2424591063624764,3.63650273051753,0.002506601196678615,37.87574013774145,1,74.26626988457
0,0,-0.5027973507681427,0,1,1,55.56326258874087,1,0.18349077302325897,2,9.425674222908105,0.4167954304829621,2.1282908279329735,64.00780779197129,-0.6424273947485373,20.04275749070144,27.359654338045992,2.404745255967147,0.08238150751094318,0,-7.183096174816556,2,28.273996446291413,0,4.184426873618532,55.86080608301031,0.9024814760555305,6.215052101807668,0,46.06733712664431
1,0,-0.05782149305865084,1,1,0,39.964350446934006,0,-0.9292694654634749,1,10.57685719971175,0.16098710795390803,3.859658206490536,81.15303272671986,0.3541808696621945,46.538329568374515,79.82083616025915,1.38032813343961,0.5720369537220797,1,6.986447610852995,0,48.43155909039366,1,-8.456293652098445,45.64481553888281,0.7156124296063895,34.1734466522124,1,45.62316912774827
0,0,0.7663555641622627,1,2,0,47.92617111353009,0,-0.763979456853668,1,10.063489395991336,0.1568270411770984,3.2822745876094075,79.2135198197923,-0.022657109325554647,25.612164616931633,76.64504649018372,1.4354755082278632,0.46463719887175287,0,5.0198889088343,0,36.429471442669296,1,-5.19106591371684,27.03227164378966,0.5336068746696966,28.38368249490118,0,40.5706006177708
0,0,-0.3031826302116641,0,0,1,54.869691082843374,1,0.3230033611305938,1,29.891364999849937,0.672578409253535,1.5303715168304604,18.795073241020244,-0.6353822840421983,25.729547206090224,31.85766398943935,3.521619186401948,-0.048536600250842,0,-7.15164804630393,2,32.757867371332246,1,9.415851626528351,39.11083145087895,0.4318474418847351,4.2456089937909685,1,41.240597803872944
1,1,0.3525569426695681,0,2,2,66.72551108538457,1,1.8672370772147477,2,33.772882091453546,0.9701033709730467,1.352857966334301,14.287793961550927,-0.6459509142322498,20.969809276314667,3.970963099975322,11.87525412269859,-1.474581486196224,1,-7.872715867249823,2,37.4466945917014,1,-3.303585855842954,48.89586707243516,0.47682705697033173,3.5346621802909595,0,90.3062245857673
0,0,2.526853721771634,0,0,2,57.267949068381874,1,0.5162589145887609,1,8.293521842398777,0.6697356977671768,1.2917297424352487,18.317855789328846,-0.6135043220024977,17.468823226289743,12.896447701903242,2.938801574469833,0.053387022578471395,0,-9.619672612850675,3,34.7847882362971,0,2.084173821546951,79.79814852539691,0.971927988627355,1.4829128475300535,0,32.8472556931495
1,1,0.5839492684927539,0,2,2,69.98690112558182,1,3.28832175875004,4,7.647823238021205,0.9795486424290434,1.8312751132999707,94.9493180560232,-0.6486119115691867,18.666460119536573,0.10649258432580688,29.812525987712792,-2.8084094105142143,0,-6.746510912536592,3,37.114371200473435,1,-7.876028164302573,35.40946014213165,0.4303027036301819,2.3232243961139942,0,99.52436588909663
1,1,0.8752962419181658,0,0,1,40.98430461667168,1,-0.16779880074163972,0,34.69187086431886,0.695005703385112,1.2937129654496495,5.308604432217101,-0.6446513391079025,25.584906486333715,56.947262278159506,2.4509653253189025,0.5609130335222566,0,0.3610990346863989,1,24.111796341658355,1,-7.478852027334284,38.383290442874745,0.49258532580566633,20.430323321774534,0,82.23583371057966
0,0,0.011928110922041721,1,0,1,30.06634388262363,0,-1.1052306926075934,0,8.068889259889556,0.18234199397455975,1.715247294818966,41.484796286593536,-0.5588022515872836,32.12722897503161,78.57981405425144,1.4229455933789255,1.6872870862107652,1,-0.7875294370055457,1,32.29512974828675,0,-1.9940740569435427,68.43532065779392,0.6850699024452845,22.619986614452827,0,30.353817422700207
1,1,0.11460179894702108,0,0,1,43.331953642774465,1,-0.3054709176734758,0,31.46689028981819,0.5668628278095934,1.6114009021747195,17.43609001689296,-0.661554592563665,23.405395904466353,64.29564275366552,2.202773416574785,0.4862732742203392,0,2.096137019657654,1,44.27579592628292,1,-8.646212458083177,40.40787166249884,0.3904323984881844,24.264371371952407,1,90.98756318629212
0,0,-2.8906163506726266,1,1,1,38.80552095621642,0,-0.6717555729568152,0,12.236181478140251,0.2535425136392413,2.267504155561564,61.085297524400936,-0.4661874771311599,17.452242495791424,69.62506698733249,1.6299149958189676,0.9673272523775792,1,1.7107083876142148,1,52.86713368602521,1,-1.6156979069600759,57.63583708328582,0.8633428040019833,24.432520429966857,1,49.53286018751811
1,0,0.6584676984535619,0,2,2,69.60265639249694,1,2.8152383083189987,3,29.48680847151284,0.9921111108395311,1.313573120069997,28.291174037771405,-0.4225390101141921,23.367008005795135,0.3606376383712806,23.019819848975615,-2.3694479224915215,0,-7.984152506620158,3,51.47485662094309,1,-3.5988569328324793,37.21422273669839,0.6584850033414111,2.4397087208653856,1,97.81697145841098
0,0,-0.935911333883431,1,1,0,38.37990668729567,0,-0.6650182231418185,2,8.718673243629237,0.16466050186614795,6.182783933229127,84.77092516302433,1.102368118627376,47.74321168818534,65.69617624583209,1.402531283486162,-0.10797516404791138,1,1.4731251475781963,0,62.473478177180546,0,7.537900982578979,65.37467256127476,0.7641443298998243,24.689775430040765,1,5.783690185678614
0,0,0.013854605424737033,1,0,0,27.279205580280195,0,-0.7560078102218707,2,11.18213586785747,0.2021314401580087,5.042504868831901,71.59460697828388,1.068919034817343,69.12999072630623,75.99097333412986,1.3712644558269271,0.3602975208097142,1,3.841469434350362,0,48.043939041118726,0,5.115545495011723,40.308432361454706,0.5708811804513397,27.25815928423779,1,12.73823477467228
1,0,0.8370292469164471,0,2,2,69.86266828736304,1,3.890939735050248,4,38.3246123790888,0.999979819359326,0.8723838690367691,0.3744287161740911,-0.6416894602505901,21.994875342399496,0.009440287189299568,53.33000607621429,-3.2183786576032762,0,-9.871911577687865,3,32.02018083307659,1,-4.228782783728695,59.10311975248439,0.5160589399995181,0.1189263292484255,1,99.9493365172728
0,0,0.008002765861752137,0,1,0,48.82328072917076,1,-0.3617092226967857,1,9.176621285672615,0.20873313949759148,2.3965949235357513,84.28846851420575,-0.6363514868556805,19.067022054676116,57.33318808107239,1.9901767686356897,0.5454320154795,1,-3.23805223330319,1,28.616249120393903,1,-1.4357776446250536,40.20032590660274,0.6942731408647506,18.609577748320252,0,46.1767247642085
1,1,-0.2526492068541034,0,2,2,69.95784046574757,1,3.648278236294154,4,39.98792328786607,0.9999093890897472,1.78327062255376,3.9265633181461923,-0.5799757379283846,25.677051399633804,0.0935332395678834,52.126088533720875,-4.110302734270047,0,-8.243376949141377,3,32.698716956953874,1,-3.876655390078481,24.683669744007673,0.2986643163865418,2.1238091472303133,1,99.49283853579264
0,1,-1.0604255040276525,1,0,0,22.304482590082177,0,-0.33142923023721493,3,12.241853476453372,0.28513564360202037,15.04310404395427,92.43854346543179,2.495626522631092,78.8770988417165,74.13204269517763,2.046376921845981,-0.8999033070636677,1,6.432166391601925,0,69.44627519150362,0,7.693003963235405,18.313711461329646,0.24006935693186993,35.32701403527429,1,5.1717842365554825
0,0,-0.8302026543185105,1,0,0,21.27927422395187,0,-0.6853156560598613,2,8.52723579567894,0.23853114317247587,6.167409453919227,74.8022007731092,1.3027296375291288,77.37078660455623,78.07656320561955,1.496641483080678,0.35613301275214704,1,5.208781594394043,0,63.14009522840108,0,5.942439190917952,53.57005829666403,0.7214207339816774,27.125963809319465,1,2.9694356463768945
0,0,0.11059579565430087,0,2,0,54.43835821469384,1,-0.45568514711567204,2,10.392899668056453,0.20329644065165536,3.0682081311739955,74.93760654141987,-0.17181808227919174,19.317657102780853,52.53647991651279,1.4917962382484888,0.1754697534469994,1,-6.0277369329128465,1,22.499980406503685,1,8.237544104255676,74.00186616961413,0.8234470144908667,9.994804255779759,1,11.950629884490722
0,0,-0.4978442937646937,0,2,1,55.54501038559762,1,0.2883026382329323,2,8.501688119826941,0.4189355251398502,2.350431401660784,77.89114242678663,-0.6383612414057346,20.167896227571855,30.696493946377533,3.0590181064548787,-0.16667695835936067,1,-3.9790054146717058,2,30.993321622336957,1,-3.756882337892174,63.47641435622098,0.797880394673594,9.595679788878961,1,59.02420733809173
0,0,0.5264300573940877,0,0,1,50.62033697281946,1,0.15043830843906045,1,8.568682913840098,0.5316814367009659,1.807691165419249,40.909314471132454,-0.653928177458952,29.08605173736399,28.967242728198737,2.355235073904287,0.3190726144627423,0,-6.428986287219037,2,30.453536812982847,0,-4.931278145959893,73.66772563265971,0.8785872380183175,10.038129798641029,0,42.492445624277075
0,2,1.4812050555626666,1,1,0,26.473170690740005,0,-0.38160669919811807,3,10.257252515996896,0.19407588740198395,12.017677580865431,96.97467889810143,1.8446550454019588,78.03789956196987,80.03922336050593,2.0210714054589274,-0.5610042313472781,1,8.043342257957704,0,58.706424867714,0,7.448335649567351,9.362802844692638,0.02471446715803488,36.65041339314762,0,8.601862648510538
0,0,1.0648280056354114,0,1,1,52.67731090066955,1,-0.1709560930620439,1,9.805719019520074,0.2924091631050988,2.1627161958123335,70.66751911008888,-0.6066977494104852,30.521987502822245,43.722060272101544,2.1297275878511455,0.22587651899140626,0,-6.677567685434659,1,36.98766432634161,1,4.657337794563325,28.595238391658242,0.9593270535049443,6.605821076613269,0,24.031587196402665
0,0,0.5410968606926666,0,0,0,40.073223530308255,0,-1.0268297745486363,1,8.120005786824269,0.17018709124936565,2.547218952470622,38.35265300220868,0.11235552731982956,31.334148158647785,67.18765867148852,1.3780475289184642,1.1185390104390815,1,-5.949798221882138,1,27.150155122806282,0,8.566716332633675,67.5352108097109,0.7899698337635681,10.301880823618825,0,13.777407018674893
0,1,0.7268230795466456,1,2,0,24.70703802669233,0,-0.20921693238306224,4,13.71873285034898,0.30469832229625227,28.857815185143807,93.18231037329758,3.4290854629192693,79.91672527569351,64.15396649092636,1.7901749815923704,-1.7254795515689987,1,7.145551334402111,0,67.87628541449689,1,9.300338486650212,25.656003227460626,0.5361674228079343,34.331119389095946,0,2.911296331314489
0,0,0.6968923722646743,0,0,1,35.75597419130567,1,-0.7265268388063416,0,14.308684589605418,0.28871165072123106,1.5868766509558123,25.092734730088246,-0.626530101597075,29.284305085500346,64.2660634724085,1.434949130833503,1.2429590860260211,0,-4.928006200490956,1,33.38126108668406,0,6.946008462416458,47.25565965777467,0.4338881623379001,12.850478765736959,0,29.635485607970168
0,0,0.14196121804453918,1,0,1,31.76673894430865,0,-0.9527358223597848,0,16.53162512176048,0.3017034640655356,1.6086796350309482,21.979920152993415,-0.6031850615432349,52.65073539045205,75.61958439383345,1.3940641721284341,1.4445762074593949,1,2.507167106137274,1,29.96340527846891,0,-5.734951974384462,46.43050792154041,0.7996166515958779,18.229792484646154,1,46.91483915004891
0,0,0.25830384818157476,0,1,1,50.38626133745463,1,-0.41497049820885956,1,9.061756220497717,0.26230297564663174,2.199286339641631,63.66315049198603,-0.6577562799622774,20.024038940565625,53.7169083574331,1.558677985487931,0.5636482086092103,0,-2.928157140577932,1,31.847591784784083,0,2.064618673919904,76.24748469117806,0.7497112077549912,14.8433277470982,0,19.91177227296222
0,1,-0.07458938105188197,1,1,0,29.81500828528472,0,-0.6142143941952161,2,9.997415260900755,0.18317444285290174,7.070132296031886,88.00850634379304,1.3332909208681445,70.23049413328161,74.8619683827569,1.5559532679667656,-0.11033384266488011,1,5.508794299579375,0,60.459787685062544,0,3.8941920797986604,52.802966733550306,0.4612415487235677,33.35727836303655,0,10.747105141696057
0,0,-0.625572572181434,0,0,1,36.64683559628253,1,-0.21855258870323302,0,8.150206930690302,0.4504664622845653,1.5541580861494513,27.814245315555787,-0.6380147396136822,29.620099685976697,44.39410425682191,2.209206731794361,0.9434809643687126,0,-6.535222509608738,2,20.924281706730284,0,2.373059085916779,58.80747351536613,0.7807920227060874,10.44669798224894,0,43.08523626449162
1,0,-0.47604820691496824,0,2,1,53.5480514436742,1,0.09942824411456078,1,16.302783386311894,0.5284233447481006,2.299843956034413,57.829757887161094,-0.6408488289185262,28.344261723266662,52.56975233479812,2.8423140304640304,-0.08189513937916816,0,5.897947618455262,1,36.37588140695603,1,-3.0942792887930883,52.90517137941828,0.6995025171068476,23.852459247406692,1,62.51723898726538
1,0,-0.68247130739432,0,0,2,63.9569406030576,1,1.6700598210865631,2,20.717688269340947,0.9428985425402947,1.3800646409510329,14.555854110304717,-0.6128386089247223,19.890854342406328,3.379950489407885,8.453523971776706,-1.0695395807242911,0,-9.06523783836903,3,33.578724854725685,0,1.028858752692571,67.13861330938343,0.8901207421030091,1.3339345866984131,0,67.31156504840139
0,0,0.05765912230741433,1,1,0,36.164419070550764,0,-0.7531058591180465,2,7.524919898609353,0.1680238835433145,5.241739781031069,80.11039446840151,0.9778151062883222,57.50110022609148,71.29238224041737,1.2600839347062673,0.24800970126720517,1,1.7913132516999948,0,42.82769554464875,0,6.677201281725175,41.61190865423359,0.7119823501423184,25.73353331728353,0,10.513234065875338
1,1,-0.4907554748248026,0,0,1,44.19423702269466,1,0.030540167106605367,0,29.565497025395878,0.6699129124213729,1.5915264346330826,19.369584288285036,-0.6253572351280104,19.92154943122753,51.86482157154369,2.8882114737750086,0.41693896048874257,1,1.2179468316113464,1,36.06049478858843,1,-9.31063649838004,44.00827379279288,0.5045499225563609,20.362544438881734,1,88.60871421592537
0,2,0.6205877633275505,1,0,0,23.15446987310065,0,-0.45059856669829806,3,10.065652289309405,0.24925067159890074,10.644705812577048,91.51366576460322,1.8117595453506286,78.47116613394589,80.13206875663639,1.9912387554291193,-0.3265914295341386,1,7.823972335092655,0,63.42451354540949,0,4.016701881137708,7.877803958525305,0.09094424559418218,37.408821199016714,0,26.344624068371647
1,2,0.2701465892842512,0,1,2,62.249577293794275,1,1.4156009650135908,2,39.528887646003476,0.9742735319513642,1.4148509362614388,2.3287216456094106,-0.6330143260406816,23.630999617734993,12.498981008087146,9.263274132559792,-1.0974984185775412,1,-5.969957950146361,2,32.87650735529016,1,-1.4452265813409184,24.51019656350132,0.1717244719903122,10.756467607193185,0,91.39078132031644
0,0,0.15162084921583252,1,0,0,36.75072224330999,0,-0.7443574999305993,1,11.68638605602748,0.17487454613213166,3.922895248914539,75.0832560043433,0.48587960083848364,41.09763906973142,66.71854873871119,1.3480729242956677,0.5096671098178261,1,3.4005314326750167,1,54.786239165658166,1,3.23261424783464,59.68231993312065,0.6446840765540484,26.634289849553543,0,15.021914983692696
1,1,-0.7475470902035793,1,1,1,40.07150837235645,1,-0.2737680795527973,0,28.030684040694766,0.5661756119668211,2.151288716196485,21.79411085834726,-0.6471602066142234,23.784200317503732,60.81070879779755,2.2334910544902056,0.4693846181826276,1,1.019276051714943,1,45.98965804074116,0,-1.2833403175576645,27.756048301210935,0.3864989433870227,24.775460304688004,1,47.38789252785786
0,0,-0.13900197049122262,0,0,1,36.808307990939596,1,-0.6593881253702503,0,7.035553837067137,0.26760974405019755,1.7506620761497935,36.86389465486026,-0.6265394552063319,20.43766576451936,54.41296128512075,1.3869165278238893,1.156087391103862,1,-5.4195094371762655,2,34.38454657750846,1,3.7881226613070407,76.2062861679724,0.8999724568617681,12.52620021122658,0,17.662422947886242
0,0,0.5538392928151736,0,0,2,49.842279912102974,1,0.180577377196666,1,8.601488810294782,0.5972385225577077,1.3241071695211835,22.439932636536327,-0.6414321405597248,17.555685577999206,25.812898772514203,2.467665899301365,0.46908181596983195,0,-7.7458259639204865,2,32.40691763100083,0,-5.2245570362558365,75.33932961182471,0.9780296157291364,6.077128082871428,0,52.80397635411306
0,0,0.3380363037866219,1,1,0,42.04374351711296,0,-0.7716208717129062,1,13.386807541897227,0.17382180322563134,2.490820565959355,59.163330729198194,-0.05523649425618258,19.38379776284583,61.059230880340934,1.5152216513213856,0.8408351716141081,1,-4.7883648881230325,1,44.46409755377748,0,9.922147982654156,42.15103859715522,0.5626456794961626,14.41040697252496,0,7.059237109341781
1,0,0.5001672591889369,0,1,2,65.64846584928513,1,1.7827127061424375,3,14.015699504591533,0.947829725624785,1.2109912350969092,14.13181691992962,-0.6341540335534072,20.24962440878344,2.012279496988506,8.234201335918486,-1.06329372343661,0,-9.188547623762556,3,38.19657692331472,0,-4.234703626321304,74.61450309999066,0.9849738170170588,1.712211940677022,0,59.09775520505185
0,0,2.970888008590408,0,0,2,59.934084293127455,1,0.46881777816348336,1,12.324176811380262,0.6748401501322319,1.2092271201448321,16.21960993209463,-0.6358014392659266,21.51080298679528,19.52115779179228,3.1208889238799267,0.4407559820794958,0,-9.27923809957552,3,30.493177291797956,0,-1.7947034340189365,56.38642799195213,0.921542902655923,2.596999856667934,0,37.0760166410936
1,0,0.7605761170460434,0,0,1,54.647404821681995,1,0.09600150166897715,0,7.882433434904808,0.490659870318234,1.390687999132166,43.30495247158219,-0.6771387877565934,21.57793478038681,34.52970648202536,2.4293149349961616,0.5819973250879018,1,-5.678532475136557,2,28.234754143529013,1,-2.4921314435004067,56.85099240626316,0.7755976006616114,10.793067050026988,0,67.22223198796388
0,0,-0.1344499079536173,0,1,1,52.71817825865951,1,0.09049329838124945,1,7.457885981173318,0.46635869011746056,1.5633816120047752,46.70338286706321,-0.6409668928838558,22.623891182269,31.382682738674717,2.366302258954202,0.3907235072906252,0,-7.255721179937018,2,20.532851408698356,0,-5.349068346763267,75.74162384147662,0.8826388911235438,9.798964414687088,0,58.68582965251863
1,1,0.599857302004682,0,1,1,53.327095402749606,1,-0.10062051541245566,0,29.71184579486988,0.4957848274725256,1.834854047554422,45.30729579152102,-0.6444773998251988,17.827585927115734,56.4468257977621,2.69504311595662,0.20968080995700977,0,2.08402998316037,1,38.03215197510471,1,-3.9284622865291317,6.997275001704448,0.27796090472311114,14.948587746691778,0,90.17449333905085
0,2,-0.2203503164834418,1,0,0,34.15364541665357,0,-0.5524058760548257,0,39.965672571854796,0.6903728290530136,2.0860752135809,2.4761928475833193,-0.6396012904084536,21.890616776074282,79.51663260334402,2.3149318197538205,0.09415034310778198,0,3.7499935118472685,0,39.1908597649735,1,-6.848930000272309,11.868823605191729,0.16301567937710854,29.98549889621115,0,69.64650987405044
1,0,-0.5756457144572419,0,1,2,63.999892023194256,1,1.2691184084850355,2,13.330678953211223,0.8842606419436077,1.4016207836074455,20.43146464320902,-0.6612305092940696,18.481344946310653,8.704267749800337,5.50034948997868,-0.47150139564582466,0,-7.381895754179785,3,31.96263036586194,1,-4.054498393489132,74.2256673534136,0.9554768536133851,2.710805139927346,1,77.89361247575697
0,0,1.462216902694968,0,0,0,35.3088850040771,0,-1.0662020745623766,0,10.382236057725509,0.1853048461804141,1.7689586249143225,33.92830473071983,-0.5219207862189409,30.990559503351758,72.67542373174632,1.3801147679826415,1.4577229154193014,1,-3.704476742347886,1,30.795413158836844,0,4.176229145114654,59.47116611145303,0.9060886102519308,14.147657267737195,0,21.694574608202714
0,0,-0.5838035767638946,0,1,1,55.89519422331711,1,0.23147538017397687,3,12.074490689890531,0.42913454868495876,2.6544497940333525,57.254034245094445,-0.6762969151663137,24.404016518461084,21.274948645963843,2.2200863058880334,-0.36619321910216784,0,-8.73213632696378,2,28.40577951283363,0,8.919144042556844,74.64626383240355,0.9064528595973429,5.016652579062699,0,17.147750863680976
0,0,0.33431940549804284,1,0,0,27.64146848394296,0,-0.9296895664335783,3,7.271749059904851,0.18015417438524822,8.490739447045701,65.06186718649982,2.1503715297248576,78.7580732721783,68.09909520332475,1.3776893203780343,-0.051699432212297614,1,-0.3540865760163623,0,53.14781080099429,0,8.601807843686714,68.74862402367658,0.8305880666245202,25.05796346520084,0,0.8340892239160236
