S0,S1,S2,X3,X4,X5,X6,X7,X8,Y,U0,U1,U2,U3,U4
1,1,-0.460522235845777,0.4685963635849049,1.2652516423055993,0,8.792006799687307,51.80155488890465,1,1,0,34.78423154163202,1,-0.015515766686367196,15.115530891855983
1,0,1.4497553913947387,0.8803815116415151,5.531822905870069,0,3.046149721078857,53.58098821466354,0,0,2,40.15588092450671,1,0.6104624211792171,24.27762152085367
0,1,-0.1369837075133554,0.11403654903339333,2.1725254473172297,0,-9.65085080560842,13.641465390272817,1,0,3,29.691560428626957,0,-1.6944146474417632,35.87602748733456
1,2,-0.6637312400053353,0.7635210504313066,10.931371496505927,0,-1.4334449656141306,55.296562386834104,0,1,2,28.04239268765584,0,0.6118284619700114,14.337359211914716
0,0,0.0015741118277532227,0.12358230299413481,1.6984650874906635,2,-3.3207041889120266,2.0600670566171764,0,0,4,41.08718863405724,1,-0.6238283509241944,33.062507213184375
1,1,-0.01980159101243606,0.21735645652964558,1.2165699029619716,0,9.92148464807292,41.15974666112625,1,1,0,38.45857287867045,1,1.2421703856920607,4.272227468481658
0,2,1.3385053666062596,0.8936215446108718,2.1174729843153015,1,-6.060688234543685,96.78712768297709,1,0,2,31.290786276021983,0,0.2716363369651259,33.45119661426202
0,0,-0.4581854379418374,0.17998351674209073,1.8642158094623815,0,-2.192224228763113,15.49643850118912,1,1,1,61.65342602932563,1,1.31629354530555,9.824979718655708
0,1,-0.165710772332502,0.46214573980248946,1.2635359631796756,1,-6.26098631347416,49.34617668869624,1,0,2,45.784143663747095,0,0.2632632697811747,25.209522328782327
0,0,1.8113278868769291,0.8508288534738705,2.881929879512138,1,-3.165304195068277,29.198568221146783,0,1,0,28.947848619217602,1,0.5949224539006375,19.442078591459527
1,1,0.1307896327614704,0.5008942696055843,1.8167401732340969,0,3.5789830984725555,38.94190057321319,1,0,2,38.43844921514026,1,0.04919895985238482,19.32881219720994
0,2,-0.05168598942109136,0.7755951916488661,3.637430324676545,1,2.9624351355410017,43.88035875977446,0,0,0,24.89454939017723,1,-0.37548380790186225,26.343477528987528
1,0,-0.4643823611263595,0.7419816999843082,3.2863745323040194,1,-3.0978625648265457,85.8702290232889,0,1,0,46.990680380508984,1,0.3332179137324289,20.01038167947524
1,0,0.5530216102067811,0.6346469231433783,2.2293089372849666,1,4.106834261903511,55.41044169178072,0,1,0,42.4483032841948,1,0.13083837837746914,19.939935559587703
1,1,0.8442166682520921,0.972006191000696,14.185405204425031,0,-7.653726509756601,99.80562760090494,1,1,0,30.296024123570152,0,0.7385677392033546,16.790257190588335
1,0,-0.4832499340121461,0.363229810581188,2.7089860365219205,0,-4.954147783698768,7.722182802295491,1,1,1,31.166971863514163,1,0.5562036956357653,9.57705441705283
1,2,-0.055347676695732234,0.6222925884070256,8.71921954064398,1,5.048551738622777,7.485856581576039,1,1,1,56.422085837064394,0,1.590641063456573,5.442855266994593
0,1,-0.544391433586436,0.2547181448336283,1.4802351912717493,1,0.8770051397760508,46.34312342924959,1,0,1,48.629902245591836,1,-0.6159117046762509,21.048969422089346
1,0,0.08883098975036678,0.7172060616178755,7.521049127948852,0,2.5019706948276657,23.931563771175064,1,1,1,46.40861389933238,1,0.89341883797829,8.866330738184509
0,2,0.553769276674213,0.4419534870798717,1.5950745477297947,2,4.5151770968082054,33.14002835270434,0,0,3,30.15762690277061,0,-1.412445401769427,36.02230842269478
0,1,-0.4547220646460432,0.09733620222510042,1.1137964303272594,1,-4.054852012695593,37.151005758167486,1,0,1,69.68869001824899,0,-0.8873899416145606,17.891018005657052
0,2,0.2502911448871335,0.3905248856297423,1.4732346336541344,0,6.253202110849752,12.881605677810503,0,0,2,55.915911625602334,0,0.17982153875515272,24.21890502968094
0,0,-0.014463029088840305,0.3845075674153558,1.8255788134433748,1,-8.108368059440366,63.401796743229724,0,0,3,21.41091779861482,1,-1.0499602213503532,29.18150955615839
1,0,0.6081671021133146,0.9637719807480856,11.573802551840389,0,-2.119379121629348,86.66523623149057,0,1,1,25.014195199591406,0,0.8088001198525518,19.01723839109611
0,2,-1.5598146568054547,0.053221960890769915,1.1879017652783121,1,-6.034851594860179,13.960068229030458,1,1,0,20.79258534015392,1,-0.14822566462370168,6.784878493368911
0,1,-0.5999057537925001,0.4491834264161305,1.9973324180400065,1,-2.94497634999252,36.24899382672898,1,0,3,33.742190975696424,1,-0.30063376872108777,16.902775028450414
0,1,0.7885805434407881,0.13809521508944617,1.0418891593237178,0,0.4013417220214386,65.87991154796207,1,0,3,69.85956176546179,0,-0.7927388983331628,30.300237841603046
0,0,-0.1919727499017628,0.6524646217621853,1.8678429512094856,1,-8.060842590191115,91.17139005394587,1,0,2,43.08269542860536,0,-0.35679826352754207,32.469906107526626
1,2,0.57965713280989,0.8653969448031076,8.671711310989838,1,3.9736036174863276,61.09644232480777,1,1,0,65.63394515390408,1,0.9371802282839757,11.042374712406346
1,1,-1.104956320234115,0.32395665452026,1.221708747119391,0,8.61419909211402,74.41839002182715,1,1,1,55.808877525041396,0,0.0980059822672031,8.600057245272465
1,0,0.1519216178207561,0.7715407200824826,5.9212982489861785,1,-1.8133235753896546,82.716802575789,0,1,1,66.99006898105104,0,0.8841733015425521,18.393809423743214
1,0,-2.111022744830614,0.34174435862897456,3.2571145400052064,0,2.9956926158401203,47.553127722023724,1,1,0,29.406665930258043,1,1.566782974638929,0.1333574831549189
0,0,-1.9551454607082297,0.05705605139835762,0.8762299637169136,0,7.861637938944586,39.05951276136857,1,0,4,61.6607597174014,1,0.018256518754955153,16.32837743776388
1,2,0.13436322042175694,0.6721551468337369,2.5808270918554586,1,-4.083312277577969,39.32865499079083,0,1,3,36.87318015707147,0,0.6123527622136915,21.18375289856022
0,1,2.6684565681566395,0.7919614293752435,1.199872607591591,2,-3.2439460652354546,71.8884010913807,0,0,3,55.10019087900057,0,-2.1243480877324767,39.98766599581923
1,0,0.24346392380696008,0.7670026011541581,7.403886608228846,0,7.865989086379088,17.494917086860003,0,1,3,38.39605855092405,1,1.3681314506465079,11.238752643354387
0,1,-1.4176782025379386,0.021350258413919188,1.9989191675006035,1,-3.222353016077923,5.853814321822975,0,0,1,68.26681349689821,1,-1.3924004778267913,29.09840456255523
1,0,0.46087381251273035,0.8382197856536542,10.594454627851292,1,-0.7034313108125207,72.28946643350356,1,1,0,63.25893479437809,1,0.9737680385796775,12.312719904457579
1,0,-0.7824332913100617,0.3951183053688629,3.0716498809008264,0,2.2109469540430275,18.47221429597978,1,1,1,31.076510475567755,1,1.3217129627524573,6.608357136830662
0,2,-0.8980511215880914,0.18939752086930217,2.59662390214396,0,-2.165662784892377,27.00095902095826,1,0,3,24.810235363523418,0,-0.38066713294354804,24.59635892281632
1,1,-0.9004639783102989,0.6719200472738438,11.353979946524836,0,7.172752022064234,32.52502104899984,0,1,2,50.41740487921115,1,1.4476081566587757,4.860575355923434
0,2,-0.6749227359745631,0.43762611319077305,2.525591922739758,2,-5.6961954773543875,58.50399754218992,0,0,2,45.0805716684789,0,0.022728994515428546,21.851727295641
0,1,-1.4266111244407047,0.005871644373382112,1.7126777577548364,0,-1.1605599970815845,6.600656510800329,1,0,1,69.9579362657665,1,-1.1616265811537494,21.755285493689584
1,2,0.043494319589320506,0.550261688907552,1.832199804043779,2,-4.8971885480695025,23.985317096539127,1,0,1,28.582851179354495,0,-0.7569520793958463,29.4355929427215
1,0,-0.07201541457546207,0.9103638913239444,12.955974908482407,0,-3.1528782236800126,98.49168476079741,1,1,0,25.90178031193393,1,0.41785053500916297,8.483755508618104
1,2,0.004548081873940802,0.6444374083933563,2.704461021805809,0,0.3990722491220833,61.334335620504135,0,1,1,52.296353559014754,1,1.0453695031602919,13.443957347970063
1,1,-1.6130395231561934,0.09733230293290146,1.883509161581325,0,6.9045361609229055,18.809869972631265,1,1,2,56.36821385348307,0,0.3509616404615678,3.6370484505115686
0,0,-0.051104873257868076,0.44233077248906916,2.512762324605466,0,1.7993285633134946,51.189749491905964,0,0,3,51.82580375574716,0,-0.16435439227587537,27.797306168057283
0,1,0.3995581575910894,0.6397312664881118,1.2911016624454965,2,7.748803326126328,53.462331245855765,1,0,3,21.22407252443826,0,-1.2170814801054513,36.73320992183584
1,1,2.016334762133422,0.9757056954726193,20.515055971903557,1,-4.400254543949362,99.60198569626206,0,1,0,66.20241092564544,0,1.1035730950055906,17.75892494915113
0,0,0.16100203564137056,0.6787663567667094,1.605968704670546,1,-5.247458217730264,45.224895963273035,1,0,3,24.657675058994037,0,0.0775956784253325,24.744645931643674
0,1,-0.22735915001572587,0.31547331446387766,2.8390235896125193,1,-1.8238799462882618,31.205641041322185,0,0,3,34.918482046927295,0,-1.435006505040451,36.282263008782834
1,1,0.33734503422264944,0.6172016666863631,3.7685185985526792,1,4.580254729331266,25.029991543448997,0,1,3,44.19714528150985,1,0.46346745040699244,15.45600776155306
1,2,0.21343009306172217,0.592025339265869,2.304918576321351,1,8.918270538240542,18.74995766204366,1,0,3,56.9995153772535,0,-0.3107822890376023,25.890382120171466
0,0,0.6744606480423108,0.11027432586733826,1.5282854858512331,1,-6.083628318938501,20.653019508994564,1,0,2,68.9852765497318,1,-1.0104587408740429,27.20065016228928
1,1,0.13413533011747777,0.4491771756023617,1.2495970858907373,0,3.9980995238416757,18.135808688160783,1,1,0,23.141099277439544,1,0.9763620562752221,4.14966524991134
0,2,1.5505626731045155,0.8830998202008515,5.055511536514413,2,-6.204597265598974,92.60589517070426,0,0,2,40.24726812394407,0,-0.31532928152680834,32.323052635633296
0,0,0.31448312721692484,0.40085840628244884,1.1514746156811309,1,-7.570293094895036,25.40720378618214,1,0,0,50.786463983925344,0,0.3547032195090182,19.423803445780653
1,0,-0.09826109278777478,0.4952866461606533,3.190636006743911,1,-4.029333641140571,38.45243157318753,1,1,0,28.521323321082328,1,1.551595576603977,0.12508928438059286
1,0,0.369853930577697,0.6658565790268117,3.8808573395933497,0,8.611315850646353,19.98627958756603,0,1,0,26.577548239410397,0,0.25071624327752146,22.266851082128206
0,0,-0.3613048657055908,0.10855555382311383,2.0501029468117924,1,3.127436835036441,21.21650700881043,0,0,4,68.6928733347261,0,-1.3462287097011925,36.92841932179204
1,2,1.4003595857664064,0.8638808575317982,5.815907390754865,0,-1.6139179473883871,86.67169587000036,0,1,1,31.563232815113256,1,0.658080728908594,10.847343191059231
0,1,0.43051902500170175,0.6214967758495492,1.2787125757134852,1,-6.2487745047942145,84.2944631714494,0,0,1,39.98093532755022,0,-0.3599051993199091,22.35815933614814
0,0,-0.29967054789130365,0.5953397830947883,1.7252773036592264,2,-3.8530588940122454,57.665503652053815,0,0,2,27.84919626835171,0,-0.5364143346973981,30.257124054174362
1,0,0.716519519435722,0.8889787127074011,6.166083929606655,1,2.1470601363118114,53.13859083732869,1,0,4,25.52901953972564,0,-0.031220188653812233,31.12894862034315
0,0,2.162656642496047,0.8457889338831037,3.3032914600508696,2,-8.5722549898202,93.21359241270211,1,0,4,38.50131412231804,0,-0.6340789371304347,39.37742333705628
1,0,0.22658552950650795,0.6473626222769358,3.354123781294135,0,-3.5273976152004813,42.60003206670415,1,1,0,46.76250368581151,1,0.7244944482913601,16.611653370586087
0,0,0.6381118454364215,0.48429938972423964,1.0017065617976149,2,5.157796388531251,24.59744808064347,1,0,0,28.609916626202217,1,-1.0567164395485826,33.6554704424054
1,0,3.2400122355582264,0.992295320233359,11.997841762062091,1,-4.4660087230118295,99.78191721600771,0,0,1,38.85005856374223,0,-0.7988152429131823,36.253283789006076
1,0,-0.38477979634820925,0.5534351747203757,3.3717080841085285,1,-1.459551915519672,37.964059350879644,0,1,1,36.41779541366407,1,0.6142227803628457,10.728277859126658
0,1,-3.364941031519792,0.00015368994375286604,1.8949048771036334,1,-6.956469385552665,21.90234612380625,0,1,1,68.22554806211592,1,-0.925590823988207,6.242497684688592
0,2,-0.5174628250520639,0.28132221163798604,1.6186291049442894,1,-0.7450870920773536,34.15176942024641,0,0,1,59.24092047182494,0,-0.7074632500638246,28.140022066262873
0,0,0.37936759428108685,0.29535013585621417,2.0999846920122485,2,-5.560248618100588,13.261920140021621,1,0,3,39.18710405806751,0,-1.9649058427936932,37.14258051079254
0,1,0.05780096125151495,0.3268881876999681,1.6023639496466182,2,1.195155202029838,28.952778807905847,1,0,2,50.94913358779142,1,0.40126220006598173,29.06151449767468
1,2,-0.599855999202318,0.36005014716995165,1.164344460308232,0,8.683861947504948,3.049632349684889,1,1,0,45.14480151049372,1,-0.07834927338824835,8.69327542716026
0,1,-3.110406173862371,0.0004758392059971417,1.8101597185366909,0,0.5979674639129833,59.95392410651592,1,0,3,52.20250520200181,1,-2.4179020834330838,17.693173540917794
0,1,-1.789843683334186,0.028747273298131426,1.2040345589625536,0,6.475033202122699,46.375292455642395,0,0,3,37.63022463471239,1,-1.5410399526938907,33.153234840023636
1,1,-0.5497581553058377,0.2985085218277328,1.3982481184585485,0,8.460085507263251,83.42920838808301,1,1,0,69.1009308379324,1,0.3904560393510922,9.404337957193329
0,0,1.0010041561959464,0.24965649490272174,1.1580370006379093,1,5.88623623757127,18.64095327824682,1,0,2,63.122279845383744,0,-0.26919156557203294,27.49377421964531
1,0,-2.768456405047001,0.11071333789694154,1.1572734598904437,0,9.62114313322839,27.283735593141305,1,1,3,43.22290175441486,1,0.6156564524611386,7.694784835315569
0,1,0.07592396264415927,0.4688407744568556,1.741798516947046,2,-4.695109795024974,30.609410564870565,0,0,4,53.085804560481456,0,-0.5236446372167145,38.819447490399035
0,2,-0.140695638028821,0.3478089245809923,2.776112632494744,0,-1.2980444804135853,2.7780386287981074,0,0,0,21.380615033259232,0,-1.201649694384371,21.37799094183668
1,0,0.17072125094987653,0.6667497234397715,5.280260080716398,0,-2.0086110918223277,38.09893250738244,0,1,2,45.060841729990706,0,0.588662707791328,20.16043340142234
1,2,4.469075137884373,0.9978207942031544,19.682422088385984,2,-9.184418365292387,99.99948364359936,0,0,0,34.919395052445324,0,-0.5045612457177721,38.8211526672749
0,2,-0.0984992844567342,0.21504166481222448,2.511796913971759,1,-8.507991188467926,49.643162253364984,1,0,3,45.27317616616055,0,-0.7820801415987612,26.514311196621293
0,2,-0.40662765022088254,0.08786625196244124,1.6512048991806925,0,-6.606085039312531,22.384701317254336,0,0,3,69.51242027549333,0,-0.6122175579127286,30.025405901084746
1,1,0.5248057448240819,0.8201315462465351,6.017311861521615,1,-4.802893766609692,67.99451826369342,0,0,1,29.821265277880755,0,-1.006374388027426,25.391692326079433
0,2,0.325593593433894,0.4980301317004881,2.2159372322783653,0,-7.394502689430137,80.30087113065795,0,0,1,22.286119974908807,1,-0.4927941474502371,21.16384954349861
0,0,0.2312547714030268,0.3081639870100841,1.450275093115116,0,9.830100707533568,16.822106369516288,0,1,0,66.70405230216001,1,0.046636180789200475,17.374311543736873
1,1,-0.09598289135822143,0.6648795558412434,9.61665160157399,1,1.9473908202708134,8.553004588663548,0,1,0,51.64983313069887,1,1.826035057575258,1.46790411238787
0,1,-0.17379312613016412,0.48354634384514666,1.7075804373056236,0,8.649958555452017,65.81774507437352,1,0,0,34.84298172411684,0,-2.6946776752908304,33.38876392786588
0,1,-0.08030246993112342,0.24071081781083936,2.9535380721472837,1,-8.440261009596599,61.58359557539151,0,1,3,46.60067053168103,0,-0.07613549416084202,16.774402649094462
0,0,-1.5048705996401408,0.026082839381786238,1.6472980661188856,0,-0.022413436679332932,11.15678533163546,0,1,0,69.26281985948353,1,0.30299813709465234,3.0220856703539334
0,1,-1.1608925236805978,0.1646902988344603,1.3592468658759986,0,9.999864033414898,68.1861702123754,1,1,1,40.29297928762017,1,-0.15149115670885485,14.40665349485068
1,0,1.4793676138922227,0.9189348955736454,7.449936112336783,0,-7.954081666878383,93.36651161776722,1,1,0,41.06357606453956,0,1.4006748922479542,13.064155814031402
0,0,0.6638700109544813,0.48767700345710385,1.1056093668137406,0,6.068825979271551,51.39294767604805,1,0,3,57.33704688153022,0,-1.5249109358728103,38.22065665925571
1,0,-0.1661157137425564,0.5947320505575505,2.536641865636409,0,-2.5273510634937812,63.39007443927033,0,1,1,23.451259712602447,0,-0.05392680634718731,18.478335420093682
0,0,-0.6770163454691281,0.13505669236605627,1.2662894408581975,1,-2.36768177164953,54.020098680044995,1,0,2,64.284045280663,1,-0.1978532641395935,18.645206943461332
1,1,1.211417854134488,0.8438298997563537,4.608018174435128,0,-2.515319349339821,62.075247607706096,0,1,0,38.25181395177498,0,0.9612986461914734,16.057928760116596
1,0,-0.1224405640462641,0.5424457452071991,3.096465958875517,0,0.8812523096641307,54.435352888303534,1,1,3,49.23838615087291,0,0.4372003421483209,19.20497490567572
0,2,0.07167664970191419,0.17713442659593898,2.224289674133963,2,-8.836180824056584,33.87622982870798,1,0,0,51.125874669361615,1,-2.08290928056211,32.64952217814965
0,0,0.08719886707803386,0.46335989827964935,2.1074919585081404,2,-4.144068630082681,12.894576894506244,0,1,1,40.1113310323295,1,1.197322237785978,15.607273847683388
1,0,-0.15965881279645044,0.5651927916590345,2.31774787168606,0,5.6588923580084565,13.387584542738479,1,1,2,34.43430855252466,1,1.3737491079733037,7.002587721764937
0,1,-0.2378884238310523,0.23334609454875643,1.8303365095460513,1,-5.411392292415193,11.441702635906893,0,0,2,48.86647833950884,0,-0.4019501268992212,26.221671271662586
0,2,-0.1783540087128628,0.19214948751812594,1.3251702334392312,1,0.8240059425982338,53.557965081746254,0,0,2,55.335571387202066,0,-1.0495593865150958,24.839204116973033
1,1,-1.692865514206262,0.07725408997561284,1.8314458296829086,0,-0.8366405265563461,41.807112187143396,1,1,4,69.556888170886,0,0.9425048274340947,10.196844003851243
0,0,-0.4850886679450694,0.0525047744348795,1.1797856319116984,2,6.889164919521111,29.796923657706557,1,0,2,43.25857881938124,1,-2.1844860852662173,36.72623348233281
0,1,-0.12032431639274477,0.5559071288528245,1.9600885990433687,2,-7.407841878760247,19.407815281696735,1,0,2,23.789553804902845,0,-1.0686935903646506,32.928997452941346
1,2,-1.4695726705249876,0.4140831595911526,2.5018163086310206,0,4.235433621163605,12.607592378059307,0,1,0,42.8871257499213,0,0.6587916863405082,7.361089656072497
1,1,2.8503040842840366,0.2900103801539965,1.45845185974916,0,4.985128276654256,55.69755607384662,1,0,0,69.99999926408964,0,0.22912843299718638,21.745829584298715
0,1,-1.1151212584386019,0.12323379106751564,2.160579826598637,2,-4.109631309224104,61.07917224814776,0,0,3,48.125528643746904,0,-1.0219215257382208,28.81044234563552
1,0,-0.17276164863901175,0.5993548683019924,2.8449115100353506,1,1.8574922334420343,15.770212507529596,0,1,0,20.206354475986323,1,0.5078017342160067,5.469069244451308
1,1,-0.12728615459715698,0.6954093095409924,3.9513837056481362,0,-6.41481862037394,74.02277705307048,1,1,0,30.36405479817809,1,0.8107075226873954,3.1570058729918204
1,1,-0.9402117389271804,0.41241993296090795,1.3726359486967112,0,9.887415636047042,59.68684555335933,1,0,2,33.25723120981933,1,-0.10471993686176446,19.65855612657675
1,0,-1.27253794404185,0.7246756985455924,3.634174292458433,0,7.225211543903114,36.60173707044269,0,1,0,28.599914314008686,0,0.7883440666554564,11.327359842218279
1,0,0.16214309240826766,0.5855135935485204,2.541903106956424,0,-5.944865588086717,55.006363200743294,0,0,4,24.882534966664522,1,1.0255472723922634,22.294458308082753
1,2,-0.5024214995155823,0.4031306079461128,1.9745534165346128,0,-9.402598385302284,97.61682278855162,0,1,1,37.655431940566174,0,0.023143476207911278,16.875175690305497
0,1,0.6678878381235527,0.25189077256715703,1.4298831582288622,0,9.51066038234221,27.08046248726223,0,0,0,67.35468817909177,1,-0.7825138202931933,28.970575554208832
1,1,0.21201138044012977,0.489741988717172,2.1097887332146334,1,-7.147829094769871,64.69399162007498,1,1,3,65.06837896701117,0,0.4553736210585421,13.987793340760133
0,0,-0.8721478613591207,0.08046213979208539,1.7293681824004508,0,9.547376209215116,30.36257343271752,0,0,3,26.520602929674887,1,-0.6400004603658311,16.410829937105177
0,0,-0.8373101453945128,0.027892094275131785,1.173976120394346,0,8.619448954945675,35.65182576904169,1,1,3,31.89025753427177,0,0.5111347392494815,2.184105133784484
1,0,-1.0196159913732876,0.34734877928856733,1.2042150275701133,0,6.3041784902662705,46.65045458948697,1,1,0,19.468801744737544,1,-0.11984419772832679,3.6522479527214258
1,2,-0.7013223087169517,0.35470234896235037,1.0466785487939647,0,8.258522667341637,19.853563979974037,1,1,0,44.48826114825321,1,0.1550381901707674,7.6282920916814145
1,0,-0.9897412201593159,0.3815959453414516,2.4082943200160205,0,-1.6946486919287622,43.28050528570117,1,1,0,39.79748565428736,1,0.5665286231091117,4.988117089483559
1,1,1.4047659048577334,0.959745920863563,28.030069689480086,1,6.333273178662488,75.66469442855296,0,1,2,55.25867022114927,0,0.6921963976390826,19.122103436842476
