S0,S1,S2,X3,Y,X5,X6,X7,X8,X9
0,1,1.0804713136366362,1,0,27.777087389911436,56.26346147284661,55.488838108051574,0.037886924118343754,1
1,0,-0.39760126552294667,2,1,29.183816123402835,99.94167520541734,64.20381461816072,2.093292018573352,1
0,0,-0.8367647934232935,0,1,55.36694601607807,15.33354035888358,56.402108080430764,-0.9646450507506137,0
1,1,-0.23927368966225676,0,0,25.086211784391395,61.472121782960464,40.39158150377658,0.2636615958832378,1
0,1,1.1594349956527226,0,1,73.96083818303524,17.796083202667017,32.161894508972715,-0.4800399609481443,1
1,2,-0.3417364430246161,0,1,4.763383583007936,83.33215193655086,21.669708382561062,-0.6233998812065722,0
1,2,-0.48219585274198845,0,0,15.939909314415885,57.9666438896363,55.69098504714937,-0.29688495138354665,0
1,0,-0.5673401334138364,2,0,35.67176627678573,68.34162912042177,46.15010159671337,0.8997764777298063,0
0,1,-0.07184168776238346,1,0,18.554452028247937,58.503568495513235,32.22864361968506,-0.1176484704421915,0
0,1,-0.6630019539789107,0,1,28.17320028902733,82.22254183926484,30.26813167065199,0.04109053772842121,0
0,0,2.4969279432896165,0,1,61.699011356504236,66.42588381498715,52.922421897981884,-0.4280628404715081,1
0,0,0.04129168553533056,1,1,30.178799293843326,3.3163866681024445,57.18817449538976,0.27361837559845087,1
1,0,1.1662663079241322,1,0,44.23619236164097,54.737988941755866,50.17502451778937,0.9185973639376034,1
0,2,-0.8929311887154332,0,1,78.75322258471375,43.08704098321066,32.3917184574911,-3.3596924382572606,0
1,0,0.558654583008564,2,0,18.343128769733088,37.78397580592968,66.92167365134684,1.822430067055214,1
0,0,-0.7952437108917688,1,1,55.98271353853056,22.48018667812578,68.14749037653854,-0.69094891948982,0
0,1,-0.36514295209105446,0,1,22.064285177496053,42.091982487969226,43.305408448797564,-0.4989591826729643,0
1,1,-1.2244208582702563,0,0,19.432960973601542,49.1308283531575,33.13218619432048,-0.3932164990611475,0
1,1,0.5585322536299764,2,0,24.421952983086783,95.22081347141574,51.21547576544675,2.373549936074891,1
1,0,-1.136431874172854,2,0,12.473093268265503,55.40400101484837,39.67361132812333,1.0849683125518326,0
0,0,-1.2089624026220573,1,0,12.535189652477289,38.2967629879704,64.91926005661327,0.28851400256725385,1
0,2,-0.1909510377743923,0,1,72.28842909085613,69.17361166583483,58.05029694241663,-0.7747005292281051,0
0,2,-1.126753034617928,0,1,62.267183958268284,62.1338015214417,51.43868212157145,-0.44919258514125104,1
0,0,0.17300938031993224,1,0,18.657021504942854,11.200397533552986,33.26922072664969,0.9206992484668775,1
1,1,3.957986041217068,1,0,71.39449969784904,98.25118910940195,28.761067124445955,0.835091482144009,1
0,0,-0.8657273055685692,0,1,60.17214059337229,56.51134484776612,52.60061505654453,-0.4071261170682315,0
1,1,-0.04441921271521021,0,1,48.132719523597686,14.828340146700587,65.82008784393642,0.46681728358981806,1
0,1,-1.0389275912019076,0,1,62.16105226516877,95.4128211840533,40.36641251652105,-0.7803854553966961,0
0,0,0.6222210626247084,0,1,48.76857519024344,22.863054103487386,66.60048072336797,-1.0202459798029515,1
1,0,-0.8863501587675329,2,0,8.205171949539336,41.34685811502046,39.373969716915255,1.9532324202306222,0
0,2,-0.3447077101013814,0,1,31.879691821664252,47.481194383224114,42.50220087690941,-0.5548491345626668,0
0,0,-0.3634965961312472,0,1,71.14540568359422,36.79302547565868,33.7873891591768,-2.028174288202045,0
0,0,-0.02031425540642931,2,1,41.77870785734396,53.71206141872251,68.38027762969043,0.2732765395226539,0
0,0,0.02888087932768559,0,1,78.25388395807857,19.22317075138559,39.80781930223638,-1.3281116136723548,1
1,2,-0.5290273875049154,1,0,27.938184292895475,99.93961935936686,38.07132581514138,1.4821527823728522,0
1,1,0.4057703662408677,0,1,34.42892435626243,62.75926219328962,25.6288035675839,0.5534550183324108,1
1,0,-0.422611440050892,2,0,26.57500249357641,23.417164821464414,42.375922614812126,1.4441548064824667,0
1,1,1.009883681399119,2,0,34.3371558972252,91.81749233560275,29.421912904005836,1.696979307562104,0
0,2,0.47335568726231675,0,1,43.764990402598976,38.60108489675507,40.60381092343408,-0.8662084559523846,1
1,1,1.5778575314195136,1,1,62.69168807249463,31.21266759454768,34.01488324112165,-0.10707330809105278,1
1,0,0.13131464332039527,2,0,21.281103463202502,12.994103414107872,49.46275037791613,1.4106919474678,0
0,2,0.6943970373281795,0,1,78.35405637467682,96.82616887191182,33.92808315723918,-1.6410241294855823,1
0,0,1.7017644836342731,1,0,40.18594727424031,36.91130647607156,51.385991491322514,0.35862416881651044,1
0,1,-1.331618711871841,1,0,11.755497515582128,15.56541170273491,61.17065450423792,-0.09718054797303502,0
0,1,-0.9598109029698819,0,1,30.544449403507418,9.769271581999556,55.42601619659616,-0.12513546809531997,0
0,0,1.116249256711279,1,0,55.78596286124839,71.16230210071134,50.38812431023824,-0.5493282758352058,1
1,0,0.15846167387038992,1,1,49.591854456828905,95.43631799061296,49.21049709501594,1.3919258098598566,0
1,1,0.29897872365761535,1,1,42.750169113534646,37.4507823585474,35.798914627610245,0.5353950439344569,1
0,0,0.72468535712952,1,0,32.29999373986502,82.58190622467525,49.08128333889273,-0.15378880388649677,1
0,2,0.5910048667076578,0,1,56.61312673560681,88.49026343515584,42.64640506428421,-1.3292449390082122,1
1,1,-0.3864253187459179,2,0,29.23956026302602,85.46002633097227,40.47392020915875,1.2872438995503797,0
0,1,0.8894613222296714,0,1,59.01125864163062,38.59239545977977,42.46556194066132,-0.6412307098187797,1
1,2,-0.7398898375724131,0,1,33.65570314522803,93.27458344895257,34.436201133809675,-0.8153895498959801,0
0,0,-0.8206222499001282,1,0,14.419579262176928,10.822475890092614,51.22727971644809,-0.12782309686346563,0
1,0,-0.7010117731819396,1,1,35.928484815816,55.21011039067142,45.224395222110545,0.08529387141207258,0
1,0,-0.3061715755914047,2,0,0.9784641708297315,40.00042589558555,48.40798412408183,0.7162793363531524,0
1,2,0.4449611236786593,0,1,22.456426459706034,88.99630300493378,65.23789630705406,-0.05263625093815794,1
0,0,0.30732896071866334,0,0,16.410904935517134,10.580512313945633,23.29708458435421,-0.25625998079038587,0
0,0,-0.24148167104881132,0,1,44.7745789189955,8.684950894874198,31.378627887928925,-0.2213379498358646,1
0,0,-0.3030826142880222,0,1,34.323896664120134,15.623021628130019,44.659176749502365,-0.32825896131358767,0
0,2,-0.11778990684767529,0,1,62.077242327662844,30.60837856746619,23.099186781489045,-1.0915199391551749,0
0,1,-0.2934417396914094,0,1,49.70084628965531,17.529802036500726,63.217778880857395,-1.3608730939852132,1
0,2,0.5019118056686113,0,1,62.86706921901021,1.1540899409978544,34.4689031855536,-1.4111753530948619,1
0,0,2.0595954016580746,0,1,74.36149217702898,0.2408877977117585,44.6533025928195,0.1903042289849804,1
0,1,-0.5766775149567138,0,1,34.69008750657131,49.337115215460734,27.770700762851455,-0.30792942078504015,1
1,0,0.8926922808126758,1,1,55.044324042338374,40.345706188026476,35.1301164020958,-0.3323070083668141,1
1,2,-1.3625359859007402,1,0,13.30784059282212,96.3311685480558,18.008231625559254,0.40363553007390446,0
1,2,-0.5691042105987841,0,0,7.5434525670686,96.82600913884065,42.05880648273708,-0.2555824961904708,0
1,2,-0.22990546148417554,0,0,51.897621364813375,46.83467847743298,47.72728594902491,0.4005366183344008,0
1,2,0.8178950165371058,1,0,71.65514788889521,99.73512326088473,69.50155228445765,1.0578243404992438,1
1,0,0.19461353023588204,2,0,32.85664288922024,45.91271189329863,41.37155649259397,0.8191075547361797,0
0,2,0.23491204258662216,0,1,79.9501031986571,86.63910564361048,38.82772118237922,-1.7261513360161325,1
1,0,-0.5949282844706844,2,0,19.490847650716162,37.15443555891083,56.74803645596549,0.8573920221001267,0
1,0,-0.7162845094414146,1,0,20.901906154714318,68.38339323417826,29.974768401512055,0.19970095928377007,0
1,0,-0.6301459846449048,2,0,3.194301168373781,44.18477923559595,63.42524469511335,1.6108360159083603,1
1,1,-1.3670272707933093,1,0,3.0671344050282956,34.873520174192315,56.84712131144107,0.07762314618988846,0
0,1,0.6317444603501262,0,1,58.045944965757734,42.09816048030735,44.92033906772788,-0.5412900314661634,0
0,2,-0.399739627267466,0,1,76.36859722729463,78.17409420265665,32.872834461825605,-2.194612831276623,1
1,2,-0.41313724583772843,0,1,41.54120443823351,21.797362557094203,51.86975599295453,0.13000485149360005,1
1,0,0.10601343892106758,2,0,33.55257442176817,43.08796178685594,64.04356753281502,2.14286045366334,0
1,0,-0.41287893238723417,2,0,4.61005542483953,67.7912724391051,69.61496498138695,1.290819466148151,0
0,0,-0.36791953495756163,0,1,39.45944138185685,24.96247246798784,40.648610160399286,0.542071156913861,0
1,1,0.15529181858502283,2,0,34.69531768585374,36.344663068115544,24.50329337220067,1.0470097952649255,0
0,1,0.17927511758117293,0,1,19.561089044131144,55.417701748917345,43.466886487618744,-0.8159614248191032,0
0,2,2.941530670905978,0,1,76.57345716053922,76.12669713554897,38.28966345442079,-1.0593742897487493,1
1,1,-0.3871789057458833,1,1,37.01155183677902,72.10498737172509,33.125855532261184,0.26180266806882996,0
0,0,0.07320244761983327,2,0,17.309462162030705,48.00837849196796,69.99971747539604,0.8420814765500968,0
0,0,3.5830490120850773,1,0,70.33187618442822,51.00828650279811,60.10534049431371,-0.6706039719863561,1
0,1,-0.7710739122413248,0,1,79.9530743708961,28.95621962846946,64.1514932332518,-2.860415328050144,0
0,0,-1.3902209912732097,0,1,75.61466798074106,15.033670706089985,39.15762012169022,-1.2001608829014372,0
1,1,-1.0657193876519895,1,1,21.489079448599448,58.06422509013303,32.60234428122924,0.5884349517031214,1
1,2,0.2962938849710488,0,1,20.30757105126339,99.25055178572444,35.08764801211407,-0.11921942341061777,0
0,0,-1.5728371281874214,0,1,26.127003724899687,0.9563192291863754,31.128678507196874,-0.2753406219541898,0
0,1,-0.5845955406674278,0,1,78.85889379775361,51.00181305426159,26.152189290385703,-0.3475106680465387,0
0,0,0.09953407564790125,1,0,31.6463753304817,39.70354071576463,59.0175177792777,0.3365527978889984,0
1,1,0.34777044115618544,2,0,30.257616663414186,90.56502135212764,33.17412724231881,1.2732733385961479,0
1,0,1.44360414255832,1,0,62.62678610687434,3.765096202723006,69.84827801077887,0.6978049566896095,1
0,2,-0.9138953919892805,0,1,32.06340375362882,84.13993156144232,29.388487362179173,-0.4736505479033113,0
0,0,0.29714437278152134,1,0,66.66725699061759,28.452850264121,57.41865120158409,0.038373499690691655,1
0,2,0.6942966154151273,0,1,77.98670309909734,91.07663805309605,36.488158260374064,-0.8716879402644541,1
1,2,-0.010797619569484765,0,1,53.22973463690644,54.608425531465834,24.092186886835762,-0.05313061981799213,1
0,0,-0.08838271801150326,0,1,14.135520346733337,42.27591653308653,36.2064194355644,-0.08392536513605721,0
0,0,-0.3572875978954168,0,1,46.969086288127464,60.58505367244466,21.434800587524666,-0.15652348722466133,1
1,2,-0.7375225307322028,0,0,6.440204643832708,24.110894563965395,43.46560233833654,0.5168257726400237,0
0,2,0.10496294716530212,0,1,66.125747273667,55.292549837913604,23.228844622188312,-1.129552771553893,1
1,0,-0.6891261322223016,1,0,26.284234843655963,37.292318115047316,32.26709536771342,0.6380712848713073,1
1,0,0.06971071335433017,2,0,12.757263273624888,10.021589275129422,56.90779328420055,1.3375927137511523,0
1,1,-0.26353557524886717,1,0,21.52722557613658,96.41139669884296,41.20510276282683,-0.42532834477890785,0
0,0,-1.2889928211598771,2,0,2.891851375393286,45.85772004497564,65.7699773629825,1.0668679103827887,0
1,0,-0.9332305205734606,1,0,23.693421623016697,72.90973327175433,38.99840900357822,0.727966327680689,0
1,1,-0.8652561309858081,2,0,32.85798338977877,83.9816974231766,45.460747245555126,0.22209490435168605,0
1,0,-1.3460853925114882,1,0,13.389816451863119,63.72145162656705,30.307106860035674,0.06790777551178478,1
1,0,0.020249490255926858,2,1,12.947305671111987,90.56388894382246,41.34886728834627,1.91686494468738,1
0,0,-1.350744106653126,2,0,6.568206127915079,53.10732999574176,69.9963345020035,0.3916264986114932,0
1,2,-1.1866287894356362,0,0,14.522493098890159,88.9126998371117,18.0,0.7204520815924138,0
1,0,0.15212352122052641,2,0,20.815036321531398,51.11358497106819,39.38249521549481,1.7093628618456316,0
0,1,0.9482410599614455,0,1,79.50371104909603,16.05121967083844,26.729064732523874,-0.5090560701229453,1
0,1,-0.8126077858032906,0,1,62.35043820062871,91.11149509747511,46.53072947723709,-0.629661140702199,1
0,1,-0.7498505899727709,0,0,18.44488484408015,31.4633743492994,29.569801921038945,-0.36205666881588555,1
0,0,-0.39747533773879584,1,0,26.99648161402024,8.344691603357784,52.14779244693929,0.34358981668964467,0
1,1,-1.460121575734207,1,1,8.652292010655568,89.82017949748314,24.494375140177468,1.403410346370239,0
1,0,1.1781078844434307,1,1,49.67447032136435,48.46204131347445,38.67360900063558,-0.06225684157904234,1
0,0,0.247306749433462,1,1,23.43480742625175,27.498671567083864,59.193620305863064,-0.2914441788592249,0
1,1,-0.2587508918999312,1,0,36.763270990971236,27.898875676236027,20.977497034525104,0.5384875212131192,0
1,0,-0.4748478693168535,2,1,28.06977922999476,20.205260263770676,54.24032575053693,0.924191049566844,0
0,1,-0.888005853460255,0,0,6.6639228590065125,2.9949174370253404,54.32312635951713,-0.607077811642119,0
0,2,1.2922726708133956,0,1,73.88583966172133,96.69038901586016,45.94689479051631,-1.6378097857175578,1
1,0,0.3479584667173855,1,0,21.36699198261325,22.888148654813584,58.348972045687255,0.3801237658086055,0
1,0,-0.08328474052656223,0,0,7.550514297349782,71.76538634941699,28.99530218853333,-0.24528388949907368,1
1,2,0.06811631280839392,0,1,14.162670175025234,99.5136396308765,41.62478339521033,-0.20854055848090053,0
1,0,0.4819444552448648,2,0,35.8478965394088,54.41735055922648,39.73347828604172,1.97215026191632,0
0,0,1.6804818601884148,0,1,77.27680477370158,39.44758365639753,50.32606359603463,-0.8137578073695775,1
0,0,-0.6136085276605897,1,0,16.832663684320835,73.70070017043236,53.90613339227674,0.13864474520853434,1
0,1,-0.5689319086546816,0,1,42.13878125296225,99.96494746364003,22.525575761771865,-0.11705679034267814,0
0,1,1.2882639895985852,1,0,11.296386112840668,40.789141536260935,44.550140195211,-0.1880867673766306,1
0,0,-0.2625424266207962,1,1,17.593106041767594,12.251403904421043,52.639976541162525,-0.48425152834152907,1
1,1,0.8446232500486842,0,0,34.44605159614199,60.41401452165932,42.528852202612796,0.36053981098980176,0
1,0,-0.4823443404374684,2,0,24.11242907292406,8.73303818685005,54.82312683783903,0.8585045987769417,0
1,0,0.07663490522707529,2,1,13.22874303415075,96.80049182902444,64.3114001431641,0.7560748625818292,0
0,2,-0.08357230919407238,0,1,56.43497689319734,43.88296381080603,32.54932001875573,-0.5935290553624677,0
0,0,-0.49338865512054164,2,0,10.475655185635816,53.14002272253362,59.12553764535359,-0.025018331950131575,0
1,0,-0.18118536615268516,2,0,9.826565394534219,45.93337260869823,46.97884534745662,0.8496072800116989,0
0,1,-1.068985772909018,1,0,26.99829714668101,21.912260299812363,64.99545156528785,0.3043108340391547,0
1,0,-0.8729801791122318,0,1,43.04834004505865,50.34580930022013,32.39837404995836,0.6473341197600084,0
1,2,-0.23072245673018874,1,1,30.665462989097044,39.395144049294444,29.00464437070894,0.7535554034722364,0
