S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y,X16,X17,X18,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39
1,1,-0.2397297761438029,0.6916990400135212,43.75039047490369,49.7132498732726,1,0,51.730404307635204,0.30588396303847265,59.06719739152234,23.58378189691163,3.1167271908481156,1,-0.5302840928959592,0,0,27.024034320335385,0,0.6595670933961273,1,0.3932670208869032,55.68344114025988,67.97454016381096,2.1485375394840593,36.15026912671188,0.22952277815261932,1.0506836266868156,-0.5157676681446315,27.398479392812426,11.529580798853702,1,44.277858506673866,1,1.6977149609840427,0.3400321187671461,0.4176690200030002,1.226137067806846,1,28.754968836436582,1,47.41742653803414,-0.2909664249075694,2.9089393124914196,53.413399752014534,0,1,1,0,1,39.82163234566906,0.4694356618881407,11.508461768155328,-1.937660044872958,2.827988604985854,0.43347299395879957,0,20.116431322142564,12.935821028383426,1
1,1,-0.7753026000314382,0.7443148128080345,34.47370429661229,37.727545565634664,1,0,51.05704878353019,0.306525047975399,62.84691239828651,23.343932954041367,2.685192037473474,1,-0.05296087428488099,1,0,25.148164587569735,0,1.9639015100998094,1,0.8017730760648014,47.73125424467284,40.10906882924538,3.902553432968404,37.077291353719524,-0.687660178994796,9.622047256982626,-0.9479925220038794,66.93811758131902,63.05773720002744,1,60.792205834833204,1,5.0364830931900535,-0.0873814628921907,0.4771299778642707,3.018397492820295,1,37.02108611226038,1,47.726325358065694,0.6431122473622929,7.270887832142643,78.95628487089697,1,0,1,1,1,18.253268989807886,-0.6510443984668964,16.859642142343866,7.829497720039495,2.241568170346579,0.3225602407584822,0,34.495520658461714,18.71211850964317,0
0,0,1.2303754460438205,0.9106550485718936,63.83699145865629,75.4412217411095,1,1,55.21567674596106,0.5096200991323173,61.35717751528998,20.07102277480366,2.1242753255326745,1,-0.5708735559463979,0,0,26.801021439838255,1,-2.855994448979393,0,0.270776812683563,30.181580706970585,73.34375390858273,1.3401947213396856,49.49532747273689,1.0933261479471836,-7.181035173488257,3.5272276386711905,22.85328776789232,32.504056236041606,1,38.97221871180732,0,1.3618014085074013,-1.4143293222165298,0.8752868291302635,1.2496204833870266,0,34.30564942994319,1,42.98214796220487,-0.7771958933491211,2.3065127782157333,32.91166456171172,0,0,1,2,1,52.32375623246695,1.011576694018469,8.76871565632489,-0.5556141560867047,4.252648533263257,0.49849238625566156,0,2.5824222036725653,10.555817817074793,0
1,1,0.5119043751169515,0.4431935936028196,44.66159873256797,52.275157862916856,1,1,45.273333590735895,0.31230111096244084,43.79775845776081,17.67742160296963,2.5281212328818365,1,-0.5378791423250245,1,0,25.510057458490447,1,-2.7424733978239457,1,0.43136840703953067,54.813702800607,38.31421698598546,2.2594310190284537,49.46618336044759,0.3269051171677672,-3.7301672106684762,1.1650827658810687,33.61345612142814,25.071378538870572,0,60.74360136500558,1,2.0815567470631264,1.237345968804988,0.40064429329595624,-1.3565129742692594,0,14.303660796438201,0,39.63224515011471,-0.32110753151700305,1.9693681958526195,19.58221810811964,0,1,1,1,1,50.53302286636759,0.2543109805378992,16.46405770434227,-3.8063723386386954,3.101231754155795,0.4206477885835943,1,13.382985076286102,22.468429524017846,2
0,1,0.09069990029380032,0.3551370933471266,62.648441237569926,94.31762536784025,0,1,25.926032058730314,0.992308569221106,20.250936396419316,4.50933244636901,1.460441717823975,0,2.8241388629529656,0,2,79.46608236834065,1,-5.694502796290802,0,0.19670410300321162,25.461908156690455,49.86085223672197,1.4983676262681433,93.79380832100122,0.8606555112149772,-0.09011599592811592,6.188240744242183,21.179872147057786,22.27176189513635,0,37.875636962269375,0,1.9872426940769137,1.3794003302211775,0.9094521166377794,-6.0633053231900655,2,10.095248331369442,0,29.049640625701628,-0.7418975220083357,0.307764777544823,40.88869108646222,1,1,0,1,0,58.04176146657,0.6388306888177183,2.2646116361880875,-1.0595816424016675,5.14223404677704,0.8733846210088638,0,16.967359678658337,39.59024411801862,0
1,0,4.464967449735558,0.9997257237964957,64.39775575130561,74.48148816091944,3,0,67.21223205007317,0.6418432974231814,95.45970816675515,35.16337898856206,5.098232603025222,1,-0.4723407913009706,0,0,26.642326740400918,0,4.157001847743956,1,0.293052059139127,25.491545627876107,35.95829276814709,1.5008449134284865,19.49921932285623,1.109677574853129,-9.968044083463317,-3.9680458731130264,49.884483157353515,18.798210233796617,1,52.69108699337356,0,1.3148887342010234,1.1154824326929351,0.7588597612462812,8.499422375542341,1,39.82030865272782,1,64.39549921336419,-0.5525450887244288,1.8841346930994762,74.92601886616166,0,0,1,2,1,58.74463672200662,0.962689719747695,39.14572475485358,-9.981916489610915,2.41259756386989,0.0846681040952777,0,1.2136919242955457e-05,13.205569066655672,1
0,0,-1.2425217950901395,0.2105703393713857,53.82985836245237,63.20421625944341,0,1,32.706686450767016,0.3851703340550947,21.5225164428183,9.227917022076218,1.8312659723756386,0,0.062219213755415746,1,1,26.78361065241207,1,-5.45876336891331,0,0.6424653848293933,27.288605803713196,42.67414897073087,2.438836274579341,67.24614757224201,-0.3483548469016674,6.577980210236976,3.272448059799819,31.153805121467705,67.77534827695057,1,16.498109841711194,0,4.544607376678383,-1.4850309729916702,0.2494625275257495,-5.12706203832349,0,20.21275195023177,0,28.811474650841927,-0.05228307593513386,0.17945244142641867,4.200530807851155,1,0,0,0,0,50.866470088407254,-0.3620776692436013,13.805113995114171,8.975043545374177,3.2439173611805407,0.869598835515196,0,36.09643733829641,34.33915760875909,0
0,2,0.5061448521653488,0.5405285980920356,54.33210897223836,66.55492996339166,1,1,51.5197924978622,0.4715900637734308,43.147582758479096,16.715585576120436,2.0225629250149804,0,-0.49151145880624214,0,0,28.86197097028532,1,-3.8384169968392783,0,0.3439673719525937,67.017207228644,47.25103747407671,1.8288321869626303,51.68823954720748,0.5834897779828085,-6.9397212587162365,3.268672084938384,31.381450736919632,76.89624983871244,0,30.430461447336143,0,2.031740949912574,0.39305844892638536,0.3890189033581334,-1.6749482854534072,3,18.13475893000109,0,38.18967754747193,-0.41015387570698536,20.166880215478578,38.367019073585354,0,2,1,1,0,12.679440056370531,0.48711498973791767,26.92411313413533,-0.8609853541245975,3.68052494029326,0.7088002791628528,1,10.844419426119828,26.80136584421816,1
0,0,-0.05786949191282078,0.12331406369340614,57.11427605959812,78.04382074838408,0,1,24.433025403057055,0.34922690637838616,21.316268176433628,8.288416911335235,1.432857405880057,0,0.005340645176878927,0,2,46.60902278676383,1,-4.535306227805444,0,0.19890292385819092,42.300396235705534,39.326069956291946,1.4904206496329495,91.51661783418866,0.9026696301635772,1.215198985469062,6.056423714211558,9.175455979700704,21.791693487857575,0,20.396022489033825,0,1.6790849107804584,0.10983245697190727,0.33245987155216583,-5.698339048633402,1,1.7028859545994557,1,28.710082558933752,-0.7230855855203809,2.1372953365377327,41.17925095487524,0,1,0,0,1,54.152669891209015,0.734355729738772,10.237977782685936,2.5568352583764753,4.8225393581944225,0.9994876280055913,1,17.726301360497317,1.6304042248777195,1
1,0,-0.05561939751592214,0.6928825461883651,19.845049192025026,4.071113268215126,3,0,65.04609232273071,0.30636126525509666,94.48423460420142,38.293723844376196,10.038656860268636,1,-0.1401824494446094,1,0,26.21577419364548,0,9.525030711824666,1,0.9271837346948468,38.2594462546882,41.76496478876689,9.500130591891509,7.352974760289532,-1.0106317483891176,-0.03448801543819613,-9.123604536365605,79.13152561207656,9.157913601963457,0,95.83947777205714,2,4.67685699846946,-0.9279053877317499,0.23757570218164864,8.896472630692397,0,3.388301888540437,0,68.01077623930098,1.5166968369081997,0.967703894848507,90.96349679822045,1,0,1,1,3,42.04701545826322,-1.102465943766159,10.831179535802606,5.927450980606604,0.8024830327041006,0.15708844437139402,0,16.773595473910433,32.64436588526755,2
0,1,-1.048198529290805,0.28272464730349656,59.55184277792421,89.71324026377998,0,1,28.127575786859207,0.9697445914156133,20.76294115353066,5.214219188171034,1.471224618829617,0,2.168777859547742,0,2,78.91705015054502,1,-5.598327484061029,0,0.20511630275831128,27.75250848153764,77.80933716036918,1.5275994719275143,85.25865254061638,0.6626455372695234,4.816459027024507,5.700185275710169,15.067336445478109,52.40168081554236,0,30.207442415062292,0,2.3751210894894106,1.3885325690404418,0.44815069174638666,-5.921018861989929,2,31.55797385137638,0,28.415133988806595,-0.9285513549854808,0.761341104485418,20.500384553857508,1,0,0,1,0,43.52372795594288,0.6298224874018143,35.136747462538224,8.718649435039307,5.25021143703536,0.9627150826896109,1,35.67088615874628,39.67095968921306,0
1,0,-0.07914690029693928,0.8211726242223919,23.38296031067972,10.83401655428502,3,0,65.40428626827905,0.28532594161174374,93.30529924092893,37.18802354890014,8.444390580265594,1,-0.48426656882905617,1,0,26.833097389133226,0,8.421719235812077,1,0.9543294530033164,28.55040338389805,37.19073989782808,8.565333765270525,7.6369502705806225,-1.6655089227253965,-1.1479291579754651,-8.853139098958295,74.4294356085714,17.231677085434963,0,85.27937021058216,2,8.17361012887259,1.5085342130712474,0.042277822614116056,8.75864540544407,0,37.79904462246308,1,66.65031084341553,1.6858903328007773,1.8441565732032072,81.50415970675424,1,1,1,1,2,47.84185460539434,-1.5571745033974478,12.438583901632184,0.22274774679402043,0.803614090863248,0.895176216871235,0,21.130151781089946,15.182303820736811,2
0,0,0.21199675828099726,0.4805951284525432,55.789595953707604,67.43065022904838,0,0,34.00328596044953,0.3318284303584954,24.6028611978423,11.333079972906981,1.4340835972801245,0,-0.5065763082673906,0,1,25.833932295548337,1,-4.000046929616539,0,0.19746380587294937,18.32979914440231,53.301963832387116,1.5481651421740052,69.33788779169738,1.0191908695125649,-2.7330189340609534,5.984030668875807,24.418122594776364,15.356863980290827,1,33.59050358179317,0,1.6961324709286434,0.8117740049073275,0.9660956684492419,-5.406574849943155,0,21.459644756578776,1,31.045552379936357,-0.6953461565582176,18.85093928625861,37.724044144991794,0,2,0,0,0,29.797886579419853,0.7695182200697596,9.594970831883487,-5.282911839690396,5.179704320914194,0.08445411792229723,0,12.793979154742242,13.080294673867687,0
0,1,0.12637262064135663,0.29982922073230445,50.59405972056762,75.03642807564655,0,1,37.41895734713062,0.7537355655796636,20.92966711747749,8.759202287068401,1.6680644461337801,0,0.6218843803272148,0,1,27.969849214673506,1,-5.61833681507456,0,0.1749531568965399,42.996351432180106,43.599234187605234,1.4765759374260203,67.4283566586213,0.9367233319530487,-2.314821155917227,5.301889329371662,19.428551039494025,33.19146364899764,1,31.770218079321726,0,1.2741509760019518,1.7461270146563854,0.11669234874866613,-6.0048961421176745,2,10.654691988872628,1,28.6392264224182,-0.7530513507149241,3.0430675441931516,87.38052206529571,0,1,0,2,0,30.918633352883003,0.8935621990616329,27.588927973383445,4.92879203573893,4.824124344180925,0.38448600517755793,1,18.949086154704514,19.044429086062074,0
0,0,0.29258052823946273,0.569022263300897,56.36842157877461,72.3786767868721,1,1,41.104647729022126,0.5590467918654602,31.722123491341993,12.267822395566096,2.0280704990803358,0,-0.18086688620647742,0,1,26.036598243003656,1,-5.486379169102461,0,0.1939278457372962,28.19438941520699,79.99973858693012,1.4968188313567947,64.77101705760832,0.8974773319414165,-3.213820861244608,3.7410562038285278,13.318809161476576,9.999974378101765,1,23.18052198345908,0,1.036896324843788,-0.7255611266787638,0.7533724287095493,-4.13814515326739,2,16.879949384745142,1,32.34316172819378,-0.9803808264347257,0.38485464519621326,3.6842502216422437,0,0,0,2,1,39.64544869698443,0.9449522719763744,9.379866581952808,-1.8495185665552434,4.699597621870082,0.2320468733118417,0,8.259345715822136,39.908211572175496,0
0,2,0.9996423915972091,0.7385287649263624,60.43198922768501,62.71027602328585,1,1,55.88361192804246,0.4521263214902195,60.90425351679096,22.62759620546055,2.8529395968134814,1,-0.1437462730213971,0,0,28.20759908667995,1,-2.8613132486479342,0,0.22163115422816076,63.616104999344735,46.42978933475439,1.5720785579829415,43.95080520585879,0.657406253189053,-4.608525426658789,0.7769161878890181,20.857556423604766,74.71731962758241,1,35.625040664662954,0,1.5589321867809023,-0.2711891732003479,0.48127331076189744,1.367396725048554,1,32.46226741965732,0,46.48091252811521,-0.6722802773770867,3.0032183769317595,33.627417612749525,0,2,1,2,1,12.341423182760707,0.7417697725569704,1.9645444349102315,-3.8669762501748126,3.3606897254485495,0.28973152183232315,1,8.125638819204639,1.1285536218353243,1
0,2,-0.3451172400966145,0.5337576359558937,56.568769439556576,66.39016156432702,1,1,45.74442318067187,0.33672737575719447,38.30676957050427,14.54459403242797,1.9013042990217823,0,-0.43206991992743277,0,1,23.995929945489976,1,-4.5361889745712025,0,0.24637451081925316,62.42462574093567,47.1007258384234,1.8043184045189427,54.96518125219575,0.6474956652891637,0.1956271274282244,4.18260601602544,28.65875351319735,69.86914767838009,1,37.81837851072965,0,1.4486190739376437,-1.1093494661959056,0.07721586188981783,-2.8236885084128485,2,19.03669208241199,0,34.69971245762491,-0.6140281862935402,2.707067719743045,23.343970730084923,0,1,0,0,0,13.280381301923372,0.6875360406432166,5.296712535520555,2.4238754091511545,4.126227602525526,0.8555718730471729,1,23.5105055779805,20.721499681144756,1
0,1,0.9456160110055359,0.31482859299970645,64.75693372030105,92.45982271324714,0,1,29.737794004458934,0.9915329435824147,20.02630612177583,5.936036327927329,1.4883821450813468,0,2.1555220855847064,0,2,77.51171826759196,1,-5.796087453903792,0,0.21649161240362347,23.199524882776668,46.657457465719574,1.4983467561728068,88.13457808078114,0.6063801424407116,-5.85519660987515,5.619521262917921,14.712197886733055,20.973889423882596,1,23.12184576791565,0,1.62499858405149,1.3713382786400308,0.7107969070878304,-5.993172222988257,1,16.327701746440862,0,28.657832531289202,-0.8090884845414642,2.3785191637810725,42.50550403122257,1,2,0,2,0,27.758029753845797,0.6097434174472282,10.63711046747784,-0.10478125856200826,4.7809577009924284,0.37489707757267343,1,10.98971625211619,27.169166956148025,1
0,1,-1.048894595258247,0.11691779221913745,45.7124996159992,42.48832150136781,1,0,36.49178149706947,0.3142656651834618,29.509287266070704,15.906729927663985,2.3699290683969663,0,-0.5014683459145727,0,0,27.700256881397152,0,-2.825529426555022,0,0.2543478868140478,49.85073036444276,60.081890331803095,2.2711626865907104,52.890480450464814,0.52037749998589,2.9817684335475434,2.076505428701438,13.46790325557929,50.42660358496495,0,9.130297521259918,1,2.504514889073527,-0.6215956490508154,0.6836559851757188,-4.23614427090584,1,5.183818748689866,0,36.41166136942273,-0.5557503215979989,2.0984149817646336,74.78076140358628,0,2,1,0,0,42.00413545500684,0.5902355496396395,8.724336333144509,7.931213515637914,3.650900251433264,0.8473842480498777,0,36.34326324056425,8.080455238153256,1
0,0,-0.34235693547436324,0.5141527814809415,60.30031759524786,77.52339648406169,0,1,30.886058696780516,0.4371372419430841,19.97845260976155,9.02569296794465,1.4626556054062545,0,-0.4723889314249215,0,1,36.27454265573057,1,-5.736852379732465,0,0.22473261788846283,26.209015058533545,44.32666516474591,1.4864406737781277,79.25707936448684,0.5662013575230931,3.4377572655430093,5.919148726617623,16.73318241349303,34.3166095112263,0,31.786220218742244,0,1.8340204458419065,0.5224058962903922,0.925586886675827,-5.921383441028171,0,23.342653479732345,0,28.730989459323062,-0.7366445214246717,3.3706777951445472,39.854791008891766,0,0,0,1,1,76.27734533837382,0.6212842862476335,6.650793311873104,2.520331282637322,5.405274069722431,0.6401430170068596,0,2.173534131514918,10.249184620727814,1
0,1,-0.40405551786010946,0.6402416516588665,46.54527230212629,50.326296510205026,1,1,52.74462509575579,0.3313895090264471,60.869023260729826,22.136101541653737,3.1882016047125923,1,-0.6921492957440749,1,0,22.256788690089238,0,-1.893343310983198,0,0.4189153675687074,58.69347809986295,69.68706649845967,2.3920919927246946,35.928868540561986,0.1223596213781548,2.410682428247334,-1.0995348347608527,32.30737542198339,32.048347610764615,1,42.69846154235086,0,2.8081542167892066,-0.12822330257192874,0.4992706549194829,1.734111292409482,1,21.181976602759885,0,45.3600784948871,-0.2717001742598551,1.7002126226193885,27.516244213069985,0,1,1,1,1,47.27659670190676,0.18177414832879263,35.399031462633246,3.268328057065828,2.539866818371347,0.2209440030641014,1,22.544229601742444,9.464912341296888,1
1,2,0.7249983731133506,0.5879178823540695,44.880594484118134,38.62072883773091,2,0,61.48063801915053,0.30999042658341447,77.50052170390231,29.531177204327,5.198412539066156,1,-0.45906743969069563,1,0,27.788401829478666,0,1.0396008855791017,1,0.910968948946234,69.65185459534614,38.17708978503675,3.8350459709719584,23.024837337400143,-0.8243114891236787,-3.598122864935056,-6.1163890756944745,49.45787082839634,61.25753661636372,1,42.79920918641641,1,4.678891191433021,0.13032625655594948,0.3941196707906508,5.512063726710078,2,7.8561881854812405,1,56.32462989901546,0.7367773474395702,2.274307961525383,48.04154405067647,1,2,1,2,2,2.104996121272893,-0.6854963276723316,26.797320311851777,-3.46373268809078,1.517614695750122,0.5257217287929428,1,7.642418781835863,35.241183253194066,1
1,0,0.01030154700453656,0.8740904723627293,29.793775437606325,28.902011753871577,2,0,55.37936353477269,0.2904274208962009,74.14666910929607,30.293361139157398,3.395684602114126,1,-0.5631640862586466,1,0,25.33956013808602,0,7.043494728036144,1,0.6641459649779363,29.988480890293552,59.54225484044298,3.1842908617871744,27.697376129803054,0.32465151998288794,-2.4848528464067607,-1.865006914620567,67.9630212300104,27.962908356091255,1,88.73098242157738,1,1.6761073423262198,-0.4260702569004061,0.7244303785277764,4.348862015783608,1,29.274092595048163,1,57.04248815886237,0.20983846400853123,2.4793770039693066,73.54546692211638,0,0,1,0,3,64.83277673977157,0.26901661706523894,10.91046942394932,-3.983496472074175,2.4291867927971524,0.2079489268595648,1,16.472506867414257,37.25108120750992,1
1,0,0.09181568310502926,0.7945915551577558,37.380698643962454,10.839958404337041,3,0,64.76483489764777,0.30118047139216897,92.942558110776,37.01843602978378,8.042953386146177,1,-0.43891175015949685,1,0,27.644626806539048,0,7.615590737070118,1,0.631356949411565,49.328159634855524,36.02143151794843,4.755894482755552,7.879719318669948,-0.1505925374990805,-1.7518035827601022,-7.915305024363053,51.64779338678679,63.3539279850109,1,73.85843036002953,1,2.4047662997361314,-2.466052152871425,0.43743069096380094,8.189249455138324,0,29.201295830768025,1,66.32777860067353,0.23108108796730714,1.9111725191848925,76.67726030224496,0,1,1,1,1,59.230622859508884,-0.09567448600035469,21.02981487797328,1.4540032622799526,1.4097693466351708,0.25392539321265434,0,16.12288268152318,29.064322781679625,1
0,2,0.12476149754715754,0.31578016538816756,58.18012936872011,82.87485836726007,0,1,25.141309894543966,0.7861576545669056,21.097491473048585,6.957724348580479,1.4508028842970924,0,1.4866288464633202,1,2,67.49853941840749,1,-5.621757452261158,1,0.5695629907211801,60.548569255065026,36.92321338771791,1.771273771086857,87.69102276833863,-0.5068581196009153,4.55111485399228,4.912268391420611,38.32107063213077,72.8111738948975,1,29.478708799368793,0,3.582749983169451,0.8182524203847624,0.5502832901248362,-5.324209661473491,2,22.705935573448674,0,28.76051235975335,0.03553497502055744,9.135112085782936,32.268091028851295,1,1,0,0,0,15.575680091453602,-0.16805933404009568,27.461247515964185,-6.1321267123095105,3.747553509703576,0.15765242032734833,1,23.403844045115815,23.54563670188098,2
