S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y,X19,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
1,1,1.3017220245773569,0,1,0.7200976311548801,4.43291709223576,20.026597844126556,0,2,1,56.00131461599833,36.4415823348431,-0.7523187816219842,2.2302746760713656,55.38103497391272,69.09224612191728,0.4811781906550948,0,0.6484679372007833,0,0.07934063258697577,-2.4610618237150748,46.06767298526334,1,9.51412151401902,2.774369893792592,0,9.04796180192699,0.9104308859642418
0,0,-0.23280467156279108,1,2,0.2672374685630981,1.0516326632312876,79.18691103197489,0,0,0,37.01468396339371,73.64633490175365,-0.4356577499337678,2.009598527435819,21.37977085495107,4.3724512095692,-0.4956864764487372,1,0.2536392246880568,2,0.830881366674622,8.196552320687033,34.080653404135845,1,38.88570712308811,-4.954884911893934,0,39.52338141345163,0.5765685502000387
1,0,1.6122741956795332,0,0,0.8506232666068235,4.275835543011395,21.278409571768606,1,2,1,64.0133500761545,50.32747288139792,0.3770386293868612,1.1022558120632433,69.118735319167,38.34542295836651,1.1415375732361288,1,0.8523747087518828,0,0.7145926937873007,-1.5976578773493024,67.77384595237513,0,22.139748924495052,-4.195640620485392,0,8.626428032869216,0.5255928649169638
0,0,-2.055430633564776,1,2,0.3915772935159303,1.4802418362443293,79.32962164346924,0,1,1,45.025177694331255,29.644009400158346,-1.026397669442667,1.4949613691891124,25.706077128332332,9.526877722624288,-0.2982938524761992,1,0.2544210765356524,1,-0.006674308907457886,9.944254249867871,38.856324552283056,0,38.982053516648385,-3.8099903000194235,0,39.703808561900075,0.5301653952960428
1,0,0.5834199245902792,0,0,0.9529122380574238,5.733552731556619,18.45257813659291,0,2,1,67.32069108506198,29.130471149813335,-1.0819044709727244,0.8285414087669669,75.21835922455294,41.891909402762664,1.575420460016718,0,0.927130531683799,0,0.4869785894294631,7.056886860964546,34.832470678921865,4,13.543213676377569,-3.543426648197867,0,7.8092700349757145,0.18118171047022613
1,2,1.8661339037092204,0,0,0.9945935615676844,10.663573641564,20.40978022960836,0,2,1,69.58553496099782,25.816457538046876,-0.3953946426402506,0.554034731528443,78.81829612034052,62.6996490186389,2.222911559825836,0,0.9778387475354378,0,1.498407338644534,-5.512348608299794,69.320985792237,2,9.125963460602156,2.0636170008587644,1,8.138562156778807,0.48873768886200086
0,2,0.4826550204266845,1,2,0.3099021775016266,1.4845543009932225,74.68108560672525,0,0,0,38.55958542087846,24.39451187558132,-0.3893795259294615,2.392477920952653,21.787882313570886,23.573454720808652,-0.5216287654447539,1,0.2571313192928431,2,-0.44700150836803576,1.9245125857956396,44.055330549426884,0,37.61323280624407,-0.6572246451182089,0,37.605821863860086,0.5661141579903031
1,1,-0.20626121106018108,0,0,0.9999360734004435,26.982490781205236,16.910065177670962,0,2,1,69.9990605608798,25.23377265797009,-0.965560763912944,0.13820575875190244,79.99759406331408,42.121000815954304,4.054538571671284,0,0.9999631313701299,0,-1.1747587423134478,2.0873362776570694,69.999988406023,1,8.300127362767448,-0.17216059252223204,1,8.869753655614351,0.6428042028911801
1,0,-0.14572512716259345,0,1,0.34269700288289234,2.85483482722939,23.479708203705126,0,1,0,38.7293766325685,28.81458169271826,-0.3591895853669949,3.510165242366166,36.25404067160207,69.88785788939819,-0.1623523914062216,1,0.47401151897120924,2,-1.4168991260579906,-1.1767995771699127,53.165127115074284,1,22.304704490890988,-4.6748607055679,0,11.67450391625854,0.4884965861057912
0,0,0.7796976387413661,1,0,0.3109935069436505,1.7642756232223056,27.925325474118274,1,0,0,32.39039527975415,63.39535537886478,3.0000177466909315,4.543150473360788,20.991413551404218,54.9518322317799,-0.629109988086379,1,0.2551591724632388,1,0.49760513615662144,-5.592524248857252,48.32533000996192,2,21.103422752223278,-4.125551225738729,1,11.98888829524391,0.4977806133158613
0,1,0.25455281135984387,0,0,0.3060586357715307,2.194805118350198,28.348573058135887,1,0,0,25.429611854859356,46.013342028710326,0.8882743546223866,6.460111362330964,19.37557929056109,75.42045019716149,-0.7134527518603585,0,0.24582849714306848,1,-0.4626782418357677,-2.158012341337807,38.896953429421714,3,10.792102192916143,2.269564451579832,0,16.13206588700727,0.462064189036254
1,1,1.3169332965744285,0,1,0.3416711180563805,3.7486642306073787,21.123488738456977,0,1,0,40.21283935182802,12.125605218913183,-0.4227769798055923,3.4747226526394193,41.16109583147627,81.85795726292926,0.0021220585876709323,0,0.5245153469199118,0,-2.3829829562513307,5.427299527489154,26.115490205745893,2,11.518628058145664,0.4847311322494168,0,8.963859387355964,0.59641696160316
0,2,-2.2638300855466063,1,2,0.21633527285637144,0.6793244780805213,79.99435342869876,0,0,0,39.27283653784062,99.51828995487702,-0.8547038134075589,1.520830489521558,20.725663979142656,0.08703119402014847,-0.4945525856732193,1,0.2662142121662908,2,1.316900417543038,9.718295534643076,36.94688958325251,0,39.94429197207512,-3.610699937910855,0,39.99747370760685,0.4893585798705713
1,0,-0.5402383909266597,0,1,0.2998960877327871,2.441906990843622,21.55764904809108,1,1,1,42.281874006715995,29.93611061780095,-0.42204287026338266,3.005311084024261,39.21624008212722,54.90133283233939,-0.0735515435352678,1,0.5074307253613688,1,0.3617963799459829,-7.247349374539463,50.49965000009229,0,27.034373348654356,-2.250235336489368,1,11.173058528560462,0.46960567802935543
0,1,-0.43211101766514093,1,0,0.38962383801208034,1.7147223326119925,39.34247398479901,1,0,0,29.339923137029547,71.85860556343394,0.9958735830208345,5.437439823475712,21.085870503145834,52.14091613288,-0.6967836308278517,1,0.256773058982331,3,-0.16807453897141908,-5.9763455456199255,43.80280298612463,1,17.962791532038032,-4.945274156539083,1,20.909613824708252,0.5248731378686017
0,1,-0.22765156406783052,1,0,0.29120544167582996,3.116177730953421,28.904576639833735,0,0,0,28.510336665564825,40.82711160517435,-0.28783195355475116,5.7430679487841525,22.831262538238192,82.7515857861706,-0.6377774078175166,0,0.2990305920449219,1,-0.8537256370247767,5.583137635628681,46.36383252228427,0,8.499434494117924,5.62658643277771,1,15.545071304761837,0.4962256137161364
1,2,-0.3927959062918956,0,0,0.9044526320398764,7.468639946775255,18.186362874148656,0,2,1,65.07813727471245,44.87217526332334,-0.42511810859087584,1.2375426923028716,73.3171261133364,67.25574681026,1.3558055669115474,0,0.9176797608203333,0,1.9186214162424942,-5.748734079524524,53.38430698370013,1,5.715142964922622,7.8718270731975615,1,10.084651577025705,0.7589689164779382
0,2,0.4029488222201856,1,0,0.26151294342052445,1.7077652661069533,36.2076304679967,1,0,0,27.869630186237067,93.68031743470759,2.17601348014181,5.996880895862929,18.669762609526703,51.2408764321089,-0.7130910391954789,1,0.25517876077234103,3,1.394129847371079,-4.313542463170787,21.857260231941314,1,19.184220499053986,-3.510060964665776,0,19.78969884576593,0.4989734018032649
0,0,-0.6173958981827419,1,1,0.23226233720621753,1.9419226222933241,41.457998133657654,0,0,0,33.521924359419906,15.841723019167059,-0.6482049375622948,3.7354043920139164,23.65564774904184,62.30388176309497,-0.5257437823207353,1,0.30599400474253247,1,0.2818922033095337,-2.9502064705829767,57.92848815457529,0,26.473904988667584,-3.917270055022451,0,22.682370729331506,0.43481138475214576
1,1,-0.37617119387121517,0,0,0.8287558269794634,6.755147356248175,20.92243559927035,0,2,1,61.630985411326684,18.707212951566888,-0.6954766891349763,1.473139261869269,69.67689918092564,74.30637182969558,1.0811341550509723,0,0.8746668385745023,2,0.11823313091184807,0.08331609750816327,38.47120817386599,1,12.607243362327447,-3.0024084021324597,1,10.476027840279407,2.5077247340576925e-05
0,1,0.5238403075615584,0,0,0.39417334180308244,2.6635948152190903,17.264586862813793,1,1,1,36.73841306541828,31.017742772645274,-0.5744343736716939,3.9425970174558898,31.650900370182505,72.08311654588593,-0.28731746212099835,0,0.3989451300580229,1,0.9988382752202348,-1.8742084467178692,41.400857756649344,1,11.824090687652266,-3.79747432892432,0,8.704539043730275,0.633839197246521
0,2,-0.43281439605463595,0,0,0.4746392895006809,4.736642093634828,18.018277237917655,0,1,1,46.56642289239276,25.083733483484956,0.5179605667269208,2.9759013757940265,50.896833215120836,82.33282758718123,0.2898319269042404,0,0.6822578953679137,1,-0.11025070306357367,-2.188781938257325,18.21072319719753,1,9.412739917628949,1.415416080529809,1,9.75415271585872,0.05144750805343318
0,2,-0.05268449475470928,1,1,0.20618288751816588,0.9980170536456506,70.34619123700409,1,0,0,37.27244210647883,99.57111251067691,-0.490905733625519,2.8241221316597143,19.628956949609382,3.442637039939922,-0.5903298617419372,1,0.26656184306769215,2,0.5848098093555075,-8.207287974149857,32.57817807248259,2,37.63787559659839,-4.676737015993975,0,34.45200207875335,0.5416808220399233
0,1,0.35014212121861366,1,0,0.2799088715914253,2.133434341151703,28.126216406325995,1,0,0,29.514860556321768,33.44024092676609,-0.37139052555962704,5.601605731119655,21.36836313201927,73.70571762574754,-0.6958885889415193,0,0.2687567860502218,2,0.22352610065545434,4.011852780764524,42.51336888894488,3,16.45805353173754,-2.2990150286300164,1,15.614543414990793,0.5497145271039999
0,0,1.6245868283624831,1,0,0.4129808704295069,1.7121761851926236,35.19133225103033,1,0,0,27.696146521516916,90.80409716328836,3.81195262990261,6.054129603520848,21.061138866528374,49.460668980762165,-0.7061637197071854,0,0.25392690978114707,1,0.7548636461877493,-4.013340394301905,25.116086840453303,3,11.514596511087905,1.0117385280097864,0,14.83827795527172,0.4208134580904296
0,0,-0.3176673421140843,1,0,0.278411147644163,2.515149412024109,19.234442487835576,0,0,1,36.988499076315485,41.32278567015083,0.23652535256448168,3.7836855204648887,33.22787571623929,59.92991881853802,-0.2789767073782616,1,0.42747765958055034,2,-0.911472975034967,-3.523992322488998,39.22734839985084,0,21.496196014594894,-5.987796977928143,1,9.541886063493742,0.6294429667929482
1,2,0.038844318288165924,0,0,0.9407771423642306,7.304766051438129,22.438585038723453,0,2,1,54.1782592978628,36.86890259583802,1.394615768442186,2.7163738013157643,57.17625723613225,91.3320873855642,0.5485192352610879,0,0.6640204303563593,0,0.6632091795778641,-5.975440714800632,47.74038330431031,1,0.7632794500571416,9.999999429947096,1,10.301471210699942,0.5140166124232326
1,1,0.8783566959581355,0,1,0.4912137753298101,2.9226252992673687,23.572056340031796,1,1,1,46.491412520551066,19.43956324497745,-0.36362911482961496,2.7295450373060364,44.19346666151162,64.67349223753958,0.10419747795124817,0,0.5467071560387573,0,-0.07176649632807477,0.1743212554372242,31.032553444393578,0,15.256964288887557,-4.93092343821929,1,10.33888676939222,0.9379475848855712
1,1,0.37491979328649083,0,1,0.3009204022009462,1.5678811529311376,51.26171046309331,1,0,0,35.11035564648904,83.66426883269551,-0.32668085338784986,3.5825526185538625,20.670104742052622,31.390014508960746,-0.6050598655418029,1,0.25573796303751617,1,1.1372216605896697,-2.1376378266345863,61.92547742271231,1,27.934121830044887,-3.550471173086942,0,23.89225146074803,0.6033934700412451
1,2,0.5012966802965381,0,0,0.3424418899199083,2.5418193053408027,17.855838208924144,1,1,1,39.183198319635835,24.853789506075596,-0.804896822884097,4.055074371539789,30.2097360483885,78.3679503497306,-0.3611276664417492,0,0.3727479078353221,1,-0.6042799142916526,5.14518553856815,49.62163142733613,1,12.807122820445132,-4.950305641967814,1,8.684493051867081,0.44889053050341365
1,1,0.8842342044503272,0,0,0.9995529164887207,18.22576573299204,22.675035331670912,0,2,1,69.92705048268013,24.030803962337938,1.2418400946944443,0.3364803312302482,79.88170516623283,64.99770282335892,3.0134186914136123,0,0.9981862220611328,0,0.318255579976168,-0.6900293982845263,41.02181719462913,1,2.4375138582287126,9.979030308095297,1,9.424187705608754,0.9990657530314129
1,2,0.6019954133513721,0,0,0.6385398482029503,3.76519894467043,30.19112263636014,0,1,1,44.96041432357839,30.440334884176213,-0.435886830372268,3.133253294970168,41.18109265635213,80.11749059000974,0.028729916943387415,0,0.49463551932890953,0,0.24584859683390367,-4.6026623409770835,50.997572577409635,2,14.436716750860974,-3.523830297506376,0,18.082102199432093,4.166359917179285e-06
0,0,0.18169648771878621,1,2,0.25858177135193283,0.6516487719943264,79.95863248251084,0,0,0,45.74888134288376,98.8914065016504,0.29319987338774006,1.1657656904722173,19.324282242318294,0.03484030472339916,-0.44717098840620323,1,0.2602744146155924,3,-0.7700096950118207,1.533606263413997,40.782348589448254,4,39.977506868075345,-1.1676355085025225,0,39.96781845563079,0.4584184694676018
0,1,-0.7992761365169317,1,1,0.2145007442938024,1.0727717354028086,76.81247293935733,0,0,0,35.367900003618196,78.43028268350987,-0.5421851362044122,2.703229717814042,19.742641030946224,16.437815370165783,-0.5781695144480241,1,0.2565766094941794,1,0.1508636213830272,6.811135589030446,40.22146462224919,3,36.17127550257358,-3.8049224873168974,1,38.80363967474552,0.5751501818702272
0,0,-0.590337134805852,1,2,0.24476922740473045,0.8413231675581135,79.78676784789626,0,0,0,37.51319454236885,98.47989893307947,-0.6561000480812325,1.7646985364780132,19.749906023083238,0.43697558726600305,-0.5307649362862894,1,0.2568026845248505,2,0.6953998106249416,9.318603661419036,42.444272020798195,1,39.77345655314299,-4.1511758801842475,1,39.9016158412184,0.3937554402304345
0,1,-0.39312115901742417,1,2,0.39906936007611704,1.7179526947731207,69.92028521609443,0,0,0,33.980351890736735,42.13763859281153,-0.5855774327726024,3.053092826966275,19.628285232590525,40.10605447550798,-0.6186802854212042,1,0.2547031077593528,1,-1.0096706246637919,2.8858825583197323,58.901136464003024,2,33.25932362287634,-2.841830190593093,0,34.88940938150793,0.0043534247914310265
0,2,0.07980842392163658,0,1,0.3356147487156944,2.3586632413684843,18.42705017836099,1,1,1,45.183471867554644,28.5876762640403,-0.5494486771064688,2.9675330236906903,36.46022371491277,53.02361879039537,-0.12010938944959043,1,0.44000558502636994,0,0.5980663821682075,-5.007552790257468,21.816868634932234,0,17.905447675575928,-3.4619129119928953,1,8.621760133744115,0.44075612391413715
1,0,-0.583999263651823,0,0,0.6964120128459197,4.805807810551512,18.708268800039704,0,2,1,55.626147087692495,23.28356441313665,-0.6573389012679811,1.8748615725719022,63.42918477707964,72.40104597531969,0.7791739926111042,0,0.8175469333637182,0,-0.3736094766600427,-0.5436425968729619,66.80523837385765,0,15.590519715308444,-4.954453131286218,0,11.166602387923463,0.6394948609507622
1,0,-0.14593782059225333,0,0,0.8699967767671117,7.001625919569026,17.447001806988286,0,2,1,56.466796245463,21.832108198281457,-0.5248292036162218,2.036566545311277,63.796089877654474,85.57426848835348,0.8001868195366592,0,0.7999328930723528,0,0.4629751940437988,0.8943208684454174,42.60248164781106,0,4.742411090354583,9.500374784298948,0,9.141828474655991,0.5657832875168372
0,1,-1.7230855825472715,1,0,0.2054155777601126,2.368533407705021,22.548026495044788,0,0,0,27.556167011286895,22.622850755582203,-0.5192293420549511,6.688483180866377,20.052464961001142,88.12186447188787,-0.7029884121707561,0,0.2699082907553768,2,0.24454836600277322,-9.775148761838441,56.04838102912505,0,13.732746221019617,-3.6827154431733478,1,13.659076383173336,0.29434907281439776
1,0,0.17378457203640008,0,0,0.6736856796533712,2.6386224741632702,30.326651701749824,1,1,1,41.92003065528573,33.79531419363384,0.23817344766273113,3.131617442900816,35.706546610239144,63.55265793342306,-0.1286721087888302,0,0.4002859365998581,1,0.7201740077759727,5.990002678466631,47.037561812594724,2,14.507356379749336,-4.101218680909243,0,16.788694835710867,0.6088826726009775
0,0,0.4174153357389453,1,1,0.2287683168079072,2.576866449150955,26.986375855430246,0,1,0,38.52665733054802,47.06480594458834,-0.30484231371667325,3.4166406572846397,35.393063776638925,53.5696018931821,-0.2309371201924901,1,0.4822177579766207,2,-0.5238267748477098,-0.8075765081976289,36.67341079719372,1,24.57006498300913,-6.548342432557558,0,13.69785432604909,0.3902900298541977
0,0,-0.6203461298387343,1,0,0.1971081946557191,1.5077292857604123,46.81627097776072,1,0,0,34.94326308732257,78.15177208271078,-0.5809605006906784,3.408417605865131,22.132688617141852,24.97013893285574,-0.5573276896084142,1,0.26703631773632586,0,-0.16901334128431786,0.4658132193058897,42.70217974122126,2,30.711409529699125,-3.998102436162685,1,22.42200544426776,0.48875201676278573
0,0,-0.07030750578897674,1,1,0.23581749536335356,1.3479092351971758,58.881635913329475,1,0,0,38.486342924639175,80.08954000440924,-1.1510128439413785,2.720299237876058,22.40851507273696,14.94161889674892,-0.4924197585002918,1,0.2357499046034972,3,0.2971218473020702,5.095558671867778,18.000384558937757,1,33.35440645584444,-4.166904418684561,1,29.734669285909693,0.40559202371027103
0,0,0.20589794558483682,1,0,0.49241338306940796,5.298683829939527,20.305103416805686,0,1,1,42.97082381584948,24.670731194896444,0.49872495441953285,3.174514561514308,49.66064324373419,86.77643503388386,0.22597485704204412,0,0.6631615123748485,1,-1.727021773291949,-2.835985427484024,33.86297113976366,0,5.471019169650091,1.3834829686343006,1,11.517356236525401,0.5412249954739698
0,0,1.3524183361089805,0,0,0.36368887470196787,2.6843819347690556,15.901748215397632,1,1,1,37.39449607804319,18.397984667218527,-0.5375075394799272,4.147632912615205,31.530783277125906,79.77079311137727,-0.3594706437815395,0,0.3955645035241364,1,0.2450224491273022,-0.8935807016668953,35.27401962703013,1,11.26088889487775,-5.47328057572957,0,6.495111551981809,0.4304811826513625
0,1,-0.7806483589317073,1,2,0.25796284672591646,0.8331755158901337,79.40981671736155,1,0,0,41.62889254463414,98.64820417094222,-0.5582889513106317,1.5958371510490443,20.323440708225725,0.27014347970192865,-0.4744378185857197,1,0.2557013830842909,2,0.6076828999140468,6.304607786175588,43.95510175211491,1,39.74354052047326,-3.672159868205725,0,39.573095979244144,0.5314626475916968
1,0,0.6412242944059108,0,1,0.9567115643144334,6.582846062802707,17.990081347741388,1,2,1,68.37501862579458,15.609848007704574,0.5035057918538065,0.7490434698083192,76.7957938271738,51.546669457708326,1.768158019282495,0,0.9548809928186619,0,-0.07817242411960518,0.7601827466186606,69.9627609484936,1,18.809754208192857,-3.1811610119855054,0,9.316901954004422,0.476062958636007
1,1,0.03503382313423584,0,0,0.9664487442077158,7.741139462054531,25.18492577115987,0,2,1,67.27497674985699,33.00835922038137,1.7489301684796252,0.8940648342936445,75.06444340425283,55.73753790485958,1.5536917092691596,0,0.9240001102495533,0,-0.546646852260689,-9.51291791768747,63.859273712846246,3,6.703962742522149,8.258428288688833,1,13.49753175601288,0.923135504506114
1,2,-0.13042719088152183,0,0,0.5074704705012372,3.5923398854800466,17.656362182246667,1,1,1,46.996414893689966,34.79669194881764,-0.4557933793342014,2.9894894658582114,44.78229476654462,73.76856617968576,0.13027028684304884,0,0.5719911976448202,1,-0.40363371339516935,2.496748815627125,52.499788386138555,1,13.824181236728974,-3.5378628243015564,1,9.650710792496739,0.556923955540578
1,0,-0.9835959512729827,0,0,0.9999974048395972,29.552334614253343,23.486601056916623,0,2,1,69.99940247744996,35.161176052408,-0.6771050723282136,0.1353352832366127,79.99823768873253,38.89351239075351,4.174439140833498,0,0.9999645288356271,0,0.49801523412324405,6.9253565544987055,55.87840572550144,1,2.650587104943396,9.974028071969961,0,15.805038769642344,0.9999961760918845
0,1,-0.22592202949690102,0,0,0.4231418663497276,2.3431472627988983,18.628236078212424,1,0,0,27.912932091014888,20.953397190661384,2.449548646785316,7.15164189990075,19.200302486289964,88.96491409432919,-0.7093679413711508,0,0.25623872793090263,3,1.507036837025761,1.8285961744306007,45.500664871884005,2,6.960650173371754,8.990567390059947,1,9.904649435897424,0.5593370990606253
1,0,-0.6750079411226084,0,1,0.5926831152475102,5.0435965138710905,20.206668281948097,0,2,1,57.05672904818766,31.410681853544325,-0.4145729018207375,1.6550779334479473,64.88647820283403,58.267056713706744,0.8480891595339588,1,0.8577866293782552,0,-0.6025980391029918,3.8703953643264732,46.493636770150246,0,20.53105492520709,-3.1907621381525297,1,10.632219228540896,0.4901069813357378
0,2,-0.3217945138428202,0,0,0.541902705838757,3.123481944154271,22.6396633232816,1,1,1,47.20679065922316,32.55570770667577,0.7654064574788972,2.8497416418480266,41.127304635468505,65.19431320907925,0.02314195022556981,0,0.4824707261489281,0,1.791941997805773,-2.009275924268713,29.91070310182485,1,10.15013117694144,1.07348072091167,1,13.35564541931718,0.4953187751557971
0,2,1.4776522306083097,0,1,0.33676279605091497,2.075834814116389,50.89742840671829,0,0,0,27.813002756953985,47.671389029258314,0.17617035680488732,5.70534124589577,20.482589784791102,69.82662448248107,-0.7169274917937527,0,0.23966143047517924,2,0.007630737068060442,-2.0581838735408358,30.835960093690744,3,14.497325664746041,-3.437649411047145,0,23.821399609275037,0.5603541149594434
1,1,4.2155767740608,0,0,0.5797618890912456,3.3975488679965165,21.097045054137396,1,1,1,45.58941127207102,24.427333369773347,0.06475777374960622,2.9517832657870477,44.7786446713291,73.21676021592616,0.11006934709780987,0,0.5518495267960788,0,-0.042849029964632655,-1.5296694950633274,40.725555760030026,1,9.451370067233968,3.771081707458638,1,6.162200257608776,0.4693168809027138
0,2,0.30552817072568234,0,0,0.5059203978824073,3.558348146002689,20.455536251656095,0,1,1,32.22364750062822,27.343921582634188,-0.584517732343914,5.618357365507037,25.187062570522865,89.76672924417053,-0.5556869900015791,0,0.2814433923268258,0,0.47766620613152944,-8.604320384697617,30.746209765598536,1,2.04231956138325,9.99448496193311,0,9.558247953333503,0.6964455294841945
0,1,0.4304324044520232,1,1,0.297496266290956,1.798891962290633,36.47464393547298,1,0,0,31.634718330150527,62.44606412101845,0.6237843927558706,4.669470467875026,20.892869188788666,50.18011627081687,-0.6667124108561133,1,0.25500537112080396,2,-0.31694241669113216,-5.582796248769224,31.284057524709702,1,21.28047118911194,-3.7836949548742593,1,17.498897941157438,0.6117945334215014
0,2,2.289160943819058,1,1,0.3941278411856328,1.3146714895926035,56.4703115813454,1,0,0,31.970711588931312,91.82551573166442,4.247448245628122,4.221510810549928,20.01093454312997,19.21088504403482,-0.6813966103267393,1,0.25647752385229305,0,1.3941365847465619,-6.062419435281762,62.32311573507809,2,25.66565010137417,-4.892010696072094,1,24.452054376005133,0.4661298383054212
1,2,-0.16133203928941348,0,1,0.9899641570241662,9.80230085032692,30.09727686884942,0,2,1,69.09658747557712,22.409657843109045,-0.27237343959378774,0.6526703918944898,77.87127498444714,74.0469089634682,1.987595324977069,0,0.9676600336657996,0,1.4249178437341283,-4.881271261855633,32.22756885198075,0,4.39211294006445,9.80691005854949,0,17.308572463520903,0.9999961760918845
0,0,0.11790014186461237,1,0,0.5906732804281207,3.883818921362458,24.344109521157957,0,1,1,45.72520758374731,39.46087792420577,-0.2873352309942882,2.727654313343423,47.494402645549734,65.0751107125221,0.21257113808750325,0,0.6015855473746036,0,0.9837368782847726,-1.3127805498929384,59.9457341081021,0,12.767594187213199,-3.845790847087547,1,10.570662837805035,0.3599179465724438
1,1,1.475317997474149,1,1,0.30463427446423164,2.631366932775952,22.916721610921513,0,1,0,36.200765318017446,31.887819222623765,0.39430454285343014,4.048544104575691,29.499852183110043,70.79737214868616,-0.3671305572358308,1,0.38599077679979893,2,0.9932451614586574,-0.36219274179658534,38.20108044121719,0,22.314704561258118,-3.7357686243285144,1,7.545353738526979,0.06109270541099421
0,2,-0.726870354012527,1,0,0.2639921341877871,2.070513042631507,19.194915635003248,1,0,0,28.432874327379732,44.61358162382538,1.3402050705520936,6.638847163559754,20.535751200477925,72.89903030108808,-0.7124410344306227,0,0.2619006157518377,2,1.0562904141188736,1.5011236865468724,47.47931801172045,1,12.57906114454078,-1.2460423630958672,1,10.987053560143767,0.5455158949472199
0,0,-0.685811143309499,1,2,0.21582099698674068,1.1634869622274209,74.27559748231744,0,0,1,43.4063262543847,81.61039469180466,-0.9640748161922758,1.8892078369405692,24.005188124979462,2.9814128276226426,-0.4097464351053345,1,0.2615938951819925,3,-1.4390939201432082,0.8600140638424385,47.946716156542614,0,39.12399715615086,-2.030337985134377,1,37.09321233716919,0.2212960387841616
