S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y,X13,X14,X15,X16,X17,X18,X19
0,1,-0.9117413005504776,1,0,44.23581851077357,0.6833473013676143,38.017038481104336,10.447000676135483,5.1651542568626105,2,2,0,-0.7198112791252747,32.247488532218604,42.7591257166783,1.4529787125680917,0.5851761142783951,57.219762899971336,0
0,1,0.6595047014685927,1,0,26.462600492588717,0.44831646268255726,42.631536934532605,13.970168529794513,-2.9180941786922006,1,1,0,-0.6586998192024522,33.619476231929845,69.64014816345602,1.576987545933185,0.41381689221803664,36.525344779646915,0
1,0,-1.034295883550003,0,0,84.28586666886524,0.3530618173382165,61.337408247640596,31.865563411218115,-1.608960428424421,1,1,1,0.7972438219430515,21.093055359055786,36.645220462245675,3.5943154038338085,0.19965406208289754,27.95978261734774,0
0,0,-0.3351934155909487,0,1,47.84116822843355,0.17519886286950276,41.43646303068866,15.784309952106572,-0.5426315731939386,1,1,0,-0.6990654240678021,21.506504586907607,39.73272211104661,1.505450656130406,0.23993382405223296,34.281832788619155,1
0,1,0.26079867371773785,1,1,36.493805552850965,0.2441323459170459,43.009697073849416,11.477789234573839,7.004467621843357,2,2,0,-0.7540101171116612,29.63484910650906,49.84643933161194,1.4404173054407505,0.2970459814414991,54.53524303011082,0
1,0,0.33951921684836567,0,0,65.9652792981523,0.8020743882359485,60.44104945070867,25.20217428120298,-2.840850384061979,1,1,1,-0.05305478362084321,56.03220984504258,49.57389629394843,3.361376265202288,0.22147837683816884,29.873819687805124,0
1,1,0.3036032847514596,0,1,56.73955790786663,0.18108226727644605,47.91965170012989,19.97012586671003,-1.1109493267526442,1,2,0,-0.9940646970234167,19.29199996856754,49.277454114613015,1.4592497822382628,0.4701984882638728,31.896796045485146,0
1,1,0.16519613887036724,0,0,99.52173253906571,0.9999788268390936,69.86078305985012,39.85916592825083,-8.936837513295034,0,0,1,3.9975289173826054,20.485845363814104,2.6310183975686074,54.598150033144236,0.23177823422529437,31.9691676311335,1
0,1,0.6591260584266232,1,1,30.93068192240787,0.3836123985699775,42.58798172030167,11.91509153979501,0.43296286897211367,2,2,0,-0.6982591602838197,13.675802313064231,63.66753403802902,1.4951014814005086,0.2566966698002671,45.092919309980545,0
1,1,-3.3933063543644235,0,0,90.3066646033821,0.335205679216226,55.28893722567821,33.496211152005195,4.563597339626924,0,0,1,1.6005970439188868,27.724414967885565,6.917645260855534,4.290905680351008,0.29177033465049906,35.548494926023494,1
1,2,-0.8997731509973135,0,0,68.17496359166948,0.6968104474227037,52.730554779876265,29.760366936903804,-8.236146952038691,0,0,1,0.18212688040945071,17.733797578373327,22.379522483317484,3.328048921215853,0.25737151105116707,29.27836256320983,1
0,0,-0.9807701805162421,1,1,17.31582216447538,0.3245320153925717,27.181852716385112,1.8441135546452192,9.74202294815601,2,3,0,-0.6803146029574307,73.28602562952608,28.55363203463917,1.605358426617137,0.9110836167774199,69.92542080315964,0
1,0,-1.0470325868960095,0,0,83.56728332124834,0.310722335160622,55.88635317463029,31.415350650344696,1.1619584688579927,0,0,1,0.9989853494613429,9.351923110898802,21.319310694795412,3.7511054260054792,0.27144784853739357,32.71272093222864,1
0,2,-0.005641401259685866,1,1,8.858701889631071,0.24919339008327446,22.229003493471797,2.7102505243108888,6.733499570628055,1,3,0,-0.6952775592982446,76.32216584618284,24.340354102052927,1.7120244154287392,0.9792547130887959,68.88252666442733,0
0,0,-0.7290514073774758,1,1,20.76593015249343,0.2659649931717498,30.871184658172417,6.759862346949619,7.407733071243001,2,2,0,-0.6908581367253601,70.93599490994245,33.522469747809744,1.6235826481069193,0.9198376549346947,64.1353958844108,0
0,1,0.9267323120673365,0,1,14.123914328052006,0.30295187211595376,28.594003981657163,7.152771266320843,2.8384015685980017,1,2,0,-0.6996585981635942,68.40347416438621,40.68128493813898,1.5084754377741736,0.8405115139890181,58.736910222144445,0
1,1,0.3735291684412453,1,1,46.4211319144331,0.18553946200510363,38.425051170616314,19.7584230778499,-1.1819256020015416,0,1,0,-0.6501259743193945,27.981580619146893,58.70491127021481,1.6286047367711423,0.26095495056060636,31.112400238432173,1
1,0,-0.9366944876002109,0,0,85.17490545291932,0.5377840548808112,55.12147499323735,32.92727171032642,0.9986325531777567,0,0,1,0.9488999556188167,17.678671812645636,20.291840688741118,4.348628773106364,0.25479337016585285,36.66050288643425,1
0,2,-0.3292559347114354,1,1,11.04463750415382,0.3885365304577955,33.14293126634229,3.619407915543771,1.175274391307802,2,3,0,-0.6814656888568863,40.17396529683806,44.00629595586689,1.7537526890731754,0.615276807871094,64.78455642862014,0
1,0,1.0908757865027288,1,0,73.76709558154162,0.8206150440172026,42.927006339623034,32.016789724371144,-5.32488826518139,0,0,1,0.8554773751946435,19.066761700821075,39.374877712677836,6.057212911538582,0.2633819608595142,29.204173598953574,1
0,2,0.1830728181528904,0,0,43.2576082627718,0.3367934756082763,42.99507646752862,20.10806221932768,-5.63011140130583,0,0,0,-0.7030609427916549,19.342541339835076,32.115198176997154,1.8502909590853158,0.36364561347596724,32.539302417757824,1
1,0,0.599643773599291,1,0,84.47208019171003,0.9046422892344446,60.04929665388984,33.751353366924775,-6.6887723030058766,0,0,1,0.7012285860910961,22.8875904886807,9.431642031327323,5.994565356164293,0.3688400069671477,43.970855929831465,1
0,1,1.1806911024755746,0,1,5.8386605155551665,0.7522232166824483,20.747798644544126,6.777191465404617,-0.6412079165120428,0,1,0,-0.6865077392543731,74.76994856660522,18.194677720695257,1.8302041263870061,0.942821461547314,58.08967586198305,1
0,1,0.08950922440590448,0,1,37.92728905008777,0.4185245537502892,42.61280582701218,15.858001099690648,1.3587696635705022,0,1,0,-0.6836000081740323,45.746533317103804,32.25787669457015,1.740963281395298,0.5625239903660254,34.546404650610924,0
0,2,-0.06426441658633672,1,1,4.211703126148242,0.2434165659421647,23.221880429193657,1.6843630424738576,3.0097552692554803,2,3,0,-0.6477189855119787,70.7704616090038,50.16032984168467,1.5962021141905154,0.9388676134348639,67.36069738439525,0
0,2,-2.0628095987208415,0,1,19.534503566739048,0.24536142934395944,25.79573662725521,6.987687043061872,0.3920111439943934,1,1,0,-0.7380131795695888,55.20862760119796,11.070963598152721,1.4930699798403277,0.803381125667271,58.15905138506221,1
1,0,-3.0877291230185926,1,0,99.21072580768558,0.7658428510926165,68.89993867010028,38.839490566829,-4.275386258624242,1,0,1,3.1017488545541965,21.701044401597358,2.229273767559161,13.715806884817141,0.2789045736909033,29.28530609442056,1
0,1,1.0349535215448447,1,1,5.4913330979469155,0.4597712788329118,29.678886833634586,2.405265136294419,4.804699870896831,2,3,0,-0.6858983059752609,66.73766459609352,74.19839804938671,1.4927892050959124,0.9061169639042355,67.31247509725824,0
0,0,-0.8773776950908067,1,1,62.76457333004778,0.267710982545177,41.79288317626313,18.1888533233984,5.273909162608035,1,2,0,-0.7620337681563882,19.40860797597781,23.364232756629608,1.73497822227364,0.31448597816873736,41.935671548674094,0
1,0,-1.8018967027022414,0,0,91.05530523318379,0.33433318714408805,67.99638035807544,33.37168804088642,6.0747514941459855,1,0,1,1.0854643309610101,20.408452315255865,24.79071120463638,3.8508381559497993,0.23228456403947179,27.490822649945237,1
0,0,-2.758057277999773,1,1,85.17520422641351,0.13880533675719647,65.04800415936313,20.329831408428355,9.559104727645263,2,3,1,-0.11249106743961716,20.619922029838456,2.0379433763197197,1.6233510748037085,0.24698399903833845,56.579216737995,0
0,1,0.2427055168561798,0,1,7.872784750724293,0.3016371568326623,32.04760247269609,3.718823627195036,-0.8533220953988838,2,3,0,-0.6964696564024979,41.30071380953731,61.1014070932325,1.5886628119889057,0.6362290422309574,61.14495536084082,0
1,1,0.19429261722219782,1,0,58.083269106351466,0.6571392671829076,54.27987256924604,24.47373010339983,-5.2027629298172435,0,1,1,-0.06586810943702316,18.715458150172772,63.401152391435275,2.856669954920008,0.2369558615218868,28.932393167256045,1
0,0,0.9120731167429176,1,0,66.88883155594138,0.6568156881133899,59.31486255521322,26.613270877689956,-6.761210570104483,1,1,1,-0.4687992356672883,20.932092474709286,57.472118803861775,2.805883790891237,0.24053210408957548,27.604350168687205,0
0,0,-1.0178310799777102,0,0,64.58570645440437,0.26977934016762295,49.827752239879544,21.805282021384784,3.8896399026532578,1,1,1,-0.11579691791301022,19.57195474378363,41.0410090711467,1.8791561932579424,0.20810588599963248,31.914093526373243,1
1,0,-0.30683806411445336,0,0,98.52985947045367,0.9919530860392987,69.68273757287938,39.018935929471716,-3.7472483575509283,1,0,1,2.9053134427063005,20.31848508589082,18.94439291622088,22.849099694477623,0.31772726340965396,35.83370917635125,0
0,0,0.5480722216380165,1,1,41.61026256128687,0.31462224173180764,48.191871896642894,7.595855983492941,7.00128662608703,2,3,0,-0.803080540866181,38.30199534425503,71.14512882819685,1.5616261235696698,0.5805080210432565,63.003920351154036,0
1,2,0.5458043609042526,0,0,34.27538789582969,0.7353459200309279,35.263881402873054,25.4474889865325,-8.483721989465664,0,0,1,-0.42342269290694523,21.98399419880257,48.26252224261722,2.7393784671898813,0.2841976753342499,29.311612839752726,1
0,0,-0.7399645003685574,1,0,37.77101480792552,0.2589043429635844,47.45835037867786,9.388024800863766,5.605527787053292,2,2,0,-0.697948743565943,36.69561487087163,56.544755063838906,1.572794501847528,0.759538720972367,59.66878900015984,0
1,0,0.664813916320939,0,0,84.01903160018318,0.890825972455389,67.3104635452274,36.502477857870446,-1.8036962770194158,0,0,1,1.5670507442860782,6.457806420525518,69.4070502800912,9.842780599951203,0.2689144409412678,28.676159373364825,1
1,2,0.1742825399892149,0,1,17.26604854117587,0.37383785606146885,22.615196756654747,9.164432670914383,-3.970604019147247,0,0,0,-0.4602788502919697,58.193486091510785,41.99506690149346,1.586247802095712,0.5769714828785881,53.56790348412809,1
1,1,-0.3700062975036343,0,0,80.14584368809051,0.7054034912842568,55.638978931230405,35.386574617353894,-5.846983074096125,0,0,1,1.419566283231021,21.158532663130877,35.7941616268246,6.456440050565493,0.2152076829320827,30.35145468126988,1
1,0,0.638581035316126,1,1,42.35690723028167,0.1318605763359097,35.00808603032061,19.99331251509876,3.4423937646719196,0,1,0,-0.6116395827437764,56.99996967194505,38.850396082102236,1.521499004187953,0.43463059403560544,32.14879562235336,1
1,1,0.27327085663496314,0,0,56.01165562009272,0.6695135436117668,45.435019415457035,27.65692256897185,-1.3637588998443722,0,0,1,0.04209808275217636,22.135545463694058,30.08410312900687,3.1186968813413145,0.3319191161784186,32.35511394790316,1
1,2,-0.9061590277614422,0,0,88.98638120769198,0.5165894857816992,62.6903635258045,34.262496941121434,-4.818720964126458,0,0,1,0.9932279251428388,20.455808541944872,38.05735087262005,4.340835523168918,0.2769234372274202,35.88538635277541,1
0,0,-0.7258822333672317,0,1,48.221867900745366,0.2813388756822939,45.89050686041008,11.693015396039046,8.285096857573148,2,2,0,-0.6843733268627253,49.73122989433385,35.57991677484211,1.5239462392572272,0.7089716602421822,63.49879421054344,0
1,0,0.4827905485937882,1,0,82.08392295376945,0.9117963165008061,62.8133566788727,31.865688114252887,-0.23412466623615558,0,1,1,0.9974843782091147,22.719204306415826,25.751493245755874,6.83934544359616,0.30053359030824034,29.04095203646076,0
1,0,-1.5238708854152299,0,1,86.08222093422397,0.2564468271888086,53.78557606844696,30.126262150922884,8.836285646594057,1,1,1,0.7601925172481956,23.900528993496685,5.340096794233129,2.9138351898398556,0.28145042431064804,40.414302474256125,0
1,0,0.12494025203722564,1,1,60.05732574607319,0.3526022286552882,39.567671703435245,24.253778266022138,0.2102855577265892,0,0,1,-0.03378829749572208,23.395946617587708,32.2466413185124,2.499850639248794,0.2635447649223648,29.852877872372794,1
1,1,-0.31344202702105034,0,0,61.362625835237,0.6377425404875403,53.41943560895627,22.500357702157785,-5.386354180683489,1,1,1,-0.26074979484784117,21.248396861036966,31.53851507572527,2.4487374809999247,0.21911609123549963,28.674103850189812,0
1,1,-1.5244572255421955,1,0,86.92901858711588,0.4682952883986181,64.46991628772372,32.51324741600055,-5.37475495429949,1,0,1,1.3399753268560397,34.32842424801999,30.12470594538901,4.776400995287193,0.2121661148747993,31.719089054772397,0
0,2,0.15793694467092365,1,1,12.883219143838076,0.15641200646023085,30.271972342560503,9.591348085761561,4.513169793613061,1,1,0,-0.7048557349392102,70.35638416613938,61.65899135788027,1.537522230035067,0.9321154521873244,53.481966138886705,0
1,2,0.12985923884215447,0,0,52.72840465685562,0.2841276774217428,31.603494237632532,22.958514380175473,-3.42391700224681,0,0,0,-0.8143215324474432,17.360157611189607,52.87774411432882,1.6885288290191691,0.28263930188422337,31.00381346466346,1
0,0,-0.11222538939500674,0,1,29.504278709550647,0.33311254081059044,41.57113399143573,7.581638773179755,8.108025719470803,2,2,0,-0.7070454946726744,57.445409101343536,25.07611563377317,1.4670459562214622,0.7591778615917792,63.8900523198898,0
0,1,1.8479502516609398,1,1,0.4482545676320504,0.23078978786196613,20.505263946343685,0.2582996712759078,6.265573260790255,2,3,0,-0.7442060678481431,79.46992399390204,64.99566092809063,1.6541292600164763,0.9975392740585282,69.9439119945747,0
0,0,0.5588356172120843,1,0,52.41396796054916,0.7097554646300263,53.228837666368754,21.15986798327881,-1.9325726909752898,1,1,1,-0.6884991190908802,22.756146482686283,69.9215105187892,2.186092381709873,0.3497389109478008,27.804041874624353,0
0,0,0.7555162708199494,1,1,52.04954038195918,0.47033545934632215,53.71813603845883,10.373615011015552,9.574487485366127,2,3,0,-0.7117152612116404,44.20844453144497,39.341226817247744,1.735340357423033,0.5142285632130769,66.76538746016148,0
1,2,0.27860395091389006,0,0,96.32994633926593,0.99854171816501,68.13056706458863,39.54013860230356,-9.980865733224455,0,0,1,2.6824179191915944,19.968122418548756,38.702180576779874,28.546395666461894,0.2745291371540805,33.73084778104903,1
1,2,-1.4019069263726012,0,0,72.42758585652899,0.23868801505012777,49.02705767024027,25.805639754048315,-4.2340560185948775,0,0,1,-0.3492016631861084,20.640586525189452,42.40866966064133,1.698502812856125,0.28251750462620934,34.385580803072436,1
0,2,-0.6091494980259188,1,1,17.879480922888447,0.4230292786230585,33.28379451399785,4.2732832811783545,-2.273312624676871,2,3,0,-0.6207534726029812,13.918289132325722,42.767682314458575,1.647619105797979,0.29906798037842225,58.508325918006356,0
0,2,-0.4142141002171446,1,1,38.34607594111811,0.20595134008960264,34.2360192953297,11.667762997335181,3.0763923386584437,1,2,0,-0.6522222264426754,46.14201930027008,43.19551667307511,1.5708130372931943,0.5149220861685042,49.230478379272455,0
0,0,0.7015063750874801,0,1,76.84306556124642,0.7597934299833885,60.37972185414952,29.365681614410548,1.8873776997698144,1,1,1,0.18629507672015147,19.735249486468906,20.050765226430215,3.9491792098628387,0.2596491598696598,31.518615892468908,0
1,0,0.7259756328920824,0,0,74.38632120016624,0.698801758701761,53.0304585892216,32.364497655627616,-7.0358195551645695,0,0,1,0.6461341381641429,20.419467676363325,53.698217087966825,5.159687891687342,0.2977797237880013,30.679775931985453,1
1,2,-0.2617420699319251,0,1,39.208148518840645,0.5138364363764384,34.49234269826094,16.37370368935858,-3.1994994599035698,0,0,0,-0.6956491203687798,30.749748466306105,19.33536184906041,1.6460428867332169,0.26195837421900114,31.109417894256058,1
1,0,-0.6128165710698885,1,0,89.31049796268114,0.820101075570567,59.89932928139031,35.062700977042475,-3.4725759502966973,0,0,1,1.0974491564950426,21.76105605275491,18.52841047087359,6.15257335926397,0.21929042690901546,34.17084197299584,1
0,1,0.6679652797784706,0,1,23.2862218162074,0.398202839373911,35.53202878113622,11.057791366446015,-1.6537489919330035,1,2,0,-0.6734448042556079,29.183941778190807,44.41611348455892,1.667107595882451,0.3820595152774296,42.689330729942554,0
0,0,-0.8642497000287528,1,1,11.648247842154824,0.2517113246393822,23.38981187472368,3.852484986938083,7.820946304171191,2,2,0,-0.6733708208674645,73.06530959452263,12.13189534638104,1.661301243412144,0.9199464171356213,68.25447097346188,0
1,0,0.895268465403045,0,0,61.137923050715905,0.47671611625021193,53.78715254493227,27.806239385866416,-4.1433735068041075,0,0,1,-0.18589073333133205,20.389851947922768,66.13679550315113,2.8736106768531156,0.24249768526491255,33.314922828781604,1
1,2,0.1725617662751508,1,0,85.92477948389912,0.8761199064309715,61.285253545695426,36.66679604965102,-8.494732398939451,0,0,1,1.371981501233034,24.57192627641311,14.659353741633705,7.672460018364141,0.21181439552375564,27.40375961567053,1
1,1,0.9540043110339191,0,0,50.40644750754781,0.7162466766782971,52.15867466233527,25.370981509353765,-5.688524899037008,0,1,1,0.07148923481268411,25.742959565921826,74.34091608824198,3.565641061695889,0.4793142855189262,31.141825907062024,0
1,0,0.2004456608392042,0,0,65.5804042928232,0.7001790417625486,58.43019016162547,26.18192898682958,-7.366716670409597,1,1,1,0.03014720855001619,23.47210937309611,54.3427125888742,3.173578671606121,0.24722101518804518,32.388680816945595,0
0,1,-0.5579748034374667,0,1,34.90787844657689,0.2912888955979508,41.987433845499694,8.260375084109503,7.233479524391601,2,3,0,-0.7039229745167993,14.478078908646136,40.24656730997063,1.6420385600310115,0.20632197600841012,61.9157655732417,0
1,0,-0.13986288810663391,1,0,51.52489548948276,0.018595658115359237,35.11656394191252,23.670121000281195,-1.23066960871917,0,0,0,-0.6636819702485561,34.431459365522436,76.86797438419119,1.5815370002913078,0.40248057819635386,28.649300804893727,1
1,0,-1.248233049356388,1,1,53.16083645556454,0.23003814471962214,34.515643089498994,18.39579105875227,6.195006520689994,1,1,1,-0.25097569216354415,31.092104569248455,5.262968815899232,1.6067898480803,0.28704037460982085,45.77951933628857,1
1,0,-0.11121087713291544,0,0,57.78843684880588,0.5119868897948051,52.982065273581185,25.232288616283864,-4.2403049053317226,0,0,1,-0.5613674280827854,15.985092625541256,54.11408640159409,2.3085067048961276,0.28108433613561434,33.39712754858725,1
1,0,-1.0532464614519361,0,0,69.57281910844755,0.3944050728293091,58.436527771006425,27.00278589738534,0.882975224233796,1,0,1,0.017680007019401055,22.05957968833806,48.13991339920996,2.4215990648557546,0.24542625680519686,32.68825394543147,1
1,1,2.9939946402895314,0,1,8.845086619129061,0.15647785668836306,21.29627872724806,11.907136808842305,-5.852526310499215,0,0,0,-0.6472830538489963,69.2237573962839,79.91713189822578,1.8455954233882412,0.8649674168300903,28.71316322078323,1
1,2,-0.0007041649622517062,0,0,59.89525802061605,0.6645367515857183,59.341402834245166,26.060398981213446,-9.447247797204684,0,0,1,-0.4623083047918368,20.199660250181594,70.20825517527517,2.2928260666001687,0.32076100500303917,29.5505110500498,1
1,2,1.9854926919275442,1,1,22.817344927354817,0.5514239300975204,27.92743335309296,20.23216810168085,-9.011311105494833,0,0,0,-0.6910034375741179,23.310724395373413,75.60509541564495,2.1408655912498644,0.3284172228736032,28.294847745661485,1
1,1,0.8872479113498314,1,1,43.310805521970096,0.4897459957478859,35.01112980205518,19.87060397787126,-2.713332823223908,0,1,0,-0.7524750028884671,27.930514846248727,47.10310946588397,1.9421047943659795,0.31764154516818477,29.666998045547473,1
1,0,0.47272910417583597,1,0,75.3355960131934,0.34153904261425094,50.87393154612617,30.780331669454153,-4.386735307198567,0,0,1,0.2280298320009309,19.248674493693695,57.89819940364967,3.3627237002462245,0.22363214690310457,33.92867618396393,0
1,0,-2.5888858522968494,0,0,94.63565081604426,0.5022194368554463,67.77875415702223,32.70610726959646,3.9080222844069787,2,1,1,1.404212215734926,23.769147997855285,6.416586067296408,4.290743400439868,0.32598637830788585,30.49038871554253,0
1,1,-0.7170226125289528,0,0,57.35856291526292,0.37688876218157075,46.00128490643556,20.934242073178247,-3.7847994644766247,0,1,1,-0.42171686214633425,20.781055365759528,75.76580949053046,1.9748466556152817,0.24714059340375988,32.35777061467612,1
1,0,0.0029406002295287587,0,0,90.42550801655847,0.9302339252366707,66.30973270509651,35.7547168611955,-8.630360486718743,1,0,1,1.538739982324316,19.78058058024509,40.91086058811926,9.66041828737718,0.2551784472337978,28.755792330439924,0
0,0,-0.8624826226697667,1,1,69.66109144747695,0.4602838517400464,52.16385419913032,18.853331871462515,7.422080220390114,2,2,1,0.12212450312568698,6.854016490537491,6.781082830437506,2.259439296885235,0.29010477165314175,45.36314707070619,0
0,0,0.41152618993112383,0,0,55.677679935417586,0.25437138932972747,54.19396017075998,20.74784523184902,1.733374075435366,1,1,0,-0.38553547780145453,23.293955552143526,70.18743461947899,1.898953636309008,0.2901045866769446,37.19556098467651,1
1,0,-1.4338708999727616,1,0,98.09434049982654,0.8741381211070234,69.15664575032983,38.684622949663876,-5.037142695023331,0,0,1,2.306153377972768,25.355173362734593,0.13039626681442762,11.551777015376425,0.24842350059670743,29.83018672863753,1
0,2,0.24314511489848836,0,1,26.045174839144515,0.18195715325445067,25.99786165430379,8.855134614637967,5.789304430855328,0,1,0,-0.6937903517952795,71.2173862484017,29.57925078345284,1.59949965778791,0.7993426769864242,54.88061253571843,1
1,0,-1.146558350834115,0,0,85.34348715521509,0.8483023868097405,58.665771011955776,32.149109385700896,-8.220270102912172,0,0,1,0.8670655350969723,13.643389918726703,13.392547132333243,4.853850898186834,0.2344266578053305,32.50247803947017,1
1,0,-0.4897726150148142,0,0,59.689917249766,0.35884032498787105,44.36198310233786,23.184650124016464,0.6869787307929407,0,0,1,-0.1910189175131266,20.52325709027894,33.80807704674573,2.1666625895260974,0.20159454626030832,29.325421835691575,1
0,1,1.0012165049206676,0,1,22.620122612586623,0.17254910002059543,33.71561321226164,14.420695916132498,-2.5684565095410994,0,1,0,-0.7130631454942801,41.42298743220412,67.57538043721809,1.644586570233329,0.5505583826060118,33.76731530433342,1
0,1,1.0367223598120174,1,0,65.66885967869361,0.9254419874042383,61.46858550971628,28.197089250727206,-6.754997586253422,1,1,1,0.19088601213134299,22.957384956280123,30.18364264507378,4.225781220469221,0.31560300602747804,35.45650401682982,0
0,1,-2.1852061416288038,0,1,45.871869933757395,0.4444870506970565,29.700321971212006,10.031155424764506,7.768947007993706,1,2,1,-0.3146427236303028,33.22707696871281,1.2890536955221998,1.5560457246539614,0.2700399861102537,56.94092998771532,0
0,1,0.6674510331106913,1,0,33.41113888504883,0.5793431156211073,48.16736364655506,12.969736504828514,4.814253961337512,1,1,0,-0.7024539829549542,47.6706250743571,62.42718472741005,1.9135870863054658,0.7496153693096111,50.160520180257805,0
0,0,0.8598366609610812,1,1,15.841297923486414,0.31448623812474213,31.056415663985106,5.366198187180604,3.6532119543511303,1,2,0,-0.6693277147212164,66.93934131025703,64.61757653770145,1.5875179865067857,0.847143199116134,62.81784620410123,0
0,2,-1.1811196145087377,0,1,48.241168543087035,0.1768984925233852,33.686008212199965,13.680082669449337,0.3643178003463632,1,1,0,-0.6657963364124034,20.590514389927776,20.334264119145953,1.6185312855298462,0.32176867343956084,36.91532577773545,1
0,2,0.6982318708257449,1,1,0.08756842674277898,0.6483385917454084,18.14889730367129,0.2040803897845711,6.198314704010507,1,3,0,-0.6942482725965585,79.99385276436354,20.309627119539748,1.6480670114682234,0.9998894655272367,69.94675884125431,0
1,1,0.6891921381080973,1,0,77.4800268380238,0.9695238905728392,65.29189913513905,31.044001066552607,-3.850747483088326,0,0,1,0.3696056496410103,21.94865789289441,48.073128690537665,6.113947104248662,0.2721363877251889,34.82197074005376,0
1,0,0.07729107586133177,1,0,58.96105995631079,0.49799259349457137,55.42356577328566,25.633331229944677,-0.8718832651590382,1,1,1,-0.10582389709356942,20.00650950564314,54.448782465285284,2.6235484407688614,0.24679129776680625,28.35717229277638,0
1,0,1.5231938365527935,0,0,71.38361743619579,0.9590362812554818,57.733741548735246,32.7084788579223,-8.18496243405369,0,0,1,0.6095310421471466,18.736122206756633,67.44119193387588,6.671495129129483,0.2942536964933481,36.71552855916143,1
0,1,-0.47809109036072994,1,1,11.350950370425972,0.37465299999719814,24.491780907155146,3.559115453956967,1.8533605314179376,1,2,0,-0.6876507062010293,72.27686069849474,26.211676777139424,1.5407034916093776,0.9206812646032055,64.95970283579473,0
0,2,1.2179281345498223,0,0,16.09403557728948,0.48590625752170424,29.77161762567942,12.084114063982607,-7.1699824831419665,0,1,0,-0.6794715526099202,21.851054549447795,64.97555919082922,1.6640068573650484,0.27183312523167497,40.516561468442966,0
0,0,0.8129816215557808,1,1,0.7410824847698505,0.26918345983113035,20.5773386368243,0.390160850736716,8.091460599746977,2,3,0,-0.4159222580580395,79.43098654398442,42.433215778332745,1.5845162249939384,0.8795206558587481,69.93499789798427,0
