S0,S1,S2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y,X19
0,2,0.3709519192197597,0,9.995230784976975,52.67165097984879,63.52119101195164,0,0.3042123604164466,1,1,2.404009762128535,3.1783873327234247,-0.08740729127030163,0,29.04378907177393,26.034283389853922,0.30701081491834037,0,52.732357061943894
0,1,0.17130234613374817,1,-3.76896136372868,30.328293791800743,15.067784943937617,1,-0.7578413420984785,0,0,2.4501590742236887,21.139424286713297,0.10261694651388784,1,79.476192886745,18.480297002905516,0.7504585904683754,0,59.89320096594276
1,0,0.09154629612513412,1,5.337751629771024,68.79748483464522,73.0770576629403,0,-1.1413939492158502,1,1,2.912732847899238,1.7985113008823772,-1.3181895817813336,0,27.497589864704587,15.974915404436159,0.2919932758162498,1,24.6260410215478
1,0,0.4037901578678586,0,5.229113198121155,65.59679888211193,76.71725216346249,0,1.7181147432191566,1,1,2.7889407304410985,19.74851950644749,0.24620700459102055,0,20.488833256336527,9.930851831904555,0.24478454311423847,1,30.2513410990555
1,1,0.2667550353317713,1,9.962576808222874,69.81936758826261,78.85772681553337,0,-0.04769129091919499,1,1,5.591791301269544,4.600275607873286,-1.7443208800643504,0,25.88588399111476,26.90591998020836,0.25375876829765676,1,22.966537342046465
0,1,0.014690544246269931,0,-1.6599159693450503,27.532829470386368,19.79333716045293,1,-1.4813007069379278,0,0,2.6823474596769663,13.27453052331624,-0.23120917011174685,2,56.788334036619794,14.433708656614685,0.6426549902412964,0,50.3042815661102
0,0,0.1796312661672803,1,-2.6334594368484554,43.549792807126174,21.253346579364013,0,-0.9490135944364575,0,1,15.45305409239518,9.591918765723088,-1.5686908966795603,0,87.32251893908621,39.99018945647582,0.6544861224187125,1,30.485629693060694
1,1,0.3232396996436843,0,2.0501978975640345,38.993623059217306,45.51003008889003,0,0.6687511414983782,1,1,1.7860880099077052,15.44422657610867,0.6812925243801111,1,23.447962078432035,9.233467571212117,0.2435474028901195,0,37.42608232549692
1,0,-0.15129773835396057,0,6.9026560257586596,65.92541849053347,75.47415729659681,0,0.30785807719059116,1,1,1.043702395121462,8.361897382390149,0.451156898212,0,27.220121703429413,18.369202518716982,0.24885233093673453,1,45.09513948426715
1,0,-0.051821987009730154,0,1.9950417643832061,52.00572116572101,45.237858889351344,0,-1.1321450900466203,1,1,2.5141899423041996,7.517188662126022,-0.3408174606840213,0,24.2468685709014,22.38451424145685,0.2279874554119769,1,28.859412852518837
0,0,0.8291995665459135,0,-5.863466638836574,22.981683840636638,8.820394491263205,1,-0.6093652435871405,0,0,1.706266288236469,29.436936036232794,0.484151823267847,1,89.24487402894819,29.404575023896065,0.8954931798133354,0,67.27582038857786
1,2,-4.513514790188759,0,2.5470888283919795,40.31652466204975,56.95488137556576,0,1.446524166785943,1,1,2.8360203218017057,21.677128802291232,0.6620095124161319,1,20.55813121913409,17.452081196668665,0.28058403393312104,1,33.02732520102086
0,0,-0.33985445756025545,0,0.73607385060388,40.46227369429646,33.13645099546995,0,-0.42921444777846396,0,1,10.760372771927232,5.4202228475059,-1.1794840704886203,0,83.82922221169098,39.62210691860008,0.5978838955426362,1,39.80022553096986
1,0,1.0647353587819066,0,-3.403717470044568,54.25639060852643,56.11880658027354,0,-0.49113483877661757,1,1,2.844943396593004,6.649044693362571,-0.24860768602538086,0,51.84244522701022,8.76775988232636,0.26799898994835963,1,42.28138175978096
1,2,-0.020176903362665876,0,-1.8704469610686676,34.208896921521145,22.39257817826765,0,-0.24008594823552648,0,1,1.3765355534229082,19.118185426100563,0.743280892329804,3,23.820320890278936,11.039153122614586,0.3720125184161833,0,41.19523296012666
0,0,-0.10662788889012051,1,-3.4883478219208417,46.42662208581447,24.758703739206975,0,-0.5170880102730466,0,1,3.9352956264688417,22.58571150431554,-0.6344817065638982,0,81.74177741722471,37.62311787217695,0.6655405713530661,1,47.446821767545124
1,1,0.21655172446493176,1,3.633100707627328,39.92833062309235,43.15292841206636,1,-0.5222520814678846,1,0,2.537818477574848,9.973379191735141,0.21124253810353943,1,39.7555172996325,21.860432340989767,0.32638051897062126,1,45.98018405916537
1,2,-0.07606338153619552,1,-6.156328840673643,28.684833402224754,19.617787267606236,2,-0.6805192151742515,1,0,1.741982431622259,28.11517083151282,0.604239805114161,3,61.37033156649687,18.957763683855234,0.7548852780611921,0,59.282066429454765
1,0,-0.028316511518876434,1,0.8602948355640088,64.93043156995049,66.97756895865895,0,-0.7202052473342063,1,1,2.307283159395918,9.36497676745136,-0.691460911696229,0,23.390142746784804,13.809408014495617,0.29906631126134087,1,29.13510557567274
0,1,-0.13293594415839768,0,-5.918270644469153,35.428919138970485,36.021910893025286,0,-0.08818830551198487,0,1,10.182983557754893,15.10692732442384,-0.7322249872848453,0,35.587369444944436,30.39167109981152,0.2969052128572052,1,21.448995061029137
0,1,-0.7242723670823505,0,-1.0944817994638818,29.838238240595572,19.905514902662066,1,-0.33386048245146976,0,0,1.2545921799254744,33.649587859828145,0.6820640926886228,3,27.844374416689423,12.128574813625473,0.4859397077913343,0,42.34643077664343
0,0,0.07454287853360805,1,-7.401886738282624,34.70910831851306,33.82006042630523,1,0.09778497592307736,0,0,1.7958804618380497,19.47524969424296,0.2726476587584724,1,36.10086725681676,15.017324208618948,0.38526235684147087,0,42.27378574528223
1,1,-0.1852319145725143,0,6.791569830786848,55.57499284496155,68.8529202678585,0,0.7983601664083612,1,1,2.358074277614745,11.022932430477175,0.6728072265990143,0,19.549213207283184,12.25301163437263,0.2261697975315763,1,31.846338238315113
0,0,0.07149331033735795,1,-1.8271234602272841,69.68961720832627,55.531169158211696,1,-0.6497179736275767,0,1,50.25664800729992,8.606175820784438,-3.7678572799777172,0,99.32206882944344,39.99999974560219,0.7539659749052201,1,27.458334524438094
0,1,-0.34170282401280033,1,-5.247018924505956,34.484732070417664,20.50782133814816,1,-0.6653556362831469,0,0,1.5410703186207286,21.357123949468296,-0.01219547797562583,1,46.64485495894754,17.45676070077294,0.620885467156,0,47.719190712540154
0,0,0.014835213571741642,1,-1.2419344873464482,31.266752890514194,23.967409005651596,0,-0.32467770774678045,0,1,5.701034976896947,8.560388228331473,-0.5112315342233503,0,47.375115941433556,39.33603765212294,0.4118765715973438,0,30.68871382875922
1,1,1.1954297434269716,0,7.52790815403128,53.488973182287296,72.89958264708078,1,-0.6292901191606641,1,1,2.124797637422116,8.804626716143101,0.06918955114726653,1,24.787826023073688,13.511452445909239,0.3601034466859851,1,50.75764353475287
1,1,0.2423438141758922,0,4.6062137775754035,22.314618346548617,69.73019341962421,0,3.559928704703965,1,0,1.869625744887398,25.697473351242934,2.447359686954974,2,28.23581290221985,16.369348533942045,0.22340050546602458,1,64.7080462625004
1,1,-0.22379648486023881,1,3.460261115190386,59.24212149874727,62.82919498829916,0,-0.2938098528114655,1,1,2.1317390809695365,1.5447606955130833,-0.23347609826474042,0,18.291181633287547,13.275583918362628,0.22833741043696276,1,29.28672493312952
1,0,0.4186856833711509,0,4.2639897713644075,51.265684775449635,60.600926608709656,0,1.2609853432683127,1,1,1.4572489375987945,22.9823435265449,1.0408707900313736,0,26.07166486103376,14.093529237246791,0.21746038909937188,1,39.899008592930144
0,1,-4.326361278829713,0,-1.123093938328159,35.06288812846237,35.23901919783593,1,-0.6803333745505286,1,1,4.730150671974704,11.336323904893423,-0.6705698202787412,1,22.20643467601865,18.227216893570873,0.21573770713611762,0,26.90324259320144
1,0,1.213421444379758,0,6.15900459187597,55.849961746132344,75.33472870756809,1,1.1616725400975962,1,1,1.7994079149295272,8.428179863566873,0.36474006422052685,0,24.114490532030764,19.072672527300597,0.25823904475448045,1,47.05141779058907
0,0,0.6087880175716376,1,-5.860853779076953,69.8145603743654,49.781443859610555,1,-1.0875732934552258,0,1,18.06063470623369,19.42094006877245,-3.0440965607630663,0,99.41990921571377,39.99597079976058,0.7690100991972724,1,37.94021099468974
1,2,-0.19848969496977353,0,5.643063684629354,34.125249895531006,59.10515262515248,1,0.4975100325820171,1,0,2.24129005355181,7.448121731127819,0.7593160850507995,2,26.566525130748186,4.407540792942177,0.21849667181023424,0,46.83966699758976
0,1,0.15873360067670667,1,-9.90730882581926,27.216825026146104,8.978748535691494,2,-0.7096354951181638,0,0,1.916544621828116,36.483548636816494,0.3920039703650428,2,98.1683730791519,12.219984340772303,0.9888244907816255,0,69.22482780001383
0,0,-0.27883513855442815,1,-2.732916858597515,57.44689751557895,38.06592940138173,2,-0.805072801250025,0,0,1.8836627129113537,24.996771770807197,-0.3404825702479803,0,73.53761372327473,26.148305872790445,0.6407484513125836,1,50.958349055027554
0,1,0.0529276512090126,0,-3.288533799130329,20.553907898418238,15.41128054474601,1,-0.6120742873438563,1,0,2.026821117241351,15.698259930643584,0.8753205042255064,3,56.5507572967293,16.13056835959721,0.7172339850581756,0,62.083392222051586
1,1,0.9410806089032274,0,-6.395714748619049,42.69810490111226,37.99535302596521,0,-0.3931076573537203,0,0,1.323921574400888,18.109041803247937,0.3791675557781852,1,25.92532940015113,13.682599461063152,0.2530621072111902,0,34.623341637319896
0,1,-0.15730162381456225,0,-3.3308882538634252,22.844544457907478,5.831551373199919,1,-1.581128424432274,1,0,2.2081946571257385,23.811398007832288,0.3076016814345328,2,77.43334048671733,7.145070669541664,0.8174605079411583,0,64.44396321881999
0,0,0.08225580830644372,1,-0.27710473634729027,59.85935175267569,27.74558439440367,1,-0.7413032641324135,0,1,14.55244254225748,17.682414342167405,-2.033790222963698,0,82.96465580338194,39.74004219245421,0.6258156950122368,1,26.274560262341623
0,2,-0.40999925184265607,0,-2.6697858451161736,27.713764391359838,21.23721968235193,1,-0.26528516894672016,0,0,2.3326395327758025,24.035122823369043,0.5811219650157097,2,63.36449244822362,18.506261431821674,0.6377503267202074,0,55.03702561737065
1,2,-0.2597077544086233,1,-1.7209093419124741,41.58134108668382,61.68328122673419,1,0.10028931152019538,1,1,2.6366807521646733,15.836090881166827,0.1955761425008979,1,15.973045570941718,21.10027197280129,0.2200144751258371,0,36.79136858234424
0,1,0.007413272942037068,0,-6.465586927182577,23.446279051474924,16.81078530357377,0,1.1448044755992537,0,1,12.50006076878052,24.594151624532394,-0.11673772930484856,0,51.205041224537574,32.986273067619464,0.4246924615839084,0,27.800449170037158
0,0,0.835359898843767,0,0.4216552137231169,39.18438496656021,24.056310261164317,0,-0.8435384408895761,0,1,7.603856623330015,3.731505054310398,-1.215863372598103,0,36.01994097974395,39.51121942103002,0.243382127075584,0,25.062715328427846
0,1,-0.8434129641709341,1,-2.767776682422028,42.11532080399759,50.422246787582196,0,-0.4342861909620417,1,1,1.681632802278764,9.961736121267117,0.21003729564943502,1,23.212413412955822,19.25733898921627,0.22867868257155066,0,37.729351785002365
1,2,0.10600107962560996,0,-3.2045707197665907,39.925365500489406,47.09402917387452,0,1.3298926050905773,1,1,5.974028428058559,7.41719833397434,-0.031455163080046575,0,32.53247307808251,12.766922717948766,0.25339295254484795,1,26.34398571957356
0,1,0.1400389793706705,1,3.1448406622484946,36.54507699412562,15.73683808835607,2,-0.27423324835609203,1,0,2.2406082347832412,29.63268091726183,0.1674328410107655,1,55.3588116789306,5.952039317923585,0.6156962313323879,0,48.330020123673016
0,1,-0.2894610524767472,0,-0.19140277509194625,26.125116855327942,37.88028525637004,0,0.7588144118284779,1,1,3.230803605866978,6.97504735988802,0.5406721002948323,1,22.898199542821708,9.33664662174059,0.23275024988836995,0,32.05562945666275
1,1,-0.2455737995625842,0,8.0967201842601,47.0352670345321,76.24390549150331,1,1.2812877536194829,1,0,2.0746435289911243,20.883949106248565,0.8891720210842343,1,19.43463867623494,13.07156063947228,0.2670804545126559,1,46.77436539319769
0,0,-0.17929536645402563,1,-3.729082003669313,33.492881489963715,9.479487806716671,2,-0.5374380635006881,0,0,1.443327152863044,37.7985183018712,0.12219829665934294,2,93.21523361679884,10.398188662633174,0.9730411795329978,0,67.96681416759934
1,1,0.8227620065345813,1,-5.938955727867905,36.4280846883434,19.771836109237743,0,-0.5501376280074649,0,0,3.9642819796267035,23.526889285848284,-0.21826462272785513,0,79.45422397724542,38.55788141225591,0.8278290374155316,0,43.8473313140458
1,2,0.1437027175222746,0,-9.947127278098382,36.95005843001566,36.91990297958516,0,0.19858563534081963,0,0,2.449334050930108,21.574649308980476,0.6044641321660185,1,50.66551882446835,10.016306423174122,0.2843979340824223,1,52.27771737011049
0,0,-3.318325427183213,1,-0.7704719397642492,33.74584008377368,9.933434151034334,2,-0.29325696014471037,0,0,2.474980531765415,34.8470147513662,-0.0492375721490826,1,82.51096055692591,7.590998501840689,0.8717531952502879,0,61.768472883908665
1,0,0.14661858443006365,1,5.97078786299036,67.97613476009467,70.3132155110732,0,-0.8371923300836563,1,1,3.642289015220738,8.846351014422247,-1.0162620387562018,0,30.493931829395926,11.667315120245682,0.24918956743691562,1,26.258101365577446
0,2,0.09304426503248464,1,-1.4292994499214302,32.47297984051796,1.618621010655228,2,-0.27504856774768277,0,0,2.091047053885026,39.93470004530319,0.2896092552635255,3,95.89428920109368,6.724123918023814,0.9992870519099653,0,68.36208033588449
1,0,-1.7979621513274497,0,1.0215446232105343,58.36013634628868,65.36806453309204,0,0.5234854169993504,1,1,2.7594679700348284,7.210067306821286,0.04643575537598352,0,24.23383574078549,18.49861255926315,0.24060983992813495,1,30.72328981928188
0,0,-0.6993119710633968,0,-9.572939263414844,29.580783421278877,6.970785081220945,1,-0.6414346329118088,0,0,1.5243449316903193,31.95817397058744,0.4210375350560353,1,93.0545749011925,16.43606924428449,0.9493902896081791,0,68.44319141258325
0,1,0.6869723644363064,1,-0.5865487275565737,29.979861360635184,12.62923403593434,2,-0.2631015168328192,0,0,1.832931608544524,28.85768161108427,0.7207234540675913,2,41.497024191639866,12.462933778120306,0.6362682075993344,0,43.91335692723432
1,0,0.2914048419068859,0,-7.640898795995619,44.867452368776284,49.891831075989,0,-0.20680110764959783,0,0,3.8264029194312195,11.438271512229381,-0.2718626783782771,0,83.32865254576977,30.296226612857822,0.5807192496685697,1,49.69478416027706
1,2,-0.29784150698584244,1,5.299976906165927,25.149259547402693,26.30845776621056,0,0.4554406347207384,1,1,1.96688358219341,14.810006625166011,0.9276769051112546,2,24.963134952692663,11.27052723252496,0.39079203727430206,0,40.630335994960646
1,0,0.2737621390240025,0,5.8540411974401465,68.63261172455607,78.01139404838266,0,1.043612435844494,1,1,3.360861736759528,7.763792134324281,-0.6587561734521736,0,24.583866206009457,21.930156067148236,0.23494631575360786,1,26.550990494945914
0,0,-0.11000483203427142,1,-0.201174904829438,55.6380970396873,31.021990914717108,1,-0.6789652040550279,0,1,5.005148656801184,16.89374634959307,-1.0980512627230499,0,65.66402614024574,32.21141030392194,0.4995441740323597,1,33.25517015779566
0,1,-0.3003336933993769,1,9.980791948165653,69.90337669904079,69.91821015426673,1,-0.8291255963920285,1,1,9.43155691276125,7.605569491198223,-2.7471967997107374,0,23.41965177368474,6.751556582454706,0.36502064637036413,1,20.33361253549786
1,1,-0.2062279191630048,0,9.990178410709582,62.42767226505178,78.61666367147832,1,0.8606678555483575,1,1,2.5126233247010576,10.438359297434134,-0.01594157466509185,0,26.01575940059494,19.222019869122757,0.262336167667976,1,54.141234174543456
0,1,0.04208230961999609,1,-2.8979904728700747,25.39992514659028,4.030791181062012,2,-0.24638716253135576,1,0,2.952021615187698,38.43036428303681,0.19285690330101646,2,97.37430835844225,5.531047215395002,0.981758758664844,0,69.04289199508638
0,2,-0.02275148553023274,1,-1.0207908537987382,31.488158466594612,11.29099435035223,2,-0.6567771270620889,0,0,1.6372329523234723,27.380158305828132,0.34945149088093735,3,13.878477645990367,17.22679137778096,0.35429194730470237,0,33.242992207806
0,0,-0.9839428929755284,0,-2.464835033374298,27.14172028151112,25.883296381389084,0,-0.5388376221446343,0,1,9.014948186714745,9.816510578291073,-0.8053882116856046,0,53.23605893002921,32.12131294466169,0.2893690884584476,1,32.921770139324856
0,0,0.12113370779177637,1,0.539075797261459,62.086175952465396,52.603459660401356,0,-0.7247385409444688,0,1,5.259885045888451,6.748680085797281,-1.1663067487038974,0,70.34985709850947,35.496621423547694,0.4580195888548399,1,30.858678018359225
0,2,-0.2167453607487045,0,-1.4815909076295526,28.840979905147957,14.48599104081901,1,-0.7128278074350972,0,1,7.601464148116626,13.251664798174986,-0.6209040027799936,1,45.34613681362813,34.62331574100075,0.4784851383112078,0,31.06452711771675
1,0,-0.12631218021976992,1,4.696972113742257,68.87501861009972,75.17224501278383,0,0.38526371584865876,1,1,11.879770194799828,7.459356423378473,-1.9041357777869148,0,50.144723432512826,18.710852076219563,0.28704540966517134,1,19.570139115763677
0,1,0.07519077464381328,0,0.9291989488312424,35.474508711338544,15.762121628775287,2,-0.3376836829211015,0,0,2.2121451668064096,30.80236926443881,-0.09593097328574059,1,76.00936205030118,10.831170590675608,0.798409879512403,0,56.232458040278374
0,2,-3.257726224050894,1,-2.687630286600027,40.7426517944031,11.400285066763484,2,-0.5854029108627736,0,0,2.5434369265571286,34.660346573920094,-0.278610908657228,2,82.4701436305881,16.867254793376244,0.9243784569644931,0,57.294141882407175
0,0,-0.08173250778919787,1,-0.6589426078494203,49.56063675885026,2.45827369230176,2,-0.6091658600624634,0,0,2.275531124931527,39.99904219368687,-0.5445421304521076,2,99.84625970209365,20.581710655942853,0.9993243457152183,0,69.70694413820277
0,1,-0.11978840373533131,1,4.4193729397737425,59.016464563039534,40.69582281508417,1,-0.2626289923479244,0,1,4.749515979504491,8.227976289939276,-0.8894048572677808,0,21.63313116641643,10.219879815940196,0.23824923788422875,1,21.149268983190737
0,1,-0.07757708588933726,0,3.8310855641119232,31.202395579450638,30.024232958176608,0,-0.6876051185838121,1,0,1.499885113030966,8.015967932523644,0.31796609706201423,1,23.832088320157624,12.078977742671956,0.23845656836509238,0,43.8930241509111
1,0,0.1661761850411357,1,-0.15267219708358226,48.61249514912333,71.8466776865593,0,1.0852902222796865,1,1,1.9676014144588978,13.064982787692408,0.6760657654671456,1,24.53066389955091,13.90670324576498,0.28138562424281466,1,39.61759988515462
1,2,0.009807887411359047,0,3.518048665663148,42.853993827109065,57.50168147346406,0,1.163613694516951,1,1,2.7741173567734876,17.351126628763925,0.26484392458490713,0,22.259933889353224,9.085192093731415,0.2316093718211486,1,33.16117609084867
0,1,0.68940932628872,0,-1.184296942663135,30.735481405762478,38.95338890641278,0,0.7857427809596915,1,1,2.1271220192535796,16.937593600665465,0.5305325450722163,1,20.906296662852792,14.169107563995599,0.29115745647388713,0,37.294265491785325
1,0,-0.08616526966337956,0,6.943512018937497,68.75227161134862,79.42570482024149,0,1.2766175298730487,1,1,2.074095965431566,6.411151660143335,0.058357633321022846,0,22.825424914105845,8.16658406543497,0.21882942521308751,1,38.63637999981562
1,0,-0.2021196657833941,0,0.36872074061449567,34.53302015907431,55.968304133744,0,1.0654804176914303,1,0,1.5700356769272166,17.443881633035502,0.8695807690773754,1,30.102720262286965,20.255093164130194,0.28496127429451307,0,53.51716801910395
0,0,-0.18998554277036683,1,-3.2522903209354483,32.39043743190736,7.949566931455934,2,-0.6064764772181597,0,0,4.450993724466912,38.14353914514093,-0.5530875435258883,1,99.05611988734677,16.049192727321365,0.9903340289166032,0,68.34590681421385
0,2,-0.24138877141875992,1,-1.7980483894366213,33.98341411407515,11.395648645993916,2,-1.0967533153100537,1,0,2.499500187021308,38.87047716407842,-0.14001642931980354,2,99.07829807319541,10.906721649059428,0.993074573005328,0,69.60432988744651
1,0,0.1304458104791517,0,3.998109477054827,28.18719898120858,71.22577950608486,0,2.4058205023714865,1,0,1.4355063523513045,10.161833717927784,1.7955526155378683,1,23.145863666804527,11.606827992969148,0.2000623594895493,1,60.47028348134795
0,1,-0.14387013861640185,0,-1.6490126913537733,54.76251748280611,20.956734442286546,0,-0.3107940219356859,0,1,20.675736808256318,25.606151328466943,-1.9909321118070749,0,88.17521394943658,38.865748182516946,0.5309131165193482,1,29.435247072343323
0,0,-1.55052906887002,0,-2.911780871011641,32.16402967737948,20.174464966785006,1,-0.04558161344632381,1,0,2.2354125189188068,31.692586519188033,0.4879271414363566,1,95.4228943279274,6.6835279376149614,0.9368735768264957,0,69.06706866436053
1,0,0.008592396966841135,0,0.22592902648223756,22.29681600628859,27.263604672896527,1,-0.1036429580463298,1,0,3.1902125411179965,12.822136829909667,0.5136522618678708,1,79.46489044255121,15.734263056021776,0.6978161681350912,0,65.67353643070852
0,0,0.04211146910343251,1,5.453965303286164,68.02380128881032,35.879714208414384,2,-3.300864979720851,1,1,1.373960178736762,7.2634191136002375,-1.7352193266360219,0,62.69182780332656,10.766397634301539,0.47254100055849746,1,44.77504932794844
1,2,4.490126478349058,0,9.99916360853831,56.174413350215765,78.24718495700284,0,2.234102285225258,1,1,1.4609826333753269,8.296300345762953,1.1281245899777586,1,22.410555785668073,14.045093844156696,0.2425841946189688,0,62.242663723925936
1,1,-0.004382326167597439,0,2.263962537128716,47.38481669493346,71.64795156964371,1,0.4011989212224046,1,0,1.8838606827051272,5.450696492076772,0.3165628831328125,1,20.6498791450611,11.057280542478765,0.25335188942063974,1,43.192300136403404
1,0,0.03659792036006547,1,1.2394127612820185,68.84391026526065,59.577058608390026,0,-0.48975584149433743,0,1,10.071462024880965,15.82577386777067,-1.990202321292844,0,64.28838152426157,30.854849140203697,0.21596439862787103,1,21.313574141432426
0,1,0.14078324548036658,1,-8.292219661231616,30.961835586311224,9.22105138710899,2,-0.2929825987793965,0,0,1.1702695354593002,38.675848119926414,0.6838329000629791,3,71.06901102907439,16.694205936063177,0.8793357151272028,0,62.36552325260712
0,0,0.06825698951262629,1,-2.0684261334220473,31.621880608776003,25.7717115055938,1,-0.5845967242483634,0,0,2.1617748380755772,7.44423769960878,0.25068315337381675,1,51.002458588331145,29.72534644406652,0.5712597722082964,0,45.856091261686785
0,1,0.020882527993846683,1,-1.165185519897836,30.34488951399036,10.689478242136005,2,-0.6767055068591958,1,0,2.3779112678382175,29.955388032691506,-0.20066909951775433,2,27.74285377900767,16.74559578832805,0.3828391153372156,0,38.645395314754005
1,2,0.6073290384956249,0,6.49020724874628,37.035003077022516,75.2521003540207,0,2.9543504185106753,1,0,2.437630103049112,22.606076984357554,1.8819969461684296,1,12.469986984037574,14.952525454794783,0.2100336800676546,1,44.444801402968736
0,0,-0.325177364468113,1,-3.4307470104575692,49.20496570658222,21.544701913362147,1,-0.7022599424497534,0,1,2.1863366151032286,22.653954345186666,-0.4046503336377635,0,85.07942056827355,29.915875040506847,0.7120017690027898,1,57.19848872481092
0,0,-0.2781562443970106,1,-3.52585141603329,53.28781989922386,17.220206978111023,1,-0.5520599529851229,0,1,2.8990275620532953,32.07764120566415,-0.6881759118922778,1,62.24911078835995,21.685026360328532,0.5232161646320138,0,39.18560562677025
1,1,0.5267250916108306,0,-1.7962159465389131,29.070366398302042,34.42702065070797,0,0.34153138065821576,0,0,2.4512284234495083,14.800103720195592,0.6783250633354487,1,40.678586209028865,18.217988707629427,0.3176760448644844,1,42.91684220744047
1,0,0.0590738128635109,0,-4.239585423018372,32.201175214539916,41.82931638575616,1,-0.23989950506907856,1,0,1.787977516847154,7.965407148257013,0.7773775324520318,1,25.030357570702787,3.3452267838835126,0.2681467364327361,1,41.51983731603708
