S0,S1,S2,X3,Y,X5,X6,X7,X8,X9,U0,U1,U2,U3,U4
1,0,-0.37491257566003927,0,0,0.9322572352637339,64.64200549502492,6.092735981352684,2,27.946951514691737,1,2.3620191978168625,35.27555156710473,0,-1.179222057163344
1,0,-1.4394461619780785,0,1,0.32403995392090845,66.166841300182,22.554853304231337,2,99.99993001328427,1,1.3562558967518523,8.926979453827169,1,0.17013019772860372
0,2,-0.4910445268511001,1,0,0.7987560147135782,35.31027818428865,42.83191136088976,0,64.09071936286313,0,4.433220137289613,31.045297870711053,0,-0.7242798340091405
1,2,1.227478267095958,1,1,0.3697587514596259,57.273596240671395,36.84263884599553,1,41.54257591880723,1,1.1280729241980545,10.649217426340499,1,0.5326797212158815
0,2,-0.6718697490628007,1,0,0.721318446569574,31.654952192092704,58.20735951691134,1,51.82553954855831,0,5.082213080928305,36.837919706214294,0,-0.7868611815967899
0,2,-1.2163017413262074,2,0,0.690601791482931,34.65396990211618,68.96440668571587,0,85.25557443490037,1,3.415896367883172,13.140655543289267,1,0.8168757737069002
0,0,-2.13611627751471,0,0,0.6785662105333524,69.73352654855663,9.026425579185112,2,99.51855640055463,1,2.5833653768089433,8.066189150595743,0,-1.4114004400493878
0,0,-1.8533429581337275,1,1,0.7112401360478243,35.24418673143312,49.68670566440835,1,93.29225803937365,1,2.529892637881931,6.038432440244986,0,-0.6267280439118057
1,1,-2.560264085124767,0,0,0.9812140678128235,29.912105643861054,21.803472525882288,1,93.49906890779786,0,3.846922758666216,33.6350453104552,0,-0.7750103998607841
0,2,-0.8694862185832992,2,0,0.8373097562802689,34.908844043418654,77.70988433813962,0,85.16321889183632,0,6.145256924763466,32.1863572529825,1,1.2517308383323456
0,0,-0.6296746663918658,1,0,0.7513226444385656,33.36916214501344,53.04567345439045,0,87.01470512781661,0,5.7663272859095125,17.46490370190497,0,-1.2892961955533688
0,2,-0.22624079348962756,2,0,0.6496470966453927,28.784478960276388,79.65647141946073,0,61.19941697100166,0,4.030886980479829,16.92765613684282,1,1.0793574059045732
0,0,-0.8175264937670922,0,0,0.7083567383442153,35.076351320966054,47.96857691471647,1,87.96942689080281,0,3.9250197727992213,11.12222418549949,0,-0.7173587090121302
0,2,0.3499479732174785,2,0,0.405080238023923,32.531756747677164,75.23105723237285,0,28.735820854398852,0,3.4099189225653066,9.223213250546081,1,0.27828659276577905
0,1,0.5808040814713767,2,1,0.20318299063339823,50.24278717580829,64.09016793763206,0,35.527424999814215,0,4.493119850309643,14.989337539503914,1,0.17386691807817428
1,2,-0.622400279145946,1,1,0.27412239709554054,30.894351482376393,64.8648683183729,0,35.110766835110056,1,1.5801059827151267,20.234603053126648,1,0.745802049581051
0,0,0.5050097600453908,0,0,0.9645517661257998,60.4313937137037,5.542455583793067,2,17.33863533881336,0,4.163875871432312,38.54212588188236,0,-2.3154000245744855
0,0,0.44427805412965454,0,0,0.8855443396641958,29.94361200789113,37.78637270922637,1,29.82749746568264,1,6.563893382741619,39.690037982487034,0,-1.6778730644090882
0,0,-0.2748211221721431,0,0,0.7270388918885671,58.36997890345059,17.567335333952524,2,61.583504241513765,0,5.7383401289685,29.141176682496447,0,-1.4775471516398682
0,1,-2.0200683223898643,2,0,0.7539575781453159,34.866578953989446,78.32485913943019,0,99.4441405106712,1,7.20701250801593,23.634117366765075,1,1.2906521042384052
0,2,0.065867733204124,2,0,0.6091627290413157,33.766805004638115,68.92283638537074,0,20.036836316411378,0,4.475627836653059,26.52293375686696,0,-0.238227151614936
0,0,-0.07525829638948363,0,0,0.4318059335249922,62.206895882092134,15.434060978964945,2,34.02408578605167,1,2.905782625878733,26.678540597267943,0,-0.8070085916363883
0,0,-1.572951116343773,0,1,0.47158792205632394,48.73871511505966,20.510599081682557,0,90.80799662110869,0,4.015824828115098,7.2405789278274195,0,0.21916969399377526
0,0,0.34002675266242455,1,0,0.6645254712614892,43.781942980541515,43.669569929496646,0,42.98382344816562,1,4.794950617322905,29.919858667124185,1,-0.16611152221981845
1,0,-0.1972615229860639,0,1,0.435538605004589,67.20814831771398,1.5877370124516155,3,44.27856740490446,1,1.7343937150185165,6.587031394019407,0,-1.5857555940736656
1,1,-0.1179978118778008,0,1,0.07105881163462285,35.10879594043886,23.596287141961547,2,13.581602780199963,1,0.7927828204406657,14.685459966883512,1,1.0519825738549367
0,0,2.3917606751056195,0,1,0.10005960807373238,68.02837066241526,32.532871018430264,1,32.06361926027442,0,3.3605814764293838,11.214508878634017,1,-0.2801182222890188
1,0,2.2651340471689574,0,0,0.36692104160330663,66.42992320524986,5.585702857504762,2,48.42480567694597,1,2.198541888659419,17.83593449859099,0,-1.714987974736264
0,2,2.4142423692885195,2,1,0.04454911492581942,29.38537549029933,76.94192913648268,0,23.16417565668905,0,2.3568372116178176,14.983115332591503,1,1.7473200592341613
0,2,-0.2127357103655269,2,0,0.6624767349722844,29.399028030016645,73.97599902378778,0,39.20468886955406,1,2.1908699250473416,9.649347173603653,1,0.44797050265596394
0,0,-0.15299815307739703,1,0,0.9814407250648401,46.61786627176518,46.10203206226285,1,46.03058760885542,1,12.905380630590903,39.87372466678115,0,-0.36189205010868863
0,2,-1.624752438290941,2,1,0.444967853135878,30.556760319323168,78.81315361953003,0,99.83753711440832,0,4.028890090485521,12.101354748484518,1,1.510975841082211
1,2,0.6975464210913829,2,1,0.3277882450912992,40.09044830167434,68.12878052518724,0,40.48983543066806,1,2.1274754851998807,12.360687480171853,1,1.123103957979907
1,1,0.9610822614327196,1,1,0.303918342609371,34.81953734094333,30.989038449124855,1,25.59653800249,1,1.2730371512727578,15.018009232684694,0,-0.0400744023841266
1,0,-0.17535127885536456,0,0,0.891265284557079,48.40407721729818,2.388067167566774,3,38.3042864799234,1,1.6605139093279029,24.896988111036706,0,-1.321781302383592
0,1,0.8888964434596801,0,0,0.8608917521216233,32.40315160019342,44.14297114821241,1,26.58117951451694,1,6.105912277577304,38.304862643083936,0,0.12476949580049307
0,1,0.02340083813239176,2,0,0.6587135408190712,33.699790540435814,72.73456511961045,0,65.69321067697192,1,6.750382808350316,17.781642956893972,1,0.051004071530461076
0,0,0.14077609094628876,0,0,0.7050979299355451,19.451276845488596,5.565421913496387,2,16.659786202465426,0,4.163878373507164,38.01318009335393,0,-2.333597771178495
1,2,-1.2716813118845844,2,1,0.3535418840437111,33.20973581526269,62.61645567364391,0,53.126315408339806,1,0.9961314428895013,8.271135610559316,1,1.6713705424785876
0,1,-1.4844088277003376,0,0,0.5374354472432623,30.86986792913371,52.730514287265756,1,85.45878151383015,1,4.508288439602944,21.700250511691767,0,-1.0494993667407702
0,1,0.0977209597690001,0,0,0.9317667243714995,33.380071613136835,22.842827164284138,1,40.97449196858781,0,4.257044980714214,37.9767199862336,0,-1.1062958726645535
0,1,-2.314281680680578,1,0,0.9716141248306038,33.08808618760205,44.91881254289719,0,98.14691113186609,1,4.724678865455501,39.9748142999226,0,0.21312424315012857
1,1,-0.40109135375200167,1,1,0.03172613766961485,31.299424646102082,46.315758807181126,1,51.210528991119396,0,0.8862092729464376,4.438728239850798,1,0.523155433238597
0,1,-0.022807029459696572,2,0,0.9477600125618887,32.591686837395756,74.27667820770475,0,69.03705608381053,0,13.659543396376474,39.747050252967014,0,0.44274501236752223
1,0,0.26766785743682525,0,1,0.13039154885174264,67.28298668679895,5.968217237102236,3,30.49345273971283,1,0.7501455881670493,10.813616056909128,0,-1.1448081256881875
0,1,1.5974957869178679,2,1,0.14806801628168836,33.63734134618976,72.79462067755931,0,66.18483034551922,0,2.2150940085802278,17.184485831447954,1,0.693869166932921
0,2,2.0957297913517925,1,0,0.6800471577193409,32.998168285281004,56.864459742126236,0,3.5615787649780906,1,2.8795752809810504,29.796596940871222,0,0.8368589387278237
1,1,0.8744289703955251,0,1,0.44080648445322324,42.19094683568107,21.535217943583937,2,16.774993630021363,0,1.4986245863572474,10.254149297418092,0,-1.0741616575969264
0,1,1.4964341122371598,1,0,0.5160024484430187,33.798933534223025,50.57645053402504,0,9.881634671068362,1,2.3812431767064557,30.644402906755506,0,0.600559077986758
0,2,-0.04513593541552859,2,0,0.8551923968151163,32.783248480763206,78.1162331316102,0,49.97212765112168,0,8.255659923441666,31.940859702058127,1,2.142520199647493
1,0,1.3157340745747077,0,1,0.042382464903589157,52.56730432062558,38.59191427704876,1,93.18742579481678,0,1.3876376709522713,10.250279337689644,1,-0.5714564843167559
1,1,1.130519222198303,0,0,0.5649359963954765,33.363657819931404,32.1198215932715,1,15.249131279156309,0,2.680936878405931,6.682384393517209,0,-0.3604107915863761
1,1,-0.10157523647149727,0,0,0.9779684104455966,33.40855451466239,25.346227703135188,2,41.26794079966689,0,6.751138677863637,39.067378981843916,0,-1.3577768063024187
1,2,-0.048214598103290165,2,0,0.6595015649499395,37.203249528410836,74.12587773356834,0,16.536459773383893,1,3.6651213340573325,10.824658052832334,1,1.2901417335042387
0,1,-0.18685033312853655,2,1,0.20132188545178886,35.606934327381616,67.14661428241153,0,42.47955173346236,1,2.2918949097202264,21.037167146782856,1,1.1300236944259536
1,2,0.30552467754118556,1,1,0.2897969849877717,39.373066915574114,34.238365505661136,1,27.778472951826565,1,1.319697822108291,7.867546167279775,1,0.2136491646547086
1,1,-0.18676571658876356,0,1,0.14139928679954322,54.66557389970037,22.621808482624914,3,40.79531220246021,1,0.4852178059429654,7.745682511304837,1,0.07441271852542311
1,0,-0.00594282659783436,1,1,0.38404917898544144,41.51321647423242,50.21931925181662,1,26.454637840641542,0,2.7843404271544343,11.738155555493798,1,0.5456419254786702
1,1,0.14063435451128184,2,1,0.21134860705288833,33.28685763467546,63.30003308737871,0,81.80208712885556,0,2.1667763924371677,10.28615012030983,1,2.6245455730066856
1,1,-0.10371656810626728,1,1,0.3145585135379527,25.843008640879376,30.75456837908731,1,17.289818163811372,0,1.8155466833066065,20.74788197757553,1,0.608810650584121
1,1,1.8812724447243465,0,1,0.16653412317694233,38.69812584439267,18.948400389091166,2,99.00968444762822,0,1.1422354035443034,17.95640993364922,0,0.4106065840258789
0,1,-0.5217834306943342,1,0,0.5971526573879075,26.978894306295274,52.91177581082082,0,34.526976984838264,1,1.895614799750962,8.707390762161943,1,-1.1350108759634028
0,0,2.0534560895713048,1,1,0.21004923332440223,36.26765826104619,61.14303856392347,0,9.081970770985492e-05,0,3.0284097815998154,5.614984963232093,1,0.7348308680976499
0,2,-0.711980627312652,2,0,0.979686221421963,34.080239812550204,79.9830872110299,0,87.3146301608421,0,23.472967021997214,39.98736598025691,1,1.8827157872881652
1,1,-0.4559693510433338,0,0,0.6956453978600199,29.403588567781966,22.830430259468464,2,62.64238750130239,1,3.1297648271411305,34.889338992194816,0,0.391315247525476
0,1,-0.05371364003536817,1,0,0.7519520155166948,32.94245473514393,60.68554202664753,0,6.890395806308048,0,8.888106242984136,31.91525022914892,0,0.15638331123833268
1,1,-0.4366766611568618,1,1,0.0957817431483769,34.74771226076193,45.886681346551214,1,27.286749994057036,1,1.4631901788059274,14.49776244352523,1,1.4742296452933523
1,2,-0.022498702326803472,0,1,0.3229381500648949,35.022655215062485,22.974426837469558,2,31.033071934318723,1,0.9042562793841825,24.613393683149862,1,0.714114526970305
0,1,1.0129215508008456,0,0,0.6675656136670316,33.497697701037296,45.00371584165358,0,16.20164452293088,0,3.399008084923157,23.40221722282998,0,-0.20266424845169748
0,2,1.451425881578433,2,1,0.07690202035213561,37.833553669014094,63.47149680318685,0,28.250989414835416,1,2.300703774707772,4.984914280241779,1,1.7912960443635266
1,0,-0.7091631012297528,0,1,0.34849460650740915,60.705041679685436,1.4837931315602981,3,53.8298906973256,1,0.8453398324870331,11.454300192025475,0,0.06696329897426388
1,2,-0.7568091468456195,2,1,0.0074004810157242695,34.54801399939606,62.23180435676483,0,7.230769709629136,0,0.41746726294856934,22.174840970469948,1,1.281712695343351
1,0,-0.022316081247417574,0,0,0.581405635231242,38.49950297949819,21.697615174599257,2,17.781460586546853,1,1.6885266291119216,21.29398318288395,0,-0.20211109723754095
0,0,0.2782416975833952,1,0,0.9809588462301302,40.88301505099243,44.19355683904829,0,59.85738478350541,1,7.696286289517414,39.96121922676494,0,-0.05918458275526032
1,0,-1.2096171016285144,0,1,0.19734033605060775,63.09000994123094,31.923194509272786,2,78.18815713622519,0,1.7038508616897465,7.974358977769058,1,-1.1816963396992446
1,1,0.5225567087652211,0,1,0.412276790401173,33.9168655338914,25.75269114921438,1,35.85930053221896,0,1.9124736173897419,11.678954398671081,0,-0.43024406917671626
0,0,-0.9914960959632219,0,0,0.9757972556115448,18.165970491379145,35.918176467399554,0,89.49318574911499,0,9.932256604649181,39.94378633015881,0,-0.7250168602032294
0,0,0.06719651221393651,0,0,0.5823291388394809,54.11804273501631,7.976222591024418,2,46.311823255698556,0,2.7383481866736634,8.525802520927794,0,-1.8303871632697266
1,1,0.18166268451447967,1,1,0.2645043228423156,47.31054214627345,53.82051630737492,1,56.794102968381765,1,1.5569438168816774,9.143133015413248,1,1.2492459710741346
0,1,-0.6794967621526954,2,0,0.9319241304637704,33.759573174967734,72.01155539428923,0,81.83813314043715,0,9.98654802215941,39.55251634354045,0,1.144113369235088
1,0,0.17096299491929218,0,0,0.5807768065096159,51.26622676555257,11.608556217194659,2,27.54282999450752,1,2.0040132117330924,9.129241994908003,0,-1.4198163745005405
1,1,0.7348473762644868,1,1,0.024798990864036974,38.41956756895843,34.384991749909354,1,65.70758055607944,1,1.7161087459529063,15.213923093329928,1,0.15885980067352615
1,0,0.1512606884013009,0,1,0.41696624749278344,47.19003807831908,39.643880458401014,1,41.48552516102729,0,2.3065169725119814,8.423851613838554,0,-0.04098920263008096
0,0,0.39573142376517356,0,0,0.4797582328015829,40.10080120723669,37.820786663129894,1,22.268948364758874,1,4.325006170697136,13.197946320872083,0,-0.8342160104230463
1,0,1.195769561395684,0,1,0.04688591039372442,64.22773189594378,21.39949660400818,2,82.18857123023456,0,1.1759270701048454,6.719118079660882,1,0.8008351428171047
0,0,0.5053155811573196,1,0,0.7781039825004188,63.79227467399109,42.91071504626221,0,34.42440852065062,1,5.826844350967245,35.806909398216035,0,0.5315464624315922
1,0,0.1874198856342172,0,1,0.5045428787523456,68.15826900740241,1.8612109678691313,3,6.954423206908544,1,1.4160832084722923,13.397110856247224,0,-0.7928397927441054
0,2,-0.26451520044438337,2,0,0.6562136233584961,32.6833932399851,76.18583607294971,0,68.93786339518596,1,7.301834723414992,20.110795444316953,1,1.9959672087333262
0,1,-1.6622731823925343,1,0,0.7227201379935299,33.939361765281724,46.89318813035359,1,81.57359168065791,1,4.666280975425651,33.126753960336565,1,0.3075968210294862
0,2,-0.04988940872587935,2,1,0.28096324574463205,32.902201808580166,68.84555873449528,0,53.52119886680925,0,2.5122633832774275,4.933544321097254,1,0.4915626270073915
0,0,1.9006801598022058,0,0,0.6134150881578154,56.393532900642334,17.266504321875267,2,80.6716390948153,1,4.964655157134315,28.878064523877857,0,-0.45782403543164674
0,0,2.2112710917637406,0,0,0.5334844392151834,35.67827231922656,38.9417904611197,1,31.007932911691725,1,4.068994314519437,35.62371258594359,0,-0.20748777684442254
0,0,-0.6661947927834485,0,0,0.6551687425789453,52.20599333330208,30.457031484801288,1,45.855725926909955,0,4.10364942507529,14.544067936287599,0,-0.9457803932970702
1,0,0.47710016055145105,0,1,0.2322878167738543,60.32123658370945,14.182789940294253,2,24.17631359177682,1,1.7269930447517536,12.383541752052633,0,-0.5906942405281641
1,0,0.5206115384754995,0,1,0.19895985227598195,64.63082249434134,4.757139817691636,3,16.35359730094707,1,0.9824662182718075,13.95369461601426,1,-0.7646174046580675
1,2,2.290197858479575,0,1,0.09346272316237814,29.513227049833468,38.0531518014963,2,30.11092130965557,1,0.6114343445589194,10.835927920737005,1,0.12842408055065213
1,1,0.7770792048748975,1,1,0.2572304712212944,35.055582031303466,43.58792556576997,1,37.571036710333985,0,1.6828123850652292,24.43479108897941,1,-0.13599502377940031
1,0,0.5142299829476905,0,1,0.17258317786047062,45.346273872862824,9.331242408986014,3,49.66562284355802,1,0.9654475376775198,4.72253413097778,0,-1.2229138058116769
0,0,-1.6006439128622827,0,0,0.8002913625383474,65.44006005396896,39.67114762770877,1,83.02720168661202,1,3.2364009197806265,13.951018833143692,0,0.1429778435941863
1,2,0.8932398603699911,0,1,0.05243357528332665,32.51639895652301,27.740016182354044,3,11.466254529125175,1,0.38487346845382425,9.294543226700647,1,1.3306783022025712
0,1,0.8146600415226278,1,1,0.3252684904710082,34.972737512124596,61.93174736369837,0,33.5595060068315,0,4.981995514305934,12.594262070805215,1,0.9109113356653541
1,1,-0.22667288790806475,1,0,0.5311577958566069,32.64506621923384,31.388547031880716,1,31.682927258879477,1,2.632500587331743,22.001452459468325,1,-0.2797744851812025
0,2,-0.3788820687724929,2,1,0.4135753078818232,58.251517055148554,79.66893553400726,0,25.515435658660092,0,5.640441917550369,9.333781931814842,1,2.385791453791057
0,1,0.3568263176635704,2,1,0.47719462538444113,34.08171585877379,74.44231940677945,0,2.8004274944574306,1,4.049678333640849,11.112882876749373,1,0.14642341344090778
0,1,-0.6018883710955492,1,0,0.7222017329156469,20.361166400271436,56.199039840295484,0,70.19588111461003,1,5.539283320898126,35.53048847942449,0,0.2364391812003152
1,0,0.16590228803219748,0,1,0.1263620415804344,50.00249751311943,21.134127744986113,1,42.98044951630246,1,1.0988073538578913,10.247200969334378,1,0.7310228178262558
0,0,-0.6762423590674732,0,0,0.6773557911059628,48.53801257242921,29.645636892911664,2,73.63420018741039,0,3.768100753160721,11.536067005601257,0,-0.7603842440305131
1,0,0.8497155647659976,0,0,0.6324228223729649,65.655702519898,9.52627149167168,2,31.916091493873676,1,3.0869524735766345,7.789522764407257,0,-1.0401762044594285
1,2,0.27106215218690227,2,1,0.26605020618766867,30.634700897956122,71.44460608743124,0,46.46057755238739,1,1.7100586666089481,9.385286369805916,1,1.1590041665525992
1,2,0.11012871685022864,1,0,0.4757532110988713,35.394475526201035,35.0814583345076,2,56.997371433081824,1,1.3231189110954436,5.6958862167164455,0,0.9762104643297471
0,1,0.2557510679912285,0,0,0.7686790189679249,28.195834730320065,44.55625569608047,0,18.06962170339158,1,5.663153631732095,35.70900731610735,0,-1.162190561413064
0,0,-0.7666512873299199,0,0,0.8783606532110724,31.893479217639218,46.77156870379551,0,84.26181346408312,1,5.78002997498883,38.842269497468884,0,-0.4817062232127141
0,2,0.013149123451214058,2,0,0.9908102430625966,31.921986492021,79.84804326635825,0,66.24299875644135,0,26.27279918281026,39.99998553105924,0,1.5587047767172326
0,1,0.16458320243626026,1,0,0.6670881054342834,35.55570417699579,47.03849750245205,1,93.32820148716903,1,3.1543791272228305,29.89235555777428,0,0.23137452609138107
0,0,0.22139396488242594,0,0,0.9392717260733546,48.67800933399752,15.013400804101412,1,17.3429064347768,0,9.556809168983357,34.36748498235293,0,-0.6614637559406538
0,0,-1.2171983794565362,0,0,0.5976369181030476,40.22461402843958,40.74279168028465,1,38.43131558828772,0,4.247154992121826,10.97762357447461,0,-0.6671693393029506
1,0,2.105589313106312,0,1,0.07478814434389358,67.17054835785714,8.31280906608345,2,34.64256772738163,0,0.9363876670589156,5.752317547377935,1,-0.5894718478606753
1,0,0.25910414289066913,0,1,0.25086202298468796,63.31436061411972,29.432905343713067,2,51.98080629756543,1,1.7163237887056921,16.39197268143696,1,-0.9086706693753744
0,0,0.42016764361703685,0,0,0.919975025033626,20.8671070514238,12.953359355884961,1,56.14309957028026,1,5.668379182699825,39.41044042258063,1,-0.4486145722978735
1,2,-0.7964245821375006,2,1,0.5046608298230931,27.54318298308976,71.7297943104588,0,35.07296627730964,1,2.1538185990165366,7.094989021312821,1,0.9503298727770902
0,0,0.19743726293406308,2,0,0.6141188058736142,38.36653051430032,62.341215081264316,0,11.92810968904433,1,6.6140735301662055,21.568752809080106,0,-0.423000330297404
0,0,1.2790545820220758,0,0,0.8178057404491953,68.26304833045504,10.899752717185716,2,55.360713084965,1,6.715469364112086,38.75602808371404,0,-1.6915668039901224
0,1,0.5178033061735325,1,0,0.8345123097700711,25.013001422822086,62.00211892024369,0,35.92931012800461,0,6.539437080281061,39.557540021242765,0,0.3853818223864728
0,2,0.265729308899838,2,1,0.24230543234686625,21.90503479081959,65.89063406800194,0,30.074105654343487,0,3.5836289595678403,10.649534235857876,1,-0.22301930753377064
1,2,0.6566915186475566,1,0,0.7708699575302813,31.474832682564546,61.57307891659934,0,31.670051150075228,1,3.5821792391558533,22.526624619633555,1,-0.511273838808021
1,2,3.3529951179388946,1,0,0.7141922497768202,32.421068789595616,45.56042368988915,0,33.8244852618266,1,4.181521728470584,35.48080158720147,0,0.26986563840111155
0,0,-0.23911681786555292,0,1,0.5690196808612851,34.01599310918334,23.96097089719609,2,34.05347077300459,1,2.0964612230083985,15.065542969089588,0,-0.5803925786204039
1,0,0.22084907850251081,0,1,0.08954284644579563,51.6098417295897,11.713460566674048,2,21.561900552376528,0,0.8565976694635555,9.264471678547334,1,0.20310553548729118
1,1,-0.016547886625065244,0,1,0.23590353664840258,44.667906743778815,27.74458060685724,2,26.807481848688873,1,1.1670858854173378,10.518744898083334,1,0.4296093346142534
0,0,-0.010342335771319322,0,1,0.39579456605082103,52.89615098553402,25.12589025054111,1,56.673674695154816,1,2.059633204405195,13.006892571298154,0,-0.9612931940020165
1,0,-0.8503857544944847,0,1,0.23574884403905583,51.814242357873596,19.371724136804673,2,35.325130028052556,0,1.3785956977241347,6.003320712060196,1,-0.6444470690059788
1,0,1.3535548863852955,0,1,0.3885318450749202,56.24345933249527,8.093829743265374,2,24.753523586735366,0,1.7311703757395926,11.259831015295045,0,-0.06491824553614592
0,0,-1.748085678343511,1,1,0.3511497833025072,45.61115148277368,39.10039585230502,0,82.48213654036753,0,2.426621653116627,7.160206898322839,1,0.3720587816097271
0,1,0.5233449539731259,2,1,0.2168351257899247,27.515674651306234,69.87970811092006,0,39.36984193564727,0,3.684818871306985,10.023452033608656,1,0.9935406861538644
1,1,1.064439769618734,0,1,0.19418097453346972,32.50283420735889,51.024990832039194,2,28.632983422138793,1,2.2776552849907383,16.07020693057336,0,0.7552167535538595
1,0,0.05246130718504681,0,1,0.013567214135918937,58.85738781263469,6.728965740440986,2,29.616967288139474,0,0.8244890370562973,8.468724334976104,1,-0.1791670489013797
0,0,0.08000688687630207,1,1,0.5305997638344949,55.952620722033096,46.89589994988492,0,56.18682980907527,0,3.5798281591177585,9.049529636150364,1,0.7000297608128122
0,0,0.012816324948337184,0,0,0.6039824790553612,45.69286214926066,18.249529275983726,1,85.23202587023009,0,3.372191407282349,18.73612987505398,0,-0.11177306437467562
1,0,-1.391424481972608,0,0,0.8280516452401594,34.118740747273776,30.686589695417233,2,99.17832941138565,0,4.253078254739405,21.82882958236717,0,-0.45406373107189724
0,0,1.0027540608142713,0,0,0.602841232498453,58.652534947325854,16.331823016858998,1,33.11100284451846,1,3.4865006925853135,18.824462643198693,0,-1.2295849870037259
1,1,-0.07212252945538805,2,1,0.3363684691363655,38.29263943077338,69.85534682811058,0,54.68211724953353,1,3.3855980991274537,10.62767570074277,1,2.1704282024965647
1,2,-1.1078876047889936,2,0,0.892954351463102,36.26672517789846,69.46714534460746,0,62.28508226499632,1,3.405577767084481,34.73498789462914,0,0.7041088999351456
1,2,0.6966591375735159,2,1,0.0036776017860457033,33.99782813186994,57.278941816375166,1,40.54962252945601,0,0.8932888173109926,8.788687182115211,1,1.3705723312980993
