S0,S1,S2,X3,X4,X5,X6,X7,X8,Y
0,0,-1.7970854888880694,0.9510227738693299,32.84674272583635,2,1,36.58664166890459,9.483564216078513,0
0,1,-0.504486470675502,1.8645447486925688,38.63075081654101,2,1,31.710247769966287,-1.5724781721452388,0
0,2,-0.8121512454881938,1.5536361086713062,30.105034703079976,2,1,23.041940616875042,9.716429916888675,0
0,0,1.3918798144869882,7.673993404018113,67.05822846544686,0,0,6.546551816046746,-2.070830581349254,1
0,0,-0.4576848294694375,3.7013211775989157,62.25040678794086,2,1,39.29676081059544,3.4199977978602867,0
1,0,-1.5856963425581216,0.5510557179962503,53.98870830354298,2,1,13.766567105428722,3.4795264863078437,0
1,0,-0.5153530612387931,2.6037069320017214,48.54776603404936,1,1,14.628115417158124,-1.347976183587054,1
0,1,-0.6260757348947532,3.0494030207055913,35.13222428077434,1,1,21.258820543105795,9.836271164221774,0
1,1,-0.1489011030567654,3.5171607073148583,43.4303691835467,0,0,12.728866087909687,-5.682025788106502,1
1,0,-0.14729550283340415,1.5732392402915811,50.16211139421056,2,1,28.300729335370235,-7.0719955786763755,0
1,2,0.18030683281810048,1.8272679402264034,34.970542298973285,0,0,8.272278082799025,-4.89709552838656,0
1,0,-1.0492085963436064,3.415756330178133,31.329801015841284,0,0,7.08016790255942,-6.516446430486581,1
1,1,0.5304547262485236,2.649102434211844,41.80136936609554,0,0,12.294062565931632,-4.642308534659813,1
1,1,0.40399358912579114,4.074333198539139,50.61708030048553,0,0,23.344556240503678,-1.3902820824403879,1
0,0,2.287786191253228,8.390666939113876,63.16718323884663,0,0,11.251408896812634,-4.179712610590656,1
0,0,0.578071745129535,6.693895863233217,40.06503018970743,0,0,6.320607442648121,-7.375318536235578,1
1,0,-0.3139465038357616,1.7465794216650448,31.94595745450294,1,0,7.673281207297366,-8.750653315277264,0
1,2,-0.12891671100856525,1.277737636088086,34.62216533780767,1,1,13.15636504657224,-3.713654595337374,0
0,0,-0.02079336587536403,4.958368738839488,67.94171285439694,2,1,39.95965153295094,-2.7682489536741084,1
1,0,0.8110430200382107,2.120728862005835,34.04492795046876,0,0,9.898120654724764,6.7250678547517495,1
1,0,0.21445569243767068,2.3384858551630128,30.043507091181738,0,0,8.735307089451132,-4.031257812406461,0
0,0,-0.07719791941387036,3.6603279039061123,28.263585343495855,0,0,7.013468083869587,1.40613493397845,0
0,0,-0.6189162223317444,3.7033328368181393,62.239150333857765,0,1,28.22338580050982,-6.7404779141130895,0
1,1,2.2360616705248133,3.7652260743410495,20.49855647326759,0,0,7.948704326012286,0.773089560578244,1
0,0,-0.24474831779726297,4.036668877846032,44.85130504589924,0,0,8.261423544707853,-2.1339631596114037,0
0,1,-1.2038070436733452,3.2702149520899293,61.40385653032214,1,1,36.963036655361165,0.26108473113924013,0
1,0,0.05550864658041767,2.5769563197717265,34.523996243602326,1,0,20.93995457093843,-4.905213347184134,1
1,0,0.23893783118178152,2.637860094052361,25.97996824168417,0,0,8.498793745262693,0.6190270160328453,1
0,2,1.4583583766510173,14.252088201746915,69.99621258145876,0,1,39.998482152480086,-2.036283570869932,1
1,1,0.09160943336893691,1.1955096541658843,58.55091058515843,1,1,29.616140117332044,-2.9863094908666383,0
1,0,-0.9520685340126385,1.2230787446548972,20.216920243929795,2,1,6.928749966007763,7.421285028704865,0
1,0,2.638322075058169,9.717496337939878,53.019164612448854,0,0,5.964988163775793,-7.709638915087684,1
0,1,-0.016828249835976108,2.3557223655378112,39.02109618992589,2,1,30.465883434438137,8.394853940592725,0
1,2,0.06936169273898284,3.201956624161683,28.060756193129947,0,0,5.673233686149748,-1.8156818340864795,1
1,0,1.6569360626799685,3.258751555842815,26.096523576180005,0,0,12.904668906438197,-5.261424556057193,1
1,0,-0.746829516395703,0.5600074217578683,25.88583921315183,2,0,6.480394134640637,-5.33403214252205,0
1,1,0.8934793276869935,7.880283860946231,41.848729944573094,0,0,6.4572300947068335,-9.83543245374103,1
1,0,0.16754882186848116,3.181211005596193,42.805480626416546,0,0,4.988684436465549,-6.8069151793645375,1
1,0,-0.243477114657371,0.7477195264981705,35.37553411527082,1,1,8.213712378736957,2.1217277134454626,0
0,2,-2.028833926223608,1.3121290799328367,18.910718486013174,2,0,9.48517794207965,9.313516726601371,0
1,0,-0.4705248190032661,2.483403959004236,20.83796017633069,1,0,7.032088598870607,6.28748988436902,0
0,2,0.8751074750404986,3.522218526576853,46.13707160024015,1,1,30.940634477233502,-1.502655638535014,1
0,0,-0.10119868500897589,3.558431899903905,56.47927938885236,1,1,24.279821387783926,-5.5646752536391295,1
0,2,0.3301632812096515,3.5654168490001026,59.17316048959161,2,1,39.143579361648534,9.319342423704672,0
0,1,0.32233899680623235,2.4832700288034273,33.085448002901394,1,0,9.158108411497526,5.170069374726554,0
0,1,2.2381628060917915,6.606642212263741,64.5588361265912,0,0,12.154495292884189,-0.15275089655309593,1
0,0,2.798453612121446,9.094973534208378,66.24479490974025,0,1,31.042073804192842,-3.0253051240209334,1
0,1,0.8038687877624322,3.5660643556309264,42.35080455236222,0,1,32.7741639085114,-8.754941121534314,1
1,0,1.2075597020598432,3.945092323661758,38.57334449749994,0,0,10.388897175534556,-5.7985479676180365,1
0,0,-0.048377267408477816,4.05487012716728,67.5226650519005,1,1,37.662611013035956,-0.6072645287195861,1
1,0,-0.7533182324831313,1.4448040708976513,35.328407946138,2,1,13.5337103344315,-1.100609486160094,0
0,0,-0.0513466634302188,2.682981432853171,39.38020954572327,1,1,19.665574392486697,-2.2553295319669413,0
1,0,1.8673396395060404,7.613577800340265,42.66749728518174,0,0,10.72734733000038,0.17127219161154628,1
1,2,-0.9555894605392036,1.7442181881453607,24.928491118028905,0,0,9.44013330407411,-0.03196936389160143,0
0,2,0.43848716168362667,2.6076773208699104,30.895456214261344,2,1,33.87948650284666,3.7794338542790697,1
0,2,0.15958171943741098,4.1546867137744075,57.0925240915199,0,1,24.426401859381542,-1.531810088030774,1
0,0,-0.39085947536365034,4.925757213509668,49.039041157974964,0,0,7.942615120135872,-6.839046491357886,1
1,0,0.014311229178195016,1.7364374241538052,36.20797204889523,1,1,21.968904916751804,-8.581605307227138,0
1,0,-0.4766372122744662,2.1080390951789116,53.13522110466434,0,1,25.308093119785035,7.800397020387464,0
1,0,-0.9078121956663392,1.7185947218278061,27.41311263414947,1,0,13.680544343501602,1.1694429622461975,0
1,0,1.4942666032913614,2.7669264997583203,22.42662273573339,0,0,10.84379449225411,-8.46025198646532,1
0,2,0.061697979316735145,4.34928903512376,58.89090709637199,0,0,11.608965836984023,-0.5220486854362445,1
0,0,-0.5837298180015467,2.4069196081580158,25.793436136913233,1,0,7.559125332176246,8.532055107797618,0
0,0,-0.16426160320638575,0.8525631537454891,34.136824615925704,2,1,32.53754654244156,-1.4923275778852716,0
1,1,0.4853550815887089,3.0726525778724283,33.01277998463783,0,0,9.214396074274966,8.43570922207119,1
0,0,-1.9696593678960514,1.8429869156172816,32.596595830831376,1,1,25.451635499747614,-3.5419563867796144,0
1,0,-0.2306567385590865,2.0836512307125825,33.39944548923273,0,0,5.611898720679617,9.999999954336221,0
1,2,0.17965359082995208,1.159512348370175,24.308479460902937,2,1,26.015007910155102,-2.831575913533129,0
1,0,0.18364819174633923,1.8775070664459186,30.678170644224124,0,0,7.986302796594709,9.279954893080216,0
1,1,-0.32404243373521147,2.7190612699334507,29.69145824681477,0,0,8.408020174249923,-1.5255045176016129,1
1,1,-0.45497735501703745,2.8712404971168026,33.6113817788447,0,0,10.3774043468007,-1.2047983309665717,0
1,0,-0.48357493999423107,1.702206450958617,28.33274213247918,2,1,23.298343168550097,-7.588484342970013,0
1,1,-0.16586283711503974,4.013181973276589,42.19729457640779,0,0,6.665133148885689,6.884394913947169,1
1,1,-0.570037826845787,1.0251972548585877,26.75910838141099,1,0,10.491013624467428,-1.6067414627260064,0
1,1,-0.40497451092490006,1.979770373443331,33.3602895795972,0,0,9.614362508753743,-4.812214619952698,0
0,0,0.44610313169071075,3.4957348084975277,52.59722698209365,0,0,5.9998968779239465,-1.174990150827874,1
1,1,-0.5014854260564071,1.118830864945209,33.99545538803355,0,0,6.995178423558253,-8.342973485430566,0
1,1,0.4522132680907153,2.887091361586238,20.33385304446521,0,0,10.781226257128672,-1.7509474786868644,1
1,1,1.4603177957847195,6.961288537660278,46.25308241641977,0,0,7.685536149647536,-2.403311177884847,1
0,1,0.25314698685164544,3.0190217002822948,53.78942818340598,1,1,26.181065773843244,3.486179112484283,0
1,1,0.07123135152840457,3.1090791688883974,25.354137698263983,0,0,7.105500102240068,-8.845327619134643,1
1,0,0.32788784725500913,2.1940955374330406,20.925715551359122,0,0,6.580702531889122,3.7074654748003066,0
0,1,0.5615218600388011,13.193930812236587,69.80605895062013,0,0,25.266960539805787,-5.672321540331735,1
1,0,-0.8642199422138311,1.451845206641,38.76810596521687,2,1,32.71403012051887,4.247170827939726,0
1,0,0.07957708951914708,0.8916480670725103,27.111584243366174,1,0,8.53901910150595,-6.8510423997179535,0
0,1,0.6260356469724709,5.946811423504472,40.182300515757895,0,0,11.835559836258064,4.763356415696977,1
0,2,-0.11390645408665534,3.04270174344379,53.90895244097458,1,1,36.78191454918344,-7.834196409773034,1
1,0,0.8765366344217864,4.875356180020557,51.96454081585346,0,0,7.490840841221898,-7.613075414041472,1
0,2,-0.013390171061987704,2.371000034822825,44.48775228810807,1,1,27.81359345988001,6.281390441789338,0
1,0,-0.052174885220342145,1.9654982726080616,21.920893701364943,0,0,14.662756217398567,-1.2364360558633773,1
0,0,-0.7806942827597995,1.8879989392174787,29.47337726296597,1,1,21.368307653687353,-1.4064511477683919,0
1,0,0.14947710510044643,3.3908609398612275,30.593516526776927,0,0,5.8518013664050255,2.369732916453902,0
0,2,1.3823342600871333,15.892546497014903,68.29348493656039,0,0,22.145926455262376,2.0617083592613117,1
1,2,0.8244956078204843,3.267416189558747,40.17417092606563,0,0,6.2708186624689155,-6.229023344952496,1
0,0,-0.07764351090909934,3.5524394551534435,39.97308705115921,0,0,14.151702952652922,6.433951153066062,0
1,0,-0.3862678965832977,1.1223213343225278,30.25477636633368,2,1,18.79205072851629,-6.810945971587541,0
0,0,-1.6804182186569128,0.6301959065800216,28.39114021145538,2,1,38.268518822083436,8.915420427049025,0
1,1,0.1342053744373865,4.7613534581966475,26.94809449991021,0,0,9.374986929549909,0.46608966714073397,1
0,1,1.2794098960624227,11.911927591605213,69.47463866346862,0,0,28.62155403967116,-5.851204731815005,1
0,0,-0.7607642873765035,1.360795746553527,52.60525521524056,1,1,25.65094659921279,4.571601467249266,0
1,1,1.1223498144950121,3.860230909970087,46.56590599389823,0,0,10.716734637429312,-1.6737332216033316,1
0,1,0.8347961697862677,10.083394713771979,69.67787623040596,0,1,37.4594872274536,-5.466339122469699,1
0,2,-3.2663258059995623,0.810412418494644,37.54441267089893,2,1,38.50231820962829,-0.9068669786853825,0
1,2,0.7200428234504176,2.7621590526393476,25.295683774493718,0,0,10.665958220670975,6.93655151025763,0
0,0,0.07196891338029739,3.9703839373798786,69.45357678812971,0,1,39.15307376560173,-4.240886185040033,1
0,0,-0.10031953774751577,3.2587415744605557,45.92719104150983,1,1,25.499398949324373,-1.4325047297092564,0
0,1,0.2322658285005886,4.623037564194311,69.60947157434737,2,1,39.91246496609263,-2.7510492313721002,1
1,1,0.20729656966300228,4.082610193808902,37.79811300783615,0,0,6.24425161671792,7.795256354042358,1
1,1,0.673456330171626,3.751703702345722,24.92397420089921,0,0,8.788066542622964,0.8985139573366112,1
0,0,1.377939812594178,6.740255484930774,64.56682634388073,1,1,39.296757656661114,-6.172604787906187,1
1,1,-0.6188480922595673,3.8192839612569904,21.088888842923453,0,0,8.851025545837206,9.725994814833882,0
1,1,-0.8260015292369046,0.9851302816822012,40.93230557887785,0,0,9.055584244732799,-5.0899027654033215,0
1,2,2.890525034493077,17.58609553635519,65.69063099600076,0,0,8.056957004953249,-7.952044956455861,1
0,2,0.29184501258707296,5.248481931733259,69.76435017013478,2,1,39.9998947008141,3.032102036914493,1
0,2,0.23778323630464435,3.5051485962891866,50.40153967272669,0,0,9.513233723219827,9.231699464861723,1
0,1,1.1217494410988424,8.129858243025165,68.622308392553,1,1,38.338004399467465,-0.8346318628807072,1
1,2,-0.29031625132602745,0.9433657650641379,32.88681292207099,1,0,7.304880262184071,-1.6683471081101509,0
0,0,0.5389353122982479,3.132081858244997,59.651492958596045,0,1,17.32143953144774,0.9225550905867053,0
1,2,1.4215663544260977,9.490029560684622,53.75830578461817,0,0,6.472387504345916,0.14912304650884955,1
0,2,1.1747498512530978,4.811388322514908,49.52566796252037,0,0,7.082655638162738,-7.188895577686765,1
1,2,-0.4838116914119701,2.292917821844324,49.18420115786705,1,1,16.369971545064267,-1.6812107464908586,1
0,2,-1.8751946041618284,0.4439411446229455,27.07794050116356,2,1,36.8871500732003,3.699893542836385,0
0,0,1.8634818814062148,7.2128443768448385,44.311183641427924,0,0,5.410072762890417,-7.458040012591427,1
1,0,0.36035984724881176,3.5235851868229267,41.62748876926521,0,0,15.602970960926497,1.3648857068664384,1
1,2,0.36393038762181884,2.4318830368409174,35.156284207653286,0,0,10.083003870311051,-2.552477319925215,1
1,0,0.7587068041359337,3.1540476707329246,44.679645918999896,0,0,13.137609258774695,2.744243233695258,1
1,1,-0.13722456116149073,2.8003088544705563,28.78478407248846,0,0,6.464791015964186,-7.693828326635023,1
0,2,-0.8664991024276977,1.3544460620950598,31.20545255199029,1,1,13.59036620880646,2.052733971132369,0
0,0,0.5702504865388714,2.062053360414525,28.713213624011928,0,0,6.283264634306597,-1.0830415558462345,0
0,1,0.2374031205024818,6.459460889920441,65.11579187920103,1,1,39.21704892059236,0.3349991025058241,1
0,0,0.7097812421331975,2.5502492013969156,33.09533605211351,1,0,7.214756360504692,6.869890253347357,0
0,0,0.4633992010706556,4.075539891405831,43.8654888336703,0,0,9.090696211947742,4.871382790331015,1
1,0,-0.994860318398899,1.4342902084527687,28.77549585315743,2,1,18.06902460451844,-7.717634621111122,0
1,1,0.348567383892142,2.9971665881732936,31.840043713073864,0,0,7.233493488149296,-5.305624763967568,1
1,1,-2.1749696299113834,0.32790184574578296,37.9162642897484,2,1,8.602533757012838,-1.7081548672457707,0
0,0,0.3521247040664383,1.8098777488115199,40.14749086834209,2,1,31.22979159132595,-0.514690045614822,0
0,0,-0.3702350451710188,3.520986299237444,59.820936329371435,1,1,39.66776454266594,-9.108968887548233,0
1,0,0.5164441072442972,3.0696133096593887,69.93241852792588,0,1,19.919637654344978,3.387760510508148,1
0,2,-0.7243025510319564,2.254630470768692,37.81137325508066,1,1,18.988942139129488,-5.568615829313872,1
1,0,0.4666519756397916,2.6859184381855417,41.49274604200365,0,0,6.659560800038625,-0.510075442972088,1
1,0,0.6996101713969756,1.9765536975831601,24.86045827699965,0,0,7.597561731915253,-3.409820162914037,1
1,1,-1.2656067851800046,0.9927144498753041,24.653418026878672,2,1,13.263434718135764,7.5444690646802215,0
1,1,-1.1936537443208262,0.7108897363741262,36.23378771457694,0,0,6.0690988769428955,2.441540892394375,0
0,1,1.5047069043259838,7.140331452422429,62.92661858421334,0,0,18.682501301920844,1.7655671669457735,1
1,0,-2.613351865528345,0.41089339253422086,44.32344246313179,2,1,23.958426261697937,-6.164403267346746,0
1,1,0.6148558289365432,4.032141435721145,25.44128618969739,0,0,7.211981194065862,-2.5579031259815066,1
0,0,0.25742811884833755,1.9406739468381466,27.432829957852917,2,1,28.572701534072525,9.403252269222104,0
1,2,0.06963425376072807,2.6268523033862787,44.35970115299779,0,0,5.143089088175257,-6.733592398581627,1
1,0,0.308838304416906,1.6138570400422574,44.8281565533222,1,0,5.622164570761859,-4.740075378648686,0
1,1,0.7995808569845557,2.8755572077278497,40.60650456438566,0,0,7.99483392784031,0.9458406805836095,1
1,1,0.41631728756397923,4.39690362648728,35.19644655070512,0,0,8.440480090799031,0.9900120342421559,1
0,1,-2.1314634658156115,1.6330327784159746,39.92788077488457,1,1,27.291795886201413,-2.2510582894831765,0
0,0,-1.6914087477804776,1.743891876560939,52.874993899045755,2,1,39.62162583757718,9.792216985841584,0
0,0,-0.14487140068537477,3.0461507545621678,55.65390907152816,1,0,6.944022971062158,-3.4697842518624444,1
1,2,-0.8205954154864619,1.966864986654691,37.69816412233263,0,0,6.546560929364496,-4.177176244022296,1
1,1,1.0513162872760282,2.9789842347660174,27.24199389740124,0,0,11.504031375485662,-3.510207666383085,1
1,2,2.729557169205871,6.110725538433282,18.71980167685778,0,0,6.109733219237485,-2.1954590310696434,1
1,2,1.0807661150354235,4.948845136436263,27.91659760334371,0,0,5.619698538991969,8.059530734518447,1
1,0,-1.4111047611727605,1.2266769434853289,27.301718860207586,0,0,5.182659139454002,-1.6050720057365524,0
0,0,-2.214109423656947,1.4636169497040048,36.283389599281996,2,1,38.91335786284686,-2.6347643526685225,0
1,1,-0.29018389552828616,4.145124657469759,33.02861422492433,0,0,9.871358869265167,-4.986118892548399,1
0,0,0.3505574901223522,4.546672957586338,62.643566183164914,1,1,38.98874354153938,-4.4616055185735615,1
1,0,-0.6095689971245714,1.5598328693457517,33.081801552741666,1,1,26.033672713574028,-7.913333526006671,0
0,1,0.4493181746920797,9.168408566408942,69.66749119646371,1,1,39.95603501013623,-8.642443396031098,1
0,1,-0.35004947361934946,2.2271378678409977,37.810016656892195,2,1,32.47662697272334,4.621554946437287,0
1,0,0.3305958907182048,2.5707236282937616,39.863625333471134,1,0,8.919631012435012,-8.05728910382632,1
1,2,0.8565149574188429,3.745164893728094,38.98924491851109,0,0,8.18496736936908,0.9741338626859921,1
1,0,0.21288249334319964,2.609917113098522,45.80062564768191,0,0,10.825892274382735,1.2094241344391854,1
1,0,0.05898223658586244,1.6571880387544284,57.77160745752351,0,1,19.2477539054728,-2.13500850214451,0
1,0,-0.06191967902837347,2.61350976471643,31.82202791531616,0,0,9.309595567419574,-5.7330742456174155,1
1,0,0.3813153759231654,2.6524734868997717,25.911817017518953,0,0,8.056829137347508,-6.075621434110479,1
1,1,-2.7833937142413063,0.365545647812487,39.88201300107945,2,1,29.715535591918858,0.6976358084990597,0
1,1,-0.9491403690765573,2.0061745236263993,25.515785209419917,0,0,8.805269156743654,-2.5723375616654787,0
0,0,-0.15881154277293602,5.086996052820326,63.24514490637116,0,1,31.817931571632837,2.242358400478512,1
0,0,0.7307654299292572,7.889420651916728,67.63926202794042,1,1,39.71242827906741,-3.285163347157525,1
1,0,2.1272516368940595,11.316816637949273,47.07157273130446,0,0,5.480058495655095,-1.0130315231193663,1
0,0,-0.8241006912606683,1.0185862517711997,37.12224600774575,1,1,10.790766970050282,-3.713440711946041,0
0,0,-0.1152158867382723,2.3797066326489444,27.446945488300987,1,0,7.9822356468429945,9.399590068069056,0
0,2,0.3109136221168905,1.6921528188814827,19.425869744668944,1,0,6.138182082810808,9.7488002194947,0
0,2,0.700503266462473,5.339197028781572,57.50609609855315,0,1,28.24597265518777,-2.234479481351296,1
1,1,0.29049787080931566,2.6916743895672433,36.33537988938229,0,0,7.36715599699788,-1.26698331134007,0
1,1,-0.7193659176662229,1.1563953488496772,36.29839178489547,0,0,7.956465053850874,-8.786840917941582,0
0,1,2.2204539714517737,17.887692362255418,68.60529928801306,0,0,11.583025713142248,2.182506319998044,1
1,0,-0.8521347999084316,1.9128878378738297,23.08793659268777,1,0,6.878103310299806,-4.966394402987342,1
0,1,-0.19743619198048634,3.634327276215128,51.48561674474665,0,0,9.443574068981476,-1.2298428420343939,1
1,0,-0.024493400692899684,3.124576198384231,31.99034941858174,1,0,16.939065479598188,-2.136939200755341,0
0,1,0.1240561165517903,4.905507243395738,49.91721056998339,0,0,18.74705627555332,6.196925966150612,1
0,2,0.01572600382126012,3.8577197187125463,54.82597988234344,0,0,15.672476052361938,-1.1586506199578839,1
1,0,1.0244918634565574,6.999411173574596,55.13262211624148,0,0,4.864023227846445,-2.4897320009278525,1
1,1,-0.11677994077439283,2.919030656654332,33.096303598480304,0,0,10.551788664257064,-9.949426934726555,1
1,0,-0.419669383441191,4.230164088772243,33.88597441872487,0,0,12.139870640284975,-5.42527672473894,1
0,0,2.0919286913997506,6.866024954566359,58.04196265661526,0,0,7.709296558785765,-0.7884807358704862,1
0,0,0.023778361169871486,2.8631892482342294,41.894982163059424,2,1,31.72108261514051,9.70604565858396,0
0,0,-1.2058372690971897,1.541284458629287,39.05035271829034,2,1,37.48233287408788,-4.786663489036322,0
1,1,-1.1648159347513556,1.6768862443308892,19.443380019712997,1,0,9.909667190827065,-0.8446737159375584,0
1,1,0.7342785089592245,1.4520146052849836,41.76269780450127,0,0,4.633910988269667,-1.7042048506790088,0
0,0,-0.9620102241821084,1.2029322574209138,29.06762999626203,2,1,34.28691432376171,-0.5078245534124761,0
0,0,1.6187274457760699,7.235409914260389,51.50829457387642,0,0,14.542053143639304,3.5630416533630402,1
0,0,0.4694891605184129,7.03363992914727,67.16255826563757,0,0,19.674796188858817,-2.348431336001858,1
1,1,-0.2831071045652436,2.7259306269194705,38.70166362511393,0,1,17.194885161439913,-5.6780239886134805,1
1,0,-0.472262113579622,3.082764029921879,53.21910558426116,0,1,23.559341759954293,3.5869588527818905,0
0,2,0.03761099830534894,1.3868522761054498,25.260865694625252,2,1,17.66511470702199,7.739359691750479,0
0,1,0.165301217692285,3.921819641605521,63.24628121363377,0,0,10.09261037724177,-4.018195725644425,1
1,2,1.2243613002098468,4.858340230362407,34.684283696982504,0,0,6.157991588287746,8.349512600975146,1
0,0,-1.1709020508027193,2.093316807118959,34.45104025481095,1,1,15.906229045627828,3.6957089035481836,1
1,2,0.40402264876898214,2.204526176895392,25.647705447441115,0,0,6.671454257762317,1.1839813433617898,0
1,0,-0.7462369910136032,1.40947959047001,28.164378301391903,0,0,6.751910936446929,0.49022540468637743,0
0,2,-0.9446470977726783,0.9656813815634667,44.097496307838995,2,1,37.07334613374758,-5.721899430995436,0
1,1,0.04063692004593175,1.3337437464249189,27.00623497191934,1,0,7.665448067947196,-9.928733818752097,0
1,0,0.9056752875016617,3.5167405887116194,31.160410880340358,0,0,7.468947207803886,-0.9005455894279475,1
0,0,0.6749408596043084,1.5922637823093868,23.298483345873457,2,1,28.96750037470455,6.221339601004043,0
1,0,-0.24143098944316224,2.338340009269547,36.09176547848145,1,0,20.132846852,9.922014348923838,0
0,2,-0.19331654029830128,2.818352706259846,29.658990550538753,0,0,8.569233268390658,4.8588075320387425,0
1,0,0.3887388178672841,2.304305672123763,24.7256259235408,0,0,5.759728078111075,0.4245077083990765,0
0,0,-0.39179513128646426,1.8707792885930439,26.659184811653468,1,0,7.972240930883894,1.0959081009008287,0
1,0,-0.048865465808235926,1.6791532122202957,45.84933669239858,1,1,23.790738627716316,-0.8168544411987337,1
0,1,-0.11146393848150761,4.02032706172573,35.98370870265938,0,0,16.649889303408557,8.888160748792366,1
0,0,-0.13939314011843104,3.924463988327893,33.68439541505171,0,0,5.502626207084633,-7.0736500262987985,1
0,2,-0.6010200788476403,1.6755340424367664,46.17274390286124,1,1,11.781194907106176,-0.914864546437121,0
1,2,-0.42822137941191846,1.1415218101976312,35.08626417725999,1,0,8.525794771413924,-3.869442320388295,0
1,2,0.7772396321845038,1.0954054483014983,27.22681263162241,1,0,5.709660022608833,-5.614324991970886,0
0,0,0.08564574645988966,2.948516661395119,55.906005302696315,2,1,39.67739782683408,-5.222123688851336,1
1,1,-1.0150914996052838,3.1092273278298945,38.26104482906428,0,0,21.467607536830666,-5.234158754107439,1
1,1,0.17703327565373483,2.2715580291805275,32.29878568375831,0,0,8.797062874463641,-1.7341950096635,0
0,0,0.559686388260093,4.91802275821544,59.48960429245584,1,1,37.15842753049179,-0.17625468721134396,1
1,0,-0.46718711194355794,1.9043807913098436,28.209190122285953,1,0,8.009928148884972,-2.051650916488425,0
0,1,0.06753848383586585,10.311489135684546,68.14338735222952,0,0,12.399766999260393,-5.169186372067406,1
1,0,-0.5640214958181843,0.6085032808241647,27.45237699411013,2,1,7.6804429402983825,-4.5519712282629605,0
0,0,-0.3278891983016879,4.128946862665993,40.26434593627275,0,0,19.771808195504303,7.143704974927271,1
1,0,-0.4334814886162683,0.9957843915644882,35.001513993406476,1,0,13.553987962444722,-2.599748441578102,0
