S0,S1,S2,X3,X4,X5,X6,Y,X8,X9,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9
0,0,-0.05829015197234705,22.58966686012231,0.4222044886837193,25.109611198804874,0,1,0.57240532919349,1,-0.3913253759230536,3.1935633858529293,41.572837695329234,1,2.1514107930510726,1,0,20.788202603305006,62.918927129361265,6.521054363255448
1,0,-1.8384301702590795,17.432343332160066,0.5421929014554148,24.46306724803845,1,0,0.43798119929916673,0,0.27459758203108475,-3.1638652953010933,54.14042842461962,1,1.5471122705506473,0,2,38.748196833460284,61.64572935817975,2.5077995192092644
0,1,-1.1349199849408225,19.069232156499424,0.43151472270963664,27.254041059190257,1,1,0.5339330343621425,1,-0.5464168491538287,8.865300662108758,37.43926955724896,1,1.713365977361495,1,0,19.36485060877933,57.58367749614529,-7.2045878317971255
0,0,0.3863308261231106,6.072543822622791,0.7420009858994696,14.460437303623639,0,0,0.2341845232165502,0,0.5649710611714697,-0.06552355686021372,75.10579395058552,0,3.3647374873574027,1,0,56.787834804954485,43.27550273723111,-9.189203521773708
0,0,0.687899460174853,12.073047314849305,0.5715722790944109,16.181102643528767,0,0,0.39815450053840007,0,0.45332605846558716,-2.453911751447915,62.2011130066702,0,2.7883439550391693,1,0,52.68228852182688,36.399280739399686,-0.40017251956958333
0,0,-0.11525118339903903,15.398112051029923,0.5330187185283076,19.055077790002024,1,1,0.4202441182649345,0,-0.2055253502568376,0.5462337591887874,52.28687117595757,3,2.4170050447565163,1,0,24.328116968219632,41.61448158385658,4.3684941247979125
1,2,-0.18350042050092277,22.892910313114967,0.6898643684001251,5.805787444202788,0,0,0.363447030869382,0,1.7751384032222248,-9.992217803548154,76.284515082904,0,5.36746871986113,1,2,77.82002437419284,29.18271253669191,9.64889544602989
0,0,0.10954287704263486,16.075053068380228,0.35882956216505935,29.256848773633898,0,1,0.5725957823042727,0,-0.2523920149427756,2.5186587975547248,38.43722801847888,0,1.4725861357428922,0,2,24.516882444542183,41.50915872366889,4.338636532205433
0,1,0.4673862697967487,31.298821966062846,0.09123549855171853,36.06932031515197,1,1,0.8854039775072565,1,-1.5496465801705568,6.515693008652484,6.8000673952476,3,1.5893794913332802,1,2,16.80711628730327,37.18928085902146,1.0323051313850016
1,2,0.17720711647821963,35.11298503629956,0.1705822414576874,28.33409959067052,1,1,0.8430281870150969,1,-0.12023665524612391,-1.2084303040945734,20.704045800880117,0,1.5027304334513232,0,2,30.599487855640284,36.4709531969942,7.405793875390103
1,0,-2.5623692045016893,10.351582889494653,0.6336027803211342,15.824898302381145,1,0,0.30176184252401483,0,0.33256989123760045,-1.4372466960831982,64.0650438125411,1,2.0088455186743044,1,0,43.39507390580103,54.85933591358606,4.052038213866375
1,0,1.1977395612597141,20.229688114055175,0.4451665415646996,20.03767816376797,0,0,0.567933981248317,0,0.18536856597258494,-2.0273762561068756,53.13539256762122,0,2.753605918369894,0,1,42.79722863107081,33.04702224565052,1.389307426912092
0,1,0.16907880589591315,19.44000004961788,0.5152683719049954,21.22790752366908,1,1,0.47994796226366226,1,-0.6640304393540741,5.513924140649188,41.929770109114216,3,1.9878929434813328,1,0,17.1380644904793,39.78018497842156,-5.577140760440196
0,2,-0.2629122478008232,31.01171629148494,0.33962100752959806,24.589490017066836,1,1,0.7899708140841073,1,-0.16012293149436876,-1.4403503043586081,34.87169922120302,3,1.4639232677611311,0,0,17.63234813752286,47.133452248566584,0.235959053312925
0,0,0.3312591260875691,2.643924190749136,0.7683324316037278,12.829819279502681,0,0,0.21161340645685395,0,-0.023541473987378877,6.635300571746811,66.84182950556684,1,3.5761380961724525,1,0,30.573018535551473,46.83569844481494,-5.139119132070823
0,2,-2.259628901237585,16.541853962913326,0.22190476205772108,36.96147549903433,1,1,0.686200666032201,1,-0.9048094944181212,-0.28020503640271954,20.408571494663175,1,1.3437476876280576,1,2,16.106014272740445,65.427811757304,-1.3037906805181905
1,1,-0.07991394470453646,27.85840926275761,0.5079935099491725,16.300670707471102,1,0,0.5016727089330086,1,0.04249692605324552,0.7249628037986646,48.86159552348606,2,2.608447990493582,0,0,28.486552499549376,43.986422305344306,2.587666490112877
0,0,-0.22691616158900452,23.89561532376755,0.42990120160106005,23.145079608051894,1,1,0.5623906953422345,1,-0.5809938753942769,7.966802528228428,37.57429584391053,1,1.8435251087277376,1,0,16.56422932015594,46.942200183022564,-1.6821108288713909
1,0,0.44879592649622446,16.315284938608997,0.4885667584751611,22.378196159798485,0,0,0.459283596406832,0,0.015126644175686734,2.3763396036541344,51.56561808562314,0,1.9626119375094502,0,2,31.426708844049166,37.92020994601698,-1.311538653196024
1,2,-1.8408491911330889,19.301514785576344,0.8318754381506684,7.124622072769529,1,0,0.23788550855112495,1,0.43822421494057956,0.6741452191868333,78.15751129377595,2,4.010025059251235,0,0,47.788549577049764,63.01257865750678,-3.8929288233031407
0,2,0.3303402950233659,13.184377936687861,0.6057254607118768,18.39238119427417,0,0,0.3464417210841887,0,0.14921398968311905,2.9470208714224473,58.70013127060869,0,2.572827771050717,1,0,35.824517432275506,43.43593559543908,-9.734213588516713
0,0,-0.06673220459534997,32.78701253555055,0.22752253190271826,27.664362110447232,1,1,0.7893888800185057,1,-0.6349969397079785,5.4271079291226805,27.39631434858592,1,1.4891553082357476,1,0,18.101220464047966,29.570136969900666,6.295574889527742
0,2,0.11859708449312754,37.80640395397866,0.033510281783982854,38.84316738384853,1,1,0.9764274623854243,1,-1.4461417391069542,9.31803903576673,5.578826449548163,0,1.4609476346593322,1,2,19.60490766508905,50.23771956929956,5.139108303133742
0,1,0.19591000811615547,34.519595908437914,0.10509172706572961,33.147440938926266,1,1,0.8727831015784127,1,-1.2829529146025689,8.548280245428707,10.556463228485285,2,1.5370145712938954,1,1,18.316369059247638,42.77165498279382,4.487030884312599
1,0,-0.5722613365816835,11.125578055514364,0.8031801197896185,5.191897514949682,0,0,0.22339332491051084,0,0.6855305523131504,-1.4125434392895375,79.25067786445881,3,6.163699947556051,0,0,57.201003591799484,46.13335995502908,3.6066677402735188
1,0,-0.6081922395936209,6.2147887847518435,0.5327811539763129,21.57639731118391,0,0,0.375810506170129,0,0.21025534656995337,1.4136059536804968,55.22340832534799,0,1.5011111127486634,0,2,34.51373082876961,57.58564817335305,5.205387005868387
1,1,-0.20102737078029217,29.61403185793315,0.2115859480299231,29.702592892640567,1,1,0.7785930396301182,1,-1.0623011362247734,7.702959468824137,15.803826759962009,3,1.5329638916423318,0,2,16.819250815297295,34.866840966862455,2.1704125318194336
1,0,-0.7004692662360976,20.667528029405624,0.5575234541246017,11.506692355053804,1,0,0.4524734964395081,0,0.3974393231923196,-2.586371163548775,52.73155631546109,1,3.1723328294415816,1,0,41.66861962661386,23.288855177913497,-0.8753490311645145
0,2,-0.19755312103140474,38.7438459399566,0.003610473945944659,39.901575234882195,1,1,0.9945925172939146,1,-2.829971269323707,8.665919368579445,0.2617219965920847,3,1.4873500212065889,1,2,15.479423352112933,44.123805784441736,6.734143704965476
0,1,-0.7833469250754057,29.077005051106827,0.272699101465249,28.15915059978597,1,1,0.7339256219359473,1,-0.43312271403059327,7.570288827592989,27.70661568906208,1,1.4533903689405518,0,0,18.15582448881312,44.21497416388632,-2.343305879826967
0,2,1.021294015995659,38.1428484784443,0.3129085217397461,20.422896983935882,1,1,0.7753792764784806,1,-0.5108990909813736,2.69742194797427,30.08155287894955,1,2.322437079427641,1,0,17.922758454279297,22.354593746367478,3.6504111770197483
1,1,0.2480683687742197,9.054700546166119,0.9257533882155604,3.8710649686943555,0,0,0.08778401369218625,0,1.867966478632524,-9.746475931470462,93.73112263797513,0,7.998361236067517,1,0,78.65360121937847,40.41253485427442,-6.22944350353491
1,2,0.454058149829059,37.00283595830121,0.1435617947470823,29.58051285227276,1,1,0.8694902919584349,1,-0.3481751444510442,-3.6997985942021137,20.86702928809208,1,1.4856723697092566,1,1,16.24257651702937,44.04257071538269,9.474740422851347
0,2,-0.10760622318190269,38.96969679552533,0.006292338735634284,39.8581870325058,1,1,0.9907042729349943,1,-1.9369610977215799,1.2026088287056496,0.9215124534845076,0,1.5099002903904784,1,2,19.436164244157585,37.655621314314686,-1.2474091969361467
1,0,-0.963022483607773,2.9967405030760386,0.6234262147997257,23.49620683464151,0,1,0.30266349160924166,0,-0.03966735997977683,-1.69894093667995,56.7927160861036,0,1.548315339109148,1,1,22.14241599178851,54.50543346028391,-1.7375511520732196
1,0,-0.0670987551285933,4.909660399630926,0.9199522891925471,2.1470323193949237,0,0,0.08028435554905344,0,1.2474762462508133,-3.27410191993299,91.39705261365228,2,9.871571297269176,0,0,72.71670401705116,25.165169450824575,-4.833606204707582
1,0,-0.07154782529824603,1.6703479337862093,0.976982811167483,2.4352647694346063,0,0,0.028143214330031474,0,1.5893911256884068,-7.354053705210192,97.3776310669906,0,10.157714734232025,1,0,77.58381283196076,47.52593054902549,-9.94931881973626
1,1,0.19694836093811469,4.551509124070496,0.9030280849348119,3.390013873847495,0,0,0.09509018460516883,0,2.005238330343666,-9.683918148457701,94.15001720858605,0,8.706315023416314,0,0,79.1164991737758,43.91430265773521,-6.597888124451186
0,0,0.4425964100684532,7.2888670629968395,0.7827428964968404,10.78658866745374,0,0,0.21009092798036327,0,-0.03404415105718824,6.755094166231643,73.24388344447803,3,4.755885071005484,1,0,25.622891805503034,42.788503633312345,-8.937733745310615
1,1,1.4428720815561444,27.74720202886975,0.6049246353784938,7.723854721885221,1,0,0.4380299961320174,1,0.43518400798851525,-4.464516148747176,62.39915669169408,2,5.607204754018557,1,0,46.777693814442415,25.03615070752112,4.625962214272448
1,1,-0.20293653811218898,14.155323893186813,0.8334158556824374,4.916224605988823,1,0,0.21447294765338681,0,1.5460242519358702,-7.183028613817852,89.49417898331009,0,6.716658849762615,0,0,77.92700777299157,45.12140642010398,-1.2202442008945535
1,2,-0.25216120129835123,39.93512308372935,0.02559706352547081,28.034477384353934,1,1,0.9866167300922077,1,-0.47470804227259583,1.00861964403766,6.411469752509241,1,1.6069333863663737,0,1,16.34848785421608,18.011089663888544,1.940235079497274
1,2,-0.2914678450271461,22.7591564540801,0.45540195139620243,22.986478868762998,0,0,0.5308160266630573,1,-0.03861975293095765,1.8239218124199237,45.266339447980585,0,1.6096846638100049,0,1,33.73915876425972,39.54713520766346,-4.369421433912262
1,0,-0.250511311426104,13.452694286036246,0.31797881749079515,31.062166451597722,0,1,0.6280217800755565,0,-0.7496019131777575,-1.9929939792193636,27.56016826104814,1,1.5797724577315309,1,2,13.519915272237796,47.79938249253036,1.940521291421632
1,0,0.40929395863720763,10.060184220508134,0.7604387523333616,7.23157284360833,0,0,0.24669766075391564,0,0.9395494024490771,-9.533485013920552,76.12340830903209,0,5.47417460196995,1,1,65.94714049184448,40.61589556853281,3.308897621783281
0,0,-0.729670590231861,16.621834786505467,0.21806248283274815,37.212340455130146,1,1,0.711699004936827,1,-1.48752243228172,0.05094987588479327,13.92729549956298,2,1.5185581086201776,1,2,17.10728745839695,55.336160822867605,1.9096729159062988
1,0,0.4369740030619947,16.187810293553497,0.6309057797976724,13.16535555828966,0,0,0.33220874982680426,0,0.4858605632628846,1.6781715250369889,64.47705940046325,0,3.364260878807442,0,0,49.411405072772936,40.98431141693008,0.14165067483585325
0,2,-0.08262953510120688,26.618051599691206,0.30459400703467654,30.040490807236196,1,1,0.6523120559384037,1,-0.4194561043673274,1.7375672915739226,36.081319647453405,1,1.5111351089012972,1,0,19.45526384659637,45.63867012689127,-7.6470666719974725
0,0,2.316658124429742,29.43579966623401,0.441786833963436,4.222385603611283,0,0,0.7170418051280271,1,1.11210193455882,1.9815551280371313,51.2627684403344,0,10.517350397029702,0,0,70.26229314529998,18.00002202423155,-9.80254847191742
1,1,0.9824758245103867,2.949407854054602,0.8474668370295484,7.294728229325704,0,0,0.10893614531583512,0,1.0829189298238682,-5.566269748091212,83.52231357145725,0,6.387916235915159,0,2,69.49554161692687,33.06946887143722,-6.857866482715301
0,2,-0.0887509628894724,39.879409421662245,0.0033483373998800525,39.49527440544103,1,1,0.9978948780844339,1,-1.6497797701206336,6.653699791876992,0.6386573438020515,0,1.4498659233983284,0,2,19.232764505970735,37.32249037788283,9.45569674335347
1,0,0.43351001952777424,34.8245148534094,0.19592050526874993,13.822605027655818,1,0,0.8537982748874156,1,0.5433169211507328,-2.6302081807600333,36.817063346127824,0,3.373709461728999,0,2,55.99778327846774,18.002531310461364,1.7829281918574509
1,0,1.154666196708787,1.5246033337307074,0.991632674020811,0.6954326478878636,0,0,0.009165728428172759,0,2.1678731605627912,-9.737464465890342,99.0576945370443,0,21.356088300079957,0,0,79.7869326632493,66.7909835457418,5.612822293498132
1,1,0.9385373724787249,26.004794076472713,0.6478328214861163,8.634132023417893,1,0,0.40847931045732006,1,0.43102196063013737,-1.0960608576331214,63.066869628214505,1,5.076765754871447,1,0,44.452607378210644,34.04380584432968,2.1694559478214046
0,0,0.3599932590506387,29.42938484998522,0.26765081673277347,28.27552230416603,1,1,0.733592266439427,1,-0.7603558876135568,8.576078787119684,24.478054880721096,1,1.471075711445652,0,0,18.262246306004215,32.04275741291375,6.259490861001776
1,0,3.398508440059757,12.927136759973282,0.824242774793507,0.6042424582067341,0,0,0.19868763719386062,0,2.0095918363767655,-4.601513360321327,91.77945094435287,0,29.930889803487688,0,0,79.10903747006883,18.031736726305688,5.443029683889373
1,1,1.4472584090961633,20.14475480517035,0.4698081036592795,16.16212689342522,0,0,0.5645625913879805,0,0.35034807780423766,2.096254772605109,49.261018179309175,1,3.432381315817396,0,1,43.92907921365192,28.906761007377852,3.608255021049418
1,0,-0.8188554283940042,5.834114979176195,0.871013375034669,7.345067038370477,0,0,0.12202898688194486,0,1.1487338749188527,-7.091411656712002,89.9697863562182,0,4.541941286171731,0,0,71.72744434551534,49.71870845941707,-4.187801538828437
0,0,2.1958626638051792,29.319876774089067,0.3105455570773159,22.042390040158732,0,0,0.6720525062759762,1,-0.20479233850741274,6.422673420677874,35.06057246613189,0,2.539654116774846,1,0,22.628280962031056,24.6828608646324,2.023719723459635
1,1,0.3069058653993603,21.131764120749175,0.5613001699576929,12.197773121935928,0,1,0.4489614621116075,0,-0.11243494717509968,-2.630086984883439,48.938700946181584,3,4.105212973823119,1,1,29.84252920835763,29.610839762530617,0.5739999047205284
1,0,0.5631270339438484,15.498962362979151,0.7726090570731938,9.184950367080962,0,0,0.2579874695931603,0,0.7560934281183352,-0.704313269067482,79.0759708415047,0,5.297047118343778,0,0,57.03267327787961,39.75594170027536,3.7796992976718364
1,1,0.11897130398685742,15.398325287960443,0.7030451927442084,9.014202747608572,1,0,0.30805340587264846,0,0.9208719565602109,-2.865187798416474,75.17750090771452,0,4.615969933409867,1,1,62.353330524532836,39.98098458243982,-4.5994162821043005
0,0,-0.7906921594616835,12.1884241711032,0.6449446499334788,15.21637906136313,0,1,0.34870224746712014,0,-0.3432351052951755,6.762580480416176,55.68452700279259,3,2.81312701722283,0,0,19.565999583550152,52.993460928959166,1.697165768440378
0,0,-0.0069376047688431836,23.984309920892493,0.514093380082975,20.166290561213863,1,0,0.4818230569976926,1,0.03005240101568406,-2.686885930630398,51.7728998078803,2,1.9466399195910076,0,0,32.43163386576275,46.71534099934232,0.5418477324933413
0,1,-0.5673696645467567,18.485801797164275,0.3791776129492649,29.24160717064595,0,1,0.6018118086984071,0,-0.8430009091237048,0.9653535784535183,30.29708352362526,3,1.436350909890656,1,0,17.118821034888164,53.26342321104815,-0.6522272473994057
1,1,0.06991778495516049,19.858443806840697,0.664424296431544,17.236093608492837,0,0,0.38412471781331503,0,0.009870645996183482,-1.679441155506824,63.54620982211616,0,2.191753109827256,1,0,24.311515168691457,54.37597226060449,-2.947255359984837
0,2,0.03060971991812093,36.687098346679576,0.029237049662199255,39.097478794390526,1,1,0.9555366569364363,1,-1.3552948016060629,3.444623902758428,3.903514499006988,2,1.484589237199327,0,1,14.389297402317492,43.89982000716526,2.99420991126377
0,1,-0.03588232584242778,38.77422611706805,0.027699536431416427,38.518828497042605,1,1,0.9765254586858567,1,-1.2049529001805572,2.2690220569145616,3.982722254044957,1,1.2909362890745175,0,2,21.570437712914526,40.63114533252091,9.204484632021309
0,0,1.0427882746036523,23.235455360779515,0.4313341564829861,19.521116856801054,0,1,0.5829886120755878,1,-0.5386563872049636,8.165894768664433,40.97618459636814,3,2.5554754220550167,0,0,14.613648246297238,35.06197461385891,2.710195406508211
0,0,-0.37922872900348925,6.8029793716736675,0.42764427380942943,29.731865470850032,0,1,0.44371501840879857,0,-1.1724848751868304,6.5846477263885745,30.81590593680702,3,1.669984185135129,1,1,15.18293427762503,46.43394382657205,-7.5726323641988325
0,1,0.23526376528518272,32.87350505391981,0.1241113638103239,36.782995794438676,1,1,0.8600809017625674,1,-1.0442693598228583,2.952564996137374,14.098185440151777,0,1.482011862903629,1,1,14.947231802544927,40.75897999850249,-1.327840150938421
0,0,-0.8728756574296817,4.631810293739866,0.8982566230596626,6.387665145560613,0,0,0.11905178926276394,0,0.7955848105898576,-5.3431480407299325,87.94830398367584,2,5.122468108944058,0,0,61.53630553152734,53.63708152518835,-4.509876933233699
0,0,0.8940783565581403,14.251224866835308,0.5600471332447479,14.13933259313826,0,0,0.4053831667194048,0,-0.003194547684132768,8.743950862374358,56.94420255749218,1,3.2760171652239727,0,1,26.411378966979715,22.250645887071464,-9.479815178523097
0,0,-0.05992401789802104,23.686691676689357,0.3276247662077415,25.805601471416416,1,1,0.6459817348161996,1,-0.5164092950653673,7.88625384356515,39.622882763926945,2,1.5092498618112167,0,0,17.06325015517729,45.18601523491787,6.477316758402232
1,2,0.0012023030211062798,8.541121373166881,0.7109933088425182,17.402370356023994,0,0,0.2818903795414934,0,0.4723298085922792,-4.9702227217073975,67.20243852592775,0,2.5308800788729453,0,1,51.377650137003045,48.89532802698536,-5.917367847139671
0,1,1.990505505056511,34.032022547424546,0.15235045185176338,30.46694668028365,1,1,0.909088684374159,1,-0.7916091645077981,6.635924157877728,20.447076739536556,0,1.4663263975683627,1,0,23.46402831314883,21.425110752689882,0.5363744872931235
0,1,-0.43866282190224914,21.533312330191144,0.2502053282139203,34.445776385145415,1,1,0.7124669230707232,1,-1.0412084875707586,-4.025519761512415,19.321921645725137,3,1.4587338150201206,0,2,15.988536457643189,50.10987726238378,-7.01252229007882
0,1,1.0829644794011977,36.65440095128959,0.04251231784474285,35.357554875583325,1,1,0.9530963182022459,1,-1.09399248882141,8.302544643141673,6.341010939296271,2,1.4174078661001825,0,2,15.791659020584534,20.631637573811247,8.678347367847039
1,1,0.09422552316768056,18.762362116846194,0.2774433689220446,29.714399744017236,0,1,0.6516173113869522,0,-0.7758655208472364,0.1772588239452748,23.457256765925745,1,1.467976268554208,1,1,12.765427908670786,42.16737359048241,-3.7302904665816605
1,1,-2.3582711098667803,6.783200126985609,0.8299941690863706,11.693444666169345,0,0,0.14930098339373882,0,0.7190654974071157,-9.165777950567149,76.95737377814554,0,2.6684769803461674,1,1,59.33894512312811,66.8872309151478,5.431228091641822
0,2,-0.03776205987134478,27.580664742772782,0.092033388806188,37.589807081185825,1,1,0.8743922002237161,1,-1.172840872297,2.601081871111667,9.042194762360516,1,1.4446250905904172,0,2,15.42286925217164,51.19186121470719,2.4995377088759074
1,2,0.18540053365775944,34.54532366319174,0.1707397406375838,34.96852500523133,1,1,0.8519391630926731,1,-0.9707683207048214,0.9512993390928841,15.702735951438235,0,1.6541953198190351,1,2,17.46649878218498,34.33624061958932,-1.3200332684332317
1,2,0.48120541409259804,32.68941607204772,0.22141557513543098,28.150552526038112,1,0,0.7687688692773821,1,0.004988840344457396,-5.224205056030811,31.380684776331602,0,1.1576551165886693,1,1,28.1741134561919,42.14175801810707,-1.3354256430535099
1,0,0.5066764606034325,0.2006785546411205,0.989684860734743,5.037530747588617,0,0,0.00824398875209964,0,1.1200939897687883,-4.233361769519596,97.88930597163647,3,6.092325756097479,0,0,72.65086536492782,69.98115210231379,-7.240066573744073
0,0,-0.37784993151234486,16.38187406802195,0.39338142618524274,32.76875324620215,0,1,0.5800194527934656,0,-0.769904027571867,8.726616133887202,37.31447536249186,1,1.4159199534306341,1,1,18.879235290904752,48.30172148257688,-3.6642060314212586
0,1,-1.8652880787877577,32.399846564304596,0.04781756104892887,39.00866436537154,1,1,0.9463827673994242,1,-1.8879999693685159,8.549970831531596,3.6266706377682976,2,1.4587747338569572,1,2,15.197508404407936,61.28716826517023,8.637095447506844
0,0,0.70459957484275,8.521486143552528,0.7592153651069886,11.495199823238323,0,0,0.2213546806798835,0,0.3563645595833265,5.415579091962659,73.6240308235341,1,3.9251001785937576,0,0,48.035824379197265,35.46820438672383,-2.466743302394663
1,1,-0.009428630819230085,7.368249649741814,0.794069878436785,9.39263420538552,0,0,0.18077608031642056,0,1.1153587188041536,-8.499667431254549,79.6459968730816,0,4.573166501007184,1,1,68.55327250373118,42.621301085736846,-4.245635029234249
0,2,-0.9875436658831656,33.922779202271904,0.12856987187179725,36.526545037833785,1,1,0.8751017807367292,1,-1.2014120455635278,2.7314707938749443,12.125345668424847,1,1.5106074938019103,0,2,19.45758731268704,58.58411044682966,5.851954085509753
0,0,0.26087107674152377,30.732715329921874,0.2972607211605952,28.41784057006638,1,1,0.7197041434042721,1,-0.6796656721638433,7.4302074916472804,27.755483185269124,0,1.285705835867213,1,0,17.40471998409335,43.187469437357535,1.8082699922552532
0,1,-0.33370236506940465,27.84233165819532,0.34007006114111926,28.170134823350985,1,1,0.686564063813567,1,-0.5205332968754898,6.025162348947912,36.56176264930547,3,1.4031862439113836,0,0,20.219797594764014,46.283912768855885,-2.6695234245960675
0,0,-2.5357027219255905,35.88983571024221,0.04382820891999134,39.23858814712051,1,1,0.9495524015065873,1,-2.3143696675196432,6.083556126516896,2.3530956518592827,3,1.470393450026937,1,1,18.010192298974662,65.23534136468564,3.1978445631571653
1,0,-0.5693477369287651,8.400464687481435,0.4001385670366585,26.507646592353456,0,1,0.4887994441634867,0,-0.6885927201230988,-0.9298811511092033,31.243139256576146,3,1.4427863194868158,1,2,15.747208661729504,46.46995238871867,-6.0303168623544465
0,0,3.15315111625579,39.675797664427044,0.11705286290851497,15.239034962932191,1,0,0.9264824641839824,1,0.1335999460426353,7.566865026614632,23.509335572921763,3,4.050625486844184,0,0,34.924099621647386,18.001981601884204,-0.03247685945107115
1,1,1.3303816132001418,29.445050804715525,0.6169188471841184,7.4183150804392,1,0,0.4834914155332839,1,0.81572936222598,0.6874501001681228,68.35557064145628,0,5.366813466251735,0,0,64.49403453835214,29.757153322362683,7.666096383947163
0,1,0.7147969509175782,21.307178977453773,0.6877260079241236,8.09372642645226,1,0,0.37267593602179006,1,0.3731434618951529,-2.94884320068324,68.71415438108404,3,4.828080008673413,0,0,35.658159697757576,28.769171557202895,0.2924604854683963
0,2,-0.7810895520505368,38.73372330371153,0.053070078531836096,38.174173686289116,1,1,0.9604379886352309,1,-1.5471471058690693,7.779431896964098,5.269929717999188,3,1.5665037896396958,0,1,18.75853340115664,51.413407041971915,3.474324634103885
